round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_auprc_lift,fed_auroc,fed_auprc,fed_f1_best,fed_f1,fed_brier,fed_prevalence,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
25.0,0.6432054989025098,0.5755582512783601,54.7584,54.7584,0.9971592150692714,0.5692110382009219,2.231244557623624,0.6871908130462832,0.2565033882625875,0.3188883596589563,0.28731439505283424,0.2114834612845418,0.11442598187311179,0.33675854027126834,0.661023420840995,0.20324333435910966,1.7844639020685593,0.2777614138438881,0.2793455062840882,0.49439674615859985,0.37089115474687157,0.23685840036415848,0.11389601892395189,0.0060200067480931695,1.5143559975549579,0.004302148866982808,0.007729471967620761
26.0,0.6390328145212452,0.521700528824562,54.7584,54.7584,0.0,0.5875178879616484,2.4449892241645776,0.7070776504090945,0.28046134577158943,0.34055219302052503,0.29854094643766227,0.21442663995506955,0.11442598187311179,0.342293625397604,0.661023420840995,0.20324333435910966,1.7844639020685593,0.2777614138438881,0.2793455062840882,0.49439674615859985,0.37089115474687157,0.23685840036415848,0.11389601892395189,0.0,0.0,,
27.0,0.6367190535582148,0.5638576361405451,58.40896,58.40896,0.9971592150692714,0.5476134153943947,2.249319497869932,0.6894415534487536,0.2587507599149344,0.31742826936123125,0.28721952232600406,0.2108027223027744,0.11442598187311179,0.3345805652100079,0.6624504566469401,0.2065517185373095,1.8135113104806904,0.2766270212481625,0.2803360629586302,0.49270614981651306,0.3719757798468738,0.2375054473903009,0.11389601892395189,0.0056039581172916885,1.4850461150053889,0.004041968555081324,0.0071831116888213305
28.0,0.6406323867236678,0.6312020048681062,58.40896,58.40896,0.0,0.5682089361216787,2.491144738689426,0.7091263962801294,0.28505121893044105,0.34213723166692706,0.31615936427564384,0.19725372902365523,0.11442598187311179,0.31704452155628743,0.6624504566469401,0.2065517185373095,1.8135113104806904,0.2766270212481625,0.2803360629586302,0.49270614981651306,0.3719757798468738,0.2375054473903009,0.11389601892395189,0.0,0.0,,
29.0,0.6333690988211214,0.5751383684265139,62.05952,62.05952,0.9971592150692714,0.5804376486737622,2.26724203268328,0.692095073064766,0.26088939018379215,0.32033023493721424,0.2947042043839683,0.21259615651177727,0.11442598187311179,0.3375397131146163,0.6628316713425086,0.21147844071909772,1.8567676264462007,0.274963435713336,0.27855563743551953,0.498190701007843,0.3745645901668329,0.23964874178139697,0.11389601892395189,0.005752369944877343,1.5987900336040184,0.003882441724173117,0.007677613279471902
30.0,0.6373425897088947,0.6805738231121625,62.05952,62.05952,0.0,0.5698333181710942,2.538242355019058,0.7101655086699585,0.28948334306575446,0.34132877963851105,0.30534482490342435,0.20734702734577143,0.11442598187311179,0.3315985872781173,0.6628316713425086,0.21147844071909772,1.8567676264462007,0.274963435713336,0.27855563743551953,0.498190701007843,0.3745645901668329,0.23964874178139697,0.11389601892395189,0.0,0.0,,
31.0,0.6408955877468856,0.7483576159452675,65.71008,65.71008,0.9971592150692714,0.5887458134528852,2.2879705498457774,0.6920605383417477,0.2635089562860946,0.3229436864801941,0.2886962521651609,0.21816723978722757,0.11442598187311179,0.34719002038833174,0.6621430829254218,0.2096572360839161,1.8407775624177325,0.2727658971817023,0.27714470006450226,0.4929361045360565,0.3732775895550193,0.2385612972122907,0.11389601892395189,0.00490742613022444,1.4335355586372316,0.0035128929546489767,0.006363674345694458
32.0,0.6416138772276214,0.6591326038662388,65.71008,65.71008,0.0,0.5773095430474268,2.501552454481889,0.7135985353240675,0.2863357873896285,0.3395455564376699,0.3153267627213939,0.20224475036664505,0.11442598187311179,0.3242770459839169,0.6621430829254218,0.2096572360839161,1.8407775624177325,0.2727658971817023,0.27714470006450226,0.4929361045360565,0.3732775895550193,0.2385612972122907,0.11389601892395189,0.0,0.0,,
33.0,0.6359849852903379,0.656520705511359,69.36064,69.36064,0.9971592150692714,0.5617356077230499,2.3196804242928466,0.6935137152048383,0.26703195731602186,0.32416311721006463,0.2934942111676376,0.21199348540397192,0.11442598187311179,0.33919981886629924,0.6617864275069124,0.21064745700558446,1.8494716408501801,0.27438370846730975,0.27827689472471784,0.49354690313339233,0.3733080193326136,0.2386567178944291,0.11389601892395189,0.005076860759598102,1.5582667147973552,0.0032611771929797434,0.007001109780705806
34.0,0.6363930616116422,0.6612460484885114,69.36064,69.36064,0.0,0.5784185932984826,2.5443097772784817,0.7143802685811699,0.29112159034464624,0.3419562506516658,0.3120705794313994,0.2047152835428933,0.11442598187311179,0.3296615897784758,0.6617864275069124,0.21064745700558446,1.8494716408501801,0.27438370846730975,0.27827689472471784,0.49354690313339233,0.3733080193326136,0.2386567178944291,0.11389601892395189,0.0,0.0,,
35.0,0.6415539887539065,0.65861024955485,73.0112,73.0112,0.9971592150692714,0.5810258286702189,2.3521772365275946,0.6955598329484692,0.2706916212665901,0.3287938171056558,0.29518778221604147,0.21494696972904798,0.11442598187311179,0.3436378407809547,0.6625760641094264,0.2073847389270384,1.820825177967886,0.2700661000944287,0.28056502679006334,0.4941515028476715,0.37254168498413487,0.23805381943452741,0.11389601892395189,0.004963173635068534,1.5929893602151424,0.0030197527121708966,0.007056339473590932
36.0,0.6383531351396845,0.6478074331867008,73.0112,73.0112,0.0,0.5672655043240041,2.597690287222366,0.7170022640248472,0.29709600651949886,0.34727605366599135,0.3152972558398158,0.19916201050004897,0.11442598187311179,0.32074361174223875,0.6625760641094264,0.2073847389270384,1.820825177967886,0.2700661000944287,0.28056502679006334,0.4941515028476715,0.37254168498413487,0.23805381943452741,0.11389601892395189,0.0,0.0,,
37.0,0.6367124131747801,0.7814093105522439,76.66176,76.66176,0.9971592150692714,0.5627222112440932,2.369127837936964,0.6954361130881245,0.27243503053873136,0.32652874315063773,0.29331353998810106,0.21252430322846835,0.11442598187311179,0.3392234708025183,0.6593667928154289,0.20698920274426694,1.817352394752912,0.27096574174546584,0.27924808310660404,0.4959578812122345,0.3748847161288398,0.24003016861340598,0.11389601892395189,0.004769654609004752,1.5988051609601825,0.002846779609427684,0.006875224832752141
38.0,0.643474651128243,0.9847157204657402,76.66176,76.66176,0.0,0.5299362794675255,2.644693987196029,0.7201770994241847,0.30174183352191003,0.34782521136228445,0.32662649034458086,0.19436046859849235,0.11442598187311179,0.31525840453532955,0.6593667928154289,0.20698920274426694,1.817352394752912,0.27096574174546584,0.27924808310660404,0.4959578812122345,0.3748847161288398,0.24003016861340598,0.11389601892395189,0.0,0.0,,
39.0,0.6370256150663258,0.7345312578747716,80.31232,80.31232,0.9971592150692714,0.5666729899916764,2.360266409216171,0.696278319963785,0.2714469395595965,0.32794221009631214,0.2981952371210822,0.2064103045836686,0.11442598187311179,0.32739143641948104,0.6594584540109529,0.20715140837215928,1.818776550130991,0.2662080825451419,0.27925225017309024,0.4917668104171753,0.37299606719862516,0.23852561457397875,0.11389601892395189,0.004613680565760409,1.6188813224434853,0.0028183953586807015,0.006597192817978588
40.0,0.6401211058821714,0.9370320744637217,80.31232,80.31232,0.0,0.5917271903649437,2.6307568623252062,0.7182501578112324,0.2998532704281784,0.34562577538942774,0.30780222180426775,0.21548021504664233,0.11442598187311179,0.342021251637838,0.6594584540109529,0.20715140837215928,1.818776550130991,0.2662080825451419,0.27925225017309024,0.4917668104171753,0.37299606719862516,0.23852561457397875,0.11389601892395189,0.0,0.0,,
41.0,0.6362798623849153,0.8917681580357248,83.96288,83.96288,0.9971592150692714,0.5749268634966974,2.4017156016459946,0.6995977572996483,0.27561983217040237,0.33174810283725426,0.30123136041634413,0.21076389854745597,0.11442598187311179,0.3360523542243666,0.6603166984661407,0.20948139117707187,1.839233655014247,0.26328195829555756,0.27900037299515107,0.4926900565624237,0.3730403762112939,0.23871038794904512,0.11389601892395189,0.004723195762165092,1.7326920608757064,0.002606448717480412,0.007075172593670873
42.0,0.6411443246099159,0.9359300663308942,83.96288,83.96288,0.0,0.5842462550672399,2.693153290981702,0.7249110062993714,0.3077317127298575,0.3589534610935173,0.31554770788108505,0.20539657701891695,0.11442598187311179,0.33199577075068165,0.6603166984661407,0.20948139117707187,1.839233655014247,0.26328195829555756,0.27900037299515107,0.4926900565624237,0.3730403762112939,0.23871038794904512,0.11389601892395189,0.0,0.0,,
43.0,0.643027428075493,0.9472045015052115,87.61344,87.61344,0.9971592150692714,0.5598969605000087,2.4246239455733076,0.7002050687406922,0.27905945183682274,0.33182077549664957,0.3016851361049224,0.20382918754993862,0.11442598187311179,0.3255149894827461,0.6623242719096737,0.20721218527144536,1.819310167546773,0.262124248496994,0.2779007683292095,0.4903107285499573,0.36800307925960973,0.2347504890451057,0.11389601892395189,0.0038955482732022954,1.4887052169069648,0.002395788104370825,0.005576025283218846
44.0,0.6384078337398533,0.8853074360336544,87.61344,87.61344,0.0,0.5762550211928912,2.6485836760209405,0.7233349614244938,0.3027496169272326,0.3513088015377756,0.3140181594932671,0.2102763383965491,0.11442598187311179,0.33682319536625893,0.6623242719096737,0.20721218527144536,1.819310167546773,0.262124248496994,0.2779007683292095,0.4903107285499573,0.36800307925960973,0.2347504890451057,0.11389601892395189,0.0,0.0,,
45.0,0.6390779099211612,0.9978523561450633,91.264,91.264,0.9971592150692714,0.5669925455191555,2.4519404845451658,0.7023629197257392,0.2818707364373065,0.3337476620775571,0.29705316921028485,0.2116964803624518,0.11442598187311179,0.33724276963476,0.6607166871415155,0.21280003050990975,1.8683711030496672,0.27178879675071926,0.27946383409205866,0.49394747614860535,0.3702583641295308,0.23618324675827004,0.11389601892395189,0.004066730823334008,1.6192103355424479,0.002277886511830324,0.006085498238537835
46.0,0.6393263408616376,0.9160351879188366,91.264,91.264,0.0,0.5783106203960988,2.7322143373954417,0.7252847655237193,0.3122653224539183,0.3538429618511685,0.3193863674992345,0.204858465812384,0.11442598187311179,0.3305505987905726,0.6607166871415155,0.21280003050990975,1.8683711030496672,0.27178879675071926,0.27946383409205866,0.49394747614860535,0.3702583641295308,0.23618324675827004,0.11389601892395189,0.0,0.0,,
47.0,0.6381636878540949,0.9218859981904896,94.91456,94.91456,0.9971592150692714,0.5837240719591893,2.489207816458004,0.70561523880361,0.2863473475734077,0.33619213292213057,0.2975903302043028,0.2157565235986119,0.11442598187311179,0.34377851815118615,0.6601198728650183,0.21013478745446607,1.8449704339075501,0.2713384257721687,0.27728395061728395,0.49442511796951294,0.3704681559482934,0.23641728600502693,0.11389601892395189,0.004023177078959331,1.6632721226196736,0.0021751739472950864,0.006126206714227172
48.0,0.6396071384207176,0.9531190475968849,94.91456,94.91456,0.0,0.5908751742874928,2.7442592096802945,0.7284825491036385,0.31364140952893116,0.3597050822308882,0.31593556124754485,0.21104035165192372,0.11442598187311179,0.33962945201803374,0.6601198728650183,0.21013478745446607,1.8449704339075501,0.2713384257721687,0.27728395061728395,0.49442511796951294,0.3704681559482934,0.23641728600502693,0.11389601892395189,0.0,0.0,,
49.0,0.641704947613521,0.9333547071986349,98.56512,98.56512,0.9971592150692714,0.5727568070487702,2.5156624012823836,0.7079688693153727,0.2891627639288096,0.3395286749753898,0.30930423621374664,0.2013847975330372,0.11442598187311179,0.3226684655964193,0.6589159537615953,0.20994809814043658,1.843331313279865,0.2707611028561994,0.2792325641690433,0.4948340654373169,0.37007944995866543,0.2360329106180172,0.11389601892395189,0.0037100552578140053,1.591850677272305,0.0021143226982532955,0.0055399166609249395
50.0,0.6347674193434413,0.9795636326188676,98.56512,98.56512,0.0,0.5972193285582769,2.7841521319334497,0.7273448871847813,0.3178880662579561,0.35323439837854514,0.3087625310116592,0.21666802761330334,0.11442598187311179,0.34773073852028696,0.6589159537615953,0.20994809814043658,1.843331313279865,0.2707611028561994,0.2792325641690433,0.4948340654373169,0.37007944995866543,0.2360329106180172,0.11389601892395189,0.0,0.0,,
