round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_ece,fed_auprc_lift,fed_brier,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.16218084880050437,0.03875617304171551,40.27056,40.27056,1.0,0.11462201800214009,0.2517206637579491,0.3174667045275316,0.6753900702404833,0.5294314957313347,0.37905692702093974,2.202379842362876,0.2400705095869375,0.27219696823931216,0.659608394860367,0.2153327843445109,1.890608525029203,0.26729972724517626,0.27655143690129114,0.5245497226715088,0.37878248984677254,0.24062240290653705,0.11389601892395189,0.006494368447260055,1.2461435327586514,0.005490381195580865,0.0074130162232639366,0.004511475672414902
12.0,0.16128305957024489,0.03900887353218985,43.93152,43.93152,1.0,0.11462201800214009,0.2513175487978681,0.31501658724060494,0.6752573904387763,0.5308461029969128,0.37981849782768673,2.196512556549163,0.2408313411681016,0.2735489073153557,0.6584715651259571,0.21477519215342966,1.885712900086829,0.2668301154356931,0.2757775394515091,0.5301660895347595,0.3795370657158771,0.24132106483278826,0.11389601892395189,0.006884614345031813,1.3929329903448888,0.005531949092941825,0.008152087899739962,0.0045219877685742675
13.0,0.16257019768182548,0.04694514726868078,47.59248,47.59248,1.0,0.11462201800214009,0.25619798734449173,0.3165641843527936,0.6780644484407834,0.527863056111037,0.37254462783997094,2.241728430954438,0.2350267822159372,0.2793593971558891,0.6572958948384054,0.21251682089692023,1.86588454016832,0.27079898889987913,0.2739985778620526,0.5061056613922119,0.37192232571956624,0.23563897448851168,0.11389601892395189,0.0066127068100258575,1.4154737669214228,0.004944903747169388,0.008189347191120654,0.005758071989185276
14.0,0.16169939858059884,0.04527287465803406,51.25344,51.25344,1.0,0.11462201800214009,0.25835813117184475,0.31967345147135695,0.6774477370004142,0.5233250061320771,0.36167297941356635,2.2583057386473393,0.22696230557681812,0.28331242979087856,0.6556655830131425,0.2102465739242802,1.8459519121968728,0.2701575532900834,0.2727893945606123,0.5138653516769409,0.36078825808086185,0.22771689147238353,0.11389601892395189,0.0067579245995533195,1.5321191689399711,0.005028378810799936,0.008423979184902279,0.006365272417249279
15.0,0.16270892934616368,0.0675570426478783,54.9144,54.9144,1.0,0.11462201800214009,0.2628775595088607,0.3204894587390039,0.6838495887906083,0.5326032043422544,0.3751557950872361,2.2990048831871923,0.2367182846982352,0.28225798403703234,0.6552947090658092,0.21016242464111418,1.8452130866965522,0.27157413183614054,0.2744556884391291,0.5300971865653992,0.3747099943613152,0.23780237554845937,0.11389601892395189,0.006439050015165897,1.5441665834296145,0.004746396710588589,0.008102589085580333,0.005905245687610689
16.0,0.1619118950484198,0.056256863067120536,58.57536,58.57536,1.0,0.11462201800214009,0.2645301898107395,0.3233871465186956,0.685031497266605,0.5236771655006166,0.3742137528403016,2.31537921229778,0.23610881180677193,0.284400310379666,0.6558579033610896,0.2099650609177161,1.8434802454149806,0.2694560669456067,0.27382132238425594,0.5199909806251526,0.3738951495461846,0.23720978157522346,0.11389601892395189,0.006576129057090475,1.6658210672885616,0.00451341623803281,0.008631111194352151,0.005886076206574388
17.0,0.16058163819627594,0.047170385387129754,62.23632,62.23632,1.0,0.11462201800214009,0.26761494219231063,0.32494996450710667,0.6874442134911478,0.5281228640553424,0.3698425645664893,2.3371463642414154,0.23249854261655536,0.2899100786142569,0.6539262541005961,0.21002494204106625,1.8440059979734624,0.27024647887323944,0.27444204463642907,0.5188006162643433,0.36939733047101125,0.23387748269261666,0.11389601892395189,0.005902984627725622,1.573371292293814,0.004048975020008848,0.007781883432400144,0.005923342886112857
18.0,0.1598091639643771,0.05577566473258776,65.89728,65.89728,1.0,0.11462201800214009,0.26820834538139454,0.3220390295044104,0.6878536476754465,0.526156255651422,0.3724428838612622,2.342334218637696,0.23459546711165924,0.28824687355086076,0.6535912966841487,0.20842503821968947,1.8299589413994741,0.2695834714396199,0.27305949422599035,0.5195075273513794,0.3718978979158092,0.23583396915523622,0.11389601892395189,0.005534106356921046,1.5520473741144087,0.003789169805694757,0.007326537428134232,0.0050026465043683434
19.0,0.16020247326743442,0.05013550564788634,69.55824,69.55824,1.0,0.11462201800214009,0.27152932250367195,0.3275222638167363,0.6910058023748648,0.5314514489566924,0.3733777270174059,2.370814660533411,0.23484798431427034,0.2863899266316687,0.6525217822088832,0.20527183986483244,1.8022740549157559,0.26807045960720793,0.2727927408901051,0.5256189107894897,0.37229748666391466,0.23634684965181524,0.11389601892395189,0.005840616334196578,1.7199841689616733,0.003392719112683304,0.008387479537387131,0.006097204844721936
20.0,0.16236817728847572,0.08410679649139599,73.2192,73.2192,1.0,0.11462201800214009,0.27538160252168803,0.3343154128499801,0.693710395852952,0.5285740801511735,0.3631751905298296,2.404121778533685,0.22712308073014448,0.29064883387170737,0.6500142386079465,0.20399583734248367,1.7910708317091506,0.26564610535794686,0.2702625570776256,0.5197967886924744,0.36220879116975835,0.2290618323063507,0.11389601892395189,0.00576898332423776,1.7868170146466582,0.0035830860600102473,0.008061923214054136,0.007737213657737555
21.0,0.1639741809265347,0.09631520262644035,76.88016,76.88016,1.0,0.11462201800214009,0.27864075609068456,0.3339148852441722,0.6953631094239352,0.5199771576188257,0.36474144359066996,2.43809223568579,0.22833767509279557,0.29698165388977865,0.6514697114715392,0.2036453563924862,1.7879936306506004,0.2673540342884546,0.27237241578719096,0.5125123262405396,0.3636921357114659,0.23009419963244596,0.11389601892395189,0.006215956191772026,2.0211698649145546,0.003744330625775633,0.00883531969498291,0.0066156783906486175
22.0,0.16242939609485044,0.07437190956331853,80.54112,80.54112,1.0,0.11462201800214009,0.28045463738833537,0.3324890778869514,0.6962916461438378,0.5255843822993752,0.36702082841667355,2.454098101120044,0.22974098064665766,0.2933487572652273,0.6506020298286413,0.20245385829749662,1.7775323510883607,0.2671651937457512,0.2717963721474546,0.5179198384284973,0.3659390131840979,0.2317476111244288,0.11389601892395189,0.004767634633711922,1.6282185330055654,0.0030426353238683255,0.0066025309843198345,0.005229951146398555
23.0,0.16292729475229215,0.08047759887470052,84.20208,84.20208,1.0,0.11462201800214009,0.2836637770748084,0.33768003803000723,0.6981031673005964,0.5242295954100935,0.36892540256432466,2.477611159419759,0.23128180560293932,0.2911107754181737,0.6514009153770892,0.20376648203071446,1.7890571062608331,0.26491058999892925,0.2729507011710279,0.5192763209342957,0.3678797216949744,0.23326493120172453,0.11389601892395189,0.004415605624951913,1.5736936936700658,0.0028018058432208773,0.006147876716520406,0.005908783079378268
24.0,0.16282171023196598,0.07499857004402315,87.86304,87.86304,1.0,0.11462201800214009,0.28448175591501784,0.3341167459989808,0.6992146913341786,0.5278242536636222,0.3702591874510613,2.483160682552589,0.23194816733300427,0.29092568713666755,0.6518489810020877,0.20292791195745208,1.7816945128955437,0.26586421708372926,0.27030033370411566,0.5193708539009094,0.36906217237448585,0.23403006664511036,0.11389601892395189,0.004383458428211132,1.6263605839194497,0.002699588431450387,0.006210690528400409,0.005817027541534217
25.0,0.16092158929705017,0.09712729061715118,91.524,91.524,1.0,0.11462201800214009,0.2861801625427896,0.33781939912340436,0.7019073294454277,0.5216238956687178,0.3634844615674681,2.4973982542749065,0.22703462663259805,0.2974220128750163,0.6475475434724303,0.20293920741385324,1.781793686303955,0.2662674190947829,0.2699120683063591,0.5063291788101196,0.3624858498652801,0.22947056425661097,0.11389601892395189,0.004087016977162392,1.5803334663523856,0.0026246455063596553,0.005689241890530261,0.005903890404338213
26.0,0.16223759488501271,0.09275295471478688,95.18496,95.18496,1.0,0.11462201800214009,0.2876569809846897,0.33596050353407914,0.701525314282044,0.5316334321570603,0.3644921407305196,2.505490576643088,0.22762426789193616,0.2988030291073493,0.6495878458861065,0.20473287278355756,1.7975419572852431,0.2668187001140251,0.2718225760591413,0.5154219269752502,0.36361645098958056,0.2301733007959989,0.11389601892395189,0.003908386446652221,1.5745653516987659,0.0024408910104394142,0.005532152656316928,0.004996850252125697
27.0,0.16179471182604835,0.08983797139165658,98.84592,98.84592,1.0,0.11462201800214009,0.2909453209226672,0.33746832354432116,0.7022847022211506,0.5266263223136356,0.36431959793867347,2.536358682485367,0.2274807298774936,0.3021082658731924,0.6491840170784986,0.20180986070850582,1.7718780920977915,0.2667291691081683,0.27225571288377964,0.5121150612831116,0.36331146268667247,0.22995033981038987,0.11389601892395189,0.003931361970299162,1.645437305644009,0.0023176817032148278,0.005733459676202887,0.005401057370961355
28.0,0.16214311767332457,0.07996908504216202,102.50688,102.50688,1.0,0.11462201800214009,0.29229226949232,0.33927352967877716,0.7060273681993535,0.5233842264156234,0.36497560047190525,2.5531476162418913,0.22808582539754022,0.29986885699717697,0.6492218285765975,0.2036088717716697,1.7876732979369443,0.26729732702672976,0.2718876024456875,0.5104712247848511,0.36428501205848357,0.23081696034340177,0.11389601892395189,0.003606733242837085,1.5662413616664708,0.002140629270935536,0.005253174984685882,0.00528485218136774
29.0,0.1633614611869259,0.14226204120668234,106.16784,106.16784,1.0,0.11462201800214009,0.29442781451049116,0.33773987867046706,0.7071212165011438,0.5198375583632951,0.3648982333798926,2.5697675499478607,0.22762778151349952,0.303133872603527,0.6474096249977851,0.2006781771178358,1.7619419801830665,0.26561807709348695,0.27146429563767716,0.5146995782852173,0.36390090229148997,0.23071890767158473,0.11389601892395189,0.003464693268868935,1.5613662796495191,0.0020518613234662276,0.005056052435900654,0.006619691435105998
30.0,0.161701160041903,0.11386603734754848,109.8288,109.8288,1.0,0.11462201800214009,0.29368929131647625,0.33784311003896755,0.706716327483153,0.5198949015732565,0.36489361373525564,2.5586161800274954,0.22769568494284895,0.29642053224953513,0.6471876126470162,0.19999050566967994,1.7559042674109018,0.265531914893617,0.27136086662153014,0.5164588093757629,0.36397137644951616,0.2309342984395228,0.11389601892395189,0.003667935789049574,1.7123154498513031,0.002016903990198669,0.005542317540995193,0.006897922220758582
31.0,0.16413171304566937,0.14236720102477113,113.48976,113.48976,1.0,0.11462201800214009,0.29842492476183313,0.34069089989014156,0.710033056254511,0.5248312056195918,0.3657194175013266,2.596109954781273,0.22808500568244894,0.3040907507838944,0.6449553287205898,0.1996093277189347,1.752557548584849,0.2638858871839205,0.27029858564693554,0.5121526122093201,0.3646109546211526,0.2314283135267227,0.11389601892395189,0.0033960981017173006,1.6435488489405543,0.0018925229346820874,0.005112020775984619,0.005025642507574004
32.0,0.1621801977248767,0.11572047352180972,117.15072,117.15072,1.0,0.11462201800214009,0.2988370372949247,0.34209431825064585,0.7110486984561002,0.5229159837992334,0.36118017384645146,2.6045294695688437,0.22476669926125445,0.30318249081538956,0.6458267751990104,0.1998436420385175,1.754614813814982,0.26654859419969007,0.2694226657163222,0.5163642168045044,0.3599600660476347,0.22811988689266424,0.11389601892395189,0.003253823191118662,1.6259012444315886,0.001818983100696,0.004904929880702861,0.004593841240699636
33.0,0.1645920224807508,0.13829491252293213,120.81168,120.81168,1.0,0.11462201800214009,0.3014243158367732,0.34549697813414065,0.712922607950819,0.5202324784424077,0.3637592025488556,2.6211203253577127,0.22640028332774637,0.30636557039878837,0.6458450973985538,0.2004098914920209,1.7595864489858433,0.26533166458072593,0.2699753150578147,0.5089672207832336,0.3626210069735419,0.22983402270618233,0.11389601892395189,0.003162378880134744,1.6354144341839856,0.0017571379469138954,0.004787376824213895,0.005421600315969816
34.0,0.16369591173458703,0.14447577813561055,124.47264,124.47264,1.0,0.11462201800214009,0.30097010057742823,0.341699863141081,0.7124638370977161,0.5239508580593478,0.3607016305343679,2.613909334142959,0.22438655255160236,0.30937484575427165,0.6428595075324068,0.19903009154705686,1.7474718908300808,0.261579128835766,0.267474663044614,0.49307769536972046,0.35976207133959476,0.22799325219130823,0.11389601892395189,0.0029301928499241153,1.5641955049795797,0.0016302912334041763,0.004441514567676593,0.005440039270989261
35.0,0.1633806438986679,0.1273656430643269,128.1336,128.1336,1.0,0.11462201800214009,0.303503889057702,0.34492638911405654,0.7143380113169688,0.5343809004167466,0.3738491634988999,2.6388343245294346,0.2338329037214335,0.2951054739808023,0.6418536062280219,0.19987248921137524,1.754868090208049,0.2610133229602256,0.26614173228346455,0.5096035599708557,0.37288317298953955,0.237610977243074,0.11389601892395189,0.0028902706155246234,1.5878287244504463,0.0015326055982775215,0.0044804957829102515,0.0058736384216685955
36.0,0.16360477578862564,0.1382516808363301,131.79456,131.79456,1.0,0.11462201800214009,0.31028576363202776,0.34639561269405295,0.7172256664713434,0.5249606240870195,0.36332801088529887,2.6971292787660444,0.22600258202657453,0.3083575412448369,0.6374318696539649,0.19741789186291014,1.7333168773416534,0.2610697062691802,0.26596428112553,0.5104547142982483,0.36204379927082925,0.23022664120123024,0.11389601892395189,0.0029733785078186795,1.6865613026056963,0.0014799736289187247,0.004724759486531533,0.008708134115202742
37.0,0.1695785432378383,0.6549105339971166,135.45552,135.45552,1.0,0.11462201800214009,0.30895158460173694,0.3494731358447571,0.718558597866684,0.5242776202853123,0.3663444234278796,2.687276810143577,0.22864630016394888,0.3050455739795476,0.6391401888712567,0.1982353515530159,1.7404941228488169,0.2621492853361567,0.265271051398219,0.524359941482544,0.3653592197800569,0.23259740098700757,0.11389601892395189,0.0030735692474753657,1.8010110742498,0.0014940996239411384,0.004930971759551494,0.004389825589961933
38.0,0.1648068869481603,0.1622087540167097,139.11648,139.11648,1.0,0.11462201800214009,0.31160535942503736,0.3503223275683716,0.7175716930115078,0.5243346121197582,0.3645164835630633,2.7076651967634535,0.22674184763669294,0.2999045042472139,0.6403093334439024,0.19356048037416973,1.6994490431084306,0.26263846928499496,0.26556016597510373,0.5069740414619446,0.36232864234957035,0.23073631736046196,0.11389601892395189,0.0027784837695591564,1.679878427163203,0.0014461910957897126,0.004344334609801185,0.0062804909534618075
39.0,0.1673171332579308,0.24660667618279314,142.77744,142.77744,1.0,0.11462201800214009,0.3138014643273798,0.34988199078194504,0.7183265529033753,0.5267912726529242,0.3675708489277628,2.735613237459115,0.22938241283925448,0.30138492175748177,0.6397585631058467,0.19540432358318557,1.7156378724146328,0.2607128554265118,0.2656519241815049,0.5230633616447449,0.36578164802939855,0.23325494343723452,0.11389601892395189,0.0025524758920881354,1.590037559150005,0.001397436042674379,0.003911900800642776,0.00563087103929152
40.0,0.16605868156665476,0.29797842037239874,146.4384,146.4384,1.0,0.11462201800214009,0.31447637914439275,0.3509074172208818,0.7231016994815136,0.5344650364304051,0.36592602122734713,2.730429668702036,0.2279094251644605,0.30479238793834823,0.6378303021973237,0.19613490730463223,1.7220523522915323,0.2587491072339557,0.2650862068965517,0.5103911757469177,0.36398152228697184,0.23240630464544051,0.11389601892395189,0.002534792155979956,1.6266443144177174,0.0013421777457574544,0.003936618216130926,0.00586776726000583
41.0,0.16851399450097532,0.3015092396558228,150.09936,150.09936,1.0,0.11462201800214009,0.3145858366941914,0.3469589122991681,0.7192017910100769,0.5242264447585446,0.3679714271036765,2.7340723844783033,0.2291782007120317,0.30612104069407603,0.6400051221842231,0.19415766728140849,1.7046923072091493,0.26263489689069347,0.26390259953932216,0.5018331408500671,0.3661865201366742,0.23329651308643365,0.11389601892395189,0.002658890980210627,1.7525567132906872,0.0013640069815678301,0.004187866214215001,0.005585229895313165
42.0,0.16767629291302072,0.20846186424574564,153.76032,153.76032,1.0,0.11462201800214009,0.3171866909378476,0.35383296680330023,0.7228932489205389,0.5347198267737742,0.37198473310295366,2.7559214088243333,0.2319431355230937,0.30349895330669013,0.6401513609453734,0.19451946725586394,1.707868888602192,0.2596491228070175,0.26410748560460656,0.5169042944908142,0.3699773714408325,0.23622045073330084,0.11389601892395189,0.0022707509607908533,1.538749774244934,0.0011766518280181652,0.003561953308116962,0.005706931510616306
43.0,0.16738037354093133,0.29485793271504357,157.42128,157.42128,1.0,0.11462201800214009,0.31902383405415646,0.3541484669070754,0.7236371448099901,0.5307352356432125,0.36123860944239505,2.7695018217609326,0.2240579273009457,0.30803492659696746,0.6407563449149546,0.19326130244188286,1.696822279371529,0.2610198789974071,0.26330702286986435,0.4949435889720917,0.35881035243676584,0.22852082267908158,0.11389601892395189,0.0023752102542030423,1.6544173783258884,0.0011706037858245735,0.0037948897792631497,0.006702212830277896
44.0,0.16829621663353544,0.31133357356756597,161.08224,161.08224,1.0,0.11462201800214009,0.32179876927938655,0.3564467087222189,0.7248694744788244,0.5215026093859678,0.3599795796340687,2.794327551799944,0.22294348163665917,0.31063990746783204,0.6389812751638468,0.19242471460923605,1.6894770899562135,0.2601804974686331,0.263879817112998,0.5119819641113281,0.35710737085307087,0.22755855682127027,0.11389601892395189,0.0023411764385478507,1.6724350577569567,0.001176070914557837,0.003716376946217187,0.00830524814478364
45.0,0.16647283365295618,0.21456600513017543,164.7432,164.7432,1.0,0.11462201800214009,0.3208252391302341,0.3582967501007384,0.7269553673949726,0.5257951081710787,0.35469083754634073,2.780375401662712,0.21961033739595406,0.31845253387267053,0.6382086556178952,0.1944799520161944,1.707521947242495,0.2603071948261924,0.2650807136788445,0.5132783651351929,0.35210392903508436,0.224221839444255,0.11389601892395189,0.0022014174607219985,1.6116091768781189,0.001130624846643481,0.003464602387861581,0.007376104001391053
46.0,0.17157015965109151,0.3760641648353573,168.40416,168.40416,1.0,0.11462201800214009,0.3197470510878034,0.35694667214870035,0.7271097187178867,0.5300130368652206,0.3678931339657437,2.7691404279303296,0.2289796722136981,0.31041695802236663,0.6364004804130918,0.1902491601648849,1.6703758565250102,0.2581453634085213,0.2630787733012628,0.5242735743522644,0.36550623425053563,0.23334412170635146,0.11389601892395189,0.0022249496482054337,1.6685779003528296,0.00107901994300162,0.003582651552991663,0.007006539809762769
47.0,0.1684721108575852,0.2350923003972491,172.06512,172.06512,1.0,0.11462201800214009,0.32114227877824153,0.35524560459723237,0.7283487611785686,0.5263017779548553,0.36163612666988354,2.7876236993436883,0.22428309534324678,0.3142911889046966,0.6361289479257488,0.19275617475234566,1.6923872895070065,0.2611759524333847,0.2637820930535645,0.511876106262207,0.35939045017142207,0.22901572428356334,0.11389601892395189,0.002217131917180782,1.7036075721225643,0.0010394274200703556,0.003613223964505598,0.008038793415240976
48.0,0.17056982593057862,0.35980783959284757,175.72608,175.72608,1.0,0.11462201800214009,0.32419653346892036,0.35526881340844313,0.7295915855440912,0.5165719332982093,0.35962853911128484,2.809404824322481,0.22237041650861133,0.32505674855808375,0.6328512695703052,0.18864011009759352,1.6562484964777222,0.2590431738623104,0.2627210393359798,0.5024328231811523,0.35676576797123666,0.22727020872667067,0.11389601892395189,0.0019531333127806396,1.538612348926108,0.0009643674238314805,0.003122369190793485,0.0075829799399607005
49.0,0.17192795408352046,0.34416444469941593,179.38704,179.38704,1.0,0.11462201800214009,0.3220278265738723,0.35391681744575515,0.7269788696584872,0.5221530820872129,0.36367221810148753,2.7887787402508324,0.22596744231748989,0.3095772327734575,0.6352836545047587,0.1908254494827662,1.6754356410839952,0.2592157281760872,0.263386027536971,0.5119215250015259,0.3615689513842718,0.23076850853900688,0.11389601892395189,0.0020154770837142125,1.6257672433603148,0.0009071492891399368,0.0033306214016646817,0.005537598138226018
50.0,0.1697110118912837,0.2686626301784537,183.048,183.048,1.0,0.11462201800214009,0.32613120540929874,0.35554708101499755,0.7273637519557549,0.5207039697895701,0.3530071416211789,2.8232500084533934,0.21813826122595578,0.3131076233250262,0.6352844702191219,0.19279044410816779,1.6926881723310585,0.2592378084095911,0.2637699680511182,0.5068627595901489,0.3504133258087149,0.22354259996691198,0.11389601892395189,0.002106333178640777,1.739753708749049,0.0009054959709074105,0.0035233298913379925,0.00942526096890855
51.0,0.17767902502434393,0.49956913796582497,186.70896,186.70896,1.0,0.11462201800214009,0.32809467870507514,0.3587296485007216,0.7301167321942776,0.5276275573697782,0.3641500773129099,2.8381060999222725,0.22530751191935722,0.31276044705327244,0.6335881859260508,0.1898663691456409,1.6670149750573304,0.2564792998990239,0.2593593207255886,0.49004483222961426,0.36116772586123275,0.23021221191171445,0.11389601892395189,0.0022389677759289016,1.8944388594863995,0.0009092240918777992,0.0038126406463092244,0.006508322526029698
52.0,0.16805158394052852,0.20556892742870217,190.36992,190.36992,1.0,0.11462201800214009,0.3293471817593108,0.3638779254391915,0.732261440638124,0.5265425664179348,0.36054395918448934,2.8486407981243365,0.2231946141832709,0.3131104139844611,0.6327149448760312,0.1900808179556373,1.6688978223422701,0.2562958240357029,0.2594531704479348,0.5057845711708069,0.35772078272012986,0.2284812337668286,0.11389601892395189,0.0019648420466869946,1.7013167023760616,0.0008496850794830856,0.0032796383936904553,0.006740459450769596
53.0,0.17289392683393065,0.3878818113913093,194.03088,194.03088,1.0,0.11462201800214009,0.3308308264044478,0.3592863489377209,0.7336011997045631,0.522376075721848,0.35343635638593895,2.858105041883546,0.2180264005013039,0.32065685106705566,0.6317213169354501,0.18888115196418792,1.6583648291544189,0.2576485757824405,0.25958429561200924,0.4990217387676239,0.35064021416937585,0.22351024993389562,0.11389601892395189,0.001993291498648009,1.7659318179557886,0.0008615598337697257,0.0033235621216122797,0.007959250668931802
54.0,0.17306046078373072,0.3370382775441909,197.69184,197.69184,1.0,0.11462201800214009,0.3343057976759578,0.3659805507417471,0.7346541974138548,0.5296930659614169,0.36095169012579514,2.889820697512215,0.22304719956020289,0.3118836234133323,0.6310363553099164,0.1872920973277326,1.6444130277528586,0.2545837723919916,0.2591891891891892,0.5172763466835022,0.3578476218436009,0.22873675620389453,0.11389601892395189,0.0018630697100571597,1.6867659190656923,0.0008574414676308236,0.0030483347433540313,0.005344885844143436
55.0,0.17226244433258173,0.464507836580935,201.3528,201.3528,1.0,0.11462201800214009,0.33611343049680625,0.364843989541342,0.7339928963887462,0.5242188356686863,0.36376449021865376,2.901382073601991,0.22547740269218844,0.31164454157534105,0.6319117674150876,0.1878208687792631,1.6490556083849661,0.2539325842696629,0.2581339069642377,0.5189054608345032,0.36086595645332814,0.23102594500163,0.11389601892395189,0.0019139052282350323,1.7708544545703262,0.0008439086632214864,0.00316894230049771,0.009300780377139486
56.0,0.16957892734201188,0.29907389946725427,205.01376,205.01376,1.0,0.11462201800214009,0.3330539819942416,0.3612001560672119,0.7326026418345172,0.5241026839225791,0.3572591762561997,2.879858306739292,0.22103759052452346,0.31613622537991276,0.631365276440076,0.18944856616532654,1.6633466907374603,0.2571208622016936,0.2590191657271702,0.5167348980903625,0.3543486038906062,0.22658884490011813,0.11389601892395189,0.0017273017576224156,1.6346443699549127,0.0007907763990128531,0.0028231172172774087,0.008569532972920235
