round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc,fed_ece,fed_f1_best_threshold,fed_auroc,fed_brier,fed_f1,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
51.0,0.09757861727403051,8.373455919578209,1057.183488,1057.183488,0.9991046702896288,0.9869565217391303,0.9993287176401324,0.26968649710002157,0.043863445520401,0.9500734214390604,0.15503066404527563,0.8649999999999999,1.0125357050979316,0.9934354485776805,0.44420351008798664,0.9683103625321691,1.001269869456936,0.9832657200811359,0.9832657200811359,0.5097636580467224,0.4571180003539582,0.24079167901449236,0.9670822942643391,0.00018800103271077095,0.11680348416348352,7.918947983690005e-05,0.00020553174415237138
52.0,0.09445161027616061,9.081367851616099,1077.912576,1077.912576,0.9991046702896288,0.9869565217391303,0.9997658869316415,0.10153638305871386,0.16244974732398987,0.9823788546255506,0.045314486866688986,0.9658314350797267,1.0129786519571697,0.9956140350877194,0.4485559566787004,0.9677969312476735,1.000738961914175,0.9832657200811359,0.9832657200811359,0.5098667740821838,0.4570185127103715,0.24070056619927896,0.9670822942643391,0.00015935263218041,0.09908162367412388,5.7600457887935824e-05,0.00017573712230042996
53.0,0.09616485594939135,15.386885106593992,1098.641664,1098.641664,0.9991046702896288,0.9869565217391303,0.9999806785686686,0.03662501903979671,0.2197427600622177,0.9985315712187959,0.011167494493402404,0.9933481152993348,1.0131962822501928,0.9978021978021978,0.43458046165627395,0.9683479827586826,1.0013087702068895,0.9832657200811359,0.9832657200811359,0.5098481178283691,0.4569990912280475,0.24068306142277898,0.9670822942643391,8.59786033404679e-05,0.0535009765530674,3.258817131974208e-05,9.457170181757995e-05
54.0,0.11210390468257864,23.565054144314477,1119.370752,1119.370752,0.9991046702896288,0.9869565217391303,1.0,0.012477949909541963,0.586166262626648,1.0,0.0028523334992063237,1.0,1.013215859030837,1.0,0.45052901370590903,0.9701548823854086,1.0031771733794452,0.9832657200811359,0.9832657200811359,0.5099765062332153,0.4568546500289231,0.24055102527568475,0.9670822942643391,8.167293140797009e-05,0.050852970066699754,3.29696843766381e-05,8.950853589055606e-05
55.0,0.11791330417107654,26.822559378227034,1140.09984,1140.09984,0.9991046702896288,0.9869565217391303,0.999579177873643,0.014674652400224144,0.6474619507789612,0.9691629955947136,0.0107563751963583,0.9934354485776805,1.0127894753785809,0.9956140350877194,0.5186444121462173,0.9744015561579726,1.007568396130343,0.9832657200811359,0.9832657200811359,0.5103237628936768,0.45652950514581725,0.2402533593292452,0.9670822942643391,0.0002531175575625965,0.1576789683382458,9.876157119513486e-05,0.0002779426268051655
56.0,0.1155450865119407,17.47637085942976,1160.828928,1160.828928,0.9991046702896288,0.9869565217391303,0.9999806785686686,0.12862138116489286,0.12792368233203888,0.9985315712187959,0.0455826957045886,0.9774774774774775,1.0131962822501928,0.9978021978021978,0.4446293778423742,0.9713485230336059,1.0044114433637854,0.9832657200811359,0.9832657200811359,0.5102684497833252,0.4565100234048325,0.24023684089757102,0.9670822942643391,0.0002158321729941751,0.13454203203173165,0.00010425963878922583,0.00023376941464521263
57.0,0.08623008380551961,11.10248422493339,1181.558016,1181.558016,0.9991046702896288,0.9869565217391303,0.9998833814109361,0.1887832461005967,0.07809735089540482,0.9911894273127754,0.0940239924203674,0.9317647058823528,1.0130976992269396,0.9956140350877194,0.4529513807492147,0.9720422940914915,1.0051288291147191,0.9832657200811359,0.9832657200811359,0.5103452801704407,0.4564699486901338,0.24019991785471353,0.9670822942643391,0.0002070964360417817,0.12921275747549998,9.834891530928843e-05,0.0002245698573182429
58.0,0.08576738021910303,5.804907869831202,1202.287104,1202.287104,0.9991046702896288,0.9869565217391303,1.0,0.04034803833650504,0.17333419620990753,1.0,0.01402932396012489,0.9933481152993348,1.013215859030837,1.0,0.4505407348367637,0.9715909041889056,1.0046620747286001,0.9832657200811359,0.9832657200811359,0.5103524923324585,0.45646848752908864,0.24019877146646576,0.9670822942643391,0.00010373729082806141,0.06477577729256723,3.775454877355234e-05,0.00011433309019331207
59.0,0.10584256187330526,26.268321175003727,1223.016192,1223.016192,0.9991046702896288,0.9869565217391303,1.0,0.02660465896453551,0.24079984426498413,1.0,0.008832402865575524,0.9933481152993348,1.013215859030837,1.0,0.4510603716379889,0.9718666667691348,1.0049472237607608,0.9832657200811359,0.9832657200811359,0.5103639364242554,0.45646081710991415,0.240191681006965,0.9670822942643391,0.00010889470255513546,0.06803999547722128,4.446310391355004e-05,0.00011923682255163619
60.0,0.09225844855774076,9.026765542270844,1243.74528,1243.74528,0.9991046702896288,0.9869565217391303,0.9998056639861892,0.07327855345995533,0.1672491431236267,0.9853157121879588,0.02894998674046921,0.9774774774774775,1.013018954699663,0.9956140350877194,0.4435080563239408,0.9710163346760831,1.0040679479244696,0.9832657200811359,0.9832657200811359,0.5104210376739502,0.45644414713257864,0.24017638943396066,0.9670822942643391,0.0003020576775648158,0.1888558582385258,0.00012858756869187755,0.00032988850282783
