round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_prevalence,fed_f1_best,fed_auprc,fed_f1,fed_brier,fed_f1_best_threshold,fed_auroc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
33.0,0.6483385472693652,1.657814955066821,120.81168,120.81168,1.0,2.6280850471456967,0.11468496254799516,0.3401562689856625,0.30120582985334654,0.30311982208319704,0.20226550989368766,0.55336722834952,0.7128389112541634,0.3218636399161104,0.6429193809666681,0.20178277769181252,1.771640304886709,0.26498272369832004,0.2687169145449962,0.510420024394989,0.3214836556407125,0.20978550746825375,0.11389601892395189,0.003247779510559594,1.7819690301184892,0.0017687487343986763,0.004877521983448721,0.003966859102962238
34.0,0.6549400224141245,1.885060514301007,124.47264,124.47264,1.0,2.6318410674097064,0.11468496254799516,0.33779068585069455,0.3017249698470248,0.30876029443612885,0.19541923222564062,0.5450733474411161,0.7127317678701135,0.30901005799903897,0.641530006065401,0.20195715739562792,1.773171347898246,0.26733154950133786,0.27020725388601036,0.5117520093917847,0.3081348971204832,0.20363286887893375,0.11389601892395189,0.0031260499524595467,1.7723322995298076,0.0016702058615006214,0.004729518988607758,0.00508968194602094
35.0,0.6560362675636031,2.0612589086152355,128.1336,128.1336,1.0,2.6634681438523367,0.11468496254799516,0.34199997957740463,0.30529365105684975,0.3022859023799961,0.20735039938214236,0.5644285607673359,0.7160875167453561,0.3276426941850207,0.6423124141837115,0.20462364598198518,1.7965829527247297,0.26538049303322614,0.27029678685307823,0.5235459804534912,0.3272936983476633,0.2158208767610128,0.11389601892395189,0.0030161283599189435,1.765614567179,0.0016100041447096693,0.004563489408275627,0.004211370874683579
36.0,0.6494668176171718,1.9952187407210438,131.79456,131.79456,1.0,2.6845836849175075,0.11468496254799516,0.3421856668292853,0.3080120473992313,0.3079889143636178,0.2023166184420175,0.5548107584753982,0.716413858815637,0.3203756426419339,0.6413429439377338,0.20250289020840795,1.7779628482328136,0.2656589946181152,0.26846965699208447,0.49186089634895325,0.3197904680102425,0.21106831685474592,0.11389601892395189,0.002999418218310572,1.8111554058377806,0.001534551459675691,0.004613891561975361,0.005025666745220179
37.0,0.6601142754850431,2.4799537069927573,135.45552,135.45552,1.0,2.7062357151877365,0.11468496254799516,0.3474824436258538,0.3100830100725577,0.30643548819846655,0.20472717375477964,0.5901376595860753,0.7182305536052432,0.32451584807776984,0.6386639120787418,0.20123724780979435,1.7668505862716763,0.26412614980289095,0.2692733308742162,0.5202684998512268,0.3238055844342321,0.21356597917699158,0.11389601892395189,0.0028134441950561397,1.7532700320189178,0.0014691229328906933,0.004294061029861046,0.005339640406407537
38.0,0.6532442036552712,5.788870733649123,139.11648,139.11648,1.0,2.716484685771967,0.11468496254799516,0.344529847730715,0.311484406367891,0.3033811904729792,0.20688469490026987,0.5706669004799217,0.7184388871804713,0.32604411771662606,0.6410862700012534,0.1998020065312613,1.754249256637044,0.262094685589972,0.26837227515990075,0.5365064144134521,0.32571479336206033,0.2157438487810818,0.11389601892395189,0.002904443360082784,1.868097201184355,0.0014562220407550192,0.004503593315860181,0.004213896151558393
39.0,0.6492882564267612,2.274058375056458,142.77744,142.77744,1.0,2.7326103370078636,0.11468496254799516,0.3448781525704835,0.31317272563435583,0.30971747747861256,0.20412434336160262,0.5594289733962562,0.7195873455450446,0.32170465965580414,0.6410133325877285,0.20170647720373724,1.7709703913217212,0.2647826086956522,0.2695334457560427,0.5404725670814514,0.3211161314882314,0.21310492217380525,0.11389601892395189,0.0026763951435953143,1.7723528542555869,0.001343405556143843,0.004144322960006698,0.00444021505735384
40.0,0.6561721180074311,2.5925806141675465,146.4384,146.4384,1.0,2.754678225203958,0.11468496254799516,0.3477772503988577,0.31601673459789087,0.30922699254521485,0.2039457386088202,0.5708076063795161,0.7219359491068237,0.3223732872893136,0.6393279161198662,0.20082976032199168,1.7632728713378933,0.26365925763714004,0.26970954356846477,0.5367491245269775,0.32234738328813,0.2140272798159018,0.11389601892395189,0.0026493958859244307,1.8080371090800327,0.0013254402539797203,0.004102949867097565,0.0046749762357491485
41.0,0.6655348275725004,3.0526182522000207,150.09936,150.09936,1.0,2.7557921521568947,0.11468496254799516,0.3488812287704323,0.3159448533958355,0.3124829639847034,0.20229860852843295,0.5711399159944252,0.7221567793703723,0.3205844289157805,0.6365543743398048,0.19772036947452964,1.7359726120589614,0.2626487267875014,0.2667014613778706,0.5283108353614807,0.3203502833325787,0.21234739506459657,0.11389601892395189,0.002714327643928133,1.9032935843142695,0.001317038513459439,0.004251845755702669,0.004251042258295709
42.0,0.6659789303803996,3.6099721719271676,153.76032,153.76032,1.0,2.7632807803081842,0.11468496254799516,0.34689644482933496,0.31687210690401696,0.30367688377815566,0.21678773216244526,0.6001996210345223,0.7232811492644351,0.3421525192127562,0.6371868541581529,0.19946162048354105,1.7512606881959687,0.256747194986354,0.2655721873491067,0.5328565239906311,0.34232654884186453,0.22719074933631053,0.11389601892395189,0.0026403343773881275,1.9023536045569927,0.001173062007672475,0.0042582187168107325,0.004606337938672926
43.0,0.6567183774874836,2.7884704485470975,157.42128,157.42128,1.0,2.7602444044687666,0.11468496254799516,0.34752168800169314,0.316929566133523,0.31242160388582707,0.20091986428606612,0.5661826331428457,0.7229664807179214,0.3175043373658992,0.6372040469070395,0.19990405200613828,1.755145209593443,0.2603075551593492,0.269848846459825,0.5606204271316528,0.3184809071609284,0.21122139858953615,0.11389601892395189,0.00240224175923332,1.7784108748855942,0.0011398907352733881,0.0037897990779926865,0.004711403065842769
44.0,0.6602418880064648,3.2935666399772052,161.08224,161.08224,1.0,2.7553373341338574,0.11468496254799516,0.35026477794079647,0.31631162387413453,0.31149624018559685,0.19721419304832946,0.5724959969708158,0.7240658011372121,0.3076078428205536,0.6376412321573778,0.20050196864073672,1.7603948806552354,0.26151593647933324,0.2655614638723804,0.5612767934799194,0.3084493842542315,0.20809263130179742,0.11389601892395189,0.002377720712398874,1.8049792349229392,0.001141285480404624,0.0037348525760774244,0.005469484805486042
45.0,0.675257651326181,4.035690852419328,164.7432,164.7432,1.0,2.743490400062818,0.11468496254799516,0.34888792509887495,0.31509901247990263,0.31489890146741245,0.19344677555138617,0.533274655502641,0.7233783025495429,0.30474405990930925,0.6379575410885365,0.19930803685207904,1.7499122334131498,0.26271487848251335,0.26419070196233374,0.5175027251243591,0.30567627450906704,0.2035663386176523,0.11389601892395189,0.0023352167594519824,1.8212881259732967,0.0011612966442507925,0.0036231458571615244,0.0037274463174212713
46.0,0.6857677921279121,6.530398661319043,168.40416,168.40416,1.0,2.745162184963593,0.11468496254799516,0.34553198700666116,0.31580536424962524,0.3111465789063214,0.20220925124964037,0.5484523960707687,0.7225385946712137,0.319877384303009,0.6363916832474206,0.19774435417049468,1.7361831962057264,0.26276560240293695,0.26619584408529134,0.5343716144561768,0.3197749314569923,0.21192376507670788,0.11389601892395189,0.0022864229468338606,1.8301181363685828,0.0011013753336562614,0.0035846229596238413,0.0037092644413178654
47.0,0.6721446560078632,3.917597495103563,172.06512,172.06512,1.0,2.785907766425473,0.11468496254799516,0.3513498742106177,0.32060318819242567,0.31753454008980375,0.1983906187137652,0.552209841893274,0.7272778441668873,0.31307978914484574,0.6348078043936032,0.1954567581445865,1.7160982446198803,0.26125211505922163,0.26623756582796954,0.5433575510978699,0.3130783154054156,0.2092578413914572,0.11389601892395189,0.002147797823597882,1.7616179664837546,0.0009958094908304796,0.0034049791794727963,0.005604187355142679
48.0,0.6710976841465236,4.360662170408084,175.72608,175.72608,1.0,2.766855037915356,0.11468496254799516,0.35306379073425226,0.31856570755374514,0.3221529098231127,0.19247821808947294,0.5476842817567912,0.7269857065434885,0.30367997031083677,0.6330157050364815,0.19604511961887663,1.7212640219652937,0.2603746739388191,0.26364033173286777,0.5349348187446594,0.3043676902626744,0.2033670322006661,0.11389601892395189,0.0021775409202306087,1.8279852908162866,0.0010133526294257567,0.0034505173777382827,0.004803490191877201
49.0,0.6745349922715612,4.314822449587342,179.38704,179.38704,1.0,2.771392063293336,0.11468496254799516,0.35389350729197233,0.31878812273847146,0.31048364424574243,0.20136300575417398,0.5559627332354669,0.7291292673416054,0.3173292950979404,0.6349983427194028,0.19534553914466263,1.7151217486810877,0.2639974306819398,0.2648040033361134,0.49467751383781433,0.3187215744657886,0.21259321072849727,0.11389601892395189,0.0020863560423466255,1.7944484920262767,0.0009514182700308423,0.0033227587340898096,0.005677340450227641
