round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auroc,fed_auprc,fed_brier,fed_f1,fed_f1_best_threshold,fed_f1_best,fed_auprc_lift,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
15.0,0.6452227054547208,0.6686170430500987,54.9144,54.9144,1.0,0.11392245720040282,0.6814102890248248,0.2475150763745158,0.21740706299942825,0.28673293341470163,0.5669190076171361,0.309599049949586,2.1708502502011573,0.34421206760658224,0.6632774027694833,0.22019266495619794,1.9332779761443644,0.2722755879430275,0.2796967144060657,0.5413668155670166,0.34243617438327756,0.2184235533107279,0.11389601892395189,0.0064722584845846864,1.6427895893721143,0.004590355108416171,0.008429267095188481,0.003221573632124278
16.0,0.6418393636122977,0.6207042859354962,58.57536,58.57536,1.0,0.11392245720040282,0.6815962703741447,0.25227600902060915,0.2101414180894953,0.28775076456819776,0.5677964729852486,0.31337747449919773,2.21347661202754,0.33175691704440213,0.6615823106743277,0.22000008540849747,1.931587139629446,0.2745458726143941,0.27602136567056446,0.5445456504821777,0.3293179689805151,0.21132707878322105,0.11389601892395189,0.005995930463430894,1.605787298811265,0.00416513193655562,0.007926059880219374,0.003203225746141671
17.0,0.6457790654769963,0.8299602278037972,62.23632,62.23632,1.0,0.11392245720040282,0.6842822303418706,0.25334082522087153,0.20732675757387325,0.28679250858204913,0.5807387509476112,0.3139499227841227,2.2222545907669753,0.32538533185900365,0.6633542932603068,0.22088007034562485,1.9393133529373485,0.2775232052637763,0.2792006754855052,0.5391479134559631,0.32273238082349565,0.20859771811474476,0.11389601892395189,0.005898484625647227,1.6684942949686956,0.004055873945910307,0.00785886919038265,0.003909244113788347
18.0,0.6439117432609683,0.868492902909636,65.89728,65.89728,1.0,0.11392245720040282,0.6868092037300363,0.25672044122671533,0.21020859560376196,0.28845470090413267,0.5906273775376671,0.31634933587982766,2.252166085198508,0.33283436473192646,0.6627152375292459,0.22052940387280398,1.936234522999886,0.27903009625929087,0.2802797202797203,0.5293551087379456,0.3305337450477034,0.2118371147118288,0.11389601892395189,0.006000424152972888,1.7890933555554511,0.003915615311446915,0.008252503254478797,0.0031334160718508573
19.0,0.6414202861275009,0.7189530195488439,69.55824,69.55824,1.0,0.11392245720040282,0.6873103837691018,0.2593696999922455,0.21640809343295225,0.28665353605356936,0.5694367693566453,0.3149288617789965,2.2750601479990107,0.3423270497783879,0.6614016864154042,0.2198458181013862,1.9302326822167222,0.2753623188405797,0.28157066630181965,0.53476881980896,0.3403552570468158,0.21865183338749375,0.11389601892395189,0.00572436169033259,1.7977446316799615,0.0035874999373238497,0.00806407610443356,0.003873812889696
20.0,0.6439535857594442,1.0517383348562164,73.2192,73.2192,1.0,0.11392245720040282,0.6893679202160183,0.26455156155456594,0.20540401682215692,0.29165398103141993,0.5894173863048459,0.31927047121748997,2.316557949968452,0.3253666736447691,0.6611325885216992,0.21696529473421877,1.9049418652559402,0.27617602427921095,0.2819009604590246,0.5124702453613281,0.3230880756870289,0.20804715723513464,0.11389601892395189,0.0055584160285124425,1.8355313881356778,0.003429548403268725,0.007911960791392073,0.004522332408892991
21.0,0.6420453893077238,0.9769129437577126,76.88016,76.88016,1.0,0.11392245720040282,0.6924938016203006,0.2673832839252002,0.21444201273769603,0.2858211272813094,0.595593139949402,0.32662532580528353,2.3431227113091375,0.3394404745921924,0.6608193040084104,0.21520417781724832,1.8894793676760524,0.27486321210170583,0.27814938684503904,0.5470353960990906,0.3372045114007947,0.2173563423056903,0.11389601892395189,0.004827028261583598,1.6762675874815613,0.00307650417859914,0.0067862900172780466,0.0031586156089573915
22.0,0.6512812188166947,1.020047309816056,80.54112,80.54112,1.0,0.11392245720040282,0.693218970794219,0.2682017190824696,0.2097783419187469,0.2904034228231377,0.5775747822048021,0.32326249272285346,2.349319446335832,0.3326882026043382,0.659019060057108,0.21739694891080608,1.9087317622221855,0.27394438722966014,0.27668320340184266,0.5384232997894287,0.3304683078642705,0.21299212278569293,0.11389601892395189,0.00463815541619434,1.6836281998512277,0.0029656138312035515,0.006534452942947389,0.004028790276449909
23.0,0.6471623987035725,1.0480378187054775,84.20208,84.20208,1.0,0.11392245720040282,0.6953532155867624,0.27045894434126333,0.20074453673779866,0.2954895694515726,0.5474551723986745,0.3219428979121111,2.363383269112471,0.32006447794244597,0.6590001229344293,0.21728813090866522,1.9077763468953908,0.27559642147117297,0.2767911818738518,0.497422993183136,0.3178994057250899,0.2041003890099059,0.11389601892395189,0.004684293583614046,1.780538692331902,0.002753883543379271,0.006894298848157299,0.0034099139657934887
24.0,0.651769710026305,1.0426640829157923,87.86304,87.86304,1.0,0.11392245720040282,0.6958839473775013,0.2746131228921932,0.19501986420545564,0.2981982026211271,0.5489271767812614,0.3248581003681191,2.403755607854371,0.31115158422950195,0.6555000055468576,0.2177283704926657,1.9116416232075892,0.2743175192154784,0.2758526603001364,0.5050003528594971,0.30911939015206186,0.19901913048410855,0.11389601892395189,0.004283255495722309,1.6987563452767063,0.0025174652345627676,0.0063233854391791045,0.00437306911742677
25.0,0.6495671447253144,1.404027175848635,91.524,91.524,1.0,0.11392245720040282,0.6975695176321938,0.27880396082626024,0.2057921890694153,0.2950793014526776,0.5793454009938276,0.3260729859258929,2.4330136206277766,0.3279979960825402,0.6571140156343077,0.21350806266676353,1.8745875815845887,0.270213264588704,0.274949669255105,0.5361248254776001,0.3262048523506168,0.21012182997868772,0.11389601892395189,0.004041223049674084,1.6694691249613243,0.002420990297806517,0.0059293238816527,0.0031109819621372003
26.0,0.6424949503644775,1.1129496867846507,95.18496,95.18496,1.0,0.11392245720040282,0.69912719605266,0.2819517762240038,0.21212819528939253,0.2914732824087552,0.5806441160400978,0.3286750401649809,2.4586663103060533,0.3381924518083152,0.6547754253021745,0.2135638600775519,1.875077479399416,0.26610095735422107,0.2770140428677014,0.5505101680755615,0.3358673293125137,0.2165384740715817,0.11389601892395189,0.004321760883070574,1.8580698005580416,0.0023177082574701775,0.006665304780062674,0.004054247240143288
27.0,0.6479777475114519,1.3144428053131734,98.84592,98.84592,1.0,0.11392245720040282,0.701553580250859,0.2828160685163819,0.20661692736973938,0.29418435002959126,0.5835243280909483,0.3305832430927394,2.4677793219884894,0.3277140017990729,0.6562365203201476,0.21294262531315888,1.8696230766005981,0.2694833625218914,0.274293228139382,0.5322921276092529,0.32503705009919975,0.2114785287513283,0.11389601892395189,0.0040402725238880815,1.8086588141213724,0.002221518565530825,0.006175984639860188,0.0033347451832596822
28.0,0.6538212962719581,1.7265496755999852,102.50688,102.50688,1.0,0.11392245720040282,0.70186998910494,0.28625857690514345,0.20402680516372163,0.29774022598227734,0.5627490631872103,0.33068983299222066,2.5002342942783393,0.32670910414458076,0.6571824352452055,0.21567812800999253,1.8936406210475216,0.2718352513628104,0.27599738391105294,0.5118826031684875,0.3245865103291678,0.20859841896698378,0.11389601892395189,0.0038897691426229464,1.804686805115125,0.002130061356020213,0.005967436591218046,0.005013359817914787
29.0,0.6459565479521951,1.1960205272314652,106.16784,106.16784,1.0,0.11392245720040282,0.7028414944404876,0.28572515067810916,0.20743748326661463,0.2973417981037853,0.5681049236305591,0.329443590273585,2.4951350875162372,0.3309045729860086,0.6584058938449909,0.21731633170220688,1.9080239481180505,0.2736792563831039,0.27624470725653383,0.5372325778007507,0.3283557062958065,0.21200419379763044,0.11389601892395189,0.0037377326333285898,1.8009432973103685,0.0019098012189050044,0.005910707259982118,0.0040861159673967395
30.0,0.6465473766006797,1.2675594766135938,109.8288,109.8288,1.0,0.11392245720040282,0.7049442875935653,0.2875745203499169,0.208877742003946,0.295796665844287,0.5729867828238946,0.3319943635327287,2.5143011025475923,0.33184903560757945,0.6541934570270881,0.21453961617702616,1.8836445575878624,0.2666088652866587,0.27465700232979545,0.5290232300758362,0.3289194918721053,0.21391509360661556,0.11389601892395189,0.003585563468104746,1.7911878055292618,0.0017991688157850028,0.005712871699555857,0.00345285991639587
31.0,0.6583350565536323,3.5313391329676165,113.48976,113.48976,1.0,0.11392245720040282,0.7057837334828777,0.291465455635909,0.2038766317201543,0.3037733415732542,0.5480022541184469,0.334011237542861,2.540492672047309,0.32514014905287264,0.6516340465421014,0.21415742011233987,1.8802888997843927,0.269644527595884,0.27103056532323505,0.5230287313461304,0.3221936799696165,0.2091252829392168,0.11389601892395189,0.0034150824802866397,1.7673160747563088,0.0017377317781093104,0.005422643489653472,0.0028542090291550125
32.0,0.6560030090719736,2.112278603878654,117.15072,117.15072,1.0,0.11392245720040282,0.7074542587110058,0.29432174993111637,0.2045477970428665,0.3042132754294419,0.5647085802507665,0.3340012616007725,2.5709010085762327,0.32702317604743697,0.6481743634880429,0.2132275550300925,1.8721247418881608,0.2677922382459843,0.2686281545269704,0.5033965110778809,0.3248906832665384,0.2107460864229593,0.11389601892395189,0.0031946889877792688,1.7122283877324662,0.0017257269222875208,0.0049561977880472115,0.002859134577656455
33.0,0.6498079611173854,1.6253773567973675,120.81168,120.81168,1.0,0.11392245720040282,0.709483828209179,0.29797000529036366,0.20432427230599653,0.3036063331717112,0.5578812253056515,0.3368423690126914,2.6025449203805087,0.3265724373472596,0.6459706546632332,0.21006453156802085,1.8443535915709264,0.26639297525373473,0.2702366127023661,0.5516509413719177,0.3241422557106273,0.21072164756432646,0.11389601892395189,0.0030762315438590555,1.7051189315225201,0.001643593409372745,0.004797868798272657,0.0034187715586864948
34.0,0.6530800658198221,1.9456570499318193,124.47264,124.47264,1.0,0.11392245720040282,0.7124446119069142,0.3016613433443164,0.2030847127380406,0.3006496713564,0.5777516342560719,0.339436872933992,2.6348671549455136,0.32441263050958036,0.6511477678365483,0.21183653982310663,1.8599117144256763,0.2657580919931857,0.27173213135866064,0.5233581066131592,0.3221398966541221,0.2096160910067529,0.11389601892395189,0.002979497532851566,1.708468248059944,0.0015655276335655862,0.004682820474523912,0.0024845580861057987
35.0,0.658085324124743,2.024263299858662,128.1336,128.1336,1.0,0.11392245720040282,0.7118267379087749,0.3015366282948048,0.21213715677543377,0.30055014409008673,0.5635622695936237,0.3399515074287052,2.634308515706334,0.3398984053711765,0.6498625282858368,0.21062272113263572,1.8492544614159696,0.26452110657996253,0.27319989602287503,0.5269685387611389,0.3375343919508947,0.21864400549164958,0.11389601892395189,0.002832075037889877,1.6732448932370971,0.0015035235553981176,0.004438849296159536,0.002769201513144429
36.0,0.6523148689227806,1.6649538668488464,131.79456,131.79456,1.0,0.11392245720040282,0.7111611373832416,0.3030354213843533,0.19892299222595175,0.3033795235783768,0.5618422559944561,0.3386349876037782,2.6408836328896492,0.3168949852800755,0.6492704200537427,0.20987553003759543,1.8426941698263295,0.26311010215664016,0.2720187061574435,0.5237375497817993,0.3141970975915387,0.20575308670015488,0.11389601892395189,0.0028120060378099884,1.713600757648237,0.0013510000152260572,0.004580144242741385,0.0031630814152864375
37.0,0.658968137229557,2.2279279343324805,135.45552,135.45552,1.0,0.11392245720040282,0.7114816175650285,0.30407255370100983,0.20191634005168396,0.3037648003711601,0.5606117678050248,0.33493883975609734,2.6532375004772653,0.3229487544959122,0.6511135203827443,0.21202555935217923,1.861571294197282,0.2696834647468861,0.27335035613492814,0.5284708738327026,0.32012332759703904,0.20822500148890125,0.11389601892395189,0.00269254253282321,1.689227757923618,0.0013371675636347912,0.004331645318516035,0.0032285968138781956
38.0,0.6569742034120623,2.108470339114873,139.11648,139.11648,1.0,0.11392245720040282,0.7154663899347481,0.3054809151918039,0.19912092677517992,0.3093771257307045,0.5461230508304104,0.3400779085693653,2.66171590930253,0.320844025113184,0.6499779832418637,0.21169081371692272,1.8586322482286952,0.2660840009711095,0.27337905236907734,0.5415852069854736,0.3175025930015414,0.20540112227800922,0.11389601892395189,0.002658086161666778,1.7170260581042385,0.0013052631263812924,0.004295821623623995,0.0035315163058541243
39.0,0.6571143079113366,1.8845448780510714,142.77744,142.77744,1.0,0.11392245720040282,0.716855161895634,0.30323384636283435,0.20076026933702762,0.3065996725816466,0.5590307021144052,0.34013425660380203,2.6398577395173346,0.3212122429351974,0.6502458387398462,0.21277531965996857,1.8681541433159148,0.2712709149163403,0.2722730042656916,0.5050835013389587,0.31844665435510494,0.207968379182487,0.11389601892395189,0.002570104320365338,1.7085792402558582,0.0012348903920748363,0.004189955139212777,0.003011276495660181
40.0,0.661074562209459,2.766777859932172,146.4384,146.4384,1.0,0.11392245720040282,0.7171651356160114,0.30553145985586594,0.2051150041305275,0.30241567729519353,0.590196187340646,0.3378953410756439,2.660697815451244,0.324940425685537,0.6503188514500816,0.21520459934750197,1.8894830686856017,0.26763555058692007,0.2737913486005089,0.5282183885574341,0.3220766766620689,0.21288466118582378,0.11389601892395189,0.0023968119592194625,1.6392378618093062,0.001162093630375092,0.0038875516659103004,0.004137279037712181
41.0,0.6584333898257585,2.9015201265711723,150.09936,150.09936,1.0,0.11392245720040282,0.7180275855190223,0.3090564693440083,0.21024052237719254,0.302696846463672,0.5755554513118538,0.3435824305432046,2.6903606620896543,0.3368543614846201,0.6472922876239968,0.21389737924390456,1.8780057570469022,0.26686053014204225,0.27082985473367843,0.5747883319854736,0.33454125988990496,0.21774098307415185,0.11389601892395189,0.0024278438667913963,1.7055341673858493,0.0011763226276307473,0.003948478584169008,0.00290658246393857
42.0,0.6596497450806538,1.9332616200641244,153.76032,153.76032,1.0,0.11392245720040282,0.7198707811590208,0.3144395000100667,0.19984526529655156,0.3102156925753895,0.5620323283089492,0.34796180173205726,2.73510070945236,0.32111323814185416,0.6452903112359408,0.21187980228260164,1.86029155614362,0.26798711370958117,0.27159552845528456,0.5126093626022339,0.31886928571123824,0.20795832033561076,0.11389601892395189,0.0022763962844338996,1.6421761705460085,0.0010904294169567514,0.0037130969778466014,0.0036324124539506195
43.0,0.6791937034201688,5.887033710195644,157.42128,157.42128,1.0,0.11392245720040282,0.7189995655892213,0.3147584371822745,0.19347798164957097,0.3110621143096308,0.5630902235789181,0.3504068693802453,2.735035380936284,0.3086098373606448,0.6436728500492616,0.20890185257814842,1.8341453419687277,0.26608187134502925,0.26767676767676774,0.5073171257972717,0.30623496906957387,0.20218891980873996,0.11389601892395189,0.002267064522987129,1.6780313316558022,0.0010770683271318633,0.0037062285402669945,0.003335788277385237
44.0,0.6716644228355447,2.967034831496914,161.08224,161.08224,1.0,0.11392245720040282,0.7211709328000088,0.31224261020478933,0.20251595571249156,0.31217230641894683,0.5837349023778753,0.346133875733033,2.7204532943485047,0.3243962650013387,0.6467632780352619,0.21299145638405836,1.8700518103821722,0.2641465677179963,0.26931020239570425,0.5326918363571167,0.32216183020453476,0.21063477766420668,0.11389601892395189,0.002347474340089302,1.7816008906547722,0.0011070628703235372,0.0038498949398560267,0.003357400609384499
45.0,0.6651126315832154,2.9064305230040675,164.7432,164.7432,1.0,0.11392245720040282,0.7238798989874127,0.3213736451628824,0.1968238590326325,0.3138352272544936,0.5690271317778757,0.3511814865118109,2.79897583186644,0.31598383025646043,0.6430686692445917,0.2109544235964142,1.8521667885272441,0.2633213859020311,0.26718938480096505,0.5458377003669739,0.3136576563731929,0.20624403587934365,0.11389601892395189,0.002147716715296919,1.669200305917002,0.0010006700274089663,0.0035375467498661426,0.0028984074135633264
46.0,0.6710990070281424,4.638308877557205,168.40416,168.40416,1.0,0.11392245720040282,0.7268606949924185,0.32398825767498196,0.2042092958779814,0.3099045663510136,0.5617974875804339,0.35316178387628844,2.8194444272526407,0.32874901587704247,0.6450182516716246,0.21153216632078176,1.857239333905264,0.262619449128724,0.2694193548387097,0.5261576771736145,0.3267992906796805,0.21343727632592602,0.11389601892395189,0.0021160937010141685,1.684108111576279,0.0010345155098711873,0.00342982934836453,0.0024479124447597325
47.0,0.6610537080362626,2.790353059080847,172.06512,172.06512,1.0,0.11392245720040282,0.7276894452460644,0.3260655891127651,0.20879370095566058,0.30945964410248533,0.5764990038100595,0.35961317506608537,2.833592973545799,0.33648494603761037,0.6427885027344502,0.20810812552361496,1.8271764675336746,0.2616316814542307,0.2668680765357503,0.525917112827301,0.3346893314955226,0.21836703704090157,0.11389601892395189,0.0019516724699149225,1.5910706359163669,0.0009423293697015839,0.003178619615447979,0.002438212793743022
48.0,0.6628212367710188,2.7861019289272018,175.72608,175.72608,1.0,0.11392245720040282,0.7275620963673657,0.32375865301703394,0.20457596809310238,0.3090760220555846,0.5627244827595481,0.355760067573913,2.8176960459036455,0.3286889370115907,0.6443385231674676,0.20908125617730228,1.835720494470534,0.26438708235557046,0.26837773748082017,0.5402219891548157,0.3267255590296192,0.21427464927564202,0.11389601892395189,0.002233632486346577,1.862197499879585,0.0009088923053251122,0.003840574737914812,0.002851696768298705
49.0,0.6696805123507058,3.05646893424064,179.38704,179.38704,1.0,0.11392245720040282,0.7273379479726259,0.3238392910637647,0.19946218511652425,0.32154357436341763,0.546814994798356,0.3530889254472808,2.8196893577690356,0.32224880210157053,0.6428481000807733,0.21011321151321177,1.8447809984781285,0.26407813818883397,0.2680508211961575,0.5456332564353943,0.32046127399226765,0.20927578653829385,0.11389601892395189,0.0020853816093606152,1.7788558909524,0.0009349727886479587,0.003474236084673336,0.003225321571308891
50.0,0.6627196794074408,2.8070654890578064,183.048,183.048,1.0,0.11392245720040282,0.7266451702410724,0.3233750951737438,0.20644711167934962,0.31377012185498765,0.5699564455956792,0.34956303902683994,2.8119959261605576,0.32992149568871776,0.6425498121623162,0.20959409443919075,1.840223182683288,0.2610908286314858,0.2691462878898814,0.5588395595550537,0.329023765482426,0.21689240962219705,0.11389601892395189,0.002080676262761939,1.815176482537936,0.0009189882649624355,0.0034710633002994246,0.006366470978103719
51.0,0.6700470825804976,3.4420603729281583,186.70896,186.70896,1.0,0.11392245720040282,0.7299806083972504,0.3306470659089565,0.1995543842483449,0.31573416168607177,0.5617659800654992,0.35753682078985705,2.8734679252571502,0.32004959102352915,0.639616289971447,0.20652162612305483,1.813247100945195,0.2606019151846785,0.2671142898846884,0.5448571443557739,0.3184607122070805,0.21025298394848835,0.11389601892395189,0.001960557877287457,1.751092128343771,0.0008784190627448875,0.0032634780912428824,0.0031638689800965784
52.0,0.6720217160042461,5.19640136674068,190.36992,190.36992,1.0,0.11392245720040282,0.7297696267345013,0.3296225811310417,0.20697438338522448,0.31528822799172485,0.5856429002334973,0.35731512202670374,2.861618774631229,0.3330292136423411,0.6441399155441976,0.2096717105644307,1.8409046474611903,0.2636103151862464,0.2713742875237492,0.5672556161880493,0.33022652615682574,0.21667750626947496,0.11389601892395189,0.0019320455598834537,1.7612839375105978,0.0008533371713589729,0.0032246937303595327,0.004638090433930597
53.0,0.6780988971585805,5.962992371138894,194.03088,194.03088,1.0,0.11392245720040282,0.7336323832804613,0.3345237251438915,0.19979143737335853,0.3195309126888644,0.5599239712687957,0.3589650555096188,2.909880216487918,0.3211100058901658,0.6422934143137741,0.2093176377007031,1.8377959096223022,0.26194285714285714,0.26633533109194557,0.5463911890983582,0.31897432768762646,0.21084609219391962,0.11389601892395189,0.0018537677052807796,1.7275585841325665,0.0008022075336881001,0.003113621052931701,0.0036485993489847397
54.0,0.6873150388028539,5.364124071070274,197.69184,197.69184,1.0,0.11392245720040282,0.7328398923313029,0.33521918972378323,0.21012134587341577,0.3041765980870017,0.5933031095182457,0.3619874825920868,2.9116407001122693,0.33506877952417546,0.6405000098136713,0.20686633193134157,1.816273596616803,0.2601327207759061,0.2692885429468797,0.5563089847564697,0.3330696079549917,0.22110920177269205,0.11389601892395189,0.0018076801199789526,1.7215743759297766,0.000798288835057484,0.003014596699769689,0.003919640972956547
55.0,0.682697150591605,4.68042194127256,201.3528,201.3528,1.0,0.11392245720040282,0.7324728342316434,0.33263868933126034,0.1912794288215819,0.3167937734409584,0.5672783305285141,0.3581619547976877,2.887749463336904,0.3055566945135842,0.6399522638934855,0.2073031564595261,1.8201088889502095,0.26323353293413176,0.2675397567820393,0.5546611547470093,0.30419537732154256,0.20259710440159232,0.11389601892395189,0.001778535938266485,1.7285187978413887,0.0007977291208106841,0.002949843105395212,0.003770373642134565
56.0,0.6923209693808304,4.64835724296202,205.01376,205.01376,1.0,0.11392245720040282,0.7340161867261463,0.33259989323563116,0.20274617701378295,0.3102401818293324,0.5680930905029072,0.3591013908961009,2.888087084318528,0.3243818495670935,0.6404811228887994,0.20865971958178262,1.8320194292401408,0.26194690265486725,0.26632595116411134,0.5475252270698547,0.3228099488145319,0.21358907402369953,0.11389601892395189,0.0017425506210379104,1.7289631228950384,0.0007830546803127286,0.0028888881286298074,0.0031505444526821543
