round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_prevalence,fed_auprc_lift,fed_auroc,fed_ece,fed_f1_best_threshold,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6408646215675148,0.45434433621403303,40.27056,40.27056,1.0,0.273422040929925,0.3156650607651077,0.11417421953675731,2.2199138948676977,0.6817516906632907,0.35675216026225276,0.5751248173423164,0.22589459662601086,0.25163566654740976,0.6725656912345945,0.227661353586691,1.9988526002713052,0.273669240146282,0.2890586896439603,0.5799946784973145,0.3559003505956857,0.22630750953245643,0.11389601892395189,0.007772644111675558,1.5503354764077812,0.006072745884413807,0.009334923503632762,0.005566307475311315
12.0,0.6417083467466643,0.45793396863005686,43.93152,43.93152,1.0,0.27537378066759893,0.31949144796717316,0.11417421953675731,2.2423313071726194,0.6829434267543325,0.3522130584790703,0.581113493124404,0.22312982738404863,0.2541475947748506,0.6740919555554641,0.22978353262280551,2.0174852009202486,0.2767191383595692,0.2917561539732364,0.5844751596450806,0.35121403132518025,0.22359310262257107,0.11389601892395189,0.0077741879062092805,1.654563853026957,0.005756708254985193,0.009680974147265336,0.003911678496223354
13.0,0.6467709127542248,0.514775698479703,47.59248,47.59248,1.0,0.2874661147295037,0.31848291741614365,0.11417421953675731,2.283604039612338,0.6855560143462825,0.31795698785844895,0.5567184835072131,0.20113379978903312,0.25915452522649557,0.6746777137649765,0.22937156564326389,2.01386815632612,0.2848955223880597,0.2921601804850536,0.5343952775001526,0.3168106691328622,0.2019957029854039,0.11389601892395189,0.0063526019182657744,1.43809237462483,0.0048487537159761455,0.007802127270391936,0.0034810081677945927
14.0,0.6465935054193697,0.6693398902015449,51.25344,51.25344,1.0,0.2930709472687993,0.31882064579951225,0.11417421953675731,2.2913193662783407,0.6870645575200373,0.3412295747116914,0.5588835118317833,0.21385186431348882,0.2603770075425209,0.6726874334659443,0.22864105733738235,2.007454338593217,0.28115908297451414,0.2889974145360529,0.5394954681396484,0.3402216044936652,0.21487221115111987,0.11389601892395189,0.006856673099626103,1.6408912718725333,0.005010867643230794,0.008671866673245992,0.004177869535893382
15.0,0.644140051848061,0.5132260185523776,54.9144,54.9144,1.0,0.2878582176245727,0.32095858967138663,0.11417421953675731,2.299624552551171,0.6894189197050826,0.3446209426675731,0.5766876735044539,0.21773596887847457,0.2615042169337245,0.6714924621216134,0.2268855161338919,1.9920407954327433,0.27664891883081605,0.2874500399680256,0.5791738629341125,0.34364860159016813,0.21935867062813796,0.11389601892395189,0.006259731186005635,1.5889346512085467,0.004410795164602961,0.008114894779938984,0.0039135598045852505
16.0,0.6397440055151828,0.6657205331647744,58.57536,58.57536,1.0,0.29730096922749116,0.32514804036898415,0.11417421953675731,2.3308564202850173,0.6896850917242076,0.31792760509453627,0.5394177431895325,0.19847698288856447,0.2650060025734872,0.6700010476282314,0.22911545309094386,2.0116195039610973,0.28148342288035644,0.2874033651659845,0.5298956036567688,0.31692437761289743,0.20020802864583595,0.11389601892395189,0.006133831984968538,1.6474958791914105,0.00434660232999194,0.00795400055086097,0.003941574331183609
17.0,0.6427887417684139,0.6674786517782797,62.23632,62.23632,1.0,0.2953833207613035,0.3301511491465873,0.11417421953675731,2.3584223788662495,0.694587694761179,0.3322016511390067,0.5530119911155102,0.2085638397449024,0.26849283597811485,0.6708005606492664,0.2280941565190689,2.002652583242324,0.27723224480474995,0.28895292987512006,0.5901907086372375,0.331278116233162,0.21078649298910448,0.11389601892395189,0.005721046580614085,1.6175904361698485,0.003810224071314511,0.007693666287879846,0.00489280455854795
18.0,0.6418224644790156,0.6855360407626129,65.89728,65.89728,1.0,0.28789333286339963,0.33153036264408825,0.11417421953675731,2.3929347339746707,0.6944242901332601,0.3420276779522941,0.5667315628079459,0.2154803924062111,0.2713261308222297,0.6697762367497242,0.22751856329897444,1.9975989103788436,0.27415002698327035,0.2875504957767169,0.5982595086097717,0.34069825422902417,0.2177292469177905,0.11389601892395189,0.005795122046405433,1.722483454768735,0.003886614108198952,0.007800687954851177,0.005105844268634958
19.0,0.6434581801784492,1.0034798528417026,69.55824,69.55824,1.0,0.30242353174042336,0.33146894034262075,0.11417421953675731,2.41898228331356,0.6954624083492454,0.3243550638525681,0.5470970625738725,0.20255764367109605,0.27437917283716673,0.6687477966300103,0.22633504672415006,1.9872077080698796,0.2774842767295598,0.28466643381068807,0.5668178200721741,0.32289084493011466,0.20503822994059143,0.11389601892395189,0.005536503269396622,1.7334468196859234,0.003533434200444708,0.007673483095249811,0.005513329502589273
20.0,0.6453202302415048,0.8981300056289102,73.2192,73.2192,1.0,0.29835821664121875,0.33120094616207674,0.11417421953675731,2.4244491977668043,0.697179098309603,0.3209817123609667,0.5582561356232154,0.20148049220059597,0.2762348020902146,0.6700652631727955,0.2279595361238132,2.0014706245002407,0.28134777376654635,0.28596614950634697,0.5778981447219849,0.3198315215307496,0.20430369839661452,0.11389601892395189,0.005050731602222963,1.6568902067256204,0.0033340769074118,0.00690727851958878,0.004683590267640272
21.0,0.6499426072420091,1.1641765295225945,76.88016,76.88016,1.0,0.29202025533685627,0.3360877544391006,0.11417421953675731,2.445869206883809,0.6983073320101829,0.33865692672574815,0.5778429749115086,0.21214972035860538,0.2785392654488665,0.6687176653963777,0.22711121216437485,1.994022392617748,0.27630540205255444,0.2873648900484532,0.5918750166893005,0.33762135412274963,0.21514004941528608,0.11389601892395189,0.004721067382723723,1.623236637629816,0.0030699254285038594,0.006529855650399141,0.003986907771571342
22.0,0.6414208719761774,0.9398672067837642,80.54112,80.54112,1.0,0.2937559263427189,0.3365462259772678,0.11417421953675731,2.471339298708003,0.7006040137415381,0.3367565382992538,0.5755038166405542,0.21119865584504752,0.28141630787107125,0.6670462290177558,0.22579565355938602,1.9824718694526915,0.27432388751212156,0.2849254555494202,0.5931697487831116,0.33586072256716704,0.2147762889953221,0.11389601892395189,0.004610252745319481,1.6516677985437127,0.0029073375637405216,0.006505215145057762,0.0034383885606048253
23.0,0.6409716986542198,1.2434253744402464,84.20208,84.20208,1.0,0.2945430006464657,0.3382738931624968,0.11417421953675731,2.4900348578296203,0.7035605321735672,0.34014411521726173,0.5908270310347923,0.21363734535453216,0.2841113689776745,0.6674655187499099,0.22539791006185964,1.9789797061507242,0.27575209950037205,0.2844460227272727,0.5935842394828796,0.3393632889368047,0.21770904069624988,0.11389601892395189,0.004474105946650501,1.671382909433305,0.0026498514542099916,0.006526076045011893,0.0045679611572836685
24.0,0.6451517998022444,1.1388866573737109,87.86304,87.86304,1.0,0.2994344205459931,0.33827681446907276,0.11417421953675731,2.5190531921438337,0.7042528827226803,0.3263314153147019,0.5680820766802641,0.20471194789439232,0.2877011593254552,0.6680082950872059,0.22539105011795663,1.9789194762676448,0.2765763715001138,0.2824287028518859,0.5529446005821228,0.32549851890481823,0.208722927064607,0.11389601892395189,0.004372368764008551,1.7053089212458872,0.0026424453829091018,0.00632732719112306,0.005013851251477689
25.0,0.6481733368489702,1.236676320559127,91.524,91.524,1.0,0.3041961987443851,0.34355137665001034,0.11417421953675731,2.5445039567029903,0.7054091048187904,0.3123541717401535,0.5611709970624486,0.1966389636632416,0.290295308769065,0.6642923020307673,0.22434742498880256,1.9697565121973124,0.27714729423008005,0.28298419698640204,0.5817966461181641,0.310768695610518,0.20122390359112705,0.11389601892395189,0.00421674783231892,1.71952659861563,0.0024590808911881586,0.006221220702625362,0.004082212434259572
26.0,0.6472117379578538,1.3156933071298158,95.18496,95.18496,1.0,0.30262764840542,0.34294942750485585,0.11417421953675731,2.5400884638988015,0.7058453131685578,0.32061111257324904,0.5675730667858265,0.2006603125091046,0.2905961412257301,0.6637660031236088,0.22437903919427027,1.970034082965513,0.2766350820429859,0.2830132052821129,0.5475138425827026,0.31930404614425234,0.20515077697792802,0.11389601892395189,0.004179128872558907,1.7749913995758106,0.0024046606949225053,0.006224316826061895,0.004830357015728414
27.0,0.6484616627906841,1.6837794360561915,98.84592,98.84592,1.0,0.2939301795560208,0.3419488982400379,0.11417421953675731,2.5656237999291345,0.7067701680598036,0.32872869149662887,0.5683398182838705,0.20568808699351235,0.2933852629820141,0.662654121699262,0.22384826912880212,1.9653739546266766,0.2751322751322751,0.28303964757709255,0.5764238238334656,0.32762013794420713,0.21010383510778435,0.11389601892395189,0.004051075605575377,1.786512370536002,0.0022135864806469966,0.006188187137381028,0.003897949843316623
28.0,0.6421178565703445,1.2188388639071168,102.50688,102.50688,1.0,0.2978705831292625,0.34292289850429974,0.11417421953675731,2.5956848810881854,0.711064372837833,0.32566393534196547,0.5860316718685601,0.20580428100880976,0.29661707626170625,0.6636320879240692,0.22411053251542012,1.9676766109363157,0.27358897027143475,0.28244149893634435,0.5808584094047546,0.32411479060303516,0.21131556494870019,0.11389601892395189,0.003541594704288611,1.6242130806967907,0.00205214503906956,0.005275878711372427,0.0043498451930938835
29.0,0.6462837148407455,1.6928340059852087,106.16784,106.16784,1.0,0.30047778403287634,0.3464120650396955,0.11417421953675731,2.6113009393682325,0.7133868712140478,0.32489610894184917,0.5746557087565268,0.20316364884212024,0.2982726394126396,0.6612923681412791,0.2230799336406089,1.958628016573247,0.27661510464058237,0.2853779754119801,0.5249965190887451,0.3234464342908538,0.20870383872540565,0.11389601892395189,0.0037056980171646598,1.7622898238287235,0.0020887046018666163,0.005602794248040466,0.004110033608351155
30.0,0.6509568097026259,1.653666874598589,109.8288,109.8288,1.0,0.30178434006241606,0.3475720627064842,0.11417421953675731,2.621807791978439,0.7137752447230857,0.3292471415404417,0.5756493933041171,0.20659493672226598,0.29983382219232946,0.6597246153329503,0.22298220182930828,1.9577699373161848,0.2738562091503268,0.28120823309275594,0.5383352041244507,0.3280898942850227,0.21249954508105395,0.11389601892395189,0.0037123002887084217,1.8334662734732774,0.0019561420677503233,0.0057733528390786736,0.004242041645527333
31.0,0.6496083645337224,1.6595360186377028,113.48976,113.48976,1.0,0.30128980145970796,0.3502148916220606,0.11417421953675731,2.6508976790647694,0.7182239969054081,0.3380098851835334,0.5809579067990138,0.2112243346289557,0.3033148032211794,0.6587878489582123,0.2220517012838888,1.9496002000926143,0.27283588573911155,0.2822118587608261,0.5382694005966187,0.33669788086613156,0.21739172089261438,0.11389601892395189,0.003523331218299052,1.8036372137867147,0.0018838954055395167,0.005453361330448805,0.003785224351386207
32.0,0.6527845314136945,1.5749333180118144,117.15072,117.15072,1.0,0.3029437360718087,0.3508376998167404,0.11417421953675731,2.6525642436633703,0.7172493158057854,0.32925653203485006,0.5705341993871427,0.20703446640731712,0.30345560459610466,0.6587927055960364,0.22219229327514334,1.9508345890781364,0.273036093418259,0.27993254637436765,0.582624077796936,0.3278070637766707,0.2134037348385098,0.11389601892395189,0.0032177037319890693,1.7050665274437051,0.0017231798480329813,0.004976615625805915,0.004722572062074716
33.0,0.6475080404720616,1.952002252498114,120.81168,120.81168,1.0,0.30374164944043575,0.35280305872371126,0.11417421953675731,2.6853275711240987,0.7176441609462526,0.31581124153227014,0.5623202358727968,0.19751842662189,0.30713426495849444,0.6598637887527697,0.2220345503789574,1.9494496162083537,0.27645245976486704,0.2822966507177033,0.5291504859924316,0.3141425175730954,0.2038734086347207,0.11389601892395189,0.003366203263001287,1.8455969336864655,0.001630805431499648,0.005414807426926242,0.003961295988982737
34.0,0.6552451795827983,2.7603183259382185,124.47264,124.47264,1.0,0.3028063272578701,0.35622889692542536,0.11417421953675731,2.7155682458855526,0.7202891680022976,0.33186243187081516,0.6011146912266843,0.20919446698931218,0.310729794092604,0.657411374893336,0.22089007773062294,1.9394012171585273,0.27308734625807796,0.2789522669857732,0.5484246015548706,0.33024572480952247,0.21638659360383095,0.11389601892395189,0.0031848988788438673,1.805112834837928,0.001583888508436535,0.005071831580369001,0.00394215304068603
35.0,0.6534645235558141,2.4130157517449637,128.1336,128.1336,1.0,0.3095866346685903,0.35833286703367334,0.11417421953675731,2.725429858693119,0.721577945989484,0.31889749195851347,0.5735956592408403,0.19907883968824286,0.31154156025565555,0.6584603710150032,0.21960385211506622,1.9281082358260055,0.2811775614279091,0.2821294559099437,0.5025012493133545,0.3174652764887744,0.2060781164119829,0.11389601892395189,0.002931697935904876,1.7132433140395733,0.0015463059374728073,0.0045696722040999005,0.00398734158958165
36.0,0.6522793816716508,1.8404407831298286,131.79456,131.79456,1.0,0.3070573059376149,0.3574564716506279,0.11417421953675731,2.736969622670396,0.7217949245345019,0.31515410998332055,0.5792969290133329,0.1980160107906685,0.3132608310994389,0.6587027385764976,0.21820063935059386,1.915788114563389,0.27826482978481154,0.28225591912742753,0.5295905470848083,0.313965202708319,0.2054192803410392,0.11389601892395189,0.0027537436260906415,1.6606286585410999,0.0014288740422437683,0.00432341745570084,0.004924258596899128
37.0,0.6504173852426766,2.18854602983847,135.45552,135.45552,1.0,0.30945232083518026,0.3602749107490811,0.11417421953675731,2.7620650167748,0.7235511576140914,0.3260939241719875,0.5866428830024054,0.20481938316727583,0.31589690813145355,0.6568063783743028,0.2191429048520266,1.9240611473729192,0.27425189082538637,0.27971818318093244,0.5635522603988647,0.32460603327902876,0.2124779810908324,0.11389601892395189,0.002792903443420417,1.734288091001872,0.0014771906593450434,0.004359474747484108,0.003790776345413441
38.0,0.6538612556919388,2.2489466433364425,139.11648,139.11648,1.0,0.31431378140290844,0.36486826007256057,0.11417421953675731,2.8031092663719757,0.7267889102877062,0.3176389639202106,0.570470495736611,0.19919164082127008,0.32075807242864485,0.658163789821983,0.2194356886208998,1.9266317707506222,0.27768860353130015,0.2822035068341847,0.5394494533538818,0.3160348955049071,0.20750500949738748,0.11389601892395189,0.002540829038363291,1.6260543665448495,0.0012599911361763489,0.004062919732649738,0.005021004340851354
39.0,0.6523902370324609,2.670844370195769,142.77744,142.77744,1.0,0.3155457946740614,0.3678833450734757,0.11417421953675731,2.8440365778303476,0.7291290410178223,0.3268796964502953,0.5655865159677296,0.20217761532207276,0.325877309486972,0.6564815609148632,0.21826866335412082,1.9163853611060655,0.27679525222551926,0.28083306215424664,0.5545819997787476,0.32500812823552927,0.20993382183483372,0.11389601892395189,0.002575156678582196,1.6978571282088524,0.001299281102187048,0.004091486800159001,0.004057428466270976
40.0,0.6527507886915822,2.0807431389840234,146.4384,146.4384,1.0,0.3151912240938342,0.36545061645546995,0.11417421953675731,2.844397810281283,0.7298509511496781,0.31739755429237765,0.5885863082782598,0.19898791699081383,0.32602083977938123,0.6557651127149088,0.2172804082839097,1.9077085427277958,0.273015873015873,0.27680377612946727,0.5743938088417053,0.3154156689443787,0.20775242425940948,0.11389601892395189,0.002742371907239961,1.862820873237979,0.001222619154370785,0.004540321953895252,0.004670460072964231
41.0,0.6637039804370483,3.1676080457513516,150.09936,150.09936,1.0,0.3208079020430037,0.367109289584458,0.11417421953675731,2.865676193866812,0.7295788284302436,0.3176732492470507,0.5683298162714563,0.19677308106966096,0.32904618709506495,0.6548823842793721,0.21549385947857905,1.8920227547414437,0.27516935295491707,0.27755209015856375,0.5169150829315186,0.3157371206315665,0.20497077074107262,0.11389601892395189,0.002575951191813841,1.8019940101912653,0.001200057865216612,0.004196437642610903,0.0039621104965286225
42.0,0.6530498136749961,2.1375471011366685,153.76032,153.76032,1.0,0.31127270335717006,0.3699463167624194,0.11417421953675731,2.846101482559464,0.7303419378362396,0.3307444795444315,0.5875957577544652,0.20640326324962133,0.32666924933574915,0.6549012335558886,0.21873696516868027,1.9204970220665083,0.2726495726495726,0.2794255385576022,0.566104531288147,0.3298644636746199,0.2151590858664815,0.11389601892395189,0.0023228945829960883,1.6695647268670655,0.0011392014677295617,0.003717642076361631,0.0035259174703414467
43.0,0.6622505165142826,2.6342114119397304,157.42128,157.42128,1.0,0.3140959959900293,0.3690915652322706,0.11417421953675731,2.8793989492638508,0.7298266740534382,0.3218753501390804,0.5837003750068183,0.2009306065407274,0.3302443389285519,0.6542623911655072,0.2170142323253086,1.9053715342781954,0.27352321844176,0.2797184221012086,0.5355581641197205,0.3200338421437598,0.2101184165398704,0.11389601892395189,0.002315156631328011,1.7070289318462528,0.0010807551379891185,0.0037732606233700852,0.005635745195122245
44.0,0.6556766278678626,2.4488498217452785,161.08224,161.08224,1.0,0.31473308446738746,0.3662021173731268,0.11417421953675731,2.867488110670036,0.7293306027988198,0.3166654045935442,0.5728260420285323,0.1974265883013051,0.3289203407333356,0.6529818702086507,0.21674278526684365,1.9029882458978862,0.2731651376146789,0.2785883526624267,0.5144772529602051,0.3151717076247352,0.206664425816292,0.11389601892395189,0.0022645342423943332,1.7131787778962462,0.0010379857628642472,0.0037150187369887613,0.005543299123224973
45.0,0.6641716163003176,2.4336041389741814,164.7432,164.7432,1.0,0.31408112562637625,0.3712746530193767,0.11417421953675731,2.89665565514485,0.7322857866278355,0.32534343515178604,0.5858952942804208,0.20242206722300268,0.3324638028739052,0.6517573700043708,0.2145723467687395,1.8839319301582347,0.27296003562284316,0.27769946433605863,0.5425806641578674,0.3245119398525793,0.21197201357374737,0.11389601892395189,0.002308834289733316,1.7920247179063153,0.0010259300717365407,0.003824027635916125,0.005710154673678607
46.0,0.6596777989196092,2.2996659189375244,168.40416,168.40416,1.0,0.3205863061691515,0.3691286879035666,0.11417421953675731,2.9154920334439445,0.7325793608339194,0.32299181550308353,0.5971733901165766,0.20118972101317972,0.33471449010937415,0.6528400237556102,0.21727617387493608,1.907671364878968,0.2757478750413953,0.27936862690319875,0.5414475798606873,0.32174796715205706,0.21089700152440052,0.11389601892395189,0.0023925879711564828,1.9059124060422619,0.0009420822567255546,0.004109266277134884,0.005202498845881304
47.0,0.6597772463231025,2.8083595330136286,172.06512,172.06512,1.0,0.31836276917269934,0.36987299449814504,0.11417421953675731,2.9576625360075774,0.7362165326463782,0.3188883049307375,0.5767873194826484,0.1992602474407588,0.33970033683756107,0.6502565183232787,0.21904827577105493,1.9232303098961954,0.2703890965047263,0.27733267595217553,0.5210680961608887,0.31732298350938243,0.20958449692159303,0.11389601892395189,0.002252293766279264,1.8407638344024235,0.0009366743043759658,0.0038057424519709867,0.00490414745406394
48.0,0.6705698592754601,3.2142226125864446,175.72608,175.72608,1.0,0.31917017782037593,0.3746290125903369,0.11417421953675731,2.957218148116949,0.7371652046635163,0.31293877696122013,0.5805948083861078,0.19696369926540516,0.33964651135609975,0.6491091972472126,0.21603801178400034,1.8968003783191791,0.27221917808219176,0.2760703966377725,0.5367705821990967,0.31099512925421374,0.20799415826872922,0.11389601892395189,0.002180435347265271,1.8248155582386971,0.0009272096934020395,0.0036512119579062315,0.00760351197966883
49.0,0.6793193913867981,4.480601013432365,179.38704,179.38704,1.0,0.320522508957467,0.37092207925915116,0.11417421953675731,2.967603873815971,0.7370455141867627,0.31981840757988966,0.5781805930098317,0.1998979983564985,0.34141221688132106,0.6505574918244087,0.21364935490521803,1.875828118697206,0.2732539075308777,0.2799882972498537,0.5569794774055481,0.3178478176295675,0.21042124487643657,0.11389601892395189,0.0021662710443890207,1.8569113677294808,0.0009424683444912126,0.003595266166691988,0.007397469602607358
50.0,0.666006396290848,3.020742872159913,183.048,183.048,1.0,0.32167343992196124,0.3738008838181753,0.11417421953675731,2.948635915568023,0.7367322135980767,0.32029874910235584,0.5846768622975965,0.20053663506714411,0.33916823968323745,0.651113821569586,0.2159273979228878,1.8958291954617132,0.2707097341243683,0.27920685959271174,0.5385513305664062,0.31897633409667747,0.21098160988922238,0.11389601892395189,0.0020951479214272356,1.8396897829225054,0.0008761995749051096,0.0035213340042692877,0.005820940853272676
51.0,0.6785113920854408,4.126008265668158,186.70896,186.70896,1.0,0.32104630925658056,0.3726977674991246,0.11417421953675731,2.9633850206280425,0.7364487160615376,0.32851354655235615,0.5905703391414605,0.20455112147744156,0.34015869221622236,0.6532176116596253,0.2175204803651027,1.9098163607486633,0.27102500270592056,0.28141176470588236,0.5694333910942078,0.32706346866958613,0.2146336245687435,0.11389601892395189,0.0019398316846468973,1.7423904774113907,0.0008484788400534312,0.003215620397533736,0.005307075039402626
52.0,0.6616161087585729,2.9147753510544847,190.36992,190.36992,1.0,0.32095822337837715,0.3755043573341464,0.11417421953675731,3.002679768379426,0.7370960302956102,0.31049761591213504,0.5879329409467177,0.19455504063994047,0.3447967563361924,0.6495330047819937,0.21679898104102951,1.9034816413186988,0.26983415508740477,0.2767092691400918,0.520427942276001,0.30876831357355866,0.2050875299648756,0.11389601892395189,0.0016928021145872752,1.555467254598625,0.0007788990538938362,0.0027569736450299216,0.005538764151319051
53.0,0.6728554988139068,3.839635710669959,194.03088,194.03088,1.0,0.3178275947304652,0.3800456199925669,0.11417421953675731,3.0022614921908306,0.737141135540611,0.32441183170318044,0.5905351210854505,0.20279346734695902,0.3452969442111926,0.6504490520119055,0.21518272859259174,1.8892910448105193,0.26732040076742697,0.27414508513378166,0.5531182885169983,0.3228320117514503,0.2134343262348525,0.11389601892395189,0.0018169987754539988,1.705621312537005,0.000801331236708006,0.003002219384815066,0.004559304485939727
54.0,0.6668684478962557,3.889255850286554,197.69184,197.69184,1.0,0.32028746493188814,0.3819724648394775,0.11417421953675731,3.003199725859324,0.7379883039231021,0.31644009191920963,0.5799032792304563,0.19797215664687323,0.34506381075081083,0.6502186440779213,0.21833117511663191,1.9169342105136364,0.2722142303861901,0.2777874716454371,0.587943434715271,0.31479172621832946,0.20929924542604028,0.11389601892395189,0.0016798012256878897,1.6104248401570658,0.0007767538549197839,0.002732691705808224,0.004293828026797147
55.0,0.6743144707515997,4.025487560316893,201.3528,201.3528,1.0,0.32430447723284583,0.3799482051945657,0.11417421953675731,3.0287563005271525,0.7399581551355741,0.32186352174416594,0.5909725802398146,0.19929193929553032,0.34766557621009114,0.6492919047151251,0.2153709652519174,1.8909437510341789,0.27443350881208517,0.27596223674655046,0.509972870349884,0.320099754415381,0.21011539281091593,0.11389601892395189,0.001676503684179898,1.6411337944246043,0.0007692339557998105,0.0027337281336870063,0.004272079518563359
56.0,0.6699030009440101,4.034737833871701,205.01376,205.01376,1.0,0.32751272045848856,0.37983705949793184,0.11417421953675731,3.066711965099638,0.7432968108686598,0.3144698089307078,0.5896594320130343,0.19625962871528838,0.35154228533372894,0.6482772564428759,0.21594291348385858,1.8959654211271701,0.27351598173515984,0.2765123683566005,0.5130723714828491,0.3135101799998267,0.20841127575215448,0.11389601892395189,0.0016203053791005667,1.6205378697413835,0.0007101965672198543,0.002675635742443809,0.005221098293099289
