round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_ece,fed_brier,fed_f1_best,fed_f1,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6871885731930402,0.102384802316227,3.66096,3.66096,1.0,0.2119240296665298,0.3407189037249926,0.21224226225682372,0.281684075549642,0.25951565667415805,0.47281388655970713,0.11246066708621771,1.9075537564298806,0.6500200169491444,0.649383565910649,0.19861438475637708,1.7438220109255218,0.25756658595641646,0.27071005917159763,0.48142901062965393,0.3389448232067941,0.21258334360340253,0.11389601892395189,0.024512597389858896,2.635666967731595,0.021653862796840537,0.0265931646110988,0.008950186710194272
2.0,0.6592255584861217,0.2193055351210365,7.32192,7.32192,1.0,0.21854114601437233,0.3578803734032143,0.2251489678829291,0.2934450486850121,0.26763213109728284,0.520247962375044,0.11246066708621771,1.9709390415304304,0.6575455070868367,0.6580636702959849,0.20535923984645538,1.8030414213474246,0.27433439829605966,0.27560683574616307,0.5027409791946411,0.3559678369880208,0.22531012345665116,0.11389601892395189,0.017324377009566388,1.9932666833901749,0.016860685884626553,0.01776325749738788,0.0054402136893549795
3.0,0.6472486263409047,0.27250918057214507,10.98288,10.98288,1.0,0.22371992248635975,0.32504566551717734,0.20310845093042373,0.2964790212512833,0.2745363472331729,0.490747700767595,0.11246066708621771,2.022210780994048,0.660972021263267,0.6602595859112625,0.20831596386109635,1.829001275278888,0.2700300988963738,0.2775785240734703,0.46167537569999695,0.3230657485073301,0.20343254060723803,0.11389601892395189,0.012746096885337068,1.572958224282047,0.012637902391048233,0.012900276059909586,0.004991999242575061
4.0,0.6480012246290443,0.31601009278765113,14.64384,14.64384,1.0,0.2261457695450663,0.33421951448339715,0.20950477742831292,0.2994066754811396,0.2811971896790699,0.5020005365319037,0.11246066708621771,2.049168078726327,0.6635880600859212,0.6611274432464849,0.2108669331259745,1.8513986276093624,0.27533316570279104,0.2780159216166565,0.49631550908088684,0.33218023684041736,0.20968574869928663,0.11389601892395189,0.010019940321607381,1.3148851708710936,0.010197514591261773,0.009948026007527975,0.004559261848241614
5.0,0.6458885694884071,0.34560068454141124,18.3048,18.3048,1.0,0.22728402020729455,0.35073896838554874,0.221092996341669,0.30058086430406805,0.2781462044727606,0.5312210678266532,0.11246066708621771,2.050958760941294,0.6648723308570753,0.6611049797278666,0.21113581212283306,1.8537593685676401,0.27512983266012697,0.2763043478260869,0.4888889789581299,0.3484181268583625,0.2213136779423649,0.11389601892395189,0.008809149955144533,1.2227500738335948,0.009077409254606988,0.008651872177951731,0.004295222374309841
6.0,0.6473266242452512,0.3491758576698539,21.96576,21.96576,1.0,0.23038611315435642,0.3453885892958218,0.21784177215697983,0.296448703921805,0.2802759306539257,0.5278626860088337,0.11246066708621771,2.078004554027477,0.6686283461864184,0.6610997717053937,0.21238475250086591,1.8647249878213454,0.2729336966394187,0.2768560009688749,0.5130224227905273,0.3429739927587371,0.21824532317863912,0.11389601892395189,0.008580917581032573,1.2592367377583287,0.008217392832922367,0.008895679487030555,0.004604515937091526
7.0,0.6409683304090905,0.3583523266233978,25.62672,25.62672,1.0,0.23218291611255845,0.34233723754418427,0.21521676478970267,0.2986191521974302,0.2841204978930982,0.5334645437924196,0.11246066708621771,2.0854185021394005,0.6716872691822726,0.6608519451323914,0.21233513070380344,1.8642893115129786,0.2744057235171936,0.2770696843359143,0.5058649182319641,0.33998070383664075,0.21589511475518086,0.11389601892395189,0.008080181120251141,1.258451137551674,0.007594462180557896,0.00850034185525671,0.0042179833351731885
8.0,0.6390259498674892,0.42214104073047876,29.28768,29.28768,1.0,0.2347540162189741,0.32670196949816704,0.20482223513328982,0.303382059163541,0.28690497692657296,0.5179116221551551,0.11246066708621771,2.1086491401045993,0.6728031669503297,0.6603094574324856,0.2118634145903215,1.8601476732192215,0.2750674184849228,0.27686744264888685,0.48380720615386963,0.3241761547543633,0.2057331741648785,0.11389601892395189,0.008106452392866467,1.3397985689116467,0.007186996708358169,0.008898209901669087,0.004908303350675484
9.0,0.6402915042303727,0.39174352507192417,32.94864,32.94864,1.0,0.23637655331889296,0.32942517045217157,0.20680996977316252,0.3015678819410037,0.28799292481051375,0.5123725886368166,0.11246066708621771,2.1213587076708538,0.673623602836976,0.6599804735550674,0.21120329186944795,1.8543518365682992,0.27220415311483614,0.2748674966103784,0.49692878127098083,0.3269218215435283,0.2077883982425148,0.11389601892395189,0.007648672537320577,1.3480690532542212,0.006600263103598134,0.008571339887799815,0.005414938829476175
10.0,0.6413803150744424,0.4443574493359456,36.6096,36.6096,1.0,0.23992883121320183,0.33071208018657167,0.20802577882372242,0.30557208907613925,0.29123660782595845,0.5154834091513316,0.11246066708621771,2.1489588848071888,0.6747512458860301,0.6588363023913885,0.20985221980461818,1.8424895074228718,0.27202007528230865,0.2743665829719242,0.47853362560272217,0.3281041853588471,0.20940471596130192,0.11389601892395189,0.0072917656549939935,1.3720373675369046,0.006146407518923612,0.008338730609957348,0.003915445271493789
11.0,0.64375678866485,0.4987277794801611,40.27056,40.27056,1.0,0.24062875868995304,0.32141570474101433,0.20245988484299096,0.3068171739774859,0.2897227902893637,0.5204899215319382,0.11246066708621771,2.1576218245991488,0.6758709791069724,0.6596371582037598,0.21045879774606085,1.8478152242229267,0.2692111959287532,0.2755037115588547,0.4546491503715515,0.31902554022294777,0.20424604355887352,0.11389601892395189,0.007718865141655552,1.542004811566585,0.006096153457126642,0.009230789215179875,0.005412143760267291
12.0,0.6427089968412851,0.5023905605948583,43.93152,43.93152,1.0,0.24471238126243772,0.33939657162445896,0.21351636593553994,0.30957168856124495,0.2892593735388173,0.5395960415399922,0.11246066708621771,2.1898376007750895,0.6785527524899404,0.6588087437953627,0.21065671711054246,1.849552943998837,0.2710605708981202,0.2734251761489116,0.47443917393684387,0.3370492601002869,0.2154410051771764,0.11389601892395189,0.0069892816101618,1.4865425638090528,0.005506242011079194,0.008408387325796518,0.004172869821385959
13.0,0.6405920944199606,0.4958550933600659,47.59248,47.59248,1.0,0.24525200005297973,0.33596715388656645,0.21108742152377005,0.3096177763101685,0.2876342037148479,0.5641449221449124,0.11246066708621771,2.196388281146309,0.6794971283289489,0.6583285139255493,0.21105121439159702,1.853016605721008,0.269496892224698,0.2725280391904087,0.5238770246505737,0.3337318180324393,0.21331892230701782,0.11389601892395189,0.0062505938486484836,1.4061162412435806,0.005029798176194115,0.007452829578793069,0.0032364856049775905
14.0,0.6365271323132705,0.5436837312526692,51.25344,51.25344,1.0,0.24960056831376132,0.34204728839774784,0.21471745991450816,0.31219150108808874,0.2925717811454696,0.5470752706574222,0.11246066708621771,2.2299240011065584,0.68264741031446,0.6591236597373782,0.21098187350472267,1.85240779702401,0.27085992804920506,0.2727867137439519,0.5268163084983826,0.3399444442390316,0.21716480143142008,0.11389601892395189,0.006747653222761104,1.6081734584113292,0.00485894692733884,0.008645592805869214,0.0035211373941425516
15.0,0.6360960486589703,0.593314247440148,54.9144,54.9144,1.0,0.25117137233269865,0.3230214711154422,0.20270090729216877,0.31510648828859833,0.2948900653069503,0.5534265753456148,0.11246066708621771,2.243153996755372,0.6848050077102261,0.6568446667515679,0.2100544094182925,1.844264719722516,0.2693402648842679,0.2709607283598315,0.521937370300293,0.3206471024856674,0.20554181795260523,0.11389601892395189,0.006268181260674964,1.5861797112629574,0.004476151188629834,0.008103271054157379,0.0030388813091389174
16.0,0.6395743665163127,0.692831428942257,58.57536,58.57536,1.0,0.2541860268482772,0.3461747724752781,0.21688530451669935,0.32021910982883145,0.2934365527094391,0.5508687193454473,0.11246066708621771,2.2707994527312567,0.6871864810305847,0.6538746131066774,0.21000495439407219,1.8438305076693857,0.26567675613934894,0.2703591993419248,0.5393058657646179,0.3439957651253093,0.22002272548008023,0.11389601892395189,0.006255450863018881,1.6730554293799287,0.0042570157719648,0.008335431400983306,0.003682410355685939
17.0,0.6397734261600176,0.7096618112885312,62.23632,62.23632,1.0,0.256916720876447,0.3299550550516819,0.2066885197919422,0.32025869393418765,0.29405414043109446,0.5544135069569527,0.11246066708621771,2.2910949458965177,0.6881159507268021,0.654329154248775,0.20873333089521723,1.832665732018149,0.2703847511471938,0.2705965909090909,0.5014626979827881,0.32776800709825754,0.21006807889523607,0.11389601892395189,0.006506967320920107,1.8424579897728108,0.004033946496760495,0.009125679319240014,0.0030199642587803778
18.0,0.64152905567216,0.7334853525949518,65.89728,65.89728,1.0,0.2573376732481329,0.3263685640414193,0.2042505099853281,0.3205049416596401,0.29650026903550397,0.5525904987314498,0.11246066708621771,2.292516977436981,0.6877947112889885,0.653210822406233,0.2101062473640481,1.8447198536793068,0.2667354572423578,0.2696376322304749,0.46757081151008606,0.3241948949621106,0.2080332532329651,0.11389601892395189,0.0058835564739786825,1.757856712208195,0.003617497664977868,0.008297222327098099,0.004067989646105787
19.0,0.6385372468306081,0.7289186675706675,69.55824,69.55824,1.0,0.2587318897168494,0.31368683040437456,0.1968969872837672,0.31964068485430924,0.2971137141420564,0.5312056775528954,0.11246066708621771,2.306780266952299,0.6881920280862848,0.6522664259648357,0.2090351341820208,1.83531554620529,0.26717860452800213,0.2699639361154044,0.4942358434200287,0.3116358662523528,0.20104447834990608,0.11389601892395189,0.005808191801275291,1.8262034160488838,0.0035695395769363,0.008232812510843781,0.0035650831132448273
20.0,0.6391331133116499,0.9032122266874701,73.2192,73.2192,1.0,0.2637157120530586,0.34098852997243656,0.21317905774877954,0.3236261917303931,0.2963108421964095,0.5475476395566182,0.11246066708621771,2.3474671660571684,0.692484059322172,0.6514112184769694,0.20875931336631326,1.8328938565069721,0.26666666666666666,0.27034120734908135,0.544154703617096,0.3390425633349609,0.21752750564454804,0.11389601892395189,0.0051590787517510886,1.7073518270990462,0.003344961057863899,0.007145834655615606,0.004155887559602205
21.0,0.6410255447527873,0.8279140203583152,76.88016,76.88016,1.0,0.26925788442442716,0.3297258998195261,0.20659064821783807,0.32941910115903406,0.2979231635431217,0.5613912066567837,0.11246066708621771,2.3969508834470354,0.6965794221706529,0.6492411296333769,0.20715954949989399,1.8188480287288527,0.2659207237233663,0.2670299727520436,0.543498158454895,0.3273724524920746,0.21185273404934654,0.11389601892395189,0.005033948191583547,1.7450221537201287,0.0031756040921290434,0.0070987277378112435,0.003787856955237131
22.0,0.6409901454853297,1.0932037909956178,80.54112,80.54112,1.0,0.27221772426810154,0.33156843749458126,0.2090458941303707,0.33252060561783714,0.2914806604644986,0.5682666963155049,0.11246066708621771,2.424077039267606,0.6947606127506395,0.6497944851584914,0.2078815958455255,1.825187550974258,0.2656464138876199,0.2703246916687641,0.5237624645233154,0.3292387083197266,0.2142541494429829,0.11389601892395189,0.005035328011677208,1.8296361756092665,0.003056830704386854,0.007247192053433484,0.004852327990569998
23.0,0.6417553540345529,1.1597307596715056,84.20208,84.20208,1.0,0.27226592352227896,0.34805383207610535,0.2184811381414768,0.3325844156575957,0.2903605761187233,0.5729459374580389,0.11246066708621771,2.41871012475241,0.6956797178470973,0.6472376724100154,0.20776826444428595,1.8241925082825972,0.263960504662644,0.26928591912819044,0.5581815242767334,0.34560044899291686,0.2234854114341724,0.11389601892395189,0.005121250991995894,1.9448862801491487,0.0029120562538076716,0.007618709318489464,0.004351970776917922
24.0,0.6409119459265752,1.031402014434546,87.86304,87.86304,1.0,0.2726011767759101,0.3278735202667991,0.20556165185093406,0.3282011476556176,0.29872413096850614,0.5635415318853977,0.11246066708621771,2.421626818032558,0.6989507921723453,0.6459317011650259,0.2069109357755743,1.8166652156097594,0.26589872810175186,0.268145969790135,0.5246898531913757,0.32536039756821633,0.21134226256372388,0.11389601892395189,0.004743363525562741,1.8863866677638725,0.0027416148831917505,0.007017484385364685,0.004040209329687727
25.0,0.6436096357681149,1.4663700973772809,91.524,91.524,1.0,0.2738820478469193,0.3246721736746244,0.2036010071161228,0.33021915660044066,0.29916990821880246,0.5643318945334496,0.11246066708621771,2.4285156577864844,0.6979553564706011,0.6465773955560583,0.2068483784658884,1.8161159663008115,0.2675064838829196,0.2692260964645851,0.4962421953678131,0.32223907076909103,0.20956312184561715,0.11389601892395189,0.004380784762225482,1.8209316039683472,0.0024908947484635845,0.006538432731517195,0.003801455853624087
26.0,0.6374595849185154,1.2071180724829953,95.18496,95.18496,1.0,0.2753864659487744,0.33812404000757135,0.2124622437410595,0.33441319284553017,0.2962286881469196,0.5809374395352328,0.11246066708621771,2.4389534655565464,0.70033926909629,0.6461747212980109,0.20530364449886057,1.802553297634936,0.263507326007326,0.26865244164399255,0.5544265508651733,0.3357066214392874,0.2185435524254079,0.11389601892395189,0.004219617093131136,1.8284830553193387,0.002391518792410902,0.00630111042524519,0.003418375685530142
27.0,0.6412337018865383,1.314515024791367,98.84592,98.84592,1.0,0.27601687939814945,0.33769916530752453,0.21194316480163927,0.3316785546583618,0.2969144061555711,0.5653026073777201,0.11246066708621771,2.443197303188725,0.7016122358829275,0.6447304299959205,0.20295472043533164,1.7819298896728255,0.2629608621667612,0.2675075548548154,0.533514142036438,0.33555729167852394,0.2182166513778739,0.11389601892395189,0.004043715912943639,1.8298758309847472,0.002191628313854639,0.006149263841482153,0.00389394760785701
28.0,0.6477113789990978,1.4465160048608872,102.50688,102.50688,1.0,0.27591309727978,0.3187593655742216,0.20043400257188101,0.33613360240824786,0.301241579801628,0.5600916976351794,0.11246066708621771,2.4398475543734994,0.7017731143380247,0.6451876692701425,0.2053253498724213,1.802743869472001,0.26618435823874265,0.2693023922074202,0.5329827070236206,0.3164506480857936,0.2071681284110349,0.11389601892395189,0.0036565366155512547,1.7212890671289642,0.0020626335238951524,0.005474925284146846,0.0037235836279798503
29.0,0.6430792203972033,1.3758747551398136,106.16784,106.16784,1.0,0.28003872592809265,0.3154483592586724,0.19844049578420112,0.3377127757302864,0.3056137891790696,0.5537816904846267,0.11246066708621771,2.473749457925122,0.7031259876362499,0.6440375371168859,0.20356584474205083,1.7872955232787484,0.2673131915951759,0.2682625863770977,0.4985054135322571,0.31319119860329847,0.20570940187014367,0.11389601892395189,0.0036158815340547653,1.7619262064054055,0.0019454036057951411,0.0055347514012783995,0.003897086033850694
30.0,0.6552645219144475,1.8203438852308207,109.8288,109.8288,1.0,0.2842762960255552,0.3209768989928127,0.20049210259036962,0.3404936189827903,0.30491097391988947,0.5588181664202482,0.11246066708621771,2.512037103575163,0.706866648242511,0.6422203514057319,0.2038006354528043,1.789356971193888,0.26524660834284264,0.2670469276639875,0.5049856901168823,0.31899059082793085,0.20803607177787828,0.11389601892395189,0.003507741909458786,1.7701295592323731,0.0018703165297053257,0.005396311109009862,0.004260752639161053
