round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1_best,fed_brier,fed_ece,fed_prevalence,fed_auroc,fed_auprc,fed_f1_best_threshold,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.17310953384517297,0.03554896342007971,3.66096,3.66096,1.0,1.8382900990866513,0.2856370751249425,0.24397288072392417,0.3817125321098595,0.11411127895266869,0.6545885332680984,0.20762845356885629,0.505700815598455,0.26762307949602077,0.6506540096577568,0.20831537536413108,1.8289961083119401,0.26155492848107426,0.2675736961451247,0.5063520669937134,0.3818526957183139,0.24411080771876886,0.11389601892395189,0.020935314888689244,2.266230789697147,0.017693792663544934,0.02325651224601021,0.008534089617944626
2.0,0.16578018396794342,0.03277285044211377,7.32192,7.32192,1.0,1.9168960610742343,0.2929531279717661,0.24327810752916917,0.3816078953174846,0.11411127895266869,0.6631233131502745,0.21695543973965856,0.5118098646094733,0.2718235597326741,0.6566040310144139,0.21298612893186986,1.8700050356815388,0.26326794782435525,0.2721643681396003,0.521589994430542,0.38188876898391083,0.24355245900625408,0.11389601892395189,0.013751598169390292,1.5587806231433206,0.01303720283493699,0.014310566977541761,0.0051115916122564985
3.0,0.16338496798522303,0.029780763283494455,10.98288,10.98288,1.0,1.9739538170935096,0.29247548637293536,0.23824629966624808,0.3754228192521306,0.11411127895266869,0.665955630096154,0.22358921881338628,0.5061926142240369,0.2737641155685647,0.6596316113460898,0.21614750514087058,1.8977617232187174,0.2701808557565064,0.27426734264869546,0.5070302486419678,0.3755195149328287,0.23850437935701466,0.11389601892395189,0.009716962507170331,1.1575296816554328,0.010120164849276718,0.009475510862032186,0.004782679967042916
4.0,0.16182488758430774,0.029635413291201597,14.64384,14.64384,1.0,1.9912911382436114,0.29676760353760717,0.24391517825420464,0.38296008020196737,0.11411127895266869,0.6704393473734451,0.22692341019737267,0.5158067934987888,0.27484999898223306,0.6626369540492788,0.21821705223709836,1.9159322186915189,0.26826651058433326,0.2773683505292778,0.5190122127532959,0.3832716321563006,0.2442223845064375,0.11389601892395189,0.008430969438840844,1.0554315400158885,0.008917050612177754,0.008107810419756768,0.00486422388725668
5.0,0.16264835476743267,0.02662012123756997,18.3048,18.3048,1.0,2.0272238708829753,0.29526782375097,0.24183329270498904,0.3803297936736276,0.11411127895266869,0.6718044840634758,0.2311150064464555,0.5286933856248136,0.2776256471927137,0.6624154436765798,0.21800269854145024,1.914050206504673,0.27005592272496187,0.27778537252221464,0.518382728099823,0.3804249795212516,0.24216985636048827,0.11389601892395189,0.0071102752417612726,0.9347109725185874,0.007362324714167114,0.006933964025398397,0.00545380325689075
6.0,0.1621960221521762,0.02825410869484559,21.96576,21.96576,1.0,2.051855162251948,0.2999377818246443,0.24309139904404672,0.3823060667346732,0.11411127895266869,0.6745927047854016,0.23391688940002395,0.5205356653400837,0.27885232793854914,0.6640681688226541,0.22032465843012627,1.9344368706797077,0.26959976741932357,0.2810448760884126,0.5210866928100586,0.3822202730958203,0.24342994161417258,0.11389601892395189,0.00756300784002027,1.0427657265827293,0.0070451252261499245,0.007977394605280344,0.0051610503870736825
7.0,0.16448986912438682,0.03558121062681579,25.62672,25.62672,1.0,2.0627956778617857,0.3032891826072925,0.2364602217726449,0.37381035936593043,0.11411127895266869,0.6760128069045519,0.2352851568636947,0.513188298106989,0.2844145793330745,0.6626526408639565,0.2196692843518446,1.9286827268169686,0.2745740498034076,0.278824200913242,0.5191176533699036,0.37380119508721155,0.23693861983068956,0.11389601892395189,0.007205808820939644,1.048206109284365,0.006878125562821871,0.00748019772390914,0.005158943039593929
8.0,0.16442449538756324,0.04080541391518395,29.28768,29.28768,1.0,2.1102666324592283,0.3017657458449078,0.2407995004605948,0.37977900352302746,0.11411127895266869,0.6777034432403759,0.24032747974344934,0.5205064110968108,0.27897231591258437,0.6617925390899108,0.21821609505444073,1.9159238146870008,0.26815749235474007,0.2796096016882089,0.5234277248382568,0.3794324254676436,0.2413022597225458,0.11389601892395189,0.0072567788207931125,1.1140163662767009,0.006922838354396296,0.007543622827932614,0.005454180014398978
9.0,0.16169182917344366,0.034283568745255746,32.94864,32.94864,1.0,2.12626540006066,0.30371013550040876,0.23974035050884365,0.3779964673240019,0.11411127895266869,0.6781202349746739,0.2424286822792823,0.5121221592254029,0.2818285365410915,0.6621756111043372,0.2197999198089521,1.9298296980486387,0.26984287886467306,0.2794422200745547,0.5224365592002869,0.3779733113937405,0.24024634494562572,0.11389601892395189,0.007053620725556122,1.147112775764981,0.006728226076841086,0.0073388836787351315,0.005805115210549881
10.0,0.16163763177134977,0.03333832940597243,36.6096,36.6096,1.0,2.1376615470048,0.3060907076752233,0.23548880642865216,0.3730065677003618,0.11411127895266869,0.6806517956099132,0.24397584586287674,0.509910343025416,0.28821188989501534,0.6632985360462169,0.2229922210658859,1.9578579055934984,0.27479907519542,0.28003224939532384,0.5159581899642944,0.3726555023977408,0.2360396392421719,0.11389601892395189,0.00693050361662379,1.1933042908895004,0.006053931326129848,0.007711016487052186,0.005975288196557735
11.0,0.1646203926106593,0.04341514176797205,40.27056,40.27056,1.0,2.152536624526807,0.3071580816325684,0.23052835007222827,0.36668119750999495,0.11411127895266869,0.6816251744447699,0.24537595704372858,0.5162492402100491,0.29029920800668196,0.6636153469554453,0.22389914884341525,1.9658206753733174,0.2771917060749363,0.28257191201353643,0.5140575170516968,0.36623984654018493,0.2311667849791201,0.11389601892395189,0.007328268268773088,1.3401855146112212,0.00601705060168344,0.008529324673137094,0.005565725978025295
12.0,0.16294029529681053,0.041036736151884204,43.93152,43.93152,1.0,2.1460776488886446,0.3084230202906546,0.2317553944241839,0.368632512836748,0.11411127895266869,0.6832574077166347,0.2453670995042599,0.5190136887185643,0.2911698336474301,0.6635689892807102,0.22367106331741657,1.9638180985655103,0.27564791592021975,0.2831421518803543,0.5201573371887207,0.36860341818825015,0.23263659513259327,0.11389601892395189,0.0068545098015824445,1.3294509282804938,0.005721610887324818,0.0079059707268695,0.006564013920610553
13.0,0.16236347679990928,0.04315201759619157,47.59248,47.59248,1.0,2.1952981408336574,0.3095593237963605,0.23059677495078282,0.3669339777322154,0.11411127895266869,0.6861031995816327,0.25101149788508353,0.5127840750801029,0.28857249337024865,0.6627752113591211,0.22163898699450657,1.9459765941643177,0.27404657441781977,0.279324055666004,0.5070763826370239,0.3665464708201988,0.2315020770580012,0.11389601892395189,0.0068377339907138915,1.400996530046541,0.005583907401037532,0.008024516132823066,0.007217754430622227
14.0,0.16079481801200596,0.038263811580241745,51.25344,51.25344,1.0,2.2294266122824005,0.3094127232180578,0.23300618376838494,0.37001856794620214,0.11411127895266869,0.6889857976616524,0.2552277339113257,0.5125915681397447,0.28859969442997285,0.6632180689616468,0.22203319174673136,1.9494376875014605,0.2739544146935163,0.28012574222843173,0.530996561050415,0.3696474493332865,0.2338928303452829,0.11389601892395189,0.006053821711924999,1.3098262165640335,0.004852255276543589,0.007223354779583846,0.005088139643516255
15.0,0.16086094088910646,0.040213744898467435,54.9144,54.9144,1.0,2.234534773408279,0.3133289899279052,0.23467975619823941,0.3725961126585951,0.11411127895266869,0.6903028731222688,0.25641358031392325,0.5228421495925384,0.2879391472207913,0.6612953674602455,0.22218044563142494,1.9507305674992408,0.2694164989939638,0.27957746478873247,0.5144385695457458,0.37238423557710837,0.23583918695134432,0.11389601892395189,0.006377329353150739,1.4501018585779093,0.004582957580059999,0.008166954783092121,0.005726421839451519
16.0,0.1611252826540175,0.04799466886005027,58.57536,58.57536,1.0,2.27647725093856,0.31608952189952444,0.23833199158709636,0.3775517042662502,0.11411127895266869,0.6919313487525258,0.2609778187818866,0.5221627080327225,0.2897253725209746,0.6615788219267434,0.22215348363953635,1.9504938428784568,0.2705786471067645,0.27906976744186046,0.5370768904685974,0.37715328807673376,0.23943815374290187,0.11389601892395189,0.006727321456188957,1.6179968479009403,0.004643784500442315,0.008843552800785026,0.006857948563645074
17.0,0.161223267286368,0.048591281445335324,62.23632,62.23632,1.0,2.3114544560526205,0.3178559282400611,0.23728118756855612,0.3765499873287518,0.11411127895266869,0.6942839899167541,0.2654882476118994,0.5170641665601089,0.28912085516271463,0.6595147132031126,0.22057875555090117,1.9366678276804485,0.26922288291982777,0.2807257788428621,0.5335355997085571,0.3757398448236887,0.23849280788999594,0.11389601892395189,0.006645393152632789,1.6854329928410152,0.004454176181625652,0.00890589414483827,0.008469971908455382
18.0,0.1623159442468713,0.0642547246187367,65.89728,65.89728,1.0,2.322354063238395,0.3212264250472731,0.22991293256963216,0.36699379527001585,0.11411127895266869,0.6954846745447821,0.2664748419375762,0.5206193801949751,0.293489404939291,0.660494072417063,0.22133240953976147,1.9432848630780029,0.2715117532887643,0.27875555555555553,0.5400992631912231,0.3661796447202564,0.23135107622940104,0.11389601892395189,0.005841242024049568,1.5666356394622198,0.004009289834412571,0.007753031755842858,0.007216765815709972
19.0,0.1630470670407163,0.07116887951805141,69.55824,69.55824,1.0,2.3515077197766474,0.3223204727519462,0.232833239814178,0.37073026289309924,0.11411127895266869,0.6974462437040542,0.26979570932915864,0.5178407434756753,0.293579731540357,0.6592731739054332,0.22063867857805508,1.937193948151735,0.26954754519199914,0.27831715210355984,0.5345660448074341,0.3700129391532808,0.23418149575368108,0.11389601892395189,0.005922800384492072,1.6702719671557134,0.0039635745588564465,0.008001068351163711,0.006231730319057745
