round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1,fed_f1_best,fed_prevalence,fed_brier,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
24.0,0.5254024826448074,0.8583897300220775,51.93728,51.93728,0.5412350858791136,0.3116125643955386,0.16015191458521313,0.3553171089756757,0.1135662574756059,0.10234607670669973,0.07675068091001945,0.27020703259694867,2.7699278933910345,0.7214192649417981,0.6583606279725572,0.1954701658384233,1.7162159633423033,0.01788756388415673,0.2784645413142485,0.46849513053894043,0.32238784183571023,0.20231083990536175,0.11389601892395189,0.006106582955088652,0.8720304027665406,,0.006106582955088652
25.0,0.5802449175032744,0.9765122691440489,53.6064,53.6064,0.4559241291901578,0.2523450724738057,0.0778890038592411,0.30178966365138504,0.1135662574756059,0.10623619131364744,0.06909516669837962,0.2319713703568041,2.2286165227028403,0.6717853998184891,0.6581498473810976,0.198889151712554,1.7462344478023577,0.02526315789473684,0.27458870872292584,0.4637467861175537,0.3198725026551045,0.20063965072443643,0.11389601892395189,0.008705259599223143,0.5371228675357997,0.008705259599223143,
26.0,0.580858058502071,0.8521365030145451,55.58784,55.58784,0.5412350858791136,0.27262251740339705,0.08949025927439645,0.31890583307471493,0.1135662574756059,0.10827656309513073,0.08774809733022627,0.24631972475493893,2.4146666044774805,0.689491616130225,0.6590130363202719,0.1991978030318594,1.7489443872912127,0.03,0.27577197149643706,0.46123215556144714,0.3172185735047581,0.19894484291895356,0.11389601892395189,0.0047923953060435495,0.7028117364970967,,0.0047923953060435495
27.0,0.5574705305384448,0.668598412272656,57.56928,57.56928,0.5412350858791136,0.28981189177438577,0.11670992573990142,0.3273981697927354,0.1135662574756059,0.10581791516268592,0.0776267458306292,0.25931453670407006,2.571679971446102,0.7019109465507234,0.6574605310958096,0.1960960230212549,1.721710950689047,0.03955500618046971,0.2757663389242337,0.4642795920372009,0.3207138136551973,0.20119960835433287,0.11389601892395189,0.005346132207602606,0.8035373309394345,,0.005346132207602606
28.0,0.547031389969125,1.42989433927687,59.55072,59.55072,0.5412350858791136,0.3087335768353074,0.15222659577163541,0.3402042611769507,0.1135662574756059,0.10236149335233267,0.06461617140936922,0.25152255952414526,2.7497136062138865,0.7150496825923749,0.6555203356586797,0.19214674047640318,1.6870364942667497,0.03164029975020816,0.2730777954184622,0.46640586853027344,0.32447637490768055,0.20374227916294732,0.11389601892395189,0.00591787891811142,0.9190787900006399,,0.00591787891811142
29.0,0.5209975623452224,1.0483234343099883,61.53216,61.53216,0.5412350858791136,0.32573580221571213,0.15702405005438555,0.3560066521845427,0.1135662574756059,0.1018617632015461,0.06956092147374991,0.27214859731080293,2.901999546019317,0.723487112896958,0.655005820686707,0.19207767463311382,1.6864301004354123,0.02440050483803113,0.27359367735936774,0.4660760164260864,0.31939890438866936,0.20054054568112617,0.11389601892395189,0.005202450825126982,0.8404348134063184,,0.005202450825126982
30.0,0.5787683924050135,1.0646326665298884,65.18272,65.18272,0.9971592150692714,0.2547362845123786,0.09141472676037847,0.3037974203242671,0.1135662574756059,0.10934737892812368,0.08411111020954161,0.24663615449160797,2.2410093836495313,0.6743667033136106,0.6530804587015363,0.189231946680656,1.66144478506317,0.02517834662190516,0.2772300197192901,0.4749738276004791,0.3402882281598403,0.21469734375754687,0.11389601892395189,0.005590214710216482,1.2973233540542424,0.008203053004510633,0.004543746065063787
31.0,0.5767100563981515,0.885030049248458,67.16416,67.16416,0.5412350858791136,0.27296114828551243,0.10522280927439394,0.3154640443711407,0.1135662574756059,0.10752203116920658,0.07860292589440261,0.23887319450187805,2.4150400040595272,0.6913003678280957,0.6534614977047806,0.1889780725815871,1.659215786179211,0.02595228128924236,0.2769974671885793,0.47550880908966064,0.3410444753169053,0.2152192458072028,0.11389601892395189,0.004209729057694255,0.7103871068684384,,0.004209729057694255
32.0,0.5584574818424496,0.7492404056002917,69.1456,69.1456,0.5412350858791136,0.287626395533155,0.13398690683150577,0.3289803193351012,0.1135662574756059,0.10639365768887155,0.07624641310882092,0.27630462425382474,2.5548468547810232,0.7055685443665932,0.6535431946356214,0.18703406070241763,1.6421474821459725,0.043689320388349516,0.2781858458668532,0.47267863154411316,0.33553218268875357,0.21127009445756295,0.11389601892395189,0.00504360813852663,0.868030974525027,,0.00504360813852663
33.0,0.539054561348302,0.885683150517068,71.12704,71.12704,0.5412350858791136,0.30770778786960784,0.15080590172416705,0.3425763375853803,0.1135662574756059,0.10511001564475628,0.08006313448202548,0.2667478101243004,2.74275919622074,0.7191948610685606,0.6539082958351532,0.18883403600823528,1.657951153975973,0.022565816966151276,0.2780004715868899,0.4706859290599823,0.3333527868881434,0.2098776923135614,0.11389601892395189,0.00508326298612684,0.9050614673178643,,0.00508326298612684
34.0,0.52093997726073,0.9976527635028484,73.10848,73.10848,0.5412350858791136,0.3225249446075516,0.16647197676643563,0.35576477315095145,0.1135662574756059,0.10182416942177792,0.0726759010901851,0.26557906297981493,2.8835018983817378,0.7282341037298903,0.6510496060250218,0.18486532677787298,1.6231061324567204,0.02338204592901879,0.2734375,0.471032053232193,0.3326888595726417,0.20943494902189871,0.11389601892395189,0.0064325002207301805,1.1820255077909678,,0.0064325002207301805
35.0,0.5820040209490517,1.7197205925907102,74.7776,74.7776,0.4559241291901578,0.2581200779318049,0.08566774072690393,0.30545564283119314,0.1135662574756059,0.10886803343199732,0.07680445854681953,0.23912562622583475,2.2724118759925163,0.6767682885958117,0.6527425396144779,0.18803150467173996,1.6509049784899696,0.02417674030846186,0.2760210803689065,0.46908074617385864,0.3319159641084196,0.208877437541035,0.11389601892395189,0.0071149376784484675,0.5076013337820768,0.0071149376784484675,
36.0,0.569869018885649,0.8938627582702422,76.75904,76.75904,0.5412350858791136,0.2747195661545913,0.09637192935458176,0.31823725780199663,0.1135662574756059,0.10790640879580736,0.0777632889701631,0.23700630742497214,2.4290017835391304,0.6941263007732357,0.6518669769158859,0.1867824028326336,1.6399379416180278,0.022453222453222454,0.2743629996377249,0.47430774569511414,0.33373559022550947,0.2101820324487245,0.11389601892395189,0.003961470763573381,0.7474301636684686,,0.003961470763573381
37.0,0.5521106474657085,0.9367633601430256,78.74048,78.74048,0.5412350858791136,0.29807384852874685,0.12318461024665679,0.33274047781117544,0.1135662574756059,0.10467337252536846,0.0790372758683698,0.2357479227894989,2.6360089214799043,0.7115767981762813,0.6542342552947016,0.19088205129715122,1.675932601512637,0.03955500618046971,0.2776598254305261,0.47324565052986145,0.3353671217034919,0.21120990143736182,0.11389601892395189,0.0038507797123157315,0.7437428936827928,,0.0038507797123157315
38.0,0.5305800561526501,1.099456366367997,80.72192,80.72192,0.5412350858791136,0.3126847840075,0.153213229224604,0.34472067273184326,0.1135662574756059,0.10474187571739982,0.08546931958517842,0.2841634274701634,2.7770479260293985,0.7204951435227631,0.6523851939761226,0.1899800806307076,1.66801335486148,0.044009779951100246,0.2763111163726767,0.4768129587173462,0.33959653583894805,0.214160458725837,0.11389601892395189,0.004535090656432447,0.8989337116945535,,0.004535090656432447
39.0,0.5200474889180177,1.4788324538648316,82.70336,82.70336,0.5412350858791136,0.32741165245384607,0.1750575366255441,0.35686265687799823,0.1135662574756059,0.09992548156537777,0.0653128321074066,0.263044972933986,2.9203322674726575,0.7331092131055266,0.6426578503923637,0.181557481969232,1.594063459675948,0.038273615635179156,0.2656808379544054,0.4825485050678253,0.34928357815207317,0.22123985755368175,0.11389601892395189,0.004904997564935436,1.0036080253776163,,0.004904997564935436
40.0,0.5814976240772375,1.55103385260144,86.35392,86.35392,0.9971592150692714,0.2594051168045149,0.10101053037566685,0.3066484834335045,0.1135662574756059,0.1074987674180279,0.07059257400626957,0.23147524518714524,2.2844978447919635,0.677140157434425,0.6507420064133721,0.1875577012250894,1.6467450135401243,0.05491444488658973,0.27134450982569114,0.4789624512195587,0.34821097767492853,0.22031857324741505,0.11389601892395189,0.004952496541170784,1.42020496877376,0.00713143263016742,0.004156834154107821
41.0,0.5774984497322091,1.1289031457659409,88.33536,88.33536,0.5412350858791136,0.28163343124618356,0.11895077584827407,0.3260181223423558,0.1135662574756059,0.10910632359795924,0.08863632822468487,0.2566585933595549,2.492671532590733,0.697510728171229,0.6488099430209713,0.18559378773452706,1.6295019745900654,0.05452390359541683,0.27227605766958163,0.47945013642311096,0.3502427364002867,0.22191263253088564,0.11389601892395189,0.0037263849651677354,0.7937742850044742,,0.0037263849651677354
42.0,0.5519194472738833,1.011456160338852,90.3168,90.3168,0.5412350858791136,0.30245056974744816,0.1349984504159581,0.33643923665613457,0.1135662574756059,0.10521212873314184,0.07747557728101644,0.24745581115346527,2.6845884258032044,0.711646199903426,0.6426472335561898,0.1783815676444275,1.5661791283814095,0.046215139442231074,0.26792934666950413,0.47847607731819153,0.34922548833044087,0.22122599184015349,0.11389601892395189,0.004020182979552837,0.8770021934760734,,0.004020182979552837
43.0,0.5409457456651204,1.8640562968855814,92.29824,92.29824,0.5412350858791136,0.31518896232277444,0.15221718824629002,0.3463836608075183,0.1135662574756059,0.1038793279724232,0.07677564281984334,0.2385851631383683,2.800551991450175,0.7230940619778636,0.6470178562133013,0.1825660193669872,1.602918355635293,0.0557081208316987,0.2700999565406345,0.47764042019844055,0.34727129289023834,0.21972973752126493,0.11389601892395189,0.00397495291863728,0.8949271276360378,,0.00397495291863728
44.0,0.5171708497961178,1.4000711964180388,94.27968,94.27968,0.5412350858791136,0.33398286979267144,0.15392251789678202,0.36262661292345205,0.1135662574756059,0.10178866912163129,0.07456420586009264,0.2714234357712064,2.9710174187517397,0.735499747631329,0.6428725464127669,0.1784443442992415,1.5667303035270124,0.05273514364423455,0.26676415291414246,0.4788891077041626,0.34849786710424746,0.22064842056923173,0.11389601892395189,0.004718749268802668,1.0941778933629394,,0.004718749268802668
45.0,0.5742332810870385,1.526572805771929,95.9488,95.9488,0.4559241291901578,0.26265921148599036,0.11368766297423497,0.31015214219240217,0.1135662574756059,0.1081137278238641,0.07230341477550596,0.24376842483976632,2.3112554105841068,0.6795790723363526,0.6437584749584978,0.18031530083713349,1.583157186183387,0.049900990099009904,0.2692559458869736,0.4807770848274231,0.3499318025820604,0.22169405526093552,0.11389601892395189,0.006239701957208618,0.5123507946263999,0.006239701957208618,
46.0,0.5875253326536762,2.418926505623678,97.93024,97.93024,0.5412350858791136,0.28485289916726886,0.1277344511132488,0.33010714658964524,0.1135662574756059,0.10833689879516376,0.08427135696500389,0.2616473817603935,2.515552457665028,0.701172873724624,0.6482529983526587,0.18302245306378623,1.606925815256018,0.05845674201091192,0.2727368754621316,0.47857198119163513,0.3469701539054779,0.21942034713564745,0.11389601892395189,0.00333457048588706,0.789769517374225,,0.00333457048588706
47.0,0.544744981754297,1.0180996604599615,99.91168,99.91168,0.5412350858791136,0.2993610870292392,0.11138645305304268,0.34113733707289,0.1135662574756059,0.10669075801499625,0.08223632154414628,0.26586600030447877,2.6530669320955096,0.7115605541673143,0.6538736969967004,0.1892221864663745,1.6613590909855922,0.08482142857142858,0.2775474579969452,0.4777248501777649,0.3431067461816034,0.21650866093979193,0.11389601892395189,0.0037173282930282815,0.8978067961288616,,0.0037173282930282815
48.0,0.5281008782191041,1.1947563625010047,101.89312,101.89312,0.5412350858791136,0.3205980088318862,0.17233322714079932,0.35648140718638904,0.1135662574756059,0.10232167768983204,0.07423700955776284,0.2438946038522096,2.847758332598537,0.7290617201893433,0.6506283083805892,0.18524260146208815,1.6264185808441138,0.09241877256317689,0.27529520722389444,0.48174747824668884,0.3475839410162253,0.21975755421497015,0.11389601892395189,0.00420884184732982,1.0445297472178936,,0.00420884184732982
49.0,0.5130420780121702,1.5868273392395085,103.87456,103.87456,0.5412350858791136,0.33954246449905306,0.18509971728568778,0.3700716760182512,0.1135662574756059,0.10216747262641984,0.08052393355639725,0.28976016337011534,3.021793699438497,0.7404691896388651,0.6439426381628125,0.17791511707168112,1.562083721209559,0.08566243194192377,0.2689986703487777,0.4831463396549225,0.3549856317349892,0.22527519846238694,0.11389601892395189,0.004259584817920956,1.086029703146778,,0.004259584817920956
50.0,0.5778844367614075,1.6610585907922861,107.52512,107.52512,0.9971592150692714,0.267713894290395,0.09060068939142928,0.3085381390050556,0.1135662574756059,0.1077633445538181,0.07574217392631205,0.25929207086169126,2.352071201323996,0.6830089319221684,0.6405238914203364,0.17245624084114336,1.5141551256176213,0.09536692593845113,0.2674346842213537,0.48526591062545776,0.3574693792629112,0.22713410089279018,0.11389601892395189,0.003944890925576548,1.3794002220965922,0.005623091830133157,0.003379476617752448
51.0,0.5683320095712533,1.3897635103155905,109.50656,109.50656,0.5412350858791136,0.2844527155538384,0.10392178845675341,0.3233169923769626,0.1135662574756059,0.10856882636714994,0.0902490723084308,0.24319971296484832,2.5065365764157597,0.6995086040911315,0.6242793038106311,0.15993626436519767,1.4042305067044245,0.12377485298235788,0.2549355449382493,0.48775652050971985,0.3679211828541735,0.235231803249586,0.11389601892395189,0.0032677610363817475,0.8636525229667313,,0.0032677610363817475
