round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1,fed_f1_best,fed_prevalence,fed_brier,fed_auroc,fed_auprc_lift,fed_ece,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
36.0,0.6403615717121097,1.9779937943274795,60.70272,60.70272,0.4559241291901578,0.2575351529514784,0.3030911397762946,0.32061770142752566,0.1142299704197873,0.21283529390755482,0.6938260292586926,2.2599741770501325,0.3364830613456327,0.5721954337371457,0.4053280278601845,0.08880263295298894,0.7796816235717796,0.2045002711006687,0.20465158453098786,0.5264103412628174,0.44904313340233387,0.3057214348896451,0.11389601892395189,0.004151545279064644,0.5160005665384233,0.004151545279064644,
37.0,0.6380093351863356,1.3018288271462475,62.68416,62.68416,0.5412350858791136,0.27575679505960066,0.308505527011989,0.33466903713840007,0.1142299704197873,0.21307852893811666,0.7085068876929886,2.43812433545337,0.3401322364183473,0.5653875060349026,0.39896539307970025,0.08780725119910615,0.7709422333517632,0.2045002711006687,0.2047886812987484,0.5244802832603455,0.4455232189096294,0.3024693341642257,0.11389601892395189,0.006194293462555919,0.9658137630904093,,0.006194293462555919
38.0,0.6117801558242949,1.2745908983177796,62.68416,62.68416,0.0,0.2957511595858014,0.3231840130543273,0.35050403528308627,0.1142299704197873,0.20141531020180736,0.7289673586736677,2.6289276759403313,0.32277486430586233,0.5773300845399889,0.39896539307970025,0.08780725119910615,0.7709422333517632,0.2045002711006687,0.2047886812987484,0.5244802832603455,0.4455232189096294,0.3024693341642257,0.11389601892395189,0.0,0.0,,
39.0,0.5858915448778707,0.9271812832441115,64.6656,64.6656,0.5412350858791136,0.30717737338360723,0.3279947709322991,0.36053538637630794,0.1142299704197873,0.20569515805477395,0.7401238611374086,2.739647554922609,0.331497403169879,0.5748011067775057,0.40397621346798124,0.08874085961896302,0.7791392575206258,0.2045002711006687,0.20459686906162336,0.5246029496192932,0.4493420114334339,0.3060768715870329,0.11389601892395189,0.006904453722239181,1.1187403792282566,,0.006904453722239181
40.0,0.6358435470855974,1.3588510917468368,66.33472,66.33472,0.4559241291901578,0.25898265504374496,0.29294347274396754,0.3242235042733188,0.1142299704197873,0.22235786916194727,0.6966816419763237,2.2721484416278366,0.35220793971110886,0.5571795512745504,0.4088964519135881,0.08953653107424274,0.7861252036739412,0.2045002711006687,0.20453723788864786,0.5229387283325195,0.44651838794940846,0.30309832835702344,0.11389601892395189,0.003777308295260924,0.49776199739426374,0.003777308295260924,
41.0,0.6342943146960639,1.3574786465350461,68.31616,68.31616,0.5412350858791136,0.2800994933114652,0.3019491926857006,0.33931333648785306,0.1142299704197873,0.2176011487430976,0.714458652421322,2.4721903889248433,0.34600046693108083,0.5796616250227423,0.410885050586087,0.08982735978721801,0.7886786617818093,0.2045002711006687,0.20450951154489178,0.5197098851203918,0.44783989391027396,0.30442562537137624,0.11389601892395189,0.005869716813552371,0.9915529357385822,,0.005869716813552371
42.0,0.6018473374006349,1.2039026651934812,68.31616,68.31616,0.0,0.29737742506093956,0.32120983480613025,0.35684733399119734,0.1142299704197873,0.2078103610694807,0.731135060123418,2.6453949577452622,0.33194772754754537,0.592722172079216,0.410885050586087,0.08982735978721801,0.7886786617818093,0.2045002711006687,0.20450951154489178,0.5197098851203918,0.44783989391027396,0.30442562537137624,0.11389601892395189,0.0,0.0,,
43.0,0.5834781166329365,1.267978481652848,70.2976,70.2976,0.5412350858791136,0.3174744257197038,0.3267363397739741,0.3690315434667665,0.1142299704197873,0.2044715869181591,0.7400709434753376,2.842960425017974,0.32963916755684103,0.5753075698937711,0.4153776413646796,0.0908203671267021,0.7973972047902979,0.2045002711006687,0.20451875282422052,0.5203796625137329,0.4481583933260524,0.3043874978625393,0.11389601892395189,0.006207005005601901,1.0918477333616465,,0.006207005005601901
44.0,0.6398425217620292,1.5756477099174302,71.96672,71.96672,0.4559241291901578,0.26489434309383747,0.30233222819496547,0.3255349989355742,0.1142299704197873,0.21272392573875076,0.699555780823638,2.322085742569107,0.33722487632711584,0.5813158075935073,0.4143791191379189,0.09063391376262445,0.7957601557885926,0.2045002711006687,0.2045002711006687,0.5193666219711304,0.44937805908604306,0.30567964628362654,0.11389601892395189,0.0036538553160745807,0.5099815591238439,0.0036538553160745807,
45.0,0.6359369306435628,1.5377925227475617,73.94816,73.94816,0.5412350858791136,0.2841103001232196,0.3028181224436925,0.3420635689139707,0.1142299704197873,0.2240489911828128,0.7170646618225898,2.5110229095267464,0.355748528715457,0.6066054907696042,0.4097460874448809,0.09000596516784562,0.7902468059743369,0.2045002711006687,0.20453723788864786,0.5207096934318542,0.4489481539483627,0.30525929711549643,0.11389601892395189,0.00540681638317308,0.9837837688392028,,0.00540681638317308
46.0,0.6033004965121234,1.0720125285023447,73.94816,73.94816,0.0,0.2998454788140352,0.31873993686348356,0.35657326641296233,0.1142299704197873,0.21154909932257543,0.7332845646119056,2.6660953729651764,0.33722438351946643,0.5962171706868822,0.4097460874448809,0.09000596516784562,0.7902468059743369,0.2045002711006687,0.20453723788864786,0.5207096934318542,0.4489481539483627,0.30525929711549643,0.11389601892395189,0.0,0.0,,
47.0,0.5864583178412188,1.297827383921517,75.9296,75.9296,0.5412350858791136,0.3166153629618908,0.3302186774477391,0.364411984530618,0.1142299704197873,0.19628099282946776,0.7440928885521558,2.834572754079478,0.3167504689687,0.5836488429996906,0.4050301415241831,0.08887516412920107,0.7803184428117967,0.2045002711006687,0.20451875282422052,0.5199804902076721,0.4510130272207289,0.3078736320245152,0.11389601892395189,0.005703541128530713,1.0744117501890287,,0.005703541128530713
48.0,0.6417858238009284,2.3804617916293886,77.59872,77.59872,0.4559241291901578,0.26439778594741914,0.3032368690827271,0.328964335945565,0.1142299704197873,0.207124651843673,0.701956794768398,2.3151661574117433,0.32980441957732337,0.5584724769769949,0.4007647711188323,0.08827388881686983,0.7750392827672942,0.2045002711006687,0.2045649717514124,0.5211080312728882,0.45062489503342773,0.3075915171127474,0.11389601892395189,0.003413481428544158,0.5026198886334896,0.003413481428544158,
49.0,0.6366568552995236,1.4642868422448423,79.58016,79.58016,0.5412350858791136,0.2845379788417712,0.31034519909220704,0.3423545811120906,0.1142299704197873,0.21717835249333023,0.7192418489763729,2.515637879985142,0.34748486356305186,0.584378180254608,0.3942609801051533,0.08737776375165329,0.767171360133274,0.2045002711006687,0.20462971335563795,0.5211554169654846,0.4477466099143082,0.30476244716303036,0.11389601892395189,0.005641231919937904,1.0972625880967826,,0.005641231919937904
50.0,0.6064171044735576,1.5583601012661286,79.58016,79.58016,0.0,0.3036947578883697,0.3248656669653587,0.3601784437941247,0.1142299704197873,0.19585194508947895,0.7368524622865796,2.7098674376886396,0.3141687455826763,0.5592479484070316,0.3942609801051533,0.08737776375165329,0.767171360133274,0.2045002711006687,0.20462971335563795,0.5211554169654846,0.4477466099143082,0.30476244716303036,0.11389601892395189,0.0,0.0,,
51.0,0.5900454945450615,2.4560354140098903,81.5616,81.5616,0.5412350858791136,0.3184156651899863,0.3322301123937141,0.3751702746514895,0.1142299704197873,0.20204089736029193,0.7474252023544052,2.8513733403882777,0.32549462974148974,0.5849322581300203,0.40698322524825203,0.08937030363393776,0.7846657370316877,0.2045002711006687,0.2045649717514124,0.5239607691764832,0.45204401275725103,0.30877038883293123,0.11389601892395189,0.005903228740055387,1.1947592200012878,,0.005903228740055387
52.0,0.646601469676401,2.7380652557375607,83.23072,83.23072,0.4559241291901578,0.2703470393651229,0.3037102897089957,0.3319136412644121,0.1142299704197873,0.20561183443841127,0.7040297793942375,2.366873592518002,0.3248337602060655,0.5712964060405735,0.4087429219209757,0.08946979690937473,0.7855392818348946,0.2045002711006687,0.20459271313624447,0.5255113840103149,0.4540416083030368,0.3107489165898328,0.11389601892395189,0.003082110274697114,0.4768665349110961,0.003082110274697114,
