round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_prevalence,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_auprc,fed_ece,fed_f1_best,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6386276700617162,0.9475771812115259,183.048,183.048,1.0,0.3098011833493501,0.11544029709825639,2.463837824349022,0.5751113141619282,0.701006780560339,0.2811137239871956,0.30571725483918794,0.33996844680224936,0.19433588662107176,0.6510167766592647,0.20598917072933132,1.808572175528539,0.2742988859008836,0.2768458591995773,0.509084165096283,0.30548163761810726,0.19979637330486255,0.11389601892395189,0.003229474945258999,0.5836018880763731,0.002886677912551353,0.0036040915360104034,0.0015143118107395668
51.0,0.6393779434140904,1.1463611025597242,186.70896,186.70896,1.0,0.30774722879665745,0.11544029709825639,2.496544482286311,0.5802985388644204,0.7035260275907214,0.2847731960117077,0.3191360853846441,0.34638923702870256,0.20101331398105762,0.6503931191054911,0.20468610048221086,1.7971312993729773,0.2717149220489978,0.2737001133073146,0.5045793056488037,0.3189171979816828,0.20652803267384745,0.11389601892395189,0.003289757010232316,0.6022033118188119,0.002952200006079209,0.0036666497199891912,0.0013203700553534412
52.0,0.6354125388377747,1.1470600232185357,190.36992,190.36992,1.0,0.30885144982775503,0.11544029709825639,2.527539479139135,0.5790392738772419,0.7068827216906862,0.2883510866673,0.3252745950402851,0.34426479400579324,0.20540531234150372,0.6500736602619452,0.20157902009649736,1.769851325805261,0.2706270627062706,0.27832943925233644,0.5572375059127808,0.32550607299370005,0.21175788932036993,0.11389601892395189,0.003092147800755524,0.5728881880022527,0.002704092336659407,0.003522553118976215,0.0012113846146123914
53.0,0.6387651609997336,1.2504828222906146,194.03088,194.03088,1.0,0.31110320528512764,0.11544029709825639,2.5098880222372584,0.5644391985137519,0.7056397460475552,0.2864990556817394,0.30954422236995227,0.34650139641113586,0.19654252443701667,0.6501524080716266,0.19994725248948186,1.755524507164611,0.27153465346534655,0.2741424802110818,0.5150232911109924,0.3096877912854301,0.20286502254650557,0.11389601892395189,0.003178580970578798,0.5964358770143008,0.002782741111325561,0.0036191005486985173,0.0013816452592698904
54.0,0.6383254636151678,1.2178538821580527,197.69184,197.69184,1.0,0.31144545302203386,0.11544029709825639,2.5422290293709127,0.5754511755525168,0.7082832662763145,0.29040916368530034,0.321788834173556,0.3469766737313591,0.20286637717313089,0.6502785551605378,0.20087681680328914,1.763686024332546,0.2724886661894536,0.27657466383581036,0.5403533577919006,0.3216353508047251,0.20915834590337762,0.11389601892395189,0.0032644488375648,0.620931751448552,0.002836766946915159,0.0037465968469285456,0.0011711627611502788
55.0,0.6404205573784664,1.1758166804340247,201.3528,201.3528,1.0,0.31197524237890956,0.11544029709825639,2.573690992322223,0.5790250530764117,0.7115064368167824,0.2939370298943488,0.3303894753189589,0.3490324879003094,0.20725633903165505,0.6475453347689236,0.2015065322265553,1.769214886791616,0.27313609467455624,0.2777777777777778,0.5220251679420471,0.3305957078419236,0.21380220141012005,0.11389601892395189,0.003151320277881531,0.6065536009091375,0.0027852578248924627,0.003566268925395868,0.0014016376265626525
56.0,0.6377573489101176,1.0911099981110712,205.01376,205.01376,1.0,0.3137198646159076,0.11544029709825639,2.5727030280074112,0.5859451554150519,0.7097827622222107,0.29412542178661083,0.3207017822038585,0.35019976010924836,0.20178048347183333,0.6504942676865322,0.203762676104569,1.7890236904647288,0.27251619210558475,0.27701232777374907,0.5438233017921448,0.3209383152309044,0.20838488034258082,0.11389601892395189,0.003068629013900439,0.5983702488920244,0.00267759796409957,0.003514724471438242,0.0012655203637877985
57.0,0.6376519097939071,1.4141246729994743,208.67472,208.67472,1.0,0.3082474061870146,0.11544029709825639,2.598775921531013,0.5755232705425087,0.7122873931681032,0.2963386870053782,0.33048808922443734,0.3516571549985317,0.2089901093594349,0.6514451898428352,0.202870836068461,1.7811933901211894,0.2734946539110861,0.27513929424250466,0.5422038435935974,0.33065013195652804,0.21569883739540963,0.11389601892395189,0.003102996627786513,0.6130509209979209,0.002648084430986838,0.0036241926350858316,0.001217960037889566
58.0,0.6313452302491414,1.2550560498363155,212.33568,212.33568,1.0,0.31911616083688393,0.11544029709825639,2.5827929386990687,0.568799651823898,0.7130567064050711,0.29521281970157404,0.3113843114599806,0.3532487958439329,0.19615917438763222,0.6507049478823779,0.20439441706743988,1.7945703370362187,0.27184466019417475,0.27587213545467815,0.5342410802841187,0.3111383258995305,0.2031928625968246,0.11389601892395189,0.0030862999937639247,0.6177232331301639,0.0026206831793048097,0.003627027128788904,0.0010198650605680198
59.0,0.6386233386858591,1.5007740229211337,215.99664,215.99664,1.0,0.313488117662206,0.11544029709825639,2.609913460794859,0.6029853933917169,0.7144098548460187,0.29817085332488763,0.3239684145244112,0.3548834877303918,0.20553937638698294,0.652062459725672,0.20674425587747886,1.8152017764160968,0.2748414376321353,0.2773703846648656,0.5256902575492859,0.3237938446873186,0.21297003180789975,0.11389601892395189,0.003109451746894607,0.6302393949445104,0.0025643446647502224,0.003734096255052674,0.001471136343892242
60.0,0.640570525043187,1.5931747014314628,219.6576,219.6576,1.0,0.31863999839124024,0.11544029709825639,2.602167061208761,0.5942264046146456,0.7147242903035886,0.2976165981960259,0.3111276580611105,0.355348168721801,0.19728187628206625,0.6478010423976199,0.20236650890427316,1.7767654288197097,0.27409675443968157,0.27830124266011197,0.5301551818847656,0.31059878466739804,0.2049661508807273,0.11389601892395189,0.0032520791653862,0.6682661445011036,0.0026862503107850768,0.0039104150550977905,0.0013013530683935372
