round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_auprc,fed_brier,fed_auprc_lift,fed_f1_best,fed_f1,fed_prevalence,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
39.0,0.6351566377967731,0.34103207439866706,6.850935,47.45728,0.0,0.6920576857877998,0.5347692613815372,0.25973186500978557,0.20938967315373344,2.2861616359374533,0.3198759669019589,0.2924091782736724,0.11524420946626383,0.33011054477751944,0.5800188432527797,0.13654422089849175,1.1988498122103988,0.20173127587504705,0.2320681642137878,0.4881887137889862,0.3756212840275133,0.2414764506838744,0.11389601892395189,0.0,0.0,,
40.0,0.6238159605495397,0.37370845772072525,6.850935,47.45728,0.0,0.7031186881129764,0.5322735168392444,0.2724292035821755,0.21063690823037798,2.401940632794471,0.3306432617622327,0.3067510717897138,0.11524420946626383,0.3356918317553272,0.5800188432527797,0.13654422089849175,1.1988498122103988,0.20173127587504705,0.2320681642137878,0.4881887137889862,0.3756212840275133,0.2414764506838744,0.11389601892395189,0.0,0.0,,
41.0,0.6425544812763164,0.31578773305014696,7.37793,51.10784,0.9971592150692714,0.674031035372798,0.5207677481720393,0.23662181512226055,0.2100937141927594,2.069976957061084,0.2983074435512111,0.2788693899977057,0.11524420946626383,0.33286215483059983,0.565030932641621,0.13343980100452374,1.1715931975956173,0.19526017516743946,0.22579128799749296,0.48986244201660156,0.3769690205409018,0.24269382821180085,0.11389601892395189,0.008928218444939894,0.6303142672695685,0.004896762838886742,0.014274416104167815
42.0,0.6467561275130116,0.3734477704320827,7.37793,51.10784,0.0,0.6813188071142362,0.5299178379243624,0.2460133258122009,0.21183081794801184,2.1601510866001066,0.3073733034250053,0.2851346997462621,0.11524420946626383,0.3340111528185627,0.565030932641621,0.13343980100452374,1.1715931975956173,0.19526017516743946,0.22579128799749296,0.48986244201660156,0.3769690205409018,0.24269382821180085,0.11389601892395189,0.0,0.0,,
43.0,0.6294236500065101,0.35035564891298804,7.37793,51.10784,0.0,0.6947767774426297,0.5765726220721805,0.26011022121051636,0.21940574454201064,2.2858677142513657,0.3199026409403521,0.2934911789039704,0.11524420946626383,0.344356395358835,0.565030932641621,0.13343980100452374,1.1715931975956173,0.19526017516743946,0.22579128799749296,0.48986244201660156,0.3769690205409018,0.24269382821180085,0.11389601892395189,0.0,0.0,,
44.0,0.6206505754097277,0.3884749043908312,7.37793,51.10784,0.0,0.7014471006623919,0.5716888135691124,0.2671719349260966,0.22133151795542985,2.3559708135558743,0.32402994217772424,0.30022122765472925,0.11524420946626383,0.3485194059595989,0.565030932641621,0.13343980100452374,1.1715931975956173,0.19526017516743946,0.22579128799749296,0.48986244201660156,0.3769690205409018,0.24269382821180085,0.11389601892395189,0.0,0.0,,
45.0,0.644574056082538,0.358353229443568,7.904925,54.7584,0.9971592150692714,0.6743240802520508,0.5218789422957739,0.2366552955499842,0.20992697220094686,2.070139293468904,0.2990862845323237,0.28052781093468115,0.11524420946626383,0.33178966936246423,0.592191573002997,0.14002968244312583,1.22945194894497,0.20464757992040056,0.23903669351558055,0.48898449540138245,0.37547806536517164,0.24126734942205086,0.11389601892395189,0.006588272829032653,0.4970822211544146,0.0038368086515843183,0.010336218658752748
46.0,0.6418318908609961,0.35615326445603734,7.904925,54.7584,0.0,0.6845218048790791,0.5664432898186305,0.24515466367549718,0.21861058423501586,2.1535260707407717,0.3098358127735313,0.2898189484958225,0.11524420946626383,0.3443316815752529,0.592191573002997,0.14002968244312583,1.22945194894497,0.20464757992040056,0.23903669351558055,0.48898449540138245,0.37547806536517164,0.24126734942205086,0.11389601892395189,0.0,0.0,,
47.0,0.6312879308400192,0.37016261708921505,7.904925,54.7584,0.0,0.694339451685525,0.5421834001664638,0.2570657974189832,0.21010330277113903,2.2693679867487107,0.3175108124528267,0.2929179632531317,0.11524420946626383,0.3331186222150493,0.592191573002997,0.14002968244312583,1.22945194894497,0.20464757992040056,0.23903669351558055,0.48898449540138245,0.37547806536517164,0.24126734942205086,0.11389601892395189,0.0,0.0,,
48.0,0.6192593514792978,0.3926001810154518,7.904925,54.7584,0.0,0.7025684334611563,0.5768950540020926,0.2668746397190996,0.22483404912429003,2.354160932713285,0.3269163100413067,0.29274328291235974,0.11524420946626383,0.35267754812729113,0.592191573002997,0.14002968244312583,1.22945194894497,0.20464757992040056,0.23903669351558055,0.48898449540138245,0.37547806536517164,0.24126734942205086,0.11389601892395189,0.0,0.0,,
49.0,0.6443178910597993,0.35888209478759286,8.43192,58.40896,0.9971592150692714,0.6746263816949098,0.515464955787029,0.23702877387029758,0.2072859066277839,2.0731360119765627,0.3000369186839491,0.2814113021591664,0.11524420946626383,0.328027834295842,0.607412326141778,0.1444157853198344,1.2679616608571762,0.21689082757785047,0.2468329836014611,0.48787784576416016,0.37537454973649975,0.2410140717895802,0.11389601892395189,0.005480444298879986,0.4398265209601959,0.0035412510675897754,0.008194168753091063
50.0,0.6463422823105347,0.3946969190228254,8.43192,58.40896,0.0,0.6847574039974658,0.5139937133294759,0.2505536098840043,0.20014887750698335,2.199607716791634,0.3113128667043705,0.29238223988949524,0.11524420946626383,0.3146516805081389,0.607412326141778,0.1444157853198344,1.2679616608571762,0.21689082757785047,0.2468329836014611,0.48787784576416016,0.37537454973649975,0.2410140717895802,0.11389601892395189,0.0,0.0,,
51.0,0.6358824214770444,0.4177879353694681,8.43192,58.40896,0.0,0.6912615804278722,0.5138459495491042,0.2574035932550873,0.1981454653265512,2.2647567289747466,0.3161088743214991,0.2947832454652146,0.11524420946626383,0.312009761969874,0.607412326141778,0.1444157853198344,1.2679616608571762,0.21689082757785047,0.2468329836014611,0.48787784576416016,0.37537454973649975,0.2410140717895802,0.11389601892395189,0.0,0.0,,
52.0,0.621594157520914,0.3688188226791156,8.43192,58.40896,0.0,0.7008194169070244,0.5121245449755907,0.2662585613269355,0.19452673542241725,2.352882578207519,0.32678544759722966,0.29848849365674707,0.11524420946626383,0.3046129207483897,0.607412326141778,0.1444157853198344,1.2679616608571762,0.21689082757785047,0.2468329836014611,0.48787784576416016,0.37537454973649975,0.2410140717895802,0.11389601892395189,0.0,0.0,,
53.0,0.6477718198541075,0.379240687283465,8.958915,62.05952,0.9971592150692714,0.674911727376648,0.512861420825304,0.23702983630915372,0.20656583600430223,2.0720212375262985,0.30032911049622046,0.28149352471879274,0.11524420946626383,0.32760773337125404,0.604154764557477,0.1424274654377207,1.2505043352991925,0.21233644859813083,0.2450246775991084,0.4894367456436157,0.3754795146814032,0.2411315579179256,0.11389601892395189,0.005918364481089082,0.5004165237478446,0.0033875642983712526,0.009586387474055392
54.0,0.6430831008691047,0.33993333240504175,8.958915,62.05952,0.0,0.6856489370371945,0.5463598006126383,0.2485768628713926,0.2146262341528418,2.1785344471930026,0.31318507215116775,0.2907169145360788,0.11524420946626383,0.3396821741839122,0.604154764557477,0.1424274654377207,1.2505043352991925,0.21233644859813083,0.2450246775991084,0.4894367456436157,0.3754795146814032,0.2411315579179256,0.11389601892395189,0.0,0.0,,
55.0,0.6335038371147271,0.3641961693053542,8.958915,62.05952,0.0,0.6952195425257994,0.5805757720237231,0.26047583433493554,0.22529904655744243,2.2931699092373483,0.32041751455050566,0.29179918002301836,0.11524420946626383,0.35359798354628486,0.604154764557477,0.1424274654377207,1.2505043352991925,0.21233644859813083,0.2450246775991084,0.4894367456436157,0.3754795146814032,0.2411315579179256,0.11389601892395189,0.0,0.0,,
56.0,0.625204366651684,0.3962397590830644,8.958915,62.05952,0.0,0.7023717509396011,0.5991443359487187,0.2701603235636328,0.21994421708601672,2.3795533629847836,0.3273165964066209,0.3018201434646898,0.11524420946626383,0.34291571155174055,0.604154764557477,0.1424274654377207,1.2505043352991925,0.21233644859813083,0.2450246775991084,0.4894367456436157,0.3754795146814032,0.2411315579179256,0.11389601892395189,0.0,0.0,,
57.0,0.646776728942624,0.36805219803698014,9.48591,65.71008,0.9971592150692714,0.6749602071472846,0.5224580954692786,0.23664863130745917,0.20694054522074404,2.0675339784411864,0.30137813333833796,0.28109942984058484,0.11524420946626383,0.32775102509091875,0.606518177705156,0.14453201491703108,1.2689821495300444,0.20956123117223313,0.24586217273547997,0.4855535626411438,0.372997480648274,0.23914847431591646,0.11389601892395189,0.004929363408253365,0.4403857404831797,0.0027639045702306264,0.008165079879129875
58.0,0.6396778606052226,0.3660395511759164,9.48591,65.71008,0.0,0.6847967249841461,0.5149029025738573,0.25040514703696504,0.20587881624912577,2.19254006590064,0.31072298846489305,0.2915818460252768,0.11524420946626383,0.3250460431037409,0.606518177705156,0.14453201491703108,1.2689821495300444,0.20956123117223313,0.24586217273547997,0.4855535626411438,0.372997480648274,0.23914847431591646,0.11389601892395189,0.0,0.0,,
59.0,0.634332090327122,0.4040829482212237,9.48591,65.71008,0.0,0.6933089834335031,0.5791046095923835,0.26045334307137935,0.2152741576223187,2.2949959489951137,0.3197645107251825,0.29394940147993814,0.11524420946626383,0.34016624306003146,0.606518177705156,0.14453201491703108,1.2689821495300444,0.20956123117223313,0.24586217273547997,0.4855535626411438,0.372997480648274,0.23914847431591646,0.11389601892395189,0.0,0.0,,
60.0,0.6207560749029286,0.3961638012646053,9.48591,65.71008,0.0,0.7030902817187198,0.5294601958796517,0.2714915895738404,0.21461198190866163,2.39496927471374,0.3289083438233973,0.29858126757570846,0.11524420946626383,0.3414546446168391,0.606518177705156,0.14453201491703108,1.2689821495300444,0.20956123117223313,0.24586217273547997,0.4855535626411438,0.372997480648274,0.23914847431591646,0.11389601892395189,0.0,0.0,,
