round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_brier,fed_f1_best,fed_prevalence,fed_auprc,fed_auprc_lift,fed_f1,fed_ece,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.688286834117783,0.1112608586039947,3.66096,3.66096,1.0,0.4988295476213337,0.22986934791787192,0.28476162212226214,0.11378941406004157,0.2099411810862596,1.8370937198538175,0.2672078378777693,0.3643508358324023,0.6537491625825493,0.6553180008482425,0.2081837115323879,1.8278401080145892,0.2747265670939668,0.2785251619332337,0.5043978095054626,0.3641393123329288,0.22990969211518206,0.11389601892395189,0.0251229519756311,2.733107369956997,0.022470329306899954,0.027022672472689212,0.010561606136449493
2.0,0.6556821515296304,0.24371838487054354,7.32192,7.32192,1.0,0.5077893980214592,0.22019720311130142,0.28909577560233424,0.11378941406004157,0.21676442398495188,1.8991749167775034,0.2717454448945924,0.34915292846360496,0.6605558413968603,0.6607071746570949,0.21578400233896303,1.8945701911059905,0.2808016127119649,0.2835058661145618,0.5228760242462158,0.3488437033298362,0.2202427421677829,0.11389601892395189,0.017097320146585833,1.991999125577422,0.017544560395775236,0.016908792798439567,0.005942992133024762
3.0,0.6441156838795555,0.3372701835965366,10.98288,10.98288,1.0,0.5413115059922796,0.22752881586787183,0.2916585024263505,0.11378941406004157,0.22048980502396948,1.9360943965835826,0.2723003410298734,0.35823405123869595,0.6630875645801025,0.6621064636252384,0.22059400008756752,1.9368016737692793,0.27378964941569284,0.2828096118299445,0.5401672124862671,0.3574622367206424,0.2274058392460446,0.11389601892395189,0.011458119713775803,1.4321670040917525,0.012181317214588613,0.011026446463120308,0.0043949725756543484
4.0,0.6423481980755085,0.3984886925299903,14.64384,14.64384,1.0,0.5379977807223485,0.22753067916948228,0.2971966429560365,0.11378941406004157,0.2232497743507658,1.9622483140761418,0.2735767029531947,0.35802364013341187,0.6665354822755214,0.6621446014090826,0.2217766192500541,1.9471849968534356,0.26871287128712873,0.2866120218579235,0.5436444282531738,0.35734048089171594,0.2277584124263122,0.11389601892395189,0.010567446477943504,1.402223379292991,0.01106397714205737,0.010264506113330723,0.004324121462438381
5.0,0.6544517713316047,0.7620283442639919,18.3048,18.3048,1.0,0.5408677467522445,0.20133369843730126,0.2986430536049977,0.11378941406004157,0.22536727342632465,1.9803000834093507,0.280302240321562,0.316169155985389,0.667585033223624,0.6638107670179726,0.22272691179020393,1.955528506566311,0.28298086606243705,0.288024536456155,0.5201249718666077,0.3153909635481425,0.2017163390218435,0.11389601892395189,0.009365542070793964,1.3223192208351975,0.009059306657321279,0.009626464997487039,0.005569154703898466
6.0,0.6464963349218933,0.4731077585184057,21.96576,21.96576,1.0,0.5185548112652617,0.2090306310640757,0.300248747655365,0.11378941406004157,0.22762155088209715,1.998952356216034,0.28121766466583165,0.3319297498669407,0.6693007157509806,0.6637248032735394,0.22353945726627217,1.962662605578242,0.2831038798498123,0.2865138592750533,0.508572518825531,0.3312599880274819,0.20946523960657648,0.11389601892395189,0.00832028918496859,1.248217361915522,0.00827417806908025,0.008384425120610535,0.004500638083630656
7.0,0.6440980836123927,0.358440789191259,25.62672,25.62672,1.0,0.5564171855888131,0.2249196304507557,0.303005601939563,0.11378941406004157,0.2301713281225135,2.0206979376595933,0.274502972917333,0.3539493222377383,0.6716971747187356,0.6647214932803459,0.22461747959944564,1.9721275749718892,0.27465457230249973,0.28445367246301584,0.5368325114250183,0.35334831485511176,0.22545339420001625,0.11389601892395189,0.0075686037354398585,1.2081883915252547,0.007196840135135685,0.00790078187521026,0.004235332463934562
8.0,0.6422940901429925,0.4683145576764217,29.28768,29.28768,1.0,0.5120223174236803,0.21125111527017199,0.3035811265456159,0.11378941406004157,0.23402512270732045,2.0527018145909013,0.2821349306395531,0.3360204685138737,0.673972152003436,0.664723727082756,0.22446984961944988,1.970831392880623,0.2790642441515259,0.2857142857142857,0.5243977904319763,0.3352711722790982,0.21208118000012938,0.11389601892395189,0.007672198778661448,1.3031268721279048,0.00697597146569137,0.008301717927130409,0.004047243272689638
9.0,0.6419088589224842,0.4431389483715214,32.94864,32.94864,1.0,0.5342150085582648,0.21557625756336857,0.3024417479310848,0.11378941406004157,0.23683496292300873,2.0802736018079684,0.28361124265504006,0.3421261017815389,0.6762933095304938,0.6643177397694485,0.22419140750928715,1.9683866883791543,0.27849877236057524,0.2845029239766082,0.5397626161575317,0.34181363965305966,0.21674338951417932,0.11389601892395189,0.007371967618237729,1.3296580535316025,0.0064256934408216835,0.008248044073990992,0.004153494845716482
10.0,0.63934596511651,0.5681737521098362,36.6096,36.6096,1.0,0.5399701138602547,0.2204900841559343,0.3047180878201732,0.11378941406004157,0.24098904605743995,2.115422812290043,0.28589996239682863,0.3510976776127114,0.6778183830567173,0.6637200470313294,0.22432729330367507,1.9695797572473352,0.2749972256131395,0.2851936218678815,0.5469710826873779,0.3509723252794799,0.22189670079761803,0.11389601892395189,0.007710142468765915,1.4811116014370782,0.006362789813943486,0.008988344610672239,0.004859413906053908
