round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_prevalence,fed_auroc,fed_auprc,fed_auprc_lift,fed_brier,fed_f1_best_threshold,fed_ece,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
42.0,0.6491973730679717,0.37139871119572754,7.37793,51.10784,0.0,0.300304128409592,0.11341893252769385,0.6684684626008659,0.23270796689295506,2.0869083477091017,0.20958240261808836,0.5404112112519874,0.33197750632012457,0.2830608262550516,0.6688331203524046,0.22330421379602866,1.9605971824627897,0.22620016273393004,0.283872700416275,0.48675745725631714,0.3684188317395197,0.23529973241584715,0.11389601892395189,0.0,0.0,,
43.0,0.6393573433388917,0.4611830057190093,7.37793,51.10784,0.0,0.31238320725297597,0.11341893252769385,0.6807810967599597,0.24576871833547456,2.2075765344928913,0.21203423303828692,0.5778716166521548,0.3348555490398012,0.2892362173769914,0.6688331203524046,0.22330421379602866,1.9605971824627897,0.22620016273393004,0.283872700416275,0.48675745725631714,0.3684188317395197,0.23529973241584715,0.11389601892395189,0.0,0.0,,
44.0,0.628116837546828,0.44369654737607434,7.37793,51.10784,0.0,0.31630873369203016,0.11341893252769385,0.6860294592744053,0.25132177831130204,2.2618571827362484,0.221247216230187,0.5626303591471905,0.346945372398395,0.28737544807179166,0.6688331203524046,0.22330421379602866,1.9605971824627897,0.22620016273393004,0.283872700416275,0.48675745725631714,0.3684188317395197,0.23529973241584715,0.11389601892395189,0.0,0.0,,
45.0,0.6486998650937943,0.4127180286765967,7.904925,54.7584,0.9971592150692714,0.29025068905592255,0.11341893252769385,0.6576596186948551,0.21862967333854863,1.953840696004512,0.208837493552733,0.4967142381543088,0.331508269767518,0.27237242086625535,0.6685415338411779,0.22272361583505287,1.9554995682839882,0.24248447204968945,0.28238557558945904,0.4885757863521576,0.3707376422072832,0.23694143202106263,0.11389601892395189,0.00641390899022633,0.48587962685269304,0.0037538694449058903,0.01030442016052704
46.0,0.6468495481782698,0.37179899535966693,7.904925,54.7584,0.0,0.29997125801645874,0.11341893252769385,0.6710094289378559,0.23403672427050504,2.0934864697205073,0.21837695068999952,0.5667063421668244,0.34539613966414584,0.2766812048215062,0.6685415338411779,0.22272361583505287,1.9554995682839882,0.24248447204968945,0.28238557558945904,0.4885757863521576,0.3707376422072832,0.23694143202106263,0.11389601892395189,0.0,0.0,,
47.0,0.6349262543799351,0.36373479713515844,7.904925,54.7584,0.0,0.3115158375041239,0.11341893252769385,0.6807327131811052,0.2467445900426592,2.2132590140052524,0.2210886499039449,0.5820401531586954,0.34889687618689963,0.2792488352311698,0.6685415338411779,0.22272361583505287,1.9554995682839882,0.24248447204968945,0.28238557558945904,0.4885757863521576,0.3707376422072832,0.23694143202106263,0.11389601892395189,0.0,0.0,,
48.0,0.6217052691125071,0.4386215538757729,7.904925,54.7584,0.0,0.3170598537692405,0.11341893252769385,0.6888177342372171,0.25474114812200077,2.2885297208036484,0.22244805465931816,0.5751835326462504,0.3520379593168654,0.2905016839990192,0.6685415338411779,0.22272361583505287,1.9554995682839882,0.24248447204968945,0.28238557558945904,0.4885757863521576,0.3707376422072832,0.23694143202106263,0.11389601892395189,0.0,0.0,,
49.0,0.6496381627275986,0.40752695548781803,8.43192,58.40896,0.9971592150692714,0.28978309965027454,0.11341893252769385,0.6580197018320433,0.21927988935520992,1.9606323513177972,0.20444265655898486,0.49418991001478557,0.323953465220011,0.2710377506528954,0.6690390192071366,0.22352067091163028,1.9624976625466999,0.2468464011872372,0.2827720567770665,0.48766762018203735,0.37063383050681037,0.23695565089639953,0.11389601892395189,0.006163351589335316,0.4948462750762701,0.003650226465744619,0.009931425175971351
50.0,0.6471776893113944,0.4135305223428425,8.43192,58.40896,0.0,0.30138546950336265,0.11341893252769385,0.671733117281192,0.23394009035283736,2.092079190584361,0.22476504251689605,0.5507187201263531,0.3535717040082779,0.27497795316771817,0.6690390192071366,0.22352067091163028,1.9624976625466999,0.2468464011872372,0.2827720567770665,0.48766762018203735,0.37063383050681037,0.23695565089639953,0.11389601892395189,0.0,0.0,,
51.0,0.6322037100035407,0.3679928639962258,8.43192,58.40896,0.0,0.3109465468280954,0.11341893252769385,0.6825752358754835,0.24729756035708894,2.2195622011503193,0.2076206460994751,0.5501733900902254,0.32915754691619814,0.28899471334370025,0.6690390192071366,0.22352067091163028,1.9624976625466999,0.2468464011872372,0.2827720567770665,0.48766762018203735,0.37063383050681037,0.23695565089639953,0.11389601892395189,0.0,0.0,,
52.0,0.6236704637431041,0.5217569187858063,8.43192,58.40896,0.0,0.32034372255511506,0.11341893252769385,0.689858971531007,0.2560133581567505,2.300613194023045,0.21680264635560212,0.5716335940487075,0.3418130022227438,0.28788256989671396,0.6690390192071366,0.22352067091163028,1.9624976625466999,0.2468464011872372,0.2827720567770665,0.48766762018203735,0.37063383050681037,0.23695565089639953,0.11389601892395189,0.0,0.0,,
53.0,0.6519874268314,0.45783166501045613,8.958915,62.05952,0.9971592150692714,0.29051378677262685,0.11341893252769385,0.6591403529932842,0.22013716908238243,1.9682350440679277,0.21207141313008693,0.4982498324976077,0.3364151384918749,0.27119408522556826,0.6695509489920506,0.22435731221971447,1.9698433214730475,0.2521924626688789,0.2829590488771466,0.4877896308898926,0.3709960067342383,0.2371418684926135,0.11389601892395189,0.00560457485108959,0.474591222446179,0.0032808212801027333,0.009201381534472322
54.0,0.649182884771848,0.4283017607410421,8.958915,62.05952,0.0,0.3053401197086976,0.11341893252769385,0.6746531462681086,0.23487632382028606,2.1033975324071523,0.23117742370269892,0.5735382017119594,0.36426542352177843,0.2767934999181433,0.6695509489920506,0.22435731221971447,1.9698433214730475,0.2521924626688789,0.2829590488771466,0.4877896308898926,0.3709960067342383,0.2371418684926135,0.11389601892395189,0.0,0.0,,
55.0,0.6373128124135138,0.43445390397392003,8.958915,62.05952,0.0,0.31375084283595217,0.11341893252769385,0.681290308869894,0.2462618400391272,2.229759839252011,0.21168437182052707,0.5808012695853623,0.33445335759393024,0.28700019333005045,0.6695509489920506,0.22435731221971447,1.9698433214730475,0.2521924626688789,0.2829590488771466,0.4877896308898926,0.3709960067342383,0.2371418684926135,0.11389601892395189,0.0,0.0,,
56.0,0.6259021615951278,0.45843276023155755,8.958915,62.05952,0.0,0.3200902514332861,0.11341893252769385,0.690205112102216,0.25756949678922114,2.3610934452025076,0.20919712992545622,0.5580453218916602,0.3311867299351338,0.2917361444996673,0.6695509489920506,0.22435731221971447,1.9698433214730475,0.2521924626688789,0.2829590488771466,0.4877896308898926,0.3709960067342383,0.2371418684926135,0.11389601892395189,0.0,0.0,,
57.0,0.6489447987165939,0.4412218033036668,9.48591,65.71008,0.9971592150692714,0.29097913941129583,0.11341893252769385,0.6592915844242737,0.22037159619069485,1.9710610174796368,0.21431522721723423,0.5038306012051883,0.34023769873814347,0.27266690113547437,0.6694829435130604,0.22450330154127282,1.9711250986847324,0.26033690658499237,0.28286369151948226,0.48867371678352356,0.37168516381330835,0.2375076074420959,0.11389601892395189,0.005839153283988279,0.5204480477259494,0.0034610669696535866,0.009627567942318237
58.0,0.6507528541819096,0.4000371207688711,9.48591,65.71008,0.0,0.304261125548108,0.11341893252769385,0.6721083702047337,0.23516665405635973,2.1078167850790273,0.215658959985668,0.5414518628209408,0.3427407584492631,0.28248997954149596,0.6694829435130604,0.22450330154127282,1.9711250986847324,0.26033690658499237,0.28286369151948226,0.48867371678352356,0.37168516381330835,0.2375076074420959,0.11389601892395189,0.0,0.0,,
59.0,0.6360944961077093,0.38365200297479174,9.48591,65.71008,0.0,0.3106918404100476,0.11341893252769385,0.6792349428104817,0.24718625765760213,2.217797686708256,0.1955061815278202,0.5353691170305345,0.30941786415254074,0.29123736566597846,0.6694829435130604,0.22450330154127282,1.9711250986847324,0.26033690658499237,0.28286369151948226,0.48867371678352356,0.37168516381330835,0.2375076074420959,0.11389601892395189,0.0,0.0,,
60.0,0.6263028661245034,0.4634925400766722,9.48591,65.71008,0.0,0.3186485114706757,0.11341893252769385,0.6881556002159923,0.258445011096007,2.3230824851934653,0.21618781477288784,0.564606242872257,0.3443478221131895,0.29101282737713396,0.6694829435130604,0.22450330154127282,1.9711250986847324,0.26033690658499237,0.28286369151948226,0.48867371678352356,0.37168516381330835,0.2375076074420959,0.11389601892395189,0.0,0.0,,
