round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best_threshold,fed_brier,fed_auprc_lift,fed_auroc,fed_prevalence,fed_auprc,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6875467079721033,0.09552419888810437,3.66096,3.66096,1.0,0.25694811146830004,0.47359790906844595,0.21217227984001144,1.862936776398637,0.6494931699248224,0.11208307111390808,0.20724172830365192,0.3408108685097655,0.27909675244842835,0.6493692344367599,0.19863849174652437,1.7440336688076414,0.2582591642781717,0.2705530642750374,0.48242273926734924,0.3389635356258894,0.21259946609409966,0.11389601892395189,0.024519065238211304,2.637062708020494,0.02166015893195046,0.026598338799717524,0.009006313474238399
2.0,0.6597553796557222,0.23587911143520945,7.32192,7.32192,1.0,0.2645566956287638,0.5191861902677163,0.2261955416104629,1.9325797021704176,0.6568584645845841,0.11208307111390808,0.2140273824306047,0.35932551135125596,0.2908710721819679,0.658221492201093,0.20538857052535445,1.8032989428936224,0.27487244897959184,0.2766434821628898,0.5065625309944153,0.3576466062479443,0.22650002354969484,0.11389601892395189,0.01648597409424946,1.8963845506286816,0.016121700781726027,0.016850920292519157,0.0053276144869917694
3.0,0.6487243884006472,0.296459886129736,10.98288,10.98288,1.0,0.274993958631082,0.4867272882096942,0.20112317374129193,1.9849363270062719,0.6599431735100654,0.11208307111390808,0.21938388063550224,0.3215649751755258,0.2944698772344039,0.6600301693839661,0.20816825301597197,1.827704383196795,0.2685025817555938,0.2764338444065872,0.4679378569126129,0.3197751450901021,0.20164647573032174,0.11389601892395189,0.012493931209835458,1.534725884315776,0.01281530706059399,0.0123617059560699,0.004243005521439739
4.0,0.6455650315763141,0.3716190212406727,14.64384,14.64384,1.0,0.2790747610831856,0.5070033255802752,0.20843904072363204,2.003863580562088,0.6628234122332995,0.11208307111390808,0.22149072804949643,0.3324814132975661,0.29841586948378307,0.6611066362554966,0.210436059651038,1.8476155851553133,0.2727732793522267,0.27771679473106475,0.4788697361946106,0.3305713460498082,0.20879983317057405,0.11389601892395189,0.009992997097214691,1.3096958928917957,0.010144452961506765,0.009934801672288805,0.00495249729131745
5.0,0.6486479119713676,0.3235235218450062,18.3048,18.3048,1.0,0.277987806892731,0.5261428092957443,0.21871071067116457,2.016959739358243,0.6639610062428833,0.11208307111390808,0.22335639688860576,0.3478186959493378,0.29809111979652264,0.6608494854398499,0.21136818705716195,1.8557996061152235,0.27323062108810786,0.27551710152764636,0.5206407904624939,0.3457086169662397,0.2191841320152067,0.11389601892395189,0.00937994776571549,1.3016219979217567,0.009400000941202611,0.009412962000596211,0.003969068634741231
6.0,0.6464026047646672,0.32005478974007506,21.96576,21.96576,1.0,0.2798289795857271,0.5349074715147083,0.21672153948930814,2.035607417927291,0.6675154457725975,0.11208307111390808,0.22590510267702277,0.3436115176751599,0.2961867303694216,0.6605369664431173,0.2120118667186211,1.8614510737217334,0.2730187814933578,0.2765388046387154,0.5201000571250916,0.341470108728379,0.21735491627604242,0.11389601892395189,0.008195547678331156,1.2078598165644507,0.00810280952231009,0.008296760969552803,0.004697835108579755
7.0,0.6473571517757635,0.40927017789323195,25.62672,25.62672,1.0,0.28043412760652103,0.5293820717561312,0.21483709687093652,2.0512091176074088,0.6705507912723734,0.11208307111390808,0.22764454664825506,0.3416041171329437,0.2983942180183456,0.6606636155100982,0.21267990622729913,1.8673164192798084,0.2751201647974365,0.2766658817989169,0.5054802894592285,0.3395652074056133,0.21568462161307994,0.11389601892395189,0.008064263045498619,1.259887315254673,0.007586622452604523,0.008481965732546991,0.004168916951568997
8.0,0.6432088697316878,0.41514279554105415,29.28768,29.28768,1.0,0.28504505072182246,0.526095408581952,0.20718384676292487,2.087682805911671,0.6724786922103888,0.11208307111390808,0.2312824667677011,0.33036410908998365,0.30238720361232974,0.6596456165342338,0.211650397094748,1.8582773927863667,0.275,0.2764509057343948,0.49160367250442505,0.3281520229667115,0.20842082633525927,0.11389601892395189,0.007735019266155608,1.2855967959403642,0.006987100826893939,0.00838964851574995,0.004541474969471378
9.0,0.6380614078580382,0.40118808607038375,32.94864,32.94864,1.0,0.2868820184947341,0.5114914429889225,0.20623935340474017,2.0949916004265225,0.6737614155010602,0.11208307111390808,0.23281461264623546,0.32854234319932807,0.3033506020520331,0.6585929308737546,0.21092336181325116,1.8518940679927032,0.27119929230380385,0.2741353208338186,0.483601838350296,0.3262622679228289,0.20764969704139055,0.11389601892395189,0.008130430614136262,1.440765074770752,0.006783969950671038,0.00932904868024368,0.004839831597927095
10.0,0.6412633450757925,0.48639319274744375,36.6096,36.6096,1.0,0.28849591961243976,0.530193644730155,0.20734913632537294,2.1131035829193014,0.6755548454341034,0.11208307111390808,0.23537633183705287,0.33042253914533576,0.30721351934693264,0.6589821144711794,0.21054116796143504,1.8485384296180967,0.27221314565791127,0.27619391314808134,0.49094608426094055,0.3279343012879153,0.20906403497421774,0.11389601892395189,0.007360067845774769,1.3963550592816318,0.0064476653250975235,0.008203023911640132,0.00414843811941334
