round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_f1,fed_auroc,fed_f1_best_threshold,fed_auprc_lift,fed_prevalence,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6457593281330407,0.38455194029144113,6.2128,24.82176,0.5412350858791136,0.23642015153701343,0.30980456233956966,0.2880465370185256,0.6906013483057525,0.529652279885565,2.1997022085174147,0.10978910922253697,0.214112494266705,0.3439959193283483,0.5360011016410717,0.18252223803276066,1.6025339582293068,0.2042250307980107,0.25527091362502835,0.525037407875061,0.40139356080788224,0.26081810211705825,0.11389601892395189,0.007536394865266948,0.7511395639739931,,0.007536394865266948
12.0,0.6334478998027149,0.4635361575195958,6.7088,26.8032,0.5412350858791136,0.24610008523063107,0.3218821786608842,0.29004037108130076,0.699790933388335,0.5585035148641018,2.297847956663079,0.10978910922253697,0.21568829376738632,0.3470121138752313,0.5550833210808852,0.18784918852841515,1.649304254030526,0.20535879844242536,0.2567416982393581,0.5268257260322571,0.4012831526695617,0.26054751758919875,0.11389601892395189,0.007337989484323844,0.7583358907140791,,0.007337989484323844
13.0,0.6146221800784156,0.48849788950135736,7.2048,28.78464,0.5412350858791136,0.25711630945269504,0.3258726953766547,0.29707771580638526,0.7099640947591385,0.5695755595694858,2.4092298281882676,0.10978910922253697,0.21467001049933832,0.34648517006606583,0.5397457952936444,0.18071719363646113,1.5866857800984737,0.20470866284883193,0.23755458515283842,0.5341482162475586,0.40547001895075857,0.2640746316456421,0.11389601892395189,0.00800914957388177,0.8642892597708851,,0.00800914957388177
14.0,0.601988635303027,0.6387821409207265,7.7008,30.76608,0.5412350858791136,0.26851034680863706,0.33086314765088487,0.3001275740851923,0.7147477447748419,0.5815454167148246,2.54299585923432,0.10978910922253697,0.20069728046903662,0.3220657114395658,0.5554512584565108,0.18725884056557923,1.6441210354385742,0.2051633538953621,0.2524841915085818,0.5353288650512695,0.40507403234031775,0.2634367581250227,0.11389601892395189,0.008621899486666069,0.9754009851021692,,0.008621899486666069
15.0,0.6453835135447037,0.6540994470976855,8.1184,32.4352,0.4559241291901578,0.228794776262615,0.3011581023190826,0.28059460706483824,0.682023991838037,0.5426146959166576,2.123110591360454,0.10978910922253697,0.21355172823929683,0.341742850526778,0.5281156159905918,0.1782149935541741,1.5647166181740544,0.2045340965880696,0.2358974358974359,0.5328575372695923,0.4041931908094888,0.2630949349690051,0.11389601892395189,0.011734890690768341,0.6292130090296268,0.011734890690768341,
16.0,0.6410791996501659,0.5515750741952793,8.6144,34.41664,0.5412350858791136,0.2399390922566932,0.3135048260814809,0.2864097451165426,0.6940839967534175,0.5700700304644792,2.236433495517198,0.10978910922253697,0.2182241707523856,0.34951881797744444,0.5280102633432171,0.17780831550098752,1.561146010026125,0.20422247446083996,0.2317369234164644,0.5338563323020935,0.4054238869926219,0.2640360273970561,0.11389601892395189,0.00575767662849063,0.679812612128444,,0.00575767662849063
17.0,0.6225639029866532,0.5537251277002971,9.1104,36.39808,0.5412350858791136,0.2534424976445601,0.32505543841145434,0.2992524953565643,0.704969871973884,0.549351980600261,2.369253960872837,0.10978910922253697,0.21152461141360313,0.3427874431529996,0.5313515674189929,0.18144001363864126,1.593032095000514,0.2033402528779015,0.2478298611111111,0.5223345160484314,0.3992181025136848,0.2590353564974678,0.11389601892395189,0.006325573627297555,0.7723633467685431,,0.006325573627297555
18.0,0.6076419213201307,0.6103969684569065,9.6064,38.37952,0.5412350858791136,0.26371326776703413,0.3340063574516061,0.2986576302231688,0.7141059360444718,0.5804402264683436,2.472748910466273,0.10978910922253697,0.2120608792911293,0.3419152578045249,0.5328858006417188,0.1790888962207663,1.5723894295229366,0.20169651272384542,0.23534905440112072,0.5281293988227844,0.39955533170587276,0.25940682225402384,0.11389601892395189,0.006791585764489279,0.8624414938967675,,0.006791585764489279
19.0,0.5941153897233935,0.7932829598835275,10.1024,40.36096,0.5412350858791136,0.27851036099634746,0.3520846217125582,0.3127953149917562,0.7213024589860481,0.557451655825692,2.60914105328794,0.10978910922253697,0.19750374954057995,0.3204715331138673,0.5102077993437037,0.16579067738779604,1.455631890860857,0.20450009072763564,0.2047008740546171,0.4990026354789734,0.40563843633989494,0.26467398025695293,0.11389601892395189,0.008053921644853914,1.070742032607086,,0.008053921644853914
20.0,0.6464659992567883,0.8642183919268606,11.016,44.01152,0.9971592150692714,0.22784247569512697,0.3024416003860451,0.27088455359772146,0.6812334787439739,0.571315370387989,2.099985290699064,0.10978910922253697,0.22196794865275674,0.3539541521653425,0.5180007202381344,0.16529280089163037,1.4512605660255429,0.20443238353686116,0.2047601744186047,0.5015595555305481,0.4055935007689841,0.26466947281921616,0.11389601892395189,0.007244718798478273,1.4222678927471861,0.010427738332729242,0.005913207732622131
21.0,0.6439556418893254,0.5876233928872768,11.512,45.99296,0.5412350858791136,0.2413314669793786,0.31390598029829525,0.2872604374670254,0.6961544625600918,0.5378618270055581,2.2340685779123626,0.10978910922253697,0.22365857779470458,0.3598881930778865,0.5456960927382397,0.182939254868246,1.6061953402462128,0.20451563277679743,0.2394274560832791,0.534729540348053,0.40542615376755237,0.2638807736352153,0.11389601892395189,0.004969442480866041,0.7004360273713246,,0.004969442480866041
22.0,0.6261445379746805,0.6478742218060913,12.008,47.9744,0.5412350858791136,0.25390713383283975,0.32492507619311,0.29872729053892316,0.7071063165595592,0.5704280553184519,2.3649321076837255,0.10978910922253697,0.20893647056161518,0.3382046755699943,0.5390889569894648,0.17885161377425107,1.5703061043219595,0.20446735395189003,0.22870264064293913,0.5427355170249939,0.4088752698832917,0.26677828554303445,0.11389601892395189,0.005735604659286201,0.8308270232519135,,0.005735604659286201
23.0,0.6080468420080003,0.7244852296343548,12.504,49.95584,0.5412350858791136,0.26908715618964574,0.33507617208266416,0.2977428897837586,0.7170484902702358,0.5826955801892063,2.517825228998683,0.10978910922253697,0.21854244103539916,0.3531917487022836,0.5364409724740827,0.17277131703036278,1.5169214750668483,0.20450951154489178,0.21248799231508164,0.542678713798523,0.41275427974016193,0.27014129089453964,0.11389601892395189,0.006461737809570018,0.9694794514216483,,0.006461737809570018
24.0,0.5903443040200559,0.7635547773934317,13.0,51.93728,0.5412350858791136,0.2818447263496163,0.34651023739097925,0.30956015027352574,0.7255980044760119,0.5553238805056292,2.6476114271488513,0.10978910922253697,0.2076735630667515,0.3356627751952627,0.549817859767306,0.18144962944877002,1.5931165212185645,0.2044468546637744,0.23312043795620438,0.5467511415481567,0.41187699089245167,0.2691008095598524,0.11389601892395189,0.00744391758896483,1.1633874364197254,,0.00744391758896483
25.0,0.6468259112294037,0.9455100068044808,13.4176,53.6064,0.4559241291901578,0.23296019585987182,0.30376540511151406,0.27975133733330915,0.6851718199934796,0.5599001033053971,2.1490464344505265,0.10978910922253697,0.21848481639628983,0.3502778214297843,0.5541537078936403,0.18426923026670436,1.6178724419660402,0.20453723788864786,0.2359952324195471,0.5433298349380493,0.4094077381812798,0.2670086723044123,0.11389601892395189,0.008610123255411361,0.5400357027538121,0.008610123255411361,
26.0,0.6426993077624524,0.7430235645879086,13.9136,55.58784,0.5412350858791136,0.246700852648685,0.3160546746422412,0.2915482051767055,0.6976448919678135,0.5336755227190839,2.2838727687473854,0.10978910922253697,0.20758263414690623,0.3342731124960966,0.5693787403954653,0.19115338937948723,1.678314933089276,0.20456604457329225,0.2492453643811988,0.5322290062904358,0.40569448445870326,0.2638479622706256,0.11389601892395189,0.004270226642221215,0.6912876552669331,,0.004270226642221215
27.0,0.6157096648226659,0.6913739987283035,14.4096,57.56928,0.5412350858791136,0.25941375424532487,0.32691952147879677,0.29781305911476363,0.7105138400183456,0.5647056547808205,2.4085864046981293,0.10978910922253697,0.2141801960655575,0.3460217414242659,0.545401092776139,0.180789581109264,1.5873213376314477,0.20451875282422052,0.23059255856683508,0.5401012301445007,0.4089550018142553,0.2667895001196758,0.11389601892395189,0.004653837629695015,0.7748199534835294,,0.004653837629695015
28.0,0.5979432772387115,0.7962361954899602,14.9056,59.55072,0.5412350858791136,0.2750788572234623,0.3392950356896195,0.3056567002029743,0.7199174407696368,0.5742426631714812,2.570348967646843,0.10978910922253697,0.20034337532322272,0.3225903955295267,0.5381134630066509,0.17566063788887762,1.5422895334574058,0.20450951154489178,0.21954049663495012,0.5437772274017334,0.41162253397059095,0.2691449318552003,0.11389601892395189,0.005638803605753933,0.9728077137842774,,0.005638803605753933
29.0,0.580282087336267,1.1580613258663683,15.4016,61.53216,0.5412350858791136,0.29279678092416705,0.3539374250344476,0.3147083259928171,0.7328364518795556,0.5730792425941063,2.733746929094289,0.10978910922253697,0.1967762238274395,0.31863026953783663,0.5428904871089772,0.1773655055171282,1.5572581657621831,0.20455572629485674,0.21991701244813278,0.5330274701118469,0.40772769528568303,0.265995879932794,0.11389601892395189,0.006316125516641518,1.1385086654918268,,0.006316125516641518
30.0,0.6441855836975742,1.167915415949949,16.3152,65.18272,0.9971592150692714,0.2370744108571016,0.30865198162589297,0.2794930521146612,0.6861703731337921,0.5516387647696176,2.1827144829945913,0.10978910922253697,0.20821344951600015,0.3340794937801804,0.5639803803879377,0.1852236547137622,1.6262522295659483,0.20454545454545456,0.23427748439750362,0.5292448997497559,0.4045808723170982,0.2633512438945838,0.11389601892395189,0.005087527068574063,1.2855834605870768,0.008119309106101254,0.003988278465448362
31.0,0.6395965011002231,0.9463176948851173,16.8112,67.16416,0.5412350858791136,0.25170621706109936,0.3173520846048191,0.28576283425488175,0.6998502644849339,0.5833932018032382,2.323941652129073,0.10978910922253697,0.217012749287357,0.347702709010629,0.5600859090288235,0.18339103078641344,1.6101619048587046,0.20467730239303844,0.23196740953750297,0.5340017676353455,0.4073540592485793,0.2655920667417659,0.11389601892395189,0.0040744827877685985,0.7664400024223141,,0.0040744827877685985
32.0,0.6161503794087337,0.7483108875830569,17.3072,69.1456,0.5412350858791136,0.26420525066800066,0.33060672004112407,0.3023920816764085,0.7144633361277181,0.5422149312263546,2.4576667059671764,0.10978910922253697,0.20367075919352168,0.3313481200668172,0.544749437395529,0.17518072052266997,1.5380758886720856,0.2044765995930364,0.2156990650141335,0.5340006947517395,0.4086730876958414,0.2668407952192994,0.11389601892395189,0.004474976382045862,0.8661527680233121,,0.004474976382045862
33.0,0.6005792638813032,0.9809459034405874,17.8032,71.12704,0.5412350858791136,0.28667643728723907,0.34738738560487237,0.3178047543916178,0.7259658919933633,0.5581223783475782,2.6826652315794823,0.10978910922253697,0.1949238673826509,0.31771425666808756,0.5068814165660493,0.14968983490885623,1.3142674899708637,0.20434389140271494,0.20458346517199294,0.493331640958786,0.41134428339591533,0.26964962147284677,0.11389601892395189,0.0049083429730267655,0.9830650410149246,,0.0049083429730267655
34.0,0.581800359159002,1.4006388418668785,18.2992,73.10848,0.5412350858791136,0.2967480322480476,0.3553549160301048,0.3118336638734199,0.7340397488924691,0.5887698891667925,2.7864259493100363,0.10978910922253697,0.19907156117233202,0.32194187400846747,0.515186593531139,0.1554812580673787,1.3651158270175638,0.20458153776366522,0.2050742857142857,0.5034213662147522,0.4098722283868618,0.268316598253783,0.11389601892395189,0.005760930874054759,1.1978735968004912,,0.005760930874054759
35.0,0.6413806595918479,1.2253950792985204,18.7168,74.7776,0.4559241291901578,0.24034168660438351,0.3102166338074903,0.27679328970653,0.6898861676110946,0.5658309452725837,2.208679882797116,0.10978910922253697,0.22124371435937917,0.3533039045544458,0.5221622313808679,0.15806596969004755,1.3878094351619772,0.20440009072352008,0.20496865992588187,0.5042973756790161,0.40905441143317256,0.26757019436864493,0.11389601892395189,0.007209337543833137,0.5196680054068565,0.007209337543833137,
36.0,0.6368567199038642,1.3140188212466806,19.2128,76.75904,0.5412350858791136,0.25665044428096806,0.32490491126380827,0.2987183986334001,0.706347614399263,0.5496806082201708,2.3768039486651276,0.10978910922253697,0.21162080081223467,0.34139085432873945,0.5223521045857252,0.15785903237114435,1.3859925383041392,0.20437227866473148,0.20518086347724618,0.509293258190155,0.410423221633853,0.2686652151969604,0.11389601892395189,0.003883288042430789,0.8324853403028101,,0.003883288042430789
37.0,0.6167294207784655,1.414135621690514,19.7088,78.74048,0.5412350858791136,0.27292027021721954,0.3342458659775145,0.3043891569366491,0.716257588974806,0.54411926505736,2.54332992016176,0.10978910922253697,0.20021418112107564,0.3247286584594123,0.5034344210077019,0.14911158783990494,1.3091905164785997,0.20436959490213927,0.2046273901337106,0.5015809535980225,0.40957602953489647,0.26819344374186593,0.11389601892395189,0.0038641146665612334,0.8513722553034313,,0.0038641146665612334
38.0,0.5956319832646126,1.0983263532306884,20.2048,80.72192,0.5412350858791136,0.29049779630268424,0.34198763895314116,0.3163686767111767,0.7300244766091049,0.5459400397484732,2.7059089649859027,0.10978910922253697,0.19512200549900802,0.3176027483064981,0.5147635640623659,0.15357763602711308,1.348402143271193,0.20429620230218434,0.20465287018767492,0.5085582733154297,0.41559862535087083,0.27301670574077513,0.11389601892395189,0.004341296787532617,0.9830862949602306,,0.004341296787532617
39.0,0.5770109621308595,1.2313894229800224,20.7008,82.70336,0.5412350858791136,0.3056671324145849,0.35669370357716174,0.3158525179330858,0.7402920460169623,0.5715142356437596,2.864910132045952,0.10978910922253697,0.2049176435378453,0.3327323482056956,0.5063268939419229,0.1428799008333454,1.2544766900829605,0.20439212134933213,0.204722235007134,0.5139220356941223,0.4211760255403551,0.27795551098406374,0.11389601892395189,0.0044311845483012546,1.0377972042188048,,0.0044311845483012546
40.0,0.6476724777182683,1.5478393752147876,21.6144,86.35392,0.9971592150692714,0.24299311309770458,0.31070855137690473,0.28057791175015906,0.6912246572850758,0.5597860919873896,2.2336771968438125,0.10978910922253697,0.2139460480463467,0.3422032795375085,0.4964743193792298,0.136294003438294,1.1966529183895112,0.20440536620739666,0.20473372781065088,0.5060049891471863,0.41709698787440624,0.2747109493751286,0.11389601892395189,0.004186827508528918,1.3267800954636186,0.006576678031810871,0.003420951547663545
41.0,0.639646488545354,1.1280274696099026,22.1104,88.33536,0.5412350858791136,0.25901225051360244,0.32418374438120445,0.30015261394799936,0.7085677843731524,0.5705040570884371,2.3986623509831317,0.10978910922253697,0.20707145464588528,0.3340485265490804,0.4906453374846251,0.1262027701403786,1.1080525143257542,0.20439212134933213,0.20480393048858156,0.5076302289962769,0.41950933628560094,0.27700439338059235,0.11389601892395189,0.0036820167775591505,0.8968205697601661,,0.0036820167775591505
42.0,0.6140136763200655,1.054694310114302,22.6064,90.3168,0.5412350858791136,0.2751707157018208,0.3336268960198109,0.30606548853526166,0.7208188279379013,0.5464648569647081,2.5561886517736534,0.10978910922253697,0.20440703937585433,0.333284395565723,0.49604699799796087,0.12775126646080467,1.1216482162217092,0.20455163659443285,0.20477753464624363,0.5065832734107971,0.4166876164753535,0.2745677854728913,0.11389601892395189,0.004223628924896606,1.0532667469233274,,0.004223628924896606
43.0,0.5978745320933964,1.1608070213264425,23.1024,92.29824,0.5412350858791136,0.2896341794650908,0.34401154999346156,0.31299051177797316,0.7312827747467756,0.5557277737246921,2.708569420129117,0.10978910922253697,0.19886939162736886,0.32416036551050803,0.49841146529958624,0.13168545654958475,1.156190161813389,0.20451141469613762,0.20506733622460627,0.5056173801422119,0.4146913647474679,0.272797362883556,0.11389601892395189,0.004716448952387178,1.2149865898536518,,0.004716448952387178
44.0,0.577983036513035,1.469984507409718,23.5984,94.27968,0.5412350858791136,0.30798021977255013,0.358996471172884,0.32343787009647723,0.7430358168633563,0.5876929269052356,2.8907243106887237,0.10978910922253697,0.2030298453109323,0.33063925015595724,0.497553145547688,0.13235744036067681,1.1620901381026458,0.20458153776366522,0.20511649154865236,0.506356418132782,0.4147590471505579,0.27285095558846856,0.11389601892395189,0.004688401983873117,1.2450482635758817,,0.004688401983873117
45.0,0.6452080947074371,1.8670562893438973,24.016,95.9488,0.4559241291901578,0.24781069134552725,0.312834169062294,0.2840558853646342,0.6959855538193668,0.5520230713301871,2.2696535527190864,0.10978910922253697,0.21461470541331643,0.34484859465412987,0.5062206126351193,0.13906164514227715,1.2209526413309344,0.20473942255311423,0.20503482496471984,0.5034375190734863,0.4143251833618002,0.27229168204951537,0.11389601892395189,0.006105476645137198,0.502290221862495,0.006105476645137198,
46.0,0.6359267680227012,1.497125478342616,24.512,97.93024,0.5412350858791136,0.26033608174677475,0.32355792015491275,0.30078533084326314,0.7083411700868528,0.5509077916777206,2.4088167558690947,0.10978910922253697,0.19646354749325906,0.3182400274525204,0.5124324783023744,0.1435040727694986,1.2599568810681252,0.20474885844748858,0.20529707860939927,0.5066683888435364,0.4095620868133308,0.26830015017016445,0.11389601892395189,0.004056085076908963,1.103237055707723,,0.004056085076908963
47.0,0.6137088387623882,1.2371852752807044,25.008,99.91168,0.5412350858791136,0.2845513383511933,0.3381322466577415,0.30632285530749936,0.7230385980835552,0.5560064467574803,2.6523100001184967,0.10978910922253697,0.20512292790013714,0.33127142266816817,0.5424518837705922,0.1692826190446393,1.4862909225797338,0.2051611718247773,0.20986954055587065,0.5314850807189941,0.4065441730170144,0.26524683175084207,0.11389601892395189,0.004297279089956099,1.2034389981999993,,0.004297279089956099
48.0,0.5907009060232578,1.5970503066462274,25.504,101.89312,0.5412350858791136,0.3011045323585545,0.3545337301962383,0.32027490181386326,0.7389341433274905,0.5590710599541776,2.82317066513928,0.10978910922253697,0.1982016499055326,0.32314284008158944,0.5486690327570307,0.17161378077854617,1.5067583783866256,0.20475754803293686,0.2156640181611805,0.5296794176101685,0.4060717997364252,0.26483231972260235,0.11389601892395189,0.004233852025410569,1.221304835518822,,0.004233852025410569
49.0,0.5715523130244152,1.9337087865702522,26.0,103.87456,0.5412350858791136,0.31653727371578394,0.35994818992635325,0.32239638018036537,0.7460429366069711,0.5875014359560032,2.978395533600119,0.10978910922253697,0.19683682955442042,0.320324087019303,0.5383277950929536,0.16547340431707505,1.4528462529279558,0.20469706661792927,0.2052256091911424,0.5037181973457336,0.40759452676471886,0.26618129762427745,0.11389601892395189,0.0041920285162103665,1.2406115228077397,,0.0041920285162103665
50.0,0.6426131731248192,2.028646969696246,26.9136,107.52512,0.9971592150692714,0.2486038185491809,0.3121888456267447,0.2908444183491223,0.6953756996718632,0.573448699911623,2.273908833151282,0.10978910922253697,0.20345987754098263,0.32308612407545995,0.5495447084006884,0.17080067590501688,1.4996193678995935,0.20506224447608984,0.21350195276176306,0.5287530422210693,0.40504880072582267,0.2639789695437502,0.11389601892395189,0.003613486285522668,1.4129564536269754,0.005733650889213496,0.003002380987535218
51.0,0.6388493905664732,1.7784704787642212,27.4096,109.50656,0.5412350858791136,0.26986113287691976,0.32622193606631583,0.2943417538008742,0.7130065517721853,0.5823799473293028,2.4973024854123516,0.10978910922253697,0.21687097885091833,0.34909111738048415,0.5727694642122014,0.1844697054172679,1.6196326013856366,0.20589463912740774,0.22981478151411616,0.5246750712394714,0.4029444826930811,0.2619976281692683,0.11389601892395189,0.003047787325237253,0.9363575279712677,,0.003047787325237253
52.0,0.6071450846644089,1.0561115223724067,27.9056,111.488,0.5412350858791136,0.2839250619020273,0.34080087019731276,0.3129544142051067,0.7262222250818524,0.587663562071935,2.6427365638873614,0.10978910922253697,0.20673513822640494,0.33546638990881245,0.6005391169171679,0.19778754683836275,1.736562425157503,0.20668257756563246,0.25488599348534197,0.5245689749717712,0.4001815847025417,0.25945242280141934,0.11389601892395189,0.00288168257428602,0.9010312512982637,,0.00288168257428602
53.0,0.5908547272971256,1.7272300874865967,28.4016,113.46944,0.5412350858791136,0.30409451058861076,0.3535629830080304,0.3145530132821626,0.7390196614552379,0.5950325446099578,2.8533732156069216,0.10978910922253697,0.20230001388969335,0.32852297006547027,0.5741024544267914,0.18575445790523756,1.6309126487490786,0.20613868889730957,0.23431567528475863,0.5226786136627197,0.4005387041167852,0.26002576466249805,0.11389601892395189,0.003142605265854367,1.0059603827539831,,0.003142605265854367
54.0,0.5760591474923539,1.9541035732436918,28.8976,115.45088,0.5412350858791136,0.32125758255783143,0.36260943193191836,0.3214263454960688,0.7483246373689146,0.6022696142869061,3.0435909691515994,0.10978910922253697,0.19919285995064773,0.3211834406128327,0.542273530962434,0.16558499056025683,1.4538259732398333,0.20521399693294298,0.20639953877198042,0.5026920437812805,0.40279985593437906,0.26227347397734985,0.11389601892395189,0.0034179377770038122,1.122100128326565,,0.0034179377770038122
55.0,0.6477218069711912,2.452040927110814,29.3152,117.12,0.4559241291901578,0.25454492996804173,0.31866316001173234,0.29143697321323203,0.7006862421331024,0.5645984609509025,2.333267869912626,0.10978910922253697,0.21297287962971798,0.34135454396424403,0.5579203630867615,0.17757135721399986,1.559065530925746,0.20554755377967757,0.22229289235172522,0.5214632153511047,0.40161390210579145,0.2611228035599501,0.11389601892395189,0.005220031003576988,0.4871131549589336,0.005220031003576988,
56.0,0.6405072488181245,1.876837982982435,29.8112,119.10144,0.5412350858791136,0.2710846854353041,0.33086392724996927,0.30077347528669257,0.7154865954582147,0.5568462108004795,2.499038752487967,0.10978910922253697,0.21306026234332395,0.3448136530696659,0.5628126539033388,0.1830656263129966,1.6073048737131814,0.20421284967132095,0.22730329522528578,0.5184206962585449,0.39870875634804626,0.25875849244290666,0.11389601892395189,0.0029092969237301423,0.9744726450880989,,0.0029092969237301423
57.0,0.6112967983508999,1.3696063577874278,30.3072,121.08288,0.5412350858791136,0.2849810462770944,0.3408925087102223,0.30567841066821416,0.7250186248403409,0.5814557152890845,2.6607936913595576,0.10978910922253697,0.21292261525154815,0.3465638908104978,0.5875577255955957,0.19526808299513349,1.7144416884800295,0.20491295015502028,0.2505374242720344,0.521743893623352,0.3992246957806577,0.25882036152821253,0.11389601892395189,0.0029107027071232357,0.9951012380188331,,0.0029107027071232357
58.0,0.5927910667938778,1.3381074440798268,30.8032,123.06432,0.5412350858791136,0.30285697082705004,0.3580257296780264,0.3220169277961549,0.739619533243525,0.5714017365895842,2.8507648427721133,0.10978910922253697,0.19063586604708505,0.30947762320195127,0.559104065023428,0.18023507849297543,1.5824528389646173,0.20480697847067558,0.22434266327396096,0.5311906933784485,0.4035133112928241,0.262515172113177,0.11389601892395189,0.0027869116458014926,0.9736029644263908,,0.0027869116458014926
59.0,0.5691092262657866,2.1659164242655384,31.2992,125.04576,0.5412350858791136,0.32230799997468784,0.3677526605018249,0.3196905740343836,0.7499044958694534,0.5937653634846117,3.060878079317139,0.10978910922253697,0.20089341573030478,0.3263434994033315,0.5454729007390071,0.17280573086312684,1.5172236263895127,0.20493447133995615,0.2147989900951641,0.5293473601341248,0.40346457260269014,0.26265657821894595,0.11389601892395189,0.0037111766629931804,1.32921396009624,,0.0037111766629931804
