round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_prevalence,fed_auroc,fed_f1,fed_f1_best_threshold,fed_ece,fed_auprc,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6441224985276026,0.460643948728389,5.0479,40.27056,1.0,0.21873109914093117,0.11022977651872835,0.6824523262962312,0.2809095609618186,0.5545859572063423,0.3499157116863012,0.23166818664723332,2.1093110332677942,0.30403530427381825,0.6698748879898686,0.22382052096574148,1.9651303274716383,0.277403414195867,0.2804227039982569,0.493786484003067,0.34718450170346504,0.22052845353878067,0.11389601892395189,0.01864273526305925,4.140571090951198,0.016669766748785245,0.020703585417102596,0.009579531245472445
12.0,0.6433883946876447,0.43901055475447925,5.5068,43.93152,1.0,0.22134230148196188,0.11022977651872835,0.6843368832889343,0.28364256393978005,0.5704466613576514,0.3532592103096311,0.2334528842848772,2.1267731367775857,0.30757078992343645,0.6698204233693079,0.22203276336532235,1.949433926339191,0.2765369070410551,0.2822960417462136,0.5376882553100586,0.35041142712887235,0.2233317958242026,0.11389601892395189,0.01747311887688119,4.142224070910743,0.015955174117923902,0.019151869997928495,0.007900929797632638
13.0,0.6411918990018364,0.4531785332293822,5.9657,47.59248,1.0,0.22115729595716382,0.11022977651872835,0.6855850125455404,0.2824423818714838,0.5818252878797703,0.35263595910409273,0.2358477876469342,2.1524643221332087,0.3097117243574498,0.6709015586368866,0.2235424576649535,1.962688948893045,0.2752902155887231,0.2854113013179821,0.5691912770271301,0.34996622416242223,0.2232950968045011,0.11389601892395189,0.0262278717520802,6.445305374851159,0.0322190754786321,0.020346788159696854,0.008855643226486127
14.0,0.6455516477997354,0.5252661110612773,6.4246,51.25344,1.0,0.2079514840165321,0.11022977651872835,0.6858348980355068,0.2863047536058877,0.5590035742076643,0.33345300291914365,0.2360750989349517,2.1481036745538615,0.3088768146181971,0.6693138772991915,0.2201459819838958,1.9328681025355834,0.2764420229776146,0.2807590800552972,0.5136522650718689,0.3307863294698043,0.21048487418291278,0.11389601892395189,0.017511589381208365,4.547469558523517,0.015189688765972886,0.019961799049667696,0.008260602460756999
15.0,0.6419211621289193,0.5524994979047863,6.8835,54.9144,1.0,0.21133324050828903,0.11022977651872835,0.6889059770585458,0.2903016187308974,0.5490847354964111,0.33931325212998104,0.23916839981227334,2.1744774090208048,0.31156812159187763,0.6694502396418206,0.2215869199389985,1.945519448638074,0.2752534287418008,0.28275157003067036,0.5403845906257629,0.3367475716107397,0.21425966574181685,0.11389601892395189,0.015889354662383934,4.478110569973978,0.012347001442420845,0.019805585936342657,0.010436578336936878
16.0,0.640248129883482,0.5478124041902277,7.3424,58.57536,1.0,0.21485947711457012,0.11022977651872835,0.6889618210553645,0.28766557286803107,0.5743499743720815,0.3439107502748804,0.24041997977195817,2.1839817401715114,0.3114563075543432,0.6686518435219906,0.22111153863294675,1.9413456301803,0.27709729604807026,0.28063404548587184,0.534522294998169,0.3412133285554445,0.2177497991071576,0.11389601892395189,0.01566974787012503,4.69762072372032,0.011355265924918773,0.020803625429224957,0.009638954457763074
17.0,0.6468400605670157,0.6585751954879766,7.8013,62.23632,1.0,0.21266682907762002,0.11022977651872835,0.6892951820447987,0.28781886173233967,0.556730190297512,0.34289983417023867,0.2414982229278831,2.191982860515921,0.3116603160782088,0.6680189746706384,0.22038770719020429,1.934990434892695,0.2745891879018814,0.2803030303030303,0.5288704037666321,0.3400796729818379,0.21539547192555109,0.11389601892395189,0.016275725475571677,5.327951916915481,0.008826208343533867,0.025230451402359452,0.008968757770224562
18.0,0.6402828287507154,0.5621137078522896,8.2602,65.89728,1.0,0.21120831372257354,0.11022977651872835,0.692021258575826,0.2851991613336227,0.5669589853189184,0.3391079234326922,0.24420965827615415,2.2164819679079915,0.31518234244496823,0.6680706909612674,0.2209883109411001,1.9402636986693407,0.27622500292363467,0.28225231646471843,0.538013756275177,0.3364713681118631,0.2144194934365884,0.11389601892395189,0.012663832523183595,4.454003638718859,0.007384263764943935,0.01940376932821674,0.009558653318342243
19.0,0.6428376856109134,0.7634649359578676,8.7191,69.55824,1.0,0.2043295408194538,0.11022977651872835,0.6940132217716587,0.2918774283320044,0.5567580751701838,0.32840625264329804,0.24750084660765406,2.2493338132474,0.31497723506819536,0.6683199230728647,0.2220296569741777,1.9494066524171174,0.27928607340372047,0.28031237155774763,0.5164755582809448,0.32582606821131066,0.20797707440385124,0.11389601892395189,0.014825293902427638,5.565812303297207,0.011040262838743172,0.019805277045596915,0.007737154814115787
20.0,0.6445526524413733,0.7237628955095328,9.178,73.2192,1.0,0.20979247338113818,0.11022977651872835,0.6938248378196623,0.2906942165801433,0.5723797120761301,0.33707287099387134,0.24682117375582902,2.238528460679632,0.31370404509777217,0.6669417297330997,0.22024668858682453,1.9337523002791057,0.2763488455556885,0.27996965098634297,0.5107046961784363,0.3346024702386406,0.2135899422243185,0.11389601892395189,0.016559749474403564,6.512723631999506,0.012725849370243411,0.02164182262816658,0.0077293550559903185
21.0,0.6446225982314749,0.6325705181350127,9.6369,76.88016,1.0,0.2252159993096849,0.11022977651872835,0.6918628842286203,0.2856596930471296,0.5672953941047584,0.3619026091025992,0.24785754453259848,2.255010258243637,0.3128435493177368,0.6647316708857087,0.21849368528687646,1.9183610397547275,0.272022704944875,0.27793696275071633,0.5180777907371521,0.3589807284056669,0.22843240487232622,0.11389601892395189,0.011777500758631999,4.8895443733999855,0.007019258930203429,0.018133487264803894,0.011700926127188028
22.0,0.6430116125718638,0.566349109769069,10.0958,80.54112,1.0,0.21364124893634953,0.11022977651872835,0.6947877233774238,0.2922234170043222,0.584348081874517,0.34282412066889195,0.24965794851053835,2.2629193201083253,0.3168076652605061,0.6650092773076948,0.21935052852991874,1.925884070420219,0.27610008628127697,0.28114126652748783,0.5269554853439331,0.34009744841064515,0.21776611071140123,0.11389601892395189,0.011026546027905627,4.8754800328897545,0.006621217560578599,0.01710420039225229,0.01046159217103174
23.0,0.6438106586956877,0.7493445079094225,10.5547,84.20208,1.0,0.2192161588791579,0.11022977651872835,0.6924467797913019,0.2838442756603899,0.5754375979290244,0.35217640404869427,0.25062806733642484,2.27491220710406,0.3128311692436611,0.66476323275684,0.21634146402053248,1.8994646701829252,0.2737733391228832,0.27724337857425224,0.5383386611938477,0.34955519274671365,0.2229352511529192,0.11389601892395189,0.011661398780553885,5.378875789823724,0.007909961591979976,0.016847421767653453,0.010737022655853702
24.0,0.6416236623242525,0.6853443436088744,11.0136,87.86304,1.0,0.2087571270188945,0.11022977651872835,0.6945709875874381,0.28745524154783675,0.5672752256790422,0.3350237831104281,0.2540038969993871,2.302140406793991,0.31594047313416124,0.6661639272635785,0.2186808495583354,1.9200043304792602,0.27669672520170857,0.2800989554700385,0.5290727019309998,0.33247253278313393,0.21298040229660317,0.11389601892395189,0.009630977135199061,4.703577310068795,0.004231756934025672,0.01737082723572096,0.009249694853698143
25.0,0.6502506577508476,0.8238815820364819,11.4725,91.524,1.0,0.21549956702791265,0.11022977651872835,0.6947834462240958,0.284361467949203,0.5734031864296237,0.3464325619102824,0.25458096575214156,2.3066172358734707,0.31538450957776215,0.6643434535960681,0.21717989549821717,1.9068260466876168,0.2760722347629797,0.2770622088243354,0.536773145198822,0.34405250280240157,0.21985328527829512,0.11389601892395189,0.010131979302609041,5.259807030817683,0.0036903803580461024,0.019365292051115743,0.008580234231287974
26.0,0.6473380984598062,0.698139822732234,11.9314,95.18496,1.0,0.21257162832258852,0.11022977651872835,0.694176364245483,0.285763821282396,0.5742369446658399,0.3416904428576289,0.2537197604150666,2.2994657060888777,0.3167387153984089,0.6636038767565531,0.21612924423657348,1.8976013936086957,0.2735260115606936,0.27678453185008606,0.529240608215332,0.3393690064751001,0.2171141187214706,0.11389601892395189,0.008870800838185944,4.866672834710698,0.0023033822478614337,0.018424552395436236,0.010993060845179424
27.0,0.6415311665492052,0.7094824629454226,12.3903,98.84592,1.0,0.21000263768840194,0.11022977651872835,0.6952419514353356,0.28932414419672225,0.5801181504926779,0.33763093821414764,0.2555732529367498,2.315647368053899,0.3176068536343377,0.664762705679867,0.21702623197582807,1.9054768904674007,0.27535370348353344,0.2801151158010141,0.5308833122253418,0.33543653906515153,0.2147471585420134,0.11389601892395189,0.008020450759783278,4.604954312097107,0.0016714069560081059,0.017485258196668532,0.010522336645072487
28.0,0.6470209934060825,0.7717391590075385,12.8492,102.50688,1.0,0.2104242681782067,0.11022977651872835,0.6937189497700775,0.28582473252844287,0.5905146332292913,0.33620216301321365,0.2561982956447873,2.3244667077285417,0.31956978128562347,0.6641677487222274,0.21502713565287418,1.8879249484255223,0.2757999098693105,0.27858520900321543,0.5306296944618225,0.3341209779610365,0.2150950602829869,0.11389601892395189,0.007858642995851674,4.728378732543206,0.002681799104463711,0.015812869486206544,0.009137979594781789
29.0,0.6464265975537272,0.9364142671453966,13.3081,106.16784,1.0,0.20375759211654929,0.11022977651872835,0.6942094398745555,0.2897134092918885,0.5808512376395644,0.3255695657934618,0.25573994518485377,2.318617400992017,0.3187561944532559,0.6652543555507656,0.21635600152956033,1.89959230861283,0.27454242928452577,0.2799948671885025,0.5172944664955139,0.32301787786397423,0.20849315697111864,0.11389601892395189,0.006601674790125899,4.281959217300027,0.0013426856834607313,0.014658375929956525,0.008106911586152286
30.0,0.6445862979694963,0.8385345180976769,13.767,109.8288,1.0,0.2085733838392981,0.11022977651872835,0.6964661167582239,0.29047846900631835,0.5615712190222208,0.3357171968823116,0.2585754353749762,2.343656502679821,0.3183687391886707,0.6635940379863873,0.21523924887142726,1.8897872893620804,0.27353045117210506,0.27800511508951403,0.5148950815200806,0.33334295745477127,0.21339374279179538,0.11389601892395189,0.00609723703421584,4.142167641741253,0.000900541890956343,0.014193863146431963,0.01204925515668608
31.0,0.6499487325787172,0.8671583177017761,14.2259,113.48976,1.0,0.2099655435834768,0.11022977651872835,0.699103686218548,0.2945607648817344,0.5660573520354967,0.33738769417890135,0.25962148369608257,2.353057589174101,0.31795683784020035,0.6629602279261544,0.21567840908576863,1.8936430888754472,0.2747436203195803,0.2787475755056802,0.5314304232597351,0.33514852682133234,0.21527784339056474,0.11389601892395189,0.006236978487065594,4.430376033549692,0.0008963828846616647,0.014702835249806413,0.008609485544961038
32.0,0.6468965918707766,0.8125303542037411,14.6848,117.15072,1.0,0.20842022248355047,0.11022977651872835,0.6986383979354127,0.29586558696164617,0.5642557349788868,0.33592709112237595,0.2605271828666759,2.360293098586268,0.3183039888875983,0.6624749406272888,0.2149278691821272,1.8870533949534622,0.2745524915336236,0.27936333699231614,0.5249851942062378,0.3334795409673654,0.21355610056443153,0.11389601892395189,0.00776269862794402,5.689388990307634,0.001004425338658344,0.018411309749002278,0.009894123506100305
33.0,0.6430268340937839,0.7213002568665264,15.1437,120.81168,1.0,0.2035051021489041,0.11022977651872835,0.6974151511622065,0.29564894184801205,0.5749060392886316,0.3260700035289307,0.259520605639005,2.348541269257664,0.31969840970426344,0.6632924244632186,0.21385842940286123,1.8776637798521651,0.2759453908420925,0.2815380563602844,0.5187034010887146,0.32349508276522454,0.20865048198826533,0.11389601892395189,0.006653842877098301,5.059309409674825,0.0010284604497499841,0.015555771088113002,0.011533419770787059
34.0,0.649101863208881,0.9733277777307711,15.6026,124.47264,1.0,0.2050589488517603,0.11022977651872835,0.6974174518514489,0.2947824555590209,0.5698400286503246,0.329729203962852,0.2600479954394885,2.353967358729918,0.31851098898729335,0.6627206212440432,0.21388181458554328,1.8778691003093944,0.27446731672083785,0.2803050223507757,0.5185728669166565,0.3272528693343868,0.21019325638071878,0.11389601892395189,0.004397333043914534,3.492460313391348,0.0005510994944020942,0.010512502858799008,0.011329682506026797
35.0,0.6529234440626399,0.8587360646390051,16.0615,128.1336,1.0,0.21513256388991112,0.11022977651872835,0.6953709457635543,0.28790794993466434,0.5853072297415494,0.3446037619998506,0.2585506259316526,2.341599149390552,0.3185915601715189,0.6611836522408377,0.21316168179390982,1.8715463789497102,0.27365163572060125,0.2790513833992095,0.5374208092689514,0.3421627763101721,0.22011896636427616,0.11389601892395189,0.005582690079014748,4.6116100671679305,0.0006161094322608555,0.01349779209953681,0.011114106193264648
36.0,0.6425635827225097,0.8547127784733203,16.5204,131.79456,1.0,0.2122429985717208,0.11022977651872835,0.6957773180265147,0.2882990294734059,0.5867368160421308,0.34004348627561903,0.25898252305062164,2.347191315966641,0.3206553514160287,0.6606614821033021,0.21304918444456328,1.8705586591820713,0.27453625632377743,0.27742178665661515,0.523842453956604,0.3376383563049,0.21750530230912343,0.11389601892395189,0.004814003241991144,4.15380519588507,0.0005055121412558165,0.011803636023662438,0.010598213205629902
37.0,0.6568264593237072,1.0305371467314137,16.9793,135.45552,1.0,0.2104741163391544,0.11022977651872835,0.6959058457485091,0.28804899246739246,0.5791008809301739,0.33807341749853165,0.25899727422295915,2.3465036021458743,0.32013208484258604,0.660727366724948,0.21086003975937062,1.851338104277037,0.2768284347231716,0.27768476441042816,0.5100692510604858,0.3356866286140148,0.21554995213037706,0.11389601892395189,0.007009335221233077,6.296532188587662,0.0008657527997140799,0.016941769953227048,0.010768066026980824
38.0,0.6489783807295176,0.7997373934490027,17.4382,139.11648,1.0,0.21315308032748526,0.11022977651872835,0.6843214072941353,0.2750861572003724,0.5417803496506967,0.34181810366579035,0.24212692776020694,2.192529040841522,0.30546234540578887,0.6577720963342097,0.20414073919093445,1.7923430609742272,0.2730872124130551,0.2754212667054038,0.5180132985115051,0.33895500960958425,0.21667178819521335,0.11389601892395189,0.0059535401256681445,5.57718596766972,0.0013489424765967123,0.013422475014873795,0.007918394613558229
39.0,0.6555950788517872,0.8263667395011159,17.8971,142.77744,1.0,0.21217585608517445,0.11022977651872835,0.6976815614066604,0.29133112304066255,0.5760294258313094,0.3400892867591436,0.260222770061682,2.3602545971772404,0.319798417018986,0.6595719889008632,0.21150120086475366,1.8569674591170084,0.2743943853294091,0.2769189407178384,0.5353186130523682,0.337296887512781,0.21765837883915487,0.11389601892395189,0.005033692448144624,4.89292378774735,0.001930495876590143,0.010255171089097993,0.010777773739733258
40.0,0.6507694169228191,1.0177532132708507,18.356,146.4384,1.0,0.20894837449263598,0.11022977651872835,0.6974992821385714,0.28862790095835145,0.5734179143508651,0.335385429777264,0.25956857182794096,2.3533223142846365,0.31951928494695975,0.6593110105024353,0.2103967450373198,1.8472704052790576,0.2750997150997151,0.2780398322851153,0.5272759199142456,0.33238326019354586,0.2141921405646861,0.11389601892395189,0.0042520655662378745,4.204106776627668,0.0006002974061922447,0.01018424547849457,0.012009072930279845
41.0,0.6552592139756472,1.0016297677940345,18.8149,150.09936,1.0,0.21463126567101495,0.11022977651872835,0.694092505428583,0.28383301658180743,0.5733230596298611,0.34316034267788714,0.25445035070128436,2.3069628569037577,0.31429542788063924,0.6591196062644654,0.20766424747829348,1.8232792457561702,0.2732403364923863,0.2757192174913694,0.5151702165603638,0.34048706218752384,0.21932657223928667,0.11389601892395189,0.0043042639437244025,4.402329860080499,0.0007083172511295204,0.01013923219220193,0.009663564851347445
42.0,0.6572040402914832,1.0506937250039665,19.2738,153.76032,1.0,0.2141099168922073,0.11022977651872835,0.6947163679756734,0.28510843089085575,0.5600672108537189,0.34228673931541026,0.2545268367288817,2.3093360484744605,0.3137508212049893,0.659563204284644,0.2092065935019981,1.8368209484273974,0.2730715135778427,0.27718913652417493,0.5233097672462463,0.3395458681953426,0.21886861837646565,0.11389601892395189,0.004086459534139641,4.3342411917892605,0.0004542790704461435,0.01009743568580089,0.010251888392593575
43.0,0.6497636474036322,1.0211339229114498,19.7327,157.42128,1.0,0.20950584337296144,0.11022977651872835,0.6999868302708177,0.29439460872965884,0.5644669498142522,0.33694417625037965,0.2606689706685195,2.3623632283985,0.3167585831959356,0.6584464662224728,0.21135195471587853,1.8556570871629652,0.2772509073878937,0.27846564700169946,0.5074557662010193,0.33398173637471607,0.2147013666312597,0.11389601892395189,0.0044896232592867725,4.897257139940848,0.0003401846553385294,0.011172656367349588,0.011588920154338237
44.0,0.6596019049531436,1.288724662950734,20.1916,161.08224,1.0,0.20765696785658985,0.11022977651872835,0.702431723310414,0.29827317432125977,0.5688456126530667,0.3324584183921364,0.26456539993461237,2.395742203949442,0.3208728426987211,0.658734877722409,0.21441728851353797,1.8825705282702103,0.27753623188405796,0.2796359768348895,0.49551600217819214,0.32982205768680567,0.21383260829740014,0.11389601892395189,0.003920808197815892,4.2875338164303685,0.0007585047772292743,0.009152652277119694,0.014126636621057445
45.0,0.6579512430240356,1.102991231067556,20.6505,164.7432,1.0,0.21619537905442351,0.11022977651872835,0.6943267709549881,0.28068167989423815,0.5758210391415941,0.3451206123095442,0.2556686193158432,2.3163361692570557,0.3139005563302755,0.6584163977360991,0.20774825756522433,1.8240168491221573,0.272507107507634,0.2782412626832018,0.5153039693832397,0.3423984735901613,0.2207402644322369,0.11389601892395189,0.00491025422540748,5.520028092989378,0.0010475419880297064,0.011055080473697899,0.016028229218939316
46.0,0.655521811552928,0.959065054117931,21.1094,168.40416,1.0,0.20407495528554703,0.11022977651872835,0.6968240315256503,0.2911643037558442,0.5621424905301489,0.3260980068429741,0.2587139494719941,2.343726629594723,0.3178771636953569,0.658481403896123,0.20891121734082746,1.8342275640057006,0.27490774907749077,0.2794356349107255,0.5168031454086304,0.32318247022155583,0.20918768198976176,0.11389601892395189,0.003624332357497653,4.295589960840516,0.0007027091161700872,0.00835289260443422,0.011447639927095927
47.0,0.6529353359533256,1.0759571530001375,21.5683,172.06512,1.0,0.209285642952743,0.11022977651872835,0.697513054388423,0.28929829567378545,0.5782941304496673,0.33454232548045554,0.2610409585468318,2.3653093787012893,0.3183714061810211,0.6586019664790089,0.20982571792124258,1.8422568225263671,0.2754261203296083,0.2790058698638691,0.5233059525489807,0.3319199543332173,0.21451136234711607,0.11389601892395189,0.003939230587421978,4.799471783177069,0.00015622664880035522,0.009932825637673826,0.012340235151947015
48.0,0.6513262793075286,0.9469499287632974,22.0272,175.72608,1.0,0.20186193615262715,0.11022977651872835,0.692426155579385,0.28905992664918234,0.5395104239074774,0.3244095105823582,0.2555731165996402,2.3204400302710084,0.3097602111870873,0.6583525712245388,0.2066909056774262,1.8147333649601332,0.27340553549939833,0.27634368375109114,0.5067541599273682,0.3215062739347566,0.2065501698538539,0.11389601892395189,0.009553548051942092,11.585068594515178,0.0003743657859486415,0.02455687632263585,0.012182153662129006
49.0,0.6647959846601533,2.105721458424661,22.4861,179.38704,1.0,0.20557663463227668,0.11022977651872835,0.6894986456268836,0.2844204255472744,0.553864038020588,0.3293868151990646,0.25178185085450855,2.2823924836240552,0.3105371134810261,0.6585638412446164,0.20498636524787958,1.7997676054397345,0.2734547141366114,0.2745098039215686,0.5039225220680237,0.32646010850587115,0.20994260580091426,0.11389601892395189,0.0031599601734983995,4.031597032275386,0.00035779311262186753,0.007726391250942933,0.01080076963609653
50.0,0.6646939908982223,2.155063413190459,22.945,183.048,1.0,0.20785075543404807,0.11022977651872835,0.690529700647525,0.2828481780482321,0.5613177203966979,0.3325387523307915,0.2529457886162255,2.292569009479847,0.31342556918820585,0.658219986266884,0.20520154681123803,1.8016568862538613,0.2711415323470965,0.27499999999999997,0.5174732804298401,0.3298789401966048,0.21221252867369866,0.11389601892395189,0.003915282442847803,5.17193244558166,0.0001517163497943269,0.01012553411580525,0.011692204858737782
51.0,0.6513759254857486,0.9257706039162734,23.4039,186.70896,1.0,0.21224057981574945,0.11022977651872835,0.6836200330033032,0.2699017943386118,0.5678314688992192,0.33688363696587315,0.24331751838550852,2.206792875735498,0.30712932061340853,0.6584127207467385,0.2029294235240348,1.7817077843566274,0.2704655724166409,0.2750840134421508,0.5351215600967407,0.3344800778866163,0.21604473244280079,0.11389601892395189,0.0048360584446242565,6.52187058065374,0.0007377883358192321,0.011531953030854402,0.010214716521537175
52.0,0.6628894136938439,1.2840934848190952,23.8628,190.36992,1.0,0.21063212923216784,0.11022977651872835,0.6849498287597011,0.2755897749145646,0.5698412313302208,0.33418466784278844,0.24457979611227357,2.2180636158677234,0.30712038141048453,0.6583047452639499,0.2052093245323504,1.801725174164061,0.2726978998384491,0.2756927393896878,0.5190592408180237,0.33172540202931644,0.21475171425850198,0.11389601892395189,0.0030407657710810098,4.241074215948174,0.00023528376519567552,0.007680476663675069,0.009327428820216303
53.0,0.6520288506681862,1.053043811913311,24.3217,194.03088,1.0,0.20949381636093417,0.11022977651872835,0.6884007245083829,0.276932049464102,0.5709714097593205,0.3319304509194283,0.2493314457288729,2.2594643384652566,0.3110254382175484,0.6581702904379855,0.2069438656245151,1.8169543376462618,0.2723385593684903,0.27644673792849245,0.5273425579071045,0.3290321849243251,0.21398331011500685,0.11389601892395189,0.0028326587862807185,4.057266882418844,0.00016384777500919482,0.007213221009293771,0.011880148636440187
54.0,0.6573606166367971,1.244252619148497,24.7806,197.69184,1.0,0.21530484733198582,0.11022977651872835,0.6846032431814001,0.2707464195400226,0.5760470500542452,0.33996854516785574,0.2436703282506024,2.2091252945248554,0.3055954420825178,0.657302633893991,0.20413143556529204,1.7922613757166537,0.2694805194805195,0.27537711239650675,0.5285702347755432,0.3375210195632554,0.21933563103770393,0.11389601892395189,0.0026513568406981536,3.9092045935867645,0.0002274095899028995,0.00660470132245629,0.01180701993278877
55.0,0.6637679212740604,1.3929027647289511,25.2395,201.3528,1.0,0.21258724597508738,0.11022977651872835,0.6862295397259461,0.274549400700217,0.5782006127901108,0.33705097487221747,0.24649308223099176,2.2352600532216935,0.307505834370104,0.6572244257107345,0.20674303630597496,1.8151910686537411,0.27174029882833495,0.27448177269478197,0.5225062370300293,0.3342113506369863,0.2167407083070289,0.11389601892395189,0.002493394170254278,3.798146464925594,0.00018960825950610323,0.006189834683167008,0.012783228284263757
56.0,0.6613007870494046,1.5518362227986517,25.6984,205.01376,1.0,0.2190603474947927,0.11022977651872835,0.6790132957920001,0.26725736803901007,0.5516535823942544,0.3459549401010995,0.23613995804333088,2.142802527185027,0.2993625057344505,0.6556982115876717,0.2030984552906001,1.7831918728099574,0.27084366015663724,0.27331354283959464,0.5076730251312256,0.3436141950809123,0.22281675938538964,0.11389601892395189,0.003126581721298165,4.836674905054679,0.0004233786677337,0.007330785210012719,0.011001665904216055
