round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best,fed_brier,fed_auprc,fed_f1_best_threshold,fed_auprc_lift,fed_f1,fed_prevalence,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.667195682792644,3.383914107888342,373.41792,186.70896,1.0,0.32289750761232255,0.3566021855439244,0.2044277836966371,0.30714146174555346,0.5920399628246709,2.6915969748341837,0.3069466145191184,0.11271239773442412,0.7257672326498203,0.6352150215531813,0.20207787274453526,1.774231221193624,0.26077298978231894,0.2652093758230182,0.5363731384277344,0.3218495270418592,0.21619007922949612,0.11389601892395189,0.0017990569505019409,1.5847610575110593,0.0008251627490905555,0.0029970596296769857,0.004127420258464003
52.0,0.6862518380309095,6.830664471764884,380.73984,190.36992,1.0,0.3310452021227085,0.3553448888253457,0.2091455425647621,0.3088611468158981,0.5828713002746551,2.699504542127559,0.3034976020783477,0.11271239773442412,0.7235249946067194,0.6330998240115085,0.20020986199299498,1.7578302023591768,0.2565810680133233,0.26147162639152866,0.5451121926307678,0.33012370157988785,0.2208182107862912,0.11389601892395189,0.0018245769068532152,1.6423066027255118,0.000839520717685682,0.0030342851652087207,0.004053287740929073
53.0,0.6647735813914195,3.406522452973823,388.06176,194.03088,1.0,0.33295743977402076,0.3629916552745221,0.21102707907915463,0.3122768517324783,0.5937153327176223,2.7296167165111203,0.2980877566918414,0.11271239773442412,0.723045179688783,0.6301331210702332,0.19848699568206835,1.7427035427339885,0.25319613345806047,0.26123381568926124,0.539700984954834,0.3324143431285394,0.22316592943445748,0.11389601892395189,0.0018212285497063512,1.6757579065706523,0.0008374939254776405,0.0030284090991645335,0.003445452615599967
54.0,0.671707922735403,4.719271310641686,395.38368,197.69184,1.0,0.3088577697079108,0.36204671365246666,0.1955426845683674,0.31169229121375863,0.5859794408383047,2.7291267046551253,0.31221185465456186,0.11271239773442412,0.7256771404446166,0.6266959266336964,0.1970798518655109,1.7303489070772586,0.2561564746082243,0.26059697424015266,0.5316177606582642,0.30732323255694716,0.20832039695578994,0.11389601892395189,0.001791923562628775,1.68385242714794,0.000808195343221896,0.0029954412370540064,0.004802537784187718
55.0,0.683079689487399,5.885751987709712,402.7056,201.3528,1.0,0.31753453973849927,0.36401117624004087,0.19944926594905038,0.3123991367051524,0.5841114050078645,2.735074374137671,0.31279309277325384,0.11271239773442412,0.7275569459345751,0.6274735032130863,0.19800468177686759,1.73846885648457,0.25807951639153687,0.26135906714917573,0.5301622152328491,0.31615901231582694,0.21185238581311996,0.11389601892395189,0.0017797698475174551,1.7088610405062354,0.000809734093568043,0.002965521921931419,0.0037133933301310798
56.0,0.6741532861654997,4.026212888309216,410.02752,205.01376,1.0,0.31970314303991987,0.3598676306442172,0.20104637518069352,0.3145029335466816,0.5893587378790874,2.749740732965022,0.31345500680298627,0.11271239773442412,0.7268514040945149,0.6305273369978067,0.20076879839448075,1.7627376293857437,0.26349496797804206,0.26399635867091487,0.4988676607608795,0.3183772590748016,0.21356964816329474,0.11389601892395189,0.0016449080284522434,1.6099243783100974,0.0007532106921174851,0.0027348295289054687,0.003361034620138023
57.0,0.684443588210753,5.345936316980454,417.34944,208.67472,1.0,0.3126104134167273,0.3641822239827185,0.19775634291452082,0.31908967683016987,0.5890863677431681,2.790968960653503,0.31285673102461786,0.11271239773442412,0.7306592357092065,0.6307362351715051,0.19908691765464176,1.7479708205391413,0.25826165685830693,0.2625770020533881,0.527347207069397,0.3117935447423935,0.21130935605888546,0.11389601892395189,0.0016254011386406394,1.6245606594402489,0.0007336892564614703,0.0027113511682354055,0.0038913931826684207
58.0,0.6785784178969069,4.77368625529875,424.67136,212.33568,1.0,0.31720077472597863,0.3617227632834891,0.1988898196310329,0.319202106605832,0.581436560949565,2.794304280771702,0.31511273723589694,0.11271239773442412,0.7305430344058056,0.6280952657996468,0.19923771690562297,1.7492948286335939,0.2606596942880129,0.2638980155079511,0.5255771279335022,0.3164926081360083,0.2116192506332939,0.11389601892395189,0.0016776445601063925,1.7108844139602297,0.0007472528817848567,0.002804871193019357,0.004262963263075155
59.0,0.6721967401706594,4.7177091436110405,431.99328,215.99664,1.0,0.3199645599510847,0.3661662480320067,0.20177992047662624,0.3206109233827094,0.5980662040454623,2.8098166265526654,0.3159101419330981,0.11271239773442412,0.7316410708526571,0.62872108185912,0.2009549113423495,1.7643716895541943,0.2586672669968483,0.26482094492928077,0.564528226852417,0.3195364284714005,0.21563454156796352,0.11389601892395189,0.0015968287109863685,1.6630411238038505,0.0006949250602591634,0.0026843023098213946,0.0044381592883979215
60.0,0.6899452569212231,5.620792087900954,439.3152,219.6576,1.0,0.3178811208499104,0.36356255956435174,0.19854436024030536,0.3228397319424635,0.5596963677656132,2.8244147544241582,0.32029255293963615,0.11271239773442412,0.7304776950261394,0.6269111120827177,0.19831416749162542,1.7411861219138778,0.25674724243135416,0.26018362860468125,0.5195651054382324,0.31735715848756857,0.21181172368692647,0.11389601892395189,0.001674150405462002,1.7781442416871869,0.0006770795410817998,0.0028729628284727307,0.003700787601168551
