round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_f1_best,fed_f1_best_threshold,fed_brier,fed_ece,fed_auprc,fed_auroc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6880035380333054,0.11129656769631793,3.65056,3.65056,0.9971592150692714,0.11398539778449146,1.7574603276019352,0.2751655217386712,0.5141374122328899,0.24441747477418557,0.3816314823625372,0.20242996716453707,0.6078881000207703,0.21811805254658637,0.5324080304644466,0.12505501546736533,1.0979752993022898,0.0,0.20839452732472755,0.47213733196258545,0.3580384685643528,0.22910757300065118,0.11389601892395189,0.027857254304884328,3.0090189923066646,0.023074184740559025,0.031054780330823956
2.0,0.6800067661554032,0.13892495722546047,7.30112,7.30112,0.9971592150692714,0.11398539778449146,1.9511822772298115,0.2927228064263166,0.5429572755675331,0.23650820091799685,0.37299975714001954,0.22366509637363147,0.6457027214268796,0.2510095868943501,0.44769345845772557,0.10476027842927546,0.9197887636373283,0.0,0.20451875282422052,0.395311176776886,0.35936327523329376,0.23039043040961965,0.11389601892395189,0.019526482676971484,2.2449877681210637,0.015147276109585259,0.022478975370015322
3.0,0.6720177759864177,0.17963075147081622,10.95168,10.95168,0.9971592150692714,0.11398539778449146,2.005210316464516,0.2968235050747334,0.5487773751507985,0.23063492977755182,0.36569252859403384,0.23119597978579223,0.6593496194892493,0.2718012578931855,0.5094548071402767,0.11606540368200025,1.019047063967151,0.0,0.20456602635019613,0.4643206000328064,0.3576636217015937,0.22886080578206544,0.11389601892395189,0.014146117540019647,1.7485678726807237,0.012697735457940902,0.0151368252973596
4.0,0.663361509764237,0.24579434583988088,14.60224,14.60224,0.9971592150692714,0.11398539778449146,2.0598760471723754,0.3021686410026039,0.5451664540125105,0.2217478039886802,0.3524316830010962,0.23668480419453541,0.6661133500707734,0.27331899201062754,0.38728176566167816,0.09121181637244027,0.800834104950957,0.0,0.20450951154489178,0.40718644857406616,0.3609349224085512,0.23197975066514676,0.11389601892395189,0.011343059886977192,1.4918751653749496,0.01056152189109366,0.011894523073160893
5.0,0.656908037622354,0.27921803711150867,18.2528,18.2528,0.9971592150692714,0.11398539778449146,2.1182434538619357,0.30498020918775876,0.5303894983959071,0.21326619998937388,0.3397241498203901,0.24310935804374642,0.6713946765212215,0.28372952738817103,0.3609763076892649,0.08554957483718216,0.7511199745647248,0.0,0.2045002711006687,0.4483153820037842,0.3657209749889336,0.2352804093318242,0.11389601892395189,0.009755430238150923,1.3650415462907404,0.009214301623360262,0.010152335809495365
6.0,0.6513846489632026,0.294476130122138,18.2528,18.2528,0.0,0.11398539778449146,2.2959111886825023,0.320373386755074,0.5574407233047223,0.2197221812191835,0.35115445922021005,0.26024250920703745,0.6889808252296798,0.2907102042361475,0.3609763076892649,0.08554957483718216,0.7511199745647248,0.0,0.2045002711006687,0.4483153820037842,0.3657209749889336,0.2352804093318242,0.11389601892395189,0.0,0.0,,
7.0,0.6311537005030048,0.38481831926615345,18.2528,18.2528,0.0,0.11398539778449146,2.442868509356914,0.3304787422195366,0.5511932266821704,0.20995135139480745,0.3349101701943618,0.27192473831159203,0.6978552704589378,0.30104562738186197,0.3609763076892649,0.08554957483718216,0.7511199745647248,0.0,0.2045002711006687,0.4483153820037842,0.3657209749889336,0.2352804093318242,0.11389601892395189,0.0,0.0,,
8.0,0.6203752859410382,0.5178370414007387,18.2528,18.2528,0.0,0.11398539778449146,2.5322309484388614,0.33580338500864143,0.5639532420067688,0.21393434777001466,0.34143399510639066,0.2810577642420877,0.7065543686773249,0.30737199377702196,0.3609763076892649,0.08554957483718216,0.7511199745647248,0.0,0.2045002711006687,0.4483153820037842,0.3657209749889336,0.2352804093318242,0.11389601892395189,0.0,0.0,,
9.0,0.6477761297105203,0.31614199722545416,21.90336,21.90336,0.9971592150692714,0.11398539778449146,2.228161623742771,0.3129072280267706,0.5489974772221854,0.2279022656363897,0.3614997836730226,0.24884064442476325,0.6761720125408911,0.28241682800791457,0.5143038525461507,0.11628764178595193,1.0209983007711352,0.0,0.2100456621004566,0.4753393232822418,0.3635388701993666,0.23305643117966518,0.11389601892395189,0.009393321628342536,1.3910687980242074,0.008031274374776581,0.01042934111463063
10.0,0.6457646304116584,0.3447325512127496,21.90336,21.90336,0.0,0.11398539778449146,2.3414182550051192,0.32272643224325936,0.5525882773904163,0.2201892110094788,0.3501910215106765,0.26398598920585753,0.6887024082073155,0.2903384159541691,0.5143038525461507,0.11628764178595193,1.0209983007711352,0.0,0.2100456621004566,0.4753393232822418,0.3635388701993666,0.23305643117966518,0.11389601892395189,0.0,0.0,,
