round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_auroc,fed_f1_best,fed_prevalence,fed_auprc_lift,fed_f1,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.422265813989856,357.2931266336062,3.65056,3.65056,0.9971592150692714,0.514074700080189,0.3943315836367909,0.6021519846670783,0.2679298350522025,0.11350330500472143,1.7038408219487948,0.20575720233342354,0.2545679047694167,0.1907845809791764,0.5354878541637248,0.1310567362763881,1.1506700367103646,0.0017490161783996502,0.2100502512562814,0.4927203953266144,0.3786024056141411,0.2441313389966758,0.11389601892395189,0.02464895627830943,2.659665014129132,0.020610025472945517,0.02732210339915292
2.0,11.091260792885606,356.5675565053238,5.632,5.632,0.5412350858791136,0.5457066524092566,0.3925867604109939,0.6553641774713902,0.29193054228760384,0.11350330500472143,1.9698515444536655,0.2466676578635539,0.2517185412231135,0.22253715072259148,0.5348680492916362,0.13007203716414933,1.1420244394231034,0.0034438226431338786,0.21356741094256007,0.49120286107063293,0.37649007462802425,0.24280022110320992,0.11389601892395189,0.017389090607607106,1.173979768063873,,0.017389090607607106
3.0,10.402402003417562,448.41182211411535,7.61344,7.61344,0.5412350858791136,0.5472650392891515,0.3850768914566425,0.6675805994097957,0.2989339424618964,0.11350330500472143,2.057400908768291,0.26185258795498456,0.24569409889110475,0.23099776322985544,0.5243353822906855,0.12241128274459218,1.074763489550288,0.08311688311688312,0.2094938068303859,0.49004241824150085,0.37757947692226,0.2436216351899118,0.11389601892395189,0.011580862609007456,0.8172874357551336,,0.011580862609007456
4.0,10.033292456896634,508.7585169240524,9.59488,9.59488,0.5412350858791136,0.5278138933746103,0.3753266198326666,0.6779661972800666,0.3110220556556661,0.11350330500472143,2.1813628492817925,0.2799896389665827,0.2376659487592803,0.24493797828389896,0.5468384818797714,0.13038508744559368,1.1447730015273976,0.04439670605084139,0.2185765589291544,0.48961788415908813,0.3760601580607956,0.24224920425083396,0.11389601892395189,0.009922467000807334,0.7256030805874616,,0.009922467000807334
5.0,10.14661688134332,546.1257315637364,11.264,11.264,0.4559241291901578,0.5400809329037101,0.376523245827447,0.6503002535145194,0.2829787854754702,0.11350330500472143,1.9764879811792946,0.2614269455541171,0.24005188188564325,0.22269703216671302,0.5440790080351128,0.1299098000471021,1.1406000075721925,0.037262357414448666,0.21490892392469005,0.4877476394176483,0.37466646304991635,0.2412720377463258,0.11389601892395189,0.01524650288164279,0.6897790697403252,0.01524650288164279,
6.0,9.822915730966294,500.54067598937144,13.24544,13.24544,0.5412350858791136,0.5726574122192801,0.3803582383620503,0.6621814660083382,0.2951168064290258,0.11350330500472143,2.083285694167521,0.2678342786947097,0.2421484896949836,0.2347375533090267,0.5529876630355749,0.13572367873269167,1.1916455027573356,0.05956225331898098,0.2169773581886551,0.489888995885849,0.3764153126381779,0.24223495914507698,0.11389601892395189,0.009693314874660897,0.7320299486164004,,0.009693314874660897
7.0,9.530073715066106,496.63461725225727,15.22688,15.22688,0.5412350858791136,0.545589433764751,0.3723609152101368,0.6729376009633444,0.30457154639590883,0.11350330500472143,2.1139385069955625,0.28373961206619275,0.23543695988574115,0.23877295114177916,0.6252139618774761,0.1563443642948468,1.3726938462988558,0.16102265081856917,0.25734920150544194,0.4915059804916382,0.37574084922300083,0.24151723597167984,0.11389601892395189,0.008766682307121541,0.6887401114217937,,0.008766682307121541
8.0,9.136673187397433,768.678560074685,17.20832,17.20832,0.5412350858791136,0.5643066824852088,0.3744457481434257,0.6812021323850621,0.31850632390465283,0.11350330500472143,2.1732286789726247,0.2982261988220346,0.23631478439209455,0.2456606927359056,0.6212551494792806,0.15522986994372262,1.3629086548439349,0.11015490533562823,0.2581513300900528,0.4911877512931824,0.3769377951752444,0.24260744138630164,0.11389601892395189,0.00913468306642047,0.7478108445648104,,0.00913468306642047
9.0,8.884632400652828,669.9224190225402,19.18976,19.18976,0.5412350858791136,0.5436018923449374,0.3726425654208243,0.6856961302217199,0.32381375744700736,0.11350330500472143,2.19551776690643,0.30224864209452323,0.23470812520160134,0.24763606636172716,0.6299813103525096,0.15959973532140947,1.4012758025192598,0.19886675196490586,0.2715548125149272,0.4942746162414551,0.3786110928388731,0.2438033656884755,0.11389601892395189,0.007867622705639076,0.6735751057276502,,0.007867622705639076
10.0,9.600844820370876,730.3265662058624,22.84032,22.84032,0.9971592150692714,0.49738283097875324,0.3654166289853495,0.6530946201311496,0.28740714186077837,0.11350330500472143,1.9863690762463702,0.2653682938139988,0.23193572057388204,0.22417572712307418,0.6413771537431827,0.16571104723453722,1.4549327430415466,0.248159509202454,0.27852998065764023,0.4935416877269745,0.3760122468744636,0.2415554452790944,0.11389601892395189,0.008310976340994184,1.1397337620146573,0.01183947318967416,0.006379973381768317
11.0,9.560681924101567,703.0801454783871,24.82176,24.82176,0.5412350858791136,0.5039956678224502,0.37013064145779206,0.6664321895607431,0.3012009906879299,0.11350330500472143,2.034188072377951,0.28004399996318424,0.23433195925824538,0.22989960986186792,0.6572478053393298,0.2084594248200944,1.83026085362371,0.27662636729994244,0.2790929479192624,0.4919426441192627,0.37785389704729244,0.24265065242221814,0.11389601892395189,0.0057806066876481335,0.5287785088876262,,0.0057806066876481335
12.0,9.19610021257097,864.5238127574003,26.8032,26.8032,0.5412350858791136,0.5686515664994285,0.3776170791396188,0.6721750547985516,0.31221041804443883,0.11350330500472143,2.113003268905438,0.28362142042368454,0.23959158218903076,0.23861344167170573,0.6547165181756972,0.21044481986799624,1.8476924993182577,0.2760337436039275,0.27875095201827876,0.49488914012908936,0.38081119483679643,0.2448630407406842,0.11389601892395189,0.0064097320237288535,0.6020350500475615,,0.0064097320237288535
