round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_brier,fed_auprc_lift,fed_f1_best_threshold,fed_f1,fed_f1_best,fed_auprc,fed_prevalence,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.17248090025763282,0.026322014831000377,3.66096,3.66096,1.0,0.38578155401520736,0.24445966024029894,1.9440867033724445,0.5003673300132986,0.2694144384524635,0.2852209609341383,0.21002229897416144,0.10960025180988352,0.6624753662126838,0.6595670695157804,0.21084563047842203,1.8512115916817353,0.26944377558391525,0.2745260827452608,0.5027070045471191,0.3815394200291246,0.24460214741995528,0.11389601892395189,0.02097603968070032,2.271657560215317,0.018120378997328723,0.02300502745071717,0.007087078390905647
2.0,0.16795087529261246,0.025817019345442626,7.32192,7.32192,1.0,0.38546594521666916,0.2426056627438691,1.9974135555426122,0.5229958477018762,0.26932701923164304,0.2920924626185094,0.2163842629992611,0.10960025180988352,0.6692317794058982,0.66487921478984,0.216222590311824,1.8984209663745608,0.2748260245222578,0.2825600894354388,0.5115023851394653,0.3810647962659611,0.24282505828045114,0.11389601892395189,0.015027787784959433,1.7125956411582592,0.014196262918350773,0.015668550059519473,0.005081699021495262
3.0,0.16493620967757547,0.033950443313253136,10.98288,10.98288,1.0,0.38045608622119004,0.23822498759854194,2.024711919848822,0.5316514818143799,0.2665092068267622,0.29538403079551545,0.21904886022233364,0.10960025180988352,0.6710363031155564,0.6685082150468027,0.22131480761791683,1.943130319293146,0.27503090234857847,0.28246949377793884,0.5118120312690735,0.37639176241824396,0.23864029444450535,0.11389601892395189,0.010226427131855401,1.2320723897064454,0.010188773220902643,0.010298564811974711,0.004659310058787877
4.0,0.1627967727819897,0.0364205058993855,14.64384,14.64384,1.0,0.3832739194140406,0.24052768640854552,2.042347870322279,0.5227845777889674,0.26993466220576784,0.29486877708346915,0.22110669386817805,0.10960025180988352,0.6731790603632443,0.6691326004687772,0.22267332975438525,1.955058059606664,0.2747833439019235,0.2852709168498642,0.5138995051383972,0.379090460694078,0.24084345540497815,0.11389601892395189,0.009853566375454316,1.244423409958472,0.009584231835101742,0.010078308513344885,0.005062618773115235
5.0,0.16173696659923512,0.03284495883999482,18.3048,18.3048,1.0,0.3812132887206889,0.23890371827766088,2.0399395422785522,0.5304292547428875,0.2684048537690095,0.29712001311754843,0.22178001018480592,0.10960025180988352,0.6747672364489309,0.6699033250475159,0.22341972808403981,1.9616113907652615,0.27512600059294395,0.28269208415668956,0.5128315687179565,0.37727246984087215,0.23934427759466784,0.11389601892395189,0.008012420896802682,1.062684091155461,0.008206185032268118,0.007900167730196191,0.00402972006539122
6.0,0.16302125779215784,0.04338819432270259,21.96576,21.96576,1.0,0.380166353883329,0.23782558480946314,2.0582662196994663,0.5255369347110649,0.2739297301569332,0.29728264104870733,0.22405128444531494,0.10960025180988352,0.6752788256473816,0.6709216252102221,0.2239714124655499,1.9664551455050867,0.2790797677918727,0.2827701893122454,0.5081600546836853,0.37602843761270094,0.23820424555680764,0.11389601892395189,0.007879650620136557,1.0942485282057532,0.00757538854535702,0.00812834411756395,0.004604351539669237
7.0,0.16389913997252278,0.03587019613048053,25.62672,25.62672,1.0,0.37614369399899533,0.23513769461274064,2.0812508213657357,0.5191350385776509,0.2789953012916034,0.29878658652468687,0.2269057321768147,0.10960025180988352,0.6772434149476826,0.6708351594877194,0.22436559146809298,1.969916012761617,0.2794730323161806,0.28137469429785045,0.507993757724762,0.3719849106190795,0.23554021157136637,0.11389601892395189,0.007682104204065623,1.12232294412388,0.007291587565201423,0.008001389837258743,0.004765354684310022
8.0,0.16250061407727576,0.03397348289988498,29.28768,29.28768,1.0,0.37733202497089363,0.23540962266087403,2.102375381582606,0.5317513974106157,0.2793705713259419,0.301052908811902,0.229007381998563,0.10960025180988352,0.6788130446706231,0.6714458785567469,0.22295337481910288,1.957516837949958,0.28179466996514113,0.28268774703557314,0.5256224274635315,0.3730278312274978,0.2358770753019676,0.11389601892395189,0.008202340979725076,1.2663365217631508,0.006837796859162825,0.00931025910627981,0.0057205149795536885
9.0,0.1628511404303401,0.047797528632004226,32.94864,32.94864,1.0,0.37830817668101,0.23632617397212816,2.1174117745241263,0.5285541907511007,0.2714294908234603,0.30390265938510835,0.2303794877584948,0.10960025180988352,0.6801754679560154,0.6715447054892156,0.2232445098323692,1.9600729853554324,0.27820616883116883,0.2849926890868005,0.5190406441688538,0.3741871300488343,0.23692898410893612,0.11389601892395189,0.008469018678753406,1.3815251093164989,0.007071159960459592,0.009634954874021214,0.0055809551213490145
10.0,0.16297602213825402,0.048492661309463066,36.6096,36.6096,1.0,0.38058441739469573,0.2378102024918786,2.1455114140530727,0.5257140545451794,0.27737672418139137,0.3073203636416828,0.23364471959611846,0.10960025180988352,0.6828932368779266,0.6707517683808933,0.22280775529012514,1.9562383074942538,0.27744245524296673,0.2846586345381526,0.5297842621803284,0.3763611423551686,0.2385397584442867,0.11389601892395189,0.00762342708580166,1.3195028046538937,0.006100178081293639,0.0089143428316071,0.006171863211431093
