round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_prevalence,fed_f1,fed_auprc_lift,fed_f1_best,fed_auroc,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.7964186286951749,21.946799870126526,33.45408,33.45408,0.9993834153056396,0.48378192575089685,0.34738083809360903,0.11079634875668869,0.21757257399869898,1.6415625492010317,0.2619829995034713,0.608975663064562,0.22354246210490056,0.18414080362542404,0.6382151436844457,0.1833395085731084,1.6097095430132968,0.2045002711006687,0.26433076384022425,0.718283474445343,0.5912015618522704,0.4489882130463228,0.11389601892395189,0.006206913658170346,10.618666691822,0.013363012185138363,0.006021056836366484
2.0,0.6835524901996226,5.4790655209158405,66.90816,66.90816,0.9993834153056396,0.5262082210981436,0.3640028909632047,0.11079634875668869,0.23643682133465801,1.858657542024998,0.2847747480823556,0.6477580340473199,0.23018292545249902,0.2059976356505401,0.6093034783214999,0.1663754164342776,1.460765863514212,0.2045002711006687,0.2448799823827351,0.6883627772331238,0.5697857414303971,0.4247977849763737,0.11389601892395189,0.0021849037881929755,3.7615342359931674,0.008727358622451742,0.0020080200515384056
3.0,0.671115973391436,4.135276926927727,100.36224,100.36224,0.9993834153056396,0.5461917755136257,0.35033658110742716,0.11079634875668869,0.24796125017091175,1.962450546869034,0.29720415909185827,0.665003011273452,0.21977038316155842,0.21656473658639364,0.6302260246614797,0.17307653507137677,1.519601270584704,0.2045002711006687,0.25193348801237436,0.6572093963623047,0.5356053834388911,0.38650687088796076,0.11389601892395189,0.0015592071200723299,2.704841074999422,0.00649289896491688,0.0014166432007965029
4.0,0.6575130968924658,3.368570277952107,133.81632,133.81632,0.9993834153056396,0.5460392143128239,0.35894136985293107,0.11079634875668869,0.26839776161387013,1.9785770733699135,0.29582501911167,0.6718216620272335,0.22442496003301904,0.2178132900935051,0.5286123734883496,0.12869746362641576,1.1299557687994939,0.2045002711006687,0.21146245059288538,0.6242530941963196,0.5169982719963766,0.36802975563497164,0.11389601892395189,0.0014438345220893908,2.5229802129033487,0.005640032229143713,0.0013127679141467497
5.0,0.6556329631053156,3.0152826470043843,167.2704,167.2704,0.9993834153056396,0.5559183957425161,0.3543654776572581,0.11079634875668869,0.27565323147951853,2.03315030481126,0.3014416379969216,0.6765265452872578,0.22261114015755498,0.2226767141564824,0.6000272624289645,0.16761110293732026,1.4716151145654512,0.2045002711006687,0.22905569007263923,0.6348400115966797,0.5213018661956732,0.37185763517472276,0.11389601892395189,0.001472368855298952,2.5954943273827666,0.005109178800662633,0.001349324853133651
6.0,0.650408948107313,2.6656053066375915,168.93952,168.93952,0.049862104895873664,0.5044039223191871,0.31808974286989855,0.11079634875668869,0.27925255996329157,2.0521806012928834,0.30206875956039736,0.6812727296436414,0.1999989597234696,0.22506627540474133,0.6099934346288266,0.1722876996572654,1.5126753444499363,0.2045002711006687,0.23461750571180967,0.63426673412323,0.5207858706997771,0.3712534271110366,0.11389601892395189,0.004690588143274124,0.29590680316323414,0.004690588143274124,
7.0,0.6425589450528272,2.570104365047743,170.60864,170.60864,0.049862104895873664,0.5291511437128953,0.33560318278138795,0.11079634875668869,0.28775794264993104,2.080884429538783,0.3073014000945933,0.685615886629649,0.21049010631564707,0.22869010674956888,0.6148979235124971,0.1770217388510454,1.5542399157010256,0.2045002711006687,0.23624199697863463,0.6312049031257629,0.518969977560182,0.3692962073962686,0.11389601892395189,0.004586210436678009,0.31554201524704695,0.004586210436678009,
8.0,0.6369282620501866,2.5446909739995656,172.27776,172.27776,0.049862104895873664,0.5673083958233307,0.33189418237934254,0.11079634875668869,0.29258713416716886,2.1386191553441747,0.30842168903752576,0.6901092469759441,0.21012618386594256,0.23499148766093816,0.6100601851626426,0.17373809343428073,1.5254097120838372,0.2045002711006687,0.23396048177595843,0.6324169635772705,0.5190947417512359,0.3694673887665018,0.11389601892395189,0.004292560303648489,0.3237331366399303,0.004292560303648489,
9.0,0.6257256952925216,2.480470178701629,172.27776,172.27776,0.0,0.5873354219212112,0.3340347540861205,0.11079634875668869,0.29110086521798906,2.267949439584435,0.3234720960200305,0.6990842278555147,0.21183798572969995,0.24759877557025373,0.6100601851626426,0.17373809343428073,1.5254097120838372,0.2045002711006687,0.23396048177595843,0.6324169635772705,0.5190947417512359,0.3694673887665018,0.11389601892395189,0.0,0.0,,
10.0,0.6247537914837601,2.9539640476137743,173.94688,173.94688,0.049862104895873664,0.5802898379759779,0.33372388764146477,0.11079634875668869,0.30067115818068874,2.2798412097097973,0.3201444061631601,0.7022058904064349,0.21013150697228586,0.24855088806472,0.6043741038750248,0.17000036605955654,1.4925926969674452,0.2045002711006687,0.23212765957446813,0.6382545828819275,0.520695280255378,0.37118442852010536,0.11389601892395189,0.004512245984670633,0.37174349720589817,0.004512245984670633,
11.0,0.6141347361206464,2.5552699452119945,173.94688,173.94688,0.0,0.5463153690146619,0.3299789633748476,0.11079634875668869,0.3032148308656659,2.395415460998666,0.333187172760414,0.7105417700573581,0.21070571190996376,0.2588590062358493,0.6043741038750248,0.17000036605955654,1.4925926969674452,0.2045002711006687,0.23212765957446813,0.6382545828819275,0.520695280255378,0.37118442852010536,0.11389601892395189,0.0,0.0,,
12.0,0.6060818165403541,2.742083345827373,175.616,175.616,0.049862104895873664,0.5649428218781366,0.3319503691918657,0.11079634875668869,0.30052369588191363,2.407243780485112,0.3325993712436854,0.710543823508542,0.2107801257646176,0.26086660908069426,0.6063980794519845,0.1694721120103308,1.4879546590955646,0.2045002711006687,0.23334180001693336,0.6354832053184509,0.5210171996170203,0.3714752483250653,0.11389601892395189,0.0044629698570197406,0.4018030545557849,0.0044629698570197406,
13.0,0.6493598222347658,2.740022329963724,207.40096,207.40096,0.949521310409766,0.5715135668916526,0.3519764113621326,0.11079634875668869,0.2831121505954773,2.094119602940834,0.3067719962985024,0.683641268657687,0.22106559433976883,0.22964846467290184,0.6236909353151561,0.16484484364917143,1.4473275291495302,0.2045002711006687,0.24571428571428572,0.6334120631217957,0.5182112275495149,0.3685187135224849,0.11389601892395189,0.004522120529180844,7.764397223247215,,0.004522120529180844
14.0,0.6504102557829811,2.500564222645665,209.07008,209.07008,0.049862104895873664,0.5420882333927196,0.3210390020540611,0.11079634875668869,0.28325047705501516,2.0813431169711984,0.30462818000188047,0.6838147751200417,0.20508088139022565,0.2289084505202072,0.6226508869525811,0.16440458612954068,1.4434620953636075,0.2045002711006687,0.24437299035369775,0.6336423754692078,0.517732320875087,0.36802830170232204,0.11389601892395189,0.0024623514101805894,0.24099364859284833,0.0024623514101805894,
15.0,0.6403901753305244,2.2581257822000804,209.07008,209.07008,0.0,0.5562359841525799,0.34104675357310626,0.11079634875668869,0.2956365660499712,2.193579295401121,0.3185144968742549,0.6950192357705477,0.21391411077172748,0.24072387640502013,0.6226508869525811,0.16440458612954068,1.4434620953636075,0.2045002711006687,0.24437299035369775,0.6336423754692078,0.517732320875087,0.36802830170232204,0.11389601892395189,0.0,0.0,,
16.0,0.6337453187004316,2.2545372187076946,210.7392,210.7392,0.049862104895873664,0.588933156903975,0.3458046699347906,0.11079634875668869,0.2905269677888124,2.2143032578691573,0.31760023380995756,0.6946938409049379,0.2181763652503789,0.24318484728402867,0.6180336424698345,0.16001796212568165,1.4049478079872597,0.2045002711006687,0.24373985129476114,0.634231448173523,0.5177966240452042,0.3681288513431061,0.11389601892395189,0.002713106000659389,0.28545021353056654,0.002713106000659389,
17.0,0.6300844869351269,2.294915664751602,210.7392,210.7392,0.0,0.5477811580432974,0.329777780861638,0.11079634875668869,0.2956777525031859,2.3011356135815677,0.3262191012261627,0.7055593446546001,0.2076702684350526,0.2513155945990455,0.6180336424698345,0.16001796212568165,1.4049478079872597,0.2045002711006687,0.24373985129476114,0.634231448173523,0.5177966240452042,0.3681288513431061,0.11389601892395189,0.0,0.0,,
