round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best,fed_auprc_lift,fed_f1_best_threshold,fed_brier,fed_f1,fed_prevalence,fed_auprc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6904715133329528,0.09897831762084254,3.65056,3.65056,0.9971592150692714,0.5971826044739554,0.26154344176862954,1.8007511462995696,0.4834325119412267,0.23601843077698031,0.20373290736670827,0.11151667715544364,0.18782635688849314,0.37146653459085605,0.44508915858385756,0.10798435287496633,0.9480959378138338,0.05714285714285714,0.20453723788864786,0.4669562578201294,0.36837219932015847,0.23692843094809615,0.11389601892395189,0.028699742259786786,3.0566286623943597,0.023933063737178625,0.03188189781676007
2.0,0.6828778001707015,0.1470663280153151,7.30112,7.30112,0.9971592150692714,0.6364654867984735,0.2801990212547852,1.8732348617597707,0.5138920214976658,0.24157968482142525,0.23840193441775034,0.11151667715544364,0.2046942287279487,0.38111168578820365,0.4705414169806832,0.11244773832878993,0.9872841859720403,0.11187636485805476,0.20456703594845127,0.46881747245788574,0.37350736911748383,0.2408664288665929,0.11389601892395189,0.019992841722956487,2.260590734425932,0.016681061335392815,0.02222214368920612
3.0,0.6744812605891954,0.1579186564237808,10.95168,10.95168,0.9971592150692714,0.6571837565708063,0.29108876796762656,1.984871255382595,0.4932198527063341,0.22006282772984043,0.2710091182915648,0.11151667715544364,0.21776083983296707,0.3514287882158035,0.4359099123049332,0.09897045583011845,0.8689544794028384,0.11726305609284332,0.2046019619366213,0.468296617269516,0.37897637633002035,0.24580113743063192,0.11389601892395189,0.014903444102253298,1.8112449150066823,0.012931493991395851,0.01627739239817517
4.0,0.6644560361770377,0.19371188742010198,14.60224,14.60224,0.9971592150692714,0.6627782236325349,0.29890547467699347,2.0431290444134644,0.5053870153434625,0.2156060242896671,0.2766365221225485,0.11151667715544364,0.22453067524118842,0.3446618882804414,0.4472507639980726,0.10191294718348792,0.8947893714488385,0.12312734082397003,0.2048691695108077,0.4679933786392212,0.3790760302007862,0.2458726299034955,0.11389601892395189,0.011161187237877073,1.4622214902192354,0.01010050768691752,0.011928247766705537
5.0,0.6583671090205648,0.2830645511256997,18.2528,18.2528,0.9971592150692714,0.6653897017371094,0.2978022025745165,2.0975638405677612,0.5087335852386817,0.22488713491668152,0.28110381918074917,0.11151667715544364,0.22981225791317889,0.35929616723535485,0.4408486360929561,0.10147684606189,0.8909604305805092,0.12756417441990808,0.20455778621812265,0.4661893844604492,0.38028281325932517,0.24681739731108976,0.11389601892395189,0.010360194868607684,1.4428415677975863,0.00946927288005256,0.01103788019110762
6.0,0.6502142704778925,0.23935938804496054,18.2528,18.2528,0.0,0.6783662361851255,0.3063846247732649,2.230111261910538,0.5407345211453374,0.22030056701148576,0.2837108081186995,0.11151667715544364,0.2424816063010463,0.34859661438682304,0.4408486360929561,0.10147684606189,0.8909604305805092,0.12756417441990808,0.20455778621812265,0.4661893844604492,0.38028281325932517,0.24681739731108976,0.11389601892395189,0.0,0.0,,
7.0,0.6496747604264594,0.27024818122433925,21.90336,21.90336,0.9971592150692714,0.6680476216553835,0.2982991326559595,2.117797050027654,0.5163129660826646,0.22342272018306963,0.2794168647536326,0.11151667715544364,0.23179614596310424,0.35606911893889454,0.4298136396376742,0.0937112268904763,0.8227787746738283,0.1281521289789169,0.20457421804375336,0.4685765504837036,0.38497531805066526,0.2512614828483228,0.11389601892395189,0.008859411599915393,1.3100396215450019,0.007708195306649236,0.00978233427322382
8.0,0.6435186775148413,0.3301545592991781,21.90336,21.90336,0.0,0.6792183529184347,0.30629084482346647,2.241055299397886,0.5441530986504406,0.20971930225438104,0.2880102874680106,0.11151667715544364,0.2436041586836792,0.33398796211883586,0.4298136396376742,0.0937112268904763,0.8227787746738283,0.1281521289789169,0.20457421804375336,0.4685765504837036,0.38497531805066526,0.2512614828483228,0.11389601892395189,0.0,0.0,,
9.0,0.643133897497864,0.2866045055543628,25.55392,25.55392,0.9971592150692714,0.6685728223324165,0.29809012545140257,2.1297729611838063,0.5142114406959148,0.21405872216472047,0.28400820176340813,0.11151667715544364,0.23336052341997873,0.341590276497895,0.41742377927341584,0.09116202876878537,0.8003969728709662,0.13456341440685862,0.20454134250045233,0.469748318195343,0.3891322074013739,0.25482204142633014,0.11389601892395189,0.009026015036163827,1.416222675703466,0.007454516055004759,0.01034476820826302
10.0,0.6420826339376582,0.3589779954303886,25.55392,25.55392,0.0,0.6816687428225496,0.31107723619119343,2.281856208835956,0.5413740809399651,0.20953965671882202,0.2842574836843833,0.11151667715544364,0.24734496132952627,0.33376865548517165,0.41742377927341584,0.09116202876878537,0.8003969728709662,0.13456341440685862,0.20454134250045233,0.469748318195343,0.3891322074013739,0.25482204142633014,0.11389601892395189,0.0,0.0,,
