round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc_lift,fed_f1,fed_ece,fed_auprc,fed_auroc,fed_brier,fed_prevalence,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
30.0,0.6415159727792927,1.4053394619409052,109.8288,109.8288,1.0,0.33996003821661946,2.5622004596725003,0.30065177214413735,0.324266696743708,0.28404232705645865,0.7121262051350514,0.20198409329081254,0.11142587346553352,0.5739502643991049,0.6607606855193233,0.2164307622197183,1.9002487028473631,0.27783041212695403,0.279386290522148,0.5085492134094238,0.3208441514875214,0.20753112763400985,0.11389601892395189,0.003937695568399001,1.9282054427894764,0.0021345316848398028,0.005863500963025052,0.006147072002565528
31.0,0.6494686828090652,1.4748210243717281,113.48976,113.48976,1.0,0.34001106980544715,2.546945039872942,0.29750032051171477,0.33968779902190976,0.2829728269658117,0.7129717393701285,0.21267870642577455,0.11142587346553352,0.5866258913985881,0.6613125351102287,0.2191247599886163,1.923901836594705,0.275390625,0.2829874261475534,0.5635538697242737,0.33613495880329775,0.21806242558332453,0.11389601892395189,0.0034582281692968893,1.7549305634256598,0.0019317705874875247,0.005096945033701923,0.0051359799383308815
32.0,0.6503608173650671,1.50314737683303,117.15072,117.15072,1.0,0.3451381680644753,2.568342742122687,0.3082801276252588,0.32499545907672,0.28584135810612543,0.715641142390939,0.20119892686158178,0.11142587346553352,0.5633270871875642,0.6586462283953032,0.2178135470176757,1.91238946782775,0.2777708515147737,0.2813356993063397,0.5478146076202393,0.32154391712689184,0.20683389699506272,0.11389601892395189,0.003349071712305984,1.7585315451797214,0.001794471696532319,0.005023248428435327,0.004962646453158954
33.0,0.6447635469027813,1.3795140871939782,120.81168,120.81168,1.0,0.3442227739931351,2.589202298131424,0.30937177155782736,0.3118317918384172,0.2879182005607131,0.7168266918970813,0.19453317878193882,0.11142587346553352,0.5579556975981557,0.6590752314031055,0.21732690795814258,1.9081168069908683,0.2779746835443038,0.2799316598764621,0.5069830417633057,0.30788935074408313,0.20061607853237176,0.11389601892395189,0.0031788479339986387,1.7230114729345587,0.001669531193678542,0.0048119271060803066,0.005389741247439419
34.0,0.6481112082600472,2.0430939064163782,124.47264,124.47264,1.0,0.3441673363961483,2.585263688534089,0.3116307760168857,0.3217282081502123,0.2876269018865959,0.7188835982276814,0.19956857807119585,0.11142587346553352,0.5679981066233564,0.6593907497188044,0.21773694295474125,1.911716888894279,0.2787046123650638,0.28330995792426367,0.5451344847679138,0.31793861175273647,0.20550879584327955,0.11389601892395189,0.0032930227296413127,1.841859242073042,0.0017640350355167954,0.004947858066276166,0.005023529656090222
35.0,0.6484632939660454,1.5246711641740105,128.1336,128.1336,1.0,0.34331876161611885,2.5994744051760166,0.30204151178819216,0.3379425658804851,0.2890928475234362,0.7188253050972573,0.21080230036827188,0.11142587346553352,0.5821618393415321,0.6569361522547675,0.2177302201390555,1.9116578629884637,0.27323726762732375,0.28008618036318866,0.5626781582832336,0.3340683355812921,0.2169978637131409,0.11389601892395189,0.0028203116178057383,1.6274146658470272,0.001566314709926722,0.004175742621282155,0.004764393510671693
36.0,0.6451313354611565,1.49598003731484,131.79456,131.79456,1.0,0.3453640345435456,2.6342400797086443,0.30572577322741573,0.33465195545923904,0.29298705541526415,0.7189431314492868,0.20868446558169654,0.11142587346553352,0.5770889795685775,0.6579612918686732,0.21558409449107585,1.8928150125687964,0.27485578554462164,0.28480662983425414,0.5398730635643005,0.33083082089372223,0.21495387863251375,0.11389601892395189,0.00279015934480337,1.660719628041079,0.001526872553617139,0.004161495842299364,0.003674536855637363
37.0,0.6546228560974863,1.6768050823064502,135.45552,135.45552,1.0,0.3479679329673708,2.6732665542903877,0.3089038099540462,0.3258049683399177,0.29740931956437866,0.7217079586123736,0.2023827892678528,0.11142587346553352,0.5780180172234315,0.6589190785750789,0.2159902090877463,1.8963806736033721,0.27829797321322747,0.2835308796007486,0.5516785383224487,0.32221053260552857,0.20911766213032693,0.11389601892395189,0.0026523858287312197,1.6277387001273382,0.001441373348296583,0.00396985879914071,0.004418508450167846
38.0,0.6476619198727724,2.065085115448445,139.11648,139.11648,1.0,0.34718270809648544,2.677107155491281,0.3111650864580988,0.3168400279757063,0.2975312161218072,0.7223005673302573,0.19703215006843233,0.11142587346553352,0.5604583099930024,0.6577451024635125,0.2142881353500478,1.8814365714847987,0.28180914512922467,0.28525077734216575,0.5147957801818848,0.3127058214441074,0.203571252740436,0.11389601892395189,0.0026570638021592183,1.6767640929283516,0.0014052692132740805,0.004021232226016172,0.004805935794682878
39.0,0.6506916086835896,1.9780861127421523,142.77744,142.77744,1.0,0.34756867862595725,2.6592551476318924,0.30673409591257084,0.33121110314049934,0.29564242667748836,0.7220679723461454,0.2064259298751146,0.11142587346553352,0.5806013870040387,0.6582126448376148,0.21518568213055606,1.889316976691126,0.2760942760942761,0.28391167192429023,0.5505629181861877,0.3269895169312272,0.21331429597486007,0.11389601892395189,0.002750684896369038,1.787592997050524,0.0013687936507618664,0.004251084065698385,0.005649015878058185
40.0,0.6556100660170696,1.9847665004711579,146.4384,146.4384,1.0,0.34835779590884236,2.6808938739400023,0.31124193278096846,0.3205587643198745,0.29843518555574416,0.7234391717667468,0.1998698924159184,0.11142587346553352,0.569883808156849,0.6552010776063617,0.21450812710656608,1.8833680854972874,0.27694961192558826,0.2805247225025227,0.5714884400367737,0.3167085547348715,0.207413707656472,0.11389601892395189,0.0025148684074398444,1.6830345379084974,0.001315686242676457,0.0038109691785814213,0.004441640189601678
41.0,0.6610334137505256,2.7643223282878764,150.09936,150.09936,1.0,0.35177057019545327,2.7251145558867504,0.3102950223662552,0.32522091748832843,0.3030986324684915,0.7258505176706722,0.202822692992462,0.11142587346553352,0.5727163902798426,0.6533770775429116,0.21218225269815066,1.8629470520811116,0.2760261748958953,0.27888922066288446,0.5509629845619202,0.3216887487002385,0.21107588429962923,0.11389601892395189,0.0026098784927794704,1.7949700307435705,0.0013198602312049098,0.004006896744340843,0.003802698224674485
42.0,0.656663850208034,2.2128284035346857,153.76032,153.76032,1.0,0.3541996349678087,2.7185311992450845,0.3105427298205435,0.3234186731159075,0.30292234189428285,0.7247280799522637,0.20101543455597146,0.11142587346553352,0.5622386884400407,0.6531030728135755,0.21268498790983612,1.867361036138106,0.2736917391822625,0.2819001386962552,0.5750001072883606,0.32002959854368784,0.20915844911367606,0.11389601892395189,0.002605050122268241,1.8433956446569937,0.0012988110310321068,0.004016034491127568,0.003963458638400538
43.0,0.6554527329340448,2.2655294165904865,157.42128,157.42128,1.0,0.3520373970076492,2.720422988987794,0.3109885768250713,0.32124889940274665,0.3032714720396043,0.7248842002219332,0.1999617438899371,0.11142587346553352,0.5754419326163104,0.6559276783127754,0.21419514613936275,1.8806201319677411,0.2739333094299032,0.282242138842473,0.5502690076828003,0.31790628094991996,0.20797023293475106,0.11389601892395189,0.002475451870356886,1.8034162892736276,0.0011697634128858528,0.0038776917299492204,0.004508786626371569
44.0,0.6557147836224029,2.3983572764051635,161.08224,161.08224,1.0,0.3582489196884419,2.727078042944658,0.31136402239487726,0.3301127658096525,0.3043598822881349,0.7252878990172162,0.20548689914272392,0.11142587346553352,0.591463244852496,0.6545409011480188,0.21413173341775837,1.880063372195069,0.2751050910789351,0.2809789343246592,0.5557581782341003,0.32663118882882564,0.2135729794103717,0.11389601892395189,0.0023428027282244744,1.7530530822732544,0.0011520129994342183,0.0036166165003804905,0.003744304290467605
45.0,0.6554832478525286,2.3171817021157146,164.7432,164.7432,1.0,0.3582642627022982,2.7742426888893723,0.3078022252605613,0.3284200011885378,0.3097130540486121,0.7271197995722233,0.2051087495356683,0.11142587346553352,0.5769284994263748,0.6529667857676569,0.21180399431772787,1.8596259669018713,0.2744343891402715,0.2813483146067416,0.5594990253448486,0.3243552589949884,0.21330590569585528,0.11389601892395189,0.002241242680444227,1.7179546005154407,0.0011220245509483474,0.00343749823038305,0.00513003689028101
46.0,0.6520553542848421,2.4157254809845274,168.40416,168.40416,1.0,0.35824594764710305,2.783838613530889,0.31790107062123074,0.2986727668947571,0.31078737416606994,0.7288712496670736,0.18675357176558552,0.11142587346553352,0.5541133719605773,0.6523718288100173,0.21142363461725838,1.856286432262619,0.27544602746759084,0.27741935483870966,0.5276871919631958,0.2944910184670939,0.19526875154357964,0.11389601892395189,0.002229735905511959,1.7522948022924538,0.0011183574920484503,0.003417583838371969,0.004468313931539245
47.0,0.6657158263684633,3.2828447774310967,172.06512,172.06512,1.0,0.35776108481135327,2.764522009754078,0.3130955361880182,0.3113164713053618,0.30869017418615363,0.727979376741749,0.19439512900361428,0.11142587346553352,0.5723091486624512,0.6533403954954696,0.2123299614675213,1.864243925938215,0.2732995926428836,0.2803108048673215,0.5392693281173706,0.30749645997065866,0.20325038534275477,0.11389601892395189,0.002169430762793616,1.7495504440321383,0.0010664070562221822,0.003348186488479097,0.0036288604122556543
48.0,0.6544194919191849,2.420357309819284,175.72608,175.72608,1.0,0.3596505879667721,2.780522643893338,0.3088878084556733,0.3143217161979308,0.31045343233466677,0.7283814375936012,0.19551860846365066,0.11142587346553352,0.5727907476764376,0.649485454909343,0.20688662152322865,1.8164517379783605,0.27333169170155136,0.27670424047235637,0.5172505378723145,0.3107177276461881,0.20454344669324154,0.11389601892395189,0.002065382383752447,1.704902722081897,0.0010074898121145328,0.0031958779826306055,0.0035955372996041256
49.0,0.6620706524736765,3.156935921201805,179.38704,179.38704,1.0,0.3583388262172753,2.808159915949937,0.3081782299058052,0.32007202174015,0.31356544478053583,0.7288971625835347,0.20038497253403054,0.11142587346553352,0.5815603634322031,0.6468587668135671,0.20820070857048936,1.8279893409576018,0.26993166287015946,0.2771545827633379,0.5336593985557556,0.3166419826021107,0.2100858785455392,0.11389601892395189,0.0019537846486393185,1.6505548621044,0.0009719182083182525,0.0029981998528323716,0.004403272090285436
