round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_f1,fed_prevalence,fed_auprc,fed_auprc_lift,fed_brier,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6890255439748326,0.10975902209887145,3.65056,3.65056,0.9971592150692714,0.6174802726857775,0.5129555289287492,0.24319639524019385,0.1135448136958711,0.19204382057876546,1.689419764098883,0.24500687454112194,0.3818289255826524,0.2719800099525633,0.37048535355997075,0.08516151650941764,0.7477128464540959,0.14427928542206464,0.2045002711006687,0.46921506524086,0.38687486326732284,0.25104142630624743,0.11389601892395189,0.02784654458473719,2.987407096195966,0.023480534978083046,0.03073135626561485
2.0,0.6830907212361117,0.1388788482992916,7.30112,7.30112,0.9971592150692714,0.6476422359410149,0.5349865668328536,0.2527450241719799,0.1135448136958711,0.2142753096822126,1.9126177406453597,0.23601422406996608,0.37057153625772044,0.2881824491963623,0.3349540782932183,0.08011041034708426,0.7033644468343867,0.1426086956521739,0.2045002711006687,0.4245360195636749,0.3918940314673484,0.25573187945996273,0.11389601892395189,0.018110596344251342,2.0606324719265103,0.015873469623053704,0.01960086877364511
3.0,0.6743114017520804,0.19689959481089878,10.95168,10.95168,0.9971592150692714,0.6620918739295553,0.5644691967689558,0.26026273222432245,0.1135448136958711,0.2237238669059193,2.008126740142844,0.2391729758779023,0.375936760723756,0.29371626702949344,0.32884457850382326,0.07925315451849035,0.6958377936932766,0.13149906348898793,0.2045002711006687,0.35818612575531006,0.3897406399532019,0.2552593126483169,0.11389601892395189,0.013139870691867655,1.5966466839890927,0.012477022129211453,0.013595508961380027
4.0,0.6664153414760766,0.1888046884376409,14.60224,14.60224,0.9971592150692714,0.6670026214516721,0.5491704608089585,0.2741870340523612,0.1135448136958711,0.2267677911752226,2.026917585366932,0.22557535559782274,0.35814580594987605,0.29831878040748877,0.33108136768342494,0.07955095356682663,0.6984524509143961,0.12975892504281386,0.20450951154489178,0.3023850917816162,0.38611406473210147,0.2521521015559342,0.11389601892395189,0.010173699087687322,1.3216988020576537,0.009887023132012352,0.010378807564016166
5.0,0.6583916505755686,0.2332822843992302,18.2528,18.2528,0.9971592150692714,0.670794777370758,0.5404841756843939,0.27740670548443974,0.1135448136958711,0.23145559478571842,2.076182832497285,0.2152344101717296,0.34203441260797074,0.30142279659631305,0.3264094703383417,0.07888649546918983,0.6926185499236998,0.1253638394368104,0.20450951154489178,0.34572869539260864,0.38662259659791626,0.25262499538869987,0.11389601892395189,0.010040570942964448,1.3804076605010778,0.009664559052354407,0.010321488050309219
6.0,0.6523743538847431,0.27227198852652884,21.90336,21.90336,0.9971592150692714,0.6739144820090203,0.5481740275692394,0.2749511334705875,0.1135448136958711,0.23483112690716845,2.101912802740541,0.2224273533851188,0.3528111877345666,0.3060812990208765,0.3331675759915736,0.08026486297025036,0.7047205313106073,0.1085755464809032,0.2045002711006687,0.3164827823638916,0.381477254960022,0.2483625631750101,0.11389601892395189,0.009141370523090943,1.3395424240734428,0.008609794040188256,0.009553610229284063
7.0,0.6519731002130172,0.2905432126642844,25.55392,25.55392,0.9971592150692714,0.6753655432287227,0.5447735489652775,0.2773012228042947,0.1135448136958711,0.23726903588725629,2.121321997042256,0.2197127309766519,0.35002744480524833,0.30815444625548294,0.35162125614088596,0.08520163615117685,0.7480650944267488,0.08496856544103638,0.2045002711006687,0.29540225863456726,0.37758057192849187,0.24517744307550454,0.11389601892395189,0.008146987309690176,1.2639542947290465,0.007821968972802205,0.008409223830002012
8.0,0.6490326302852063,0.26760749439055054,29.20448,29.20448,0.9971592150692714,0.6771660088414689,0.5496298372895577,0.2828436840906589,0.1135448136958711,0.2404515942003863,2.1604575624300018,0.2101177431761524,0.3349915979812738,0.3120688826647314,0.3360488422653889,0.08104932380191734,0.7116080488821457,0.11571598336304219,0.2045002711006687,0.2637678384780884,0.3801432256070073,0.24745312488920354,0.11389601892395189,0.007784535478352589,1.2788530063116923,0.007401324633455228,0.008106634070915148
9.0,0.6517957360182876,0.3592428989673625,31.18592,31.18592,0.5412350858791136,0.6911875988739369,0.5474091768189739,0.29689446355051646,0.1135448136958711,0.25717062541099106,2.319872555360275,0.20890975055975847,0.3325701688377849,0.32631397981886917,0.3274482637557427,0.07911613882635246,0.6946348043927516,0.11792385569656352,0.2045002711006687,0.25990355014801025,0.38225162366903015,0.24946941734915787,0.11389601892395189,0.007759505831371234,0.7262009034166113,,0.007759505831371234
10.0,0.645385412550693,0.35792917587348083,34.83648,34.83648,0.9971592150692714,0.6794041046216969,0.5561185650947652,0.2878128581673609,0.1135448136958711,0.24664153061932925,2.217702318381817,0.20953847072910228,0.33372182667129724,0.31672587698670696,0.34527130885611296,0.0834964735814809,0.7330938725543279,0.0993114406779661,0.2045002711006687,0.299321711063385,0.37783743912761253,0.24566010853173118,0.11389601892395189,0.008155898571148444,1.4597225753823295,0.007480038978028699,0.008718648471952008
11.0,0.6456020621926328,0.34972312030473623,36.81792,36.81792,0.5412350858791136,0.6967285552706071,0.5772026284970155,0.29039534168203435,0.1135448136958711,0.26248886522171594,2.363767802875412,0.2256251690872687,0.3591140011496174,0.32809656116003044,0.3448009052070135,0.08363141209823488,0.734278624383486,0.10482881677261069,0.2045002711006687,0.261599600315094,0.37722421408665546,0.24511953680573825,0.11389601892395189,0.007665819223422846,0.7797215597238392,,0.007665819223422846
12.0,0.6271289135592101,0.3868290270937127,38.79936,38.79936,0.5412350858791136,0.7075835998116309,0.5878522277857512,0.3009787605030985,0.1135448136958711,0.276190758630019,2.5004088374102733,0.21553810286222055,0.3439181560443194,0.34132505077129094,0.32921234018712436,0.07936215196942749,0.6967947845694011,0.12017289024303833,0.2045002711006687,0.26643481850624084,0.3819897151136142,0.24923631371481172,0.11389601892395189,0.009475816050928927,1.0101907418575138,,0.009475816050928927
13.0,0.61276286551321,0.5131509472562262,40.7808,40.7808,0.5412350858791136,0.7153744814678482,0.5524624009079264,0.3204642449912416,0.1135448136958711,0.29138276999791546,2.6437804005198604,0.19286398935694105,0.30982448401544815,0.3497700901141296,0.3271772332464694,0.07900512868129572,0.6936601421867719,0.1220853344469966,0.2045002711006687,0.24679137766361237,0.3843671148900231,0.25221743315265477,0.11389601892395189,0.008456676023023229,0.951958536519669,,0.008456676023023229
14.0,0.5886422478441096,0.6225669804211076,42.76224,42.76224,0.5412350858791136,0.7328383085960201,0.5806741267817859,0.3285725556317064,0.1135448136958711,0.30857538954798436,2.798747582894175,0.2036555399852264,0.33000654308242616,0.36783303385089006,0.327807454163504,0.07911271352941693,0.6946047304975629,0.12483851227306725,0.2045002711006687,0.2550572454929352,0.3879832881938962,0.25545992733470985,0.11389601892395189,0.010131526545084674,1.2022331191692501,,0.010131526545084674
15.0,0.6446549073278982,0.6787820492598711,44.43136,44.43136,0.4559241291901578,0.6842584841614977,0.5919040410919161,0.28167688195466134,0.1135448136958711,0.2547064375510834,2.2850619160595187,0.22188763475698167,0.3498936543280534,0.3198794315194656,0.32755642748030755,0.07913533962851457,0.6948033862478815,0.12363586130681033,0.2045002711006687,0.27623993158340454,0.3873602489987367,0.25453049726056504,0.11389601892395189,0.006593027588319057,0.5795833365991712,0.006593027588319057,
16.0,0.6369180335267881,0.585015748197402,46.4128,46.4128,0.5412350858791136,0.6974919010335493,0.5287951994162101,0.3022090391158059,0.1135448136958711,0.266572121290196,2.4070506538609036,0.1959104411407841,0.3153210397245135,0.33307091705580155,0.3284786866888317,0.07928314000283267,0.6961010643907566,0.1272921964931067,0.2045002711006687,0.28852877020835876,0.38706452124815616,0.2536151957055745,0.11389601892395189,0.006395246574036553,0.7906287561636418,,0.006395246574036553
17.0,0.6221871308140632,0.6750511638493195,48.39424,48.39424,0.5412350858791136,0.7142674337840503,0.5766535241940891,0.30679846793954685,0.1135448136958711,0.287544666869843,2.598312844031933,0.20772262879923312,0.33327396355441813,0.3491392230789982,0.3270844802486438,0.07906601024399665,0.6941946785408614,0.12177853299348626,0.2045002711006687,0.30125361680984497,0.3884384543569094,0.2551666821743324,0.11389601892395189,0.0065472314555572115,0.8378620726289228,,0.0065472314555572115
18.0,0.6077800879311701,0.9758018079218831,50.37568,50.37568,0.5412350858791136,0.7253640630453286,0.6199484782880557,0.3067952641868715,0.1135448136958711,0.3009097720427151,2.72150449047658,0.21880890835410816,0.35108373662309633,0.35600262914890207,0.32866227261836634,0.07929290003666027,0.6961867568839606,0.12096200370001423,0.2045002711006687,0.29254910349845886,0.38890604850534194,0.2556979771963582,0.11389601892395189,0.00883622793090968,1.1826125441584736,,0.00883622793090968
19.0,0.5812942101834311,0.7936441542773122,52.35712,52.35712,0.5412350858791136,0.7383344632762334,0.5798651550831752,0.3286109244560608,0.1135448136958711,0.315138332753385,2.856167445009028,0.20268264853092272,0.3293357127797926,0.37161993258525544,0.32994215355318396,0.07948042843243822,0.6978332445974877,0.1214753631444033,0.2045002711006687,0.31588149070739746,0.3889139051828923,0.2554442625258703,0.11389601892395189,0.008400087989921251,1.1873323658946902,,0.008400087989921251
20.0,0.647278803499906,0.9754075439483619,56.00768,56.00768,0.9971592150692714,0.6864021818623964,0.5491067414047255,0.2929643053188052,0.1135448136958711,0.2586811151791484,2.3136467094430944,0.2035223329286669,0.3249562614112493,0.3219452416684931,0.32850585625185325,0.07924223820857407,0.6957419491675466,0.12066196494658195,0.2045002711006687,0.3194999098777771,0.38974302020464846,0.25590333298766516,0.11389601892395189,0.006056664088193905,1.4615954405162483,0.0058112001704576696,0.006213566185836231
21.0,0.6413574122738596,0.755446661030481,57.98912,57.98912,0.5412350858791136,0.7064071177886907,0.5695305164914658,0.3026386693725352,0.1135448136958711,0.2779913680166,2.5054554657506656,0.21413696752878664,0.3436403989155044,0.3370754756542933,0.32827721779056457,0.07920905749745644,0.6954506245766513,0.12167091046727686,0.2045002711006687,0.2938523590564728,0.3909941574870697,0.25725385660250966,0.11389601892395189,0.0052324551518400245,0.7889524095226079,,0.0052324551518400245
22.0,0.6199151466360185,0.7227351613535126,59.97056,59.97056,0.5412350858791136,0.7193660709117189,0.5850078385447086,0.3109005633846571,0.1135448136958711,0.29522606525636963,2.669140144334006,0.21012963852403616,0.3376947036088039,0.3509173641178331,0.3287080279194179,0.07927954469693907,0.6960694978274337,0.12357479347306616,0.2045002711006687,0.3154744505882263,0.39100889213084333,0.2573352038710998,0.11389601892395189,0.005507437344737176,0.8562248877715319,,0.005507437344737176
23.0,0.5985986144419181,1.0963154376813824,61.952,61.952,0.5412350858791136,0.7327163364215864,0.6179133674274279,0.31622360687583595,0.1135448136958711,0.3084476937396892,2.795544230044212,0.21491450074171398,0.3438541153203161,0.36271079714408494,0.32935194028830306,0.07938083646983556,0.6969588333270714,0.12493368700265252,0.2045002711006687,0.33179253339767456,0.39294109356961926,0.25890936699674,0.11389601892395189,0.005463437407585438,0.8803772607352585,,0.005463437407585438
24.0,0.5745069650508248,1.0785774239419408,63.93344,63.93344,0.5412350858791136,0.7441839842209265,0.6203422358621583,0.3277923184730247,0.1135448136958711,0.3210107320645839,2.9174216058222564,0.20536826689939924,0.33143127084302204,0.3723818448175969,0.32966404515312814,0.07942376226491335,0.6973357191522596,0.12495836941317524,0.2045002711006687,0.3267700970172882,0.39293435468840016,0.2589338955715934,0.11389601892395189,0.006756610392750992,1.1313850003061816,,0.006756610392750992
25.0,0.6476582761637567,1.4064334785177546,65.60256,65.60256,0.4559241291901578,0.6907596151514661,0.5527257395801318,0.2937974287025371,0.1135448136958711,0.26516435180345455,2.3646638947527228,0.20600840770763063,0.3283799364464123,0.3258637810186847,0.32941949398703063,0.07941353070429903,0.6972458866830391,0.1219270980502967,0.2045002711006687,0.3252377510070801,0.3904655256924856,0.2565918201150924,0.11389601892395189,0.005333565638987391,0.536281337030232,0.005333565638987391,
