round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_brier,fed_prevalence,fed_f1_best,fed_ece,fed_auroc,fed_f1,fed_auprc_lift,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.651114035877291,0.36655630543100687,3.11008,24.82176,0.5412350858791136,0.5435618066753205,0.22227753905312547,0.1138595166163142,0.30922429447316596,0.35328450586181603,0.6780396695336227,0.2854682869537474,2.152643816829478,0.24165536798037668,0.6567460531597787,0.22207551428990746,1.949809276812272,0.28012493835278646,0.2823349866463182,0.49162226915359497,0.3782538756479932,0.24209906635971218,0.11389601892395189,0.018187714903804976,1.796600136673078,,0.018187714903804976
12.0,0.6326055280092142,0.4505849414455091,3.3584,26.8032,0.5412350858791136,0.559126652869108,0.22378918830402392,0.1138595166163142,0.3184540535019937,0.3559752199883232,0.6892971652914535,0.28311391176713285,2.286594485433856,0.25598487815346804,0.6390329161577655,0.21765038308145745,1.910956898561855,0.27535211267605636,0.2820709786449532,0.4949900805950165,0.3793082022392142,0.24303721621566207,0.11389601892395189,0.020005908406962456,2.0433719537686557,,0.020005908406962456
13.0,0.6170504072644322,0.5047124311452292,3.60672,28.78464,0.5412350858791136,0.5538007187875585,0.21073949379591334,0.1138595166163142,0.32602711561739317,0.33673350091635323,0.6965148292375621,0.29448804796100914,2.405082903959659,0.2687983069241176,0.6507670425695976,0.22026782884114193,1.9339379104041754,0.27906976744186046,0.28128142508260306,0.4972808063030243,0.38164954850199573,0.2447019549437031,0.11389601892395189,0.02442533554636232,2.584174891002476,,0.02442533554636232
14.0,0.5985197556541804,0.601857064815399,3.85504,30.76608,0.5412350858791136,0.559169825800476,0.19084509872039462,0.1138595166163142,0.33634476639374217,0.30432837425690323,0.7051192785936965,0.31243746220440916,2.5275097876020203,0.28151645357899036,0.6587749983196284,0.22077692196905718,1.9384077165723363,0.2740899357601713,0.2810674246012948,0.4957515299320221,0.37700600238809695,0.24101051981744515,0.11389601892395189,0.02105558812706937,2.3869589339010417,,0.02105558812706937
15.0,0.6464695484874505,0.6298361165855878,4.064,32.4352,0.4559241291901578,0.5467376004217974,0.21549027753047387,0.1138595166163142,0.2986426078240751,0.33922457608909234,0.6656691801063844,0.2729083789211674,2.0418254574255617,0.23101035552319824,0.6599848407642737,0.2221915791175195,1.9508283188183804,0.26983250506166023,0.28428725701943847,0.49325668811798096,0.37721983715310614,0.24129775128418707,0.11389601892395189,0.030861582148563507,1.7053693463094532,0.030861582148563507,
16.0,0.6454035909905111,0.5590448801007852,4.31232,34.41664,0.5412350858791136,0.5477018040911578,0.20983000861314186,0.1138595166163142,0.3102422300192283,0.3329054995440885,0.6815388096140884,0.2849587659205085,2.2090076161411965,0.24892258749542245,0.6603793578786888,0.22035361984304774,1.934691150093467,0.27022253620628756,0.2799752014879107,0.4939610958099365,0.37727062430179703,0.24141748816679046,0.11389601892395189,0.018417278813933218,2.178194856038317,,0.018417278813933218
17.0,0.6241289130460934,0.5384987159806918,4.56064,36.39808,0.5412350858791136,0.5720635262455824,0.21054617941170764,0.1138595166163142,0.3204251443801268,0.3355484856944437,0.6934322746386045,0.29359775586223325,2.3565854476176584,0.2638104965093175,0.6641802103278073,0.2223996070293735,1.9526547910148573,0.27463382157123833,0.28272251308900526,0.49635961651802063,0.3758315153424097,0.24004496953781918,0.11389601892395189,0.021294891427678462,2.5715036222245544,,0.021294891427678462
18.0,0.6066438306943841,0.6426917620973182,4.80896,38.37952,0.5412350858791136,0.5833250904889083,0.20866725124771118,0.1138595166163142,0.3335862853778422,0.3334078530589643,0.7054439467683487,0.29701720905114315,2.494931322034097,0.2777578890894688,0.6643587639271933,0.22191099384208313,1.9483647974583957,0.27529182879377434,0.2841750841750842,0.4962413012981415,0.37560919248929975,0.239842283847295,0.11389601892395189,0.023492538775316416,2.984403720125556,,0.023492538775316416
19.0,0.5902943902144102,0.7424038186325027,5.05728,40.36096,0.5412350858791136,0.5896741604321792,0.21000022845651914,0.1138595166163142,0.3440614318267746,0.3351800557884104,0.7162891182769261,0.3085174171569025,2.6662100611614434,0.2953229446622652,0.6634697482163338,0.22051623606754248,1.9361189104843135,0.27395885599598596,0.28425131469692777,0.49643534421920776,0.37668518404444895,0.24073527791696636,0.11389601892395189,0.022401172891351163,3.014360203873366,,0.022401172891351163
20.0,0.6468384552597038,0.8806287200673673,5.51456,44.01152,0.9971592150692714,0.5453304102211021,0.2135956690309299,0.1138595166163142,0.2975611379768625,0.3351648507549728,0.6667906694170036,0.26975486289152056,2.0529717474647744,0.23244683037608002,0.6618637697779985,0.220492825852322,1.9359133702429454,0.28054882970137207,0.28183310941931633,0.498939573764801,0.37574816240302694,0.24026617121778543,0.11389601892395189,0.02329298719845319,4.6953361802734435,0.028647088244098895,0.02095826662246527
21.0,0.6433316169945541,0.6520538232599955,5.76288,45.99296,0.5412350858791136,0.5654036021525977,0.22422247010724083,0.1138595166163142,0.3096058998308231,0.35336588350291603,0.6827092566932601,0.2767969158575066,2.1953850190363164,0.24776169022761446,0.6626749286902504,0.22144986264807695,1.944316094102802,0.2794051374493015,0.2805078416728902,0.4999411702156067,0.37454321164958604,0.23923981822123527,0.11389601892395189,0.02138436717131258,3.0587486734148115,,0.02138436717131258
22.0,0.6246939657257594,0.6317823132554216,6.0112,47.9744,0.5412350858791136,0.5674740319521976,0.21336594742675935,0.1138595166163142,0.3204338662329922,0.34065737142809077,0.6953246124792645,0.29465179040595874,2.3843519215557616,0.26780623825047734,0.6618592896237269,0.22013986367676158,1.9328143841774528,0.27619324796274736,0.2790058412552972,0.49453121423721313,0.3769531779104093,0.2410293713269115,0.11389601892395189,0.019564609828038683,2.885483756661415,,0.019564609828038683
23.0,0.6085513398367393,0.714553349496807,6.25952,49.95584,0.5412350858791136,0.5653296660515597,0.20799834695634267,0.1138595166163142,0.33152403522701057,0.3336879453713951,0.7102001638634498,0.30530683076246684,2.523823901719505,0.28167782372622413,0.6644781468616154,0.2194015573201446,1.926332100041517,0.2796287844211167,0.28058629973078075,0.4996618330478668,0.3726635847923722,0.2375529943725923,0.11389601892395189,0.01607082080916863,2.5304021732881665,,0.01607082080916863
24.0,0.5891687549163193,0.9365719552043548,6.50784,51.93728,0.5412350858791136,0.5606432710975889,0.19538681762847013,0.1138595166163142,0.3498589241141902,0.31595438010467736,0.7187285273522261,0.3143003209886678,2.6970399681239665,0.2998893533598118,0.6646181610947017,0.21824236046778578,1.9161544233912662,0.27734496727952634,0.2818927081835179,0.4981337785720825,0.3730672266863212,0.2379847116067133,0.11389601892395189,0.02489891924305234,4.084628142183647,,0.02489891924305234
25.0,0.6478631033892851,1.0019559792603974,6.7168,53.6064,0.4559241291901578,0.5418914470086315,0.21720184603956247,0.1138595166163142,0.29862543872486574,0.34373018894347385,0.6730180140523532,0.2743656876642586,2.093018768804537,0.2375167633811921,0.6638925643444274,0.21708260657807815,1.905971855987554,0.2774345395704619,0.28126270153095784,0.49845248460769653,0.37483059807526653,0.23941831183431436,0.11389601892395189,0.03423030519597991,2.034643999300897,0.03423030519597991,
26.0,0.6384046794949512,0.7226480406893908,6.96512,55.58784,0.5412350858791136,0.5611247685864523,0.2150983818639088,0.1138595166163142,0.3117309425448962,0.3432763427135339,0.6888250519310776,0.2860093699978588,2.2635595998415092,0.25595433946990603,0.6633990320557674,0.21348477254320514,1.8743830957405845,0.275676644559957,0.277940560904144,0.4963594675064087,0.3710700488410302,0.23678890809338118,0.11389601892395189,0.016030635794984874,2.7536945384927094,,0.016030635794984874
27.0,0.6183671611934475,0.7437706352579702,7.21344,57.56928,0.5412350858791136,0.5622068063917778,0.204523325323121,0.1138595166163142,0.32342055656999946,0.32615094553514623,0.7006355710986149,0.2967949194020794,2.4128108227377187,0.2707783769051432,0.6634300668499254,0.21451191884659612,1.883401376740176,0.2752035065748278,0.27899818105498814,0.49845826625823975,0.37014815884919466,0.23575893401791337,0.11389601892395189,0.016669462148187257,2.943974457681179,,0.016669462148187257
28.0,0.6029431281706878,1.009639184711197,7.46176,59.55072,0.5412350858791136,0.5789934220833541,0.20321714619519707,0.1138595166163142,0.3408025612187087,0.3260128436172109,0.7155342685591431,0.310784741898824,2.604136401712893,0.29136132747754917,0.663143085987488,0.21471320306105404,1.8851686396907126,0.2750983534897275,0.27879616963064296,0.49898871779441833,0.3693574841345039,0.2349604135249494,0.11389601892395189,0.021627742135986772,3.949105591047555,,0.021627742135986772
29.0,0.5798395728403011,0.9806385873930676,7.71008,61.53216,0.5412350858791136,0.5978274641470368,0.2031711707829644,0.1138595166163142,0.3459005849283868,0.3263603988678787,0.7237581818255242,0.31136922971235514,2.7189981485248325,0.3016600004751238,0.6629483561448063,0.21659654756301094,1.9017042879051986,0.2745260827452608,0.27613262465198685,0.4984370470046997,0.3744388994293908,0.23883664189320192,0.11389601892395189,0.02894491531141122,5.533355915220454,,0.02894491531141122
30.0,0.644493538579451,1.2390538074200008,8.16736,65.18272,0.9971592150692714,0.5712297994902307,0.2147076296963818,0.1138595166163142,0.30155685372930996,0.3360148433784411,0.6745674959012802,0.2737215481670152,2.116423754361998,0.24066369257788578,0.6632751187692663,0.2161932632715612,1.8981634767753641,0.27327070879590093,0.2782248232138503,0.49638259410858154,0.37114697141600295,0.23639593583045668,0.11389601892395189,0.021987334536954697,5.954048688756302,0.01797003399623791,0.02348756712104934
31.0,0.6439702711900877,1.1075972135386114,8.41568,67.16416,0.5412350858791136,0.5561716959540697,0.21603695762818653,0.1138595166163142,0.31767966751465715,0.3444648774327618,0.6909591914065073,0.29248361574984155,2.282163293423887,0.25826870907772875,0.6635325080244958,0.21654728280781532,1.9012717464023343,0.27175527175527175,0.27753353624168636,0.49314796924591064,0.3700127605658376,0.23550861709967083,0.11389601892395189,0.01308464307038358,2.666455740109086,,0.01308464307038358
32.0,0.619644871243849,0.7737126349581404,8.664,69.1456,0.5412350858791136,0.5586832101529037,0.21125012351728023,0.1138595166163142,0.3293896894336834,0.3387496897975154,0.705405435618713,0.3033732645351824,2.484032612698711,0.2792230160143673,0.6625481039309451,0.2146374695136613,1.8845037038298438,0.2705634227176861,0.27636880777435413,0.4957669675350189,0.3720453348314704,0.23722291879438598,0.11389601892395189,0.023017202675197388,4.763914646115154,,0.023017202675197388
33.0,0.6006172336892592,1.1316613901304375,8.91232,71.12704,0.5412350858791136,0.5578247121040976,0.20241137086915836,0.1138595166163142,0.33748570204904815,0.3259454927796898,0.717062577106312,0.31291073715018763,2.6431036794063907,0.2962633627305585,0.6622224833065937,0.2118248748710407,1.8598092968681872,0.2743446964552492,0.27600894473432014,0.49380365014076233,0.37177137074691796,0.23698339219585668,0.11389601892395189,0.01495731405114404,3.2135259355418384,,0.01495731405114404
34.0,0.5757345268046097,1.1146901411186672,9.16064,73.10848,0.5412350858791136,0.5744731805145681,0.20458339781995405,0.1138595166163142,0.3503939102793302,0.32839329255380084,0.7289056600237259,0.31917864003620944,2.766735711491791,0.30899362535825825,0.6621453543761872,0.21188603228832487,1.860346255208452,0.2739795918367347,0.2757361333028989,0.4972841739654541,0.3730622083706154,0.2379248981258213,0.11389601892395189,0.02358131636501782,5.249423605855554,,0.02358131636501782
35.0,0.6492141991577612,1.3555858879901028,9.3696,74.7776,0.4559241291901578,0.5387618937693754,0.21333201951860886,0.1138595166163142,0.3056817241101963,0.338129222876517,0.6791337770659439,0.28064830119240997,2.159653081423143,0.24590610952930292,0.6627518944777844,0.21056942624979236,1.848786535641681,0.27469624933967246,0.2779544898458527,0.4983309805393219,0.3730919446596124,0.2380287060300671,0.11389601892395189,0.02336356237517524,1.9624789715744555,0.02336356237517524,
36.0,0.6439279733168765,1.1787702372347195,9.61792,76.75904,0.5412350858791136,0.5408169051213988,0.20579612323754629,0.1138595166163142,0.31506470123533104,0.3295716160356394,0.6952496530338407,0.2921727484884699,2.3287819966930603,0.26380468181176986,0.6631016727967391,0.2118588464537861,1.8601075652630472,0.27277528386585687,0.277006354436338,0.49746173620224,0.3737661812027542,0.23861703497080472,0.11389601892395189,0.016448360250719524,3.821868460159749,,0.016448360250719524
37.0,0.6112110306123693,0.9797380446897834,9.86624,78.74048,0.5412350858791136,0.5693741494063796,0.2051064912945858,0.1138595166163142,0.3368327219833707,0.33026025583844465,0.7104653839233909,0.3006311012377462,2.5565992857670716,0.2871433013558387,0.6613067874613308,0.20974598923978557,1.841556809635572,0.2728120420940456,0.27568922305764415,0.49687618017196655,0.37595245835045416,0.2405761462758242,0.11389601892395189,0.02061651873505892,4.926765108015388,,0.02061651873505892
38.0,0.6003222714374596,1.38692205029947,10.11456,80.72192,0.5412350858791136,0.5623069014681611,0.19337550086036728,0.1138595166163142,0.3384885230906677,0.31255450325557355,0.7222945372536947,0.31588767596382944,2.6847441609377545,0.30013320033300717,0.6628456890801045,0.211996373049896,1.8613150402688392,0.273579013116802,0.2769715378557768,0.49695661664009094,0.37533676378157826,0.2398687828874373,0.11389601892395189,0.014816612321407418,3.6872362215071917,,0.014816612321407418
39.0,0.5799371737759254,1.6957398588971113,10.36288,82.70336,0.5412350858791136,0.6005546631139571,0.19451359898562776,0.1138595166163142,0.3567890556200581,0.3129793577227704,0.7339171355798738,0.3193915023887099,2.907041084544467,0.32055170549241196,0.6637498519792167,0.21233622055264847,1.8642988803184146,0.2764676367285499,0.2783565492215849,0.49793383479118347,0.37362589751643943,0.2384466553236399,0.11389601892395189,0.016620030237711823,4.311906217131764,,0.016620030237711823
40.0,0.6438914697270326,1.5945514761653747,10.82016,86.35392,0.9971592150692714,0.5925758439308447,0.22665091968959264,0.1138595166163142,0.3084876235541694,0.35228017957839824,0.6798800425415064,0.27473994024357784,2.1577250522130473,0.2456135841843119,0.6627073062757449,0.21539731102793735,1.8911750653177584,0.2702326506263671,0.276483638380477,0.5061989426612854,0.3785606148639654,0.24215212442190048,0.11389601892395189,0.021150396800179716,7.413968381006271,0.04511150065030607,0.014020356059340839
41.0,0.6373363918946483,1.0875788524648333,11.06848,88.33536,0.5412350858791136,0.5780552335604949,0.21462457925575956,0.1138595166163142,0.3161172117299319,0.3417876442270175,0.6971567124154858,0.292769371398982,2.3611041814567755,0.26683981688387376,0.6633655877668748,0.2153607932215608,1.8908544412369381,0.26901920083030617,0.27854671280276816,0.5052571296691895,0.3778092735450505,0.24170782236325977,0.11389601892395189,0.010068247324433923,2.8539875065907836,,0.010068247324433923
42.0,0.6146214581412396,0.9059315482942358,11.3168,90.3168,0.5412350858791136,0.5770894589215847,0.21389395628164215,0.1138595166163142,0.33338498228446034,0.34259717823314545,0.7096161974230633,0.29861613565967,2.530509090584676,0.2845769292487757,0.6612333982675431,0.21188566591049204,1.8603430384337456,0.26822157434402333,0.27556480380499404,0.505971372127533,0.3762848943980389,0.24046908096033326,0.11389601892395189,0.012991817711190687,3.7648866367526352,,0.012991817711190687
43.0,0.5964822768947541,1.2267125713658762,11.56512,92.29824,0.5412350858791136,0.5809520816548622,0.20420782945052782,0.1138595166163142,0.34532109686077733,0.32857836917297895,0.7207987037405589,0.3087698833991243,2.6947980235522198,0.30104253887260923,0.6580401275245167,0.20864042793136228,1.831850049742924,0.26580259222333,0.26995572422517394,0.5044233202934265,0.3773401504395334,0.24145725909046675,0.11389601892395189,0.014671326207600928,4.403800168540329,,0.014671326207600928
44.0,0.5773096563620371,1.2558687516185318,11.81344,94.27968,0.5412350858791136,0.6109941268671765,0.20370753958323484,0.1138595166163142,0.3551113778552125,0.3256400603069599,0.7360864864009309,0.3141292411526334,2.8360880911254953,0.3151981982616659,0.6585741694434003,0.21214584849192009,1.8626274254025452,0.26396440929312903,0.2731505431971029,0.5047253966331482,0.37930546362792805,0.24282004037267851,0.11389601892395189,0.014133738987860236,4.425746205961332,,0.014133738987860236
45.0,0.6407372044713411,1.4618104029767802,12.0224,95.9488,0.4559241291901578,0.5501341743212783,0.21035211739483617,0.1138595166163142,0.30706098180815244,0.33184456375556737,0.6834451398038849,0.28603852007359687,2.1881632890353333,0.24918864169906849,0.6597881406576687,0.21473077446582634,1.8853229155375621,0.2696083838940982,0.272704652898731,0.5027954578399658,0.37761429472996527,0.2414143162322142,0.11389601892395189,0.01612168577956428,1.4162106346338987,0.01612168577956428,
46.0,0.6422237008501706,1.5699668506254638,12.27072,97.93024,0.5412350858791136,0.5624737989585115,0.2154117766958345,0.1138595166163142,0.31905345817207054,0.34393755963924716,0.699405318947595,0.29223835903768897,2.3810048236326606,0.2683651047656417,0.660060727298958,0.21217060586546344,1.8628447936106465,0.26985098999795876,0.27437388193202145,0.5026866793632507,0.3780723813480793,0.24177459549428,0.11389601892395189,0.014160339091218818,4.590041627176106,,0.014160339091218818
47.0,0.6118672227066859,1.184437137562757,12.51904,99.91168,0.5412350858791136,0.5738678974890096,0.2106691856063747,0.1138595166163142,0.3364992893068502,0.3364256476212389,0.7142428319931361,0.3012926238475288,2.56527128333494,0.2883665296621662,0.6599498152444616,0.21261440873827064,1.866741355378126,0.2706207482993197,0.27373167981961666,0.5017843246459961,0.3757457563975982,0.23988689723364526,0.11389601892395189,0.008813772480792743,2.932360253762454,,0.008813772480792743
48.0,0.5918300740564344,1.3692260754667724,12.76736,101.89312,0.5412350858791136,0.5801101684634089,0.21039242310684156,0.1138595166163142,0.34808684184996086,0.33700315992404756,0.7259909149529715,0.30633158868085625,2.7156021946709656,0.30269150768902586,0.6622031697003627,0.2164926987321828,1.9007925015951126,0.2715654952076677,0.2754532775453277,0.5032414197921753,0.37575805067080087,0.239736544021182,0.11389601892395189,0.019557417732673624,6.759913890156895,,0.019557417732673624
49.0,0.5720121588859484,1.490824315883074,13.01568,103.87456,0.5412350858791136,0.5635212817607298,0.19100361210639327,0.1138595166163142,0.35711059886653246,0.30762928971217723,0.738500131905161,0.3273735230927218,2.8543144658824864,0.31658382018267395,0.6619966559224955,0.2151302135731376,1.8888299661885422,0.27174034695019583,0.27322404371584696,0.5034595131874084,0.3749360410932794,0.23910239269560124,0.11389601892395189,0.016818757119421244,6.162465454079211,,0.016818757119421244
50.0,0.6503079858495664,2.337235136549921,13.47296,107.52512,0.9971592150692714,0.56958461515718,0.22519868989710945,0.1138595166163142,0.30756234422995926,0.355392876357611,0.6819950022025902,0.28232166240976125,2.2142421161830965,0.252943767285766,0.6584634205317765,0.20754091478105047,1.8221963923043267,0.26768558951965066,0.27416520210896306,0.5045086145401001,0.3780767725040667,0.24196581883552765,0.11389601892395189,0.016466269495085326,7.721404069103301,0.015070123710381028,0.016837414994441083
51.0,0.6395122245277898,1.474746855024928,13.72128,109.50656,0.5412350858791136,0.5481947826808703,0.21122087983418247,0.1138595166163142,0.3258480832390377,0.3388181937414168,0.7025514964857522,0.2938945917967471,2.4376999376190147,0.27590579916852237,0.6568287791456624,0.20548226511511541,1.8041215755953284,0.26517779705117084,0.27205128205128204,0.5048485994338989,0.3780801942243604,0.24214925645594748,0.11389601892395189,0.015287886757492007,5.792809498962015,,0.015287886757492007
52.0,0.6147783699209797,1.2251193813154253,13.9696,111.488,0.5412350858791136,0.6008135313871584,0.21126086910511988,0.1138595166163142,0.3365046939495672,0.33676189190066397,0.7139517879646374,0.29848828045629294,2.586339526166487,0.290041140472308,0.6578225827785682,0.21063631000036415,1.8493737708339528,0.2685416194148333,0.2740867859769552,0.5027875304222107,0.37434937987817646,0.23895132045014367,0.11389601892395189,0.012094387788405804,4.671356858685613,,0.012094387788405804
53.0,0.6030664316506844,4.229013512148637,14.21792,113.46944,0.5412350858791136,0.5741783698452384,0.20271179264899197,0.1138595166163142,0.3481968723752527,0.32639320167897135,0.7277432437398402,0.3131223845846324,2.724872358469868,0.3036020330942543,0.6568454824659312,0.20935314562879093,1.8381076670342231,0.26796338672768877,0.27290495968727096,0.5026441216468811,0.3734721899485575,0.23828202171923635,0.11389601892395189,0.016907412388989088,6.746400217991322,,0.016907412388989088
54.0,0.5784249162433771,2.07655368645345,14.46624,115.45088,0.5412350858791136,0.6097365051718037,0.2142988549472936,0.1138595166163142,0.3601351400429723,0.3432103031058063,0.73952364680839,0.3163918590106176,2.9190495940331744,0.32342166734220884,0.6568353299594718,0.20895518841474184,1.834613627314408,0.26974173663513656,0.271769019248396,0.503452718257904,0.3746174286899656,0.23899834348759183,0.11389601892395189,0.01036157100889412,4.227186040952802,,0.01036157100889412
55.0,0.6521153451678263,2.2371145890603295,14.6752,117.12,0.4559241291901578,0.5839010627915912,0.20737505617957502,0.1138595166163142,0.31015106907511936,0.32613411129360603,0.6818117318661212,0.28587930564275305,2.211732477243762,0.25260502893654413,0.6582794455692378,0.20907819449022552,1.8356936130474109,0.2697228144989339,0.2731660231660231,0.5101408958435059,0.3727873350474908,0.2375505439323015,0.11389601892395189,0.018679143981136147,2.0136380535550416,0.018679143981136147,
56.0,0.6472159883304753,1.6440159735865403,14.92352,119.10144,0.5412350858791136,0.5755968250649394,0.21734020898245154,0.1138595166163142,0.32533182651365505,0.3462084591353415,0.7008481736406134,0.2896157105247131,2.427002622841887,0.2752516533607298,0.6590095475726876,0.21060322217325128,1.849083261758873,0.27028676021964615,0.27632237610545635,0.5113757252693176,0.3752547961754554,0.23947659109410913,0.11389601892395189,0.011941647482407156,5.010355589911342,,0.011941647482407156
57.0,0.6232447535278698,1.7699297453282816,15.17184,121.08288,0.5412350858791136,0.5835978434442695,0.2206524648042697,0.1138595166163142,0.33622680647373404,0.3539309762933962,0.7168610602261839,0.2965267432233431,2.602144805871777,0.29278237106781985,0.6584143772743685,0.21306570071933412,1.8707036710527836,0.2694604504976427,0.27647610121836924,0.5098444223403931,0.375970165495772,0.23998520372913157,0.11389601892395189,0.01099819747527271,4.740710153244436,,0.01099819747527271
58.0,0.6031503262941358,1.379462637040911,15.42016,123.06432,0.5412350858791136,0.5759502594178207,0.20627726170045768,0.1138595166163142,0.3468712829883767,0.3336476943820782,0.7280613166752851,0.30920524689210027,2.8017654465843327,0.31241365284568867,0.6535621945055589,0.20846788844445238,1.8303351637219727,0.26629459836555713,0.27186253451979137,0.5092240571975708,0.3806895271983851,0.2440229767664657,0.11389601892395189,0.009315130043599703,4.134636321105063,,0.009315130043599703
59.0,0.5804785429232504,1.3457145841878173,15.66848,125.04576,0.5412350858791136,0.5682807799601272,0.19188614485704347,0.1138595166163142,0.3608326857890913,0.31105582700779066,0.7412288560972429,0.3257970735686143,2.937493226264818,0.32609779586667714,0.6536734830436075,0.20955400354955606,1.8398711871525095,0.2684828948736612,0.2733977619532045,0.5048694014549255,0.37994812080740026,0.2435509937611725,0.11389601892395189,0.00939319104718384,4.287792256567627,,0.00939319104718384
