round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_f1_best_threshold,fed_ece,fed_brier,fed_auprc_lift,fed_auroc,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
14.0,0.6399195723589971,0.32601575889297124,0.71692,30.76608,0.5412350858791136,0.2395923378509454,0.313807840135273,0.5008017326179329,0.35503005945057564,0.22184052931791765,2.1202186911797085,0.6895044398323107,0.11353766756875829,0.29023006300982523,0.34490423739265763,0.08161562491838532,0.7165801376506399,0.2045002711006687,0.20452799493876814,0.5219302177429199,0.4132185819746714,0.27190965690295504,0.11389601892395189,0.048035049429201136,0.46873518446227536,,0.048035049429201136
15.0,0.6630884502099241,0.25074410430652705,0.75864,32.4352,0.4559241291901578,0.21758451955191085,0.2890381056491364,0.4685578918421769,0.3207208901658759,0.20090370361844243,1.9176094844745029,0.6563562944836339,0.11353766756875829,0.2650800686693181,0.3440068762963897,0.08154155523727902,0.7159298104328311,0.2045002711006687,0.20452799493876814,0.5213897824287415,0.41330520643478275,0.27200495075017994,0.11389601892395189,0.06837581369627217,0.41698570716107497,0.06837581369627217,
16.0,0.6611494124828918,0.238521020055298,0.80416,34.41664,0.5412350858791136,0.22702455451624073,0.2968509799674177,0.49579440684028636,0.36391201897807585,0.2291858855296666,2.0069606713186103,0.6714817308909381,0.11353766756875829,0.27299450693639793,0.3452103687184535,0.08162985883259312,0.7167051105368063,0.2045002711006687,0.20457421804375336,0.5221014618873596,0.4133052284359134,0.2720061130195799,0.11389601892395189,0.0386059699078577,0.4032205754192546,,0.0386059699078577
17.0,0.6502198754000994,0.2818585305589597,0.84968,36.39808,0.5412350858791136,0.2328933651215102,0.3036657126616152,0.5000930451669315,0.360051802749248,0.22566966006707864,2.0595237346952313,0.6799434879749214,0.11353766756875829,0.2816732262705385,0.3504991343639177,0.08221314086495743,0.7218262906963496,0.2045002711006687,0.20455778621812265,0.5234384536743164,0.41403918768716536,0.27259487693851187,0.11389601892395189,0.030942417976018863,0.3404363632980676,,0.030942417976018863
18.0,0.6413623061631364,0.33898782754357704,0.8952,38.37952,0.5412350858791136,0.23784170139488175,0.3108049887253632,0.5068318217259401,0.35972362174900174,0.22499367768231995,2.1095885897535354,0.686391582422762,0.11353766756875829,0.29061861471859524,0.36780746370108736,0.0848079738667254,0.7446087639230963,0.2045002711006687,0.2045115501107545,0.5235721468925476,0.41370728712292143,0.27226447965037054,0.11389601892395189,0.027966705806349954,0.3284272768914889,,0.027966705806349954
19.0,0.6311921664629023,0.38063002056488016,0.94072,40.36096,0.5412350858791136,0.24268304852228537,0.3138788133769332,0.517223482853636,0.3511406493832928,0.21876211713232693,2.155537545378096,0.6909714599513403,0.11353766756875829,0.2842833908699509,0.35163354205414143,0.08233087016054622,0.722859946628322,0.2045002711006687,0.2045691020131192,0.5232197642326355,0.4141399022155202,0.2727072401827716,0.11389601892395189,0.03181855317633671,0.4009991687530601,,0.03181855317633671
20.0,0.656492621635233,0.32636759964861484,1.02796,44.01152,0.9971592150692714,0.21689654336006825,0.28851334387858396,0.4785311686545489,0.3498274367997823,0.21936321122635916,1.9112418336076205,0.6551782519322186,0.11353766756875829,0.26105812771171705,0.3454028020114663,0.08168951150820482,0.7172288573382772,0.2045002711006687,0.20466802628597328,0.5221529006958008,0.4140892803197994,0.2727404011371535,0.11389601892395189,0.04014171719277921,0.8257811812964064,0.04915772716763028,0.03495187455923222
21.0,0.6605561696329082,0.3678773286564856,1.07348,45.99296,0.5412350858791136,0.22762199974001562,0.29861226182304945,0.5129168754208718,0.35701170776960084,0.22347800004744223,2.0092994476260353,0.6721882903428967,0.11353766756875829,0.27847197638022897,0.34415812228878506,0.08155783877711101,0.7160727789051783,0.2045002711006687,0.20452799493876814,0.5214232802391052,0.41452891498202615,0.27313822324294734,0.11389601892395189,0.029355783898937914,0.3915926645440777,,0.029355783898937914
22.0,0.6424722140977844,0.377276590120851,1.119,47.9744,0.5412350858791136,0.2355575055742804,0.3056443437091201,0.5045125674414391,0.35611622695547274,0.22238314718881538,2.0869759605270826,0.6821591371000736,0.11353766756875829,0.2833285709134667,0.3458753014190067,0.08175855243651695,0.7178350324176558,0.2045002711006687,0.20461657067706682,0.5221976637840271,0.4148787309163602,0.2734698818325684,0.11389601892395189,0.026151964484537563,0.3621805577258783,,0.026151964484537563
23.0,0.6286440313345476,0.43048233565198996,1.16452,49.95584,0.5412350858791136,0.2414660894122099,0.3127428765527526,0.5144489161228023,0.3537719299777263,0.2204278783244638,2.1463624991885335,0.6898732764097928,0.11353766756875829,0.2897401165922113,0.3473240477764655,0.08190138875112765,0.7190891264234005,0.2045002711006687,0.2046019619366213,0.5212757587432861,0.4148899685563147,0.2735079216713008,0.11389601892395189,0.01839124775143874,0.26802656772088085,,0.01839124775143874
24.0,0.6165632369984823,0.47548931085749463,1.21004,51.93728,0.5412350858791136,0.24622321316110124,0.3180700324635521,0.5193369495042643,0.35245069392779016,0.21943255583972493,2.1917366464124304,0.694419591927528,0.11353766756875829,0.2984266896678401,0.3479598281006219,0.08198742424821491,0.7198445127652594,0.2045002711006687,0.20463180749050114,0.5210520029067993,0.41498739341165813,0.2736337053193254,0.11389601892395189,0.01656311964433449,0.2545994205884199,,0.01656311964433449
25.0,0.6539923952799913,0.4917805375800731,1.25176,53.6064,0.4559241291901578,0.21879054029517422,0.2889721038680761,0.47375825670773974,0.32824594174062216,0.20641091379995272,1.9335329671465527,0.6572903693494495,0.11353766756875829,0.269747605865764,0.34916909327048706,0.08222722634548915,0.7219499603440229,0.2045002711006687,0.20457628651532966,0.5208825469017029,0.41540976369907123,0.27401192120878093,0.11389601892395189,0.037660991139470155,0.3389418145761738,0.037660991139470155,
26.0,0.6506378646852506,0.3851282119420561,1.29728,55.58784,0.5412350858791136,0.22842006132409273,0.2973559124232231,0.5115307909823086,0.3482752287927663,0.217344539998252,2.0169497557696716,0.6724580876550063,0.11353766756875829,0.28044923351419787,0.3482761495812323,0.08213522596641346,0.7211422027073217,0.2045002711006687,0.20458553791887127,0.5206848382949829,0.4156633215759569,0.27424721672275765,0.11389601892395189,0.013440349915625342,0.21431838303124096,,0.013440349915625342
27.0,0.637260870840334,0.4369480573197723,1.3428,57.56928,0.5412350858791136,0.2384770126432046,0.3071952100539438,0.5227258101070991,0.35224438897913213,0.219852780415514,2.114556253976194,0.6831186771533474,0.11353766756875829,0.28729649313349487,0.3488187627756556,0.08218921978243711,0.7216162650716937,0.2045002711006687,0.2045947901591896,0.5207798480987549,0.4160649917573165,0.27461171415529767,0.11389601892395189,0.013395824155574327,0.22487894863843394,,0.013395824155574327
28.0,0.6232642496413259,0.5804229628190525,1.38832,59.55072,0.5412350858791136,0.2441844397498423,0.31172646535952814,0.5144194752771324,0.3466705807738311,0.215701573589876,2.1708601780282697,0.6897798937268068,0.11353766756875829,0.291149131588301,0.34815620192148167,0.08212213314635826,0.7210272485572214,0.2045002711006687,0.20451875282422052,0.5206189751625061,0.4170909782673705,0.275512777011513,0.11389601892395189,0.015514090023486403,0.2719161474105931,,0.015514090023486403
29.0,0.6073677701259727,0.5505827023145009,1.43384,61.53216,0.5412350858791136,0.24834470877139905,0.31520904867009936,0.5213032193203858,0.34207572998355096,0.21236152231982175,2.210431175328327,0.692834630578863,0.11353766756875829,0.29642483687373394,0.3493561302992507,0.08226170656411502,0.7222526945304469,0.2045002711006687,0.20453928926666065,0.5207366943359375,0.41714698368736614,0.27557866768129813,0.11389601892395189,0.016060657110896968,0.290979542974128,,0.016060657110896968
30.0,0.6489859417447119,0.5527864646449672,1.52108,65.18272,0.9971592150692714,0.2173644812878086,0.28914410829892,0.4896364771038345,0.3401049443620426,0.21268702958453078,1.915512758758564,0.6556684239124463,0.11353766756875829,0.2641282186409173,0.35012174725113043,0.08237647596036361,0.7232603627293259,0.2045002711006687,0.20453414181637178,0.5208530426025391,0.41749061796996256,0.27588506675054647,0.11389601892395189,0.014998359330092656,0.4438734041814314,0.021645756075322327,0.011176602330444837
31.0,0.6446204620583134,0.4769062539478942,1.5666,67.16416,0.5412350858791136,0.23028868646594206,0.3013434811016922,0.5047993971501105,0.3475889060068359,0.2172059543986612,2.041576180584363,0.6747610199595206,0.11353766756875829,0.27730910784239354,0.3506039348354157,0.08245866970912316,0.7239820187585365,0.2045002711006687,0.2045300420453004,0.5198785662651062,0.4171734990906335,0.2756193718828942,0.11389601892395189,0.013375644671378464,0.2548075070126288,,0.013375644671378464
32.0,0.6346815262144658,0.7576832950558747,1.61212,69.1456,0.5412350858791136,0.23933896409957384,0.3081254574753195,0.5156440522538851,0.3448649444653379,0.21526350239381367,2.12823776418296,0.6843250762531472,0.11353766756875829,0.28515584735330535,0.3502059666217714,0.08241332490006398,0.7235838941402435,0.2045002711006687,0.2045115501107545,0.5200191736221313,0.4178300691068524,0.276208017236512,0.11389601892395189,0.011682384390361065,0.22744783057532914,,0.011682384390361065
33.0,0.6175415386833034,0.6379739720411272,1.65764,71.12704,0.5412350858791136,0.24595129535347954,0.31668164460342757,0.534552716585769,0.3471035012647447,0.2164246072967385,2.1931739966850996,0.6908197637789087,0.11353766756875829,0.29211971903035555,0.3495872033541773,0.0823463330172495,0.7229957095535706,0.2045002711006687,0.20450230539734202,0.520091712474823,0.41849860948707285,0.27682235054832693,0.11389601892395189,0.013164658704883684,0.266673988508046,,0.013164658704883684
34.0,0.605992051805496,0.7349562299232765,1.70316,73.10848,0.5412350858791136,0.25197913056785315,0.31954630906638,0.5396593978762274,0.3395919166751517,0.2113196948883312,2.2500894130102327,0.6948571697055488,0.11353766756875829,0.2981218926295758,0.3499011027906015,0.08241426640345878,0.723592160481804,0.2045002711006687,0.2045002711006687,0.5189644694328308,0.4189778062920366,0.27726629728889096,0.11389601892395189,0.01021792137888413,0.21808663494084612,,0.01021792137888413
35.0,0.6434262949204024,0.6428649153367914,1.74488,74.7776,0.4559241291901578,0.21879310294014162,0.28910765255385956,0.4917658028683479,0.324963094776209,0.20577752048915576,1.9277660408476842,0.6580218489092087,0.11353766756875829,0.2694617661259822,0.3507704786094846,0.08251786380298679,0.7245017392406294,0.2045002711006687,0.2045300420453004,0.5198394060134888,0.4194193827655345,0.27767794869906315,0.11389601892395189,0.018086121140751723,0.22528465120558394,0.018086121140751723,
36.0,0.6453637684196962,0.6557754207975017,1.7904,76.75904,0.5412350858791136,0.22978379999774498,0.30006751621674815,0.5372434522534821,0.34475172260002807,0.21575571818905578,2.0342031005014842,0.6720419429499545,0.11353766756875829,0.2737420823278448,0.35207814403045923,0.08264096974132779,0.7255826017633414,0.2045002711006687,0.20460404323639816,0.5197925567626953,0.4194375354412476,0.27770042687704366,0.11389601892395189,0.008293623361976026,0.18015746177115943,,0.008293623361976026
37.0,0.6299192957077029,0.6474533604833959,1.83592,78.74048,0.5412350858791136,0.2387014736699645,0.3089917421900181,0.543300119272915,0.34853829816523024,0.21806141639526655,2.1177744504329774,0.6826673076187358,0.11353766756875829,0.2835161578980809,0.35238319610340524,0.08267567831095024,0.7258873408573885,0.2045002711006687,0.20463180749050114,0.5199023485183716,0.41993259715232367,0.27814970861676347,0.11389601892395189,0.006202654893025902,0.1380086092158308,,0.006202654893025902
38.0,0.6156469764712956,0.8425626893393814,1.88144,80.72192,0.5412350858791136,0.24486245983570126,0.31616820947685853,0.5252832915354679,0.34153693300979665,0.21326109485028033,2.1752429360833374,0.6898209787781382,0.11353766756875829,0.2910231431877052,0.35319972618100254,0.08274611536235521,0.7265057738111514,0.2045002711006687,0.2045947901591896,0.5201486349105835,0.42063665476111245,0.2787653479911219,0.11389601892395189,0.005296880475706498,0.12296394017630519,,0.005296880475706498
39.0,0.60574232962466,0.8779815348511809,1.92696,82.70336,0.5412350858791136,0.2511819697416024,0.32155187342539426,0.5421737601457844,0.34871385071000627,0.2179917313941446,2.240577309713527,0.6960697736024717,0.11353766756875829,0.29610945257429755,0.35389573132406904,0.0828389441056896,0.7273208044347974,0.2045002711006687,0.20466168816474312,0.5204575061798096,0.4209536263942598,0.27906481809821115,0.11389601892395189,0.008549677192056005,0.20492120071867248,,0.008549677192056005
40.0,0.6419995034625063,0.7449337080629831,2.0142,86.35392,0.9971592150692714,0.21737846894062626,0.28752958854623145,0.4838036345455704,0.32941877910317185,0.20756134532532197,1.9153684246443314,0.6558184133442658,0.11353766756875829,0.2643021400383283,0.35322314345795325,0.08271869163852469,0.7262649952124821,0.2045002711006687,0.20459894984609817,0.5198523998260498,0.4214895928300221,0.27959742690466255,0.11389601892395189,0.012061578848542469,0.4636183676539076,0.014066377564930482,0.010886002942335644
41.0,0.6458809786123156,0.7736485247184122,2.05972,88.33536,0.5412350858791136,0.22900997050075764,0.29885461978198935,0.536665463616005,0.35249224805765894,0.22196210551533507,2.025106652348115,0.6728073507784885,0.11353766756875829,0.27693130525059645,0.3537979083477397,0.08275812465247566,0.7266112146354569,0.2045002711006687,0.20459686906162336,0.5199376940727234,0.4221432995643809,0.2801866426896281,0.11389601892395189,0.0068889008597954274,0.16751360620219202,,0.0068889008597954274
42.0,0.6273727314540009,0.7261498765438544,2.10524,90.3168,0.5412350858791136,0.23774951475625705,0.3070667720954656,0.5391140778884466,0.34372729739958857,0.21506831519960207,2.108465716349954,0.682425266494046,0.11353766756875829,0.2832651201580512,0.35528254613718085,0.08293278639755905,0.7281447339518784,0.2045002711006687,0.20459686906162336,0.519736111164093,0.42247011249465827,0.2804837349925439,0.11389601892395189,0.006917245677218433,0.17125784450945503,,0.006917245677218433
43.0,0.6132256191163608,0.6996730043680998,2.15076,92.29824,0.5412350858791136,0.24564817966726982,0.31512705329017077,0.5386443585260557,0.3424963567956211,0.21405880657629364,2.1881151566269073,0.6890299095245023,0.11353766756875829,0.2917097877574748,0.3543285117168458,0.0828297384306284,0.7272399791772671,0.2045002711006687,0.20452079566003617,0.520046055316925,0.42347330379644477,0.28136117041606906,0.11389601892395189,0.005930233480696215,0.15149437013315037,,0.005930233480696215
44.0,0.6093569181771571,0.8658745400341946,2.19628,94.27968,0.5412350858791136,0.2517175381736748,0.31949449450001344,0.5514285807995494,0.3483547377775525,0.21776376289782912,2.245232736186095,0.6967594965333307,0.11353766756875829,0.2936478337486273,0.355044043806823,0.08289997803776859,0.7278566785826002,0.2045002711006687,0.20454134250045233,0.5198436379432678,0.423453220184031,0.28136260583306777,0.11389601892395189,0.004890129378570254,0.12832080725274864,,0.004890129378570254
45.0,0.6404762525473837,0.7794741337153092,2.238,95.9488,0.4559241291901578,0.2187768111530626,0.28900186098453945,0.4987169908763735,0.32888418666943864,0.2088582599079718,1.9282594002051716,0.6575965094112881,0.11353766756875829,0.2693898499961301,0.3564944592413636,0.08306832141715306,0.7293347230390694,0.2045002711006687,0.20459686906162336,0.5197382569313049,0.42413489606421373,0.28200488622524356,0.11389601892395189,0.00840774276268239,0.1368257559806807,0.00840774276268239,
46.0,0.6407377404680935,0.7812892853676164,2.28352,97.93024,0.5412350858791136,0.2287955549251898,0.29914142866410015,0.5283699872075248,0.339805441900391,0.21419155180834637,2.021713845124735,0.6718773740581124,0.11353766756875829,0.2776252115033562,0.3564295785758571,0.08307849432552492,0.7294240405452296,0.2045002711006687,0.20463180749050114,0.5193257927894592,0.42418967194679347,0.28205294689023713,0.11389601892395189,0.003051637395096148,0.08188393204636668,,0.003051637395096148
47.0,0.6363967490233094,0.9150572172864818,2.32904,99.91168,0.5412350858791136,0.2392524932420361,0.30742355506057656,0.5398911500383756,0.3417547757337179,0.21430933795550722,2.122957610467384,0.6811626814535662,0.11353766756875829,0.2833264813332086,0.3569875899475679,0.08314226466647542,0.7299839401936369,0.2045002711006687,0.20464106391640657,0.519136369228363,0.42431597862289727,0.2821918468331697,0.11389601892395189,0.0035669211058921234,0.0978619861803054,,0.0035669211058921234
48.0,0.6170380325005893,0.7879229772174624,2.37456,101.89312,0.5412350858791136,0.2458626092733793,0.3178193438501168,0.532104521066999,0.34673232236577334,0.21714115154913938,2.1879218162089913,0.6895059434221975,0.11353766756875829,0.2889416063888883,0.35847284266014445,0.08329341270602239,0.7313110106301188,0.2045002711006687,0.20464106391640657,0.519286036491394,0.4246961653421567,0.2825298661400011,0.11389601892395189,0.003408622919431453,0.09568922286871384,,0.003408622919431453
49.0,0.6082518443214007,0.9803675648602235,2.42008,103.87456,0.5412350858791136,0.2518801814204309,0.3233785297698105,0.5514550148818048,0.35165783416638563,0.22001666514476723,2.2462699653522513,0.6961991023762057,0.11353766756875829,0.2940641931852116,0.35792099306923897,0.08323422535989877,0.7307913493927657,0.2045002711006687,0.2046225519019404,0.518987774848938,0.42499420817325884,0.2828304941627457,0.11389601892395189,0.002709001065813597,0.078401668344668,,0.002709001065813597
50.0,0.6486093240683278,0.9262640852244374,2.50732,107.52512,0.9971592150692714,0.21711597761413115,0.2876497177617218,0.48893978180050424,0.3172848382589013,0.20162008101240075,1.91306859870484,0.655318614949659,0.11353766756875829,0.2645003069191392,0.36214619267956344,0.08370441514368135,0.7349195866061885,0.2045002711006687,0.20463180749050114,0.518247127532959,0.4249432135932644,0.2828558569755573,0.11389601892395189,0.0065083757446121465,0.30957798323288443,0.011264603528161709,0.003544805059852239
51.0,0.6442091296741064,0.8216279363873962,2.55284,109.50656,0.5412350858791136,0.22918035232409753,0.29980017270818926,0.520617213920092,0.3407516269981243,0.21501584408663746,2.0301174362265506,0.6717043720288793,0.11353766756875829,0.27917278317847466,0.36531300917831766,0.08403249181886227,0.7378000795178853,0.2045002711006687,0.20460404323639816,0.5168766379356384,0.42331012477931873,0.281448086370508,0.11389601892395189,0.0036650212006087406,0.1087426133453846,,0.0036650212006087406
52.0,0.6258665643535472,0.7865217049295445,2.59836,111.488,0.5412350858791136,0.2381543426466829,0.31174233432606646,0.5537781127355677,0.347492614835904,0.21875978679757052,2.1188050994541423,0.679777433601637,0.11353766756875829,0.2821926810202062,0.3666497516789786,0.08417045539751593,0.7390113912033778,0.2045002711006687,0.20457531143827856,0.5172979831695557,0.42320084702333227,0.2813894032476171,0.11389601892395189,0.002980323766413131,0.09016993135446683,,0.002980323766413131
53.0,0.6138327932452347,0.8697474055067055,2.64388,113.46944,0.5412350858791136,0.24515562471863386,0.3176164708118864,0.5377378373413452,0.3377481768091436,0.21175410336667877,2.1833528942596363,0.688180512223368,0.11353766756875829,0.2924584870374862,0.36806920761607154,0.08433740664846325,0.7404772128582926,0.2045002711006687,0.20457628651532966,0.5156932473182678,0.4230212120004507,0.2812589296773644,0.11389601892395189,0.003973401431700797,0.12360544002149254,,0.003973401431700797
54.0,0.6035283240745768,1.1289294346829768,2.6894,115.45088,0.5412350858791136,0.253464597198749,0.3221226292358241,0.551212509310608,0.3484070827330241,0.21845909798962837,2.257920707620158,0.6965894242901712,0.11353766756875829,0.29470694397038527,0.3718167248952861,0.08474701162253306,0.7440735191905035,0.2045002711006687,0.2045649717514124,0.5153995752334595,0.42321591439595835,0.28140388765552515,0.11389601892395189,0.00188250172949051,0.06049830312258564,,0.00188250172949051
55.0,0.6554856293970384,1.0349599664334375,2.73112,117.12,0.4559241291901578,0.21939993861978394,0.28803968363248245,0.50425432067707,0.3075539184354054,0.19668213571544257,1.9338822612935596,0.6579827847076235,0.11353766756875829,0.2696785531109363,0.3716187321951516,0.08470997214571035,0.7437483148754392,0.2045002711006687,0.2046112115732369,0.5155213475227356,0.4242078728815997,0.28233647192008515,0.11389601892395189,0.006653074630908125,0.13624436396639794,0.006653074630908125,
56.0,0.6507736740624273,0.9891987280321963,2.77664,119.10144,0.5412350858791136,0.2276622618615257,0.30045000640314024,0.5272783169951822,0.32747383474500874,0.20683831014924808,2.0101106755385794,0.6696978861892497,0.11353766756875829,0.27914830265844176,0.37366350221364797,0.08494948571180294,0.7458512291682777,0.2045002711006687,0.20457628651532966,0.5151581168174744,0.4235418552036968,0.2817646134286233,0.11389601892395189,0.0035190099254925637,0.1148840471287258,,0.0035190099254925637
57.0,0.6372930139849133,0.8253159292101573,2.82216,121.08288,0.5412350858791136,0.23843831871360055,0.3097969557791082,0.5397742254928809,0.3464401454360382,0.21774315516867243,2.1154585483044537,0.6804589149663747,0.11353766756875829,0.2808915531818776,0.3740004549929224,0.08496323213130416,0.7459719218810792,0.2045002711006687,0.2046112115732369,0.514228105545044,0.423552186645459,0.2818336530380499,0.11389601892395189,0.0017366171559643193,0.05762192787369713,,0.0017366171559643193
58.0,0.6181353504496129,0.7467831563565641,2.86768,123.06432,0.5412350858791136,0.24505324620631494,0.3131839507115067,0.539803445333576,0.3389366543302284,0.21195732330115064,2.1783736466156083,0.6859925408962061,0.11353766756875829,0.2869404258307964,0.37183430667717676,0.08468949905956438,0.7435685624456406,0.2045002711006687,0.2046019619366213,0.5142996311187744,0.42415624008282393,0.2824080155549753,0.11389601892395189,0.00258113399282408,0.0876516014977824,,0.00258113399282408
59.0,0.6079778677969133,0.8192610927726071,2.9132,125.04576,0.5412350858791136,0.2514427694628629,0.32010149718942627,0.5445200567451357,0.3459320191491603,0.21623077745184877,2.241037133581823,0.6926400929177956,0.11353766756875829,0.29147402412703594,0.37225380975001043,0.0847286315368525,0.7439121431753082,0.2045002711006687,0.2046204620462046,0.5148904323577881,0.42482709763448345,0.2830140095598037,0.11389601892395189,0.0025086631961858674,0.08716102203470655,,0.0025086631961858674
