round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_auprc_lift,fed_auroc,fed_prevalence,fed_f1,fed_f1_best_threshold,fed_ece,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
40.0,0.617253515130298,0.4432827876653695,6.850935,47.45728,0.0,0.2642478943201901,0.3386495868878629,2.3671730133440168,0.699032295444473,0.11500692433589324,0.30064011163666776,0.5905512315446837,0.3495009712286056,0.2216378131499068,0.6609359511623527,0.2210344663281884,1.940668940112583,0.2696755994358251,0.27794658563889335,0.5038580894470215,0.3824663196130106,0.2462736338982809,0.11389601892395189,0.0,0.0,,
41.0,0.6444807834459757,0.3606391119424746,7.37793,51.10784,0.9971592150692714,0.23110359645209363,0.3074882651175357,2.0552392987311614,0.6700150888594943,0.11500692433589324,0.28900200982500407,0.5212773153433853,0.33820305911895165,0.2133824313730521,0.6579213093154229,0.2169273248824402,1.904608492306321,0.2689350249903883,0.2718832891246684,0.5017037391662598,0.3814653031502872,0.24553745115458145,0.11389601892395189,0.007659508691913778,0.5226213930291124,0.004831209284999011,0.011629629048202007
42.0,0.6426986186110671,0.37665584587792583,7.37793,51.10784,0.0,0.24416983633263653,0.3165226515191235,2.180865068568658,0.679916658827714,0.11500692433589324,0.29234963185291907,0.5365566777185696,0.3320992391049509,0.2094244354542825,0.6579213093154229,0.2169273248824402,1.904608492306321,0.2689350249903883,0.2718832891246684,0.5017037391662598,0.3814653031502872,0.24553745115458145,0.11389601892395189,0.0,0.0,,
43.0,0.6318456287709434,0.3867354741514433,7.37793,51.10784,0.0,0.2533926113861116,0.3285121289317051,2.268331421556815,0.6890695063551504,0.11500692433589324,0.29566979930174697,0.5730681430422268,0.3471814292232936,0.22082416541095304,0.6579213093154229,0.2169273248824402,1.904608492306321,0.2689350249903883,0.2718832891246684,0.5017037391662598,0.3814653031502872,0.24553745115458145,0.11389601892395189,0.0,0.0,,
44.0,0.6168366768442601,0.4480844382970459,7.37793,51.10784,0.0,0.26611934467831,0.34493310447496084,2.3862600124076234,0.6998649763648689,0.11500692433589324,0.30155363546965375,0.5750463372658049,0.36013886503275866,0.22911570749526824,0.6579213093154229,0.2169273248824402,1.904608492306321,0.2689350249903883,0.2718832891246684,0.5017037391662598,0.3814653031502872,0.24553745115458145,0.11389601892395189,0.0,0.0,,
45.0,0.6431050821904766,0.35606140687322474,7.904925,54.7584,0.9971592150692714,0.23249700972759882,0.3078525518320466,2.071460901164799,0.67036772494373,0.11500692433589324,0.2868489771021122,0.5180307096469527,0.3365877989783224,0.21231824187441664,0.6605468930594454,0.22219904132278567,1.9508938365189696,0.2682036503362152,0.27845884413309985,0.5038896203041077,0.3817522565040803,0.2453876744541593,0.11389601892395189,0.006182398624580372,0.4506212324195076,0.0037329513165939663,0.009703952916155422
46.0,0.640689549213979,0.3670601636453824,7.904925,54.7584,0.0,0.24417577972471358,0.3169297704105048,2.1796890710563406,0.6815722450170442,0.11500692433589324,0.28664481038532835,0.5608494250683284,0.3515640475185609,0.22433610419664282,0.6605468930594454,0.22219904132278567,1.9508938365189696,0.2682036503362152,0.27845884413309985,0.5038896203041077,0.3817522565040803,0.2453876744541593,0.11389601892395189,0.0,0.0,,
47.0,0.6305827570895103,0.38852442887078614,7.904925,54.7584,0.0,0.2563534768191318,0.3258760606134966,2.2930759056128123,0.6883320545743651,0.11500692433589324,0.2983001578137834,0.5403635928035156,0.31622198226389253,0.20105123449067402,0.6605468930594454,0.22219904132278567,1.9508938365189696,0.2682036503362152,0.27845884413309985,0.5038896203041077,0.3817522565040803,0.2453876744541593,0.11389601892395189,0.0,0.0,,
48.0,0.6175896667675465,0.4425747426265157,7.904925,54.7584,0.0,0.26467523877921856,0.3366466402171288,2.372098745868223,0.6978849918996614,0.11500692433589324,0.3105122779389625,0.583386976626903,0.3357614440104548,0.21387552313615915,0.6605468930594454,0.22219904132278567,1.9508938365189696,0.2682036503362152,0.27845884413309985,0.5038896203041077,0.3817522565040803,0.2453876744541593,0.11389601892395189,0.0,0.0,,
49.0,0.6450792898128686,0.40646375658768436,8.43192,58.40896,0.9971592150692714,0.23320625214466528,0.3064844278263899,2.078110827351332,0.6700297318349508,0.11500692433589324,0.2874046067453561,0.5165693291834524,0.32916986869314396,0.20770115897751168,0.6597434897083704,0.22066314387659344,1.9374087519593615,0.2681844491607177,0.278001341381623,0.5037838816642761,0.381354553331468,0.2451084066339331,0.11389601892395189,0.006800142721641407,0.5264547222177498,0.004206688902769475,0.01058948856604977
50.0,0.6437728958217661,0.37379655145057555,8.43192,58.40896,0.0,0.2471970040591394,0.3188277319842891,2.2046397089146255,0.6810325835198713,0.11500692433589324,0.2942089301725057,0.5442566602247781,0.3145662140770462,0.19915130583067608,0.6597434897083704,0.22066314387659344,1.9374087519593615,0.2681844491607177,0.278001341381623,0.5037838816642761,0.381354553331468,0.2451084066339331,0.11389601892395189,0.0,0.0,,
51.0,0.6299809296845733,0.39581310210467524,8.43192,58.40896,0.0,0.25635992172955874,0.32974710303717514,2.2932707720661196,0.6905814077917586,0.11500692433589324,0.2999222086719171,0.5638416437801509,0.3241206477306493,0.2055137764276002,0.6597434897083704,0.22066314387659344,1.9374087519593615,0.2681844491607177,0.278001341381623,0.5037838816642761,0.381354553331468,0.2451084066339331,0.11389601892395189,0.0,0.0,,
52.0,0.6243361494009726,0.45414239998388767,8.43192,58.40896,0.0,0.26548960831867036,0.3356836354847219,2.3788529555883304,0.6979596203965175,0.11500692433589324,0.3007624040053129,0.5704835305980241,0.34442186383777895,0.21825825994982886,0.6597434897083704,0.22066314387659344,1.9374087519593615,0.2681844491607177,0.278001341381623,0.5037838816642761,0.381354553331468,0.2451084066339331,0.11389601892395189,0.0,0.0,,
53.0,0.6439344601588189,0.38171454811351985,8.958915,62.05952,0.9971592150692714,0.23423048337121735,0.3068862286013591,2.0876719093575393,0.6704681855981047,0.11500692433589324,0.28796695100948333,0.5187145468590016,0.3295972383550969,0.20798871442005656,0.6587477409104447,0.21829426308000732,1.9166101251156276,0.2699435140223962,0.27563548331315924,0.5033485889434814,0.38066556495973164,0.24454155991010681,0.11389601892395189,0.006228994494396129,0.5126777619298082,0.003312577537949857,0.010612280219185588
54.0,0.644335619156976,0.3762857988304421,8.958915,62.05952,0.0,0.2456751754463947,0.3200551730752627,2.192581518160401,0.6820163053099647,0.11500692433589324,0.3005612177932844,0.5336952324641017,0.32778676893727643,0.20663726646378877,0.6587477409104447,0.21829426308000732,1.9166101251156276,0.2699435140223962,0.27563548331315924,0.5033485889434814,0.38066556495973164,0.24454155991010681,0.11389601892395189,0.0,0.0,,
55.0,0.6299218199683496,0.3867982432043421,8.958915,62.05952,0.0,0.25848041127210986,0.33282686860165717,2.309256103132656,0.6934424973455987,0.11500692433589324,0.3032607726989763,0.5449958592465673,0.3298473545957142,0.207947124054638,0.6587477409104447,0.21829426308000732,1.9166101251156276,0.2699435140223962,0.27563548331315924,0.5033485889434814,0.38066556495973164,0.24454155991010681,0.11389601892395189,0.0,0.0,,
56.0,0.6210419857816458,0.4144005265183471,8.958915,62.05952,0.0,0.26729448608883694,0.3405247205219807,2.3926196833930424,0.7001415711294118,0.11500692433589324,0.3064290779627569,0.5735030548294591,0.3393331735655074,0.21527394797208654,0.6587477409104447,0.21829426308000732,1.9166101251156276,0.2699435140223962,0.27563548331315924,0.5033485889434814,0.38066556495973164,0.24454155991010681,0.11389601892395189,0.0,0.0,,
57.0,0.6454896365531105,0.4203720140845486,9.48591,65.71008,0.9971592150692714,0.23432770052902263,0.30698123986796,2.088476941455009,0.6708128249920873,0.11500692433589324,0.28788679305253334,0.5152569099328357,0.3274898521961409,0.20684669712236367,0.6578088160300071,0.217292855709631,1.9078178303555715,0.2686943045331267,0.2762714583667576,0.5035832524299622,0.38212136731749424,0.2457511768912019,0.11389601892395189,0.006153007822647748,0.5320406612117949,0.0033205602647515564,0.010538117454689591
58.0,0.6395796475343544,0.42028585693813847,9.48591,65.71008,0.0,0.24468445555560558,0.31610132921427125,2.185893679402645,0.6813190212419113,0.11500692433589324,0.2904385502160226,0.5618457502450868,0.3322616329576797,0.21143371806246297,0.6578088160300071,0.217292855709631,1.9078178303555715,0.2686943045331267,0.2762714583667576,0.5035832524299622,0.38212136731749424,0.2457511768912019,0.11389601892395189,0.0,0.0,,
59.0,0.6302358607540166,0.39869098428586447,9.48591,65.71008,0.0,0.25464603183093537,0.3242836580804859,2.277696423761495,0.6886845934076306,0.11500692433589324,0.2941264359725782,0.5473618947516367,0.3312485897422295,0.20940947843235788,0.6578088160300071,0.217292855709631,1.9078178303555715,0.2686943045331267,0.2762714583667576,0.5035832524299622,0.38212136731749424,0.2457511768912019,0.11389601892395189,0.0,0.0,,
60.0,0.617893645034433,0.43689804445799085,9.48591,65.71008,0.0,0.2659199721419902,0.3379682320480626,2.3814154836848713,0.6993907747934152,0.11500692433589324,0.30770146973134965,0.5568373554748386,0.3213083220678147,0.20269572625958715,0.6578088160300071,0.217292855709631,1.9078178303555715,0.2686943045331267,0.2762714583667576,0.5035832524299622,0.38212136731749424,0.2457511768912019,0.11389601892395189,0.0,0.0,,
