round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_brier,fed_auroc,fed_auprc_lift,fed_auprc,fed_f1_best_threshold,fed_f1_best,fed_f1,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
35.0,0.15563990731249513,0.05043078715443453,43.80672,43.80672,0.0,0.11010387157695939,0.23783206850305794,0.7140676439954561,2.511488235067336,0.2704259234019073,0.5431304715866934,0.33760359193463696,0.2927911828535654,0.38185899945542917,0.3888941568698535,0.08626908876030602,0.7574372622971809,0.15255489155979318,0.20455572629485672,0.48584672808647156,0.3953280661950156,0.25872807667850894,0.11389601892395189,0.0,0.0,,
36.0,0.15022064611958016,0.05219661878756362,43.80672,43.80672,0.0,0.11010387157695939,0.22905108538869448,0.7265779259111693,2.711282273246267,0.290147855124329,0.5390919452686147,0.3549494653934679,0.3085921017037804,0.3717260422170407,0.3888941568698535,0.08626908876030602,0.7574372622971809,0.15255489155979318,0.20455572629485672,0.48584672808647156,0.3953280661950156,0.25872807667850894,0.11389601892395189,0.0,0.0,,
37.0,0.16273319046724694,0.08578532200211514,47.45728,47.45728,0.9971592150692714,0.11010387157695939,0.23171638379867246,0.692151994142956,2.2280584771442187,0.243240297641215,0.5273102153199328,0.3130401807001958,0.2828770356655438,0.37203064542785547,0.37823462746124237,0.08476624676620657,0.7442424025619789,0.14818749170096931,0.20451875282422052,0.4869562089443207,0.39648519255019526,0.25983915784570116,0.11389601892395189,0.006391664318682036,1.3060210010735318,0.00458009367628046,0.007920492504972848
38.0,0.16023246479759967,0.052412110290578996,47.45728,47.45728,0.0,0.11010387157695939,0.2279789514902505,0.7072053536495184,2.38816106386573,0.2583080477446182,0.5141904406026733,0.32801367691436206,0.3036837176060993,0.3682526720913468,0.37823462746124237,0.08476624676620657,0.7442424025619789,0.14818749170096931,0.20451875282422052,0.4869562089443207,0.39648519255019526,0.25983915784570116,0.11389601892395189,0.0,0.0,,
39.0,0.15867135534035237,0.07770227171684041,47.45728,47.45728,0.0,0.11010387157695939,0.23749290168023507,0.7218144689020968,2.590447266521646,0.2781260110701775,0.5379673917713051,0.341226401246914,0.3014735663772998,0.38238081645301425,0.37823462746124237,0.08476624676620657,0.7442424025619789,0.14818749170096931,0.20451875282422052,0.4869562089443207,0.39648519255019526,0.25983915784570116,0.11389601892395189,0.0,0.0,,
40.0,0.15165660666191466,0.061105268578569905,47.45728,47.45728,0.0,0.11010387157695939,0.2273503974040648,0.733078228441931,2.7531805234285605,0.2940389386201049,0.5324879407469941,0.35261024329910917,0.3176970726994265,0.36984831351255676,0.37823462746124237,0.08476624676620657,0.7442424025619789,0.14818749170096931,0.20451875282422052,0.4869562089443207,0.39648519255019526,0.25983915784570116,0.11389601892395189,0.0,0.0,,
41.0,0.16355030780780822,0.071350442232591,51.10784,51.10784,0.9971592150692714,0.11010387157695939,0.2351833769246767,0.6939912112958323,2.2323388628609,0.24435277361804483,0.531903085117262,0.31563145591511405,0.2806734370874891,0.37692053170653683,0.38872796448043334,0.08616362773694632,0.7565113210364058,0.17320512064185004,0.20450951154489178,0.48835816979408264,0.39895136831744976,0.2616813029980016,0.11389601892395189,0.006332407190845705,1.3604996496578678,0.004611308052331505,0.007816074637746221
42.0,0.1612976351822813,0.05952788052621005,51.10784,51.10784,0.0,0.11010387157695939,0.23007297082163425,0.7107814638625022,2.432566756397103,0.2638034775655752,0.5204734431898065,0.33648325779477634,0.30400285830433477,0.37107442132343016,0.38872796448043334,0.08616362773694632,0.7565113210364058,0.17320512064185004,0.20450951154489178,0.48835816979408264,0.39895136831744976,0.2616813029980016,0.11389601892395189,0.0,0.0,,
43.0,0.1576800494840712,0.07765062009026492,51.10784,51.10784,0.0,0.11010387157695939,0.2294413694692639,0.7196093891381771,2.582530876181081,0.27804516618916175,0.528983648524256,0.3422751002608591,0.3064080201893994,0.3712625967244289,0.38872796448043334,0.08616362773694632,0.7565113210364058,0.17320512064185004,0.20450951154489178,0.48835816979408264,0.39895136831744976,0.2616813029980016,0.11389601892395189,0.0,0.0,,
44.0,0.15199793781728163,0.07384054099678161,51.10784,51.10784,0.0,0.11010387157695939,0.23119509646875158,0.7372805389600116,2.7668892998974486,0.2964192799621677,0.5372832735116879,0.35979104370418796,0.31299327827615986,0.3754449396607896,0.38872796448043334,0.08616362773694632,0.7565113210364058,0.17320512064185004,0.20450951154489178,0.48835816979408264,0.39895136831744976,0.2616813029980016,0.11389601892395189,0.0,0.0,,
45.0,0.16160229192820846,0.06707770489586909,54.7584,54.7584,0.9971592150692714,0.11010387157695939,0.23612656508695645,0.6948783928625613,2.2692609916067763,0.24806978412824005,0.5316162934909648,0.31623515280395637,0.2843807447609763,0.3783472881757653,0.3812457429122328,0.08532609563172647,0.749157840966316,0.16740990719537183,0.20450951154489178,0.48781734704971313,0.39861557585099083,0.26140244319135364,0.11389601892395189,0.006044147452801496,1.3684545914875343,0.004249848140593619,0.007623788222057612
46.0,0.1604513009038049,0.05697296825125594,54.7584,54.7584,0.0,0.11010387157695939,0.22634089458821927,0.7069087057909512,2.4343610710758927,0.26395427648691205,0.5239077101385665,0.32842139342055965,0.3006698096121173,0.36637562083811515,0.3812457429122328,0.08532609563172647,0.749157840966316,0.16740990719537183,0.20450951154489178,0.48781734704971313,0.39861557585099083,0.26140244319135364,0.11389601892395189,0.0,0.0,,
47.0,0.1563124908063453,0.06395607349396339,54.7584,54.7584,0.0,0.11010387157695939,0.22989136565679844,0.7208132059635384,2.612581713358418,0.28139404337937596,0.5460099172509615,0.34909300968778956,0.30863773048155896,0.37266164314439176,0.3812457429122328,0.08532609563172647,0.749157840966316,0.16740990719537183,0.20450951154489178,0.48781734704971313,0.39861557585099083,0.26140244319135364,0.11389601892395189,0.0,0.0,,
48.0,0.14984842780910063,0.05505256665554168,54.7584,54.7584,0.0,0.11010387157695939,0.22549199111003265,0.7361753925233915,2.800817024667288,0.2999068795427217,0.5280073772727749,0.36213000851960114,0.3232342473353905,0.3679544136392497,0.3812457429122328,0.08532609563172647,0.749157840966316,0.16740990719537183,0.20450951154489178,0.48781734704971313,0.39861557585099083,0.26140244319135364,0.11389601892395189,0.0,0.0,,
49.0,0.16131076494596558,0.07368523978230518,58.40896,58.40896,0.9971592150692714,0.11010387157695939,0.23657528914713477,0.6976862486137433,2.3072989441648333,0.2528694486046025,0.5310375322588667,0.3212659503102264,0.28283003909950205,0.37915146135762307,0.3916302636353684,0.08702812269223231,0.7641015332620256,0.18204432383536862,0.20452488687782802,0.49302393198013306,0.3997207213566476,0.26222509188495224,0.11389601892395189,0.005946670180447964,1.4138545878231525,0.004064576257501693,0.007630600291525966
