round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_auprc_lift,fed_brier,fed_f1,fed_auprc,fed_prevalence,fed_f1_best,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6885687822692719,0.10928700368986348,3.65056,3.65056,0.9971592150692714,0.5589998809129092,0.5163534795676643,1.4836349606825248,0.25962816551930684,0.2055085932075206,0.16906334128547362,0.11456628477905074,0.25751407350853645,0.3993526221627359,0.6437737978390747,0.2073834478699773,1.8208138425667606,0.2594450701341251,0.2657522503214745,0.502770721912384,0.38551798051134,0.24844292772970747,0.11389601892395189,0.025610816522774922,2.754592438461259,0.021249535167176363,0.028496859683839047
2.0,0.6814907017736217,0.12049315721796656,5.632,5.632,0.5412350858791136,0.6571375591862285,0.5115633455160117,1.9388072458279617,0.23229645076660035,0.2619921488476272,0.22165278718199335,0.11456628477905074,0.30064891477557404,0.3654466301341599,0.647619953808982,0.20988904557922317,1.842812835445685,0.26858336404963756,0.27010050251256285,0.5002933144569397,0.3849724281238583,0.24760107397188644,0.11389601892395189,0.022137023758032396,1.5034079286269844,,0.022137023758032396
3.0,0.6692769721417114,0.18523224751951334,7.61344,7.61344,0.5412350858791136,0.6818242973964075,0.5267352233129051,2.146169671273266,0.2233873078555998,0.27750122632826923,0.2397351491331822,0.11456628477905074,0.3139946571266721,0.3542422321044077,0.6514043915752217,0.21085244008123977,1.8512713795732005,0.27111785533636823,0.2754828704356408,0.502316415309906,0.38543945649464684,0.24759709040851785,0.11389601892395189,0.017312271423727994,1.2521895039826632,,0.017312271423727994
4.0,0.6573611144218304,0.24615991298441653,9.59488,9.59488,0.5412350858791136,0.6885786965577532,0.54943899748781,2.218498279402855,0.22784570476626279,0.2848998219584676,0.24815544971826686,0.11456628477905074,0.32081088087146387,0.36139733057005285,0.6513061042691778,0.2106003628676622,1.8490581572326912,0.26800087013269525,0.2754409769335142,0.5037885308265686,0.3901612696538928,0.25109974741362096,0.11389601892395189,0.01366378931811426,1.0452035807538778,,0.01366378931811426
5.0,0.6618751950641313,0.2417419929178338,11.264,11.264,0.4559241291901578,0.6692281513140024,0.5380451960218773,2.039818501812585,0.2255522133638355,0.27554852987957595,0.22906910400104988,0.11456628477905074,0.30095051571696285,0.3559739624200397,0.656455483154143,0.21774740762282596,1.9118087680326685,0.27027583367641006,0.27931859777558776,0.5064645409584045,0.39114211820153344,0.2517152585044719,0.11389601892395189,0.016880686337326156,0.7684432305395603,0.016880686337326156,
6.0,0.654370558930344,0.23784137088866708,13.24544,13.24544,0.5412350858791136,0.6825284187784523,0.5383787998737561,2.187295564161116,0.21721297111223023,0.29211825567569893,0.24399228154987274,0.11456628477905074,0.316588074883878,0.34590117654823077,0.6567948203292484,0.21876583591734067,1.920750505453664,0.26626984126984127,0.2785780362098586,0.5055983662605286,0.3922879520909248,0.25246393870887834,0.11389601892395189,0.010598523307780454,0.8476137754041702,,0.010598523307780454
7.0,0.6404204684389894,0.3769257743456923,15.22688,15.22688,0.5412350858791136,0.6912390958678585,0.5403636493671456,2.2886201389177043,0.21030935534930922,0.2989830407057741,0.2546612582240085,0.11456628477905074,0.3294871983386569,0.3364643326889099,0.6590370810698096,0.21981074027022363,1.929924701029197,0.2753280275328028,0.28011279709950315,0.5057722330093384,0.39000246611537365,0.25040686077628915,0.11389601892395189,0.009653914304479557,0.8075744560919702,,0.009653914304479557
8.0,0.6218575188216661,0.4478662268842852,17.20832,17.20832,0.5412350858791136,0.7015450441917918,0.549791023103293,2.4064560757941122,0.20828016672815955,0.3113732715333025,0.2671556405305856,0.11456628477905074,0.33959984011507754,0.33215815141416233,0.6596732378775183,0.21976849737065415,1.9295538109843249,0.27249035755238193,0.2797856259447575,0.5102787017822266,0.3914939146816078,0.251195943763425,0.11389601892395189,0.008947729186892062,0.7831802447326481,,0.008947729186892062
9.0,0.6038310124200794,0.588091686910955,19.18976,19.18976,0.5412350858791136,0.7130444908045729,0.5732365122005619,2.5286170180088092,0.20759755141436956,0.31585303907555984,0.2803649748119454,0.11456628477905074,0.35298217028952417,0.3308590096281424,0.6606821008525143,0.2201133259096942,1.9325813842243544,0.2779435391324306,0.2792596624931954,0.5068490505218506,0.3869682564334748,0.24738006503445123,0.11389601892395189,0.008977735167760485,0.8224436787422746,,0.008977735167760485
10.0,0.6450213175385158,0.5179506562598326,22.84032,22.84032,0.9971592150692714,0.6724203601405078,0.5485250568016192,2.0706619279708067,0.22967439342816573,0.27713337987107495,0.23243325820348534,0.11456628477905074,0.30621082112862497,0.36137074473356556,0.6620151789132667,0.22266882370651503,1.955018496785129,0.2711722987067167,0.2810760667903525,0.5185074806213379,0.3876361057475022,0.24789391456397086,0.11389601892395189,0.01029931489611886,1.493369853706099,0.014128452047586806,0.008318167558927272
