round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best,fed_auroc,fed_ece,fed_brier,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6885810531736284,0.11746772424273844,0.08724,3.65056,0.9971592150692714,0.11436304128902318,0.265188828766525,0.6032864388384058,0.38977365216009574,0.2535931777230402,0.5051340786805837,0.19050813823578858,1.6633791197555998,0.18179000402356224,0.5438441575952118,0.1333614592880297,1.1709053621713927,0.20351861064628465,0.21753039027511195,0.5018106698989868,0.38787155371948473,0.2513687725015329,0.11389601892395189,1.0044861467645,8.665930883958936,0.6501433656535626,1.3246871625223293
2.0,0.689503972485818,0.07462495227990601,0.17448,7.30112,0.9971592150692714,0.11436304128902318,0.2804309933266355,0.6253273190762649,0.38368277875415807,0.24837118792007049,0.5030048331423979,0.2058122690095488,1.8149886682135714,0.1986391991663602,0.5764114155033617,0.13632484911790319,1.1969237415482183,0.22877453752322482,0.22948194411081754,0.49998268485069275,0.38603831553376367,0.24990881629187633,0.11389601892395189,0.11154684581047589,1.0368633346238312,0.08795438634726462,0.12969114269615264
3.0,0.6865941947202951,0.0945266835318576,0.26172,10.95168,0.9971592150692714,0.11436304128902318,0.28971754369223074,0.6509134207430285,0.3806223101193631,0.2456689194118027,0.5023555828751725,0.21596394859626497,1.913168101957124,0.2218513878528951,0.568223199428508,0.13469110813999974,1.1825795968332544,0.2146554699183251,0.22753774854238304,0.4987953305244446,0.3850256176196225,0.24911889060615597,0.11389601892395189,0.12846215562313157,1.2406766351025453,0.08119170300527245,0.17262864000125341
4.0,0.6836227204316472,0.09791391359094045,0.34896,14.60224,0.9971592150692714,0.11436304128902318,0.2938186630243651,0.6569510653503481,0.3764724378443106,0.24222998252838415,0.4982547603495051,0.2187811426801445,1.9434594620117427,0.2106470491957885,0.5484056448638683,0.12974992882291952,1.1391963481142677,0.18940078289671786,0.2177211460558297,0.4980508089065552,0.3843718278215458,0.24865317429884448,0.11389601892395189,0.10566581496514799,1.1685844103501566,0.05595676961701123,0.16007947087983232
5.0,0.6805317363268244,0.09984754662655629,0.4362,18.2528,0.9971592150692714,0.11436304128902318,0.294602640978139,0.6593049843405744,0.3754679007251247,0.24107550147555612,0.5008598641536507,0.2202878230135475,1.9510858306856758,0.24801003436771163,0.5314784423761052,0.1260694435273963,1.1068819149119915,0.1819740037137552,0.2097460736826655,0.4983443021774292,0.38463958186648245,0.2488862197839678,0.11389601892395189,0.08187913430006907,1.0437917455977246,0.04301048335108834,0.1298260891422069
6.0,0.67879410624724,0.12008350396962568,0.4362,18.2528,0.0,0.11436304128902318,0.30503092064482346,0.674205161669964,0.34860993886117014,0.22144778209708244,0.5697538710639166,0.23654116291189234,2.0898606873353494,0.2674970273245957,0.5314784423761052,0.1260694435273963,1.1068819149119915,0.1819740037137552,0.2097460736826655,0.4983443021774292,0.38463958186648245,0.2488862197839678,0.11389601892395189,0.0,0.0,,
7.0,0.6599833626757532,0.25741815638055277,0.4362,18.2528,0.0,0.11436304128902318,0.3187930858979221,0.6861103584118252,0.34412735792660987,0.21674351027651115,0.5385479615477907,0.2479009204146521,2.1966401524947092,0.28999193796230527,0.5314784423761052,0.1260694435273963,1.1068819149119915,0.1819740037137552,0.2097460736826655,0.4983443021774292,0.38463958186648245,0.2488862197839678,0.11389601892395189,0.0,0.0,,
8.0,0.6409391698516789,0.3887774982283575,0.4362,18.2528,0.0,0.11436304128902318,0.3254860229372491,0.6930743403045087,0.31303931634722143,0.19643289099822733,0.512646170841363,0.2557915155524704,2.271663250969025,0.3031092307287358,0.5314784423761052,0.1260694435273963,1.1068819149119915,0.1819740037137552,0.2097460736826655,0.4983443021774292,0.38463958186648245,0.2488862197839678,0.11389601892395189,0.0,0.0,,
9.0,0.6811758217197973,0.09946536561362004,0.52344,21.90336,0.9971592150692714,0.11436304128902318,0.2959321108072693,0.6618738074494367,0.36763670587910324,0.23491789797995627,0.4947858287090921,0.22452854115803,1.9862965532293757,0.23025091659627578,0.4893190612267169,0.1185942001399582,1.0412497404245822,0.1783756851021425,0.2045002711006687,0.4596555233001709,0.38478118133380523,0.24903073642089876,0.11389601892395189,0.0622027213013584,0.914726871647872,0.03208393061289995,0.10323861625428493
10.0,0.6772289572887992,0.12196418361518857,0.52344,21.90336,0.0,0.11436304128902318,0.3099999283258921,0.6739433051452589,0.34270930498339475,0.21657757573794234,0.5401939036697899,0.23934621562175207,2.1130153692833202,0.28135808047033734,0.4893190612267169,0.1185942001399582,1.0412497404245822,0.1783756851021425,0.2045002711006687,0.4596555233001709,0.38478118133380523,0.24903073642089876,0.11389601892395189,0.0,0.0,,
11.0,0.660446467325783,0.19569642926917685,0.52344,21.90336,0.0,0.11436304128902318,0.320431255265453,0.6845863051457438,0.3595133837451267,0.22758942468994509,0.5601482834509403,0.25104636529704705,2.222739490281933,0.2794961030948921,0.4893190612267169,0.1185942001399582,1.0412497404245822,0.1783756851021425,0.2045002711006687,0.4596555233001709,0.38478118133380523,0.24903073642089876,0.11389601892395189,0.0,0.0,,
12.0,0.6425718797914757,0.3224159599328205,0.52344,21.90336,0.0,0.11436304128902318,0.3298471505243909,0.6926318882442434,0.34587674757394443,0.21939045012632563,0.5922681777798998,0.25864462395854143,2.2989132338701266,0.29195878278678106,0.4893190612267169,0.1185942001399582,1.0412497404245822,0.1783756851021425,0.2045002711006687,0.4596555233001709,0.38478118133380523,0.24903073642089876,0.11389601892395189,0.0,0.0,,
13.0,0.6765346897017598,0.11527926403815299,0.61068,25.55392,0.9971592150692714,0.11436304128902318,0.2943339645251744,0.662026726503454,0.36474460082209303,0.23230875797726822,0.49566682909820736,0.22539948308602853,1.9854031692756144,0.23181241536999847,0.4734642721375717,0.11574526673361127,1.0162362813654982,0.16621292448774896,0.2045002711006687,0.45115384459495544,0.38422683793169254,0.24877402966708334,0.11389601892395189,0.05261640781217767,0.8833043453361142,0.024275304380978153,0.09469238346803106
14.0,0.6728682515599528,0.13791614218573148,0.61068,25.55392,0.0,0.11436304128902318,0.30603436825881003,0.6730519341366584,0.3463874923230373,0.21798117631954855,0.5321270676830563,0.23739710642656234,2.09165333683124,0.28463261822209895,0.4734642721375717,0.11574526673361127,1.0162362813654982,0.16621292448774896,0.2045002711006687,0.45115384459495544,0.38422683793169254,0.24877402966708334,0.11389601892395189,0.0,0.0,,
15.0,0.652243953281424,0.24631591940760839,0.61068,25.55392,0.0,0.11436304128902318,0.3158325327868749,0.6837083422773177,0.35149760677292563,0.22320195022714234,0.568050523263225,0.2501418606235243,2.217027823706104,0.2814781245782318,0.4734642721375717,0.11574526673361127,1.0162362813654982,0.16621292448774896,0.2045002711006687,0.45115384459495544,0.38422683793169254,0.24877402966708334,0.11389601892395189,0.0,0.0,,
16.0,0.6356687842960699,0.5264657967086888,0.61068,25.55392,0.0,0.11436304128902318,0.3251174340683329,0.6904541795883216,0.3065765408521437,0.1934699768287449,0.5351767505557545,0.2574675084061919,2.289386405335397,0.29697145515424667,0.4734642721375717,0.11574526673361127,1.0162362813654982,0.16621292448774896,0.2045002711006687,0.45115384459495544,0.38422683793169254,0.24877402966708334,0.11389601892395189,0.0,0.0,,
17.0,0.6709630985124541,0.15182496592147057,0.69792,29.20448,0.9971592150692714,0.11436304128902318,0.2955775651859212,0.6623326713292793,0.3587687750087163,0.2275706119678697,0.4937234852530535,0.22552860745209422,1.9874320948142457,0.22297259884780668,0.3390369671207878,0.08116916251001763,0.7126602253254707,0.1485810620960944,0.2045002711006687,0.4486454129219055,0.3863980464903144,0.25069231741950493,0.11389601892395189,0.04101352191409045,0.7680849275302535,0.017507385833770695,0.07778912686119821
18.0,0.66952655505507,0.1603763911897439,0.69792,29.20448,0.0,0.11436304128902318,0.30574964692669365,0.6752309473484341,0.36290329580982134,0.23086344947942353,0.5900042717479177,0.23951505973782347,2.118339160298889,0.27458438887569686,0.3390369671207878,0.08116916251001763,0.7126602253254707,0.1485810620960944,0.2045002711006687,0.4486454129219055,0.3863980464903144,0.25069231741950493,0.11389601892395189,0.0,0.0,,
19.0,0.6469074396078225,0.2786198759141104,0.69792,29.20448,0.0,0.11436304128902318,0.31595488270147104,0.6837720972281154,0.3298800957153767,0.20739017756992037,0.5310196759027295,0.2509101761598787,2.2253572526011824,0.2869375415478081,0.3390369671207878,0.08116916251001763,0.7126602253254707,0.1485810620960944,0.2045002711006687,0.4486454129219055,0.3863980464903144,0.25069231741950493,0.11389601892395189,0.0,0.0,,
20.0,0.6345850385032834,0.5762456470129587,0.69792,29.20448,0.0,0.11436304128902318,0.3288854790917674,0.6937021935972087,0.33503012703206436,0.21032979240549987,0.5646322888921484,0.26113030707589613,2.3158893725343876,0.29893765437463143,0.3390369671207878,0.08116916251001763,0.7126602253254707,0.1485810620960944,0.2045002711006687,0.4486454129219055,0.3863980464903144,0.25069231741950493,0.11389601892395189,0.0,0.0,,
21.0,0.6718011995886046,0.18067819915524025,0.78516,32.85504,0.9971592150692714,0.11436304128902318,0.2948215102232513,0.6626462085549932,0.3554428784685042,0.22488326167751,0.4932652778120679,0.22592687266700195,1.9897096170815243,0.23436254555412722,0.48549899556698145,0.1180158945984152,1.0361722535465805,0.1792669650417322,0.2045002711006687,0.4658830165863037,0.38491222427076,0.2491626545707798,0.11389601892395189,0.039432732315038695,0.8149538871905406,0.013156053730209972,0.08456371936213006
22.0,0.6670142146302669,0.15795681229813713,0.78516,32.85504,0.0,0.11436304128902318,0.3073149491034514,0.6749747027451236,0.3440894973844156,0.2172018190741558,0.5525627759850817,0.24085559625913905,2.1319192881752844,0.2798818913980034,0.48549899556698145,0.1180158945984152,1.0361722535465805,0.1792669650417322,0.2045002711006687,0.4658830165863037,0.38491222427076,0.2491626545707798,0.11389601892395189,0.0,0.0,,
23.0,0.6501676185336722,0.3011152415289304,0.78516,32.85504,0.0,0.11436304128902318,0.3193543350780277,0.6833259179172014,0.35326343607335664,0.22437964158467794,0.5719460106350683,0.24934432609837498,2.217726167680836,0.28944227688302365,0.48549899556698145,0.1180158945984152,1.0361722535465805,0.1792669650417322,0.2045002711006687,0.4658830165863037,0.38491222427076,0.2491626545707798,0.11389601892395189,0.0,0.0,,
24.0,0.6379340916387022,0.44842510846992234,0.78516,32.85504,0.0,0.11436304128902318,0.33188094606564905,0.6925793973816282,0.33476688394000353,0.21126503375616631,0.5497291816730513,0.2601448773084107,2.3138822227580813,0.30120389137011067,0.48549899556698145,0.1180158945984152,1.0361722535465805,0.1792669650417322,0.2045002711006687,0.4658830165863037,0.38491222427076,0.2491626545707798,0.11389601892395189,0.0,0.0,,
25.0,0.6666486160192404,0.16987150029938053,0.8724,36.5056,0.9971592150692714,0.11436304128902318,0.2936832159647501,0.6631170634517036,0.3545039274128602,0.22391788020607184,0.49514183827862523,0.22647823710787718,1.9976471707028973,0.23834470287495493,0.5127055167239265,0.12373668480327862,1.0864004376298466,0.1575580332663133,0.2045002711006687,0.46180906891822815,0.3836665229385419,0.24810085096267806,0.11389601892395189,0.03144764948281391,0.7200895654139856,0.009016609045091712,0.0727333782080765
26.0,0.6646774553040387,0.17184360588868114,0.8724,36.5056,0.0,0.11436304128902318,0.30546084468572143,0.6740966811491649,0.3330944956815825,0.2098724010306155,0.5474015051519643,0.23923130324810474,2.1100720411438223,0.2809718070754522,0.5127055167239265,0.12373668480327862,1.0864004376298466,0.1575580332663133,0.2045002711006687,0.46180906891822815,0.3836665229385419,0.24810085096267806,0.11389601892395189,0.0,0.0,,
27.0,0.6498188883783083,0.33946533253763855,0.8724,36.5056,0.0,0.11436304128902318,0.3174182020145481,0.6832451955891437,0.32715302125774953,0.20577503871917968,0.5446343871803292,0.2513468453402991,2.2274884812788454,0.2893601152624551,0.5127055167239265,0.12373668480327862,1.0864004376298466,0.1575580332663133,0.2045002711006687,0.46180906891822815,0.3836665229385419,0.24810085096267806,0.11389601892395189,0.0,0.0,,
28.0,0.6322423637398978,0.4599256623300458,0.8724,36.5056,0.0,0.11436304128902318,0.3266168477095645,0.6935430048833893,0.3527436124832414,0.22698216011449923,0.5942449912969079,0.26060969146188584,2.317957389339954,0.29189271867315747,0.5127055167239265,0.12373668480327862,1.0864004376298466,0.1575580332663133,0.2045002711006687,0.46180906891822815,0.3836665229385419,0.24810085096267806,0.11389601892395189,0.0,0.0,,
