round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best_threshold,fed_auprc_lift,fed_f1_best,fed_prevalence,fed_brier,fed_auroc,fed_ece,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
40.0,0.6422220377484472,1.7335702964219244,98.35008,98.35008,0.9971592150692714,0.289928750550034,0.5585016648663728,2.441908897246934,0.3250187590855745,0.11411846163529928,0.2154798587608365,0.6891225385017725,0.34011860610257716,0.27376775910728723,0.5266242014972098,0.1182657065272604,1.038365586827281,0.2047407943544739,0.21647112951460779,0.5241255760192871,0.41306528098372386,0.2714082727729844,0.11389601892395189,0.0038991774965363843,1.4891545177670196,0.00439542461318743,0.0036838434395121923
41.0,0.6416604072692578,1.7411141918209125,100.33152,100.33152,0.5412350858791136,0.3035475943023026,0.5480522814826936,2.6573567349038862,0.3412841054250951,0.11411846163529928,0.21314024956818645,0.710340264499423,0.3412510825986522,0.2964670206191499,0.5220868719231568,0.11662921240963117,1.023997269715847,0.20487274703378316,0.2156104221185573,0.5226591229438782,0.41150098437301535,0.27013027769645354,0.11389601892395189,0.0035743385972432013,0.9700157190673053,,0.0035743385972432013
42.0,0.6098761638655803,1.2330382360721905,102.31296,102.31296,0.5412350858791136,0.3075472480761618,0.6068439414497137,2.8312407711341736,0.35075152316923375,0.11411846163529928,0.22614634385034268,0.7247116811523407,0.35996081754224274,0.31450346251392347,0.476536114385542,0.10738356591802634,0.9428210654994543,0.20455572629485674,0.20728673852606933,0.520425021648407,0.41284050896589053,0.2714019482963997,0.11389601892395189,0.003520412277341402,0.980161696090363,,0.003520412277341402
43.0,0.592182025218109,1.5205856810139824,104.2944,104.2944,0.5412350858791136,0.3210574836074216,0.5803412830596258,3.0183671857952046,0.3628478781579314,0.11411846163529928,0.20064183063234195,0.7372248904980864,0.32088739297407703,0.33191724195540817,0.46630827356740606,0.10566378983398875,0.9277215378751755,0.20445289166440403,0.2045691020131192,0.4988727867603302,0.412027394314394,0.27082063499232717,0.11389601892395189,0.003648457834093373,1.0427169963950291,,0.003648457834093373
44.0,0.5692092143339629,1.4407404850825005,106.27584,106.27584,0.5412350858791136,0.32258821469720095,0.5869889765867181,3.1857457709575616,0.37539322877129255,0.11411846163529928,0.19823417167263385,0.7447763632761109,0.3171710853053022,0.34867451915631953,0.50436650643694,0.11376313565717208,0.9988332931384676,0.20524712408493612,0.20882294363672574,0.5161923766136169,0.41081128954569396,0.2696438273625567,0.11389601892395189,0.004404315539107044,1.294371205382049,,0.004404315539107044
45.0,0.6463516295913985,2.1593178048618196,107.94496,107.94496,0.4559241291901578,0.29838350327294716,0.5451549063183146,2.4852338127472193,0.32848971735770216,0.11411846163529928,0.20314496371755217,0.6965755522914395,0.3216128612455439,0.2792896605699061,0.5185397191904559,0.11590466170458816,1.0176357593497403,0.20543448527400382,0.21241940956905328,0.5202549695968628,0.41001317948380445,0.2689169132379194,0.11389601892395189,0.0039703858211170935,0.48645114665850997,0.0039703858211170935,
46.0,0.6424036188187304,2.0191923424878877,109.9264,109.9264,0.5412350858791136,0.3060099004825542,0.5606495328953353,2.6443930265966538,0.33965715114548956,0.11411846163529928,0.20847142971041155,0.710156114968207,0.3331142212468536,0.2951029056889346,0.5206591207984624,0.1170669205977517,1.0278403205288238,0.20540491106131967,0.21180632323678972,0.5187352895736694,0.409554518799374,0.2685419637438141,0.11389601892395189,0.00304100687582696,0.9131344666238874,,0.00304100687582696
47.0,0.6081700337187534,1.2976769484705524,111.90784,111.90784,0.5412350858791136,0.3197319865938302,0.5472460121634833,2.858005464481185,0.35866676320401053,0.11411846163529928,0.20578882254096917,0.7303642242889639,0.3315811501597531,0.3176322371514179,0.5192936024049568,0.11651896350100463,1.0230292911186305,0.20617221116920373,0.21151571739807035,0.5205941200256348,0.4082604223504461,0.2674823639095577,0.11389601892395189,0.003022522268129357,0.9265760204289109,,0.003022522268129357
48.0,0.5863748112900916,1.3979999953830142,113.88928,113.88928,0.5412350858791136,0.3365786474735482,0.5654407034228234,2.979855239759212,0.3675081908511419,0.11411846163529928,0.18916034962584438,0.739477826440057,0.3042244249206639,0.3291176933643138,0.5278413477227689,0.12032010034553185,1.05640303745708,0.20506765961311416,0.21399024510711862,0.5235397219657898,0.4113279398032179,0.26998180541785216,0.11389601892395189,0.003344613596847491,1.0536414913949557,,0.003344613596847491
49.0,0.5626299264192532,1.6149017173867661,115.87072,115.87072,0.5412350858791136,0.3310496418973441,0.582847903971931,3.13560390153537,0.37595371997759686,0.11411846163529928,0.20039112189101796,0.7486345761281342,0.3228394011126852,0.3438080051179185,0.5435751349982172,0.12368176850837197,1.0859182759579507,0.20585812356979405,0.2202141486662128,0.5222907662391663,0.40966963907499865,0.26852886488617667,0.11389601892395189,0.0036281177578615445,1.1742049966705963,,0.0036281177578615445
50.0,0.6504086362597089,2.4681377387484145,119.52128,119.52128,0.9971592150692714,0.29715507509868355,0.5283377409138896,2.4359012158392357,0.32417425262340915,0.11411846163529928,0.20338763869543242,0.6924695612964777,0.3193281652998278,0.2741486160304187,0.5739508821486509,0.1338072796560217,1.1748196374217832,0.2053152208597347,0.23261727899350867,0.5241732001304626,0.41043579040820904,0.2690415097714011,0.11389601892395189,0.0031354299304898357,1.4445849593030289,0.0036381670636197417,0.002939271811782147
51.0,0.6402504407128384,2.004203601128341,121.50272,121.50272,0.5412350858791136,0.3035337399934837,0.5535333421968367,2.683001925497739,0.3430893556770819,0.11411846163529928,0.20820194646944282,0.7122154796999437,0.33360015405486965,0.30042507055158124,0.5204946100355757,0.11926637533308514,1.0471513970362654,0.20442666909057855,0.2093515709952498,0.5215958952903748,0.4111702413850309,0.26991993257499636,0.11389601892395189,0.002869376147280261,0.9658999249804765,,0.002869376147280261
