round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc_lift,fed_ece,fed_f1_best_threshold,fed_brier,fed_f1_best,fed_auprc,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
35.0,0.642221909222846,0.8125079496456283,74.17568,74.17568,0.36082339058607577,0.7145417351062214,2.508373109933205,0.3498226663424304,0.5789508730257538,0.21677854211925057,0.3380463719373972,0.27019945038639215,0.10953729933899904,0.29689304200167965,0.6687505575093936,0.2218189872506405,1.9475569852774972,0.280574671012918,0.28311042726949937,0.49594828486442566,0.33581733605254666,0.21308344796013182,0.11389601892395189,0.005698965464581341,0.75501608569175,,0.005698965464581341,
36.0,0.6354671351135005,0.7178527339476174,77.82624,77.82624,0.9971592150692714,0.6976602104924531,2.3654232807618487,0.34591302537588825,0.5900765722095123,0.21423148753504923,0.3237639337193976,0.2567286809160536,0.10953729933899904,0.28896527240413494,0.6694048608243213,0.2211954482178284,1.9420823511445129,0.2783716170115988,0.28392484342379964,0.5255210995674133,0.34366416864517474,0.21855381208448516,0.11389601892395189,0.004600791579994437,1.386404508491978,0.0035572859897096665,0.005395939845971922,
37.0,0.6391973446394952,0.7003767777513212,77.84672,77.84672,0.005594161094357764,0.7148112713551348,2.5463630849480143,0.32966797473058596,0.5656120769475516,0.20156530548633494,0.339115336036032,0.2738191389334102,0.10953729933899904,0.31176787954527435,0.6692035801678303,0.22111193045080943,1.9413490703168945,0.2786206896551724,0.28374760994263865,0.517789363861084,0.3429887546928073,0.21783122248643697,0.11389601892395189,0.004570277302525046,0.007549308706074953,0.004386407774525869,0.0047595671968070725,
38.0,0.61722971324649,0.7054065000850047,79.83328,79.83328,0.5426336261527032,0.7292251288759017,2.7448369411018483,0.3135538359889969,0.5633040636599645,0.1911836642587328,0.3519805211530979,0.2931277852096627,0.10953729933899904,0.3225257611008655,0.6693316598723098,0.22047672123658357,1.9357719727130707,0.2807505211952745,0.28459119496855345,0.5219102501869202,0.33715123417087206,0.21436511941093223,0.11389601892395189,0.0056990170806702,1.0148781568277627,0.003405023056144889,0.005710033407985245,
39.0,0.6002607427451876,0.8758947470643121,79.85376,79.85376,0.005594161094357764,0.7439708163518913,2.946210262900117,0.32673004444170867,0.5983201812039315,0.19938884138210825,0.3653631000034797,0.3130019688653271,0.10953729933899904,0.3294816469162806,0.6692569906344447,0.2203478859435695,1.9346408068107743,0.2794406564197388,0.2848540384867129,0.5222781896591187,0.33811721673467887,0.21490587100868472,0.11389601892395189,0.004735203389910315,0.008039721753448248,0.0037910933988477055,0.005755264907378343,
40.0,0.6438159246986233,0.9371548052184654,83.51472,83.51472,1.0,0.6992840724269475,2.399337372436195,0.3269014993408706,0.5610087088286071,0.20216103598141985,0.3241139910402684,0.26048110297803795,0.10953729933899904,0.2936861122640784,0.6678904180869927,0.21983327465118108,1.930122551499919,0.281499692685925,0.2838444758116258,0.5091171860694885,0.3231323426149231,0.20650116047611047,0.11389601892395189,0.004428962220283384,1.4331527048634598,0.00343097847468304,0.005171666666614047,0.004325214123132382
41.0,0.6456454839751975,0.9762875625699066,83.5352,83.5352,0.005594161094357764,0.7200384597886312,2.6385039805213393,0.3320434473287712,0.5789297088797752,0.20497485714781943,0.34797058119775964,0.28258761591378645,0.10953729933899904,0.3064566648131142,0.6681198346142894,0.21985806233256,1.9303401858089415,0.28051443824314487,0.2837344084666751,0.507370114326477,0.32579414619274344,0.20808778986439103,0.11389601892395189,0.005558611431690502,0.010158833116292953,0.004860550823523895,0.0063437667243674434,
42.0,0.6167922467076434,0.9207443743968913,85.52176,85.52176,0.5426336261527032,0.7379385764463346,2.836797411654682,0.3319112858358334,0.5702133918093705,0.2013884465668168,0.3588039032353355,0.30217557346376467,0.10953729933899904,0.31958380660560887,0.6663236190369963,0.2193204428386787,1.9256199199123758,0.2808252427184466,0.2827934474689001,0.5024369955062866,0.33265167901686077,0.21185443520883596,0.11389601892395189,0.006019620407536927,1.1563128281850368,0.0032786141567096435,0.006033742076653338,
43.0,0.5937083684096375,1.00368726076163,85.54224,85.54224,0.005594161094357764,0.7488133580542679,3.0379285209419336,0.3162957224532315,0.5783801401171775,0.19214400642259158,0.37176117548172566,0.3215549689626477,0.10953729933899904,0.33240729363334354,0.6664130715290135,0.2192163841962835,1.9247062914697113,0.28040127232689016,0.28265204386839476,0.503494918346405,0.3322540110369829,0.211611127443611,0.11389601892395189,0.005046710974827925,0.009592352900654078,0.0029875399372119556,0.0073804681545308806,
44.0,0.5764941841392057,1.0534359387415881,87.54416,87.54416,0.5468292469734715,0.7629847056678732,3.196826835666539,0.32224924710746605,0.6075165214705927,0.1950426828964972,0.3887970337478007,0.3375435064260932,0.10953729933899904,0.3398737206455614,0.6659920876208744,0.2189314491311933,1.9222045792256648,0.2805086818292981,0.2820190858864892,0.5059593915939331,0.3233654902816438,0.2096267005352764,0.11389601892395189,0.0061606271889541615,1.242101910058409,0.0030056644937515122,0.006187736108772439,0.003339489154858366
45.0,0.5527251020647295,1.7624435627253352,87.56464,87.56464,0.005594161094357764,0.7722880297123431,3.365550186893561,0.3141489691942964,0.6155097852872911,0.19047668218042887,0.40013716996200605,0.35408971038526954,0.10953729933899904,0.3423479243556502,0.6657976213166794,0.2188122763088745,1.9211582492183064,0.28030119018702937,0.2831460674157303,0.5058650970458984,0.32310850546570186,0.20967592082273423,0.11389601892395189,0.004782586377055131,0.009397510439157486,0.003214990324967243,0.006680792782842953,
46.0,0.535817059132055,2.041192807495722,89.54608,89.54608,0.5412350858791136,0.779474003105368,3.5457742268178745,0.27832161209366096,0.5806040851807946,0.1689591636878282,0.4138301259831849,0.37159086679389347,0.10953729933899904,0.36237686176031786,0.6647927741662407,0.21748410394103712,1.909496977995787,0.28214020312112953,0.28339372735224294,0.5016517043113708,0.30999382053276864,0.2028471160019991,0.11389601892395189,0.006587080982571369,1.379924088018015,,0.006587080982571369,
47.0,0.5135216247007197,2.4828236943730246,90.21168,90.21168,0.18181023556662734,0.7895393267327715,3.712211526673947,0.28485745975340065,0.613803968742504,0.17303481648643018,0.4283192367878825,0.3881716522714162,0.10953729933899904,0.36311326501998337,0.6648138823440709,0.21768836335546515,1.9112903630180014,0.2794045876037091,0.28238009746088744,0.5103715658187866,0.31127977412928237,0.2046368958140876,0.11389601892395189,0.008839106737768035,0.4528567218221724,,0.008839106737768035,
48.0,0.6472627654804537,1.84085775358874,93.87264,93.87264,1.0,0.7031972664045862,2.4470947233658302,0.32369456360533444,0.5683831109353722,0.19986167935721744,0.3283157841205768,0.2660899763197812,0.10953729933899904,0.3010914280463905,0.6651012647889641,0.21688938622643444,1.904275393253657,0.2830946998241648,0.2845849802371542,0.50211101770401,0.31933931602312565,0.2047093843978352,0.11389601892395189,0.004316816868557921,1.5711028520654509,0.003707876324296757,0.004719647718950592,0.005490890761026259
49.0,0.6417651171506795,1.2989021013264863,94.53824,94.53824,0.18181023556662734,0.7230224493270178,2.6675257662139074,0.343563210154946,0.5895668248842074,0.21150588534438117,0.34275671667499796,0.2867643326268352,0.10953729933899904,0.3048169377953356,0.6651975818310846,0.21720519786199313,1.9070481998762445,0.2828833292048551,0.28419989904088844,0.5026847124099731,0.3218007036465794,0.20614066318604804,0.11389601892395189,0.00408859024377655,0.21322485338896513,,0.00408859024377655,
