round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best_threshold,fed_auroc,fed_f1_best,fed_auprc_lift,fed_prevalence,fed_f1,fed_ece,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6896878000355424,0.09290099071954958,0.526995,3.65056,0.9971592150692714,0.18417816516874988,0.48713375010942034,0.5956460380085364,0.2596096331250176,1.632296729992304,0.11220893643801129,0.06251109185165489,0.37486120172271636,0.24071875088462802,0.41136756445611755,0.09231124713436854,0.8104870390246436,0.0,0.20479579348170981,0.4678729474544525,0.3564958666388981,0.2281198292464981,0.11389601892395189,0.4888809629819779,10.369954273104668,0.31360172901540845,0.6308338279305353
2.0,0.6883925404990355,0.08360686072030121,1.05399,7.30112,0.9971592150692714,0.19463443409328696,0.49298887590967366,0.6206326426754175,0.2673475528911997,1.7316539158968565,0.11220893643801129,0.20103700057988105,0.3762254941493478,0.24025675142318847,0.37415679606272495,0.08425213058577048,0.7397284943034351,0.0,0.2046204620462046,0.46718668937683105,0.3594978184829367,0.23059116380471237,0.11389601892395189,0.0658603254357356,1.3692909525125287,0.06124258995187062,0.069332420797323
3.0,0.6836019855095805,0.08931976633453158,1.580985,10.95168,0.9971592150692714,0.20995580486524834,0.4883694774741416,0.6450356520310353,0.28305883260227216,1.8772789087066846,0.11220893643801129,0.22805413072468586,0.3649771559287197,0.23084958695927915,0.3623985621540964,0.08274841370090041,0.7265259530813921,0.0008695652173913044,0.2045649717514124,0.46849992871284485,0.36374938962137854,0.23401319443606597,0.11389601892395189,0.039471038055095144,0.9539870726439403,0.03308880788713566,0.04487314538135474
4.0,0.6761700183530877,0.11488665731003682,2.10798,14.60224,0.9971592150692714,0.21422842141052403,0.49539010331756733,0.650096834248185,0.2849480358293456,1.9062370572197713,0.11220893643801129,0.2481254198055112,0.3589672728557118,0.22564910482092862,0.36306030729390704,0.08282793170240448,0.727224116215234,0.016736401673640166,0.20462165835976437,0.46801766753196716,0.3656151937912836,0.23564583479671358,0.11389601892395189,0.025725420815775293,0.7283729259070242,0.022647353253210056,0.028522327898392076
5.0,0.6693397737053989,0.13129755222424128,2.634975,18.2528,0.9971592150692714,0.21935582493301045,0.49508656416582997,0.6538081537387215,0.2878674045964242,1.9701379451578969,0.11220893643801129,0.2640116655538856,0.35824255641899144,0.22478153930093345,0.3490483424458249,0.08135952844919121,0.7143316264944676,0.02207075624797144,0.20452799493876814,0.466171532869339,0.36672308917428137,0.23657629712149647,0.11389601892395189,0.019994189571722772,0.6481975667120423,0.016621644311260307,0.023315803705227862
6.0,0.6641756433580935,0.1404628482309181,2.634975,18.2528,0.0,0.22961826859800305,0.5318558641185993,0.6658591578373914,0.29667187009480595,2.0627362650806678,0.11220893643801129,0.27476964343556753,0.34708147251883564,0.2200292971628989,0.3490483424458249,0.08135952844919121,0.7143316264944676,0.02207075624797144,0.20452799493876814,0.466171532869339,0.36672308917428137,0.23657629712149647,0.11389601892395189,0.0,0.0,,
7.0,0.6482533507085687,0.3169426810975808,2.634975,18.2528,0.0,0.23363720861549359,0.5420014180557169,0.6731093870509974,0.3034015056002881,2.0999400205232415,0.11220893643801129,0.2804656269469687,0.3399465535532348,0.2148512766896658,0.3490483424458249,0.08135952844919121,0.7143316264944676,0.02207075624797144,0.20452799493876814,0.466171532869339,0.36672308917428137,0.23657629712149647,0.11389601892395189,0.0,0.0,,
8.0,0.6255513439255835,0.37972327731049255,2.634975,18.2528,0.0,0.24042554152460022,0.5345637569774839,0.6826023438297604,0.31188294624941176,2.165480022484808,0.11220893643801129,0.28766455804124275,0.32174364327376287,0.2033460919982568,0.3490483424458249,0.08135952844919121,0.7143316264944676,0.02207075624797144,0.20452799493876814,0.466171532869339,0.36672308917428137,0.23657629712149647,0.11389601892395189,0.0,0.0,,
9.0,0.6643294977337727,0.13203447195229565,3.16197,21.90336,0.9971592150692714,0.22030832490187774,0.4969028570109601,0.6536168653928406,0.28794306434901007,1.9751890724844259,0.11220893643801129,0.27205951404960876,0.3506526413955651,0.21896294287498252,0.34883087299658666,0.08135559307717088,0.71429707417159,0.04516829533116178,0.20450951154489178,0.4637482166290283,0.36875088826760094,0.23838150440324093,0.11389601892395189,0.018665758699084867,0.6776465759030543,0.0130248313583573,0.024731370966378684
10.0,0.6596714883022805,0.17410345487332943,3.16197,21.90336,0.0,0.22722848174769278,0.5258525318830097,0.6650037572799139,0.29595970247738956,2.039852134427672,0.11220893643801129,0.27870393747507033,0.34171246351724593,0.21553256531361195,0.34883087299658666,0.08135559307717088,0.71429707417159,0.04516829533116178,0.20450951154489178,0.4637482166290283,0.36875088826760094,0.23838150440324093,0.11389601892395189,0.0,0.0,,
11.0,0.6459214411704698,0.2864680751091201,3.16197,21.90336,0.0,0.22702820857430045,0.5312928215353798,0.6655833215758343,0.29490904782386146,2.044958082701614,0.11220893643801129,0.2785635567726874,0.323771828244211,0.20721742688579126,0.34883087299658666,0.08135559307717088,0.71429707417159,0.04516829533116178,0.20450951154489178,0.4637482166290283,0.36875088826760094,0.23838150440324093,0.11389601892395189,0.0,0.0,,
12.0,0.6300020335631323,0.41338471623994605,3.16197,21.90336,0.0,0.24020992265636512,0.5614151115478248,0.6799245624005713,0.31052253569815935,2.1682062708507455,0.11220893643801129,0.28364816617119837,0.34522904550939176,0.21924520066907272,0.34883087299658666,0.08135559307717088,0.71429707417159,0.04516829533116178,0.20450951154489178,0.4637482166290283,0.36875088826760094,0.23838150440324093,0.11389601892395189,0.0,0.0,,
13.0,0.6576938370051624,0.17954136782432212,3.688965,25.55392,0.9971592150692714,0.2202796710163219,0.492889363732707,0.6537823543473513,0.28671701005113537,1.9753125595764318,0.11220893643801129,0.26918679952554336,0.3492711435668193,0.21807547805579738,0.3682085567282154,0.08342451256424081,0.7324620592748124,0.06444226365718024,0.20469449595224098,0.4686339795589447,0.3716953457814769,0.2406393767918229,0.11389601892395189,0.01470746068841689,0.5997288553917315,0.009808860066623688,0.020266460415103646
14.0,0.6533536281413327,0.18104605867655726,3.688965,25.55392,0.0,0.22786397888514187,0.5092298915564,0.6632173777919149,0.29290334247165895,2.0450655699170186,0.11220893643801129,0.2768042112793176,0.33990960908787593,0.21342552643678442,0.3682085567282154,0.08342451256424081,0.7324620592748124,0.06444226365718024,0.20469449595224098,0.4686339795589447,0.3716953457814769,0.2406393767918229,0.11389601892395189,0.0,0.0,,
15.0,0.6381411057699587,0.289574098686186,3.688965,25.55392,0.0,0.23479743645936393,0.5445729815806136,0.6733905536499687,0.30220455669613633,2.110594614055326,0.11220893643801129,0.28477037224357155,0.3290830676954373,0.2073353356034981,0.3682085567282154,0.08342451256424081,0.7324620592748124,0.06444226365718024,0.20469449595224098,0.4686339795589447,0.3716953457814769,0.2406393767918229,0.11389601892395189,0.0,0.0,,
16.0,0.6249688989542374,0.3596003106759359,3.688965,25.55392,0.0,0.23932920429723029,0.565822912753566,0.6795794586704178,0.30828321739820136,2.1579560234618005,0.11220893643801129,0.286763952160445,0.3467482582400473,0.2191062961463459,0.3682085567282154,0.08342451256424081,0.7324620592748124,0.06444226365718024,0.20469449595224098,0.4686339795589447,0.3716953457814769,0.2406393767918229,0.11389601892395189,0.0,0.0,,
17.0,0.6540269555924116,0.20138768276656555,4.21596,29.20448,0.9971592150692714,0.22019896794860508,0.4997445594953094,0.6541630854489741,0.2875860310374904,1.9738791022122621,0.11220893643801129,0.2731783210755215,0.34569459105528244,0.2157162280839274,0.3644446122166704,0.08301840565791085,0.7288964657609504,0.08332278080283652,0.20453723788864786,0.469242662191391,0.37541689635721065,0.2437818198150496,0.11389601892395189,0.013773933221183,0.6183999733184464,0.009342343070095528,0.01903368110198308
18.0,0.650882846992965,0.2352415969384986,4.21596,29.20448,0.0,0.22909921651680976,0.5440233380071317,0.6646610342770349,0.2944014986074446,2.056785418894429,0.11220893643801129,0.27661133617032835,0.3442747899586107,0.2174505121978947,0.3644446122166704,0.08301840565791085,0.7288964657609504,0.08332278080283652,0.20453723788864786,0.469242662191391,0.37541689635721065,0.2437818198150496,0.11389601892395189,0.0,0.0,,
19.0,0.6334300342452848,0.29066865713020695,4.21596,29.20448,0.0,0.2367452794974097,0.5316244329012286,0.6744369370909945,0.3021628650899605,2.1321076121673403,0.11220893643801129,0.28482328978157917,0.3142007578204194,0.19885259913643255,0.3644446122166704,0.08301840565791085,0.7288964657609504,0.08332278080283652,0.20453723788864786,0.469242662191391,0.37541689635721065,0.2437818198150496,0.11389601892395189,0.0,0.0,,
20.0,0.6206101830497823,0.45325518282430133,4.21596,29.20448,0.0,0.24291196921021976,0.5433946876723936,0.6826453125689222,0.3092940377553322,2.1947686191959463,0.11220893643801129,0.29048550290832437,0.3537523442437394,0.2231769494251077,0.3644446122166704,0.08301840565791085,0.7288964657609504,0.08332278080283652,0.20453723788864786,0.469242662191391,0.37541689635721065,0.2437818198150496,0.11389601892395189,0.0,0.0,,
21.0,0.6500958175000423,0.23934018823173306,4.742955,32.85504,0.9971592150692714,0.2204310064640779,0.5064990230012494,0.6543190825557086,0.2882789818861967,1.975074473858721,0.11220893643801129,0.2694616688271413,0.34101129957082665,0.21307723507330414,0.3729551735089708,0.08399119283310913,0.7374374769779254,0.07750845546786922,0.2046019619366213,0.4696088135242462,0.3737276663216354,0.2422978449485796,0.11389601892395189,0.011589614448868793,0.570472050778335,0.007522052376122928,0.016639272728773732
22.0,0.6471063724301185,0.2757462694459334,4.742955,32.85504,0.0,0.2289484714491321,0.5394426753830054,0.6638814151952424,0.29594510551918995,2.055826237480415,0.11220893643801129,0.275185689000038,0.34087609094529486,0.21733793749583757,0.3729551735089708,0.08399119283310913,0.7374374769779254,0.07750845546786922,0.2046019619366213,0.4696088135242462,0.3737276663216354,0.2422978449485796,0.11389601892395189,0.0,0.0,,
23.0,0.6350435540469257,0.3017488346338378,4.742955,32.85504,0.0,0.23739782783190394,0.5624889506811311,0.6748525458935305,0.3073521214558655,2.1391995294612007,0.11220893643801129,0.2825727677741879,0.35894630238826425,0.22695929306406862,0.3729551735089708,0.08399119283310913,0.7374374769779254,0.07750845546786922,0.2046019619366213,0.4696088135242462,0.3737276663216354,0.2422978449485796,0.11389601892395189,0.0,0.0,,
24.0,0.624045233174108,0.40270031237418485,4.742955,32.85504,0.0,0.2470533397778796,0.5515201214389127,0.6836046507958795,0.31354725653573856,2.2322102405272686,0.11220893643801129,0.290265032119018,0.3238416893594083,0.20370655728062337,0.3729551735089708,0.08399119283310913,0.7374374769779254,0.07750845546786922,0.2046019619366213,0.4696088135242462,0.3737276663216354,0.2422978449485796,0.11389601892395189,0.0,0.0,,
25.0,0.6474156118863272,0.273199050050619,5.26995,36.5056,0.9971592150692714,0.22099359933231824,0.5082967458598788,0.6548859420066406,0.2890215729983444,1.9808453159140467,0.11220893643801129,0.2715518407751841,0.33514395105887534,0.2096078897745617,0.3567717519270562,0.08221139814712194,0.7218109897415669,0.08097165991902834,0.20450951154489178,0.4683052897453308,0.3745287335181765,0.24311889775796455,0.11389601892395189,0.010664181110699592,0.5748060353798792,0.006700346513831818,0.015751694783385124
26.0,0.6481713883055651,0.30071417661493954,5.26995,36.5056,0.0,0.2295854125374617,0.5297202980709645,0.665299193572215,0.2953408122434279,2.0637649785916254,0.11220893643801129,0.27668693462551536,0.3444023248949952,0.21797035287237307,0.3567717519270562,0.08221139814712194,0.7218109897415669,0.08097165991902834,0.20450951154489178,0.4683052897453308,0.3745287335181765,0.24311889775796455,0.11389601892395189,0.0,0.0,,
27.0,0.6306927098539294,0.3933967522884813,5.26995,36.5056,0.0,0.23974439408330747,0.56038624140322,0.6749768602982236,0.30370187980646385,2.162896048346889,0.11220893643801129,0.28541770474958583,0.3440659668650583,0.21730991594511312,0.3567717519270562,0.08221139814712194,0.7218109897415669,0.08097165991902834,0.20450951154489178,0.4683052897453308,0.3745287335181765,0.24311889775796455,0.11389601892395189,0.0,0.0,,
28.0,0.6227851436984676,0.5164114590314413,5.26995,36.5056,0.0,0.24415797017378346,0.5584482374451608,0.6822402975346686,0.31301964200111243,2.213391640116369,0.11220893643801129,0.29261383037065986,0.32401936667765585,0.20499294898068599,0.3567717519270562,0.08221139814712194,0.7218109897415669,0.08097165991902834,0.20450951154489178,0.4683052897453308,0.3745287335181765,0.24311889775796455,0.11389601892395189,0.0,0.0,,
29.0,0.6452326808251174,0.3177359514791982,5.796945,40.15616,0.9971592150692714,0.22219133684919035,0.514266036523071,0.6551773616107107,0.29139837882647024,1.9951551505615708,0.11220893643801129,0.2726362543919773,0.3403392544983317,0.21354080123271263,0.3557515191487817,0.08207989590844444,0.7206564082213357,0.08607594936708861,0.2045002711006687,0.46678799390792847,0.37604423894082556,0.2444766015861371,0.11389601892395189,0.010332556233989567,0.6064041257050121,0.0061348406318677395,0.015902740332664124
30.0,0.6465760783710516,0.33696147865461834,5.796945,40.15616,0.0,0.23211413167220038,0.5080293220082793,0.6665544944715357,0.2988775958072453,2.0875113215586603,0.11220893643801129,0.2750129538940359,0.3360361258846885,0.211343330200751,0.3557515191487817,0.08207989590844444,0.7206564082213357,0.08607594936708861,0.2045002711006687,0.46678799390792847,0.37604423894082556,0.2444766015861371,0.11389601892395189,0.0,0.0,,
31.0,0.6365098095036152,0.3354289295160401,5.796945,40.15616,0.0,0.2382195474103666,0.5236501235306225,0.6738823337769407,0.3050648154566506,2.1505000266666916,0.11220893643801129,0.2853334793289101,0.32300466692545193,0.20302999591834367,0.3557515191487817,0.08207989590844444,0.7206564082213357,0.08607594936708861,0.2045002711006687,0.46678799390792847,0.37604423894082556,0.2444766015861371,0.11389601892395189,0.0,0.0,,
32.0,0.6215028776172087,0.4249564509902436,5.796945,40.15616,0.0,0.24564792789600698,0.5815761347361672,0.6828713744342026,0.31451620271804426,2.2224003102859973,0.11220893643801129,0.28722849011451157,0.3536384337801483,0.22667931952291015,0.3557515191487817,0.08207989590844444,0.7206564082213357,0.08607594936708861,0.2045002711006687,0.46678799390792847,0.37604423894082556,0.2444766015861371,0.11389601892395189,0.0,0.0,,
33.0,0.6454565700894276,0.3354638661857358,6.32394,43.80672,0.9971592150692714,0.2223778695556454,0.5178031436259675,0.6555066149075827,0.2936576275529324,1.9974776709196609,0.11220893643801129,0.27386420849242477,0.3451993046362419,0.21700102510367628,0.3575741513219919,0.08226434465715264,0.7222758568241121,0.08721000850236851,0.20450951154489178,0.46709001064300537,0.3760938465856234,0.24444826028834474,0.11389601892395189,0.00873453464145945,0.5542503327014856,0.005474167757573308,0.01324851020275281
34.0,0.6477235756082702,0.45380412781952756,6.32394,43.80672,0.0,0.23352020231087944,0.5439732243048461,0.6666963440465367,0.30057794140459393,2.1041288192861898,0.11220893643801129,0.27653257468075554,0.349095930407132,0.2208090354124579,0.3575741513219919,0.08226434465715264,0.7222758568241121,0.08721000850236851,0.20450951154489178,0.46709001064300537,0.3760938465856234,0.24444826028834474,0.11389601892395189,0.0,0.0,,
35.0,0.6346889890851932,0.3742743143827787,6.32394,43.80672,0.0,0.2411841697226506,0.5431349321327694,0.6760864633674144,0.30928149109103853,2.1776115353681877,0.11220893643801129,0.28298032911206195,0.3439840891400247,0.21679904135210795,0.3575741513219919,0.08226434465715264,0.7222758568241121,0.08721000850236851,0.20450951154489178,0.46709001064300537,0.3760938465856234,0.24444826028834474,0.11389601892395189,0.0,0.0,,
