round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc_lift,fed_f1_best_threshold,fed_prevalence,fed_auroc,fed_brier,fed_f1_best,fed_auprc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6886500893108504,0.10190213894160276,0.08724,3.65056,0.9971592150692714,0.39526138150987605,1.6813653685284582,0.5107553389846289,0.11461480362537764,0.6048402293695253,0.2581210539420036,0.26288494367297793,0.18978499426964826,0.16440724080036095,0.5792405388051888,0.18221325952093279,1.5998211460103462,0.0,0.22209944751381216,0.4858086109161377,0.3718907391831801,0.2392149303215268,0.11389601892395189,0.9923653249802136,8.575059346854687,0.6883960691836735,1.2587488454025064
2.0,0.6878808799607369,0.07330052605993262,0.17448,7.30112,0.9971592150692714,0.38590727232148997,1.8176709971613092,0.5036960288128194,0.11461480362537764,0.6336757042095718,0.2502295543289679,0.2805999666178459,0.20492162554051577,0.1891565506467454,0.6625561481295118,0.21843251072848516,1.9178239309166025,0.0,0.28092577813248204,0.4857621490955353,0.37195516822532376,0.23912600572155035,0.11389601892395189,0.13078279012824165,1.1918565551209213,0.08931960650242067,0.16503671346350945
3.0,0.6841644875190563,0.09422545552558675,0.26172,10.95168,0.9971592150692714,0.3830697058464615,1.8402925531539311,0.5039815977009431,0.11461480362537764,0.6365501856535829,0.24756990422609007,0.28275157769507514,0.20788062370809451,0.19584141757761056,0.6644356293191134,0.2208291989657333,1.9388667053690476,0.00264783759929391,0.2810682178741407,0.4861522614955902,0.3717048025822998,0.23886390004867247,0.11389601892395189,0.13619344596009683,1.2730212094306808,0.07504025533941672,0.20204437032589664
4.0,0.6802148512091793,0.1015479272495613,0.34896,14.60224,0.9971592150692714,0.3813246967175306,1.8850826549788613,0.503728097027087,0.11461480362537764,0.6461078523320162,0.24595334653572776,0.28630541038776414,0.21313763048943085,0.2102484561598807,0.6655374586326147,0.22222220382002777,1.9510972018118125,0.007036059806508356,0.2812542790633986,0.485104501247406,0.3693310202212019,0.2369083390740919,0.11389601892395189,0.10666598750023434,1.1717613898154013,0.04861734615014192,0.18057083230246007
5.0,0.6799274834189868,0.1021534983062169,0.4362,18.2528,0.9971592150692714,0.3743305733147915,1.9127674475220806,0.4986625938148267,0.11461480362537764,0.6471079407526517,0.24036981608161215,0.28732958055244356,0.2162907697205155,0.22191642411954426,0.6671172840135194,0.22297007907898153,1.9576635003182872,0.01052170100832968,0.28179043743641913,0.48454442620277405,0.36938036852624745,0.23691645192767072,0.11389601892395189,0.08392200899649666,1.0852300062997529,0.037902632935510376,0.15078039925044046
6.0,0.6784120964727873,0.11682328905409003,0.4362,18.2528,0.0,0.3454185826910242,2.027879725621381,0.5409915636913535,0.11461480362537764,0.6631486842026523,0.21956037631318281,0.2977228451041681,0.22898672955248137,0.2643695597154959,0.6671172840135194,0.22297007907898153,1.9576635003182872,0.01052170100832968,0.28179043743641913,0.48454442620277405,0.36938036852624745,0.23691645192767072,0.11389601892395189,0.0,0.0,,
7.0,0.6575434667973348,0.22841274929411215,0.4362,18.2528,0.0,0.3483655238739793,2.1514178259869596,0.5217601883957632,0.11461480362537764,0.6751229754448763,0.22080903076746014,0.30658392472623186,0.24155924691322847,0.2830388824876198,0.6671172840135194,0.22297007907898153,1.9576635003182872,0.01052170100832968,0.28179043743641913,0.48454442620277405,0.36938036852624745,0.23691645192767072,0.11389601892395189,0.0,0.0,,
8.0,0.634148786428738,0.3601012305810927,0.4362,18.2528,0.0,0.31287015304236676,2.215449958422803,0.5230548238552439,0.11461480362537764,0.6832909010175607,0.19915471115068312,0.3158917277661318,0.24928985009780766,0.2917769230193578,0.6671172840135194,0.22297007907898153,1.9576635003182872,0.01052170100832968,0.28179043743641913,0.48454442620277405,0.36938036852624745,0.23691645192767072,0.11389601892395189,0.0,0.0,,
9.0,0.6757426421709004,0.12273361027993393,0.52344,21.90336,0.9971592150692714,0.3656374032159917,1.921810414698632,0.49226077827404574,0.11461480362537764,0.6500449534203026,0.2336759340576574,0.2870910166996825,0.21711863753849608,0.2255081585322003,0.667505024423994,0.22256503617743265,1.9541072487005784,0.0,0.2840440165061898,0.4844975173473358,0.3700359773714461,0.2376094815871742,0.11389601892395189,0.04915018368627456,0.7598444452742115,0.023031379011438716,0.08949979105823054
10.0,0.6753093598139183,0.12148026189479691,0.52344,21.90336,0.0,0.3522126808891978,2.036293383734527,0.5306531798210808,0.11461480362537764,0.6632145155551983,0.22353456933731183,0.3000364367399083,0.2298173767835755,0.26957262703323004,0.667505024423994,0.22256503617743265,1.9541072487005784,0.0,0.2840440165061898,0.4844975173473358,0.3700359773714461,0.2376094815871742,0.11389601892395189,0.0,0.0,,
11.0,0.6602400258539812,0.22774802001429778,0.52344,21.90336,0.0,0.3474410333823551,2.121024713547789,0.5281822982320161,0.11461480362537764,0.6750039580230569,0.2196216055496187,0.30692237430888386,0.23961447298449098,0.2830571303822214,0.667505024423994,0.22256503617743265,1.9541072487005784,0.0,0.2840440165061898,0.4844975173473358,0.3700359773714461,0.2376094815871742,0.11389601892395189,0.0,0.0,,
12.0,0.6402872149670573,0.4010776953321879,0.52344,21.90336,0.0,0.3477963876562552,2.2376418941055167,0.5518555750213151,0.11461480362537764,0.6833533277342798,0.2194400151212453,0.31609494006687566,0.2516937119503399,0.2851614696894099,0.667505024423994,0.22256503617743265,1.9541072487005784,0.0,0.2840440165061898,0.4844975173473358,0.3700359773714461,0.2376094815871742,0.11389601892395189,0.0,0.0,,
13.0,0.673413276430613,0.1294447781151667,0.61068,25.55392,0.9971592150692714,0.3613666054255293,1.9309841138908612,0.4906671639318012,0.11461480362537764,0.6496307521331414,0.23024072828757333,0.2877043573620407,0.21810394566086352,0.21718155582680168,0.6675517836811848,0.22271075340420377,1.9553866369368644,0.0,0.2829515367790952,0.485800176858902,0.37087372670152524,0.23818545772865016,0.11389601892395189,0.04879383847734256,0.8483926243397946,0.020156641834141082,0.09729207364167346
14.0,0.6702858245721296,0.1432023801335047,0.61068,25.55392,0.0,0.30840090863699277,2.009801869185639,0.5020266686700292,0.11461480362537764,0.6596921662313461,0.1971801361811922,0.2973860934279901,0.22685636231356004,0.2743861418340928,0.6675517836811848,0.22271075340420377,1.9553866369368644,0.0,0.2829515367790952,0.485800176858902,0.37087372670152524,0.23818545772865016,0.11389601892395189,0.0,0.0,,
15.0,0.65331234023199,0.24872790590393157,0.61068,25.55392,0.0,0.3356315841840174,2.139839891419791,0.5280943678510034,0.11461480362537764,0.6745273571100944,0.21214418677116834,0.3074456408866814,0.24093681231461553,0.2829060183131727,0.6675517836811848,0.22271075340420377,1.9553866369368644,0.0,0.2829515367790952,0.485800176858902,0.37087372670152524,0.23818545772865016,0.11389601892395189,0.0,0.0,,
16.0,0.6361083883294539,0.38582445331966,0.61068,25.55392,0.0,0.3345498725662171,2.24601364920662,0.5646990127430072,0.11461480362537764,0.6810876480401012,0.212796256352277,0.3182686738399195,0.2518337559992723,0.28782497379975996,0.6675517836811848,0.22271075340420377,1.9553866369368644,0.0,0.2829515367790952,0.485800176858902,0.37087372670152524,0.23818545772865016,0.11389601892395189,0.0,0.0,,
17.0,0.6707625601982243,0.1491070687482747,0.69792,29.20448,0.9971592150692714,0.36827551922596774,1.9361771452581493,0.5047869304999755,0.11461480362537764,0.6500992378650062,0.2344114242749536,0.2886806251542427,0.21872097591426629,0.2581101702678785,0.6680238187590108,0.22348367485804227,1.96217283948495,0.0,0.2831220193090613,0.48544591665267944,0.37042903048630127,0.23781171516972943,0.11389601892395189,0.04032574688865211,0.7835670352851594,0.018671976721283744,0.07924619786502493
18.0,0.666551439839012,0.15956254132099096,0.69792,29.20448,0.0,0.3418686247814338,2.0363259316142677,0.5350752409663867,0.11461480362537764,0.6642595711136186,0.21664128037810654,0.3010412895319955,0.22944335183035564,0.2772191918003978,0.6680238187590108,0.22348367485804227,1.96217283948495,0.0,0.2831220193090613,0.48544591665267944,0.37042903048630127,0.23781171516972943,0.11389601892395189,0.0,0.0,,
19.0,0.6475861343481043,0.2727210931723616,0.69792,29.20448,0.0,0.34055677959264025,2.155633139398655,0.5343564898394656,0.11461480362537764,0.6763655484395537,0.21638831625767904,0.31100890984481283,0.2430318831538514,0.28760121761452473,0.6680238187590108,0.22348367485804227,1.96217283948495,0.0,0.2831220193090613,0.48544591665267944,0.37042903048630127,0.23781171516972943,0.11389601892395189,0.0,0.0,,
20.0,0.6338029893807579,0.4724674408903452,0.69792,29.20448,0.0,0.3340827222301063,2.2436242209714945,0.5756952627379098,0.11461480362537764,0.6836969261643583,0.21304434272535705,0.3153724395378359,0.25298105082581607,0.28721285624504755,0.6680238187590108,0.22348367485804227,1.96217283948495,0.0,0.2831220193090613,0.48544591665267944,0.37042903048630127,0.23781171516972943,0.11389601892395189,0.0,0.0,,
21.0,0.6651665903878848,0.17741250092096333,0.78516,32.85504,0.9971592150692714,0.36873210818213215,1.9472490526415276,0.5098600738024394,0.11461480362537764,0.6506241383027128,0.23438858210684985,0.28966602428220384,0.21954956793039906,0.26560675826358515,0.6672047787910651,0.22343745701904796,1.9617670497178363,0.016536118363794605,0.28239454407678705,0.48712867498397827,0.37184955810791376,0.23873539369459704,0.11389601892395189,0.036902011614056394,0.7984941280983548,0.014883580717657927,0.0791823420133236
22.0,0.6625421475776967,0.20200864891467957,0.78516,32.85504,0.0,0.33495441620582317,2.0423687319942916,0.5352352593630582,0.11461480362537764,0.6620691675956086,0.21274560008782614,0.29789678943133285,0.230427491667613,0.27402092781372694,0.6672047787910651,0.22343745701904796,1.9617670497178363,0.016536118363794605,0.28239454407678705,0.48712867498397827,0.37184955810791376,0.23873539369459704,0.11389601892395189,0.0,0.0,,
23.0,0.6480684724868089,0.33379058209416923,0.78516,32.85504,0.0,0.33756125110791463,2.1416550846741313,0.5289689649537971,0.11461480362537764,0.6770333647476567,0.2131790152743307,0.3085070213898268,0.24071253917635232,0.28275775246757184,0.6672047787910651,0.22343745701904796,1.9617670497178363,0.016536118363794605,0.28239454407678705,0.48712867498397827,0.37184955810791376,0.23873539369459704,0.11389601892395189,0.0,0.0,,
24.0,0.6281945460525586,0.45236954029915594,0.78516,32.85504,0.0,0.32035883916762337,2.2424035311829256,0.5106495946874582,0.11461480362537764,0.6859654313273836,0.20195051340355782,0.31611080773402483,0.2525275515593519,0.29259985324830184,0.6672047787910651,0.22343745701904796,1.9617670497178363,0.016536118363794605,0.28239454407678705,0.48712867498397827,0.37184955810791376,0.23873539369459704,0.11389601892395189,0.0,0.0,,
25.0,0.6617203284540781,0.195726459210203,0.8724,36.5056,0.9971592150692714,0.35641791199194217,1.945717941146877,0.4978948060820801,0.11461480362537764,0.6504313321048243,0.22542980228429704,0.28860467633698433,0.2194385116398354,0.2575647229188317,0.6681209515154944,0.22386588287305997,1.96552860221159,0.007036059806508356,0.2828796128251664,0.4852592349052429,0.3704049925351396,0.2376770864693609,0.11389601892395189,0.02738031610256476,0.6560171333767357,0.010321312941463188,0.06162378434729117
26.0,0.6584292335956659,0.19891537230904488,0.8724,36.5056,0.0,0.33921593319191357,2.0423349276454603,0.5254773459278145,0.11461480362537764,0.6644870586388536,0.2144604198125153,0.29805134467895733,0.23020521065502253,0.2831465300853123,0.6681209515154944,0.22386588287305997,1.96552860221159,0.007036059806508356,0.2828796128251664,0.4852592349052429,0.3704049925351396,0.2376770864693609,0.11389601892395189,0.0,0.0,,
27.0,0.6465752710487992,0.40635342137773006,0.8724,36.5056,0.0,0.32861830528557284,2.14906603810902,0.5511370882737072,0.11461480362537764,0.6749211737238996,0.207911394112327,0.3074213409587863,0.24184272485892577,0.2860101091055817,0.6681209515154944,0.22386588287305997,1.96552860221159,0.007036059806508356,0.2828796128251664,0.4852592349052429,0.3704049925351396,0.2376770864693609,0.11389601892395189,0.0,0.0,,
28.0,0.6304741480718303,0.5429369853540296,0.8724,36.5056,0.0,0.30860126677624816,2.243452442938326,0.5255748382080178,0.11461480362537764,0.684477754036687,0.19571720232735998,0.31689592892056184,0.2523079508913454,0.2963737028750011,0.6681209515154944,0.22386588287305997,1.96552860221159,0.007036059806508356,0.2828796128251664,0.4852592349052429,0.3704049925351396,0.2376770864693609,0.11389601892395189,0.0,0.0,,
