round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_brier,fed_auprc,fed_f1,fed_ece,fed_auroc,fed_f1_best,fed_prevalence,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
14.0,0.6454111916518188,0.5362785973028543,51.25344,51.25344,1.0,2.224617767426873,0.2011490847040745,0.24161637297195845,0.29224001833339386,0.32235370392380247,0.6909436504201601,0.3124378494631468,0.10985206169342146,0.5597730787437519,0.6720718828579961,0.22321853093866229,1.9598448922758642,0.27804410354745923,0.283960092095165,0.549842119216919,0.31881868993270335,0.20369845505867934,0.11389601892395189,0.007357265144141709,1.7184851711281226,0.005240023842478851,0.009337828988314078,0.0046362292794018285
15.0,0.6373790627525129,0.568187900472459,54.9144,54.9144,1.0,2.2497881578740193,0.21523859830803782,0.24419116006503128,0.28505885171547135,0.34586237983805673,0.6928073642696094,0.3165995552442404,0.10985206169342146,0.5632897534027466,0.6716095485063669,0.22238830919192787,1.9525555967010229,0.27975596228508043,0.2844306738962045,0.5583829283714294,0.3424858449344648,0.21780825338072038,0.11389601892395189,0.006615364541774978,1.6367910924836906,0.004587628415764437,0.008541117976940862,0.004592304022189773
16.0,0.6395545264965368,0.7026005489128007,58.57536,58.57536,1.0,2.2614845462501463,0.21696559515239128,0.24587494371913748,0.2838499268065144,0.3470783076992773,0.6920328814315969,0.3164183463373105,0.10985206169342146,0.5743289547650214,0.671872409322556,0.22391737315294044,1.9659806836835056,0.2783748925193465,0.2859090134605554,0.5859029293060303,0.34378058939603723,0.21971135886633666,0.11389601892395189,0.006458522717187065,1.687077214821329,0.004608120285553475,0.00825332000643803,0.0034534110672831703
17.0,0.6395922963915175,0.6161284772389342,62.23632,62.23632,1.0,2.2980112906275316,0.20580268865754126,0.24993823335768814,0.2919095023749653,0.33320032119596193,0.6948778392098175,0.3162571695740187,0.10985206169342146,0.5368456145315227,0.6721938635289291,0.22593759874858693,1.9837181394324674,0.2813440320962889,0.286038224813735,0.5463067293167114,0.3295483479781685,0.20863535983543396,0.11389601892395189,0.006001431827711697,1.6560211569594685,0.004242959900713579,0.007724888309043156,0.004580549693207809
18.0,0.6451003248382161,0.6308530252441332,65.89728,65.89728,1.0,2.310854334732991,0.2123609021420792,0.25196090305188695,0.2908443788545609,0.34237422529663125,0.6959831355913823,0.3155452409181139,0.10985206169342146,0.5510789448542529,0.6712259745138707,0.22505337519104873,1.975954711299579,0.2789345120390834,0.28539730966578836,0.5338312387466431,0.33886589025188457,0.21554369053653508,0.11389601892395189,0.005798945369864235,1.6858556754477831,0.003964020294718312,0.0076201931704328275,0.0038898856794150516
19.0,0.6420333627555804,0.7574438793258961,69.55824,69.55824,1.0,2.3062794599429055,0.2034524212240951,0.2517104608190667,0.29141373221821987,0.32831863816839263,0.6955335111326765,0.31669830214876304,0.10985206169342146,0.5626410452982596,0.669587706336203,0.22444587027790164,1.970620855745306,0.28000478640660525,0.2864085533776122,0.5543093681335449,0.3248730469004765,0.2067844459078977,0.11389601892395189,0.005387027150985184,1.6495740975042281,0.0035922846509456358,0.007189169956910661,0.0034100858911195273
20.0,0.644113370657744,0.8072722475819214,73.2192,73.2192,1.0,2.325600192256902,0.21813217811380778,0.25391500857691063,0.2851553708349039,0.3495205871365099,0.6972876519167563,0.3204071009301854,0.10985206169342146,0.5767291421255375,0.6685939152527491,0.22204444854045352,1.949536521453942,0.2762126668078797,0.28452440446443444,0.5843088030815125,0.3460042044003649,0.22156547197058596,0.11389601892395189,0.005623358278654598,1.8034437501901266,0.00360111250837117,0.007683584043209626,0.0037036598185867364
21.0,0.6433082307903091,0.8027805329776839,76.88016,76.88016,1.0,2.3786588342683594,0.22108110189299512,0.2593701642791435,0.2882270560585922,0.35576352380241916,0.6994681132102761,0.32363006257435045,0.10985206169342146,0.5803372368071114,0.6692350667422512,0.2252266260127774,1.9774758427962325,0.27814128867694354,0.29073268651722983,0.5817862749099731,0.3520963878778946,0.22457850242302074,0.11389601892395189,0.0049166283287590965,1.6541253374562075,0.0034445737142398242,0.0064315846738754725,0.004069110972926248
22.0,0.6394326727203865,0.7381896358423645,80.54112,80.54112,1.0,2.388112153425973,0.20828238197609003,0.261056615596191,0.2958937640703903,0.33597567568487396,0.701855896150521,0.32664431793038173,0.10985206169342146,0.5579804159351442,0.6694991699541628,0.22558405140657142,1.9806140156417003,0.2825350749879052,0.2871866295264624,0.5331618785858154,0.33182510785389885,0.21199466625338406,0.11389601892395189,0.004347371979430255,1.5291011491044628,0.0030442108314809625,0.005704133706406254,0.0039493162515717405
23.0,0.6410428331264908,0.9232269105856645,84.20208,84.20208,1.0,2.424335343432148,0.215633060220602,0.2652054380485878,0.28753425339374394,0.34673341451933015,0.7024626657882161,0.3264569279812192,0.10985206169342146,0.5926141191080453,0.6686402980263879,0.22356409547512987,1.9628789275277752,0.2758693584187718,0.28897700237906426,0.5731697678565979,0.3429961966882123,0.21958041913456652,0.11389601892395189,0.004492038569437241,1.6548059210745123,0.0029048823342537906,0.006167608062487021,0.003239729585097332
24.0,0.6415051370328383,0.9564250335298208,87.86304,87.86304,1.0,2.454971693964214,0.2095957273322927,0.268375123327708,0.2956044408693574,0.3382686773908544,0.703419935239873,0.3275186462762873,0.10985206169342146,0.5674367936970041,0.6689801120806594,0.2240227041198041,1.9669054830562915,0.2762900815998161,0.2904808635917566,0.5629580020904541,0.3343655880263309,0.2136060995767331,0.11389601892395189,0.004482561869746886,1.7226523036315484,0.002730466685339091,0.0063409612424239975,0.0037304158201229287
25.0,0.6479453012119165,0.9539516771786929,91.524,91.524,1.0,2.4474710657665666,0.21540333670713646,0.26806295041497785,0.29405793407125314,0.3481742537711467,0.7056835992316055,0.32652975649070637,0.10985206169342146,0.5860695109995497,0.6670074763107764,0.22355508081306083,1.9627997793524992,0.27630844771788865,0.29004711425206126,0.5501003265380859,0.34430941509377183,0.2195512529014006,0.11389601892395189,0.0043482545172977135,1.7434417736076284,0.0026087061566516458,0.006204595743553689,0.0035679766771961885
26.0,0.6395507993862921,0.9013435487903193,95.18496,95.18496,1.0,2.470571582284314,0.19699181956367756,0.2703830177320914,0.3025397705027553,0.3191701639224437,0.7072044192457196,0.3331840283606192,0.10985206169342146,0.5612070510306371,0.6661376236127272,0.2225497341382082,1.953972897742845,0.2811369509043928,0.2870911214953271,0.5257304310798645,0.31526919273626114,0.20187346091308406,0.11389601892395189,0.0041857765988835335,1.7463010147130262,0.0024314532209999606,0.006065576729341681,0.005056363661108204
27.0,0.6403637058525826,1.0615630263097178,98.84592,98.84592,1.0,2.481318005505428,0.2045783413034867,0.27205790054268,0.2986971935434584,0.3309922725844235,0.7074829495079222,0.33236679128106233,0.10985206169342146,0.578765978687846,0.6656205485525989,0.22401973099236852,1.9668793791813388,0.27947278496460826,0.28547990155865466,0.5215604901313782,0.3262867347033427,0.2091213704292452,0.11389601892395189,0.004728540058014543,2.0491472408502887,0.0023301002089749405,0.007313281581180584,0.006448558343811422
28.0,0.6466978800731467,1.2865508497138078,102.50688,102.50688,1.0,2.537089710046533,0.1971257120623479,0.2779001197576007,0.30096187079513986,0.3172993817089197,0.7103493506055842,0.3345281919065633,0.10985206169342146,0.5606797320553069,0.6650575299496431,0.22387599873831068,1.9656174188826756,0.2835933568193256,0.2886983632112237,0.5478946566581726,0.31299128069065557,0.2025474012148101,0.11389601892395189,0.004261169576861663,1.9255697267417418,0.0022569180415388046,0.006431669227854849,0.00639943873343661
29.0,0.643901968899798,1.4941400124994133,106.16784,106.16784,1.0,2.5417020890897906,0.19350753401016665,0.2784083157653815,0.30067596285218556,0.31106565468964026,0.7120056545703528,0.3344820887223749,0.10985206169342146,0.5725135889158782,0.6663557581829076,0.22429337740346705,1.9692819777417088,0.2814108196309778,0.28981393882056133,0.550400972366333,0.3070417956812921,0.19919303359868054,0.11389601892395189,0.0038993230616573005,1.83068083048056,0.0021854189569844025,0.005755927513651539,0.004508679160627891
30.0,0.6489960825938529,1.621444990289842,109.8288,109.8288,1.0,2.557239594180096,0.1957045824463759,0.2805851558183425,0.3016111721784212,0.3172342075312658,0.7111938078815468,0.3363623443442884,0.10985206169342146,0.5713047736295935,0.6624424124483734,0.2209665961494543,1.9400730441420713,0.2802825947334618,0.2817651534364697,0.4975444972515106,0.3128669249214751,0.20133309880249356,0.11389601892395189,0.003845819956542498,1.871320254596867,0.0021154702990852626,0.005724993736503809,0.0049951748917019525
31.0,0.6497305287133293,1.3352610796086612,113.48976,113.48976,1.0,2.607207838952817,0.2095908920292888,0.28577523967986407,0.2979616708099898,0.33775351987729907,0.7135747418602882,0.34314932815837346,0.10985206169342146,0.5970376413387063,0.663997289519215,0.22167704289928944,1.946310722653991,0.27960819234194123,0.28599127484246245,0.5769105553627014,0.33352032770255363,0.21534333323413637,0.11389601892395189,0.003364926796907145,1.6951821346556244,0.0019332489089522737,0.004927904920704506,0.0041495204329388535
32.0,0.6462076846313178,1.5247016903507429,117.15072,117.15072,1.0,2.600461261882822,0.2047612595777041,0.2848303955960017,0.2993003949000282,0.33174623845490353,0.7149187510172758,0.3434071188814887,0.10985206169342146,0.5885033322686403,0.661083946846747,0.22102682331948428,1.9406018349689937,0.2765444015444015,0.2838205302515296,0.5700374245643616,0.32729962020677456,0.2106394809489447,0.11389601892395189,0.0033900413987059475,1.768733872921075,0.0019149214537826167,0.005001494808994685,0.003939084560964814
33.0,0.647162091461503,1.6119162919830299,120.81168,120.81168,1.0,2.6335072012331393,0.19363177072800192,0.2889965193038799,0.30786088397069095,0.3126760716520601,0.7177102961834526,0.34471866894928543,0.10985206169342146,0.5733191649194105,0.6623532109453909,0.21816072579045526,1.9154376759746157,0.27666151468315303,0.28265237776289354,0.5600363612174988,0.3080615149526507,0.2002085566903309,0.11389601892395189,0.003184284636395259,1.7154853593874577,0.001768017659929152,0.004738917543160367,0.004584499832364259
34.0,0.6494316781792036,2.003766190712252,124.47264,124.47264,1.0,2.6292040933416194,0.20139252548841305,0.2887251096740844,0.3031015726147756,0.3243756636911362,0.7172658868780575,0.34340209235441355,0.10985206169342146,0.5688020086528595,0.6614446306392654,0.22109145264940108,1.941169276487384,0.28389728821694266,0.28529910389924923,0.5019389986991882,0.3201727231150613,0.20803849521339113,0.11389601892395189,0.0033237624783640867,1.8480873682829042,0.0017618521554735307,0.005043729414569357,0.004382796099965863
35.0,0.6495589871256564,1.9332042923136623,128.1336,128.1336,1.0,2.649137824980721,0.2097741655035808,0.2904785612311502,0.2982959213434227,0.3379421949478129,0.7188064827829803,0.34767357751742844,0.10985206169342146,0.6072148788245475,0.6611641503928305,0.22076558408853875,1.9383081706827998,0.27832009080590236,0.28276955602537,0.5305940508842468,0.33350679641446535,0.21623640954907294,0.11389601892395189,0.0031343964274005947,1.8004722817549919,0.0017279796912882139,0.004680893802784071,0.004171823255216636
36.0,0.6466857698438788,1.9114433677821367,131.79456,131.79456,1.0,2.6629125102557842,0.2032239901560189,0.29180142176826246,0.3039502842312619,0.32817996916724956,0.7198131977956931,0.3497187398534125,0.10985206169342146,0.590315876730891,0.6627233570245229,0.2233869386870456,1.9613235018881612,0.28201473033974817,0.28606023914030576,0.5527593493461609,0.32377492950289255,0.20991968238582878,0.11389601892395189,0.0029065523842690863,1.7226511270891933,0.0015499142918749538,0.004396609418054395,0.004453800078639908
37.0,0.6558164214290912,1.9379959231616586,135.45552,135.45552,1.0,2.678951575857513,0.19728001731317246,0.29381621510674866,0.30673626287816413,0.31863740476109603,0.7201628246637698,0.3481603036487344,0.10985206169342146,0.5797049025900903,0.6635198330782365,0.22514241543493957,1.9767364791324853,0.2805440854991499,0.28563700297538547,0.5210936069488525,0.31436764283300944,0.2040891836045978,0.11389601892395189,0.002829131917014797,1.7277187900162971,0.0014602953316165223,0.004331456009120032,0.004965031072924888
38.0,0.6641171128032153,2.1663153034541613,139.11648,139.11648,1.0,2.6917096044519933,0.19441202091085247,0.2952672100124079,0.31220815197677937,0.31542053209626403,0.7228151573732472,0.35019847370106805,0.10985206169342146,0.5622076661360876,0.6602913485736218,0.2240158763734893,1.9668455358660446,0.2736707238949391,0.2817515973196198,0.5385695695877075,0.3109138637216481,0.20129308969895898,0.11389601892395189,0.0028246021888054047,1.7757107523048035,0.001463837003032069,0.004317131957141549,0.00528523565168375
39.0,0.6589213771441153,2.041686858399452,142.77744,142.77744,1.0,2.6977706040797456,0.2043151364065879,0.29614930949759427,0.30880565839887164,0.3308755910523264,0.7239164349589889,0.34781108734850535,0.10985206169342146,0.5838091975624996,0.6605191211227402,0.2234633172068092,1.9619941005665453,0.27850534662982096,0.28334180647347906,0.5745480060577393,0.3262411212259596,0.2114688158940451,0.11389601892395189,0.0027034589829779063,1.748190109623465,0.0013666923444109176,0.004171572912531582,0.004842886037207573
40.0,0.6533191168966245,2.1772168841097876,146.4384,146.4384,1.0,2.715674738033695,0.20086079280269836,0.2985305650535867,0.3073375986674057,0.3241721828053919,0.7238939085473101,0.3465286055464992,0.10985206169342146,0.5932972178880923,0.6607861107085525,0.22205038517810471,1.9495886447652508,0.27727978964981476,0.28430593099061857,0.5610032081604004,0.3199463659763916,0.20849058536776127,0.11389601892395189,0.0026008497947403826,1.731193850904674,0.0013628311846089322,0.003954524162952879,0.004604979091814921
41.0,0.6583244425361671,2.4193494971075027,150.09936,150.09936,1.0,2.7322394473104135,0.2079615580332728,0.3004616535554247,0.29858199312346456,0.335405458474049,0.7246352372692003,0.34887519814996554,0.10985206169342146,0.5941195477732405,0.6607810030816935,0.22127791364735963,1.9428063925140913,0.28124650954987157,0.2834276252242307,0.5431155562400818,0.3310220043073518,0.21530059277511576,0.11389601892395189,0.002600010743070306,1.783344266858876,0.0012797384355205939,0.004046054165855166,0.0037257727199005155
42.0,0.6567955268136997,2.7690166610544056,153.76032,153.76032,1.0,2.731616603839636,0.20407338935350114,0.3003213434183767,0.30451118390030346,0.32767494037482536,0.7238564798711692,0.349348544450363,0.10985206169342146,0.5970036213976578,0.6575490298294947,0.2195170558951877,1.9273461703851011,0.27891000686970463,0.28431518029381214,0.5560726523399353,0.3230907162292624,0.2120074919985207,0.11389601892395189,0.0025972482885290664,1.831688182126527,0.0012495317588297106,0.00406697406861438,0.004642513308189035
43.0,0.6639203164349128,2.864702743109372,157.42128,157.42128,1.0,2.7376823212821555,0.20178398464408007,0.3009456728558704,0.30601988353656134,0.3267723430117908,0.7237119887155995,0.34842532957702077,0.10985206169342146,0.5834252287653356,0.6597281793772449,0.22108412490191992,1.9411049393178288,0.28093486771859055,0.2833587786259542,0.5511193871498108,0.32236804957899823,0.20918068018140606,0.11389601892395189,0.002751006580402513,1.9924314645577397,0.0012515696495069065,0.004392256327500468,0.004108058023142922
44.0,0.6588510096781286,2.636762831758631,161.08224,161.08224,1.0,2.733997697416653,0.20242968663338992,0.3010377033326181,0.311724658062245,0.3261902948639817,0.7258141396022689,0.34973085933273934,0.10985206169342146,0.5924097663094722,0.6565650900656582,0.2212000061710143,1.942122369691508,0.27539557917622903,0.28248421670826607,0.5432648062705994,0.32160358780242937,0.21069861714792895,0.11389601892395189,0.002441529753585547,1.812800597860587,0.0011631089356028024,0.0038343274246728657,0.005139400441058182
45.0,0.6690625515077644,2.93555084257238,164.7432,164.7432,1.0,2.7560317326130614,0.20387708469550153,0.3038391447991754,0.30759248226908276,0.32892973823447447,0.7245615499654511,0.34650125953743155,0.10985206169342146,0.5990147787818452,0.6545018849025528,0.21983866111592826,1.9301698443271669,0.27391254182531444,0.28041746772864595,0.5372480750083923,0.3240869463297874,0.21204574317412775,0.11389601892395189,0.002344749475961818,1.786383494657457,0.00118574833630855,0.003605949929338029,0.004868157353806538
46.0,0.6642542484950176,3.1447892815998824,168.40416,168.40416,1.0,2.7526322407388664,0.1894083765396448,0.3037085271922502,0.31003242673445264,0.3040408454770072,0.724757983144004,0.34669900879440135,0.10985206169342146,0.5788141974740185,0.6570793414991445,0.22036906973138407,1.9348267991572559,0.2767485822306238,0.28064370582042414,0.5404154658317566,0.2993710602395141,0.19748352503274022,0.11389601892395189,0.0024050660069133535,1.8771545406962105,0.0011331957750573044,0.003788296499193603,0.005327686954783479
47.0,0.6672704393290141,3.3284012778715075,172.06512,172.06512,1.0,2.759020704628265,0.19274335679111287,0.3043562975911151,0.31053122350502604,0.30813806599351984,0.7268580014117705,0.35034509385308443,0.10985206169342146,0.5983290179067714,0.6577805295657805,0.22245821675792363,1.9531693808056494,0.27908125463077305,0.2816711590296496,0.5232011079788208,0.3033696978178866,0.20136802170135742,0.11389601892395189,0.002252273567502177,1.8021892187098274,0.0010340467165110248,0.0035755430309318634,0.0051015120460294345
48.0,0.6723107338866541,3.168329962731517,175.72608,175.72608,1.0,2.792811283425641,0.19200196261225616,0.3081954422615688,0.31694496585518545,0.3118516272085552,0.7295963038587978,0.3558430021726888,0.10985206169342146,0.5756004633320403,0.6567530432043992,0.2195532269029617,1.9276637495956455,0.2771320360454486,0.2802052989318907,0.5128530263900757,0.3074749591500492,0.20067157281395348,0.11389601892395189,0.002197980890566361,1.8004520265967585,0.0010502472555742775,0.003446199304821127,0.0037972566689435864
49.0,0.6680994559246878,3.2141518766416084,179.38704,179.38704,1.0,2.8313095489892177,0.1975138075517044,0.312069951486009,0.3134368717663647,0.31934400615882774,0.7320407344062609,0.3570892469101216,0.10985206169342146,0.6070501564995163,0.6557324590414759,0.21853764963896133,1.9187470440461876,0.27477143563133183,0.2789061250599712,0.5554152727127075,0.31513018632557077,0.2066837146419713,0.11389601892395189,0.0022582814150304852,1.893463560321834,0.0009723647901649112,0.003648378516254352,0.00565439543317033
50.0,0.6692013414696933,3.443950049712189,183.048,183.048,1.0,2.7925802380147,0.19185928766671076,0.3080298859120828,0.31740230173636036,0.3094702222701912,0.7294831565206558,0.3531653926649833,0.10985206169342146,0.5847762210661035,0.6543686473734073,0.21955598416066527,1.9276879581477058,0.2758710011656521,0.28,0.5375207662582397,0.3044377894221775,0.20063584423793468,0.11389601892395189,0.0021782607832166,1.8702284891041927,0.0009808622893549986,0.003471774745909201,0.004584911249777319
51.0,0.6639396683945533,3.3437436089735284,186.70896,186.70896,1.0,2.8056310245147627,0.20080056568975607,0.3091964382650136,0.30375116113208056,0.3212886506630454,0.7288394903540474,0.3533916226890792,0.10985206169342146,0.5976073158999302,0.6568913381625966,0.21741402600504775,1.9088816980531567,0.27248828437535716,0.275240681313256,0.5174036622047424,0.31665093833560515,0.20968973453223044,0.11389601892395189,0.0021813920789744232,1.9181031258885923,0.0009526674201492701,0.0035023960153511007,0.005429617479437855
52.0,0.6870368605956984,5.124673620243602,190.36992,190.36992,1.0,2.8154396732038642,0.19942852481145973,0.3090117449277622,0.307656833696851,0.32027580748502515,0.7276544124976104,0.3536547646697843,0.10985206169342146,0.5994761913086133,0.6532303619025952,0.21566116230161317,1.8934916631775307,0.27247058823529413,0.27817227539364003,0.558106005191803,0.31573722364487633,0.20873220903550432,0.11389601892395189,0.0020041503546208467,1.8007459739037586,0.000939267562259318,0.0031472076319591347,0.004250528226069964
53.0,0.6630018323094053,3.922393721327546,194.03088,194.03088,1.0,2.814715033009169,0.20158823333433393,0.3097903456072736,0.30604630898476387,0.32598261084297747,0.7290130724635707,0.35724675790283955,0.10985206169342146,0.5952221198542749,0.6540656157621917,0.21794869436171205,1.9135760531475283,0.27352481672875856,0.27660296279543145,0.48789992928504944,0.321496826512681,0.21031795020628574,0.11389601892395189,0.0018985538354679094,1.742783770638198,0.000907587426862187,0.0029659975939074486,0.0037346435239257636
54.0,0.6651022196129605,2.9926998825227225,197.69184,197.69184,1.0,2.862974078045482,0.19378483003954783,0.3149159424072423,0.30890723741332166,0.3097302746938057,0.7287737220069113,0.3587540258630066,0.10985206169342146,0.598650200662652,0.6537571627878236,0.21700360276369396,1.9052782073848145,0.2736187514948577,0.27750436577234483,0.5638721585273743,0.30564476885797076,0.2036137180826686,0.11389601892395189,0.001725022499879332,1.615386358287651,0.0008435963927748276,0.002671400773625968,0.004567907904666294
55.0,0.6823334385235769,4.518422439626634,201.3528,201.3528,1.0,2.879511928196565,0.1978877506129302,0.31634872908710504,0.31547699547656316,0.3195942809756321,0.7319921356304541,0.3609818723422633,0.10985206169342146,0.59751252146273,0.6528922043759536,0.21717155360540347,1.9067528053847818,0.2726707301903222,0.28089001104623634,0.5524871349334717,0.3155681113842391,0.20771480402479334,0.11389601892395189,0.0017792053408437105,1.7044416136677683,0.000838863654684254,0.0027861914715325057,0.0037646829137017593
56.0,0.6817593781138089,4.224411609181313,205.01376,205.01376,1.0,2.889126821348595,0.20045855444369476,0.31834490227603446,0.31080279859849214,0.32251255470562334,0.7338132537758743,0.36070168088672455,0.10985206169342146,0.618585398004308,0.6520459446471794,0.2175638805297517,1.91019741150934,0.2731492225574379,0.27665245202558636,0.5286637544631958,0.3186526933001988,0.2106670948748266,0.11389601892395189,0.0017688711580545826,1.7301546876860812,0.0007983652709219446,0.002803338747351096,0.004469534702555405
