round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auprc,fed_f1_best_threshold,fed_prevalence,fed_ece,fed_f1_best,fed_auroc,fed_brier,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.688022824912321,0.09150736721302577,3.65056,3.65056,0.9971592150692714,0.18954106825880387,0.18091222991508563,0.5061358250905037,0.11437023981871966,0.38521306019466545,0.26322308604511224,0.6004645039019206,0.248362269156698,1.5875448289431437,0.5273990171972165,0.14337452422785926,1.258819452887024,0.2045002711006687,0.2051508462104489,0.5307114720344543,0.41987747788231267,0.27713706607926525,0.11389601892395189,0.027217490430906897,2.906218252843246,0.022779974275676573,0.030188004163062963
2.0,0.6817846490881936,0.10339074536072942,7.30112,7.30112,0.9971592150692714,0.2333553296634359,0.21278394344171025,0.5145483683191402,0.11437023981871966,0.364124627851544,0.29036293041433925,0.6488108693739975,0.2317831433457605,1.8780425817791455,0.6550728473084614,0.20988485748165664,1.8427760642081465,0.21348859776807375,0.27265350284014067,0.5320439338684082,0.4091791516971718,0.2669841184031924,0.11389601892395189,0.01974083465148081,2.231888818088919,0.015704329615711672,0.022458049229468813
3.0,0.668460594208067,0.17921999215210108,10.95168,10.95168,0.9971592150692714,0.2592492802449414,0.2214572473196266,0.5382178115065854,0.11437023981871966,0.36686695688485327,0.29667595998056856,0.6549475417445193,0.23329524705315183,1.9627465093566132,0.6573665608011651,0.21140906526024605,1.8561585142093808,0.21293774319066147,0.27460815047021947,0.5342625379562378,0.41132422859586293,0.26858869132042656,0.11389601892395189,0.014490133309487986,1.7602208387106657,0.012795302264688746,0.015651041049908995
4.0,0.65990092820367,0.24055292030122993,14.60224,14.60224,0.9971592150692714,0.2707646688221034,0.22528557140461997,0.5420230613215841,0.11437023981871966,0.34677471758593403,0.2989081458711542,0.6563822934858865,0.2206949132592287,1.9942182822683758,0.6564746336175015,0.21004023976170888,1.8441403110143144,0.21742209631728046,0.2700865265760198,0.5351518392562866,0.4086867582291624,0.26647891654358347,0.11389601892395189,0.010865886916124947,1.4051630243193358,0.010017339859948208,0.011467988861804642
5.0,0.651784181472281,0.2751253703909386,18.2528,18.2528,0.9971592150692714,0.2772864496053682,0.22882541587002123,0.5258754104096329,0.11437023981871966,0.341623140277523,0.30557371368195774,0.6592861064921823,0.21586293665596593,2.031790138908158,0.6568043830114758,0.21088198527509464,1.8515307845474394,0.2164294631710362,0.27399333938843473,0.5344159007072449,0.40888024916303994,0.2665464729329714,0.11389601892395189,0.010404047293385602,1.4280853301752359,0.009537493936484773,0.011041580916561435
6.0,0.6486526818226953,0.2876084851050727,18.2528,18.2528,0.0,0.28642070550872073,0.2413890604591555,0.5472372893593177,0.11437023981871966,0.3223079164388939,0.3106593053511797,0.6717184518196329,0.20613780302543364,2.1503769512715936,0.6568043830114758,0.21088198527509464,1.8515307845474394,0.2164294631710362,0.27399333938843473,0.5344159007072449,0.40888024916303994,0.2665464729329714,0.11389601892395189,0.0,0.0,,
7.0,0.6289856627970711,0.3530915260967304,18.2528,18.2528,0.0,0.2794660694176852,0.25291235297702175,0.5698794280408933,0.11437023981871966,0.3591356380557899,0.32129106820839165,0.6812794275945219,0.2296955879244182,2.2639278532464076,0.6568043830114758,0.21088198527509464,1.8515307845474394,0.2164294631710362,0.27399333938843473,0.5344159007072449,0.40888024916303994,0.2665464729329714,0.11389601892395189,0.0,0.0,,
8.0,0.6142996136751412,0.47289469839335097,18.2528,18.2528,0.0,0.2926483070312677,0.2632544243839726,0.5718418285020865,0.11437023981871966,0.31541020977764267,0.3230603323493531,0.6891702891238358,0.20306357422341348,2.3545093501172176,0.6568043830114758,0.21088198527509464,1.8515307845474394,0.2164294631710362,0.27399333938843473,0.5344159007072449,0.40888024916303994,0.2665464729329714,0.11389601892395189,0.0,0.0,,
9.0,0.6486258417291524,0.30594319586808166,21.90336,21.90336,0.9971592150692714,0.2779819808601729,0.2328252279218405,0.528781222075537,0.11437023981871966,0.3585290324847783,0.3047776424302164,0.662143571434928,0.22662186749690147,2.066419960004406,0.6570673693221826,0.21103811311173046,1.8529015772942874,0.21196383919984613,0.2717917675544794,0.5349602699279785,0.4116347092669949,0.2690321122971186,0.11389601892395189,0.009302293141730004,1.3526904545724392,0.007895769041354283,0.010376261464965746
10.0,0.6453398901036307,0.24591924178752128,21.90336,21.90336,0.0,0.2827089190988703,0.24687362218575926,0.5587599664324365,0.11437023981871966,0.3505362925148598,0.31529486541254503,0.6757188152414065,0.22158099282379323,2.1973589217622718,0.6570673693221826,0.21103811311173046,1.8529015772942874,0.21196383919984613,0.2717917675544794,0.5349602699279785,0.4116347092669949,0.2690321122971186,0.11389601892395189,0.0,0.0,,
11.0,0.6302521158639914,0.3281260441055368,21.90336,21.90336,0.0,0.2915680212918995,0.2544971941263311,0.5620912659845064,0.11437023981871966,0.35218959609098743,0.3223447904661454,0.6838786746033707,0.22514455208687095,2.2744931435885376,0.6570673693221826,0.21103811311173046,1.8529015772942874,0.21196383919984613,0.2717917675544794,0.5349602699279785,0.4116347092669949,0.2690321122971186,0.11389601892395189,0.0,0.0,,
12.0,0.608492290172801,0.37204136556085443,21.90336,21.90336,0.0,0.29760864712588303,0.26688615169687957,0.5597530471120792,0.11437023981871966,0.33976341611529554,0.32893713120189755,0.6949007938445582,0.21527301804573037,2.3883747617432007,0.6570673693221826,0.21103811311173046,1.8529015772942874,0.21196383919984613,0.2717917675544794,0.5349602699279785,0.4116347092669949,0.2690321122971186,0.11389601892395189,0.0,0.0,,
13.0,0.6421392146295537,0.29752499516604664,25.55392,25.55392,0.9971592150692714,0.27949605836958646,0.23493301628546728,0.5484748158699809,0.11437023981871966,0.34661831825037404,0.3063708190416714,0.6632094507006068,0.21976039466473654,2.0793148657228806,0.6575010156271296,0.21049257433037258,1.8481117805436025,0.2201815823605707,0.2737164750957854,0.5350974798202515,0.40706137624268823,0.26504408109102584,0.11389601892395189,0.008129049618094932,1.2528506515081972,0.006523560914157978,0.009384857797043933
14.0,0.6421872990448846,0.3673099459142722,25.55392,25.55392,0.0,0.28709201953662744,0.24817937057141157,0.5486311381452369,0.11437023981871966,0.31221238620048825,0.315884232576549,0.6743842598526434,0.20059137763663878,2.2092669381867727,0.6575010156271296,0.21049257433037258,1.8481117805436025,0.2201815823605707,0.2737164750957854,0.5350974798202515,0.40706137624268823,0.26504408109102584,0.11389601892395189,0.0,0.0,,
15.0,0.622412568734722,0.3796339300856927,25.55392,25.55392,0.0,0.2899234606861314,0.26257598575534447,0.5810905329875126,0.11437023981871966,0.3507734824112913,0.3219552281821661,0.688042964742423,0.22338807092004626,2.3442406958090074,0.6575010156271296,0.21049257433037258,1.8481117805436025,0.2201815823605707,0.2737164750957854,0.5350974798202515,0.40706137624268823,0.26504408109102584,0.11389601892395189,0.0,0.0,,
16.0,0.6080268268340555,0.5078732364578873,25.55392,25.55392,0.0,0.2994877904729189,0.2743756904011759,0.5764407035784775,0.11437023981871966,0.3286259744737302,0.332095294471862,0.6961656896120694,0.20953421536205372,2.46185929414016,0.6575010156271296,0.21049257433037258,1.8481117805436025,0.2201815823605707,0.2737164750957854,0.5350974798202515,0.40706137624268823,0.26504408109102584,0.11389601892395189,0.0,0.0,,
17.0,0.6445698961799822,0.4024977002933575,29.20448,29.20448,0.9971592150692714,0.2782682190560556,0.23894596693057538,0.5471782885215623,0.11437023981871966,0.34326824586801663,0.30764075716275413,0.6656086595202603,0.21792771143738449,2.1197169475709847,0.6570513938701148,0.20733042891458223,1.8203483394183977,0.21848312322082147,0.2746340727327599,0.5305644869804382,0.40559816201329923,0.2641902516962423,0.11389601892395189,0.00907359162811209,1.4827587159816176,0.006670359504811283,0.01099165437427333
18.0,0.6363941796555677,0.3645933583766655,29.20448,29.20448,0.0,0.2901081461810942,0.2544262833028502,0.5338856726866082,0.11437023981871966,0.3386607102687707,0.3204372768599938,0.6766126494733548,0.2135746488160193,2.282175543324021,0.6570513938701148,0.20733042891458223,1.8203483394183977,0.21848312322082147,0.2746340727327599,0.5305644869804382,0.40559816201329923,0.2641902516962423,0.11389601892395189,0.0,0.0,,
19.0,0.6221870802731424,0.4561629149778443,29.20448,29.20448,0.0,0.28782937209624326,0.2687618304313534,0.5751032646385036,0.11437023981871966,0.3337968408968457,0.32615570162856766,0.688923229780051,0.21231116171840034,2.4075907117885857,0.6570513938701148,0.20733042891458223,1.8203483394183977,0.21848312322082147,0.2746340727327599,0.5305644869804382,0.40559816201329923,0.2641902516962423,0.11389601892395189,0.0,0.0,,
20.0,0.6033716633317732,0.5146721452179708,29.20448,29.20448,0.0,0.30453212227412324,0.2841687492326712,0.5772716830636223,0.11437023981871966,0.3109705306606032,0.337294954714373,0.6989091352835362,0.1983988299873264,2.566367027289549,0.6570513938701148,0.20733042891458223,1.8203483394183977,0.21848312322082147,0.2746340727327599,0.5305644869804382,0.40559816201329923,0.2641902516962423,0.11389601892395189,0.0,0.0,,
21.0,0.6385599144940237,0.400201370152551,32.85504,32.85504,0.9971592150692714,0.2842029929251195,0.2446911258026363,0.5274974278392355,0.11437023981871966,0.32413183134104273,0.31033639541310165,0.6675096608380702,0.20477872547579615,2.1802245690506563,0.6566142964659388,0.2008186163597055,1.7631750280384393,0.22545730057365515,0.2769748842430195,0.527173638343811,0.4009641191008898,0.2604197233885201,0.11389601892395189,0.008829862418248041,1.5293225103523582,0.0063866305157450325,0.010810059240787007
22.0,0.639141067942792,0.4691294275047646,32.85504,32.85504,0.0,0.288991173191035,0.259860235534181,0.5610846741696078,0.11437023981871966,0.3358340414010338,0.3192972687067228,0.6807544225611535,0.21243579643153718,2.333311890925915,0.6566142964659388,0.2008186163597055,1.7631750280384393,0.22545730057365515,0.2769748842430195,0.527173638343811,0.4009641191008898,0.2604197233885201,0.11389601892395189,0.0,0.0,,
23.0,0.6239579635260699,0.48464586315605784,32.85504,32.85504,0.0,0.299220480039984,0.2764097458235993,0.556274604595142,0.11437023981871966,0.32839939771571214,0.33560770047137356,0.6941350448399254,0.2062552277178846,2.486313274528704,0.6566142964659388,0.2008186163597055,1.7631750280384393,0.22545730057365515,0.2769748842430195,0.527173638343811,0.4009641191008898,0.2604197233885201,0.11389601892395189,0.0,0.0,,
24.0,0.6033115230007979,0.6202697138666065,32.85504,32.85504,0.0,0.3043638265901809,0.29067372558978183,0.5701998984238915,0.11437023981871966,0.3196634333741648,0.3390318108487099,0.7040851636471117,0.20408805751922043,2.627222119429671,0.6566142964659388,0.2008186163597055,1.7631750280384393,0.22545730057365515,0.2769748842430195,0.527173638343811,0.4009641191008898,0.2604197233885201,0.11389601892395189,0.0,0.0,,
25.0,0.6369286354288108,0.4554541949378586,36.5056,36.5056,0.9971592150692714,0.28686203679743105,0.24950734626932167,0.5262134305712123,0.11437023981871966,0.33364443052373666,0.31237923943925416,0.6696492560462883,0.2104855793275902,2.219438896077036,0.658824455708944,0.20699173866280451,1.8173746599607878,0.22495243272628432,0.2815789473684211,0.5292417407035828,0.4014702273519717,0.2607069087392994,0.11389601892395189,0.006829996635749376,1.257420674432069,0.005283908944601169,0.008099331439520385
26.0,0.6371499143418144,0.4806246411598686,36.5056,36.5056,0.0,0.29420976870282967,0.26051577944276827,0.5363049847559532,0.11437023981871966,0.3158605147605463,0.3210493010821317,0.6795865705798031,0.20036594383477166,2.334672663769628,0.658824455708944,0.20699173866280451,1.8173746599607878,0.22495243272628432,0.2815789473684211,0.5292417407035828,0.4014702273519717,0.2607069087392994,0.11389601892395189,0.0,0.0,,
27.0,0.6163402125906818,0.6479669953564542,36.5056,36.5056,0.0,0.2947487453110295,0.2818742519253357,0.5600279789574384,0.11437023981871966,0.3283782086781878,0.33079406725436006,0.6926832691069176,0.20649316592329253,2.5336184119226397,0.658824455708944,0.20699173866280451,1.8173746599607878,0.22495243272628432,0.2815789473684211,0.5292417407035828,0.4014702273519717,0.2607069087392994,0.11389601892395189,0.0,0.0,,
28.0,0.5982383715282888,0.6325785026088748,36.5056,36.5056,0.0,0.3136485974270658,0.2999744658955553,0.5554086063344429,0.11437023981871966,0.311784831870402,0.34578756913219627,0.7075827505542748,0.1961967156963567,2.706467215694879,0.658824455708944,0.20699173866280451,1.8173746599607878,0.22495243272628432,0.2815789473684211,0.5292417407035828,0.4014702273519717,0.2607069087392994,0.11389601892395189,0.0,0.0,,
29.0,0.6372657487021562,0.5007325490653567,40.15616,40.15616,0.9971592150692714,0.28641497650221986,0.2519211984981887,0.5291220118965414,0.11437023981871966,0.3317111816003758,0.3108188740276885,0.671202753495847,0.2099291239181721,2.237839766863279,0.6469866582762707,0.17983003737731143,1.5788966030268672,0.2235837901752123,0.26562330181502014,0.5264639854431152,0.4015180204194712,0.26095354344608146,0.11389601892395189,0.007203156484685611,1.397794659016654,0.005392536439191543,0.008712333982339743
