round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc,fed_prevalence,fed_auroc,fed_ece,fed_f1,fed_auprc_lift,fed_f1_best_threshold,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6443287555756949,0.33570005798448355,29.20448,29.20448,0.9971592150692714,0.30974695157248816,0.2441377361465841,0.1135448136958711,0.6800124950345486,0.3605323646195074,0.2778592682928482,2.188310488816535,0.5729856247782016,0.2279097658158487,0.33623818839327313,0.08145140695999813,0.7151383141353083,0.07664793050587634,0.2045002711006687,0.29263219237327576,0.3764590626709342,0.24445883343888242,0.11389601892395189,0.00860952143090685,1.4148457336705178,0.0074678792767353215,0.009560175806684265
12.0,0.6431355091814365,0.3511881678890965,29.20448,29.20448,0.0,0.3226814151805822,0.2618903219803131,0.1135448136958711,0.695814048240756,0.3472697551832099,0.2944383939771341,2.360778008406117,0.5839220516248592,0.21880368448975188,0.33623818839327313,0.08145140695999813,0.7151383141353083,0.07664793050587634,0.2045002711006687,0.29263219237327576,0.3764590626709342,0.24445883343888242,0.11389601892395189,0.0,0.0,,
13.0,0.6453781021602891,0.3659990923047782,32.85504,32.85504,0.9971592150692714,0.3133052341947121,0.24838190043920916,0.1135448136958711,0.6813248474128164,0.3197426078522208,0.28983038559523494,2.229991624984501,0.5609146531554987,0.20177594880447774,0.32749172250712544,0.07951219073362284,0.698112115636921,0.09249384741591468,0.2045002711006687,0.284504234790802,0.3784715845469194,0.24627784375742698,0.11389601892395189,0.0074241982484008085,1.2959360961103812,0.006554465587640468,0.00816935992026463
14.0,0.6454097611883343,0.4961586983625974,32.85504,32.85504,0.0,0.32664962855417234,0.2663684019893432,0.1135448136958711,0.6998203294185297,0.3398598879730481,0.2988611036320553,2.4014054712191095,0.5598201765908607,0.2122973295172721,0.32749172250712544,0.07951219073362284,0.698112115636921,0.09249384741591468,0.2045002711006687,0.284504234790802,0.3784715845469194,0.24627784375742698,0.11389601892395189,0.0,0.0,,
15.0,0.6415788466795906,0.40471106247002553,36.5056,36.5056,0.9971592150692714,0.31593355630513903,0.250872527705459,0.1135448136958711,0.6837973120428248,0.35252570285164525,0.2830205351662999,2.24611919762022,0.584868237685716,0.2228264920020026,0.3409501059399617,0.08368302237484684,0.7347317594192806,0.009917355371900827,0.2045002711006687,0.27573633193969727,0.37288340557334915,0.24195259354336707,0.11389601892395189,0.006763602679082526,1.248153657419607,0.005838936995704072,0.007576921505306003
16.0,0.6420636571949803,0.43408188264934716,36.5056,36.5056,0.0,0.33021550605758515,0.26629905508252066,0.1135448136958711,0.6991837687894624,0.31468890751369694,0.3051763922694629,2.4127746552569813,0.5358521402058495,0.19615041039961673,0.3409501059399617,0.08368302237484684,0.7347317594192806,0.009917355371900827,0.2045002711006687,0.27573633193969727,0.37288340557334915,0.24195259354336707,0.11389601892395189,0.0,0.0,,
17.0,0.6424140486430685,0.44801085130506946,40.15616,40.15616,0.9971592150692714,0.3204804557971615,0.25486520445068767,0.1135448136958711,0.6874908934833507,0.34011002348488323,0.2900176446817303,2.2917503430797863,0.5550821475433287,0.21341449664721213,0.3269324687396922,0.07940934596928084,0.6972091449684671,0.10118100343412346,0.2045002711006687,0.3021186888217926,0.38017022415918356,0.24763373015406415,0.11389601892395189,0.007233979361734303,1.4075386074837297,0.005719898018227313,0.008599324729022332
18.0,0.6398330985147412,0.44487200120957066,40.15616,40.15616,0.0,0.3384315744880532,0.27193788150857,0.1135448136958711,0.7030217866248274,0.3542552109655792,0.2911659629389784,2.4710111185359396,0.5896846280139678,0.22369778281308442,0.3269324687396922,0.07940934596928084,0.6972091449684671,0.10118100343412346,0.2045002711006687,0.3021186888217926,0.38017022415918356,0.24763373015406415,0.11389601892395189,0.0,0.0,,
19.0,0.6404661533635478,0.44909470271256674,43.80672,43.80672,0.9971592150692714,0.32293923211982506,0.2566492684800326,0.1135448136958711,0.68879474499224,0.33318193602654234,0.2936971359154066,2.3209524543676174,0.5599824793314165,0.20843219486696649,0.33001921973633197,0.07982951211192595,0.7008981777074046,0.0951902801486093,0.2045002711006687,0.31998410820961,0.37998790359291884,0.24722831397775474,0.11389601892395189,0.0075734860843463606,1.562873678165488,0.005648733240784357,0.009341811758457693
20.0,0.6420218673269792,0.4928107750035339,43.80672,43.80672,0.0,0.33779104001925914,0.2792537255207078,0.1135448136958711,0.7052225821916798,0.3270065716645058,0.30826135698416446,2.594996486158739,0.5525473913783723,0.20310401566214806,0.33001921973633197,0.07982951211192595,0.7008981777074046,0.0951902801486093,0.2045002711006687,0.31998410820961,0.37998790359291884,0.24722831397775474,0.11389601892395189,0.0,0.0,,
21.0,0.6406166363852297,0.47047452498762016,47.45728,47.45728,0.9971592150692714,0.32306501169854734,0.2597619933741266,0.1135448136958711,0.6914141841376077,0.34542488097518015,0.29105979846461416,2.3627410862675906,0.556576212219076,0.21634543928473457,0.3269020865170247,0.07917938221014642,0.6951900773899246,0.09973753280839895,0.20450951154489178,0.3062145411968231,0.38013372460293104,0.24763663287345275,0.11389601892395189,0.006630079947407107,1.45021461090073,0.004982358279789341,0.008164423116236923
22.0,0.6397866515098619,0.4899124050281693,47.45728,47.45728,0.0,0.3379084413522778,0.28288432550224596,0.1135448136958711,0.7079664515951012,0.3411108544044766,0.29890982651915116,2.628413978386002,0.5903300235623798,0.21334750111448716,0.3269020865170247,0.07917938221014642,0.6951900773899246,0.09973753280839895,0.20450951154489178,0.3062145411968231,0.38013372460293104,0.24763663287345275,0.11389601892395189,0.0,0.0,,
23.0,0.6375183016643777,0.5010160017289674,51.10784,51.10784,0.9971592150692714,0.32715706242237036,0.2604669830793828,0.1135448136958711,0.6924237023804737,0.3530006498447268,0.287048816990539,2.343848113551711,0.573218821001137,0.2222385643847423,0.3305794398115494,0.07975810372739336,0.7002712165088726,0.09921274779474533,0.2045002711006687,0.326253205537796,0.3800287070506064,0.2474897242253088,0.11389601892395189,0.006516126356627784,1.506015193182975,0.004762457931786857,0.008187863732701223
24.0,0.6369124207200417,0.5330817702908893,51.10784,51.10784,0.0,0.3410633216147658,0.28503164735118136,0.1135448136958711,0.7105754466886677,0.3382560813821541,0.30006531323601393,2.594361200716806,0.5868815431917183,0.21226774717883676,0.3305794398115494,0.07975810372739336,0.7002712165088726,0.09921274779474533,0.2045002711006687,0.326253205537796,0.3800287070506064,0.2474897242253088,0.11389601892395189,0.0,0.0,,
25.0,0.6380273304206545,0.7051047200107259,54.7584,54.7584,0.9971592150692714,0.32766952555060114,0.26403167518853565,0.1135448136958711,0.6941304950685693,0.33277980868741197,0.29729902595643043,2.3796138121480066,0.5639621557091989,0.2081677436706206,0.3301024100519301,0.07974449635046177,0.7001517445812306,0.1066360429825281,0.20450951154489178,0.3451177477836609,0.38245820512714734,0.24929498125785798,0.11389601892395189,0.005781534654636964,1.4126579401781783,0.004179585588782841,0.00733381488416667
26.0,0.6377995467258977,0.5985815449447327,54.7584,54.7584,0.0,0.3464548548213021,0.2911080816297631,0.1135448136958711,0.7124887706671339,0.321211478126602,0.30968697444239646,2.6933046310350224,0.5598287427345853,0.19959581133329948,0.3301024100519301,0.07974449635046177,0.7001517445812306,0.1066360429825281,0.20450951154489178,0.3451177477836609,0.38245820512714734,0.24929498125785798,0.11389601892395189,0.0,0.0,,
27.0,0.6399772461241181,0.6025149572887658,58.40896,58.40896,0.9971592150692714,0.3302343913100091,0.2681788172452189,0.1135448136958711,0.6952424157085051,0.3333823629495503,0.29439733535221824,2.4335351721835754,0.5531133607270013,0.2082946397167911,0.3370745340551711,0.08118885014557896,0.712833081547728,0.09855660802886784,0.20452799493876814,0.34836962819099426,0.3806646410127406,0.24751879727472129,0.11389601892395189,0.006603377465868844,1.695451598148793,0.004242768247456981,0.008937736356111484
28.0,0.6371300198390891,0.754933951542968,58.40896,58.40896,0.0,0.3456622310849324,0.2886703794055833,0.1135448136958711,0.7134473345258158,0.3474151279714215,0.3013827865353468,2.6767295019506423,0.6068169085490861,0.21908845418031342,0.3370745340551711,0.08118885014557896,0.712833081547728,0.09855660802886784,0.20452799493876814,0.34836962819099426,0.3806646410127406,0.24751879727472129,0.11389601892395189,0.0,0.0,,
29.0,0.6349290481906389,0.6350954262173404,62.05952,62.05952,0.9971592150692714,0.3293718261327604,0.2721828257196772,0.1135448136958711,0.6989167213567894,0.3359062734012157,0.3011791988389215,2.4445899921921277,0.556660686911263,0.2089283374785354,0.3424170615518983,0.08246515328439705,0.7240389441483362,0.07163160886867538,0.20453723788864786,0.34291961789131165,0.3784092164810881,0.2457464113176789,0.11389601892395189,0.0061466512994677,1.665268268669024,0.00401189793359841,0.008285936413680157
30.0,0.6446703986740517,0.6944806277740987,62.05952,62.05952,0.0,0.346266630271317,0.2948948261759562,0.1135448136958711,0.7177247214935097,0.3335620612691533,0.3104662048282349,2.72990478572382,0.5811444907397602,0.2076988100693853,0.3424170615518983,0.08246515328439705,0.7240389441483362,0.07163160886867538,0.20453723788864786,0.34291961789131165,0.3784092164810881,0.2457464113176789,0.11389601892395189,0.0,0.0,,
31.0,0.6361454140872078,0.6424523347527438,65.71008,65.71008,0.9971592150692714,0.33081273098009073,0.2732351866510168,0.1135448136958711,0.7001321701244536,0.34100321099567266,0.2982630302014095,2.4451766523077367,0.563967393437346,0.2131934128053252,0.33876269885296506,0.08093410134099652,0.7105964028034731,0.08067515376913174,0.20452799493876814,0.3145149052143097,0.37925855952880183,0.2464900948449531,0.11389601892395189,0.0060936920707449615,1.7393548914697021,0.0037081006501310716,0.008522877491799525
32.0,0.6397022765581781,0.7647702950637819,65.71008,65.71008,0.0,0.3496048791502246,0.29713348385818883,0.1135448136958711,0.7188400947462463,0.33077821099271576,0.3100516872693373,2.747475423396585,0.5581680041609365,0.2063125666357947,0.33876269885296506,0.08093410134099652,0.7105964028034731,0.08067515376913174,0.20452799493876814,0.3145149052143097,0.37925855952880183,0.2464900948449531,0.11389601892395189,0.0,0.0,,
33.0,0.6346657301849727,0.7314175148425921,69.36064,69.36064,0.9971592150692714,0.3330963238981328,0.2776907975280206,0.1135448136958711,0.7024453806554973,0.33082586593249735,0.29902125332631885,2.4905907538047205,0.556095262027129,0.20636259583739824,0.3423038529477332,0.0817092274489857,0.7174019620786111,0.07145275990518117,0.20454648167397296,0.33383530378341675,0.378913852296602,0.24617732447452037,0.11389601892395189,0.0054022830943520495,1.6272305536549538,0.0034359021309259066,0.007423122568180467
34.0,0.6399707026122969,0.8366233130298572,69.36064,69.36064,0.0,0.35855328257271,0.30339565741046093,0.1135448136958711,0.7259762054251431,0.3543478111780557,0.3048440293188484,2.8029338610775274,0.5982221475852071,0.2212950272137949,0.3423038529477332,0.0817092274489857,0.7174019620786111,0.07145275990518117,0.20454648167397296,0.33383530378341675,0.378913852296602,0.24617732447452037,0.11389601892395189,0.0,0.0,,
35.0,0.6410523413190876,0.8042178111080969,73.0112,73.0112,0.9971592150692714,0.33942274661734967,0.2775736597116859,0.1135448136958711,0.7044353677256834,0.337387928080324,0.3032010219936209,2.4853711646533356,0.5519159637234001,0.2106401513421866,0.37794873840110643,0.09149313975972403,0.8033041068872986,0.07894091689139494,0.20452799493876814,0.32668742537498474,0.37764662565018764,0.2450168828121467,0.11389601892395189,0.005122461837606584,1.6186778156552464,0.0032266637875480995,0.007102448887446487
36.0,0.6376168175870554,0.7978976495804273,73.0112,73.0112,0.0,0.35898166179948704,0.30483066418444454,0.1135448136958711,0.7253094389733946,0.3290857892791335,0.3218212382122693,2.814503437602599,0.5718343057477432,0.20372950641348136,0.37794873840110643,0.09149313975972403,0.8033041068872986,0.07894091689139494,0.20452799493876814,0.32668742537498474,0.37764662565018764,0.2450168828121467,0.11389601892395189,0.0,0.0,,
37.0,0.6410680922089098,0.8482544261006225,76.66176,76.66176,0.9971592150692714,0.3364993803514629,0.2785957743507672,0.1135448136958711,0.7052842871880172,0.34327602754079717,0.29893321107688814,2.478348018540596,0.5777880382505579,0.21451977015995927,0.3880800362869907,0.09465780237677698,0.8310896488838629,0.03769705277587389,0.20452799493876814,0.3285005986690521,0.3751454743632098,0.24303739247045847,0.11389601892395189,0.005094932049612951,1.6839693104848266,0.003170653445499046,0.007140567253727835
38.0,0.633494326079353,0.9055826387951857,76.66176,76.66176,0.0,0.35275869382307745,0.3031556467002367,0.1135448136958711,0.7270651688968901,0.3302850205869079,0.3172107114534256,2.723605105925799,0.5950823883204331,0.20564491782563532,0.3880800362869907,0.09465780237677698,0.8310896488838629,0.03769705277587389,0.20452799493876814,0.3285005986690521,0.3751454743632098,0.24303739247045847,0.11389601892395189,0.0,0.0,,
39.0,0.6409179143186782,1.659597500343477,80.31232,80.31232,0.9971592150692714,0.3414180556350935,0.2843021081678601,0.1135448136958711,0.7079703680303111,0.3334766100378837,0.30563595617336625,2.526347912624802,0.5469566375215998,0.20700577575523882,0.4139351948319952,0.09981217270115213,0.876344701457884,0.009189640768588136,0.20453723788864786,0.3234282433986664,0.3713809872895735,0.2398845117102585,0.11389601892395189,0.004463257693077434,1.5437720706686378,0.0028167325903379896,0.006233505757298848
40.0,0.6347413263127617,0.7980696588970043,80.31232,80.31232,0.0,0.3518258149430163,0.3018733800621972,0.1135448136958711,0.7266812543503894,0.33211326777337363,0.3183111507322608,2.7111424966947486,0.5746818860225597,0.20682964983000407,0.4139351948319952,0.09981217270115213,0.876344701457884,0.009189640768588136,0.20453723788864786,0.3234282433986664,0.3713809872895735,0.2398845117102585,0.11389601892395189,0.0,0.0,,
41.0,0.6404114989023542,0.9261232274704854,83.96288,83.96288,0.9971592150692714,0.3467578057351291,0.29072866289866545,0.1135448136958711,0.7118465319928748,0.3313483864401701,0.3140453938418582,2.5842074488464113,0.5435337446468684,0.20478427980994998,0.38982453557365476,0.09459022467026382,0.8304963208013574,0.021722265321955005,0.20451875282422052,0.3121214807033539,0.37407783148567,0.24203544254365658,0.11389601892395189,0.004128742081982873,1.4892502242000774,0.002554141832346998,0.005845582058390187
42.0,0.6435060473721206,1.38719038552204,83.96288,83.96288,0.0,0.3560429142569362,0.3118854136899993,0.1135448136958711,0.7324610495998428,0.34584971529675257,0.31238159594670795,2.803931447815073,0.5874481308747603,0.2149083000324617,0.38982453557365476,0.09459022467026382,0.8304963208013574,0.021722265321955005,0.20451875282422052,0.3121214807033539,0.37407783148567,0.24203544254365658,0.11389601892395189,0.0,0.0,,
43.0,0.6426281764424038,0.8946276505925516,87.61344,87.61344,0.9971592150692714,0.3424008746912618,0.28964777759721044,0.1135448136958711,0.7116404216777471,0.3373900866813286,0.2993733951777529,2.5681951688558122,0.577314000723045,0.21147407586941322,0.361729889716924,0.08633499763418286,0.7580159381323814,0.019120458891013385,0.20450951154489178,0.2899562418460846,0.3726432131838382,0.24100296834394525,0.11389601892395189,0.004076433972323124,1.5274424032540992,0.002427347791168815,0.005907040262660351
44.0,0.6412327095909818,1.0831692661106802,87.61344,87.61344,0.0,0.36270710056530703,0.314151113536055,0.1135448136958711,0.734127109607246,0.3305211910473377,0.32246522839231745,2.814793950717197,0.5798735561849098,0.20402043324011498,0.361729889716924,0.08633499763418286,0.7580159381323814,0.019120458891013385,0.20450951154489178,0.2899562418460846,0.3726432131838382,0.24100296834394525,0.11389601892395189,0.0,0.0,,
45.0,0.6407827122803295,1.1621044225857262,91.264,91.264,0.9971592150692714,0.3484620051565862,0.2930282354862992,0.1135448136958711,0.7156266656869159,0.3389711540265579,0.3085692119859019,2.594616011427351,0.5746421043733877,0.21058231951470557,0.36394452911420094,0.08652556702141166,0.7596891255627168,0.01432550736171906,0.20450951154489178,0.3098348379135132,0.372113050117761,0.2405781441496537,0.11389601892395189,0.004206070519774409,1.6394792647333816,0.0023787768746733606,0.0062579710249935925
46.0,0.6362808461614058,0.9572551732463257,91.264,91.264,0.0,0.3736684496393152,0.3217475047648731,0.1135448136958711,0.7403426965288578,0.3233958279330861,0.3287258937951397,2.9476239180080763,0.5800315301587726,0.20022429188099589,0.36394452911420094,0.08652556702141166,0.7596891255627168,0.01432550736171906,0.20450951154489178,0.3098348379135132,0.372113050117761,0.2405781441496537,0.11389601892395189,0.0,0.0,,
47.0,0.6414270699826881,1.1545639981853668,94.91456,94.91456,0.9971592150692714,0.3527387860385213,0.29617892160281745,0.1135448136958711,0.7167774679544677,0.3297185472844399,0.31241121031450314,2.6255681409558265,0.5735147004404967,0.20486241981704825,0.3582304123513913,0.08494994528312264,0.7458552641760334,0.02159827213822894,0.20451875282422052,0.3077382445335388,0.3733632344188385,0.24162294004631496,0.11389601892395189,0.003906273776854279,1.583095520385541,0.002265203053926737,0.005761652466927493
48.0,0.6435685525178894,1.1735095149321915,94.91456,94.91456,0.0,0.36298082622295375,0.31488833369875563,0.1135448136958711,0.7367530978092331,0.3188366844370435,0.32344498757237705,2.820245917927194,0.594124067252106,0.19981770872007373,0.3582304123513913,0.08494994528312264,0.7458552641760334,0.02159827213822894,0.20451875282422052,0.3077382445335388,0.3733632344188385,0.24162294004631496,0.11389601892395189,0.0,0.0,,
49.0,0.6396268061579546,1.055137765975465,98.56512,98.56512,0.9971592150692714,0.3530022213881575,0.29698127476226555,0.1135448136958711,0.7182269302193939,0.33852754625020687,0.30761717377141257,2.6320353060816406,0.5813668732609213,0.21104176322135024,0.3468029819906834,0.0830007375731137,0.7287413410694635,0.04053651266766021,0.20450951154489178,0.2989428639411926,0.3735307519560318,0.24185084165962586,0.11389601892395189,0.0037046383167064468,1.55752428912092,0.002083908204333636,0.005555745427287197
50.0,0.6392872914603177,1.0692629570037675,98.56512,98.56512,0.0,0.3709745978385267,0.31685058903365365,0.1135448136958711,0.7403212775036419,0.3323529167461728,0.32045618772126927,2.833292222880576,0.5791500734459808,0.20544958308227382,0.3468029819906834,0.0830007375731137,0.7287413410694635,0.04053651266766021,0.20450951154489178,0.2989428639411926,0.3735307519560318,0.24185084165962586,0.11389601892395189,0.0,0.0,,
51.0,0.6393654083882987,1.3058293229254883,102.21568,102.21568,0.9971592150692714,0.3521475549180944,0.2989156978624939,0.1135448136958711,0.7191101802349286,0.34591090439827066,0.3034864370480125,2.6513737241719144,0.5697183826542483,0.2151450578404228,0.3456846375986895,0.08253824787413783,0.7246807101242795,0.0736196319018405,0.20451875282422052,0.33264651894569397,0.37719845236160715,0.24481498765099483,0.11389601892395189,0.0035835533569618812,1.5625818667467684,0.0019511560318953875,0.005460004391499337
52.0,0.6388336860214899,1.0396327102174143,102.21568,102.21568,0.0,0.3712205127534909,0.3219223218772648,0.1135448136958711,0.7414316511093035,0.31502544796836246,0.33360041100429255,2.877520752620458,0.5735946824532171,0.19449607969040697,0.3456846375986895,0.08253824787413783,0.7246807101242795,0.0736196319018405,0.20451875282422052,0.33264651894569397,0.37719845236160715,0.24481498765099483,0.11389601892395189,0.0,0.0,,
53.0,0.6396819470162979,1.0614485287517883,105.86624,105.86624,0.9971592150692714,0.35618949249132026,0.30302193973883734,0.1135448136958711,0.7210523087059177,0.3407239357154698,0.30598334326228616,2.6848699363616793,0.5820749646328457,0.21162411216977436,0.35892162360389235,0.08493225227303665,0.7456999206420526,0.027102154273801252,0.20452799493876814,0.35986948013305664,0.374811803083684,0.24254094060337691,0.11389601892395189,0.003695124210623158,1.6717250982765108,0.0018533100541096518,0.005821314373554844
54.0,0.6420127716100436,1.0840411428434522,105.86624,105.86624,0.0,0.36542162201142203,0.32401250637345436,0.1135448136958711,0.7475154218676794,0.31430447716086296,0.3421382656850771,2.8854260974327444,0.5717182963418758,0.19382651995907574,0.35892162360389235,0.08493225227303665,0.7456999206420526,0.027102154273801252,0.20452799493876814,0.35986948013305664,0.374811803083684,0.24254094060337691,0.11389601892395189,0.0,0.0,,
55.0,0.6408424285134957,1.2331541727045876,109.5168,109.5168,0.9971592150692714,0.3544659136944364,0.3051968660484749,0.1135448136958711,0.7212312794363104,0.33889354911900066,0.3121127124449781,2.6979279499664712,0.5897194859135637,0.2100076636070644,0.3546526389564398,0.08387653572496798,0.736430794661683,0.024448217317487267,0.20452799493876814,0.3336066007614136,0.37456081186187923,0.24231616404058073,0.11389601892395189,0.003635195591822115,1.7037465408211574,0.0018206183318827324,0.005739851479059391
56.0,0.6448525301465087,1.4395680596846863,109.5168,109.5168,0.0,0.37273079378927954,0.33068718779312695,0.1135448136958711,0.7504213465616236,0.34567148878469917,0.32494731951563727,2.9507821950031436,0.5975595373840399,0.21326268986804775,0.3546526389564398,0.08387653572496798,0.736430794661683,0.024448217317487267,0.20452799493876814,0.3336066007614136,0.37456081186187923,0.24231616404058073,0.11389601892395189,0.0,0.0,,
57.0,0.6412818402564207,1.0700679044760049,113.16736,113.16736,0.9971592150692714,0.3592260179894124,0.30434901578773654,0.1135448136958711,0.7241574216103792,0.3363957443961623,0.3118974129466073,2.6944671235453,0.5759026769376083,0.20922196705515184,0.3575128221513284,0.08639274076527706,0.7585229192511224,0.004359197907585004,0.20452799493876814,0.31735050678253174,0.37055724993182376,0.2394600940524944,0.11389601892395189,0.0033853546992261745,1.6415127662476152,0.0016842486765500408,0.005368496891535664
58.0,0.6432315293324185,1.2713484712207792,113.16736,113.16736,0.0,0.37736171542075686,0.33761355776030544,0.1135448136958711,0.7503490129116687,0.33434248257340476,0.3211672112445308,3.0014696234655736,0.5829816256393748,0.2067243713744753,0.3575128221513284,0.08639274076527706,0.7585229192511224,0.004359197907585004,0.20452799493876814,0.31735050678253174,0.37055724993182376,0.2394600940524944,0.11389601892395189,0.0,0.0,,
59.0,0.6406332758644371,1.1631257054083577,116.81792,116.81792,0.9971592150692714,0.361312299896688,0.30840687863457306,0.1135448136958711,0.7255365791233104,0.3350141471855823,0.3135881556977061,2.7277632698368626,0.5783325425271331,0.2070931350412348,0.3727538426546729,0.08995209371546539,0.7897738179551842,0.004364906154517678,0.20454648167397296,0.35552549362182617,0.37108493185219127,0.23961754515975062,0.11389601892395189,0.003024673663135052,1.5154199610697106,0.0015914109621388483,0.004702637256645774
60.0,0.6394571653205559,1.1403161092959853,116.81792,116.81792,0.0,0.3773560474659207,0.33517094806747416,0.1135448136958711,0.7535931132804599,0.3188053160417121,0.3342758390478909,2.987547355707513,0.6032239904726621,0.19657450455272518,0.3727538426546729,0.08995209371546539,0.7897738179551842,0.004364906154517678,0.20454648167397296,0.35552549362182617,0.37108493185219127,0.23961754515975062,0.11389601892395189,0.0,0.0,,
