round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_prevalence,fed_f1_best_threshold,fed_f1_best,fed_brier,fed_auroc,fed_ece,fed_auprc_lift,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6893885391163698,0.0954097541853167,3.66096,3.66096,1.0,0.2109688197706935,0.11448892245720041,0.5088013399182278,0.28379558939008903,0.23386103433398706,0.6489432936669973,0.36880202405529855,1.8513071217343162,0.26057617117889537,0.6587536015044082,0.21517992748685746,1.8892664512754622,0.27617136787442464,0.27891452619358587,0.5120503902435303,0.36794357606632566,0.23266366387505716,0.11389601892395189,0.025348978774368446,2.7455271056533093,0.02224502970360134,0.027604229566117324,0.010130665892280406
2.0,0.6636652495322521,0.18014001863200216,7.32192,7.32192,1.0,0.2162104244780036,0.11448892245720041,0.4963854940519983,0.2925911675180764,0.20443240296005424,0.6570546962255894,0.3258690185496004,1.901552465169775,0.26947377548505136,0.6630880064437921,0.22105599383326152,1.9408579502753305,0.278134110787172,0.2811961797400971,0.5117132067680359,0.3243475442603092,0.20277433447497156,0.11389601892395189,0.015895071322428532,1.8478702150277968,0.01587270330046301,0.016016797730947524,0.005793809679411935
3.0,0.6525732025435085,0.31157295182560885,10.98288,10.98288,1.0,0.22137599738210265,0.11448892245720041,0.5383435315794843,0.29523722335430014,0.22123196166666576,0.6607958547779827,0.3502045786308363,1.945626983872402,0.2701245641098607,0.665255158715677,0.22332198327190278,1.9607531973616599,0.2801631086591509,0.282076124567474,0.5252687931060791,0.34866414882452296,0.21962207142200882,0.11389601892395189,0.011687976546132912,1.45522515486482,0.012023997024730443,0.011534900006315737,0.0037310503341820896
4.0,0.6483179700916337,0.30496824284090396,14.64384,14.64384,1.0,0.22368510668696898,0.11448892245720041,0.5345391378196827,0.29639261681641305,0.21600599317448418,0.6630307459942874,0.3421541939631164,1.963850976196803,0.2721736419966504,0.6661627978129218,0.22354981326421738,1.9627535305995294,0.27719560878243515,0.28083255669462565,0.5417172312736511,0.340476312942087,0.21451735362523988,0.11389601892395189,0.009506954411330707,1.2608239781256998,0.009953450049511774,0.009243801002903469,0.003644694358386572
5.0,0.6477826692063282,0.34037317776539877,18.3048,18.3048,1.0,0.22615767730686062,0.11448892245720041,0.5207337445400332,0.2986123497725269,0.20832058412340743,0.6651890183569797,0.33034894363682676,1.9830919622907954,0.2759691737017601,0.6674425658026737,0.2246458593639397,1.972376747548439,0.2816863944673494,0.2834799608993157,0.5105624794960022,0.32864795267173963,0.20691676811208506,0.11389601892395189,0.008285665678962542,1.164825221972933,0.00827954863732351,0.008326002618647549,0.004378637128389118
6.0,0.6468062905843108,0.3211660528187171,21.96576,21.96576,1.0,0.22911037864460257,0.11448892245720041,0.5517879773066393,0.30073551033591356,0.2156824570128257,0.6683362862520925,0.3415475769975755,2.0060397798174994,0.27700767361682366,0.6678952370764616,0.2239681036970457,1.966426094722316,0.27870437515107566,0.28440118951067855,0.52204430103302,0.3401342321053575,0.2146514676365015,0.11389601892395189,0.008458744606002,1.2540394699499302,0.008327381397298524,0.008603592657398193,0.003534387114434373
7.0,0.6462977993863339,0.31629350292998953,25.62672,25.62672,1.0,0.2297711391807123,0.11448892245720041,0.5346235870838555,0.29937608341805005,0.22122427129497707,0.669177319057761,0.3506176921221065,2.0096126052392886,0.2801982888572706,0.6663919508017317,0.22341278756620375,1.9615504534480346,0.2779054299189745,0.2807859607019649,0.5406152009963989,0.3493099885804885,0.22043604947698664,0.11389601892395189,0.008562792472427529,1.344179663235991,0.007619724714209367,0.009359076627903177,0.003871969040797826
8.0,0.6468146994586755,0.3331191891596194,29.28768,29.28768,1.0,0.23117406832325826,0.11448892245720041,0.5388140300249404,0.30219448046050634,0.2097241396312157,0.669716318311632,0.33017689363434455,2.020959790909787,0.2772823389923751,0.6668457891745316,0.2236217573900646,1.9633851955736603,0.2791610450141052,0.2824005394470668,0.5220959782600403,0.3284567185689353,0.20884360987476167,0.11389601892395189,0.007688458966744108,1.285810594470604,0.006702212832324855,0.00853909431473058,0.0037192192648584223
9.0,0.6502634932668199,0.4694659916956977,32.94864,32.94864,1.0,0.23462319943483684,0.11448892245720041,0.5377321901420753,0.3045557017986806,0.21341369589592576,0.6737196465304539,0.33799062358367393,2.0515823550158045,0.2803224724741608,0.6672159980009226,0.22412228590128963,1.9677798049371293,0.27734043841588957,0.28274311410905,0.5278905630111694,0.33655910026001773,0.21304206970613368,0.11389601892395189,0.007982065803885878,1.4092855890085048,0.006695274841379333,0.009121201531826155,0.0032052102221050956
10.0,0.6486486976891099,0.4124736037482205,36.6096,36.6096,1.0,0.23826211351040308,0.11448892245720041,0.5606603168780199,0.3091010064148597,0.221305823179469,0.6758656551699159,0.3499382695385741,2.0816533379236355,0.27924851627700603,0.6679644724017226,0.2231649526991659,1.9593744786476919,0.2790963030579644,0.28257924681658086,0.535869300365448,0.34851288616003284,0.22112462468120653,0.11389601892395189,0.008189717068410596,1.532598639052594,0.006448930306445048,0.009761106580580381,0.003251513941657048
