round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_prevalence,fed_auroc,fed_ece,fed_f1_best,fed_f1_best_threshold,fed_f1,fed_brier,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6502683129202901,0.4975822165999002,24.82176,24.82176,0.5412350858791136,0.229465024544063,0.11378941406004156,0.6765961731987297,0.3538558122303542,0.301302760773079,0.5201506445425725,0.2852029169662599,0.22218011641965882,2.0327141328478184,0.35005620146468164,0.08200190734064436,0.7199716734207966,0.1926956846628059,0.2045002711006687,0.4007450044155121,0.4265897917971888,0.28604906153513926,0.11389601892395189,0.005083321888293779,1.0933955101063475,,0.005083321888293779
12.0,0.6286736154062244,0.52282105909137,26.8032,26.8032,0.5412350858791136,0.23821477030794483,0.11378941406004156,0.687723364197192,0.3441392535519492,0.31029690600814674,0.5239797263026457,0.2926342546500137,0.21596829029153564,2.1141661993484813,0.3564873311527741,0.08265154505577996,0.725675452369992,0.19600776268367065,0.2045002711006687,0.42390176653862,0.4243092284711236,0.2840252646528177,0.11389601892395189,0.004672621656215903,1.0824828504119068,,0.004672621656215903
13.0,0.6237876880571672,0.6441175786443656,28.78464,28.78464,0.5412350858791136,0.24782076403744846,0.11378941406004156,0.6975669873385476,0.3565487966726392,0.31618057382986964,0.5447619243095502,0.29421496169724604,0.2251592993383938,2.2033119122390374,0.35549577387173026,0.0825371903412218,0.7246714250507008,0.19476313841598816,0.2045002711006687,0.41195404529571533,0.4291463023034464,0.2884900469733781,0.11389601892395189,0.0044475558717780245,1.1078669462585822,,0.0044475558717780245
14.0,0.6100758227698866,0.7866645400151746,30.76608,30.76608,0.5412350858791136,0.25940998885668576,0.11378941406004156,0.7046972130082322,0.33333766719869035,0.3271248901177014,0.545078916487486,0.3029328979522605,0.20820626336874085,2.3126648815303463,0.35512945537537943,0.08246508057036588,0.724038305723641,0.19622885664109438,0.2045002711006687,0.41001152992248535,0.4310614517305174,0.29031939724702227,0.11389601892395189,0.004372019859537656,1.1719778336118907,,0.004372019859537656
15.0,0.6453589070085707,0.6861143644343148,32.4352,32.4352,0.4559241291901578,0.2210235928970974,0.11378941406004156,0.6632111778130311,0.32810176042462996,0.29124897664854194,0.5155937826571932,0.27788054864811884,0.20859976825869456,1.956092067863316,0.3541769268892534,0.08218648136895933,0.7215922219707701,0.19392239364188874,0.2045002711006687,0.38680499792099,0.4301435428903701,0.28986199004239593,0.11389601892395189,0.008847364622080698,0.7559239640831947,0.008847364622080698,
16.0,0.6472102744437125,0.7133274687235001,34.41664,34.41664,0.5412350858791136,0.2330526099023999,0.11378941406004156,0.6787102392120024,0.3637975803732617,0.30508429996382386,0.540101190393691,0.27990191361490047,0.22970521195072097,2.0726447050908963,0.35971778592131226,0.08285074486337028,0.7274244143571825,0.19270759821218536,0.2045002711006687,0.3904387950897217,0.4222691752295158,0.28243402363856757,0.11389601892395189,0.004014239243046047,1.1397831647191197,,0.004014239243046047
17.0,0.6295076769528002,0.69466997059472,36.39808,36.39808,0.5412350858791136,0.2440073698244511,0.11378941406004156,0.6929087197055958,0.34951240148760354,0.3148537294958301,0.5495585726798089,0.2926924699383262,0.2198055140122581,2.177218491509515,0.36680544017729066,0.08363627117042213,0.7343212867366846,0.1954172876304024,0.2045002711006687,0.4117971360683441,0.42410426069124335,0.2838093658278084,0.11389601892395189,0.0032890144724331484,0.9920160091714934,,0.0032890144724331484
18.0,0.6182770208997751,1.099889870904276,38.37952,38.37952,0.5412350858791136,0.2521788099056422,0.11378941406004156,0.6991061329759407,0.3556909602514304,0.3220935879492682,0.5845921301179254,0.29117228740336387,0.2246114045614276,2.250809141559757,0.3585370582047086,0.08274541176756224,0.7264995962923969,0.1907007450721494,0.2045002711006687,0.40189364552497864,0.4253632590655406,0.2857629658249132,0.11389601892395189,0.0033634831898200056,1.0771412765607238,,0.0033634831898200056
19.0,0.6070121738012542,1.2891828241610153,40.36096,40.36096,0.5412350858791136,0.2620940371971728,0.11378941406004156,0.7067089828720282,0.31759334753765506,0.3285937629689825,0.5331922709375415,0.3051748011517556,0.1983338671195912,2.3404218785799977,0.3745677027611153,0.08459799374847743,0.7427651514752532,0.19977027337468412,0.2045002711006687,0.4562167823314667,0.4266649153942466,0.2859861756606358,0.11389601892395189,0.003324161060975028,1.123085512779653,,0.003324161060975028
20.0,0.642737936597521,0.9726219223656557,44.01152,44.01152,0.9971592150692714,0.22152262449582638,0.11378941406004156,0.6617146100723954,0.33755948926895474,0.29191051908633825,0.5014694490988085,0.2785430868023752,0.212927995358214,1.9644452803203207,0.3683491984338887,0.0842016104258751,0.7392849304249722,0.19849651800950052,0.20450951154489178,0.47211334109306335,0.4240873634464231,0.28343251952808773,0.11389601892395189,0.003961296285563729,1.8045336821815,0.006270743685252574,0.0033056190416350002
21.0,0.642660246660521,0.9916576267586136,45.99296,45.99296,0.5412350858791136,0.23560989028089319,0.11378941406004156,0.6788942395634329,0.34857112198057094,0.306934500498031,0.5406542097999252,0.28414146480625035,0.21969943528302194,2.0941392440482196,0.35592202854960114,0.08253921217029314,0.7246891765848672,0.19270004679457184,0.20452799493876814,0.4597504734992981,0.4276974691488019,0.2876665192987721,0.11389601892395189,0.0033399433271595735,1.242277351906523,,0.0033399433271595735
22.0,0.6272626605129534,0.8988106244773274,47.9744,47.9744,0.5412350858791136,0.24695824753324236,0.11378941406004156,0.6920145617492558,0.3517115013497472,0.31723633873600665,0.5486746494056851,0.29180575487095506,0.2206335560683171,2.197878053766157,0.3556786319330638,0.08244540029024566,0.7238655140817017,0.18575641831455786,0.20450951154489178,0.44671201705932617,0.424922230770882,0.2853881114752444,0.11389601892395189,0.0028049821799768547,1.0907825810136274,,0.0028049821799768547
23.0,0.6117721166992174,0.9369042816199713,49.95584,49.95584,0.5412350858791136,0.2563255273311006,0.11378941406004156,0.6992889484237103,0.3364848504072718,0.3261813370093571,0.5725267094260038,0.2974800118758356,0.21074798464714545,2.2848845349699487,0.3501958015658604,0.08179853555177934,0.718186081696113,0.18078537910595208,0.2045002711006687,0.4423866868019104,0.43110411786110314,0.29209117383023725,0.11389601892395189,0.00268065799999227,1.093307974981144,,0.00268065799999227
24.0,0.6067504804059629,1.411272761513834,51.93728,51.93728,0.5412350858791136,0.26759864579727083,0.11378941406004156,0.706942961953,0.34422761488476583,0.33090926678531923,0.5621262404244036,0.29939412946087574,0.21523534844168268,2.394339519493101,0.3541541119859864,0.08218239691698294,0.7215563607351012,0.1857115047693206,0.2045002711006687,0.4251883625984192,0.4331375536296945,0.29390784097299966,0.11389601892395189,0.0026874818466459858,1.1394006789196283,,0.0026874818466459858
25.0,0.6469809611886058,1.6522609059797504,53.6064,53.6064,0.4559241291901578,0.22947702379596505,0.11378941406004156,0.6682894529227436,0.3434688982639533,0.29981945070884675,0.536537757376546,0.2757211521810383,0.2180667424876422,2.0359206741293687,0.367536094356617,0.08376184692137005,0.735423834061291,0.19330463892874222,0.2046389655016503,0.4717313349246979,0.4377609857918781,0.29863876244698206,0.11389601892395189,0.005124777305731513,0.5891539021395147,0.005124777305731513,
26.0,0.647695701126295,1.3240841585310292,55.58784,55.58784,0.5412350858791136,0.23810658313519112,0.11378941406004156,0.6801406948458648,0.329458514626806,0.30801691380155144,0.5285004628346847,0.2868565616044211,0.20752908316237634,2.117090076197032,0.36544727576250596,0.0835065099108658,0.733181990905432,0.19195435644521808,0.20453723788864786,0.4608516991138458,0.4461441738486464,0.3071926608801723,0.11389601892395189,0.002531936819822226,1.1211447642417625,,0.002531936819822226
27.0,0.6292849388077284,1.1267430238411094,57.56928,57.56928,0.5412350858791136,0.24692214299399742,0.11378941406004156,0.6917630941430752,0.3442379523710376,0.31736443774737016,0.5554708681882939,0.2892937163596111,0.21687628629530858,2.2001239320722874,0.38107699043465726,0.0853475800455139,0.7493464727902411,0.19823476660216172,0.20456604457329225,0.48210999369621277,0.4438495420084859,0.304131834560354,0.11389601892395189,0.0023257783273967483,1.0675639820983633,,0.0023257783273967483
28.0,0.6160561384044757,0.9314039937701303,59.55072,59.55072,0.5412350858791136,0.25933370156892516,0.11378941406004156,0.6988982215590794,0.3441027029768497,0.32231465920521946,0.5464700250247779,0.2962773339375821,0.21574849192197057,2.3122482473954515,0.38607603943720425,0.08618389523214559,0.7566892683904113,0.19602245694166903,0.2046389655016503,0.4671003818511963,0.4401307351813354,0.29977099962243614,0.11389601892395189,0.0023700924879957513,1.1294544740812853,,0.0023700924879957513
29.0,0.5982430254366665,1.0283762344439404,61.53216,61.53216,0.5412350858791136,0.26794818631684086,0.11378941406004156,0.705304136409803,0.3242694598936968,0.32892942117261276,0.5330922965534054,0.30399397861546,0.2020775861461793,2.3924917042378135,0.38206370362732867,0.08569616413562488,0.752407019536337,0.19789513249389212,0.20470375395748533,0.4710915982723236,0.444663809020948,0.3041531927608505,0.11389601892395189,0.0020843359659844666,1.0310708888573572,,0.0020843359659844666
30.0,0.6522161118494563,1.6011715961368629,65.18272,65.18272,0.9971592150692714,0.22496215729769453,0.11378941406004156,0.6677807766192929,0.3530553325114374,0.2987148878943704,0.5384232572457647,0.2778119992730344,0.223911451150537,1.9863929750594373,0.39535590722019653,0.08821581866806912,0.7745294304533209,0.19838189215732124,0.2045649717514124,0.46404606103897095,0.43504483655310344,0.29389343233250403,0.11389601892395189,0.0024722710776549166,1.5846810799557716,0.004134761531036174,0.0020470135808477842
31.0,0.6500548445057903,1.2159146199586144,67.16416,67.16416,0.5412350858791136,0.239186140284318,0.11378941406004156,0.6824934977149271,0.3557730530926674,0.30800672831372816,0.5410283921299712,0.28797534120643864,0.22374879922771,2.124398962465745,0.40078161248307015,0.08926630752022668,0.7837526575870013,0.19950078580012942,0.20452799493876814,0.4668974280357361,0.43391994735160133,0.2921814074206938,0.11389601892395189,0.002010459596652279,1.0581354161258787,,0.002010459596652279
32.0,0.6301531359503786,1.0376001684126925,69.1456,69.1456,0.5412350858791136,0.2477178842248079,0.11378941406004156,0.6891449477120024,0.33183159600748496,0.3174204113445334,0.5492885788261753,0.2944446528307269,0.20783057664409046,2.20904292111066,0.4088473835572766,0.0900266087817669,0.7904280556274531,0.20252469813391877,0.2045002711006687,0.452701210975647,0.4420419699760896,0.2997888729412034,0.11389601892395189,0.0019772871959127677,1.0750351505121216,,0.0019772871959127677
33.0,0.61691366121463,1.020967856764024,71.12704,71.12704,0.5412350858791136,0.26213321704412107,0.11378941406004156,0.6994438436232113,0.33072540298712944,0.3252140350679651,0.5605303864585903,0.2990354610122938,0.20742041102748582,2.3509442769481503,0.4119743806456532,0.09091135619777665,0.7981960832053134,0.2006865837817777,0.2045002711006687,0.42618149518966675,0.43366691763684573,0.29170180718598965,0.11389601892395189,0.002014461273545689,1.1308001744328067,,0.002014461273545689
34.0,0.6083952901212724,1.2162667216821625,73.10848,73.10848,0.5412350858791136,0.2711931855043198,0.11378941406004156,0.7073484530073993,0.32577653863220574,0.3338764215301742,0.5570181040851185,0.3042904638552676,0.2027522360769838,2.4273118876540085,0.4090239417938357,0.09014748577759682,0.7914893481728109,0.20080099433779863,0.2045002711006687,0.45859721302986145,0.4354722355823103,0.2934715589834957,0.11389601892395189,0.002041430675543407,1.1781699386192486,,0.002041430675543407
35.0,0.6497836489526956,1.5123493562139894,74.7776,74.7776,0.4559241291901578,0.2286454465029067,0.11378941406004156,0.6709344284359232,0.36072502001595774,0.29948397007667493,0.572721950205737,0.2738186406059378,0.22959215098928099,2.0225957987698964,0.4231552770268883,0.09268150780717066,0.8137379048257507,0.1994825833872309,0.20454648167397296,0.4667524993419647,0.4315554665909589,0.2897721282719228,0.11389601892395189,0.0037487668371689693,0.5413492112420499,0.0037487668371689693,
36.0,0.6469309276578781,1.3826749909705651,76.75904,76.75904,0.5412350858791136,0.24174460801637096,0.11378941406004156,0.684167430428545,0.34004811439361904,0.3143830947595985,0.5497984152055837,0.28766401223096677,0.21401954796175648,2.1483836780323204,0.43411973301392803,0.09474332684678988,0.8318405484396235,0.199788340311968,0.20450951154489178,0.4589858055114746,0.43039426332487474,0.2886192284738488,0.11389601892395189,0.0018640571475200401,1.1058726370101795,,0.0018640571475200401
37.0,0.6266737810267744,1.0175210972997344,78.74048,78.74048,0.5412350858791136,0.2527279449015888,0.11378941406004156,0.6943456042912295,0.34004997636915846,0.31809189507173125,0.545077619549086,0.2928831770726985,0.21234819040651856,2.2484756976074687,0.4513275161437402,0.0981042626259258,0.8613493566568801,0.20289057123193394,0.2045002711006687,0.4573637545108795,0.42617897873310234,0.2843354875936991,0.11389601892395189,0.0019257787650536213,1.1744418197777122,,0.0019257787650536213
38.0,0.6170922844190382,1.141439021450399,80.72192,80.72192,0.5412350858791136,0.26473148695188375,0.11378941406004156,0.7045409264747783,0.3303898582081996,0.3286237306641186,0.5505918227569883,0.29994827933665297,0.20592910156283678,2.368927453256512,0.4430736036890167,0.09800446383897042,0.860473129481442,0.2025744020449151,0.20450951154489178,0.4561239182949066,0.4314168734998418,0.2889086092436786,0.11389601892395189,0.0018557974298000195,1.1604078887030482,,0.0018557974298000195
39.0,0.6097073540831799,1.1426503610301066,82.70336,82.70336,0.5412350858791136,0.2715022266260567,0.11378941406004156,0.7106413712601551,0.3421161784287839,0.3353951148574443,0.5724368890976845,0.3026783172496272,0.2135176074557544,2.431784213613476,0.4765680401907737,0.10771303928268555,0.9457138212583647,0.20353498542274054,0.2045002711006687,0.4660274386405945,0.4297304246033725,0.286594335719567,0.11389601892395189,0.0018620123185042572,1.197739179711789,,0.0018620123185042572
40.0,0.6430314080387612,1.3715920485387982,86.35392,86.35392,0.9971592150692714,0.22726544443655933,0.11378941406004156,0.6706690522870322,0.3565492162736393,0.29629327988318943,0.5224795372496319,0.27938167279965004,0.2256303735668207,2.009825863893843,0.4668249344956268,0.10282645735164808,0.902809934211178,0.20237334550433592,0.20450951154489178,0.45495882630348206,0.4272646466338993,0.2847807706402942,0.11389601892395189,0.001984221058716388,1.6294791091931984,0.0033111366957562717,0.0016621969626202384
41.0,0.6442006270313618,1.1336321377228726,88.33536,88.33536,0.5412350858791136,0.2396653319000205,0.11378941406004156,0.6849868005213362,0.3528147663376474,0.30854956077634604,0.5405767058323071,0.2916448790966213,0.22174536606593154,2.1211824550905507,0.4868243055171054,0.11141296759611627,0.9781989629550305,0.20392050095289954,0.2045002711006687,0.4570007920265198,0.43112054348855905,0.2875998905175652,0.11389601892395189,0.0016234580232332397,1.099085200461559,,0.0016234580232332397
42.0,0.6288135170514189,1.0512532000180945,90.3168,90.3168,0.5412350858791136,0.24691031234927838,0.11378941406004156,0.6921620400553382,0.3386298355069843,0.3166682128088968,0.5485730186715303,0.2932526462143385,0.21357122621316071,2.19286982029226,0.4737031760503853,0.10826853071226324,0.9505910016447009,0.20308729110696233,0.2045002711006687,0.4383961856365204,0.43214586246649017,0.28877252746412696,0.11389601892395189,0.0016297470756178884,1.1315195275237784,,0.0016297470756178884
43.0,0.618722543209767,1.2054607777388975,92.29824,92.29824,0.5412350858791136,0.25783595997612635,0.11378941406004156,0.7014778922737451,0.34345431083813205,0.3232312016210065,0.554342143373107,0.29988329461888796,0.21516232053372683,2.3017729682341757,0.4621779478122515,0.1040788784690613,0.9138061141413075,0.20223273763035787,0.2045002711006687,0.4183048903942108,0.4286468089634822,0.28596040724753985,0.11389601892395189,0.0015537606219757953,1.1060295978095382,,0.0015537606219757953
44.0,0.6144454623222291,1.3299683772932342,94.27968,94.27968,0.5412350858791136,0.2700666585192271,0.11378941406004156,0.709837633104055,0.34858872223357307,0.3358178906471147,0.5775686415482427,0.3016069947908411,0.21862832627583428,2.4104954760221506,0.4375244369199047,0.09800296880234244,0.8604600031523384,0.20030730548959352,0.2045002711006687,0.4099710285663605,0.43180149511336036,0.28969182389779397,0.11389601892395189,0.0016178245907235863,1.1816196471918374,,0.0016178245907235863
45.0,0.6527566492912296,1.783886217951069,95.9488,95.9488,0.4559241291901578,0.23163018639223437,0.11378941406004156,0.6726377889434965,0.36543660791375937,0.30219760783553096,0.5601196625668,0.2759907728893148,0.23207949952999665,2.041956074036413,0.41183623628087657,0.09115397941026934,0.8003263000011672,0.19884349934713672,0.2045002711006687,0.41632145643234253,0.4363898682878688,0.2948742985670294,0.11389601892395189,0.00290606540588371,0.5076261390931904,0.00290606540588371,
46.0,0.6502427322178348,1.5071178507446175,97.93024,97.93024,0.5412350858791136,0.24293379904552653,0.11378941406004156,0.6851502235234955,0.35583943956008696,0.310308423616148,0.552646354458857,0.2848117801048921,0.22424695564297184,2.1494809834685937,0.4371569638739936,0.09757339879634824,0.8566884050749638,0.2027729636048527,0.2045947901591896,0.4758509397506714,0.44526802449391006,0.3018177386529536,0.11389601892395189,0.001492990419459692,1.1171797123970464,,0.001492990419459692
47.0,0.6324221589279501,1.3069194431553404,99.91168,99.91168,0.5412350858791136,0.2546402266804822,0.11378941406004156,0.6956329676024543,0.33155344224342265,0.3207979465983782,0.5365950806478218,0.2979325890267045,0.20694226134614835,2.264374808478117,0.43702404008114176,0.09656706237795554,0.8478528335782582,0.20261944964176518,0.2045300420453004,0.47713249921798706,0.45008301208445123,0.30719970529989293,0.11389601892395189,0.0013700896218030861,1.0515171574661508,,0.0013700896218030861
48.0,0.6214295085419341,1.5855162973267425,101.89312,101.89312,0.5412350858791136,0.26733709599032673,0.11378941406004156,0.7050489726966358,0.33690039631099106,0.3319471964363443,0.5495453621406479,0.30238535197672334,0.21022337862436907,2.3934816031176536,0.44805661449223744,0.09881784984285466,0.8676146082755984,0.20392371068323548,0.2045002711006687,0.4562992751598358,0.4539347503159354,0.31032790410676947,0.11389601892395189,0.0012528132832049876,0.9800473237410188,,0.0012528132832049876
49.0,0.6130184541893196,1.1918248283105903,103.87456,103.87456,0.5412350858791136,0.27565441652562717,0.11378941406004156,0.7120963517213083,0.352445521061285,0.3361202486634722,0.5556371248393371,0.3019104168537864,0.21975194256887998,2.480327309722772,0.4433593170568283,0.09721692579626456,0.8535585941873534,0.2037880167546895,0.20452284034373586,0.47715261578559875,0.4507897788891885,0.3071493740642745,0.11389601892395189,0.0014199155204748838,1.1375459464034066,,0.0014199155204748838
50.0,0.6465078149555706,1.5433890652376214,107.52512,107.52512,0.9971592150692714,0.23206651477735069,0.11378941406004156,0.6724586890671974,0.34957290187795054,0.30156227174577926,0.5387728020546008,0.27815436696644324,0.22066866722976416,2.048514568688507,0.447784956510377,0.09949778278374938,0.8735843774327513,0.20305546634858007,0.20450951154489178,0.4353392422199249,0.44789889829826807,0.30436204615915335,0.11389601892395189,0.001558054631108535,1.5751841444289312,0.002504826252227517,0.0013360169165740714
51.0,0.6592319187512329,2.363751763337792,109.50656,109.50656,0.5412350858791136,0.24542096783643763,0.11378941406004156,0.6849695041799354,0.35361391843041445,0.3107134108881135,0.5335758465079457,0.2890099967799723,0.22198924230888437,2.174938262084827,0.4722160534694993,0.10531238664874201,0.9246362396481904,0.20397690827453496,0.20453723788864786,0.45429226756095886,0.4441280256439523,0.3002365763392965,0.11389601892395189,0.0013500415521993574,1.1308312830515206,,0.0013500415521993574
52.0,0.6355424600647639,1.4342065697110367,111.488,111.488,0.5412350858791136,0.2553009228758339,0.11378941406004156,0.693424351315537,0.3440029541439303,0.3228941130071772,0.5506870906624893,0.2949024263871409,0.2159297676203726,2.269696980204571,0.4717492138646945,0.10477295726115321,0.9199000829968418,0.20401062173793608,0.20453723788864786,0.45552924275398254,0.4417817029123116,0.2980445066897453,0.11389601892395189,0.001220830083495628,1.0401914182584733,,0.001220830083495628
53.0,0.6244054613908289,1.1048643880626403,113.46944,113.46944,0.5412350858791136,0.2655756884426467,0.11378941406004156,0.7049182961170892,0.33882352746216576,0.3264782532607794,0.5395868686587887,0.29963059188072705,0.21119342531794585,2.365458027148041,0.43689004958489175,0.09506332755112112,0.8346501348268783,0.2037784299339692,0.20451875282422052,0.43937528133392334,0.44881433137374294,0.30592671716897807,0.11389601892395189,0.0012950917057123355,1.1241952088894323,,0.0012950917057123355
54.0,0.6126477253471594,1.3645855165377845,115.45088,115.45088,0.5412350858791136,0.27346441487884626,0.11378941406004156,0.7118163450494694,0.3459821672385303,0.3296272201352736,0.5672868481891198,0.29980624248041476,0.2162107338116347,2.448628088091923,0.4281996671985794,0.09321602175651962,0.818430904233446,0.20213404776202135,0.20452799493876814,0.4329087734222412,0.4471021878160752,0.30505967719474636,0.11389601892395189,0.0012643953361951205,1.1170695293694735,,0.0012643953361951205
55.0,0.6537146597330022,1.9101255759221405,117.12,117.12,0.4559241291901578,0.23580429489771723,0.11378941406004156,0.6750329008549774,0.337395250175843,0.30272502385172245,0.5282070584587233,0.28264051359245856,0.21267514622198183,2.091161089028734,0.43652620333053416,0.0950773854615975,0.8347735624111713,0.20218883324058617,0.2045002711006687,0.3929782211780548,0.44542080076809126,0.30346854746804347,0.11389601892395189,0.0023771129063657956,0.4933202778920531,0.0023771129063657956,
56.0,0.6423284390821811,1.3950692910858267,119.10144,119.10144,0.5412350858791136,0.24790179821250363,0.11378941406004156,0.6861238555409142,0.32588768799336937,0.30936952882154184,0.5386216870859426,0.29259325742630565,0.2049105968230448,2.208536946627439,0.42243966964020074,0.09274088719554369,0.814259252182173,0.1982857142857143,0.20450951154489178,0.39139628410339355,0.4407661065142013,0.2999078620751411,0.11389601892395189,0.0013459717941024813,1.2091862398665398,,0.0013459717941024813
57.0,0.6315700470469057,1.4542346998021476,121.08288,121.08288,0.5412350858791136,0.2608756339726422,0.11378941406004156,0.6978630574534014,0.34183085201671193,0.322344885202718,0.5415672461391884,0.29197084331805934,0.21319752398163405,2.3348945508047425,0.4539118247409831,0.10067837776204741,0.883949928304958,0.19928389710732122,0.20450951154489178,0.4059901237487793,0.4333626214208406,0.2914281283557585,0.11389601892395189,0.001298150897635231,1.1877144920872524,,0.001298150897635231
58.0,0.6235509615754731,1.204487710120919,123.06432,123.06432,0.5412350858791136,0.269662837688109,0.11378941406004156,0.705298557855255,0.3331332146286528,0.32883748744499075,0.5418487391295402,0.30063829658254443,0.20751417692732418,2.4092891772791742,0.4374384857249234,0.0959981007002077,0.842857385246322,0.1997395106521537,0.2045002711006687,0.39517003297805786,0.4439917901806757,0.302091968667585,0.11389601892395189,0.0011902694982288205,1.1092171247582883,,0.0011902694982288205
