round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_auprc_lift,fed_prevalence,fed_brier,fed_ece,fed_auprc,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6905838801226583,0.09198591209259266,3.66096,3.66096,1.0,0.65047898051165,0.4849936891523493,1.956778481430064,0.1144259818731118,0.21234759770414463,0.3394619026385464,0.22355861930629373,0.25819950323548235,0.2873291844456767,0.6557255693924694,0.21034468163277903,1.8468132918080806,0.2511278195488722,0.2704280155642023,0.46462082862854004,0.33939717738292047,0.2125363239832254,0.11389601892395189,0.006887012815858565,0.7494262522614008,0.005543864543456902,0.007692093369070043,0.016492950433583096
2.0,0.6715134485578862,0.22177378501668782,7.32192,7.32192,1.0,0.6548891611698525,0.5383713803641416,1.9733320076274812,0.1144259818731118,0.21436103595545103,0.34029786546094665,0.22545681486516858,0.26938356896191323,0.290742788695624,0.6600495582869076,0.21354468556354855,1.8749091283526937,0.27060408713227035,0.2745304085117562,0.5192105174064636,0.3405518087149386,0.214592012596091,0.11389601892395189,0.005633078744995734,0.6235068092678375,0.00552749625819169,0.005712295071522496,0.00481395962179163
3.0,0.655819607327284,0.3163715411348992,10.98288,10.98288,1.0,0.6571828416736301,0.5487413643957806,1.9933016877331111,0.1144259818731118,0.22290691266994364,0.3520947065014929,0.2278373243002304,0.26801492983175235,0.296236800328033,0.6634218469590344,0.2166161723890414,1.9018765926636605,0.2723232323232323,0.27972560975609756,0.5290930867195129,0.3526774111315267,0.22319775729965025,0.11389601892395189,0.004571636891711587,0.5126959381395864,0.0047824853779099485,0.004440543017284623,0.003822726238845069
4.0,0.6518103896705538,0.2952736993960983,14.64384,14.64384,1.0,0.6593282779235141,0.5468551296710761,2.017829439959667,0.1144259818731118,0.21824774455058715,0.34515117668834666,0.23063542064121204,0.27089395020172213,0.30220904030185475,0.664624862501932,0.21773827504294163,1.9117285845462693,0.27373115311106394,0.28080808080808084,0.5427112579345703,0.3457873697771424,0.21866578231220407,0.11389601892395189,0.004012755753184163,0.4536713795359901,0.004266968953165258,0.0038510331913873845,0.0033478005035122867
5.0,0.6518618243995471,0.3355071216032425,18.3048,18.3048,1.0,0.6618568552077054,0.5309719332031463,2.0398978153597325,0.1144259818731118,0.2075624430937741,0.32980862392013205,0.23321071722153747,0.2778691902188515,0.303225039735122,0.6667655103317378,0.21951219921360698,1.92730352902128,0.28094059405940597,0.28575771393828847,0.5300544500350952,0.33063944479144686,0.20812782130260726,0.11389601892395189,0.00366370804310314,0.4174406564538913,0.004031181537560449,0.0034230832665502323,0.0031159049268832595
6.0,0.6506393161788029,0.337741801136208,21.96576,21.96576,1.0,0.6633391273262725,0.5513681752882966,2.065351566568576,0.1144259818731118,0.22494848121552694,0.35621054969776766,0.23565271648365668,0.27358673338032496,0.30483073822420503,0.667798643946403,0.22165313450976912,1.94610080847309,0.2774213902618572,0.2864464692482916,0.5412799715995789,0.356959403415404,0.22571823976193575,0.11389601892395189,0.0034097789285024486,0.3914353613699859,0.0037733747289111145,0.0031724124256595904,0.0026112923168087666
7.0,0.6501513821892076,0.29475985143769423,25.62672,25.62672,1.0,0.6650734928232159,0.5590590772135531,2.0873192155001723,0.1144259818731118,0.2203876298879525,0.34836842564627735,0.23804002937282379,0.2739510772133759,0.3046432787579101,0.6685604960627601,0.2222159043285637,1.9510418926664745,0.27805875390078555,0.28584310189359785,0.5524414777755737,0.3494803996735955,0.22125093437840226,0.11389601892395189,0.0031925514279327978,0.36927309144357423,0.0035996753333870967,0.002921603036206729,0.002562322921271528
8.0,0.6464956061055533,0.31717035054316745,29.28768,29.28768,1.0,0.6657125785065348,0.5587205391092093,2.0941024527101004,0.1144259818731118,0.2234138434104425,0.3520187224268028,0.23881280605820754,0.2777178161484289,0.30656496008929696,0.6691674753951683,0.22292756532812497,1.9572902322158705,0.27970670692257926,0.28714000570287995,0.5472967624664307,0.35332752908894294,0.22441058334837163,0.11389601892395189,0.003329811118579331,0.3883834146799927,0.0038299508014689844,0.0029875387729146456,0.0032002206766533754
9.0,0.6459895968928772,0.348117942871904,32.94864,32.94864,1.0,0.6672169274972831,0.575347033112656,2.119601931822393,0.1144259818731118,0.23209548402722854,0.36450714202295736,0.2416103813595045,0.2719737626837715,0.30676608403678474,0.6694894566785144,0.2234401153330492,1.9617903895503113,0.27515799708313077,0.29019392105625086,0.553820013999939,0.36557318225358226,0.23311054194045358,0.11389601892395189,0.0034468725078898423,0.40517949718741875,0.003779209311672212,0.003218345519230681,0.0033345368230507707
10.0,0.6478542587873959,0.39799006276153237,36.6096,36.6096,1.0,0.6679329699540479,0.5356131312751549,2.1282566856234055,0.1144259818731118,0.21785566247250612,0.34538087158014646,0.24283627277843517,0.2809196115141489,0.3047905201258844,0.6689114038323717,0.22234163624162612,1.9521458110847854,0.28442641424385845,0.28784361637141115,0.5128087997436523,0.3463368880604155,0.21904603028102937,0.11389601892395189,0.00330925714289416,0.392319814770417,0.0037506789272297577,0.0030062627973074236,0.0029086593235564786
11.0,0.6483905050913199,0.33020721603119624,40.27056,40.27056,1.0,0.6689712186835941,0.5222239050984172,2.1329671139662247,0.1144259818731118,0.20213893885342654,0.3192476096449556,0.2434001694899609,0.2866868327256585,0.30746546829841515,0.6686385411031439,0.22186720787884798,1.94798035941,0.28499812006517106,0.28637591663450407,0.5043769478797913,0.32020437664264856,0.2034461951403369,0.11389601892395189,0.0032816718545055417,0.39228046837342845,0.0036271278960093665,0.0030421525761032617,0.003019091364922822
12.0,0.6477604975757019,0.39706816561633185,43.93152,43.93152,1.0,0.6704898009103383,0.5529542158546316,2.1396376728646684,0.1144259818731118,0.21372937321090987,0.33576218709199573,0.24401208588830084,0.28578338718724716,0.30906398739649454,0.6692345271158263,0.2217335126482481,1.9468065235563592,0.2817770918311101,0.2896625033218177,0.534972608089447,0.33707443228713024,0.21524611021460455,0.11389601892395189,0.003400906358003755,0.41058886226892355,0.0038895115029695237,0.003068444963730488,0.002297747954501165
