round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_ece,fed_prevalence,fed_f1_best_threshold,fed_auprc_lift,fed_f1_best,fed_auprc,fed_auroc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6895715405479217,0.09570418885709939,3.66096,3.66096,1.0,0.2622078401483611,0.3695492703253769,0.11385951661631419,0.514600891918169,1.8948096359982354,0.28407727842088437,0.21174513867356673,0.6491124543127778,0.2338635564842759,0.6587580440103249,0.2151847950545745,1.8893091882188866,0.2757318224740321,0.27885315092417406,0.5121720433235168,0.3679749729337063,0.23268814642328756,0.11389601892395189,0.025341814187815268,2.744465933108586,0.022256230821902753,0.027583491236571042,0.010203808971367455
2.0,0.6636689661313521,0.18136770866342034,7.32192,7.32192,1.0,0.26695182332701783,0.3263498083496052,0.11385951661631419,0.5078477308638056,1.9312358503051248,0.2912783326879602,0.21652305633450852,0.6569557090511249,0.2042339483604295,0.6629822145656065,0.22121077778907786,1.9422169438317225,0.2799532437171245,0.28216039279869065,0.5185815691947937,0.3241870851712076,0.2026455889612225,0.11389601892395189,0.015883788646739345,1.8467131520192197,0.015826576146100054,0.016027977499434003,0.005871567378545471
3.0,0.6553075263157596,0.2984044060576392,10.98288,10.98288,1.0,0.2706834794626515,0.35214601859754213,0.11385951661631419,0.5329454695789025,1.9775185611298465,0.294558102921608,0.22140406976222438,0.6598075534122994,0.2221865699409821,0.6655862258020844,0.2236782457403778,1.963881159794771,0.27838479809976246,0.2817042606516291,0.509648323059082,0.34995525532159616,0.22047860219901594,0.11389601892395189,0.011489967127103831,1.4304873427572602,0.012083122191406462,0.011154895758443901,0.003871587460736356
4.0,0.6528580935802728,0.3120938257784406,14.64384,14.64384,1.0,0.27197809441603643,0.3406982394779422,0.11385951661631419,0.5409005434071309,1.9920203557188458,0.29601990525585753,0.22373729642962484,0.66158625076984,0.21478902531674385,0.6662362874023231,0.22412041377777256,1.9677633678084678,0.2774495322501231,0.28156874012354544,0.528529167175293,0.3382428707865705,0.2132018006785785,0.11389601892395189,0.010152534809028727,1.341838692798774,0.01041139189341453,0.010026065075865754,0.0038386273759551744
5.0,0.6481975664686057,0.3344983737864736,18.3048,18.3048,1.0,0.2748813016283547,0.3349644398074766,0.11385951661631419,0.5353046084893914,1.9954276564115994,0.29656065688286437,0.22478073992930062,0.663504973758575,0.21099236386646086,0.6674483510999268,0.22517451076821202,1.9770182741730467,0.27915726109857036,0.28458831808585505,0.5223468542098999,0.33259640075481983,0.2094575430383064,0.11389601892395189,0.00790476534321912,1.111858746762664,0.008253852260650611,0.0076780318749995686,0.004075553820216448
6.0,0.6471765734382047,0.3088856219195587,21.29488,21.29488,0.8167475197762336,0.2817599443945866,0.3454305392850381,0.11385951661631419,0.5490035722079082,2.026831202585684,0.2966349383577115,0.2283190049570774,0.6670945470272335,0.21813368893430365,0.6675340011080664,0.22500595683878696,1.9755383811002465,0.2791253435296929,0.28414839797639124,0.5276671051979065,0.337421051598026,0.21254521452412692,0.11389601892395189,0.009469526576269299,1.120927833719179,0.008019022070378265,0.01120862036767695,
7.0,0.6463509008919878,0.37679691290521256,22.964,22.964,0.4559241291901578,0.2840168886352563,0.3474016866317508,0.11385951661631419,0.5082661876171707,2.066405590128899,0.2973094929078907,0.23268325278882898,0.6702530490298526,0.21950287206305918,0.6673550082778694,0.22521115441597372,1.9773400031334432,0.2796048518194323,0.2818827241651328,0.5086090564727783,0.33468681601391714,0.21045705782084229,0.11389601892395189,0.007698976550526499,0.5369269163347781,0.007698976550526499,,
8.0,0.6455935525121654,0.28692195875751103,26.62496,26.62496,1.0,0.27864973998880976,0.33269642403561245,0.11385951661631419,0.53788130853629,2.035578669585748,0.2991989980909879,0.22987542253688117,0.6695937290392047,0.21067595889871518,0.6674375962197838,0.22533407353649187,1.978419225407228,0.2779071192255851,0.2818570958182417,0.5562968850135803,0.3304261105326607,0.20961848593726315,0.11389601892395189,0.00799398805710881,1.2752825042935,0.006354625956680394,0.009517779494134697,0.003587098197610069
9.0,0.6441127502546797,0.3781521644649063,28.29408,28.29408,0.4559241291901578,0.28703866407020484,0.33628555921479414,0.11385951661631419,0.5434426572924144,2.081066103653026,0.3037121969119277,0.23464854736929552,0.6740269534731375,0.21224730320846194,0.6678344098838679,0.22576963168644748,1.9822433990181285,0.27867228139707706,0.28558758314855875,0.5309115052223206,0.3329990568614713,0.210294952117487,0.11389601892395189,0.006585010220567537,0.5337060994934291,0.006585010220567537,,
10.0,0.6463373361184385,0.3892226701190549,31.28416,31.28416,0.8167475197762336,0.2828041646242837,0.34646454899480855,0.11385951661631419,0.5575539700570634,2.064020043441185,0.3046963143244808,0.2331271609788765,0.6729301106691887,0.21883493874804727,0.6677020508163444,0.225444294959511,1.9793869626825116,0.2787180410514944,0.2834895457822639,0.5306167006492615,0.3370092523364081,0.21297808936909457,0.11389601892395189,0.008564368936024724,1.2615113724023104,0.006106550641514801,0.012150479433468003,
11.0,0.6450328337757589,0.4266995469503124,32.60512,32.60512,0.36082339058607577,0.29393603228521836,0.34652262910861004,0.11385951661631419,0.5512278620772674,2.2185768207892003,0.31709803681287635,0.24967422485704965,0.6867098586220806,0.21804886099075,0.6676555676470917,0.22499960517569137,1.9754826138912116,0.279317697228145,0.2826152455558903,0.5377023816108704,0.3397454384014455,0.21462376630361824,0.11389601892395189,0.011933633907533815,0.7561894408427179,0.011535206885458992,0.011935619766109597,
12.0,0.6418812144175432,0.35131560981181587,36.25568,36.25568,0.9971592150692714,0.28202457352266397,0.34915543919145936,0.11385951661631419,0.5437698507210669,2.1047629689702214,0.3058048343877315,0.2380191901482641,0.6758286193878279,0.2199755478643546,0.6666161593065555,0.22313591664856014,1.9591195439196825,0.27621207213043947,0.2791524670321529,0.5478805899620056,0.3442039208882191,0.21811479384327775,0.11389601892395189,0.007605560187236305,1.3849111343733966,0.005938589511660346,0.009142743884558286,
13.0,0.6409194659704313,0.38932687751660777,37.57664,37.57664,0.36082339058607577,0.2886478262558222,0.3381661577337803,0.11385951661631419,0.5496990327879951,2.2586231974896083,0.3129574642885726,0.25393247814860914,0.6860429269661288,0.2132105752017831,0.6658809998740537,0.22181507842174852,1.9475226660016445,0.2743082139341573,0.2788563360395341,0.5125182271003723,0.34205376460748527,0.2168029265713063,0.11389601892395189,0.008953213932360331,0.6284840926527977,0.011888207100150672,0.008939130458998128,
14.0,0.6246706027893197,0.4254963153465788,39.5632,39.5632,0.5426336261527032,0.30883637787212637,0.3093470571176238,0.11385951661631419,0.5581191323026039,2.425936864502829,0.3301004428230426,0.2718478154341998,0.696945964743507,0.1935520096635099,0.66541459950006,0.219651591589687,1.9285273854597837,0.27907517137213894,0.27967681789931637,0.5126753449440002,0.3300764816533104,0.2097506236634902,0.11389601892395189,0.009395231123554417,0.9707821779884398,0.008490276387935475,0.009398337646328764,
