round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best,fed_f1,fed_auprc,fed_auprc_lift,fed_ece,fed_brier,fed_auroc,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6445808400056181,0.43387361346517883,40.27056,40.27056,1.0,0.11016682404784386,0.31005683944119083,0.2842198577038153,0.2349258911467438,2.1721572201084562,0.34580946640001,0.2158861938791876,0.6852307430793034,0.5526222700813037,0.6687216561220317,0.2225626238535698,1.9540860686463006,0.27894973070017953,0.27987519500780034,0.5614061951637268,0.34278690515208765,0.21803407444788492,0.11389601892395189,0.007748488564152549,1.5250789210949733,0.006006773406279156,0.00929660460083784,0.005429929050054441
12.0,0.6454606581779924,0.45695105465656116,43.93152,43.93152,1.0,0.11016682404784386,0.3131054144592861,0.28861588930046933,0.23755626552563242,2.1903118093360816,0.34487110063700993,0.21492375930212035,0.6861875181440408,0.5597298402352119,0.6690042070280041,0.22279613483601488,1.9561362806260625,0.2770058269834155,0.2805316653635653,0.5629494786262512,0.341781911536518,0.21724270768827647,0.11389601892395189,0.00776876800179156,1.622668853828145,0.005686289306238795,0.009660987708606942,0.004164692255548702
13.0,0.6429839208694537,0.4556058798211359,47.59248,47.59248,1.0,0.11016682404784386,0.31354079492776527,0.2883784132717408,0.24203459940980965,2.232474385218288,0.34661362243732413,0.21640116232731949,0.6898003947643865,0.5566739050723639,0.670706389563394,0.22428079802840323,1.9691715316068685,0.28059635068980865,0.28307319290801636,0.5640116930007935,0.3433357857745573,0.21886157804233738,0.11389601892395189,0.007693101138542,1.7046094849592919,0.0053558689847719495,0.009849723895636691,0.003877646137955036
14.0,0.6428246751740198,0.4968184595191307,51.25344,51.25344,1.0,0.11016682404784386,0.31353848925193695,0.29371963440562165,0.24504461031817135,2.2590029863976007,0.3178504442928026,0.19855967603455107,0.6911485992292843,0.5405207160859128,0.6713124402363735,0.22368604266680903,1.9639496163264818,0.2814581567155141,0.2856697819314642,0.5518593192100525,0.31455230277757823,0.20144422953353328,0.11389601892395189,0.006923581567025768,1.6280530111362168,0.005129995280768784,0.008603934038442465,0.00412727268473813
15.0,0.6417215807472068,0.5895019560924099,54.9144,54.9144,1.0,0.11016682404784386,0.31807599660690306,0.29372713826194896,0.24748165797511504,2.2851440110457544,0.34315120118371456,0.21331980726007785,0.6926402472742542,0.5706964130901789,0.6702041228563215,0.22363956409949753,1.9635415373808733,0.27639504489146494,0.2835307604126863,0.5191832780838013,0.33992417553318144,0.21602317175327804,0.11389601892395189,0.00661612626802392,1.6463546903696624,0.0047047761315880616,0.008439529035588665,0.00447520849210275
16.0,0.6417681887385644,0.5927413920814485,58.57536,58.57536,1.0,0.11016682404784386,0.31684763964843804,0.2895528961964997,0.2480323918805823,2.288742094982434,0.3433266268561743,0.21456485698111064,0.6927536445632397,0.5579435235042409,0.6690543922855208,0.22412551688448598,1.9678081727697092,0.27720430107526883,0.28249774842389674,0.5622278451919556,0.33993307001334905,0.21748857666551835,0.11389601892395189,0.006206165141592024,1.6311681242050327,0.004502148775523297,0.00785466945795709,0.003734226418197727
17.0,0.6423828578825647,0.7402831223798447,62.23632,62.23632,1.0,0.11016682404784386,0.3195601711282319,0.2944744222534653,0.2526598590754052,2.3229836491753155,0.34019492367903387,0.21072632482425196,0.6966924939050642,0.5429977838746173,0.6697224372501058,0.22455713385210269,1.9715977430434946,0.27883512955744094,0.28416173885248525,0.5565528869628906,0.33641203787055746,0.21373086169209463,0.11389601892395189,0.006289117586479759,1.7460392373286595,0.00432305774525081,0.008206585096827528,0.003638153145582215
18.0,0.6425295631976349,0.6067744490359472,65.89728,65.89728,1.0,0.11016682404784386,0.3207776554432218,0.29251422426724005,0.2545810176796743,2.3389979352153536,0.345366905320308,0.21452483685025528,0.6970027000111273,0.5801613595666172,0.6683721538910152,0.22378279966907683,1.9647991368205424,0.27570921985815605,0.2846672530049839,0.5489439368247986,0.3416698826361155,0.2178566696342235,0.11389601892395189,0.005765649702116216,1.687059707890512,0.004051040520493756,0.0074479263369715,0.003276360106956412
19.0,0.6461821296989034,0.8205203073503645,69.55824,69.55824,1.0,0.11016682404784386,0.31964647120813866,0.29581748825694615,0.2567133276112207,2.353377665720639,0.3216615724813828,0.1995516958989246,0.6963118956030612,0.5363680647394737,0.6679739723366913,0.22447079328872094,1.9708396782384427,0.28019323671497587,0.2849462365591398,0.516964852809906,0.3177497310722259,0.20292533907803986,0.11389601892395189,0.0056262927728646635,1.735565932780446,0.003842577341973802,0.007392431312499776,0.003367695809456519
20.0,0.6439382009082916,0.798037608866327,73.2192,73.2192,1.0,0.11016682404784386,0.3218446927160315,0.2902443134731968,0.25734899273874584,2.3570331370072766,0.34209476562511787,0.21300284495667557,0.6990557289802231,0.5904197323944234,0.6674706640251242,0.22188860289195478,1.94816820630148,0.2790992705359975,0.28152634766807993,0.522848904132843,0.3385409035875691,0.21670960557611765,0.11389601892395189,0.005510799763048501,1.7856224081733671,0.0037348304653322716,0.0072912272558237415,0.0034779421694562302
21.0,0.6421741962128593,0.8679679636149029,76.88016,76.88016,1.0,0.11016682404784386,0.325480560018981,0.29440056119928043,0.2610287624642688,2.394339733895316,0.35507984132713205,0.2202378518841305,0.7014157144507961,0.5912817069976292,0.6645756812005548,0.22244439049698994,1.9530479870900102,0.2752253242470873,0.2825148407987048,0.537248969078064,0.3511136011570891,0.22424311433194175,0.11389601892395189,0.005078466459164036,1.7283204956293048,0.003425597653600732,0.0067472391272719034,0.0043099849727473985
22.0,0.639499955687886,0.6925103427595228,80.54112,80.54112,1.0,0.11016682404784386,0.3259202727265558,0.29590261824789643,0.2646052973571655,2.4250586142379467,0.3390425355417836,0.2099469518498727,0.703393826382925,0.5861491740725496,0.6649192600903491,0.22387298187987842,1.9655909310522777,0.28023391812865495,0.2821316614420063,0.54848313331604,0.3348906647812953,0.2141648874242294,0.11389601892395189,0.0048448113406129025,1.7279864647134673,0.003108975312083806,0.006605555974516121,0.003566613126813633
23.0,0.6420607563808481,0.9618794983501633,84.20208,84.20208,1.0,0.11016682404784386,0.32826266214157596,0.28850583535157637,0.2687682816871637,2.460719516697042,0.34558677217605926,0.2152133693978516,0.7057550030741474,0.5899465936776936,0.6655522293373151,0.22247600996921327,1.9533256040999993,0.27341294783155246,0.2811200443581924,0.5496132373809814,0.34201404963227167,0.2198507469542884,0.11389601892395189,0.004568324373197103,1.7060324846725052,0.0028857948132795996,0.006283625698189508,0.0034941400766158237
24.0,0.6404667567648505,1.040701239021373,87.86304,87.86304,1.0,0.11016682404784386,0.32730265291465194,0.2948836596450694,0.27351092092526896,2.5016517779572887,0.3315145243114774,0.2058273227526624,0.7062711267834645,0.5669893259233579,0.6654522478552861,0.22171652351751414,1.946657360039544,0.2789806044203879,0.28163313891203434,0.5082753896713257,0.32767704050195606,0.21084169443287387,0.11389601892395189,0.005037308848696506,1.9604041731872712,0.0029450499926993363,0.007178853507248668,0.00443641383729526
25.0,0.6460710804067611,1.1367113626265752,91.524,91.524,1.0,0.11016682404784386,0.3297407623494838,0.2950247420368035,0.2733966980097227,2.502356335098119,0.3400901789662325,0.21035063416313415,0.707674881319322,0.5684210546886935,0.6640717203174971,0.22201092597023797,1.949242195361316,0.27624431881166167,0.283552369573875,0.5251659750938416,0.3361262408475105,0.21527956663438683,0.11389601892395189,0.004315244570937718,1.752721718430621,0.0027045791828301112,0.005978137696959764,0.0032049122676091847
26.0,0.6397652252403925,0.9815634193888197,95.18496,95.18496,1.0,0.11016682404784386,0.3330118424021778,0.29905801632357937,0.2755817746139166,2.525778814094067,0.3206595692570405,0.19870273439998473,0.7085252277254102,0.5801217354646466,0.6620019517911305,0.22039058301250308,1.9350156844345663,0.2806592341250606,0.28552544613350955,0.5151858329772949,0.3167549120588737,0.20424076175372866,0.11389601892395189,0.004185275701341217,1.7671843920761603,0.0025409162684904437,0.0058921583330315865,0.004545113009897946
27.0,0.642124300991389,1.215715250548635,98.84592,98.84592,1.0,0.11016682404784386,0.33427947624025345,0.296945766297792,0.27874415845034195,2.54661644413285,0.33112233790432444,0.20547115667792554,0.7088553480192069,0.5913969735616422,0.6639514965698082,0.22293412478168806,1.9573478238123552,0.2791613575813738,0.2832362459546926,0.5202860832214355,0.3267774679843591,0.21074947731531077,0.11389601892395189,0.003943564133531388,1.7322498040794017,0.002321955285206693,0.005636055189272191,0.004288924119057103
28.0,0.6425898341089422,1.3628670789022126,102.50688,102.50688,1.0,0.11016682404784386,0.33290860447744913,0.298781478708817,0.2806186372426805,2.5689662026677587,0.31846428515086084,0.1988007543802544,0.71078731104258,0.5810040231373164,0.661366372258202,0.22085207308692398,1.9390675387379992,0.2779887239673225,0.2834707499018453,0.5225577354431152,0.31410087291360816,0.20484556066865672,0.11389601892395189,0.003855428416756488,1.758210014272663,0.0022750493576933362,0.005512622472103817,0.005009364181618321
29.0,0.6463820301970331,1.5053267358223223,106.16784,106.16784,1.0,0.11016682404784386,0.3371902710642344,0.3027947769703308,0.28252267633144296,2.5875932113517512,0.3190828834844978,0.1982180030752602,0.7132866903193845,0.5487888474907371,0.6607953973028416,0.2176575564027778,1.911019879879272,0.2788077915982164,0.28151260504201675,0.517629086971283,0.31463195879139705,0.20443086446571476,0.11389601892395189,0.0038043860002571293,1.7992785196556724,0.0021792921542079465,0.00551745943292067,0.004393939399471699
30.0,0.6457705788738134,1.3744126493891473,109.8288,109.8288,1.0,0.11016682404784386,0.3406761778224276,0.311481180938557,0.28448081588862906,2.6050151650147897,0.32415067927368435,0.20017060822992216,0.7144541408786634,0.5691465517992037,0.6583875841948992,0.21735652162459168,1.9083768131502483,0.28117803902557265,0.28228004956629493,0.503861129283905,0.3200234272922717,0.2067140758999759,0.11389601892395189,0.0035507263107836576,1.7361792463752863,0.002094092996170736,0.005095965141280348,0.005049581162439538
31.0,0.6428960400035109,1.5101307251250906,113.48976,113.48976,1.0,0.11016682404784386,0.33768281688363355,0.2986141283678008,0.2863873386120711,2.61902111457416,0.3386348303673516,0.21066060188547472,0.716013298339511,0.5836416736168938,0.6619043923532877,0.22017771803988065,1.9331467431437863,0.2784728213977567,0.2828862430067422,0.5517734885215759,0.33465849006341647,0.21719928567285476,0.11389601892395189,0.0032987160626032548,1.6686042935457408,0.0019444153415436806,0.004745460221844155,0.004190355779927883
32.0,0.6478913138056746,1.7633821184820337,117.15072,117.15072,1.0,0.11016682404784386,0.34418108793157176,0.30833042140220956,0.2889180307224355,2.6426167837325547,0.33035917235881834,0.2033882990511394,0.7178596254781623,0.5684612034065172,0.6594109166877539,0.21877370605406835,1.9208196047672488,0.2812237552489502,0.28493435590796823,0.5131212472915649,0.3263171117083641,0.21004797615320017,0.11389601892395189,0.0032922511282681035,1.7246271034819074,0.0018321899381900193,0.004852873785311623,0.004324987162629952
33.0,0.6432865371222871,1.675599675360651,120.81168,120.81168,1.0,0.11016682404784386,0.34290829923663635,0.30461605542317904,0.29353362019850154,2.6848609945377926,0.315725625080134,0.1962912594049652,0.7193636990602812,0.5695939861600917,0.6607985472152289,0.21713668535280792,1.9064466642841098,0.2793087342363382,0.2837602252916723,0.5227367877960205,0.31143612003679155,0.20375063064387014,0.11389601892395189,0.0032600682844096444,1.7662895432276855,0.0017654230629395677,0.004861531761404659,0.0045428590228864035
34.0,0.6493922208179402,2.145329192049333,124.47264,124.47264,1.0,0.11016682404784386,0.34711227419114815,0.3115048451847233,0.29404846462184875,2.691287489423907,0.32235877839343313,0.19924790106547438,0.7202248121457979,0.5661804354099131,0.660294109453005,0.21724061195497446,1.9073591334217355,0.27990062699633267,0.2819495970321095,0.5138770341873169,0.317994128348399,0.20671129861346865,0.11389601892395189,0.0032885931752654482,1.841294349920645,0.0017902236261265264,0.004895925113267205,0.004949978131198555
35.0,0.6469809595050571,1.8666544995584602,128.1336,128.1336,1.0,0.11016682404784386,0.3461324372633689,0.3028732469413856,0.2980791769909225,2.7179468735664294,0.3395220066810246,0.210796518887805,0.7231362843095734,0.5762430215514154,0.6590094471770735,0.21646910349478016,1.9005853368704317,0.2746358183376178,0.28064308681672023,0.5318354964256287,0.33568378174591457,0.21855342339322723,0.11389601892395189,0.0028035783509230932,1.6183078330232092,0.0016203149083354599,0.0040732148014510005,0.004203017636594413
36.0,0.6457228811994463,2.0078872380069837,131.79456,131.79456,1.0,0.11016682404784386,0.3440245877648922,0.30382381730587693,0.2986007382662718,2.7244482900231692,0.3314933265387827,0.2061785328851447,0.7220279839192996,0.5834958097881933,0.660204443620308,0.21733189236295733,1.9081605697567825,0.2766920613889809,0.2830162857533871,0.5396669507026672,0.32683600885450564,0.21357312132545772,0.11389601892395189,0.0027266995983799753,1.6261759362278099,0.0015252909247479491,0.004013182412632671,0.004578082818543743
37.0,0.6507927404660887,2.1331674205382045,135.45552,135.45552,1.0,0.11016682404784386,0.3456354358823713,0.309551471643991,0.3019898133217104,2.760286609553289,0.32307963863165057,0.19989917719427383,0.7223574263074908,0.5726368527554871,0.6561374925964509,0.2147887106116735,1.8858315913138934,0.2722046227854042,0.28022122728469845,0.5205143094062805,0.318617564876348,0.2079171076879461,0.11389601892395189,0.0027617458600394332,1.6984235570471355,0.0015097188082194596,0.00410827389463544,0.003213195583195735
38.0,0.6481621306855241,2.1334262322447755,139.11648,139.11648,1.0,0.11016682404784386,0.3452843813623149,0.312636206550338,0.30451096469672756,2.786865652324449,0.31609204738108965,0.19505627996997316,0.7239203398260563,0.536709623757986,0.6561344305302259,0.21603291490045745,1.8967556279969902,0.2748617086662569,0.276658608648939,0.5138999223709106,0.31165379032698626,0.20297871562217099,0.11389601892395189,0.002653396205079909,1.6786601432722819,0.0014576869107587207,0.00394354087781568,0.003955774284337981
39.0,0.6467066895390733,2.0946279584117726,142.77744,142.77744,1.0,0.11016682404784386,0.3465541420230767,0.30680662345916254,0.30652433957471054,2.8006772223643654,0.33156412448003997,0.20558587026228306,0.724859574847139,0.5836747028520328,0.6573026087950874,0.21786204526102054,1.9128152794039845,0.2725659791528055,0.2790633608815427,0.5394559502601624,0.3272885079050717,0.21393151065652186,0.11389601892395189,0.002542408101103636,1.654191601382081,0.0013395510243604531,0.0038407465324483865,0.0041612120921873715
40.0,0.6460968478518792,2.3677934646827516,146.4384,146.4384,1.0,0.11016682404784386,0.34999885972659894,0.31128136084056623,0.3087948902121685,2.8136052157561964,0.3247730707705858,0.20049010726835736,0.7288595635809444,0.5673102216982626,0.6554703260934877,0.21647878604550158,1.900670349066757,0.27506963788300837,0.27917157770668466,0.566886305809021,0.320963677421116,0.20963003382879022,0.11389601892395189,0.002426240152911647,1.6223961026362304,0.0013095522266809686,0.0036305683515807613,0.0037407421150873117
41.0,0.6577505549675982,2.719176069736377,150.09936,150.09936,1.0,0.11016682404784386,0.3532518975707379,0.30392493953172184,0.3087990110744293,2.8198966071478435,0.328258071593316,0.20341702380753562,0.7274847102661071,0.5593794032190842,0.6564264813711672,0.21668016874310414,1.9024384766932108,0.2708401260732529,0.28060413354531,0.5322508215904236,0.3246887964627072,0.2120479482211699,0.11389601892395189,0.0024458621578967083,1.6814218253057334,0.0012779481692607765,0.003701472200257222,0.0052309575201619106
42.0,0.6597444129452467,3.3776776098862946,153.76032,153.76032,1.0,0.11016682404784386,0.35431475121416267,0.30636197598444115,0.3081415100411187,2.8140690669866406,0.3275486962151656,0.20395813701911497,0.7281636929215441,0.5717414885173502,0.6535234668974829,0.21601549035846715,1.896602641596281,0.26726534103057514,0.2777777777777778,0.5385374426841736,0.3235156964460934,0.2129584339225595,0.11389601892395189,0.002382415739659824,1.682812008762994,0.00124984329745156,0.0036009257584198387,0.004336434198915472
43.0,0.6668884592864317,3.726603753061594,157.42128,157.42128,1.0,0.11016682404784386,0.3540821620352725,0.30903030561318906,0.3103454044800158,2.838068651403541,0.3271614325519611,0.20238573841875826,0.7297918553522494,0.5595058242043907,0.6541748085417993,0.21658034175678725,1.9015620019291233,0.27131869356816407,0.2769761992847453,0.5165882110595703,0.3231486096490343,0.21139090807543096,0.11389601892395189,0.0024070390412663564,1.7429881657035367,0.0012429496421619696,0.003663319470118885,0.003599524596488158
44.0,0.6536062279094612,2.7762818338618063,161.08224,161.08224,1.0,0.11016682404784386,0.35242130678148653,0.30769029225527034,0.3106762848399598,2.83435885893727,0.33563188944876743,0.20780626289773274,0.7303588042309247,0.5756230542219067,0.653078287646385,0.21696526342604733,1.9049415903721318,0.27133575597401166,0.27866182182683874,0.5217989087104797,0.3322627863929155,0.21747850861588303,0.11389601892395189,0.0022259126139461227,1.653432131419322,0.0011708280758113158,0.0033667239343347964,0.003116267407375578
45.0,0.6548735774433198,3.784874028552769,164.7432,164.7432,1.0,0.11016682404784386,0.35563086930278437,0.3064957218761236,0.3161774196548262,2.8916154957271845,0.32963292759064894,0.20477518086954877,0.7309859514409618,0.5993395219210326,0.651087794006673,0.21492441691154562,1.88702308423133,0.2686122057727128,0.27774155691745994,0.5358179211616516,0.32645695297224714,0.2148282193213923,0.11389601892395189,0.0022143849098100027,1.6883270930684375,0.0011339435510606744,0.003377323722298527,0.004189066869708568
46.0,0.6589293401173104,3.5227743830191534,168.40416,168.40416,1.0,0.11016682404784386,0.3568403595763004,0.3197302330362147,0.3158758570458031,2.8840102517983675,0.30686444740508295,0.18996189597313923,0.7305831470831269,0.55961798539932,0.6502060444283722,0.21409212240311193,1.879715589937,0.2718711276332094,0.27651153268732087,0.517086923122406,0.30328496293828855,0.20006499271509698,0.11389601892395189,0.0021832572650480942,1.7046494235346472,0.001095528062793216,0.003352678898430969,0.0038568293436934474
47.0,0.662432684920791,3.560079387672957,172.06512,172.06512,1.0,0.11016682404784386,0.36000264236031093,0.31467720937558175,0.31670988672767914,2.8925007441781654,0.31760592695872986,0.1965608414114377,0.7314206423430625,0.5737861900974967,0.652371452326465,0.2158901288272781,1.8955019751079047,0.2715069452550484,0.27824688379573786,0.525766909122467,0.3139599415351121,0.20690988033170926,0.11389601892395189,0.0020175746151436676,1.6129009152537037,0.0010384894952479408,0.0030683228254365777,0.004051330561906934
48.0,0.6614049164406978,3.2220869319370076,175.72608,175.72608,1.0,0.11016682404784386,0.36008784480402173,0.31326769690797474,0.31977117189978616,2.9225169235263597,0.3158816755067131,0.19559626815784217,0.7339654919612743,0.5821596703835835,0.6503153878014007,0.21541622020277415,1.8913410867030134,0.2721947858045251,0.27541268462206775,0.5406461954116821,0.31252276164900455,0.20596390039455997,0.11389601892395189,0.002109952989131408,1.7269658417844767,0.0010140144936036611,0.003289823845365976,0.0033151105445911127
49.0,0.6633704613427736,4.6238035924766745,179.38704,179.38704,1.0,0.11016682404784386,0.36188895470016086,0.30948311483197977,0.3218828616665938,2.9298442040221624,0.33112120314068955,0.20420225333052616,0.7339481451744833,0.5722030637153771,0.6500176897071757,0.21436094692335067,1.8820758525939258,0.26730937773882557,0.2773722627737226,0.5607446432113647,0.32761502061509473,0.214417477015662,0.11389601892395189,0.0022194607047073666,1.857357573509944,0.000992511075069391,0.0035362562000834877,0.004650827672757883
50.0,0.6564550856971687,3.0019958463505017,183.048,183.048,1.0,0.11016682404784386,0.36235246183680647,0.3153438506765082,0.3205152137398025,2.9206369933993943,0.31067402981151193,0.19317408969592445,0.7333014597984716,0.5752212525740942,0.6506275052156777,0.21444919934875717,1.882850703429278,0.2687710340025531,0.27600534203887817,0.5452242493629456,0.3072410915839824,0.20416716617408678,0.11389601892395189,0.002000353224690051,1.7129170729167527,0.0009376216524322982,0.0031382266100772097,0.004951406568223113
51.0,0.6717154307266926,4.806144175657608,186.70896,186.70896,1.0,0.11016682404784386,0.36529295805880785,0.3043581526437372,0.322982386051848,2.9385407910848107,0.32544855621806057,0.2032350960533892,0.7333877444706759,0.5953740133924258,0.6491975202885732,0.2121751525071395,1.8628847128432853,0.26697257273959746,0.2728652227893502,0.5498108863830566,0.32251348653057027,0.21418349571964895,0.11389601892395189,0.0020185694762165215,1.768772364414417,0.0009450806174087392,0.0031654574347703174,0.003992145197239107
52.0,0.673406308487295,4.4687635374371535,190.36992,190.36992,1.0,0.11016682404784386,0.3594736135189755,0.30785607966188083,0.32194131994290065,2.931547860699976,0.32208761924145973,0.2015732101757572,0.7347103816031572,0.576162999947905,0.6483713145836828,0.2121209021094288,1.8624083977075743,0.2646004638414506,0.2722165474974464,0.5335268378257751,0.31911796193809033,0.2129291693138911,0.11389601892395189,0.001889956862402889,1.691678113747912,0.0008862910532785907,0.0029611186072267576,0.003615340298164753
53.0,0.6697414250119055,4.903134428513634,194.03088,194.03088,1.0,0.11016682404784386,0.3633403010627696,0.3043270867911653,0.32605187160952465,2.968364545582468,0.33069720910156014,0.20598233310577857,0.7356109136965469,0.5848561380517592,0.6452261709880871,0.2123441099434321,1.8643681486814196,0.2617747088529321,0.2705992509363296,0.5702808499336243,0.32743813866230803,0.21714534027361987,0.11389601892395189,0.0018997142830602656,1.7404210146542027,0.0008988807627248979,0.0029631026407476737,0.004014778354546277
54.0,0.6728918013125947,4.340643891285959,197.69184,197.69184,1.0,0.11016682404784386,0.36593551215529596,0.3137193220418,0.32601369867990626,2.963457968004022,0.3163583213750766,0.1976675322490343,0.7382669245754971,0.5821850784026628,0.6481032331955687,0.2108211173383148,1.8509963678280938,0.26523063533507396,0.27441077441077444,0.5475484132766724,0.31338054440140983,0.20988361765454785,0.11389601892395189,0.0017398688764728777,1.6281683526121924,0.0008475416596102267,0.0026879931511581737,0.0032544124529189033
55.0,0.6824853162296021,5.031386234410942,201.3528,201.3528,1.0,0.11016682404784386,0.36624568182261985,0.31640850456720515,0.32813952406081837,2.9959768058401894,0.3189381769808133,0.19769129968811083,0.7385424927325976,0.5733731033444655,0.6472558063677825,0.21119368791593648,1.854267514450615,0.2680089485458613,0.2740076824583867,0.5235051512718201,0.31652921192583006,0.2095762860041688,0.11389601892395189,0.001827080893396673,1.7456691296720237,0.000861533246645471,0.0028507806563988674,0.0037398216496375867
56.0,0.671866154606499,3.9526584662697104,205.01376,205.01376,1.0,0.11016682404784386,0.3649047668838438,0.30951590998693845,0.331164873955284,3.0166355073155517,0.3262940447421193,0.2030680412159206,0.7379384754292044,0.5799682434781738,0.6476991408494744,0.21036589584780274,1.846999551303576,0.26480836236933797,0.2735141373341027,0.5549177527427673,0.3231300649959456,0.21487086912911177,0.11389601892395189,0.0017491830051130682,1.706987409201247,0.0008381834173134305,0.0027131192404297156,0.0033441613943040395
