round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_auroc,fed_f1,fed_f1_best_threshold,fed_auprc,fed_brier,fed_f1_best,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
31.0,0.6429133776443308,0.5653133129425325,113.48976,113.48976,1.0,0.11183134046570169,2.164608694839362,0.6822416696305263,0.2922169935443841,0.529758162585499,0.24244709555040508,0.20120584220086885,0.31436057288811764,0.321630155337802,0.6600931801811628,0.2141075961497729,1.8798514484754032,0.2751389590702375,0.27779105904852974,0.4878159761428833,0.3187475074137923,0.20374013152676324,0.11389601892395189,0.003245640465357312,0.46229067890453734,0.0034142822286307634,0.0031196877357022664,0.0020790397334360554
32.0,0.6385652477414617,0.6060303946188312,117.15072,117.15072,1.0,0.11183134046570169,2.17969940232553,0.6831363207226057,0.29133099868417345,0.5593393959475433,0.24436222285526457,0.21346768977275687,0.31574165674972376,0.3365034473399983,0.6611794230756005,0.21442096171017525,1.882602778709444,0.2752839969118782,0.28012201321809865,0.533489465713501,0.33363877082649207,0.21624582300075482,0.11389601892395189,0.0032831979796059075,0.4729913188039063,0.0033687710942308866,0.0032298341269371583,0.0018725866857621234
33.0,0.6421189608501189,0.6598337969145843,120.81168,120.81168,1.0,0.11183134046570169,2.1770764097259834,0.684033085471742,0.2967721757922867,0.5602743917812408,0.2442190479031983,0.21305278879865608,0.3146760563540077,0.3406273474383459,0.6605840896344088,0.21203737030146816,1.861674993601357,0.27634660421545665,0.2784617337225536,0.5166817903518677,0.33781518245329517,0.2155090805151851,0.11389601892395189,0.003290073321788393,0.4792612119636033,0.00332753808861483,0.003274676861381965,0.0020653674302259675
34.0,0.6375344279436075,0.588648084773657,124.47264,124.47264,1.0,0.11183134046570169,2.187555721904021,0.6848506226640417,0.29305960531211256,0.5349981224240559,0.2451478575958901,0.2134086036697803,0.31491136298141326,0.33960749684751523,0.6605428897843396,0.2139269705264913,1.8782655666773553,0.27726600705106336,0.27942464040025017,0.5217264294624329,0.336518878294103,0.2159684731942128,0.11389601892395189,0.0031616977427363375,0.46449077726356336,0.0032320747216563316,0.0031145979680493336,0.00212928776518349
35.0,0.6404961367135699,0.6203697924092345,128.1336,128.1336,1.0,0.11183134046570169,2.195722187601018,0.6857911129702547,0.29616176878192296,0.5380469700257083,0.24657232854244118,0.2079873101420941,0.3189193473484311,0.33267438807732796,0.6595390465900405,0.21346225172553213,1.8741853643546609,0.2755877880453854,0.2773845230953809,0.505261242389679,0.3297510796794055,0.21079113068427577,0.11389601892395189,0.003184189776366929,0.4731512723847118,0.003343910626197683,0.0030650062658290336,0.0017055173565007921
36.0,0.6408896038035591,0.7336494346386505,131.79456,131.79456,1.0,0.11183134046570169,2.200302946325274,0.6862346745921676,0.2964507209083616,0.5415460245349707,0.2470351584753944,0.20924116563806783,0.3166704326918016,0.33311837407929706,0.6587291928207699,0.2128142453423465,1.8684959083990642,0.2747789669613774,0.275465624281444,0.4974704086780548,0.3301967440801224,0.2124185127618675,0.11389601892395189,0.003140194095810445,0.4718584614647625,0.0032059763456864605,0.0030997801215354873,0.0018443277403360498
37.0,0.6386690060884217,0.7403303449008081,135.45552,135.45552,1.0,0.11183134046570169,2.2118241090043607,0.6845912817593124,0.296243265218809,0.5262671360885517,0.24816443960556203,0.2020063215610593,0.316230550469741,0.3220531282108335,0.658939609478129,0.21164665132596028,1.8582445051681418,0.2753727753727754,0.2781875658587988,0.49341484904289246,0.318887160212286,0.20480148045656818,0.11389601892395189,0.003460763448078565,0.5265404584097269,0.003512521250798933,0.003440615530006892,0.0015991441762071871
38.0,0.6367851552952095,0.7567854677563702,139.11648,139.11648,1.0,0.11183134046570169,2.2216903308133396,0.6853328107686345,0.2988136511291128,0.5360413273094283,0.24983235045605937,0.1995151386292511,0.3189956695487738,0.31791879550710345,0.658650319516571,0.21160236087234252,1.857855637725397,0.27615675741667683,0.2783907277387719,0.4799477159976959,0.31521800785583315,0.20286699055119586,0.11389601892395189,0.003312757545176572,0.5091948187509843,0.0032761136975208,0.003369352963113275,0.0016033826932008435
39.0,0.6366429934790934,0.6999921944260833,142.77744,142.77744,1.0,0.11183134046570169,2.226966231328413,0.6873070220180687,0.29844061090244983,0.5553357749258369,0.25014929810614117,0.20290173942511228,0.31970541618743786,0.32157651616472577,0.6586293242838065,0.21100976149894748,1.852652651888019,0.2783300198807157,0.2791353383458646,0.5011494159698486,0.31857399731039004,0.206427096551867,0.11389601892395189,0.0033393614412193105,0.5189557824651274,0.0032178321175973562,0.0034736523496104346,0.001603578710436133
40.0,0.6366582405888802,0.7764748204372596,146.4384,146.4384,1.0,0.11183134046570169,2.2365814022233996,0.6888295120296465,0.2993358767204928,0.5641786822400953,0.25127650433409376,0.20961459952446157,0.32236665582831964,0.3346495283070114,0.6588761845490246,0.21109600585804084,1.8534098720253704,0.2784254877063373,0.279026651216686,0.5007491707801819,0.3318018169005951,0.2132914694611747,0.11389601892395189,0.0033111175762099627,0.5199117758129432,0.00324340955131063,0.0033978927208189133,0.0015648175591389897
41.0,0.6417169455809757,0.753768183612718,150.09936,150.09936,1.0,0.11183134046570169,2.247810288600969,0.689594994075764,0.2980120104802584,0.5603353531218835,0.25267523552348947,0.20404547557567315,0.3236728185765011,0.32544286195552147,0.6589371874339428,0.2110721960817227,1.853200823662284,0.27796932588277257,0.28072818581293163,0.512982189655304,0.3227945559735123,0.20803874488325433,0.11389601892395189,0.0031395616207560385,0.4981052879593335,0.003087228668584959,0.003206416263820961,0.0018242181208888244
