round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_f1_best,fed_brier,fed_ece,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
22.0,2.7654225265968355,284.0730224775599,507.16512,507.16512,1.0,0.9584668301659249,1.5265865464459694,0.7731866673075196,0.8662523511768593,0.9608101038361366,0.1111964385707925,0.1790081418516263,0.8860759493670884,0.9123249545021413,0.32820338506259084,0.9515935030150291,0.9839839987339523,0.9832657200811359,0.9832657200811359,0.5206000804901123,0.4438594134668459,0.2288698613607733,0.9670822942643391,0.0006223090310978934,0.3874106671894424,0.00014776452996082378,0.0006987066239300871,0.00044703061244789574
23.0,2.4656632399482605,295.87737072191106,530.21808,530.21808,1.0,0.9101362221181651,1.0496057194661639,0.8287954262540309,0.7391017354529629,0.9147687752631626,0.11033365294532173,0.1239082109073043,0.8860759493670884,0.9123249545021413,0.30662869020269745,0.9496171528835424,0.9819403772725646,0.9832657200811359,0.9832657200811359,0.5201936960220337,0.44408693991397086,0.22908129952997305,0.9670822942643391,0.0006943574764119829,0.43299449659275524,0.00019620614929607335,0.0007745218041440925,0.0004352955553307373
24.0,3.1075226439816857,270.39426456928686,553.27104,553.27104,1.0,0.9969276543718879,2.072553024619942,0.6526322203849436,0.9568328164980596,0.9846398007691793,0.12267200084951792,0.2247601137634067,0.8860759493670884,0.9144469913206081,0.3156930313970025,0.9507493449359048,0.9831111070636871,0.9832657200811359,0.9832657200811359,0.5208525657653809,0.4434820514367406,0.2285422779209223,0.9670822942643391,0.0006805160650329296,0.4254548687811166,0.00018140245297722658,0.0007605488927864139,0.0005049005218946138
25.0,2.220799655525107,257.6447619643956,576.324,576.324,1.0,0.9336285093298369,1.1392825993634905,0.9286285186115698,0.9059262365919372,0.9266099926268998,0.11225572504668668,0.10437319223387832,0.8860759493670884,0.9123249545021413,0.36112413458983855,0.9547957512918195,0.9872952456627634,0.9832657200811359,0.9832657200811359,0.5223287343978882,0.4432202831765363,0.22829204064489222,0.9670822942643391,0.0006961796255483744,0.4358783878523127,0.00014998512105266206,0.0007837193448571845,0.00043844537960335323
26.0,3.0573880788895136,288.49749313617605,599.37696,599.37696,1.0,0.9908634833132903,2.064276464938561,0.7108051590778656,0.9294655414908579,0.985100535473844,0.11087213910920864,0.1677663127581278,0.8860759493670884,0.9123249545021413,0.3443238470314282,0.9532788311688688,0.9857266923638897,0.9832657200811359,0.9832657200811359,0.5229378342628479,0.4421888032161684,0.2273836672690054,0.9670822942643391,0.0007045317650621641,0.44228971398320027,0.0002066170437317504,0.0007840500247508641,0.0005326162481822365
27.0,2.4765123612007804,285.677516589071,622.42992,622.42992,1.0,0.9982134887809325,2.0742806295795804,0.9172884389317991,0.964816953165283,0.9907215017634309,0.11165316343596872,0.11538495016500415,0.8860759493670884,0.9123249545021413,0.37105583946739185,0.9561928893134314,0.9887399396974884,0.9832657200811359,0.9832657200811359,0.5235350131988525,0.4418222563522415,0.2270553051661143,0.9670822942643391,0.0008578728884477512,0.5394131395930799,0.0001981810435187871,0.0009631676935128733,0.0005484450572942263
28.0,3.000194925988498,304.8906791728719,645.48288,645.48288,1.0,0.9959675877094957,2.07131326178331,0.8061557286399325,0.9417590797185124,0.9846398007691793,0.11062695612265808,0.13404442263051927,0.8860759493670884,0.9123249545021413,0.45010314595152146,0.965701977968142,0.9985727002713382,0.9832657200811359,0.9832657200811359,0.5226967334747314,0.4420927819765713,0.22728657844940517,0.9670822942643391,0.0009693332519853362,0.6109913747184237,0.0002479646134653229,0.001084362366874227,0.00051478879766357
29.0,2.056748572179063,284.0441637100976,668.53584,668.53584,1.0,0.9151175952712524,1.0966757890062135,0.9789657919718744,0.8290764625712008,0.9193848811450912,0.11382001546743527,0.11277933487912267,0.8860759493670884,0.9123249545021413,0.3946426617906763,0.9581759877082658,0.9907905391207185,0.9832657200811359,0.9832657200811359,0.5245254039764404,0.44077379516235304,0.22612749170226099,0.9670822942643391,0.0008817423345078318,0.5569467051583388,0.00023803409959243752,0.0009841864240716068,0.00048332155675945114
30.0,3.5020702452018035,254.67485471855557,691.5888,691.5888,1.0,0.9601208902696804,1.529031229782211,0.9746165104556183,0.8533061722477613,0.9608101038361366,0.11345659406494585,0.10825617303325155,0.8860759493670884,0.9123249545021413,0.3819291418569397,0.9571805513977238,0.9897612199857846,0.9832657200811359,0.9832657200811359,0.5242196917533875,0.44084064145932467,0.22619014331397877,0.9670822942643391,0.000535250411817869,0.3394817238140604,9.819115347113879e-05,0.0006040627540668667,0.0006417133014312882
31.0,2.9868142200233203,264.7070586149691,714.64176,714.64176,1.0,0.996679940053058,2.0728277861971622,0.8674366491756357,0.8816570077779472,0.9886254965028687,0.11071928924709003,0.11856747830467383,0.8860759493670884,0.9123249545021413,0.40874708925250447,0.9609715433340038,0.9936812503273221,0.9832657200811359,0.9832657200811359,0.5252566933631897,0.4394284748079771,0.22494454898412466,0.9670822942643391,0.0007672883710084026,0.487200890223221,0.0001703725612831895,0.0008613961467136633,0.000739017397072697
32.0,2.2531250077620903,239.62578144453815,737.69472,737.69472,1.0,0.9961821939448304,2.071481502543787,0.9834392619032395,0.958968847057912,0.9808308951282543,0.11321032647247571,0.1087502369397803,0.8860759493670884,0.9123249545021413,0.3494342600840796,0.9537851049690131,0.9862501987946732,0.9832657200811359,0.9832657200811359,0.5285714268684387,0.43499862472909934,0.22108833135860842,0.9670822942643391,0.0006133960789576583,0.39012019722554214,0.00015303660913561562,0.0006859663861711398,0.000509956792106206
33.0,3.043913560203142,278.58120544574524,760.74768,760.74768,1.0,0.9981917821265637,2.074202008492485,0.9462225069979575,0.9705489226344799,0.9877663781470687,0.11223777300444251,0.10628069956091386,0.8860759493670884,0.9123249545021413,0.3405379217653586,0.952751742895789,0.9851816629737272,0.9832657200811359,0.9832657200811359,0.5297772288322449,0.4334215235829056,0.21972578060205908,0.9670822942643391,0.00048716247778182275,0.3106670521464139,0.00011090895621879222,0.0005463109612450264,0.00040433592698579116
34.0,2.838005290865424,303.6006891361092,783.80064,783.80064,1.0,0.9979297674454011,2.0739906867010256,0.9355398564902035,0.9518856619969934,0.9907475333213355,0.11195085853889507,0.10562681623652012,0.8860759493670884,0.9123249545021413,0.38171034741431853,0.9573281857171313,0.9899138795063684,0.9832657200811359,0.9832657200811359,0.5302348732948303,0.43384135355081344,0.22007730501838893,0.9670822942643391,0.0007381159831580559,0.47144441305454166,0.00020729794017640415,0.0008217130475910281,0.00040668921919053655
35.0,2.692375191769876,311.5184289235469,806.8536,806.8536,1.0,0.9952837898870479,2.0703861358649025,0.9797251181763436,0.9438131065552141,0.985644341328602,0.11352832623536667,0.11111196561201718,0.8860759493670884,0.9123249545021413,0.32962945598324656,0.9517606629233974,0.9841568484586962,0.9832657200811359,0.9832657200811359,0.531802773475647,0.43035377005389197,0.217097373883601,0.9670822942643391,0.0007073913706565675,0.4527868276686604,0.00020092947383950187,0.0007869990638363722,0.00038190942882348854
36.0,3.0578596988188997,333.0329592039432,829.90656,829.90656,1.0,0.9976717935514694,2.073684917894353,0.7653871460302971,0.9446969917040071,0.9874750379823108,0.10935203160307959,0.13170423437271436,0.8860759493670884,0.9123249545021413,0.32581618141184926,0.9506096616662136,0.9829666692319537,0.9832657200811359,0.9832657200811359,0.5338600873947144,0.4263801730184483,0.21371377787267012,0.9670822942643391,0.0007611884943053827,0.48846316689173364,0.0002617372349282814,0.0008395999749999188,0.00037217909554509195
37.0,2.3501338245349177,303.8818864437774,852.95952,852.95952,1.0,0.913724780809925,1.034361075056127,0.9993558946038095,0.686652819838728,0.9136787564592291,0.11392095702921033,0.11389175673577354,0.8860759493670884,0.9123249545021413,0.31714645162298594,0.9493690229247701,0.9816838014255617,0.9832657200811359,0.9832657200811359,0.534494936466217,0.428950634650756,0.21588965650076214,0.9670822942643391,0.0007841086020107147,0.5043113221818203,0.00032479810943047825,0.0008561219356843923,0.0003880341564612382
38.0,3.763612579867906,300.2812339405843,876.01248,876.01248,1.0,0.9400739593043708,1.3375008819768215,0.9969490615627433,0.7797429622044537,0.9417554961188981,0.11379556948539107,0.11322532650790633,0.8860759493670884,0.9123249545021413,0.3573850938471877,0.9526515451413043,0.9850780546716428,0.9832657200811359,0.9832657200811359,0.5300025343894958,0.4355626979373637,0.22157277535177605,0.9670822942643391,0.0005710988600045605,0.3689899143680577,0.00012961152433012485,0.0006395724357861604,0.0005440455028065248
39.0,2.9807000363227165,257.5657630023528,899.06544,899.06544,1.0,0.9903622970972814,2.0636527085470027,0.9657287079573682,0.922874197210784,0.9845887988310923,0.11217333983456675,0.10467369345170031,0.8860759493670884,0.9123249545021413,0.4790465250754059,0.9646925734352899,0.9975289374614524,0.9832657200811359,0.9832657200811359,0.5267758369445801,0.4395115825303475,0.22500561126288346,0.9670822942643391,0.0008061564082578749,0.5213875418914995,0.0001423376168892114,0.0009091515771734447,0.0006635121947772033
40.0,2.531306678943488,263.3908670767434,922.1184,922.1184,1.0,0.9520145187060893,1.5184263240003626,0.9977379534314955,0.7909037899639544,0.9514872185638842,0.11384209343841903,0.1130811199860231,0.8860759493670884,0.9123249545021413,0.5347531529841999,0.9698886050536699,1.002901832456219,0.9832657200811359,0.9832657200811359,0.5290709733963013,0.43735552669463307,0.22311134187583725,0.9670822942643391,0.0008256127530847637,0.534782001028475,0.00020436525205967126,0.0009222260742551492,0.00041247298475813825
41.0,3.1467691747634463,295.5446663750184,945.17136,945.17136,1.0,0.957559381988972,1.525323970889961,0.9932314308383796,0.8718319934348604,0.9604494157723188,0.11365408215585945,0.11191648270007426,0.8860759493670884,0.9123249545021413,0.6202158250894713,0.9777426540417589,1.0110232188518447,0.9832657200811359,0.9832657200811359,0.5280815958976746,0.4383973814008242,0.22401996594801035,0.9670822942643391,0.0006580584065755818,0.42731066032229137,0.00014427290893013168,0.0007374994929134427,0.0005152072151368237
42.0,2.906006843134208,287.85979738491494,968.22432,968.22432,1.0,0.9858093286833539,2.0572262285339895,0.9970234748180403,0.9285187767344241,0.9753689243275842,0.11378893456692321,0.11292075280901749,0.8860759493670884,0.9123249545021413,0.4357369465672714,0.9615365778792185,0.9942655176110538,0.9832657200811359,0.9832657200811359,0.530053436756134,0.43611924529372903,0.22203783441295338,0.9670822942643391,0.0005348273468197453,0.34790412566439954,0.0001356034823474497,0.0005965410018367847,0.00035289860375242515
43.0,3.090952556174264,320.90300101300375,991.27728,991.27728,1.0,0.9898711720680626,2.0634610723270383,0.9211428567830016,0.8663403463159448,0.9854356568290057,0.11146998529188032,0.11235374187115374,0.8860759493670884,0.9123249545021413,0.3684850047665932,0.9572174528586468,0.9897993775046864,0.9832657200811359,0.9832657200811359,0.5323713421821594,0.43351332683515675,0.2197799741187121,0.9670822942643391,0.0007565330174930795,0.493155609986502,0.0002539002049178566,0.0008342677870627655,0.00038249251509443413
44.0,2.1380359899612227,282.1982884045602,1014.33024,1014.33024,1.0,0.9141092555272121,1.0481853403197214,0.9998653604008476,0.7588956186409288,0.9140269011035669,0.11392310610286882,0.11390782760668405,0.8860759493670884,0.9123249545021413,0.3439487708440777,0.9534004778514653,0.9858524796762187,0.9832657200811359,0.9832657200811359,0.5399590134620667,0.4225232630299214,0.21041002873689987,0.9670822942643391,0.0009883097179196466,0.6457593087795885,0.0003971500822672494,0.0010796526762539393,0.00045227252428419617
45.0,3.976639998735493,281.17585900984903,1037.3832,1037.3832,1.0,0.9860301113164057,2.0580180549094313,0.9974276798183904,0.8763335742003576,0.9755107703805015,0.11388393009906721,0.11348478829307393,0.8860759493670884,0.9123249545021413,0.36114366980792967,0.9544733984919518,0.9869619205654272,0.9832657200811359,0.9832657200811359,0.5380820631980896,0.42512867872851745,0.2126055078019477,0.9670822942643391,0.0008076800585643272,0.5309821406442552,0.00014192983851232566,0.0009091696377631705,0.0008443296814612831
46.0,3.2290010413227472,279.73911139439315,1060.43616,1060.43616,1.0,0.9884246505010387,2.061993957997983,0.6902149002763289,0.8237055515612781,0.9803472474239132,0.12157202674627314,0.15610061290394905,0.8860759493670884,0.9123249545021413,0.34989529123103125,0.9535551079755822,0.9860123731258599,0.9832657200811359,0.9832657200811359,0.5367030501365662,0.426929060419896,0.21413567853094906,0.9670822942643391,0.0009096489819829176,0.5988696342838011,0.00022948681703693257,0.0010133830534254954,0.0008143453603858443
47.0,2.5729010343417196,281.4427077882416,1083.48912,1083.48912,1.0,0.8921875540609427,1.0217244894929274,0.9785059260416631,0.44443173538033975,0.9140269011035669,0.11376968651221846,0.10781512230257444,0.8860759493670884,0.9123249545021413,0.5138660978011158,0.9693005406461215,1.0022937514159225,0.9832657200811359,0.9832657200811359,0.5285711288452148,0.43681930434376814,0.22264356810280295,0.9670822942643391,0.0014175851588444954,0.9356924843789329,0.0004813068013861371,0.0015605580566225954,0.0008678071816607705
48.0,4.08863515210574,276.1905121382146,1106.54208,1106.54208,1.0,0.9263530415661133,1.3187179619484286,0.9845753784924116,0.7349056866404738,0.9446985438516976,0.11358084916211655,0.10782803714526856,0.8860759493670884,0.9123249545021413,0.565087439636176,0.9736366421376125,1.0067774458411105,0.9832657200811359,0.9832657200811359,0.5246193408966064,0.4414021246451094,0.22666448488752924,0.9670822942643391,0.0006714822693467236,0.44671780646217485,8.69214541025133e-05,0.0007591597568839018,0.0010706381161347397
49.0,3.035052966323884,249.5526207612407,1129.59504,1129.59504,1.0,0.9760232442265735,2.0456164872765084,0.986768325672874,0.7246635729173474,0.982952931946721,0.1132438608271699,0.10686583559221356,0.8860759493670884,0.9123249545021413,0.6381882257333521,0.9795833869587844,1.0129266069377838,0.9832657200811359,0.9832657200811359,0.522983968257904,0.44328295164869314,0.22832567461030748,0.9670822942643391,0.0006449884138049011,0.42962596774452777,5.672630265646863e-05,0.0007330315857393384,0.0011111847333022881
50.0,2.6855865728737767,255.28164828749445,1152.648,1152.648,1.0,0.9493245511371944,1.5147993355492086,0.9947613520461296,0.7726366587507352,0.9604494157723188,0.11356177259711282,0.11126139747442577,0.8860759493670884,0.9123249545021413,0.6474401050213324,0.9807191392683791,1.0141010181707582,0.9832657200811359,0.9832657200811359,0.525637686252594,0.44061618249612555,0.22596830118147662,0.9670822942643391,0.0007224690122922059,0.4821042505477635,7.191337729726537e-05,0.0008200482712861966,0.00092220897252116
51.0,2.8949309109334975,269.84263125079576,1175.70096,1175.70096,1.0,0.9907114450389476,2.0653295837509784,0.9927324016385942,0.7995297646281327,0.9824692842423799,0.11338977530748313,0.11070821758061015,0.8860759493670884,0.9123249545021413,0.6768796786847329,0.983821366428367,1.0173088394475895,0.9832657200811359,0.9832657200811359,0.5266917943954468,0.43961770397766564,0.2250884977310906,0.9670822942643391,0.0007220920711014529,0.48300792683335203,8.207903187131808e-05,0.0008181194138082092,0.0006983036799313866
52.0,2.716580238537238,273.1697744528391,1198.75392,1198.75392,1.0,0.9944112518166733,2.069788706582236,0.998351475860499,0.8714345628445063,0.9850562370795535,0.11382081495567105,0.1132127313171258,0.8860759493670884,0.9123249545021413,0.6781455608170409,0.9832210521765177,1.0166880916007828,0.9832657200811359,0.9832657200811359,0.5302119851112366,0.436107187824059,0.22201487041824491,0.9670822942643391,0.0006005767818511835,0.4025932890618833,6.705315154245805e-05,0.0006805020066035368,0.0005298099401142354
53.0,3.2524179787147047,290.01228920232495,1221.80688,1221.80688,1.0,0.9941489044206141,2.0695012232530137,0.9946122194644266,0.8635100982592213,0.9854356568290057,0.11359907877772125,0.11231938696108788,0.8860759493670884,0.9123249545021413,0.6986731679872474,0.985882591171601,1.0194402244966787,0.9832657200811359,0.9832657200811359,0.5291081666946411,0.43720302632324715,0.22297033560146484,0.9670822942643391,0.0006498461554244954,0.436645084797874,7.970974946604965e-05,0.00073514551555071,0.0004881236987500895
54.0,2.919854833448391,298.1474829544713,1244.85984,1244.85984,1.0,0.9953796055389329,2.071126599407401,0.99404114761433,0.878541229414342,0.9854356568290057,0.11358177627883083,0.11222851351846619,0.8860759493670884,0.9123249545021413,0.7060809226874208,0.9860074564265497,1.0195693399356536,0.9832657200811359,0.9832657200811359,0.5317729115486145,0.43454669327509965,0.22065441810717587,0.9670822942643391,0.0008088659312617305,0.5444398955072529,0.0001385165061482585,0.0009091704341154883,0.00047102383337051983
55.0,2.624166780345285,297.3115913246775,1267.9128,1267.9128,1.0,0.9925353603142623,2.066518164428523,0.9993067803765145,0.9423148289359972,0.978453818113301,0.11388707540435368,0.11365453678847368,0.8860759493670884,0.9123249545021413,0.6094050353978152,0.9785576097730753,1.011865914179998,0.9832657200811359,0.9832657200811359,0.5365390181541443,0.42970811648856366,0.21647712832027044,0.9670822942643391,0.0006671921711342798,0.45011937030051286,0.00011646951556838074,0.0007494437650843598,0.0003581722319250369
