round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best,fed_brier,fed_f1_best_threshold,fed_auroc,fed_f1,fed_auprc_lift,fed_auprc,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6872107942083312,0.11104171631602595,3.66096,3.66096,1.0,0.3578513258991225,0.2865893714852319,0.22578246250356576,0.49881843826006667,0.6550788096788279,0.2698312291566578,1.8221769559797458,0.20703113396517925,0.11430010070493454,0.6513982172449647,0.20825124808790185,1.8284330747938673,0.26450742240215924,0.26685165915134695,0.5027340650558472,0.35829042791240295,0.22609524829780014,0.11389601892395189,0.025229452794594535,2.7391668121163093,0.02190625520796676,0.02760792478119141,0.012570905493179596
2.0,0.6577630849900313,0.2569106341837071,7.32192,7.32192,1.0,0.34925201493113756,0.2914079534769277,0.22066849679611933,0.5135517679755122,0.664132564398187,0.2752554243441839,1.9182825809200867,0.2177676428641381,0.11430010070493454,0.6578661544750165,0.21368399196415797,1.8761322299318843,0.2668638380161529,0.2717106171475908,0.5314133763313293,0.3496847773542929,0.2214781674807094,0.11389601892395189,0.0162340876269422,1.890741528597573,0.01567356443016841,0.01670703246615123,0.006396582270941402
3.0,0.6518701107004333,0.2933155661537236,10.98288,10.98288,1.0,0.34488077719357285,0.29401850792325906,0.21777395534613622,0.4990738697728932,0.6675415176469394,0.2768707543900871,1.9540168583848412,0.222634282196658,0.11430010070493454,0.660696131139562,0.21668511455265027,1.9024819005950544,0.2704878048780488,0.2744053958111466,0.5708227753639221,0.34531778511511335,0.21863014165489297,0.11389601892395189,0.011118869580430062,1.3818367778367247,0.011438413351082205,0.010953763924276685,0.0049493030830521185
4.0,0.6482932813994382,0.272661838673194,14.64384,14.64384,1.0,0.36027790546090843,0.29892267616278595,0.2280719285554189,0.5466739028122012,0.671804890459477,0.27712038630053576,2.002190783158247,0.22777579060027153,0.11430010070493454,0.6623596613635863,0.21840933624133668,1.9176204603531235,0.26866637893828227,0.27672131147540985,0.5667756199836731,0.3605740643920353,0.22907700533547426,0.11389601892395189,0.00937701263353483,1.233312269219823,0.00966201262624053,0.009216162788474952,0.004137573708907739
5.0,0.6447902716363522,0.26871887665044475,18.3048,18.3048,1.0,0.35931018785707663,0.29856364337180424,0.2273809671029116,0.5392094891976044,0.6734427035436575,0.28011382433205223,2.0420825244971854,0.2321081950403806,0.11430010070493454,0.6623676553643459,0.21839885393689557,1.9175284263686159,0.27221671622068055,0.27765443385137784,0.5286054611206055,0.35962804025258904,0.2285720243528399,0.11389601892395189,0.008373493928625056,1.1653477872841904,0.008528106076461553,0.008281878654825409,0.005369961150423057
6.0,0.6439565663096294,0.26058337605179877,21.96576,21.96576,1.0,0.3597012104912992,0.3006090074672069,0.22754065324552034,0.5464519957082359,0.675646989040049,0.2815214255352941,2.068090907296651,0.23514991993265677,0.11430010070493454,0.663294206485366,0.21986173487400096,1.930372430495592,0.2715638331078972,0.2797274713973519,0.5326777696609497,0.35960403201225344,0.22861478956448045,0.11389601892395189,0.007894857290016235,1.1618443431088963,0.007725933073240907,0.008045341705625248,0.005158728795904036
7.0,0.6427248546664939,0.31337410166884533,25.62672,25.62672,1.0,0.33516856955321206,0.30530281493534456,0.21117477446235294,0.5041760378343701,0.6776828950794375,0.2863438613526962,2.087274208064628,0.2374133710026954,0.11430010070493454,0.6618552612497175,0.21914497009750578,1.9240792801004605,0.27410300219672934,0.27742293807275753,0.5230970978736877,0.3351438373568745,0.21272619494361536,0.11389601892395189,0.007467467863251472,1.166371592455107,0.0072989998019008795,0.007623881695101241,0.004466059643453305
8.0,0.64645529564034,0.3923156193847466,29.28768,29.28768,1.0,0.3524903234559573,0.30502398583013385,0.22292521275603502,0.5429788297670636,0.6803621029393796,0.2849960765716612,2.1357482047862186,0.24281038247332098,0.11430010070493454,0.6618847524613114,0.21813895620492862,1.9152465403604626,0.27060063224446784,0.27713059472716123,0.5628111362457275,0.3521310144874048,0.22456690941075008,0.11389601892395189,0.007593401995948873,1.2562228217193478,0.007085585392851667,0.00803875042308324,0.00421469487812803
9.0,0.6446556424889509,0.3486655507856024,32.94864,32.94864,1.0,0.3408548421988945,0.30285962696688534,0.21449817218580872,0.5416310204029803,0.6800306529424962,0.28713781592556564,2.1431426041827315,0.24373286070580022,0.11430010070493454,0.6618290579944801,0.2182441360347822,1.91617001275965,0.27340129749768305,0.27850111146395684,0.5563983917236328,0.34049449283984956,0.21609578690761716,0.11389601892395189,0.007762143415738525,1.3601560971592335,0.0069928059726062615,0.008443933980470875,0.004807408141254579
10.0,0.6397593852658899,0.36270224622878816,36.6096,36.6096,1.0,0.33417111964547425,0.3072391409997726,0.21056761236765986,0.5267085586388455,0.6826602583386197,0.2903409251377541,2.1524913974009277,0.24524599967361785,0.11430010070493454,0.6626090817169596,0.22104031932537815,1.9407203290658146,0.2761256419443449,0.2796042132141717,0.5575951933860779,0.33386803168882756,0.21243876934021205,0.11389601892395189,0.0070702997956059565,1.3158774479379645,0.006091311013720644,0.007958312740172526,0.004494078488335775
11.0,0.6432703254349121,0.40020748931999367,40.27056,40.27056,1.0,0.32669292822619006,0.3096020529207066,0.20605696735395151,0.5256355744462989,0.685363044828333,0.2934227241982545,2.1655610996241403,0.24684429491243917,0.11430010070493454,0.6620208763643575,0.22161607584735757,1.9457754357097425,0.27349806201550386,0.280907547461028,0.550342321395874,0.3262982075583311,0.208327104271299,0.11389601892395189,0.006520246287178872,1.2892634501804423,0.0055188789583780025,0.007453275327675783,0.0037602637333128603
12.0,0.642839630164225,0.4484982054870844,43.93152,43.93152,1.0,0.33104278247340135,0.31154376737234246,0.20958583916029241,0.543336591911235,0.6859347998259466,0.29217893929675676,2.16195811684539,0.24646696986978125,0.11430010070493454,0.6611888602633107,0.2211818121547373,1.941962627354165,0.27587896606639717,0.2785956964892412,0.57036292552948,0.33087273698673797,0.21231975024810945,0.11389601892395189,0.006640720677036876,1.3875358871118806,0.005467433571639447,0.007751595183009282,0.004644050286902582
13.0,0.6420236684706395,0.4844405361839568,47.59248,47.59248,1.0,0.3248592050106444,0.31536780925133945,0.20468802235008168,0.5401028009677401,0.6892887991157869,0.29493225263249573,2.2085317488457856,0.2520296664765537,0.11430010070493454,0.6612057643748072,0.220028433784572,1.9318360366176142,0.2745051275936084,0.2767905223478729,0.5769659876823425,0.3243077868337261,0.20738282233325933,0.11389601892395189,0.0063824138890416614,1.4115303067464993,0.005155972779280736,0.007560256405734139,0.005495528641185097
