round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1,fed_f1_best,fed_auprc,fed_brier,fed_f1_best_threshold,fed_ece,fed_prevalence,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6871904426507907,0.10161946635508894,3.65056,3.65056,0.9971592150692714,0.6421597531532279,0.238932380216687,0.2801535893775269,0.20510271079391096,0.2494561929031382,0.5147213275410226,0.38714347579793146,0.11518126888217524,1.7972322702097372,0.4424548278719709,0.10157051772958947,0.8917828620279333,0.015236567762630313,0.2045002711006687,0.41678640246391296,0.3750915975046059,0.24227463008510097,0.11389601892395189,0.029087549480854482,3.1305019832216203,0.023750094158906557,0.03271991720890795
2.0,0.6775999237529715,0.13599141406912624,7.30112,7.30112,0.9971592150692714,0.6576411302047626,0.2700404566232935,0.2940070397623123,0.2137781775692979,0.2334700084246233,0.5117639464186458,0.3672875998464806,0.11518126888217524,1.864623623088486,0.47072801477863596,0.10957877679370503,0.9620948811816726,0.08376393799292901,0.2045002711006687,0.38379985094070435,0.3723199723069145,0.24016576542505866,0.11389601892395189,0.018512730463962394,2.1371925964485854,0.015459870821547417,0.02059511322480214
3.0,0.6694587949116821,0.1793918527235872,10.95168,10.95168,0.9971592150692714,0.6638749010242037,0.27905500717949716,0.297295962579815,0.225676227863927,0.22097127949944748,0.4996615975836342,0.3496745047333002,0.11518126888217524,1.972277798190636,0.4535958546450215,0.10682965229824282,0.9379577381855,0.06630152781781493,0.2045002711006687,0.35853517055511475,0.3733157746186703,0.24100143624628642,0.11389601892395189,0.012718648498615134,1.57331992383115,0.011056624792644722,0.013879381888185325
4.0,0.6602242321202273,0.20477103826152104,14.60224,14.60224,0.9971592150692714,0.6657489911033467,0.28079495186602316,0.29998284442509743,0.22790799045490345,0.22735220632630618,0.5276083563869932,0.3589163782883506,0.11518126888217524,1.990400752235151,0.4321125486033992,0.10345560279827923,0.9083337923106539,0.12062033314187248,0.2045002711006687,0.37330830097198486,0.37509520695598164,0.24281023319519748,0.11389601892395189,0.010636571731784956,1.3982949361670762,0.009976066925857976,0.011112849799141273
5.0,0.6554395768785286,0.22290374270053842,18.2528,18.2528,0.9971592150692714,0.6718187757637286,0.286001226795915,0.30299168867708626,0.2343143954910098,0.22921724292268686,0.531488107639287,0.36199615263517987,0.11518126888217524,2.040351391594506,0.42218166546183566,0.100123981285804,0.8790823615411576,0.12293801007119291,0.2045002711006687,0.3238399922847748,0.3739671419554685,0.24202523084795938,0.11389601892395189,0.008706789458661863,1.2166459638392553,0.008704090414519024,0.008708808547952755
6.0,0.6473592445924092,0.21159339742664035,18.2528,18.2528,0.0,0.6862942262175946,0.2888332805994627,0.31751243602879464,0.25334642331114116,0.2279996298777533,0.5525133671634805,0.3588696331416949,0.11518126888217524,2.224237129518922,0.42218166546183566,0.100123981285804,0.8790823615411576,0.12293801007119291,0.2045002711006687,0.3238399922847748,0.3739671419554685,0.24202523084795938,0.11389601892395189,0.0,0.0,,
7.0,0.6358496557638815,0.3531194494992294,18.2528,18.2528,0.0,0.6959812229576822,0.300607489220447,0.3242288648857177,0.26436203418854687,0.20507720468511262,0.5671123953279171,0.3252585270688967,0.11518126888217524,2.327109973848173,0.42218166546183566,0.100123981285804,0.8790823615411576,0.12293801007119291,0.2045002711006687,0.3238399922847748,0.3739671419554685,0.24202523084795938,0.11389601892395189,0.0,0.0,,
8.0,0.6234243536193673,0.4196167257155151,18.2528,18.2528,0.0,0.7047379421602538,0.2986436588343262,0.33486394591003105,0.2755418505590869,0.2204816443566345,0.5733525485873282,0.3469581182560511,0.11518126888217524,2.4320054615461126,0.42218166546183566,0.100123981285804,0.8790823615411576,0.12293801007119291,0.2045002711006687,0.3238399922847748,0.3739671419554685,0.24202523084795938,0.11389601892395189,0.0,0.0,,
9.0,0.6495195727667444,0.245356850466732,21.90336,21.90336,0.9971592150692714,0.6733402094858961,0.2886935749334889,0.3042560882568913,0.23767993179552194,0.2134857524864839,0.5139922958527657,0.3387565583877889,0.11518126888217524,2.069120249050312,0.4251938350667724,0.10007303039182086,0.8786350158440516,0.10720596897702729,0.2045002711006687,0.3592371344566345,0.3738551493562566,0.24193679523352346,0.11389601892395189,0.00937456122498768,1.3832624512724578,0.007858544552995507,0.010556117740585088
10.0,0.6439357243568123,0.27931558154813807,21.90336,21.90336,0.0,0.6884666090445919,0.29813099877061294,0.3169296963297522,0.25152278762064584,0.21162770339980486,0.5273630181730753,0.33555134704659156,0.11518126888217524,2.2023797608501354,0.4251938350667724,0.10007303039182086,0.8786350158440516,0.10720596897702729,0.2045002711006687,0.3592371344566345,0.3738551493562566,0.24193679523352346,0.11389601892395189,0.0,0.0,,
11.0,0.6292448783358744,0.3207712950170606,21.90336,21.90336,0.0,0.7007320671175103,0.30477428868514256,0.3292372611693039,0.26697053767942613,0.20081975201580698,0.5571025308345381,0.31887264491137673,0.11518126888217524,2.346614324339954,0.4251938350667724,0.10007303039182086,0.8786350158440516,0.10720596897702729,0.2045002711006687,0.3592371344566345,0.3738551493562566,0.24193679523352346,0.11389601892395189,0.0,0.0,,
12.0,0.616171254085453,0.42732109395540474,21.90336,21.90336,0.0,0.7111244215455389,0.31137901074845487,0.33613418542586326,0.27786862583976274,0.2053685930555583,0.5472031710528715,0.3237438956153657,0.11518126888217524,2.4545050398544084,0.4251938350667724,0.10007303039182086,0.8786350158440516,0.10720596897702729,0.2045002711006687,0.3592371344566345,0.3738551493562566,0.24193679523352346,0.11389601892395189,0.0,0.0,,
13.0,0.6432345985723844,0.2948519274550169,25.55392,25.55392,0.9971592150692714,0.6768057260704603,0.29200269090801984,0.3050872486231096,0.23930829380787708,0.2035981806825332,0.5233529979927692,0.3224007770112432,0.11518126888217524,2.0815401294968483,0.4439953358205677,0.10531173632267701,0.924630529825572,0.10044800754539024,0.2045002711006687,0.3479172885417938,0.37243451467637445,0.2406178744108415,0.11389601892395189,0.008628601542238518,1.3585836534621194,0.006723885647048574,0.010149219510648809
14.0,0.6416190366252362,0.3186821418285246,25.55392,25.55392,0.0,0.6911788240820501,0.3023439237080421,0.3197318967496538,0.2553616021122351,0.20721968912544383,0.5219582743691383,0.3302738376288634,0.11518126888217524,2.2285304642046047,0.4439953358205677,0.10531173632267701,0.924630529825572,0.10044800754539024,0.2045002711006687,0.3479172885417938,0.37243451467637445,0.2406178744108415,0.11389601892395189,0.0,0.0,,
15.0,0.6265126311990523,0.36248837685569063,25.55392,25.55392,0.0,0.7005095378376677,0.2974981047783859,0.3267357721350188,0.2661032759133963,0.2214398518493623,0.5721325744149788,0.3481947120666187,0.11518126888217524,2.327211775558521,0.4439953358205677,0.10531173632267701,0.924630529825572,0.10044800754539024,0.2045002711006687,0.3479172885417938,0.37243451467637445,0.2406178744108415,0.11389601892395189,0.0,0.0,,
16.0,0.6106752530397663,0.43734279927821984,25.55392,25.55392,0.0,0.7182813654737206,0.3182641643502688,0.3467587688429214,0.286683912602099,0.2089946839353174,0.548162945185123,0.33432749546487506,0.11518126888217524,2.513006192741209,0.4439953358205677,0.10531173632267701,0.924630529825572,0.10044800754539024,0.2045002711006687,0.3479172885417938,0.37243451467637445,0.2406178744108415,0.11389601892395189,0.0,0.0,,
17.0,0.6419958342532914,0.4078803673095117,29.20448,29.20448,0.9971592150692714,0.6795665385609394,0.29232182571660487,0.30842654466368313,0.2413975542939182,0.21567494824019898,0.5204380250386782,0.3421489530545917,0.11518126888217524,2.0988022440170067,0.4288017145964531,0.10136160520117393,0.8899486229527728,0.09182692307692308,0.2045002711006687,0.3594062030315399,0.3738936519393612,0.241926053540421,0.11389601892395189,0.00786556980740725,1.3163316750433296,0.006264829843675518,0.009163219966758613
18.0,0.6400077677134922,0.3523799421553079,29.20448,29.20448,0.0,0.6930983583466168,0.3003046978370051,0.31998222833597656,0.25723064132876605,0.2015225260035163,0.5558228289065104,0.3160595613347006,0.11518126888217524,2.2455628232984797,0.4288017145964531,0.10136160520117393,0.8899486229527728,0.09182692307692308,0.2045002711006687,0.3594062030315399,0.3738936519393612,0.241926053540421,0.11389601892395189,0.0,0.0,,
