round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_brier,fed_auprc,fed_f1_best_threshold,fed_f1,fed_auroc,fed_prevalence,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.688336112072869,5.430467072281368,186.70896,186.70896,1.0,0.31623608285668636,0.19786350959378865,0.3212492206287155,0.5481624663154698,0.32117881333559234,0.733710911036638,0.11443318436457478,2.80654867687691,0.3583494231770197,0.6355074112293198,0.1963842843809768,1.7242418675941793,0.25748432138208494,0.2621145374449339,0.524446427822113,0.3160176494379578,0.20880423176165905,0.11389601892395189,0.0019722063010604363,1.7758481078108161,0.0009541406603366501,0.0030079341008262244,0.003011794366285888
52.0,0.6688130011920143,3.6788666684946767,190.36992,190.36992,1.0,0.3222371583312753,0.20253271138911588,0.32749229818895176,0.5886136059618629,0.3165548720276197,0.7362689643132375,0.11443318436457478,2.858461566554106,0.360592953823966,0.6331885737342284,0.1941368417624336,1.7045094604409161,0.26001780943900266,0.2607126747857465,0.5021834969520569,0.3217162036254089,0.21445591811342962,0.11389601892395189,0.0017820774625154927,1.6427256873903389,0.0008490509466399965,0.0027242702879687374,0.005073875681514753
53.0,0.6907849555210864,5.1484878799871545,194.03088,194.03088,1.0,0.3083422384782755,0.19434520202899666,0.32862466201540336,0.5764530538797917,0.32104556669623735,0.7334117092545827,0.11443318436457478,2.87122459330987,0.3625753700912049,0.6332177637589804,0.19189927094898362,1.6848637271256541,0.2569699845770554,0.25844887348353557,0.4854787588119507,0.3081608456853186,0.2062899466498217,0.11389601892395189,0.0018520031834414147,1.7489913854751649,0.0008727433697693221,0.0028349990560165936,0.00535324140883772
54.0,0.6944430646379972,7.24607724834525,197.69184,197.69184,1.0,0.322726615512878,0.20250037607597837,0.33194437582189573,0.565650880891088,0.318444121431218,0.7358585513381387,0.11443318436457478,2.893666355620907,0.36428057759358534,0.6312698253101258,0.19154397233435433,1.68174422726968,0.25761742382576175,0.25901328273244784,0.5125153660774231,0.32199852406068274,0.2144985347911207,0.11389601892395189,0.0018171674663879636,1.7545787679846399,0.0008685054390253604,0.0027744529265098746,0.003944026898999497
55.0,0.6830396308467475,4.648158419575276,201.3528,201.3528,1.0,0.3238491320655602,0.2033854474985408,0.3328957368910945,0.5658734277762575,0.3137401827839379,0.735563528604354,0.11443318436457478,2.903893557450934,0.3638841028881046,0.6255430963483153,0.1886072377473328,1.655959879276074,0.24991885751379422,0.25661411925976696,0.537817120552063,0.323375700260679,0.21575807774523356,0.11389601892395189,0.0016320656300517066,1.6110696566920524,0.0007832728731897911,0.0024855639865440636,0.0036839308363471697
56.0,0.6839227914564805,4.762196136336138,205.01376,205.01376,1.0,0.32073985157983786,0.2014023223456624,0.33390735326615234,0.5666299104055561,0.3180830733799651,0.7379092212115035,0.11443318436457478,2.9101337832276095,0.3614086278394701,0.6302913194588938,0.19198553258720125,1.6856210989726477,0.25674918785706285,0.258778959638642,0.5487602949142456,0.3210388680612394,0.21405336837070565,0.11389601892395189,0.0016889332862252268,1.702227836347447,0.0008220642222892753,0.0025563175317556445,0.004568069971785342
57.0,0.6975866618240152,5.932625071224498,208.67472,208.67472,1.0,0.31399596343285185,0.19735791979520456,0.3348067193755123,0.5562759083184822,0.32073902356296763,0.736658829296658,0.11443318436457478,2.919739612988343,0.3673923087681191,0.6293707669758064,0.19107419776041387,1.6776196355729842,0.2559427648280637,0.2585066162570888,0.5039912462234497,0.3142581525380203,0.21020014675557078,0.11389601892395189,0.0016108362708467463,1.6588320649007073,0.0007668721058870287,0.002453759004327136,0.004095874965484507
58.0,0.6930326265150293,4.599043780434341,212.33568,212.33568,1.0,0.30944913620071457,0.19433759392009853,0.33619651194446293,0.5561754551262476,0.3277170706471946,0.7372266671219561,0.11443318436457478,2.925177646097691,0.36335904118676055,0.6327129118648491,0.19322482347029504,1.6965019962577517,0.2558671320255145,0.26144988222978277,0.5155890583992004,0.30989619103448895,0.20709150590508005,0.11389601892395189,0.0015548765468725288,1.6380209087365074,0.0007538223127696462,0.0023511411645532007,0.004061061191036348
59.0,0.6851995003886147,4.962502715979938,215.99664,215.99664,1.0,0.3199195786354959,0.20153525944137457,0.33396394723698386,0.5619250475087526,0.32303007640445436,0.7393649882695347,0.11443318436457478,2.91720411925889,0.3635784065286467,0.6340518254206613,0.19666804375792574,1.7267332573690792,0.2587491533077444,0.26019142148174407,0.507382333278656,0.3199255750448185,0.2144260943853383,0.11389601892395189,0.0014920101793566118,1.6043084309530968,0.0007336919875605037,0.0022418540261737595,0.003772839000778054
60.0,0.6854514767700118,4.969350272059191,219.6576,219.6576,1.0,0.3022986294600695,0.18962764391497955,0.3420954925849538,0.5594355846898418,0.33040145057728154,0.7411024241261531,0.11443318436457478,2.9777460344003592,0.3721188480902895,0.6293870812630711,0.19235004178388454,1.6888214671692452,0.2549771237789044,0.2584237578526556,0.5272575616836548,0.30312308080605166,0.20364370318829114,0.11389601892395189,0.0014826855368241332,1.6257315167931665,0.0007138899025966757,0.0022411462289989043,0.0037937510887394886
