round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_auroc,fed_prevalence,fed_ece,fed_f1,fed_brier,fed_auprc,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6876132950400548,0.11925415363671728,3.66096,3.66096,1.0,0.5027743610414199,0.6509773955132044,0.11318854265029901,0.3712455372390861,0.261474898975108,0.2343990281574587,0.21992661558824214,2.002016281419259,0.28754598336486,0.6541820370260027,0.20789863405888773,1.825337145433513,0.2699866011612327,0.27587844254510924,0.5037643313407898,0.37052491001570687,0.23473975416843207,0.11389601892395189,0.024937763852856606,2.715533839467753,0.02229522351860147,0.02681696110278417,0.011246106694555686
2.0,0.6639111397931882,0.2143164642098565,7.32192,7.32192,1.0,0.4993727354253656,0.656656523714862,0.11318854265029901,0.3473478732757836,0.26587462370202336,0.2186622090884809,0.2249641057626871,2.0396680006521333,0.2883212546251048,0.6600926531041897,0.21388360400131415,1.8778848112691606,0.276864158594278,0.28067983004248936,0.5151913166046143,0.3470370303806634,0.21929385889437167,0.11389601892395189,0.016017270108825473,1.870366161912898,0.015859842989715173,0.016215513898346794,0.006023408748120458
3.0,0.6444373390124465,0.2988692035549256,10.98288,10.98288,1.0,0.508900344073491,0.6601108585717993,0.11318854265029901,0.3444979764659487,0.2636231316012574,0.21764729599247246,0.22928700939848423,2.0712445090908678,0.2909465937635951,0.6604230550696547,0.21809135966946033,1.9148286457236001,0.27543503789900714,0.27930740845869995,0.539422869682312,0.3439997427566367,0.21830418631482632,0.11389601892395189,0.012819906553931818,1.6041038787952857,0.012747404813519629,0.012933438781995443,0.005525521437337391
4.0,0.6447420812816482,0.3498683256918985,14.64384,14.64384,1.0,0.5235199886427235,0.6624878238760669,0.11318854265029901,0.3417308483421709,0.26944031872731783,0.2163153911040265,0.23279611022160848,2.0992129884772055,0.294302297846126,0.6623974979605886,0.22034252824028752,1.9345937665074118,0.2799271734182977,0.2816971506781137,0.5127013921737671,0.34134363156901165,0.217166180458815,0.11389601892395189,0.010020486455829113,1.339582339765002,0.010389648987358242,0.009807563893290504,0.004505500404275534
5.0,0.6402852517536638,0.351030736088782,18.3048,18.3048,1.0,0.5387991863543559,0.6648961023725664,0.11318854265029901,0.35751536903439135,0.2664411017314803,0.22654461708364998,0.23652620350688472,2.130576672135432,0.29748936946954063,0.6629824279062861,0.22268889079414433,1.9551946845730683,0.27921601509275756,0.2816433151270482,0.5223708748817444,0.35675845903754266,0.22719641402387927,0.11389601892395189,0.008884647970490853,1.260795904594488,0.009210285478345355,0.008683237268323115,0.0042464405651632346
6.0,0.6447195857543816,0.41296458114012974,21.96576,21.96576,1.0,0.5371313024006213,0.6672640170316152,0.11318854265029901,0.3438548514611848,0.2693065467048774,0.21677768154814536,0.23749913610251383,2.1286560412412396,0.2984823724696514,0.6653728474741141,0.22427281922612202,1.9691014782164464,0.2830365510777882,0.28578680203045687,0.5140160322189331,0.3429963322625114,0.2174908100509405,0.11389601892395189,0.00798986793568812,1.1994357333151129,0.007826698723328914,0.0081381387811353,0.004547877176044577
7.0,0.6437726741813264,0.41379611386327203,25.62672,25.62672,1.0,0.5216734952696997,0.67032002211753,0.11318854265029901,0.3488354515158834,0.2739127930754932,0.21861538006563852,0.23939611839739333,2.134135627304306,0.2999893267574678,0.6661307465131725,0.2262463548176617,1.9864289986178172,0.2868929750117869,0.2884723313503199,0.4936443865299225,0.3480899411688286,0.21945309502785512,0.11389601892395189,0.00825928854819322,1.3134108744443438,0.008000937958538727,0.008491652556445423,0.0037848681321827476
8.0,0.6449624590081409,0.3923456309306457,29.28768,29.28768,1.0,0.5381111258694238,0.6706523730837817,0.11318854265029901,0.3518913391732479,0.274116977402357,0.2213358986817991,0.241043708356014,2.148359125838299,0.2983331357715189,0.6640263665989014,0.224747465988897,1.9732688474296927,0.2839761248852158,0.2857813233223839,0.5038212537765503,0.35124148946894607,0.22254784627650157,0.11389601892395189,0.008451391188618972,1.431019393349743,0.007608184050185281,0.00916049706074962,0.004216712716170999
9.0,0.6438342348942672,0.407428059718958,32.94864,32.94864,1.0,0.5433866061464886,0.6728599526325878,0.11318854265029901,0.33936448809314074,0.27952012572583923,0.21314917122386695,0.24420911519790028,2.174523257674129,0.30106120286632254,0.6634265279045342,0.22585943479706264,1.9830318647736798,0.2812311406155703,0.28232558139534886,0.49272724986076355,0.33843479307718166,0.21441601874956878,0.11389601892395189,0.008118107330695044,1.4619362014036597,0.006696675260138318,0.009327539984097123,0.004148688974335471
10.0,0.6417407029264938,0.45098630108980287,36.6096,36.6096,1.0,0.51479700559297,0.6744709618366661,0.11318854265029901,0.31282715130084937,0.28160941103851234,0.1974505234107731,0.24580485990923004,2.185478920884682,0.3008024902267696,0.6634974197574252,0.22669743842497014,1.9903894847837966,0.2770358732652527,0.28377588021990874,0.47856155037879944,0.31170674331283366,0.19889509041401085,0.11389601892395189,0.007854524741768123,1.504646852186852,0.00621001715890205,0.00927315526884018,0.0053046104424531015
11.0,0.6442100085527851,0.5198527045332051,40.27056,40.27056,1.0,0.558539912368203,0.6776339680804185,0.11318854265029901,0.3328816507995448,0.27940336458719867,0.2091159967889447,0.24767973927697456,2.1961268843114903,0.30743965233076437,0.6637611339363328,0.22594109090622758,1.9837488003605106,0.2822931785195936,0.28240458480673086,0.5013633370399475,0.331843446412767,0.2107828045975954,0.11389601892395189,0.007724901486881819,1.5652861642911375,0.00603590408625834,0.009223776192797467,0.004286972825398167
12.0,0.6432609611990601,0.5384026135574732,43.93152,43.93152,1.0,0.5689569638591162,0.6797954182962495,0.11318854265029901,0.3448479600234305,0.2795091687017763,0.2176878811613468,0.2482733139843876,2.1981031363298653,0.30834990599979584,0.6630212308110726,0.2256380597350267,1.9810882054243242,0.2797082797082797,0.2807595214575787,0.5043339133262634,0.3438397184516051,0.21946974902841598,0.11389601892395189,0.007215104886951222,1.5524630348163555,0.005700540932346946,0.008591626299494375,0.004618833852432289
13.0,0.6398081907427606,0.5751134517959426,47.59248,47.59248,1.0,0.5872811679649474,0.6822775612618186,0.11318854265029901,0.33951379811478594,0.28243599847581896,0.21446511722744607,0.2513674762639979,2.2190492476480275,0.31022782090118345,0.6629715851799809,0.22662563964569438,1.9897590959435711,0.27878116343490306,0.28084306618338034,0.5453177690505981,0.3383263097786779,0.21658268769440647,0.11389601892395189,0.006458774996209893,1.473770079033784,0.005203577110900551,0.007624292277514062,0.004231996780689682
14.0,0.6388423997202508,0.6420306541177397,51.25344,51.25344,1.0,0.5920527892064703,0.683990033175733,0.11318854265029901,0.3433907855741814,0.27991095721255405,0.21684103420969744,0.25487853278389605,2.253788098577404,0.3114441799648139,0.6622770734216719,0.22587170236316942,1.983139573245167,0.2796601054103474,0.2844729018980105,0.5130198001861572,0.34249445449226584,0.21939457644796614,0.11389601892395189,0.006149897683499199,1.4808534172843792,0.004983403824972729,0.007252234276928589,0.003595255750014787
