round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_brier,fed_auroc,fed_auprc_lift,fed_auprc,fed_prevalence,fed_f1_best_threshold,fed_ece,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
24.0,9.223833177357234,1097.448221141523,87.86304,87.86304,1.0,0.3180293448388586,0.23843572391420395,0.6756041939340776,2.139889663888708,0.24612672562535723,0.11438463959710417,0.5648169088952752,0.3753386611735104,0.2837617036744028,0.656473052386582,0.21857546844754072,1.9190790908458624,0.26988922457200404,0.2792866941015089,0.5958932042121887,0.37599980938391997,0.24016663620412615,0.11389601892395189,0.004276950100291056,1.2642665074868091,0.0029750763765081403,0.005487515472929435,0.0032257346572623306
25.0,9.399320447852748,1472.5178071120324,91.524,91.524,1.0,0.3183477239115251,0.23435910946180738,0.6761477060514598,2.159829965175542,0.2484841767028018,0.11438463959710417,0.5623282246856822,0.36996679858550513,0.28659586873035814,0.6563783667731881,0.2183126058560304,1.9167711735543385,0.273757225433526,0.2795281469314619,0.6051713228225708,0.3707269732503576,0.23618858107962007,0.11389601892395189,0.003981477307783655,1.2164159062203908,0.0028701262698747703,0.005013173908823715,0.003827850165183907
26.0,9.324109073535187,1330.8077348369848,95.18496,95.18496,1.0,0.3193285311138772,0.24205260113920157,0.675204467656325,2.129286631159176,0.24526160210629247,0.11438463959710417,0.5724690919425978,0.38028179147463387,0.2838931299752801,0.652529675814029,0.2157983198771382,1.8946958982054172,0.27303220035778175,0.2753246753246753,0.5977485179901123,0.3807649467652479,0.24363442576195868,0.11389601892395189,0.00407605120056086,1.2848148815974128,0.0027628485224121253,0.005299193606435014,0.003523577370226899
27.0,9.279895524825534,1317.3838248882705,98.84592,98.84592,1.0,0.31882996913287537,0.24061873379526977,0.6773033280665262,2.1498757252911798,0.2471032815671847,0.11438463959710417,0.5574767108848345,0.37778359880641005,0.28402711375990414,0.6578225074818577,0.21919729503699292,1.9245386898320866,0.2750678978815861,0.2790464240903388,0.5849681496620178,0.37848597563976816,0.24212664806562206,0.11389601892395189,0.00429853018057791,1.4064679723733207,0.002929443010331925,0.0055736585065542885,0.0035127145262394883
28.0,9.284276498259032,1340.7194021556218,102.50688,102.50688,1.0,0.3192493951704351,0.23806827452550927,0.6780012283939317,2.151991908441536,0.24778136634323056,0.11438463959710417,0.5680363977709618,0.3750798038896766,0.2864394849282482,0.6566556218105255,0.21848907533235676,1.9183205646392383,0.27600944775615793,0.27966903073286054,0.5308869481086731,0.3758054611049197,0.23991063863822465,0.11389601892395189,0.0038805334633553418,1.3199047192765647,0.002571308277331816,0.005096091836349304,0.0033668604875823327
29.0,9.222716217887092,1062.5552806181036,106.16784,106.16784,1.0,0.3218622394585734,0.2377534659792161,0.6795306924309551,2.1716120550358022,0.24892711125208472,0.11438463959710417,0.559721388762801,0.3742529828330049,0.287418189076209,0.6563589904196983,0.21764581182771897,1.9109167632368307,0.2746732762505633,0.27826535880227155,0.5799661874771118,0.37476060196410077,0.2394842517252299,0.11389601892395189,0.0032799196200075645,1.1538025710265174,0.0023231033945978886,0.004167130723636339,0.003193859039168184
30.0,9.161538659959765,1309.1197349462623,109.8288,109.8288,1.0,0.3206893113797004,0.24065771991432014,0.682199520574374,2.165127310130052,0.2493126979342117,0.11438463959710417,0.5565017406562233,0.3785582096106907,0.28939504804172367,0.6540129708121337,0.21739059684594736,1.908675991485695,0.2724485326325011,0.27929286007948473,0.6039379239082336,0.3787758320643489,0.24231196030159083,0.11389601892395189,0.003351352934753504,1.2174090888852334,0.0023471229846086504,0.004283996572955745,0.003019791894053297
31.0,9.246466422799497,1786.689226903065,113.48976,113.48976,1.0,0.32218486285833486,0.2416423209301539,0.6837772442320531,2.186364048784148,0.2516826118408367,0.11438463959710417,0.5792568946319967,0.3800701574912265,0.2890509946409593,0.6531172787929476,0.21674165017018357,1.9029782798194332,0.269577495383947,0.2783649560677448,0.5818220376968384,0.3804630349480252,0.24358608174411275,0.11389601892395189,0.0030715480514800836,1.151073007654304,0.0020667751408177284,0.004006177776016002,0.002685112345725607
32.0,9.26670335526164,1091.6533622664836,117.15072,117.15072,1.0,0.3231213931387217,0.23720385288234577,0.6836243377096088,2.163594953286167,0.24943743283452932,0.11438463959710417,0.5574674672269205,0.37383468656334295,0.28635697261726417,0.6540864478520835,0.21568827599024865,1.8937297196863678,0.27395703080595657,0.27522935779816515,0.5132917165756226,0.3740549465884463,0.23895496752425818,0.11389601892395189,0.003404822841638674,1.3129756278849527,0.0022312814258906312,0.004501373367338347,0.002963161934675354
33.0,9.252863613372451,1951.3557702251019,120.81168,120.81168,1.0,0.32988297070697986,0.24032368050641567,0.684839233692084,2.199347186485088,0.25340170828329844,0.11438463959710417,0.5595289670355408,0.3781798313746183,0.2880436714039341,0.6546358377504475,0.21642794238796773,1.9002239448990415,0.2745497791369351,0.2787447257383966,0.5906951427459717,0.37888274708069697,0.24242034159235332,0.11389601892395189,0.003497841679379136,1.3870304713873338,0.0023755063031442084,0.004545938417850978,0.003010579008123335
