round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc_lift,fed_f1_best_threshold,fed_f1_best,fed_auprc,fed_brier,fed_prevalence,fed_f1,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6882618020903511,0.11972589927241817,3.65056,3.65056,0.9971592150692714,0.3890587895348795,1.6720815524123567,0.5114433818318238,0.2717965741440681,0.1901808076025747,0.25029301288585365,0.11369216241737487,0.21372669905101532,0.6153805590710666,0.6410160432693048,0.17420436559273772,1.5295035527892646,0.26354704750329183,0.26629140506603155,0.5008490681648254,0.3810982582712397,0.24539256993195946,0.11389601892395189,0.027677693918274033,2.990637257695198,0.02328695882454751,0.030582135232867357
2.0,0.6811126202233916,0.1303571859501078,7.30112,7.30112,0.9971592150692714,0.3659093917297949,1.8823055740277563,0.5100341994450233,0.2794935732752409,0.21462105747482305,0.2319891516756849,0.11369216241737487,0.25098306904685835,0.6451098211362509,0.6515276899385876,0.18188082171250036,1.5969023626185017,0.2749794528589879,0.27890818858560795,0.5007054209709167,0.3699629615016034,0.2362492419309506,0.11389601892395189,0.018985280328476118,2.187187789240852,0.015744373267231312,0.02113988653426572
3.0,0.6682236804632221,0.1938807732830649,10.95168,10.95168,0.9971592150692714,0.35241644445702386,1.9668003494354056,0.5086645815445262,0.28557790073551276,0.22432184264194413,0.22268462966156516,0.11369216241737487,0.2549388329310352,0.6558859243119204,0.614731291892266,0.14834949743477271,1.302499409868095,0.21401918976545842,0.2510327854443175,0.4908820688724518,0.3672431054458002,0.2344786683548091,0.11389601892395189,0.014412253367839646,1.7871046550571918,0.013121290314814762,0.01528783109397731
4.0,0.6596166665312445,0.2393988191649185,14.60224,14.60224,0.9971592150692714,0.34319509243604934,2.0222984468145864,0.509929218892973,0.287912955852779,0.2304163129670829,0.2166583175650085,0.11369216241737487,0.2623950191667102,0.6596017807214798,0.6092044756967067,0.14662915040536792,1.2873948693788135,0.19002952926871636,0.24472197442759444,0.47577106952667236,0.3602912818274372,0.22936685983079624,0.11389601892395189,0.010930217481661909,1.451770630897954,0.010652098490617845,0.011124604598745074
5.0,0.6505324172053427,0.2554882532647026,18.2528,18.2528,0.9971592150692714,0.36126263591621816,2.0499603951145957,0.528064982829921,0.2905614847176832,0.23382381371031435,0.22873652867956862,0.11369216241737487,0.2675763724799224,0.662310641839287,0.5761442251263216,0.1374834571975409,1.2070962488104022,0.19491525423728814,0.22755622755622756,0.47197121381759644,0.366032797574541,0.234150673314977,0.11389601892395189,0.00984347650759155,1.3883953297045082,0.009371386030843852,0.010185868953055203
6.0,0.6485562863540075,0.36409622080598575,18.2528,18.2528,0.0,0.3305814185718865,2.198353772243154,0.5370867755696728,0.30402600635366556,0.25001643220463066,0.20869852899415,0.11369216241737487,0.2820014580424206,0.6778183689806918,0.5761442251263216,0.1374834571975409,1.2070962488104022,0.19491525423728814,0.22755622755622756,0.47197121381759644,0.366032797574541,0.234150673314977,0.11389601892395189,0.0,0.0,,
7.0,0.6403090065793153,0.2897793264874866,21.90336,21.90336,0.9971592150692714,0.35086404241440927,2.081692866605607,0.5188107618697979,0.29413550046649084,0.23746845173737083,0.2205418730169687,0.11369216241737487,0.27178219106303847,0.6655738539726027,0.5831493039898371,0.14271849712076443,1.2530595754717049,0.1970306217135787,0.22876926210033263,0.4728039801120758,0.36225287674375606,0.23132317533662008,0.11389601892395189,0.008843474942705746,1.3205164214596152,0.008448926000330391,0.009139817845825434
8.0,0.6431740825606183,0.30457970580909577,21.90336,21.90336,0.0,0.3465269586139968,2.2006459495091586,0.5498299895422543,0.3055179251432967,0.25059761419167115,0.21865573307929728,0.11369216241737487,0.2808789380501024,0.6767200255116317,0.5831493039898371,0.14271849712076443,1.2530595754717049,0.1970306217135787,0.22876926210033263,0.4728039801120758,0.36225287674375606,0.23132317533662008,0.11389601892395189,0.0,0.0,,
9.0,0.6448321777159032,0.34207492264587175,25.55392,25.55392,0.9971592150692714,0.3376382031463624,2.1020462156226816,0.5122034495962016,0.2952366739523046,0.23987674666656486,0.21232387484784598,0.11369216241737487,0.27410578768008415,0.6678416178303935,0.6069856447825479,0.14903032372353756,1.3084770225642808,0.2146341463414634,0.2415033986405438,0.4816080331802368,0.35893199465896264,0.22841415694341172,0.11389601892395189,0.009070860632240252,1.4308203239925206,0.007973019293609324,0.00992709706029784
10.0,0.6395777565632792,0.3650459800921555,25.55392,25.55392,0.0,0.3071248009308427,2.238754101339872,0.5056120197428522,0.3096085158556541,0.25443766064768164,0.1944314194820085,0.11369216241737487,0.29244190943976106,0.6830141373486449,0.6069856447825479,0.14903032372353756,1.3084770225642808,0.2146341463414634,0.2415033986405438,0.4816080331802368,0.35893199465896264,0.22841415694341172,0.11389601892395189,0.0,0.0,,
