round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc_lift,fed_f1,fed_brier,fed_prevalence,fed_auprc,fed_f1_best_threshold,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
25.0,0.6429925618566001,1.2872463005149153,91.524,91.524,1.0,0.699721394427552,2.3860070564588507,0.2905147140273948,0.19713344140577846,0.1132514951211835,0.27273549258553886,0.5578961935101869,0.310353794448467,0.32651306576541805,0.6496186798890368,0.22279479679007402,1.9561245326654797,0.27292451752883407,0.27405588682333687,0.5037083029747009,0.3109658460799877,0.20419114491970305,0.11389601892395189,0.004074106957457388,1.6600288714835187,0.0023958053560140615,0.005945467466466956,0.00475855597685724
26.0,0.6521612548221414,1.7738045276753436,95.18496,95.18496,1.0,0.70210547373938,2.411686091373598,0.2836487527869639,0.2181711691929159,0.1132514951211835,0.2755847825338682,0.5748910704985858,0.3457558829402437,0.3290039766872094,0.6493341712685924,0.22322543575432385,1.959905516130208,0.2661626441795095,0.2714058596411537,0.5250498056411743,0.34650187527303755,0.22468522768362767,0.11389601892395189,0.003972782229158627,1.6829311524879813,0.0023666896239465172,0.005771444371948281,0.0037647263227903634
27.0,0.6449079985831545,1.388109388947495,98.84592,98.84592,1.0,0.7044603180127855,2.4566815477028907,0.28801467844196593,0.20866797395545228,0.1132514951211835,0.2805788256505912,0.581165393701994,0.33006747768277833,0.332888267954528,0.6490962336635631,0.2216823546443489,1.9463573594470032,0.2690142286825673,0.2712903986789337,0.5242592692375183,0.33078412664079243,0.2160138939567825,0.11389601892395189,0.003911753489394793,1.7210635756164265,0.0023150184122698683,0.005707299699759262,0.0044319096773790135
28.0,0.6466231216983418,2.0261556213764247,102.50688,102.50688,1.0,0.705390683316222,2.454112854421114,0.29110426836282827,0.20409591912580263,0.1132514951211835,0.28046685373107044,0.5646057232449856,0.32383241516029054,0.3299678204602665,0.6494649616546483,0.22097087911904872,1.9401106483501454,0.2710063101959482,0.273071191103978,0.5051099061965942,0.3242306583768535,0.2117021433815505,0.11389601892395189,0.0036158518250577827,1.6546448396793494,0.0021777941734114565,0.005233563151283642,0.004322808420134366
29.0,0.6387976182406524,1.4000193111578347,106.16784,106.16784,1.0,0.7075315325253188,2.477610830337408,0.2910613727656757,0.20482075651426135,0.1132514951211835,0.2835535130184992,0.5636529432402716,0.32392543612170344,0.33223197986450775,0.6469398990190797,0.2189619001832503,1.9224719375788775,0.2683194383501536,0.27064378670966255,0.5090182423591614,0.3249486128776732,0.21358750047030275,0.11389601892395189,0.00341446416223401,1.6207650295209532,0.0020127432235138203,0.0049983825630325555,0.0036668882108087707
30.0,0.6510253757697279,3.022030694704617,109.8288,109.8288,1.0,0.709018657646201,2.489029492688673,0.2921571809123688,0.20775823786994146,0.1132514951211835,0.28506656085456195,0.5802833802733063,0.3293167204399237,0.3378255765902137,0.6445735994974999,0.21852622118689757,1.9186467029440866,0.2650394211037909,0.2713759369838648,0.5274558663368225,0.330228145413474,0.21662076577474512,0.11389601892395189,0.0035084666445595676,1.7240445230600017,0.001967159190190441,0.005259550600984335,0.004258583723693674
31.0,0.6578034684802136,2.286343868914303,113.48976,113.48976,1.0,0.7101117755382247,2.497799352279,0.29584172618926435,0.20415442550888394,0.1132514951211835,0.28572586602472155,0.5614676361756389,0.32218832406331255,0.3349743013065609,0.6463615826344502,0.21814322826948448,1.9152840488229725,0.26534870950027456,0.27019459610807783,0.5492662191390991,0.323293791612547,0.21318696364279097,0.11389601892395189,0.00334505357614206,1.701865532901138,0.0019229981137569895,0.004968197302019107,0.005099339545010493
32.0,0.6531133607265757,2.005670556001026,117.15072,117.15072,1.0,0.7099930634383409,2.512369651172282,0.29542714868789566,0.1996967033830323,0.1132514951211835,0.28731288870277794,0.5570060728573372,0.313220265066098,0.335684711350688,0.6479913924816436,0.2196368680072038,1.9283981133164527,0.26850411202489444,0.26895053048702544,0.528903603553772,0.3144009647776874,0.20917072199599165,0.11389601892395189,0.003238049067060376,1.7035057453140325,0.0017892768395430887,0.004895829973515167,0.004592349533130858
33.0,0.655520592391037,2.335419482681822,120.81168,120.81168,1.0,0.7131172969976521,2.535167277244396,0.30073834802133304,0.202507160213874,0.1132514951211835,0.2901757284736679,0.5438535627701164,0.32107015292028235,0.338655282410187,0.6427595009514744,0.21748560725427313,1.9095101769929972,0.2685279763931449,0.26937184777624945,0.5015548467636108,0.3219969185511659,0.2122150673397487,0.11389601892395189,0.0030806809369474434,1.6761435550652095,0.0016931457911009962,0.004672951314877662,0.0036988840063120797
34.0,0.6585227776237228,2.9630793051540856,124.47264,124.47264,1.0,0.7139729180824631,2.5262831671444657,0.29807097319233467,0.20564057449290396,0.1132514951211835,0.28955661388264076,0.5687092023635759,0.32549029110869077,0.3354917601744937,0.6440787118680517,0.2162203700762752,1.8984014728437966,0.26705653021442494,0.26918591089339866,0.5114752054214478,0.32694983262319094,0.21539877846141817,0.11389601892395189,0.0029530383413793465,1.659814539787476,0.0016449489984748647,0.004459034772355287,0.0037939861597244755
35.0,0.6535147765844326,3.3287179052493117,128.1336,128.1336,1.0,0.7152514730455197,2.5200583098780416,0.29655147997785936,0.20764921722414503,0.1132514951211835,0.2884640412763787,0.5776117937498059,0.3293228395765922,0.3372281267033404,0.6439127202698596,0.21259460373480477,1.8665674686729279,0.2614419417875141,0.26945353815159906,0.5327909588813782,0.3304398052837706,0.21719396350987422,0.11389601892395189,0.0028213050854981343,1.6360856664468884,0.0015432417978623193,0.0042906826795060336,0.004109239798818788
36.0,0.6477147028942289,2.344914221216556,131.79456,131.79456,1.0,0.7164945863890427,2.5575081737799894,0.30426267756477077,0.1979883613062286,0.1132514951211835,0.29275147136329277,0.5623848456048651,0.3149590258016747,0.3404556358714665,0.644604872731241,0.21381518608751798,1.8772841062186896,0.2711864406779661,0.2720373613543491,0.5033565163612366,0.3165674476769901,0.2081473655681418,0.11389601892395189,0.0027752148142191043,1.659552042317955,0.0014990551798956195,0.004243555640637123,0.0033780430041200505
37.0,0.6537542373375242,2.9207995471203145,135.45552,135.45552,1.0,0.7167410427586637,2.5782637654616303,0.30363227518215785,0.195963609401023,0.1132514951211835,0.29555237059892026,0.5497960000170227,0.3108131298919417,0.3429077100361329,0.6401449230766295,0.21238629584903157,1.864738538322761,0.2689829728485964,0.27191505891492945,0.5199670791625977,0.31237151305939576,0.20689519707604914,0.11389601892395189,0.0028887751188863124,1.7844805377426383,0.001450875224824312,0.004532833153677959,0.005351227649995705
38.0,0.6598191210335987,3.025927740967261,139.11648,139.11648,1.0,0.7178259168488144,2.591238119972899,0.29502441159889625,0.21156605645200488,0.1132514951211835,0.29649439579754233,0.5730692869186552,0.33759129680416705,0.3420068321751606,0.6407652926740468,0.21230407773032164,1.8640166683268937,0.2621192187025605,0.2696684204086627,0.5305305123329163,0.33887573712894,0.22170019673013092,0.11389601892395189,0.0027354883006460488,1.742233044502882,0.001388850317644438,0.004272483124744347,0.0036223257483699585
39.0,0.6588318017471531,2.469170478416152,142.77744,142.77744,1.0,0.7181776149219596,2.6113198027237177,0.2967859494406747,0.203784782480748,0.1132514951211835,0.29897580775591615,0.578592328042927,0.32120613405034365,0.3447713517375296,0.6431626897370434,0.21404849976787377,1.8793325858983136,0.2648439945737243,0.27186878727634195,0.5320500731468201,0.3223924781259381,0.21484792261586552,0.11389601892395189,0.00237421774244417,1.5516638166636767,0.0012350595443384094,0.0036750218871739776,0.0042703608775413494
40.0,0.663011151284908,5.409057802863911,146.4384,146.4384,1.0,0.7191712842130769,2.6146109442802907,0.3072379045153452,0.19542444961843333,0.1132514951211835,0.2995261433034705,0.5554020231667652,0.3092756476862127,0.34334784539591545,0.6389066686732402,0.2124948338709997,1.8656914954409602,0.26460636138055493,0.2698679471788715,0.511961817741394,0.3106655247201349,0.2070334806085224,0.11389601892395189,0.0024631811133560533,1.6549015323635103,0.0012641161042354586,0.0038331464229026204,0.004669130255925246
41.0,0.6613833322926117,3.686937972725444,150.09936,150.09936,1.0,0.7205151729994099,2.620727065263042,0.3007400508325871,0.20349912648256915,0.1132514951211835,0.3000525432881183,0.5613107056016626,0.3218918094189553,0.34325756012648656,0.6401970409497144,0.2123133149715274,1.8640977707332202,0.26141600335148724,0.27108280254777073,0.5328383445739746,0.32333762954194195,0.21478454443001657,0.11389601892395189,0.002429613609222727,1.677834142969914,0.0012091706597926414,0.003826742467558348,0.004104627186307756
42.0,0.6661001973446893,3.443076079544619,153.76032,153.76032,1.0,0.7205667382426317,2.6355709333256234,0.30256103885312735,0.20437598640293433,0.1132514951211835,0.30238586324071487,0.5771686065954948,0.32384353617070794,0.3493237514185522,0.6385367861325949,0.20972322411607242,1.8413569332577298,0.26188227887944604,0.2653342522398346,0.5153762698173523,0.3251770400912224,0.21576925907619313,0.11389601892395189,0.002241911960544775,1.589030120318057,0.0011495612304140283,0.0034917147964623066,0.003496688303223647
43.0,0.6693786543305791,3.9417132857836727,157.42128,157.42128,1.0,0.7214399905542528,2.664316363890404,0.30817083628694225,0.19828737200947893,0.1132514951211835,0.3053189402057544,0.5647348931667224,0.3156706994423579,0.3490074096023127,0.6392838047969926,0.2113465928793436,1.8556100105698974,0.26567620712256934,0.27026275545669404,0.5350562930107117,0.31715179929616377,0.20930378402178593,0.11389601892395189,0.0022228168611002795,1.615804360920265,0.0011483098905541076,0.0034533727717805853,0.004201681787000212
44.0,0.6566862207245674,3.2207527747463622,161.08224,161.08224,1.0,0.7214425186727876,2.6628040830742967,0.3035207784757657,0.1993873533456122,0.1132514951211835,0.3049872362567136,0.5616246764994585,0.31724427042457554,0.3446062493045333,0.6367463056547478,0.21214488646747376,1.862618978887422,0.26287588846364135,0.2687311376459782,0.5301927328109741,0.3190176758995279,0.21094400758468332,0.11389601892395189,0.00220728289665642,1.64433646075031,0.0011199628296579831,0.0034562278000598062,0.0028797212200079507
45.0,0.6701380471652091,3.7880106831741878,164.7432,164.7432,1.0,0.7224041227657068,2.701338843685876,0.3110816656197757,0.19540252114575454,0.1132514951211835,0.3087645121206382,0.5757048188458085,0.3112056473469779,0.34785140365936434,0.6371043917107558,0.2133873121627149,1.8735273996292452,0.2635043123014072,0.26786530550053333,0.5487174987792969,0.31253015232262815,0.20711287964072372,0.11389601892395189,0.002034278690578936,1.5543667553829437,0.0010481668084869058,0.0031617172765959017,0.0044106737684533395
46.0,0.6652882627282354,3.574461724237512,168.40416,168.40416,1.0,0.7256691919805,2.735413919508886,0.304230293709311,0.20346572130616053,0.1132514951211835,0.31311586833909766,0.5759892331717109,0.3233110281437068,0.3549395757290081,0.6364057135344683,0.21210837773110808,1.8622984344407363,0.25815303430079156,0.267877094972067,0.5446029901504517,0.32445334135759124,0.21548236507418414,0.11389601892395189,0.0021835583708929786,1.7110332189949986,0.0010187723427652962,0.00351328695867171,0.0055267927226794284
47.0,0.6599681091849943,3.7060999241415495,172.06512,172.06512,1.0,0.726393248677943,2.7356038305444526,0.3046339761514904,0.19993067297682954,0.1132514951211835,0.3132729234550944,0.5707941698247545,0.31821710788908597,0.35510841635599477,0.6404076834972049,0.21292358619986426,1.869455914363722,0.26335055986218775,0.26905370843989773,0.5277979969978333,0.3195876628812119,0.2114539644844674,0.11389601892395189,0.002109054473845333,1.6932778237678576,0.000984632415225424,0.003388994924736618,0.005156358306590838
48.0,0.6539954895205582,3.113821107834082,175.72608,175.72608,1.0,0.7286797324846521,2.7532713063144802,0.3045346528638558,0.20657631463288373,0.1132514951211835,0.3149831943484421,0.5750754782678497,0.3290209966417218,0.35582437100799796,0.640256462603713,0.2110886829947624,1.8533455777388133,0.25998988366211434,0.2680119369049311,0.5526095628738403,0.3309749595046788,0.21851002939217143,0.11389601892395189,0.001959583039370751,1.6139355456434714,0.0009419067492471555,0.003113228931282412,0.005181185257612454
