round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_prevalence,fed_auprc_lift,fed_auroc,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_auprc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6884139887333447,0.11517183125905343,0.9136,3.65056,0.9971592150692714,0.25028742968405493,0.11400692477179727,1.6730250236859714,0.6139314444077569,0.27017077962547875,0.3889645246859801,0.5114878086181494,0.19137576968893674,0.21609265480969708,0.641083371077901,0.17442408954093816,1.5314327154612903,0.2635313196837624,0.2663561295786577,0.5005543231964111,0.3810823913012089,0.24537951778564596,0.11389601892395189,0.02768219430879985,2.991406472399831,0.023330056384737934,0.03056065240021304
2.0,0.6804744390873553,0.13449095375335487,1.4096,5.632,0.5412350858791136,0.23187998091652057,0.11400692477179727,1.9594599870806721,0.6555972611908527,0.2874794157618904,0.3661729667259532,0.514803883880799,0.22514645168598585,0.2605514919603827,0.6319340803402849,0.1611854017594852,1.4151978557486573,0.24367289838484038,0.26047411707789064,0.49546346068382263,0.37364504765273887,0.23942708779520439,0.11389601892395189,0.019851750671675016,1.373843606794253,,0.019851750671675016
3.0,0.6678914665221523,0.23286422483358815,1.9056,7.61344,0.5412350858791136,0.2187997710812164,0.11400692477179727,2.0500018061924425,0.6699198684422817,0.2960268383653795,0.34719704768456566,0.5148186927532903,0.2351775832047263,0.270826317112678,0.5986807564548482,0.1421884433623908,1.2484057362648444,0.2189763963542884,0.23756375194027646,0.4886695444583893,0.37325239944088423,0.2393226916071024,0.11389601892395189,0.015220110948428782,1.1168901592027396,,0.015220110948428782
4.0,0.6544794451225613,0.29092382926639965,2.4016,9.59488,0.5412350858791136,0.21255622208974423,0.11400692477179727,2.1468088392147973,0.6806215633075033,0.3073437967794978,0.33831079486859533,0.5277802702368976,0.2461336051048703,0.2828598859556681,0.6023070460302344,0.14641369270503413,1.2855031640991263,0.21567537520844915,0.2385264773599386,0.48361992835998535,0.3676437035355224,0.23502428098512262,0.11389601892395189,0.01233048361891481,0.9549008817411959,,0.01233048361891481
5.0,0.6564028302476428,0.34135355688257196,2.8192,11.264,0.4559241291901578,0.22080431551204988,0.11400692477179727,1.9687049230228209,0.6542383331125893,0.28259657545999994,0.3473982892060454,0.5192331163658824,0.22572624407420855,0.26534456158844133,0.592959461405642,0.13891888269876246,1.2196991959088428,0.1985632183908046,0.2373570877463702,0.4753284156322479,0.36435949408364254,0.23259228523641684,0.11389601892395189,0.01724139324646315,0.7937119351699948,0.01724139324646315,
6.0,0.6519860418111497,0.4092409507556846,3.3152,13.24544,0.5412350858791136,0.2130042559353273,0.11400692477179727,2.07577478059809,0.6687080002558778,0.2987915401978045,0.3387003686974399,0.5090609826210876,0.23796013531265736,0.2775768974353953,0.5834375397974488,0.1342931280740038,1.1790853564747596,0.19862212400883922,0.23471481329503488,0.47613710165023804,0.36569715725157026,0.23366430604670219,0.11389601892395189,0.010093218547768333,0.8172288518399,,0.010093218547768333
7.0,0.6357849794081829,0.41421930245492666,3.8112,15.22688,0.5412350858791136,0.21325622732354163,0.11400692477179727,2.2115259368716518,0.6817734993563433,0.30865826589220685,0.34121694216609644,0.5140265804362213,0.2525444185825149,0.29268015575261846,0.5684203513153758,0.13061290845848272,1.1467732559264663,0.17551203468380924,0.22652494753232685,0.47283658385276794,0.36324747954390957,0.2321657557474155,0.11389601892395189,0.010059266931172432,0.850644416641444,,0.010059266931172432
8.0,0.6228991017610972,0.4980691077248789,4.3072,17.20832,0.5412350858791136,0.22338525004145163,0.11400692477179727,2.27055758262366,0.68959847430437,0.3170660890847746,0.3554201629412673,0.54438432211166,0.25943713648323957,0.2941199594210121,0.5824603265397461,0.1349691999966114,1.1850212261302129,0.17929095736373574,0.23186217310728258,0.4715338349342346,0.3615034459233494,0.23065017143010394,0.11389601892395189,0.010302059978763383,0.9131926293484867,,0.010302059978763383
9.0,0.6123711855817915,0.6024468822579452,4.8032,19.18976,0.5412350858791136,0.20758513240623944,0.11400692477179727,2.3591094812724283,0.697871033120557,0.3240409544025191,0.3318922224798441,0.5305963638709108,0.2696209494029216,0.30455675639128105,0.5953907921861491,0.13947068640581536,1.2245439983195516,0.19898624185372918,0.23829013187812645,0.47632038593292236,0.3579486258599075,0.22780915256596315,0.11389601892395189,0.010782111437119317,1.0028920525219291,,0.010782111437119317
10.0,0.6387297631398869,0.4730920327384919,5.7168,22.84032,0.9971592150692714,0.1992937107381772,0.11400692477179727,2.0098291612412384,0.6570354131357888,0.28617928642658247,0.31438829015083264,0.4656292832175403,0.23095819034251575,0.26540514522727454,0.6132549241915229,0.14954623215825089,1.3130066667045015,0.20785572367415558,0.2449425915800984,0.4750310778617859,0.3538747405773668,0.2245900902049987,0.11389601892395189,0.009348754728026633,1.377267811098136,0.01276012083914685,0.007591116416335994
11.0,0.6451430538609103,0.4486690893177062,6.2128,24.82176,0.5412350858791136,0.21422146448433518,0.11400692477179727,2.1578719378814544,0.6750389313667313,0.30286901097899316,0.3407778157897441,0.5275149264987025,0.247440885400928,0.28762196974627324,0.6109053405396636,0.14800845442879088,1.2995050733741254,0.20986776624484574,0.24553535677104188,0.4800625443458557,0.35557932842959156,0.22582591023609688,0.11389601892395189,0.007806361999001832,0.7791519614402205,,0.007806361999001832
12.0,0.6281623583090842,0.5160033448188794,6.7088,26.8032,0.5412350858791136,0.21404416840398804,0.11400692477179727,2.2435388476594107,0.6847890134070544,0.3091522278074958,0.3398257872209934,0.5294983411383096,0.2569744254965215,0.2887208814601504,0.5986326042085138,0.141651219484513,1.243688943852315,0.19187862561356536,0.23934748980452822,0.4664416015148163,0.35464113643841494,0.2253637573152975,0.11389601892395189,0.006925443746089195,0.7191605133702978,,0.006925443746089195
13.0,0.61113096906534,0.8793851542974368,7.2048,28.78464,0.5412350858791136,0.2140172286004276,0.11400692477179727,2.362331692425101,0.6945638542170564,0.3205649346606945,0.33975002823369965,0.5534679259486944,0.26962276947631086,0.29685406272273657,0.6216529796489557,0.1563777731554117,1.372987174027784,0.2297086368366285,0.2491883116883117,0.48103857040405273,0.35576444997317813,0.2257885080869916,0.11389601892395189,0.00794067127423646,0.8605294368462637,,0.00794067127423646
14.0,0.5942539803207442,0.6752689734459576,7.7008,30.76608,0.5412350858791136,0.21641712505880975,0.11400692477179727,2.4425869319752502,0.7034441389709005,0.3269800097970154,0.34397569955929025,0.5624391257218831,0.27859013749543643,0.2997165223518685,0.6264349482352685,0.16196907017871987,1.4220784159880622,0.23673263582503468,0.25186144383295567,0.4815268814563751,0.35552600191274153,0.22553567514211426,0.11389601892395189,0.008129385944223558,0.9232262938749045,,0.008129385944223558
15.0,0.642943015891209,0.6569558948780984,8.1184,32.4352,0.4559241291901578,0.21901875148477817,0.11400692477179727,2.062842955105098,0.6654983345034261,0.2934013402952614,0.3460215941803201,0.5297040322384521,0.23742006273214777,0.27235212135902864,0.6272354777618947,0.1650134700437263,1.448808058461687,0.2385152033697512,0.24789555059268167,0.4911324977874756,0.36086554210705224,0.2295238886603753,0.11389601892395189,0.011057875496161993,0.597720408346504,0.011057875496161993,
16.0,0.6431041746041897,0.6965857507778923,8.6144,34.41664,0.5412350858791136,0.2134405048871203,0.11400692477179727,2.2098315999232048,0.6804069554771538,0.3078044023275646,0.3391831632395154,0.5100989130952653,0.2537197543880746,0.28792957702574506,0.6253719971232641,0.16076690103427071,1.4115234452717298,0.23801610635306147,0.2479927283744887,0.4810718595981598,0.3587522157677659,0.2279921069385926,0.11389601892395189,0.00599263659281867,0.7047400661977008,,0.00599263659281867
17.0,0.6217843112262214,0.5911256265328092,9.1104,36.39808,0.5412350858791136,0.22505791586033552,0.11400692477179727,2.3166303380555924,0.6912059032754493,0.31601031659320167,0.3567861375216891,0.5564271962301215,0.26511260532801756,0.28740778577688025,0.6324763296006076,0.1676273323152509,1.4717576074996552,0.24253781287645562,0.2531699978508489,0.49690353870391846,0.35711379050818515,0.2266905083640847,0.11389601892395189,0.006241956680881301,0.7580551919527352,,0.006241956680881301
18.0,0.6034464551701101,0.7265394682414047,9.6064,38.37952,0.5412350858791136,0.21503760030251692,0.11400692477179727,2.4328278807466335,0.7022988995067045,0.32563507829840643,0.34324874061907024,0.5523896351677088,0.2774915596572199,0.2973999781186672,0.6143089526433387,0.1536567221042951,1.3490965141362081,0.2208429561200924,0.2420004560310101,0.4801362454891205,0.35849122334014993,0.22799730907959553,0.11389601892395189,0.007420989393660375,0.9368369985604659,,0.007420989393660375
