round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_auprc,fed_prevalence,fed_f1,fed_auprc_lift,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6899977509573985,0.08660150497116534,3.65056,3.65056,0.9971592150692714,0.2480249316682222,0.24661710788943034,0.588614929821082,0.4986918972917124,0.17670757583377286,0.1107963487566887,0.1641426829333519,1.5749311992989277,0.3868642559001234,0.41992164724705944,0.09432477868267392,0.828165721452076,0.013781921361978111,0.20453723788864786,0.4789589047431946,0.37656166226480237,0.24294515499068406,0.11389601892395189,0.027077193005079443,2.9139146311208606,0.02291487952383039,0.02982595722844556
2.0,0.6874359051366981,0.10660089647526505,5.632,5.632,0.5412350858791136,0.2479761247233385,0.28854824636510423,0.6543193957130392,0.513795453066116,0.21155586920533392,0.1107963487566887,0.22886686226399053,1.922499610453209,0.3889674411448136,0.4459993075714506,0.10205381017700985,0.8960261398175027,0.1701064057701921,0.20450951154489178,0.46690163016319275,0.387293177056525,0.2510965039316493,0.11389601892395189,0.025154441548384594,2.0197495901957154,,0.025154441548384594
3.0,0.6798154172512941,0.14419492965052155,7.61344,7.61344,0.5412350858791136,0.23909693641168067,0.30179914375841854,0.6724418028501714,0.5186474436816082,0.22159259972613662,0.1107963487566887,0.2497659512777209,2.0243958274738545,0.3796038565824795,0.469809445108924,0.1208586180193477,1.0611311893179052,0.14561276287164612,0.20465158453098786,0.4790414869785309,0.38195897452730115,0.24679920913342585,0.11389601892395189,0.01788416257202074,1.740007711108774,,0.01788416257202074
4.0,0.6736807172090422,0.19351837460343355,9.59488,9.59488,0.5412350858791136,0.2303067685456263,0.310273256134727,0.682221456980704,0.5212752567415985,0.22737506478579345,0.1107963487566887,0.27164705652106125,2.0901705104480905,0.36886890635086667,0.48943962380960293,0.1332712231100733,1.170113094111377,0.1854017760450509,0.20453723788864786,0.4734509587287903,0.3877555494027922,0.25122880807881404,0.11389601892395189,0.012838496551555858,1.467355987522751,,0.012838496551555858
5.0,0.6794113103516424,0.1914267305668768,11.264,11.264,0.4559241291901578,0.2245753863149771,0.2933619886109156,0.6638524240939507,0.533287162658063,0.21279365371997122,0.1107963487566887,0.2635218823221022,1.9390191603473395,0.35903481360516687,0.47126599722536644,0.12338179071026478,1.0832844894486304,0.17060838362420486,0.2046019619366213,0.46865159273147583,0.38659230375891096,0.25047258494423164,0.11389601892395189,0.01624923047788427,0.9140695692040026,0.01624923047788427,
6.0,0.6749384132648347,0.21143938151543615,13.24544,13.24544,0.5412350858791136,0.2285579418606248,0.30097179861404044,0.6707910248817986,0.5116076300644747,0.2185568545902726,0.1107963487566887,0.27232955562430333,1.9972739026741133,0.3660386989016859,0.44138433453946946,0.10670114656911572,0.9368294658337429,0.16585294760620856,0.20454648167397296,0.47638264298439026,0.3894430654080959,0.2529441362684704,0.11389601892395189,0.009967488494694214,1.3040532695595175,,0.009967488494694214
7.0,0.6635866301974992,0.2618326622091726,15.22688,15.22688,0.5412350858791136,0.22147365658195026,0.31029573797523335,0.6834673607688948,0.5192653843281139,0.2296109093427211,0.1107963487566887,0.27962083401383553,2.10757823833645,0.35693585105688275,0.47361175329444444,0.12216149964907222,1.0725704094243993,0.18977356563191647,0.20458968904177796,0.48405301570892334,0.3934097147379699,0.2557435929268018,0.11389601892395189,0.007990873834503576,1.182363165076822,,0.007990873834503576
8.0,0.6501858912724046,0.31286565590500975,17.20832,17.20832,0.5412350858791136,0.22158340194612028,0.3173045540872245,0.6938122158953575,0.5453993027376086,0.2369251728850446,0.1107963487566887,0.28765541723691807,2.181423300894821,0.35597747588893097,0.49183244032271367,0.13435093689923577,1.1795929143839663,0.18471703533467396,0.20453723788864786,0.4770623743534088,0.39076811634988456,0.2535179943904033,0.11389601892395189,0.006770860091765262,1.118761746911332,,0.006770860091765262
9.0,0.636719658603371,0.388394714194952,19.18976,19.18976,0.5412350858791136,0.21131283832976291,0.3312664311567078,0.7025063862761154,0.5421090236935632,0.2457726711264203,0.1107963487566887,0.2977924185043578,2.265600333931276,0.3412426840357991,0.5233233192054952,0.14443332988191754,1.2681157010268755,0.1764256619144603,0.20520067834934994,0.4819256365299225,0.3821364479525963,0.24655240528563108,0.11389601892395189,0.005908851666682623,1.078780606854707,,0.005908851666682623
10.0,0.6600142555031374,0.40146352083922743,22.84032,22.84032,0.9971592150692714,0.23154962035639617,0.2925945771679684,0.6645514193257649,0.5372641610900374,0.21466599339355102,0.1107963487566887,0.2661128880940797,1.9557095014475565,0.36914361553781994,0.48786863324272456,0.12068499965905116,1.0596068308553634,0.15620354488279017,0.20457323975549013,0.47269853949546814,0.38238676626349055,0.24724097838239997,0.11389601892395189,0.007040704542192842,1.9071964347967878,0.010926016584089877,0.00567433768060359
