round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auroc,fed_auprc,fed_prevalence,fed_f1_best_threshold,fed_brier,fed_ece,fed_auprc_lift,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
39.0,0.15591107836102824,0.07877918687634551,47.45728,47.45728,0.0,0.34415497637874504,0.7211046014906678,0.2977315702247945,0.11341893252769385,0.5413099801184728,0.22824873235233684,0.3676200359956571,2.6740397365466455,0.30656556752938624,0.4868531943550156,0.11071364573248021,0.9720589602557,0.028037383177570093,0.20871604455735784,0.46893250942230225,0.373017684617432,0.2401518235081426,0.11389601892395189,0.0,0.0,,
40.0,0.1518438388126004,0.05963647717443894,47.45728,47.45728,0.0,0.3582062741580764,0.7349486911619464,0.31801354374981283,0.11341893252769385,0.5372254933077704,0.22851374143116915,0.36881903202947297,2.8660005667864557,0.3168814196625688,0.4868531943550156,0.11071364573248021,0.9720589602557,0.028037383177570093,0.20871604455735784,0.46893250942230225,0.373017684617432,0.2401518235081426,0.11389601892395189,0.0,0.0,,
41.0,0.1630989337508701,0.07661018266350123,51.10784,51.10784,0.9971592150692714,0.3203378237659389,0.6960801982902126,0.2608154892068464,0.11341893252769385,0.5350187818584484,0.2360065190250705,0.37506419738749003,2.3076709058301,0.2948981518550956,0.4446922696230632,0.10217178121844187,0.8970619182630232,0.00859106529209622,0.20454648167397296,0.41249585151672363,0.3715011377754338,0.23953795690096374,0.11389601892395189,0.006075129600511346,1.3117310797097161,0.004397774730597505,0.007566731487663474
42.0,0.159695371097724,0.06482031731216013,51.10784,51.10784,0.0,0.3324849248795495,0.7107612475158049,0.2841522648680821,0.11341893252769385,0.5357118695486649,0.2307992754279878,0.36983198353651187,2.5400522640137413,0.30328687217376515,0.4446922696230632,0.10217178121844187,0.8970619182630232,0.00859106529209622,0.20454648167397296,0.41249585151672363,0.3715011377754338,0.23953795690096374,0.11389601892395189,0.0,0.0,,
43.0,0.1548877382968191,0.053561203879280594,51.10784,51.10784,0.0,0.3505054781632469,0.7300102482599752,0.3056023885291491,0.11341893252769385,0.5562095032800422,0.2347203065224915,0.3771214256530172,2.746403456297727,0.30407273172384924,0.4446922696230632,0.10217178121844187,0.8970619182630232,0.00859106529209622,0.20454648167397296,0.41249585151672363,0.3715011377754338,0.23953795690096374,0.11389601892395189,0.0,0.0,,
44.0,0.15075962005784121,0.07519213267280891,51.10784,51.10784,0.0,0.3603333597627909,0.7374117831783048,0.3185013587733843,0.11341893252769385,0.5349621387931996,0.23099308510479097,0.3727578195824859,2.87933935345649,0.3164509562333782,0.4446922696230632,0.10217178121844187,0.8970619182630232,0.00859106529209622,0.20454648167397296,0.41249585151672363,0.3715011377754338,0.23953795690096374,0.11389601892395189,0.0,0.0,,
45.0,0.16257474442687164,0.08425235568763054,54.7584,54.7584,0.9971592150692714,0.32056107699334213,0.693295383927616,0.26036659566885545,0.11341893252769385,0.5343313267884057,0.22968301720074596,0.3666321158377231,2.302309267339558,0.2959609830353094,0.5117587484361501,0.11536414678029913,1.01289007175332,0.05268630849220104,0.2143906020558003,0.4762144386768341,0.37155979760004293,0.238812414862196,0.11389601892395189,0.005928142844825865,1.3426034406293184,0.0039987024091860885,0.007690031922573894
46.0,0.16088391248128014,0.08086457213135916,54.7584,54.7584,0.0,0.33869271321098793,0.7158501453948929,0.2845431417395086,0.11341893252769385,0.5405609499726891,0.2380452226767317,0.3793685352729871,2.5437936001910817,0.29136881042233825,0.5117587484361501,0.11536414678029913,1.01289007175332,0.05268630849220104,0.2143906020558003,0.4762144386768341,0.37155979760004293,0.238812414862196,0.11389601892395189,0.0,0.0,,
47.0,0.154701255959999,0.06423409417036982,54.7584,54.7584,0.0,0.34386528401885774,0.726976329507804,0.30116662489284546,0.11341893252769385,0.5237449867705264,0.22920229623884525,0.3692030890404893,2.710521545801393,0.3158106358962009,0.5117587484361501,0.11536414678029913,1.01289007175332,0.05268630849220104,0.2143906020558003,0.4762144386768341,0.37155979760004293,0.238812414862196,0.11389601892395189,0.0,0.0,,
48.0,0.1497960557020449,0.06760291756135059,54.7584,54.7584,0.0,0.3562405629757098,0.7415879795412108,0.3183784660551009,0.11341893252769385,0.5457942877358721,0.23087493844314286,0.372613202138032,2.873716478628424,0.3179596941733185,0.5117587484361501,0.11536414678029913,1.01289007175332,0.05268630849220104,0.2143906020558003,0.4762144386768341,0.37155979760004293,0.238812414862196,0.11389601892395189,0.0,0.0,,
49.0,0.16216680167211633,0.09735039235277589,58.40896,58.40896,0.9971592150692714,0.3243615432473149,0.6976513170488909,0.2687648035079793,0.11341893252769385,0.5334402643151633,0.23361712872532767,0.37243708227137406,2.3763291878411823,0.2942114408861105,0.5157803080930561,0.11566148718289157,1.0155007020931828,0.044238316089903675,0.21849851174071216,0.4777497947216034,0.3716530204509248,0.23878439781936633,0.11389601892395189,0.005457200582338493,1.2976257983827963,0.003929517232859091,0.0068823959403883795
50.0,0.16060853422572294,0.07482868736125234,58.40896,58.40896,0.0,0.34019396814903363,0.7192855476816084,0.2924813498804191,0.11341893252769385,0.5332738147056235,0.22399774555392127,0.36101744378366385,2.6137906278742076,0.30682695283231387,0.5157803080930561,0.11566148718289157,1.0155007020931828,0.044238316089903675,0.21849851174071216,0.4777497947216034,0.3716530204509248,0.23878439781936633,0.11389601892395189,0.0,0.0,,
51.0,0.15459662990162087,0.062315015589094136,58.40896,58.40896,0.0,0.35121841456839276,0.7316096449228117,0.3152396795095326,0.11341893252769385,0.5265186243847177,0.2254671168967363,0.3647327099852677,2.8416661946426,0.3175876500688651,0.5157803080930561,0.11566148718289157,1.0155007020931828,0.044238316089903675,0.21849851174071216,0.4777497947216034,0.3716530204509248,0.23878439781936633,0.11389601892395189,0.0,0.0,,
52.0,0.14962567137574023,0.07058251945559171,58.40896,58.40896,0.0,0.3715088595438918,0.7472706290233375,0.3367489554292709,0.11341893252769385,0.5311099426091198,0.2186993350395145,0.3563115984747282,3.0567200909566785,0.334246651169656,0.5157803080930561,0.11566148718289157,1.0155007020931828,0.044238316089903675,0.21849851174071216,0.4777497947216034,0.3716530204509248,0.23878439781936633,0.11389601892395189,0.0,0.0,,
53.0,0.16257580145553469,0.08353797158428203,62.05952,62.05952,0.9971592150692714,0.32773231202289277,0.7013508406817496,0.2717682805756679,0.11341893252769385,0.5210847299272141,0.23176878151661606,0.36999554167457543,2.399685683590348,0.3019865419951641,0.504348799160532,0.11346781174212187,0.9962403674344761,0.07531380753138076,0.21495717568414455,0.475914865732193,0.3732892676465698,0.24012897227698873,0.11389601892395189,0.005342761827878008,1.3325835736468434,0.0036455018615321935,0.0069588422619011716
54.0,0.16043169450145234,0.06645401297456338,62.05952,62.05952,0.0,0.3412249346837178,0.7184315671695841,0.2874170583018002,0.11341893252769385,0.522955055023128,0.23187666738591667,0.37152299505151054,2.568892158959726,0.3095220453425826,0.504348799160532,0.11346781174212187,0.9962403674344761,0.07531380753138076,0.21495717568414455,0.475914865732193,0.3732892676465698,0.24012897227698873,0.11389601892395189,0.0,0.0,,
55.0,0.15685882886479618,0.08043665628119465,62.05952,62.05952,0.0,0.3524522784141857,0.7357148455381561,0.31009907988786206,0.11341893252769385,0.5448172990033875,0.23387222906091615,0.3759831042898386,2.7948393611381457,0.31558499066584106,0.504348799160532,0.11346781174212187,0.9962403674344761,0.07531380753138076,0.21495717568414455,0.475914865732193,0.3732892676465698,0.24012897227698873,0.11389601892395189,0.0,0.0,,
56.0,0.15114969825276556,0.08467169392269372,62.05952,62.05952,0.0,0.3642737123859694,0.7442840521544649,0.33118670204352785,0.11341893252769385,0.5544559480688063,0.22961875512943036,0.37196618481281274,2.9970769322453807,0.3199985698153215,0.504348799160532,0.11346781174212187,0.9962403674344761,0.07531380753138076,0.21495717568414455,0.475914865732193,0.3732892676465698,0.24012897227698873,0.11389601892395189,0.0,0.0,,
57.0,0.16219744252517773,0.09141941564199928,65.71008,65.71008,0.9971592150692714,0.3282266495396083,0.7031136803300253,0.27308911682916115,0.11341893252769385,0.5288033073379734,0.2318168804940725,0.3700891156406081,2.409865376309387,0.30119198863894553,0.5014255549706395,0.11204328435787264,0.9837331051288428,0.05909389363099146,0.2118166991108539,0.4772163927555084,0.37357159315372807,0.24040371206698866,0.11389601892395189,0.005487623497526317,1.4342452407581732,0.0035459017724286117,0.007369768395138355
58.0,0.15938794386966404,0.07360473281177723,65.71008,65.71008,0.0,0.3419308403476148,0.7230506070906194,0.29610303147771744,0.11341893252769385,0.528473244434127,0.22783883735984206,0.366380925278094,2.6415542251412454,0.31255375123569645,0.5014255549706395,0.11204328435787264,0.9837331051288428,0.05909389363099146,0.2118166991108539,0.4772163927555084,0.37357159315372807,0.24040371206698866,0.11389601892395189,0.0,0.0,,
59.0,0.15493000423408018,0.077365858926532,65.71008,65.71008,0.0,0.3624209968149151,0.741710704709458,0.3196292459525344,0.11341893252769385,0.5425725493576351,0.23149296792243973,0.37329147732183565,2.874603765338348,0.31730668549140256,0.5014255549706395,0.11204328435787264,0.9837331051288428,0.05909389363099146,0.2118166991108539,0.4772163927555084,0.37357159315372807,0.24040371206698866,0.11389601892395189,0.0,0.0,,
60.0,0.14937528209600948,0.070811874052276,65.71008,65.71008,0.0,0.3757600747616206,0.7510965826827372,0.34015376046001855,0.11341893252769385,0.5336451566996652,0.23023295034542762,0.3726650194611029,3.0866662044357716,0.32580974739424173,0.5014255549706395,0.11204328435787264,0.9837331051288428,0.05909389363099146,0.2118166991108539,0.4772163927555084,0.37357159315372807,0.24040371206698866,0.11389601892395189,0.0,0.0,,
