round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auroc,fed_auprc,fed_prevalence,fed_f1_best_threshold,fed_brier,fed_ece,fed_auprc_lift,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.17312633190853183,0.031898001163515835,3.65056,3.65056,0.9971592150692714,0.27891918562656026,0.6347464647061068,0.20098492497930923,0.11341893252769385,0.5115569379698385,0.25218019453674384,0.3910286004213318,1.8023472382713082,0.230555591659856,0.4360507422523826,0.09925933938660297,0.8714908591570545,0.0008613264427217916,0.20451875282422052,0.4639417231082916,0.37915451612948436,0.24485719585440682,0.11389601892395189,0.02383523121452282,2.5609340807422996,0.019617563802974643,0.026708122044756564
2.0,0.16967730685577762,0.02367695619060036,7.30112,7.30112,0.9971592150692714,0.28929188044627097,0.6522351726818258,0.2119756412112577,0.11341893252769385,0.5131092452315645,0.24940248177093335,0.3886856002900055,1.8777182007994497,0.2498142458255204,0.4589820667832628,0.10449696333611613,0.91747687340932,0.06559297218155198,0.2045002711006687,0.43652695417404175,0.37776060910048276,0.244014790471044,0.11389601892395189,0.01624827969857166,1.8354862707201391,0.01349128379869638,0.018140373809215394
3.0,0.167719292673084,0.022784714826643862,10.95168,10.95168,0.9971592150692714,0.2942170289851969,0.6592754485107813,0.223212419136399,0.11341893252769385,0.5092325701799398,0.24276865003521955,0.3813233054716662,1.9882997767875252,0.2696907207941397,0.44136215965824127,0.10188032850572855,0.8945029814760586,0.07714663143989432,0.2045002711006687,0.43192076683044434,0.3778056609857976,0.24422032465434923,0.11389601892395189,0.011380263377174219,1.3637715778313577,0.00997608885458346,0.012360389150818562
4.0,0.1649317103217877,0.026328717704536892,14.60224,14.60224,0.9971592150692714,0.2955253606041288,0.6655861823323267,0.22733647851400623,0.11341893252769385,0.5151223209212944,0.24494794885373833,0.3844329156469243,2.017341309930174,0.272781619727648,0.41359457761281215,0.09671273255656543,0.8491318087345994,0.11722073420513629,0.2045002711006687,0.45358821749687195,0.381161272383293,0.24657331406766028,0.11389601892395189,0.009614691259200258,1.21524643083103,0.008975367393137751,0.010074272630761208
5.0,0.1638555481705827,0.02575968387534902,18.2528,18.2528,0.9971592150692714,0.29788552254338824,0.6695043611294497,0.23255421816830962,0.11341893252769385,0.5144003897132531,0.24399473393872567,0.38367792395621625,2.0650202918630716,0.27484638479288814,0.42524902755553395,0.09753534005749209,0.8563542517023024,0.12009014810045074,0.2045002711006687,0.4452480971813202,0.3793109806244287,0.24524722603660523,0.11389601892395189,0.008428638028286537,1.1192309490870684,0.008056358037493591,0.008705385365378184
6.0,0.16389707835491849,0.029572210396422872,18.2528,18.2528,0.0,0.3114620863592719,0.6829391604282548,0.24942643101121578,0.11341893252769385,0.5222463293895802,0.24106505796445998,0.3812025611768106,2.256763684666658,0.2784145117991138,0.42524902755553395,0.09753534005749209,0.8563542517023024,0.12009014810045074,0.2045002711006687,0.4452480971813202,0.3793109806244287,0.24524722603660523,0.11389601892395189,0.0,0.0,,
7.0,0.16069044628576962,0.04029562901972064,18.2528,18.2528,0.0,0.31886583837308896,0.6939537083840048,0.2619899700758303,0.11341893252769385,0.5278706578472171,0.23248821502626738,0.37078428599413227,2.354348978682098,0.2891825764921114,0.42524902755553395,0.09753534005749209,0.8563542517023024,0.12009014810045074,0.2045002711006687,0.4452480971813202,0.3793109806244287,0.24524722603660523,0.11389601892395189,0.0,0.0,,
8.0,0.15900281602780214,0.06158216177727197,18.2528,18.2528,0.0,0.33408757627529295,0.7060130214380685,0.2777971118357843,0.11341893252769385,0.5315957558861852,0.23576420239250284,0.37606703453441226,2.5006354752645286,0.2920864438377666,0.42524902755553395,0.09753534005749209,0.8563542517023024,0.12009014810045074,0.2045002711006687,0.4452480971813202,0.3793109806244287,0.24524722603660523,0.11389601892395189,0.0,0.0,,
9.0,0.16312521413511202,0.03033805677083795,21.90336,21.90336,0.9971592150692714,0.30003380174137434,0.6708628862106731,0.2353712130289896,0.11341893252769385,0.5129051814409121,0.23873771217220088,0.37689455707387737,2.0977098390477518,0.27884131794669065,0.4284474812221299,0.0986982736160245,0.8665647364015867,0.09696701350453842,0.2045002711006687,0.44975969195365906,0.3781586427190378,0.24438461307179737,0.11389601892395189,0.009088100180947802,1.269728090846911,0.007457691671962775,0.010343276621595034
10.0,0.16217414848925643,0.031169660502741493,21.90336,21.90336,0.0,0.31205952376403706,0.6853043767143996,0.24988052767452076,0.11341893252769385,0.5135389725787401,0.23290830276165417,0.3702923023167244,2.229048340624039,0.2965086364493139,0.4284474812221299,0.0986982736160245,0.8665647364015867,0.09696701350453842,0.2045002711006687,0.44975969195365906,0.3781586427190378,0.24438461307179737,0.11389601892395189,0.0,0.0,,
11.0,0.15983355359319137,0.03971084227957136,21.90336,21.90336,0.0,0.3234947397442263,0.6979428454455281,0.26260049893029647,0.11341893252769385,0.5247462444712688,0.2281473615388397,0.3651403065560777,2.3550252539443157,0.3008405083055116,0.4284474812221299,0.0986982736160245,0.8665647364015867,0.09696701350453842,0.2045002711006687,0.44975969195365906,0.3781586427190378,0.24438461307179737,0.11389601892395189,0.0,0.0,,
12.0,0.15628946251378978,0.043701108383024205,21.90336,21.90336,0.0,0.334500176965718,0.7081005524118006,0.27404042280693064,0.11341893252769385,0.5313682972537007,0.2302859982839487,0.36912862459161994,2.4667599935761064,0.30247186168174883,0.4284474812221299,0.0986982736160245,0.8665647364015867,0.09696701350453842,0.2045002711006687,0.44975969195365906,0.3781586427190378,0.24438461307179737,0.11389601892395189,0.0,0.0,,
13.0,0.16318110195537533,0.03949127759890581,25.55392,25.55392,0.9971592150692714,0.301627324803596,0.6743213593306816,0.23824186802982922,0.11341893252769385,0.5196217998809743,0.23367715012675544,0.3705498084204585,2.1146015750138063,0.2868931767893451,0.4839833982800926,0.10943439175663404,0.9608271894885381,0.0,0.20654679575841398,0.4766329824924469,0.37258126757256405,0.23985295561518363,0.11389601892395189,0.00942125589173762,1.393815679475665,0.006852590228566286,0.011441488340740815
14.0,0.1611987358341187,0.033942784640810963,25.55392,25.55392,0.0,0.313961214225402,0.6888545542117822,0.25310807466736823,0.11341893252769385,0.5130208320934455,0.23362495761100155,0.3713747420116568,2.260877938820111,0.29456588734575984,0.4839833982800926,0.10943439175663404,0.9608271894885381,0.0,0.20654679575841398,0.4766329824924469,0.37258126757256405,0.23985295561518363,0.11389601892395189,0.0,0.0,,
15.0,0.15723643452223154,0.03869567834170755,25.55392,25.55392,0.0,0.3234242290881017,0.6997582830885012,0.26777911645787694,0.11341893252769385,0.5389792119740899,0.2365397342415342,0.3768530785924899,2.3940525632372336,0.29014815365286234,0.4839833982800926,0.10943439175663404,0.9608271894885381,0.0,0.20654679575841398,0.4766329824924469,0.37258126757256405,0.23985295561518363,0.11389601892395189,0.0,0.0,,
16.0,0.15480406157586318,0.04459768447686037,25.55392,25.55392,0.0,0.3401777900939936,0.7153010539575502,0.28786752372250385,0.11341893252769385,0.5309612305210256,0.23051281441940205,0.3702359357558018,2.5843911661664105,0.30963818743506466,0.4839833982800926,0.10943439175663404,0.9608271894885381,0.0,0.20654679575841398,0.4766329824924469,0.37258126757256405,0.23985295561518363,0.11389601892395189,0.0,0.0,,
17.0,0.16175266904491528,0.04920172715508612,29.20448,29.20448,0.9971592150692714,0.3048342903988484,0.6765470308236949,0.23983611007320502,0.11341893252769385,0.5320565738871859,0.2411278155544195,0.3806688337523982,2.1265258124442115,0.2790587650974574,0.5019459305365759,0.11382486340193937,0.9993752589187509,0.012568077084206116,0.21117632048992088,0.473153680562973,0.37146309124330873,0.23888106313285967,0.11389601892395189,0.008274959101983254,1.2971896644448861,0.006531169674465924,0.009663958741732445
18.0,0.16174194673213788,0.040091457730243675,29.20448,29.20448,0.0,0.31694199057391537,0.6909954988787792,0.25485916491197297,0.11341893252769385,0.5313854712734051,0.2294824549683583,0.36649920979903006,2.27464972516774,0.29064403968548674,0.5019459305365759,0.11382486340193937,0.9993752589187509,0.012568077084206116,0.21117632048992088,0.473153680562973,0.37146309124330873,0.23888106313285967,0.11389601892395189,0.0,0.0,,
19.0,0.1579344823201626,0.039614723988781735,29.20448,29.20448,0.0,0.3281344310475299,0.7054582396374371,0.2764829879793853,0.11341893252769385,0.5308763139730193,0.23145562874803574,0.37006479235270323,2.473068936708083,0.30361413319285574,0.5019459305365759,0.11382486340193937,0.9993752589187509,0.012568077084206116,0.21117632048992088,0.473153680562973,0.37146309124330873,0.23888106313285967,0.11389601892395189,0.0,0.0,,
20.0,0.1534245121108571,0.04922986603090842,29.20448,29.20448,0.0,0.3420947954281073,0.7204099492601923,0.2933541010170769,0.11341893252769385,0.5366490773428962,0.23514289239658506,0.37656668919042013,2.63722315757174,0.30751081084405624,0.5019459305365759,0.11382486340193937,0.9993752589187509,0.012568077084206116,0.21117632048992088,0.473153680562973,0.37146309124330873,0.23888106313285967,0.11389601892395189,0.0,0.0,,
21.0,0.16233491155705634,0.04255938522070441,32.85504,32.85504,0.9971592150692714,0.3066499067373597,0.6786422260048363,0.24162084877170206,0.11341893252769385,0.5368887404315662,0.2391705675671086,0.37867955701596373,2.1379827450546323,0.28264323921850554,0.5105238949341829,0.11551469779026413,1.0142119003070076,0.03591470258136925,0.21383189251119675,0.4758912920951843,0.3728120711835643,0.23979259017448473,0.11389601892395189,0.00851762407949753,1.4090550234541297,0.006183472626865332,0.010415174531346227
22.0,0.16040225001977157,0.04577091858328768,32.85504,32.85504,0.0,0.3220743185987385,0.6972009937341331,0.2622215721185879,0.11341893252769385,0.5315386253106151,0.23405222921822513,0.37311083964406994,2.3321967050192747,0.2982595179919506,0.5105238949341829,0.11551469779026413,1.0142119003070076,0.03591470258136925,0.21383189251119675,0.4758912920951843,0.3728120711835643,0.23979259017448473,0.11389601892395189,0.0,0.0,,
23.0,0.15569117664557552,0.04358296394892532,32.85504,32.85504,0.0,0.3348460938671096,0.7120621202657172,0.2802423884444219,0.11341893252769385,0.5301135496610602,0.2336807618108364,0.3736054245401305,2.5051474246836283,0.3006553040384551,0.5105238949341829,0.11551469779026413,1.0142119003070076,0.03591470258136925,0.21383189251119675,0.4758912920951843,0.3728120711835643,0.23979259017448473,0.11389601892395189,0.0,0.0,,
24.0,0.1537015309442739,0.05319202003916299,32.85504,32.85504,0.0,0.3466104097477684,0.7206862324287715,0.2969044745334043,0.11341893252769385,0.529239852938047,0.22426091109646784,0.36189769534347255,2.6662972962417086,0.3154290433777942,0.5105238949341829,0.11551469779026413,1.0142119003070076,0.03591470258136925,0.21383189251119675,0.4758912920951843,0.3728120711835643,0.23979259017448473,0.11389601892395189,0.0,0.0,,
25.0,0.16214941514968184,0.055029456253278285,36.5056,36.5056,0.9971592150692714,0.30977532041893735,0.681242599901015,0.24385056797100368,0.11341893252769385,0.5348611308068546,0.2399875585878362,0.3797921254247998,2.152004432613659,0.27994789216308946,0.4745373883054872,0.10628287165686695,0.9331570379806846,0.023984526112185687,0.20733999406469483,0.4700119197368622,0.37256878762919793,0.2399023083734488,0.11389601892395189,0.007132654664806758,1.2527225775411353,0.005489687412244368,0.008480802872554616
26.0,0.16023936330623487,0.049181212708764264,36.5056,36.5056,0.0,0.32158568725912506,0.6978765054545012,0.262740089333305,0.11341893252769385,0.5320004984879002,0.2379959099744646,0.37869556987337394,2.3402857058601514,0.2932413349757773,0.4745373883054872,0.10628287165686695,0.9331570379806846,0.023984526112185687,0.20733999406469483,0.4700119197368622,0.37256878762919793,0.2399023083734488,0.11389601892395189,0.0,0.0,,
27.0,0.15695787252114762,0.052555165519439985,36.5056,36.5056,0.0,0.33567410905821843,0.7142201201360235,0.28699023541509694,0.11341893252769385,0.5355188988809441,0.23705885308876506,0.3782101056997149,2.569335691511153,0.3063307715016491,0.4745373883054872,0.10628287165686695,0.9331570379806846,0.023984526112185687,0.20733999406469483,0.4700119197368622,0.37256878762919793,0.2399023083734488,0.11389601892395189,0.0,0.0,,
28.0,0.15236887236964664,0.05801715172559847,36.5056,36.5056,0.0,0.35171616160075764,0.724869729650397,0.3005870380443974,0.11341893252769385,0.5387706054301419,0.23146170284707235,0.3716575939650014,2.7123228712391096,0.31476033959441463,0.4745373883054872,0.10628287165686695,0.9331570379806846,0.023984526112185687,0.20733999406469483,0.4700119197368622,0.37256878762919793,0.2399023083734488,0.11389601892395189,0.0,0.0,,
29.0,0.16315438644090507,0.071358108029101,40.15616,40.15616,0.9971592150692714,0.3099939887391561,0.6837906149199368,0.24847884484505342,0.11341893252769385,0.5266532203705919,0.23043193877772455,0.36687341429413206,2.1991883534226013,0.2908373666423061,0.51928634882185,0.11602433128074235,1.018686450825042,0.038756855575868374,0.21838093193042732,0.4749891757965088,0.3714030856028784,0.2385945509632458,0.11389601892395189,0.007460192991894475,1.3832554500550032,0.005289115557391739,0.009281905455326546
30.0,0.1623205592180322,0.06702978792422007,40.15616,40.15616,0.0,0.3232268002858811,0.7007110976011922,0.26817591183833006,0.11341893252769385,0.525700885588669,0.2307047721635175,0.36889940523519016,2.392107298696119,0.3033125313581058,0.51928634882185,0.11602433128074235,1.018686450825042,0.038756855575868374,0.21838093193042732,0.4749891757965088,0.3714030856028784,0.2385945509632458,0.11389601892395189,0.0,0.0,,
31.0,0.15673899992914006,0.05034014493267991,40.15616,40.15616,0.0,0.33974980098654045,0.7116119751030963,0.29025438304002515,0.11341893252769385,0.5243990848146657,0.22450996859946007,0.3616228419902836,2.610845278907269,0.30508655232088616,0.51928634882185,0.11602433128074235,1.018686450825042,0.038756855575868374,0.21838093193042732,0.4749891757965088,0.3714030856028784,0.2385945509632458,0.11389601892395189,0.0,0.0,,
32.0,0.15263568649242573,0.05889149213894614,40.15616,40.15616,0.0,0.35162126165617025,0.7268706207212269,0.3056929423731792,0.11341893252769385,0.5319432439085582,0.22677142886225177,0.36538010515171326,2.7732353588160796,0.31286870407588613,0.51928634882185,0.11602433128074235,1.018686450825042,0.038756855575868374,0.21838093193042732,0.4749891757965088,0.3714030856028784,0.2385945509632458,0.11389601892395189,0.0,0.0,,
33.0,0.1626286183108845,0.06456833286500477,43.80672,43.80672,0.9971592150692714,0.3164049810127918,0.6892654999555683,0.25460915296915015,0.11341893252769385,0.5318955885525887,0.23665309368102674,0.3758471629536389,2.2510853290560195,0.28956308825802834,0.4813793493952595,0.10868429448671602,0.9542413818632614,0.06577344701583435,0.20717604032816053,0.46941864490509033,0.37288595915494677,0.24013413311648357,0.11389601892395189,0.006538788131219066,1.2793728789547458,0.00488329963759906,0.007950565219750422
34.0,0.16209355295843073,0.05197294205195019,43.80672,43.80672,0.0,0.3295005166923443,0.7064065272783281,0.27431391128134247,0.11341893252769385,0.5305885355788296,0.23125592955033783,0.370286579191317,2.448009265022203,0.30126666984391354,0.4813793493952595,0.10868429448671602,0.9542413818632614,0.06577344701583435,0.20717604032816053,0.46941864490509033,0.37288595915494677,0.24013413311648357,0.11389601892395189,0.0,0.0,,
35.0,0.15623610824548514,0.05192273172477343,43.80672,43.80672,0.0,0.342832781311937,0.7214367443563101,0.29495906842167513,0.11341893252769385,0.5320024119740706,0.22784175492021908,0.3669789922390834,2.6409414884495024,0.3140513368909475,0.4813793493952595,0.10868429448671602,0.9542413818632614,0.06577344701583435,0.20717604032816053,0.46941864490509033,0.37288595915494677,0.24013413311648357,0.11389601892395189,0.0,0.0,,
36.0,0.15166110809022065,0.05525825749160562,43.80672,43.80672,0.0,0.3597597806417225,0.7345996403764076,0.31739053966629877,0.11341893252769385,0.5538886094846633,0.2350403121137145,0.3780320579428057,2.858509057849023,0.3121665374677261,0.4813793493952595,0.10868429448671602,0.9542413818632614,0.06577344701583435,0.20717604032816053,0.46941864490509033,0.37288595915494677,0.24013413311648357,0.11389601892395189,0.0,0.0,,
37.0,0.1620529203283945,0.06429492980182708,47.45728,47.45728,0.9971592150692714,0.3162684367424618,0.6910391674087927,0.2577522584845012,0.11341893252769385,0.529276245079507,0.23605581510166884,0.37494480440605055,2.275223737235894,0.2919119949349571,0.4868531943550156,0.11071364573248021,0.9720589602557,0.028037383177570093,0.20871604455735784,0.46893250942230225,0.373017684617432,0.2401518235081426,0.11389601892395189,0.0059400799203479845,1.22449147363659,0.0044273221937536,0.007253994022638667
38.0,0.16063896821522267,0.053872086206351324,47.45728,47.45728,0.0,0.3309310997619194,0.7080279926123421,0.27655221116762724,0.11341893252769385,0.5298375317269763,0.23493830287896747,0.3747756475074383,2.468512611822194,0.3048419998200251,0.4868531943550156,0.11071364573248021,0.9720589602557,0.028037383177570093,0.20871604455735784,0.46893250942230225,0.373017684617432,0.2401518235081426,0.11389601892395189,0.0,0.0,,
