round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_ece,fed_auroc,fed_f1,fed_f1_best,fed_auprc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6887797562739585,0.08855656186750231,3.66096,3.66096,1.0,0.49111417785432304,0.1100409191060749,1.9488267418637768,0.36475455006376395,0.665616727871132,0.2633551378528331,0.2896860623224322,0.21280248202951357,0.22722090732881883,0.6639834098255882,0.2124217401057864,1.8650497367043173,0.2710070558050032,0.27873563218390807,0.485077440738678,0.36115399315166535,0.22770023658498675,0.11389601892395189,0.024957912204389133,2.7076278119611743,0.02194202788854308,0.027115153754446127,0.009047930887733107
2.0,0.6656520724996382,0.18162071452449405,7.32192,7.32192,1.0,0.5587145269254787,0.1100409191060749,1.9903466953583833,0.36792157872652986,0.6693565624371716,0.269822696633183,0.2946856934255795,0.21745138622933005,0.2300674341510442,0.6658097691859657,0.2169989970484825,1.9052377694901894,0.2720434600919348,0.28218484893585355,0.546219527721405,0.3646532118521457,0.2309871978085331,0.11389601892395189,0.01728748339014321,2.0119775218895484,0.016217640526373468,0.018107217681201885,0.005538830919512408
3.0,0.6512700477392416,0.3372096587704133,10.98288,10.98288,1.0,0.5617025910813663,0.1100409191060749,2.0137303347442006,0.347862740966521,0.6712990740128724,0.2711254198821289,0.2982248855269369,0.21983481895414442,0.21817644559541924,0.6683049013791296,0.22096591187861164,1.940067036286405,0.2783618046430136,0.2811340752517223,0.5349623560905457,0.34499079995939147,0.21938554595569915,0.11389601892395189,0.012142592665179834,1.516206600188525,0.012397989428905238,0.012050188362105847,0.0042599435569402
4.0,0.6507299620402452,0.40289923330667865,14.64384,14.64384,1.0,0.5529341644298216,0.1100409191060749,2.029696122066657,0.3534737224957084,0.6744654984759572,0.2717382594170678,0.29887485960468557,0.22123958112952008,0.2201681394174057,0.6690934712782454,0.22293288544651993,1.9573369425262503,0.2770057222935887,0.2850660616575471,0.5211137533187866,0.35024072687569135,0.22124483247086515,0.11389601892395189,0.010379833141417242,1.373175443955006,0.010413061087632193,0.010413403739436694,0.0042525266657293045
5.0,0.6459200952246337,0.31104435442190603,18.3048,18.3048,1.0,0.563792306128485,0.1100409191060749,2.057191856347379,0.35886453765253623,0.6762110188184008,0.27098043742776184,0.2998768271611421,0.22402123325743617,0.22503531498936857,0.6693616907103286,0.2230555579337995,1.9584139993754583,0.2785577214422786,0.2828651685393258,0.5533882975578308,0.3562275231525026,0.2264400751669548,0.11389601892395189,0.008896979506687601,1.2453328748397325,0.008547940663910973,0.009186609802063848,0.004171973018095023
6.0,0.6469791862041633,0.3645328201774506,21.96576,21.96576,1.0,0.5591836128701646,0.1100409191060749,2.0556986341008883,0.3543023279816766,0.6766627605808935,0.27924850462046386,0.30052008873736036,0.2243601412596931,0.22116343120741444,0.6706565180421711,0.22479138594333897,1.9736544619125946,0.27651643510674345,0.2819797327067117,0.5450423955917358,0.35114468669752164,0.22223733913324317,0.11389601892395189,0.008706649235032919,1.2834012044304473,0.008254097554435872,0.009074136763774566,0.004691584446839006
7.0,0.6469237179437248,0.3210461472482452,25.62672,25.62672,1.0,0.5349928614137907,0.1100409191060749,2.0857414309860176,0.35345727206683586,0.6783695562594526,0.27838989004354503,0.2982667828600837,0.22735508784077604,0.21935144950776614,0.6710533442557068,0.22547818364973826,1.9796845032861907,0.28027436140018924,0.2842771377575856,0.5410087704658508,0.3499500589711755,0.22026461051794194,0.11389601892395189,0.007923613668502786,1.2361533744406188,0.007698195982778404,0.00813090608506073,0.00346259564414755
8.0,0.6471220126722116,0.31384482316871243,29.28768,29.28768,1.0,0.5552933484156403,0.1100409191060749,2.102859604261892,0.34790848682877545,0.6805776621006844,0.27919481489888687,0.3027208947254217,0.22940256046351684,0.21739144108574746,0.6710033095916113,0.22454166658225502,1.9714619413711114,0.2805004016986113,0.28356296058955466,0.5575303435325623,0.3446606385606759,0.21885630850512505,0.11389601892395189,0.007917729690486684,1.3055317999405815,0.007159244049458298,0.008545989916668498,0.0046121594067311845
9.0,0.6431853337418276,0.35373688131349695,32.94864,32.94864,1.0,0.5680643541448176,0.1100409191060749,2.132708337263947,0.34007998473489653,0.6815066459018302,0.27817050150337036,0.3065645597229898,0.2323018094292163,0.21234968849710747,0.6719415066038479,0.22500694608565944,1.9755470666265873,0.2778707733511885,0.2841762643965949,0.5180573463439941,0.3368367148905721,0.214069642662046,0.11389601892395189,0.007227112122722038,1.2639929611614207,0.006538863917480851,0.00781283672131894,0.004188042381055941
10.0,0.6416759031712239,0.4539914260498204,36.6096,36.6096,1.0,0.577555812404221,0.1100409191060749,2.142090170460611,0.3476838401486223,0.6834744741180908,0.27801633499711986,0.3050551816905751,0.23383827273167535,0.21674188763676494,0.6720666873849749,0.22457479893449075,1.9717528413740153,0.280642624424222,0.28476149050311733,0.5441786050796509,0.3445965704875189,0.2185767441725001,0.11389601892395189,0.007220298279950374,1.3355082364196278,0.006416777450680453,0.007921426744367023,0.00364404698630556
11.0,0.642282171652578,0.41504816986844506,40.27056,40.27056,1.0,0.5695286413268318,0.1100409191060749,2.163327230234783,0.34023579271720716,0.684079076616866,0.28312572503149674,0.30656311447614604,0.23592118324024886,0.21332500180307531,0.6719309023171258,0.22528430664789986,1.9779822752042078,0.2809104426398261,0.28598536188669016,0.5375243425369263,0.3371509320359356,0.21551564652067956,0.11389601892395189,0.007190474679571978,1.406544955989375,0.005987432921283447,0.00825357804906899,0.004078847977777419
