round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_ece,fed_brier,fed_auroc,fed_prevalence,fed_auprc_lift,fed_f1_best_threshold,fed_f1_best,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
34.0,0.6487351846149155,2.2409574933685854,124.47264,124.47264,1.0,0.3062627686234354,0.32539981260805395,0.20401906961616054,0.7139318043170229,0.11417421953675731,2.590812045245551,0.5595986623005624,0.3441264967862689,0.29628629369853043,0.6517553746415438,0.21518290693703326,1.8892926106636827,0.26835043409629045,0.27460604494962537,0.525693953037262,0.3237108113515483,0.2104911024671097,0.11389601892395189,0.003493282902637707,1.9468686436784992,0.0017121811933355194,0.005519788133033235,0.0038683703728026007
35.0,0.6464134844779926,2.1990269439207304,128.1336,128.1336,1.0,0.30295891203643555,0.3243871510824813,0.20243469536213055,0.7148584634674192,0.11417421953675731,2.5975109899149595,0.5827623527039364,0.34766041651048063,0.2970560109281488,0.6508051803534418,0.2119800643685726,1.8611718510557531,0.2670706129107434,0.27143396701498174,0.5135599970817566,0.32270465796649533,0.20898111388051058,0.11389601892395189,0.003158246197969341,1.8170746867263006,0.0015669850189009129,0.004966657735358415,0.0036630171368925704
36.0,0.6544710418415305,2.0961091169913133,131.79456,131.79456,1.0,0.30608004519693355,0.31487366158507973,0.1968861607586121,0.7172597876602383,0.11417421953675731,2.6442295580814723,0.5511394583949331,0.34772441420137423,0.3028615639016547,0.6504279187351719,0.2132506979735291,1.872327935499801,0.2647196261682243,0.2703480764197854,0.5199967622756958,0.31306495259020284,0.20385171258612325,0.11389601892395189,0.003142821319016791,1.8616867450455175,0.0015280590257461407,0.004974312914786945,0.00473344916220371
37.0,0.6473576873274054,2.319572782029897,135.45552,135.45552,1.0,0.30701415011254424,0.31653377629208174,0.19807255930543008,0.7189351776249048,0.11417421953675731,2.6555581886860815,0.5523512222713155,0.3483093544422683,0.3042662127574902,0.6476170548856296,0.2145511690134084,1.8837459907765848,0.26616769968424747,0.2717450027012425,0.5253552794456482,0.3147900591393506,0.2054635717764582,0.11389601892395189,0.002742182633515566,1.6750529892033228,0.0013751956541652654,0.004293345556262444,0.0032576254135277447
38.0,0.6539481066133972,2.103928318544237,139.11648,139.11648,1.0,0.3120250395802192,0.3111068006367845,0.1939214498609564,0.7193534194185215,0.11417421953675731,2.663538417684797,0.5481474261115654,0.34721983509424137,0.3054222242665642,0.643041750670605,0.21115019585368802,1.8538856568347004,0.2656366807874408,0.27046374105197635,0.536468505859375,0.3091929878301129,0.20141551048359901,0.11389601892395189,0.0027927255802585537,1.753313204398637,0.0013678800196997023,0.004410558132933777,0.0035654390893276916
39.0,0.6569434375532305,2.370369349860756,142.77744,142.77744,1.0,0.30906022361657426,0.313319182462528,0.1964531535809562,0.7199966349675939,0.11417421953675731,2.668829626915369,0.5568908182482074,0.34733240637971746,0.30579748360659004,0.6461342242172393,0.2120160035927003,1.8614873952202218,0.2692769637280807,0.2723665685396135,0.5128680467605591,0.3117612010557071,0.20443652278063654,0.11389601892395189,0.0026877977105204095,1.7346073554108443,0.0013592167115695293,0.004194612444678072,0.00371275450538947
40.0,0.6521185916825771,2.331189481209832,146.4384,146.4384,1.0,0.3002897257657007,0.32230142499318526,0.20449945056409963,0.7196334911661811,0.11417421953675731,2.6688291425243036,0.5979226837938227,0.3486914221298929,0.3058331765504629,0.647988694349519,0.21252491043652566,1.865955565825598,0.26441330623596104,0.2754988913525499,0.5490867495536804,0.32082546103451043,0.21288375779655133,0.11389601892395189,0.002527882265677061,1.6783381375262252,0.0013103522966038885,0.003905988503642664,0.004665808527521524
41.0,0.655546730392236,2.784236271537174,150.09936,150.09936,1.0,0.30895866381222276,0.32063991219474186,0.20072424249900866,0.7209761480511281,0.11417421953675731,2.682267092838464,0.5653428208806964,0.34817411570921825,0.30772913100649674,0.647195895285166,0.21493340335372327,1.8871019846377055,0.27074437391806117,0.2764391862646082,0.5428422689437866,0.3194175007700725,0.2091792316057733,0.11389601892395189,0.002657042980384527,1.8132432643369611,0.0013050740944751291,0.0041917081773559005,0.003688281775009774
42.0,0.6549717534366376,2.582228188502812,153.76032,153.76032,1.0,0.3074180809212254,0.3268438411251322,0.20431566717172986,0.7218941330976407,0.11417421953675731,2.7061473819673707,0.574449630834965,0.3565596894835061,0.31081122224659585,0.6447241176216941,0.21205996850585856,1.8618734044378717,0.26330777656078863,0.2720172367357932,0.53663569688797,0.32556131518365644,0.21257751130055372,0.11389601892395189,0.002458726688373291,1.723468404428786,0.0012050502239278175,0.003882804461482033,0.0028007691915215237
43.0,0.6584409754138715,2.4644412370727027,157.42128,157.42128,1.0,0.3101119052032331,0.3079187897286882,0.19218368568327854,0.7238175522023859,0.11417421953675731,2.718129403681846,0.577876722736496,0.34904764924008513,0.31148761382933443,0.6436969700955099,0.2113892599963416,1.8559846252175478,0.2696769365099164,0.272637933455005,0.5233811736106873,0.30699981749223815,0.20128980336027213,0.11389601892395189,0.0022844175163765678,1.6427237506541132,0.0011174946437123667,0.003604555184355018,0.0037123325875969425
44.0,0.659144863520418,2.571450805330639,161.08224,161.08224,1.0,0.3095783604117013,0.3286638401276734,0.20623882606043067,0.7233771010568826,0.11417421953675731,2.695191141170113,0.5624668127111527,0.3536603343751267,0.308734126940833,0.6464154825296824,0.21313081848070917,1.8712754009691606,0.26242587601078166,0.2732327243844321,0.5683377981185913,0.3274023158163004,0.21508379541193745,0.11389601892395189,0.002370300591524008,1.7501630612400731,0.0011112107253759555,0.003794511817228708,0.0030158997415028876
45.0,0.6612638324290154,3.4854385315046654,164.7432,164.7432,1.0,0.3070751169189923,0.324803534666696,0.20283381586264207,0.7246103965396036,0.11417421953675731,2.7324455852527656,0.574240343018706,0.35384125517028187,0.3128834269018313,0.645927848483341,0.21113098333337274,1.8537169720949107,0.26366346472341834,0.2692421114715423,0.544906497001648,0.3236393651090817,0.21155714938234443,0.11389601892395189,0.002471972419502349,1.8720518233121766,0.0010698910697847922,0.004058551092418346,0.002869102061650011
46.0,0.6576029510089515,2.4693023360556126,168.40416,168.40416,1.0,0.30683809727906075,0.3217460673020044,0.20118545626772263,0.7247061809156761,0.11417421953675731,2.737731266879378,0.5460076415920696,0.3526238950305597,0.3140000242499581,0.6464105380456959,0.20843560507711656,1.8300517177539677,0.2619259919750334,0.26871454268714545,0.5383551120758057,0.32035283529940417,0.20997978319300745,0.11389601892395189,0.0024610616637074,1.9073346604836843,0.0010384606146163907,0.004067958652069093,0.0038481801948099924
47.0,0.6621083628546417,3.0175560346321153,172.06512,172.06512,1.0,0.3059013290753097,0.3263226117968773,0.2037742896251486,0.7270273071437456,0.11417421953675731,2.7457974164557144,0.5588407876722191,0.35425382768366975,0.31521767852804156,0.64615598496656,0.2089117518325696,1.8342322568101306,0.2653261938585947,0.27252459016393443,0.5340026617050171,0.3249053576223646,0.21272101134135446,0.11389601892395189,0.0022179267823449734,1.7606412883342273,0.000989540281125581,0.003604049585210885,0.003091697539303079
48.0,0.6623495047387941,2.7768930453190297,175.72608,175.72608,1.0,0.3092166386454218,0.32357356310691904,0.20250546108210135,0.7279958932775473,0.11417421953675731,2.757379810343471,0.5550364692829556,0.3536850294636355,0.3167009460560926,0.6448734811963281,0.2098926583817043,1.842844555627964,0.26571271326362134,0.2711906848629022,0.5246986150741577,0.32285000872060066,0.21214425252682206,0.11389601892395189,0.002153985301425938,1.7486954654868896,0.0009660996208800403,0.0034966615723342007,0.0032037810762875784
49.0,0.6622673141077657,2.9513988576835937,179.38704,179.38704,1.0,0.3148348673111811,0.31044914386596345,0.19376786741266655,0.7275286447570628,0.11417421953675731,2.778761776595923,0.5529530883934594,0.35577192435032784,0.3188726789647321,0.6446198693260727,0.2095423780462119,1.839769115952357,0.26556016597510373,0.27103099304237827,0.5511085391044617,0.3093452245073227,0.20355755340693124,0.11389601892395189,0.0020320355749460857,1.686432741358658,0.0009573739069328155,0.003246950824722583,0.003401625983990976
50.0,0.662605987509506,2.9855022374552345,183.048,183.048,1.0,0.3065224816627162,0.3204228481333586,0.200838139719008,0.72841461806822,0.11417421953675731,2.759629437940293,0.5605707779537965,0.35542888647570003,0.3167792525936004,0.6400257158345317,0.205307886086111,1.80259053850859,0.2635216675809106,0.2669332666833292,0.523106575012207,0.3206414963575775,0.21194885280967185,0.11389601892395189,0.002089123202984688,1.771809670541188,0.0009562637641862327,0.0033664155195403662,0.004384847102967669
