round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_brier,fed_ece,fed_f1,fed_prevalence,fed_auroc,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
32.0,0.6123848614182497,1.1923238904927649,69.1456,69.1456,0.5412350858791136,0.3327426000324657,0.204452251174664,0.3263018291631856,0.30948431109838614,0.11422997041978729,0.7089061768937812,0.5682095999766931,0.2828440619866033,2.5174675076571242,0.4358948027650358,0.09579117738819046,0.8410406113680761,0.20452799493876814,0.20500782472613457,0.5282243490219116,0.435386691949491,0.2915319791018016,0.11389601892395189,0.004341212817022628,0.8172501552617177,,0.004341212817022628
33.0,0.5892404423758136,1.0590158747842682,71.12704,71.12704,0.5412350858791136,0.34819781745285044,0.20444435277233128,0.3253002892382208,0.3153762006910992,0.11422997041978729,0.7227693635502289,0.5938168231240079,0.2982307258693512,2.6637102262810335,0.4324181026544149,0.09587882409380294,0.8418101440211094,0.2044653349001175,0.20459633572440258,0.5225095152854919,0.4315942377639504,0.2881660262711906,0.11389601892395189,0.005279079873756345,1.0259172384394333,,0.005279079873756345
34.0,0.5765188681361828,1.5669764336025667,73.10848,73.10848,0.5412350858791136,0.35347982018121044,0.19060814604107118,0.3068612610698134,0.3265119212576941,0.11422997041978729,0.7305696816854371,0.5499552112257694,0.3154623810317705,2.8275117481369927,0.42405246243083183,0.09496098096131356,0.8337515381000172,0.20438418079096046,0.2045002711006687,0.4727683961391449,0.43343942852887585,0.2899832237757099,0.11389601892395189,0.006120939140639398,1.2366774441907182,,0.006120939140639398
35.0,0.6446268486986634,1.846882656486288,74.7776,74.7776,0.4559241291901578,0.3117583927067795,0.21880541791675556,0.3441637037469048,0.28812346087464447,0.11422997041978729,0.6863162507504335,0.5394414198808234,0.2494281976992545,2.191637789050332,0.43843137324785186,0.09898484875715799,0.8690808484118303,0.20435647143890093,0.2045002711006687,0.4819212853908539,0.4311669168846555,0.28765533633759627,0.11389601892395189,0.007300102026724091,0.53766482276842,0.007300102026724091,
36.0,0.6372035775226657,1.5301101358093585,76.75904,76.75904,0.5412350858791136,0.3233990806209982,0.21357321550165154,0.3402721232720143,0.3012193533402455,0.11422997041978729,0.7003592808283258,0.5618439018144895,0.27220969084387586,2.4182994238264284,0.4892672194415705,0.1278629834977867,1.1226290848950613,0.2045002711006687,0.20455778621812265,0.5157128572463989,0.42736026018481466,0.2835859555484624,0.11389601892395189,0.003848004911195133,0.801436277339235,,0.003848004911195133
37.0,0.6138646080615915,1.2560992934600288,78.74048,78.74048,0.5412350858791136,0.33433426060266813,0.20587485753546203,0.330211984900823,0.3054578921472559,0.11422997041978729,0.7140950300911248,0.5564901155067202,0.29332714740064103,2.6182133758667305,0.48104186953901196,0.12047485674764649,1.0577617890936757,0.2045002711006687,0.20459916378840212,0.5197349190711975,0.42637498639203375,0.28288404906144776,0.11389601892395189,0.004506038562458875,0.959635550971143,,0.004506038562458875
38.0,0.5890828723411183,1.1967372689646119,80.72192,80.72192,0.5412350858791136,0.34793654030523413,0.19987068426755145,0.322932129963319,0.31879345230529654,0.11422997041978729,0.7304284222706401,0.5849753397681788,0.30809291833289326,2.755675976774915,0.47122459658406934,0.11065592402519023,0.9715521672366348,0.2045002711006687,0.20470363462675706,0.5209392309188843,0.42765595931352623,0.2841874471043718,0.11389601892395189,0.005212795833753881,1.1450109566794708,,0.005212795833753881
39.0,0.5686997141787703,1.4436414752363997,82.70336,82.70336,0.5412350858791136,0.3519715940648136,0.20918188801679655,0.33667965363455926,0.3141608612393212,0.11422997041978729,0.7369554974107589,0.5689696229024114,0.31934371512235676,2.85496374528509,0.48501684563105146,0.11608339644489343,1.019205039312235,0.2045002711006687,0.20460103251517073,0.5190173387527466,0.429455574073347,0.28563371946649785,0.11389601892395189,0.005958236602843211,1.3493016476277262,,0.005958236602843211
40.0,0.6387568875569036,1.8742209865243287,86.35392,86.35392,0.9971592150692714,0.3109305238345355,0.2286854910603734,0.3599495680983862,0.28153116011000956,0.11422997041978729,0.6856157895252479,0.5518915696068779,0.25326980257129994,2.2260953864137045,0.4795981429622499,0.11224351324317887,0.9854911023547154,0.20450951154489178,0.20450951154489178,0.5045357346534729,0.4257287751089987,0.28241711493395516,0.11389601892395189,0.0048151678105832615,1.4988739542895928,0.006601478958617237,0.004204500319711564
41.0,0.6400146863000722,1.5283552578432649,88.33536,88.33536,0.5412350858791136,0.3330071833583732,0.22138871287637912,0.3517638978435399,0.294196405443405,0.11422997041978729,0.703968999887251,0.5871526933247557,0.27858998693976383,2.464301260897873,0.4987796536642466,0.12626904517374998,1.1086344050186647,0.20450951154489178,0.20452799493876814,0.5088234543800354,0.4280646038308011,0.2841198346746624,0.11389601892395189,0.003546656024315266,0.8351840174291283,,0.003546656024315266
