round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_prevalence,fed_f1_best_threshold,fed_ece,fed_f1,fed_auprc,fed_auroc,fed_brier,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.17261569342815536,0.03113026052737114,3.65056,3.65056,0.9971592150692714,1.7817233564600388,0.11499244712990939,0.5075656041476693,0.3868169781394596,0.20630714447052617,0.2067645902073598,0.6074152295920785,0.25019302413461414,0.27572288230955466,0.4767092717206789,0.11151893176406155,0.97912932179414,0.0,0.20451875282422052,0.4350375831127167,0.3621381895550184,0.23223482801794104,0.11389601892395189,0.023253440167128804,2.507946122204885,0.018964256626227294,0.02612205505189985
2.0,0.1695147258221959,0.021234946586286708,7.30112,7.30112,0.9971592150692714,1.9072693144750843,0.11499244712990939,0.520615632209668,0.38737367945352763,0.2381367606399468,0.22099639811874516,0.6344796932659162,0.24935802846711974,0.2900144461193049,0.3651538319324213,0.08528143350799916,0.7487657102830028,0.0,0.2045002711006687,0.4022703468799591,0.36155970431434903,0.2323489696078816,0.11389601892395189,0.015935517704344083,1.7949630247894675,0.013055894593629633,0.017875454697858086
3.0,0.16870438695222875,0.02991644741327366,10.95168,10.95168,0.9971592150692714,2.009925087469305,0.11499244712990939,0.5232499591135846,0.3840717920566434,0.25843102323283956,0.2330064544928321,0.6557668427247233,0.24615842389877945,0.2986289457758796,0.38208522593706634,0.09047538894101259,0.7943683176619439,0.0,0.20450951154489178,0.3917441666126251,0.36190315871955325,0.23278840689168037,0.11389601892395189,0.012666234135705336,1.5094660168979317,0.011212154524937267,0.013668385586729786
4.0,0.16819293154687837,0.031841757836774905,14.60224,14.60224,0.9971592150692714,2.076028509379659,0.11499244712990939,0.5140456587586398,0.37814041092796746,0.2717245135313866,0.24078757789232336,0.6633679289452881,0.24082365567127198,0.304383183006929,0.3608491440947627,0.08471564361941,0.7437981100636577,0.0,0.20450951154489178,0.38439878821372986,0.36179099604056186,0.23288495875127924,0.11389601892395189,0.01002794868220406,1.2654408747330308,0.009089238879448411,0.01069192626127408
5.0,0.16546576422366394,0.03684107772427516,18.2528,18.2528,0.9971592150692714,2.101832604428543,0.11499244712990939,0.5135969108370134,0.3758966712410537,0.279187760251802,0.24292190004276165,0.6674088174925854,0.23904840965784888,0.30275966578104346,0.3497309824227861,0.08297388007707487,0.7285055339157758,0.0,0.20450951154489178,0.3965121805667877,0.36304355978161795,0.2337912961702856,0.11389601892395189,0.009905116998986534,1.3200258305296302,0.008980715403343605,0.010577074836542463
6.0,0.16367208435050612,0.033244449486301106,18.2528,18.2528,0.0,2.2666062383837775,0.11499244712990939,0.5254134075324101,0.37612563501837143,0.28733186356600116,0.2593848609500221,0.6883369862627015,0.23820854146661125,0.31779508560098935,0.3497309824227861,0.08297388007707487,0.7285055339157758,0.0,0.20450951154489178,0.3965121805667877,0.36304355978161795,0.2337912961702856,0.11389601892395189,0.0,0.0,,
7.0,0.15934295350385352,0.040385188930257214,18.2528,18.2528,0.0,2.462860723940098,0.11499244712990939,0.5269592176721416,0.37000843971191133,0.2986827610847137,0.2716634147132896,0.6983865903107602,0.232836786200956,0.3306023681755117,0.3497309824227861,0.08297388007707487,0.7285055339157758,0.0,0.20450951154489178,0.3965121805667877,0.36304355978161795,0.2337912961702856,0.11389601892395189,0.0,0.0,,
8.0,0.15550836874268786,0.07177759441806134,18.2528,18.2528,0.0,2.5518525942816686,0.11499244712990939,0.5356409358665393,0.37334910116448233,0.3041218080038499,0.28125043843668057,0.7092534092086397,0.23504168050619778,0.33773938584794566,0.3497309824227861,0.08297388007707487,0.7285055339157758,0.0,0.20450951154489178,0.3965121805667877,0.36304355978161795,0.2337912961702856,0.11389601892395189,0.0,0.0,,
9.0,0.1642273915126871,0.04000085176313186,21.90336,21.90336,0.9971592150692714,2.2768569451760854,0.11499244712990939,0.5297251088809212,0.3816679236493172,0.2736448981918789,0.25150914846172573,0.6746775047736109,0.24308775794504683,0.31166269351560505,0.36336517112507694,0.08616782311491172,0.756548156195396,0.0,0.20452799493876814,0.40826964378356934,0.36262089509633766,0.23328091469465875,0.11389601892395189,0.009100567963111037,1.2816706425510347,0.007384861790067491,0.010386721203106283
10.0,0.1635596115883553,0.043486447143427795,21.90336,21.90336,0.0,2.4122379735375135,0.11499244712990939,0.5344000961087562,0.37721413718902264,0.28484263433551893,0.2664509440510591,0.6886358428870827,0.23873246779418222,0.3228165532820713,0.36336517112507694,0.08616782311491172,0.756548156195396,0.0,0.20452799493876814,0.40826964378356934,0.36262089509633766,0.23328091469465875,0.11389601892395189,0.0,0.0,,
11.0,0.15959442713034708,0.05721974907593761,21.90336,21.90336,0.0,2.540244124450357,0.11499244712990939,0.5204902949620109,0.36179421298967407,0.306960472764332,0.28012513575965187,0.7013866848021217,0.22641460117225298,0.3367671564405506,0.36336517112507694,0.08616782311491172,0.756548156195396,0.0,0.20452799493876814,0.40826964378356934,0.36262089509633766,0.23328091469465875,0.11389601892395189,0.0,0.0,,
12.0,0.1553237417727096,0.05341972964239265,21.90336,21.90336,0.0,2.6537029956789993,0.11499244712990939,0.538642598419241,0.37222326222304447,0.30186669984238035,0.29186496628237363,0.7125951547668404,0.23315779124058325,0.34238711804222294,0.36336517112507694,0.08616782311491172,0.756548156195396,0.0,0.20452799493876814,0.40826964378356934,0.36262089509633766,0.23328091469465875,0.11389601892395189,0.0,0.0,,
13.0,0.1611298654604579,0.03525946905914187,25.55392,25.55392,0.9971592150692714,2.2913426502106855,0.11499244712990939,0.5247079996525311,0.37962140466301336,0.27825312110843764,0.25281076440656436,0.6765321219870435,0.2410973925236593,0.31248805891329023,0.3485910278748924,0.08360454564861095,0.7340427386178748,0.0,0.20451875282422052,0.4211602210998535,0.36281579798442304,0.233264167306539,0.11389601892395189,0.008189564474856451,1.2198781514307484,0.006676589306886664,0.009336206117063817
14.0,0.16217899211713674,0.047129568287225185,25.55392,25.55392,0.0,2.442554433897104,0.11499244712990939,0.5281474729165181,0.3759177590477442,0.2849988311108304,0.2697068354547833,0.6908496708241776,0.23729975274787185,0.32518830306165086,0.3485910278748924,0.08360454564861095,0.7340427386178748,0.0,0.20451875282422052,0.4211602210998535,0.36281579798442304,0.233264167306539,0.11389601892395189,0.0,0.0,,
15.0,0.15674338247099165,0.0444817255022078,25.55392,25.55392,0.0,2.5569165483715905,0.11499244712990939,0.5270815049518511,0.3741873749358297,0.29427371404508235,0.2814004615248225,0.7040089283491304,0.23576639336795444,0.33239173737518285,0.3485910278748924,0.08360454564861095,0.7340427386178748,0.0,0.20451875282422052,0.4211602210998535,0.36281579798442304,0.233264167306539,0.11389601892395189,0.0,0.0,,
16.0,0.15360413562437022,0.04827215686828341,25.55392,25.55392,0.0,2.70181953192643,0.11499244712990939,0.5406823939337111,0.3785749273037037,0.29385551351998607,0.2968540651516918,0.7160192360530067,0.23833770506299504,0.3433083495270924,0.3485910278748924,0.08360454564861095,0.7340427386178748,0.0,0.20451875282422052,0.4211602210998535,0.36281579798442304,0.233264167306539,0.11389601892395189,0.0,0.0,,
17.0,0.1604800643307185,0.03844191304759827,29.20448,29.20448,0.9971592150692714,2.307088696717502,0.11499244712990939,0.5190134073128363,0.3735863401442916,0.282434729121004,0.2548441500128097,0.6789870094653921,0.2364191673994594,0.31432278302031125,0.3475927440877148,0.08345272746359562,0.7327097843456392,0.0,0.20451875282422052,0.42514222860336304,0.3627805793745552,0.23316644904072312,0.11389601892395189,0.008410721904456757,1.3180931460810825,0.006228885052797166,0.010100582215239889
18.0,0.16050162178681418,0.04428079629454957,29.20448,29.20448,0.0,2.4705669622920245,0.11499244712990939,0.5266422597618261,0.3704376113990252,0.29580457736030724,0.27206294727005503,0.6967964411021371,0.2331662948864508,0.32960634710048503,0.3475927440877148,0.08345272746359562,0.7327097843456392,0.0,0.20451875282422052,0.42514222860336304,0.3627805793745552,0.23316644904072312,0.11389601892395189,0.0,0.0,,
19.0,0.15793586909613888,0.08540310982383721,29.20448,29.20448,0.0,2.5946304748020608,0.11499244712990939,0.5300939926185457,0.36396599272950697,0.30659103858727077,0.2849816855408299,0.7095924832762892,0.22784297240372642,0.3418359814817189,0.3475927440877148,0.08345272746359562,0.7327097843456392,0.0,0.20451875282422052,0.42514222860336304,0.3627805793745552,0.23316644904072312,0.11389601892395189,0.0,0.0,,
20.0,0.15361121869658995,0.06408759697216801,29.20448,29.20448,0.0,2.7329758344191086,0.11499244712990939,0.5370911171984337,0.37210482650990756,0.31109976358384595,0.2997295063125718,0.7211646996956187,0.2329236076453695,0.35170028805196457,0.3475927440877148,0.08345272746359562,0.7327097843456392,0.0,0.20451875282422052,0.42514222860336304,0.3627805793745552,0.23316644904072312,0.11389601892395189,0.0,0.0,,
21.0,0.16126118383853388,0.08199041612272756,32.85504,32.85504,0.9971592150692714,2.3185022579614842,0.11499244712990939,0.5228609399005306,0.368849498370788,0.2858864476166441,0.25613821326666714,0.6808236510033435,0.23245213832418957,0.3171213144366774,0.33772871187558134,0.08112380068714306,0.7122619513269313,0.0008818342151675485,0.20450951154489178,0.42125797271728516,0.36629858431221407,0.2358820565301517,0.11389601892395189,0.008199340183432328,1.3585910368710756,0.006363720822873616,0.009644910012973198
22.0,0.16181829527396482,0.06651035635419214,32.85504,32.85504,0.0,2.5083821206083328,0.11499244712990939,0.5279005731719528,0.3634394396721101,0.3027546406250427,0.2768506484743018,0.6981923996134912,0.2277715865944685,0.32749124787246664,0.33772871187558134,0.08112380068714306,0.7122619513269313,0.0008818342151675485,0.20450951154489178,0.42125797271728516,0.36629858431221407,0.2358820565301517,0.11389601892395189,0.0,0.0,,
23.0,0.15919806588622726,0.07242894924598173,32.85504,32.85504,0.0,2.666774255049221,0.11499244712990939,0.529665260766103,0.36822895255138627,0.30932481843327686,0.292837015815351,0.7138072495425037,0.23048263007754205,0.34522593070297747,0.33772871187558134,0.08112380068714306,0.7122619513269313,0.0008818342151675485,0.20450951154489178,0.42125797271728516,0.36629858431221407,0.2358820565301517,0.11389601892395189,0.0,0.0,,
