round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best_threshold,fed_brier,fed_auroc,fed_auprc_lift,fed_f1,fed_auprc,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6879774075457276,0.11291391792680314,3.65056,3.65056,0.9971592150692714,0.11354481369587109,0.5111170847396566,0.2494170052358562,0.620610212433533,1.7403506535023598,0.1985062294141796,0.19711777662983093,0.38769854793900926,0.26653496159421447,0.5865140880898223,0.19012309464063556,1.669269009021117,0.18985849056603774,0.24691358024691357,0.4931904673576355,0.37697486041314443,0.24251129857140108,0.11389601892395189,0.026767501770351244,2.873817355837673,0.02339312479325046,0.029040289119387015
2.0,0.6821794207792318,0.11805754037602086,5.632,5.632,0.5412350858791136,0.11354481369587109,0.4977242377908358,0.21996753157867094,0.6593423634172143,1.9683431427676008,0.24720343919645713,0.22136237639313155,0.3502239058336313,0.29564392563240866,0.5830124773174935,0.19506198684478476,1.7126321770300612,0.22916666666666666,0.2671970827117521,0.49039849638938904,0.37488566890919156,0.24063944281198663,0.11389601892395189,0.01984349451127132,1.3397034867666662,,0.01984349451127132
3.0,0.6712398227491443,0.1854050793503464,7.61344,7.61344,0.5412350858791136,0.11354481369587109,0.5245489504334611,0.23084904032823444,0.6724290450333752,2.0744333810217803,0.268005616362452,0.23364143125048994,0.3664327272742026,0.3043427853909311,0.6025175881821111,0.2021586340205776,1.774940300200997,0.2503176620076239,0.2764930959906837,0.49232736229896545,0.3749356668925656,0.24041905766547983,0.11389601892395189,0.013966760235709308,1.0019933781586587,,0.013966760235709308
4.0,0.6588215393241734,0.2330777195799354,9.59488,9.59488,0.5412350858791136,0.11354481369587109,0.5328848977204624,0.21534314859705658,0.6804974864639656,2.1269805615086974,0.28417556173756103,0.23976260857725287,0.3437956935957764,0.30911658911224077,0.6349510438357872,0.20969883100147874,1.841142763220672,0.2564102564102564,0.2802617230098146,0.4846207797527313,0.3724301797231662,0.23829439626146368,0.11389601892395189,0.01196219517190516,0.8996198552194983,,0.01196219517190516
5.0,0.6654798019902886,0.28662605488005855,11.264,11.264,0.4559241291901578,0.11354481369587109,0.5158035296361522,0.20884155953688086,0.659375863674195,1.9452729578573327,0.27260421876775787,0.21878784063728635,0.3311257774773741,0.2919115387986149,0.6427539540938043,0.2163096254471824,1.899185129478598,0.27714129841789414,0.2817769130998703,0.4953891336917877,0.37396552371591174,0.23922718117125188,0.11389601892395189,0.01688567389110147,0.7789745572954416,0.01688567389110147,
6.0,0.6588197357294339,0.26737074005418826,13.24544,13.24544,0.5412350858791136,0.11354481369587109,0.5264585273375983,0.21787796558479594,0.6719879596019209,2.0752342781367346,0.27949552296245894,0.23297157441554145,0.34670598171032363,0.3052787344763161,0.59223647494133,0.2040229772797793,1.7913091186796,0.27726432532347506,0.2806960481379086,0.49415019154548645,0.3770523823389344,0.24172794756104765,0.11389601892395189,0.009196687602651467,0.7223221672466025,,0.009196687602651467
7.0,0.6449163919477119,0.3308408379269877,15.22688,15.22688,0.5412350858791136,0.11354481369587109,0.533629358030503,0.22388937135606146,0.6817514262324832,2.1950506673478323,0.2885349707045309,0.24536422998787005,0.3567493749728045,0.3126361030899247,0.6001661723102973,0.20648268792059118,1.8129052259364675,0.27858347386172005,0.28154506437768245,0.5007898211479187,0.3793605117647498,0.24321447941867846,0.11389601892395189,0.009109718541063206,0.7434300975874066,,0.009109718541063206
8.0,0.6293954539966279,0.40015548401982654,17.20832,17.20832,0.5412350858791136,0.11354481369587109,0.5599119645887601,0.20703271715923555,0.6897788967701557,2.277768609443974,0.2957075067833489,0.25429846936796524,0.3296229384923006,0.3211455798056444,0.5818124861924657,0.20066168450792926,1.7617971760883988,0.27560581583198707,0.2802850356294537,0.5017396807670593,0.3828691208066792,0.24590111503249412,0.11389601892395189,0.010214838621799149,0.8733797296881676,,0.010214838621799149
9.0,0.6107403364108569,0.5799282107541793,19.18976,19.18976,0.5412350858791136,0.11354481369587109,0.5482354469912468,0.212635302830596,0.702828299505873,2.4152576435836615,0.30089003522005503,0.26857063914767293,0.33952283780751724,0.3301840937031229,0.5667150690654057,0.19346518316577244,1.6986123395142432,0.20829624354637707,0.2587004626835646,0.5126937627792358,0.38899244363951485,0.25091580706158784,0.11389601892395189,0.010785446789471527,0.9721514624543488,,0.010785446789471527
10.0,0.6568568948292065,0.5168413847621649,22.84032,22.84032,0.9971592150692714,0.11354481369587109,0.531403944027598,0.22200381450992798,0.6612373904266515,1.9904019304668719,0.2700479722193539,0.22426217909710294,0.3513232031959031,0.2923098542593723,0.6077485385033996,0.20876689508026952,1.8329604234864671,0.27137232845894266,0.2829883570504528,0.503830075263977,0.38425869053356526,0.24703011801847446,0.11389601892395189,0.010924668764058442,1.573339757276699,0.014598712153073819,0.008959891397225016
11.0,0.6504439094895391,0.3652288162653719,24.82176,24.82176,0.5412350858791136,0.11354481369587109,0.5456545384280002,0.22379290947807873,0.6759348080064169,2.1343885103415174,0.28188597180307456,0.2401645686617311,0.35595473793709476,0.3060982980723887,0.6175484430171312,0.2117163321962255,1.8588562988982784,0.2824773413897281,0.28452285485164397,0.5018351078033447,0.38219364667893946,0.24552555183576752,0.11389601892395189,0.006666850389761788,0.6459581587696448,,0.006666850389761788
12.0,0.63384349267118,0.434333720740815,26.8032,26.8032,0.5412350858791136,0.11354481369587109,0.5522326220085793,0.22257436084619814,0.6875029638231096,2.26891655695135,0.285635523465085,0.25430977665596527,0.35457219896005215,0.3151297421659932,0.6012206399929241,0.20602158912804053,1.8088568070636488,0.27082720047100384,0.2777242044358727,0.5018218755722046,0.3828834991035335,0.24614837707525128,0.11389601892395189,0.0074590351219651135,0.7479813640238717,,0.0074590351219651135
13.0,0.6168776717065152,0.5163746861600951,28.78464,28.78464,0.5412350858791136,0.11354481369587109,0.5617011175467469,0.2093779420431549,0.6944854424213073,2.392409419609361,0.29138672592586784,0.2674195677694863,0.3347608863689336,0.32515718697657153,0.6049203438610015,0.20504618115465903,1.8002927854007602,0.2560491614389963,0.27085026824906516,0.5040177702903748,0.3847891928877358,0.247746945600653,0.11389601892395189,0.009274642761133193,0.9682223591953516,,0.009274642761133193
14.0,0.6039502798725335,0.6354484690693544,30.76608,30.76608,0.5412350858791136,0.11354481369587109,0.5475081865997442,0.19114855543687503,0.7014263232807627,2.5049124780184604,0.30807522761319533,0.2795648463736078,0.30490975016971894,0.3341430145464627,0.5684714275839661,0.1854936243495785,1.628622546266803,0.21780639431616342,0.23768786127167632,0.5114781856536865,0.38442996367335924,0.247923947709488,0.11389601892395189,0.009014301064019325,0.9904004444833845,,0.009014301064019325
