round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_prevalence,fed_auprc_lift,fed_auprc,fed_auroc,fed_f1_best_threshold,fed_f1,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6905833886498999,0.11063221728579978,3.66096,3.66096,1.0,0.28654711954542106,0.11486656596173213,1.8425882867888657,0.2108564652300458,0.6491353239316364,0.507426694528859,0.2632011910917409,0.22520733919448052,0.3566868447859031,0.6552978464287448,0.2069415530050549,1.8169340329904708,0.26971428571428574,0.2710755813953488,0.4960506558418274,0.3568635876507288,0.22469271015397713,0.11389601892395189,0.007291812511965884,0.7874308893042326,0.005922791659839605,0.008125290348249119,0.01494641611145398
2.0,0.6671731231545277,0.25016911948382925,7.32192,7.32192,1.0,0.29037058841640173,0.11486656596173213,1.8721950286937763,0.21451885116092606,0.6558009383198624,0.5226624590107442,0.2691546149122229,0.21564980644020726,0.340899482127448,0.6628594432792139,0.21216214727118857,1.862770527676202,0.278138026864289,0.2783254087904442,0.5001826286315918,0.34072346603755194,0.21475473633988235,0.11389601892395189,0.0054520847659921875,0.5981551384484192,0.005202743515269185,0.005621452090310423,0.004894547275877502
3.0,0.6556061120608843,0.34551600597197674,10.98288,10.98288,1.0,0.2940843613216433,0.11486656596173213,1.902111249643365,0.2180035616864336,0.6599718367269068,0.567463063442665,0.2697726263440987,0.23298320222913652,0.36497860261185644,0.666068011803914,0.21577021445739092,1.8944491343587715,0.27135486336709347,0.28293736501079914,0.5545997619628906,0.3648528041474333,0.23205902346630736,0.11389601892395189,0.004481292451127711,0.4971369837103339,0.004647053734341001,0.004379903487876586,0.0038279541912340158
4.0,0.6528466617355424,0.33521526982058053,14.64384,14.64384,1.0,0.29404646142805463,0.11486656596173213,1.9192000417042907,0.21998880060471465,0.6617251927943195,0.5550828257187346,0.2742019287849359,0.21894791899194535,0.34586447943283355,0.6675029537644566,0.21784465452002627,1.9126625897739291,0.2790959181378612,0.28603794958935147,0.5379055142402649,0.34559473670361723,0.21797290338151576,0.11389601892395189,0.003822968482732063,0.4272169992786985,0.004124659924216449,0.0036286578041722977,0.003444255080665098
5.0,0.648503390426194,0.31365244812190884,18.3048,18.3048,1.0,0.29546189346604645,0.11486656596173213,1.945365999326067,0.22295351566514188,0.6641475646926103,0.5290552350033118,0.27440865573457,0.20868394380578698,0.3288559818477159,0.6691537964927695,0.21995615630577883,1.9312014448252406,0.28141550312951374,0.28719573671323634,0.533462405204773,0.32854946731405105,0.20763796263209267,0.11389601892395189,0.0034114195054680617,0.3842910915209359,0.003795506726456243,0.003160382212749866,0.003143848365457891
6.0,0.6475286469744661,0.3975056946956206,21.96576,21.96576,1.0,0.2966284968244498,0.11486656596173213,1.9647261878760123,0.22512828248138025,0.665824004357368,0.553535208398662,0.2733363595727974,0.21568064811508306,0.3392805495512299,0.6693953859882561,0.22119826879202478,1.9421071156114629,0.27813398187044,0.2875112309074573,0.552885890007019,0.3385994014313288,0.2146924447371541,0.11389601892395189,0.003423394549045812,0.3886976315479842,0.0040225854549055355,0.0030262185541550836,0.003284546697782008
7.0,0.650478302208024,0.4713631392482136,25.62672,25.62672,1.0,0.29928437072366093,0.11486656596173213,1.9792988162152565,0.226722971591984,0.6674676463666934,0.5444100311219184,0.27949796688761763,0.21770639203235348,0.3446508495123965,0.6702830338088757,0.22262423317601862,1.954626994685954,0.2796649604467194,0.28804902962206336,0.5372859835624695,0.3442627174144266,0.21685309400875413,0.11389601892395189,0.003233382325276799,0.3700164836645854,0.0037204860468093145,0.0029001788675955004,0.0038995436392984246
8.0,0.6485454332596314,0.3419333357097142,29.28768,29.28768,1.0,0.2997128314200763,0.11486656596173213,2.001826771405129,0.2294769561311272,0.6695376132423183,0.5204517093598694,0.2831622293781992,0.2070333175036915,0.32791149649255114,0.6704420353624475,0.2230866773371017,1.9586872258112564,0.28623048135243256,0.2877736978104175,0.5099340081214905,0.32740625974738286,0.20620920472412635,0.11389601892395189,0.0030213331926244908,0.3477282207350072,0.0035396310741568487,0.0026711307252694533,0.0030333844006230105
9.0,0.6492245529104316,0.36505135677667166,32.94864,32.94864,1.0,0.3018496674820932,0.11486656596173213,2.0184992600782885,0.23109325616891055,0.6708146780314524,0.5553655317437732,0.28124075166434453,0.20838642266404925,0.3276524051943229,0.6706629684603664,0.22333113479118694,1.960833547134818,0.28230371646566577,0.2889755011135858,0.5254011750221252,0.32701154273927485,0.20767582406973875,0.11389601892395189,0.0030311212165835375,0.3521583151687082,0.00340566045167883,0.002770237411202659,0.0036094546986082036
10.0,0.6456988272234763,0.41708099370567286,36.6096,36.6096,1.0,0.3025470160008572,0.11486656596173213,2.0278138132823,0.23204901575826087,0.6705828865233607,0.5500686216803057,0.28225160865971727,0.2069016702245716,0.3261113573416265,0.6711056503705677,0.22410756263178933,1.9676505355417684,0.2847794474066893,0.2889527998646591,0.5614277124404907,0.3254058232763536,0.2062211083189074,0.11389601892395189,0.0033093981741143417,0.3883158688449839,0.003845736956428131,0.0029418775679602685,0.003319605627865875
11.0,0.6438754612286729,0.4391955014489425,40.27056,40.27056,1.0,0.3030409629077418,0.11486656596173213,2.0347441649910896,0.23280890176870642,0.6712652369141702,0.5761501151310564,0.2754192580543108,0.22403107912125292,0.35204066766176495,0.6711135565251652,0.2236097433666134,1.9632797131910038,0.27695186609834704,0.2875239357784652,0.5629318356513977,0.35173856861980485,0.22351376418623065,0.11389601892395189,0.003223489527737174,0.38127740579966485,0.0037781954454792765,0.0028364030099472083,0.0036442971597380066
12.0,0.6473627198837117,0.39616089725399883,43.93152,43.93152,1.0,0.3028301827474913,0.11486656596173213,2.0423321172966555,0.2336770457489916,0.6717638731104638,0.571375128647082,0.27477845811782114,0.2242376950545073,0.35200842162115875,0.6713105452691603,0.22405719141301028,1.9672082793570929,0.2739640668812961,0.2895719620798621,0.5627257823944092,0.3514022458897989,0.22369295988220264,0.11389601892395189,0.0032089355849384362,0.382931716373605,0.003744109606153808,0.002837794651148133,0.003088330557384335
13.0,0.648457120578736,0.3903882814883006,47.59248,47.59248,1.0,0.3058141891365636,0.11486656596173213,2.059263092703855,0.23560995325501577,0.6725123464628793,0.5388995238635145,0.28352268220934307,0.20147802914190638,0.31614139658696233,0.6726675802332883,0.22482334955428698,1.9739351004392964,0.28177679340470035,0.28860914952410194,0.5465181469917297,0.3152547065584665,0.2008274195966044,0.11389601892395189,0.0030585722725331938,0.36804834812210174,0.003572514117274575,0.002694826850270279,0.0034099414883592897
14.0,0.6466245036118192,0.48918836546855327,51.25344,51.25344,1.0,0.30554152809128143,0.11486656596173213,2.063183813709019,0.23620541250868618,0.6739860184140325,0.5440107649276624,0.2842189692149769,0.21550206946212883,0.3413764523963133,0.6718875063130016,0.22540604358999372,1.9790511180245625,0.28043840838694306,0.286580962010689,0.5366424322128296,0.34084746878969335,0.2149680123862874,0.11389601892395189,0.00318645610241681,0.38653885197345517,0.0037354650194257114,0.002790740261891403,0.003943161143614556
