round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_prevalence,fed_auprc_lift,fed_auprc,fed_auroc,fed_f1_best_threshold,fed_f1,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
15.0,0.6453321660473292,0.36823332599994585,54.9144,54.9144,1.0,0.3059230545709874,0.11486656596173213,2.0687492516275414,0.23687953445630835,0.6751250972499507,0.5668579323774378,0.27926461873109315,0.225110632902299,0.3527514789898741,0.672154646492235,0.22490914943128354,1.9746884180513355,0.2788181439866833,0.28894223979663886,0.5671706199645996,0.3523411089342093,0.22484804912772663,0.11389601892395189,0.0029137938786957807,0.35610637961144676,0.003391601838813368,0.002567501664991863,0.0034940225963865394
16.0,0.6430851395956891,0.4081374459612448,58.57536,58.57536,1.0,0.30909805710997573,0.11486656596173213,2.083767816846708,0.23834929474953667,0.6747187722759956,0.5220231219492141,0.28848497198657286,0.19537726605246983,0.30832300670838875,0.6730422441150474,0.22547701396646813,1.979674233539441,0.2833558863328823,0.2890348660939869,0.5469340682029724,0.3075569385894322,0.1950773642190903,0.11389601892395189,0.003055685554863443,0.37708250519426656,0.0035302369927527723,0.002713565653151472,0.0032424412323165852
17.0,0.6481761100639636,0.5540804349408199,62.23632,62.23632,1.0,0.3114497591258426,0.11486656596173213,2.08643798950419,0.23900057222914495,0.6771509687049866,0.549746174282748,0.283989684911234,0.2100857892314033,0.3320477226522094,0.6718965795666112,0.22552491095662247,1.9800947661498594,0.2849849152935716,0.28848149429263237,0.5694308280944824,0.3314382505985947,0.21001875205921935,0.11389601892395189,0.0031280717272447393,0.38913963805680396,0.003604767083250917,0.0027787482057395475,0.003608170831978343
18.0,0.6481526655775951,0.4285505555782126,65.89728,65.89728,1.0,0.31142280500152264,0.11486656596173213,2.090120451620647,0.2394926498144851,0.6777603778077654,0.5635319048424382,0.278115550744656,0.22364172681387479,0.351949595684919,0.6719852163442654,0.22601821119341836,1.9844259117110161,0.2774044519109618,0.28947830669242924,0.5943842530250549,0.35161893482752793,0.22375077429965273,0.11389601892395189,0.003230132862867644,0.40506036670649337,0.003730457705089154,0.0028651282570298794,0.0032621380872218295
19.0,0.6417773831075968,0.5397054593384318,69.55824,69.55824,1.0,0.3153304018940605,0.11486656596173213,2.114151967214029,0.24210915019629706,0.679156122165907,0.527003488658148,0.28963517714706605,0.2066128400859347,0.32815583535139,0.6731412969376477,0.2270380490328081,1.9933800248488132,0.2858937319432232,0.29047875201721357,0.5673176646232605,0.32754446201844284,0.2064925385525767,0.11389601892395189,0.0032923564327285316,0.41629733324589324,0.003849394431116337,0.002889408973892419,0.0025919005991153214
20.0,0.6442247328853954,0.44937567059985933,73.2192,73.2192,1.0,0.31485495963783316,0.11486656596173213,2.1251508850285754,0.24324395633493898,0.6792810811539334,0.5535255879283792,0.2878717668463284,0.20788005171191135,0.3295380368665581,0.6740750012461605,0.2270972034635648,1.9938993970912808,0.2830508474576271,0.2899962532783814,0.5841778516769409,0.3288621646890919,0.20773239118644762,0.11389601892395189,0.003177007194448648,0.4048949286698189,0.0036636266430311523,0.002820655075978322,0.0026368617280230875
21.0,0.6452129833296159,0.4635992582470945,76.88016,76.88016,1.0,0.3155797147303147,0.11486656596173213,2.128258829883243,0.2437539857243799,0.6806722877954345,0.5653065908662712,0.2876478866825432,0.21680408383855487,0.3427779825839466,0.674149607736767,0.2269491245330472,1.992599273242207,0.2843933243121335,0.2902675014228799,0.5976552367210388,0.3421701257083297,0.21674832685681686,0.11389601892395189,0.0031476190969897257,0.4047945771635568,0.0035378656491421726,0.002855727265523404,0.003041964589250531
22.0,0.6450878388468858,0.4762580428715456,80.54112,80.54112,1.0,0.31625464960272004,0.11486656596173213,2.1355834990247513,0.24458692288667558,0.6809024621998084,0.5547577335751519,0.28744166295993356,0.21475514965321063,0.33978312730616606,0.6737267414108665,0.22610669459106728,1.9852027904683673,0.28286674132138856,0.2900691389063482,0.5641370415687561,0.3395375645628957,0.2150032248306942,0.11389601892395189,0.0033399450875125835,0.43416684600742883,0.0038643555700621215,0.002948382133191835,0.0027898727186544394
23.0,0.6457008711224402,0.4547887983447091,84.20208,84.20208,1.0,0.31990293137911496,0.11486656596173213,2.1531886738901713,0.24644154919252684,0.6821827243162574,0.5694645829967713,0.28508184020029625,0.21818683493617003,0.3439958020191252,0.6732367731665012,0.22717416422883482,1.994575107849191,0.2779285636738682,0.291981845688351,0.6070758700370789,0.3435352495444235,0.21856634910018924,0.11389601892395189,0.0032176807498104044,0.4223148402215884,0.003670343360824431,0.0028713103776066957,0.003202558668393601
24.0,0.6462387643910746,0.5207910031586392,87.86304,87.86304,1.0,0.32211262667205587,0.11486656596173213,2.1702103050328083,0.248745888503288,0.6827801636206778,0.5496404033233031,0.2871649781388205,0.21100305163230584,0.33288348388125655,0.6732975878096433,0.22748947263378572,1.9973434961381742,0.281839755904622,0.2910866027843066,0.5914015769958496,0.332331938979292,0.21152316162738388,0.11389601892395189,0.003221353299660183,0.4269290240627015,0.0037027642453448095,0.002854081363313344,0.00283908869586773
25.0,0.6414777546516229,0.5097950814420205,91.524,91.524,1.0,0.32281811273675687,0.11486656596173213,2.1920514023311557,0.2506532423512804,0.6832667435118571,0.549059755773793,0.28721205477156797,0.2075552479383002,0.32853149618458266,0.6732863309514306,0.22832285942203845,2.0046605805817417,0.2812645281264528,0.29268292682926833,0.5808472633361816,0.32781139739122866,0.20792555294742976,0.11389601892395189,0.00330610342078405,0.4429942162023508,0.0036958209305457067,0.0030112467940394123,0.0025352649170423463
26.0,0.641215074135837,0.5189307305911905,95.18496,95.18496,1.0,0.32269772743286645,0.11486656596173213,2.1957387829354498,0.2515712527492365,0.6850412900592906,0.5376796860037764,0.2928817471619415,0.20524356594726484,0.32588970433819336,0.672687056982392,0.22794758378000318,2.001365683661018,0.28543969245555023,0.29244948599787307,0.5732730627059937,0.3253071178211121,0.20598698629560475,0.11389601892395189,0.0032388807046328442,0.43764773046495975,0.0036991168911474867,0.0028852632298078337,0.0025208698043234223
27.0,0.6442689091577332,0.6079150366686302,98.84592,98.84592,1.0,0.3236516797835005,0.11486656596173213,2.218186683112395,0.25381326838155693,0.686369622743298,0.552709836505301,0.2905229897431813,0.20573921410375015,0.32721307026672536,0.672421560781337,0.22861300339773552,2.0072080267386685,0.2837329572167372,0.29214624238320924,0.5619332194328308,0.32652461678922146,0.20654765431861702,0.11389601892395189,0.0032026840778818307,0.4364973862793704,0.0035044302929066492,0.0029767189925868935,0.0019957718301301833
28.0,0.6400223902352031,0.5567571576680062,102.50688,102.50688,1.0,0.3237188771073573,0.11486656596173213,2.2091606093660947,0.2529064704012831,0.6874808256521393,0.5998818548255547,0.28462129043648593,0.2182006725338915,0.34067964880733786,0.6730025376497356,0.22853450884133306,2.0065188493895034,0.27760654692315867,0.29124236252545826,0.5779637694358826,0.3398571192132274,0.21925472982126754,0.11389601892395189,0.003351574339304922,0.4611465221260005,0.003620986456170171,0.003146394096939237,0.0023882574414385684
29.0,0.6431271725359556,0.7863146992256644,106.16784,106.16784,1.0,0.3263932756851197,0.11486656596173213,2.2399772060734184,0.256458690350895,0.688691482300515,0.5594769360334401,0.2945617712609402,0.20538830899745578,0.32699236984121777,0.6722902056699528,0.227563678093617,1.9979950154847883,0.28557726891260043,0.29268292682926833,0.5297940373420715,0.32626297644345736,0.20648961112815126,0.11389601892395189,0.0036561756767541863,0.5094885044045441,0.003972956531190923,0.00341439081240548,0.0024522407022594486
30.0,0.6480420482352419,0.6343409892904416,109.8288,109.8288,1.0,0.326850326340525,0.11486656596173213,2.2288284451846136,0.25521380373175045,0.6895664176698475,0.5540400106733719,0.2905028146211886,0.20854869928858938,0.33110225559957895,0.6730725133926494,0.22907530875563575,2.0112670391806127,0.2828939728254558,0.29266187050359715,0.5459902882575989,0.3308017835432752,0.20985073965655623,0.11389601892395189,0.00352015895185655,0.4949524849107547,0.003842574877279153,0.0032696651562106084,0.002392247687428341
31.0,0.6437064421791484,0.6771873536678377,113.48976,113.48976,1.0,0.32474284932126335,0.11486656596173213,2.239618747301479,0.256359875478834,0.6902188344669417,0.565853987999583,0.2910410053333017,0.21201886809289108,0.33559771865505017,0.6711450305501343,0.22705054404684305,1.9934897302990386,0.28127445500279485,0.2911208151382823,0.5558109879493713,0.33494814685591096,0.2135065719244164,0.11389601892395189,0.0035373817425062835,0.5027359574141883,0.003768469908392584,0.0033611832555145325,0.0023055028519441017
32.0,0.6454426441020381,0.7938165688512575,117.15072,117.15072,1.0,0.3271284084969336,0.11486656596173213,2.26062566156981,0.25877502117158224,0.6912941730933542,0.5691786774688318,0.29276369468631397,0.21029337738303785,0.33377847526961524,0.6713441777998291,0.22641083226401942,1.9878731004214767,0.27969174977334543,0.2921816414386891,0.5411223769187927,0.33329058806437467,0.2119348353986623,0.11389601892395189,0.003559295145706407,0.5122104908332403,0.0037268820686685764,0.0034365773377215488,0.002128755837556083
33.0,0.6439120370060896,0.7603882219742635,120.81168,120.81168,1.0,0.32984821925959557,0.11486656596173213,2.2723574470966965,0.2601185459978511,0.6905518502420608,0.5471046256859976,0.29479320886760746,0.20118000036935044,0.3193396510831142,0.6721281796985109,0.22870169772342497,2.007986757431167,0.28328886732961434,0.2937454010301693,0.540091872215271,0.3184087257536988,0.20251948802510147,0.11389601892395189,0.0035238187339387476,0.5128950580528908,0.003736835514954186,0.0033612135119638203,0.0021395426699192203
34.0,0.6404613656211381,0.7283780954141027,124.47264,124.47264,1.0,0.33130163350588065,0.11486656596173213,2.284828229869859,0.26176618399409285,0.6932680267735901,0.5732953385482773,0.29095874194686444,0.2173400412903076,0.3438519903891022,0.671549499379781,0.2277257559873192,1.9994180493645801,0.27843729764731273,0.2916272149330448,0.5488318800926208,0.34319874907744063,0.21916683646395885,0.11389601892395189,0.003559950629636524,0.5243170497251413,0.003782639826171467,0.003386165223857321,0.002288362670946027
35.0,0.6451525352768821,0.7844827335258597,128.1336,128.1336,1.0,0.33116275268698037,0.11486656596173213,2.3058910140914857,0.2629748273654278,0.6940616448013864,0.5453097045211514,0.3003969180745931,0.20616731423691473,0.32747743709701266,0.6714930519458452,0.22741492450629874,1.9966889681907423,0.28090281838381476,0.29232995658465993,0.5418573617935181,0.3271086528905535,0.20825104410016088,0.11389601892395189,0.003753744568428709,0.5595078333244601,0.0038404371503636863,0.0036983234529267355,0.002177250420709247
36.0,0.6415228474093937,0.8015799816686767,131.79456,131.79456,1.0,0.33284228290226275,0.11486656596173213,2.314967460756911,0.2650379326292054,0.6950685712519774,0.5708351860072348,0.2958815581794135,0.20945206779373685,0.3319877554819153,0.6708909041523576,0.2254002195789839,1.9789999835681975,0.2789230595922046,0.2883382429388321,0.5879539251327515,0.33125327469250343,0.21182069912892118,0.11389601892395189,0.0035667973585132907,0.5379207884052448,0.003592955751863794,0.0035634918160765278,0.0019373558357394746
37.0,0.6406904510555054,0.7566425178243281,135.45552,135.45552,1.0,0.33156256670019657,0.11486656596173213,2.3176317602417247,0.2645185236665831,0.6954528350415611,0.5829954693283348,0.29682021185133006,0.21416762776755377,0.3394606596539838,0.6714601974811845,0.22775242210686214,1.9996521762444737,0.2771494454814977,0.29026955950032873,0.5851381421089172,0.3389278381276943,0.2163238750774764,0.11389601892395189,0.0035249208105426967,0.5370168712279337,0.003515041827583641,0.003550152105839595,0.0021235830506870514
38.0,0.6399210184135866,0.7931714871909742,139.11648,139.11648,1.0,0.3290498139151426,0.11486656596173213,2.3078002162675,0.2635163935998686,0.6962101319143361,0.5845401423822898,0.2965826865796196,0.2110299565747999,0.3335101586510499,0.6704086287219101,0.22631893528525318,1.9870662506330956,0.27679268428682946,0.2904280618311534,0.5695244073867798,0.3326548604730859,0.21344309501012618,0.11389601892395189,0.0032429415037852497,0.4991111624822224,0.0033264496119799272,0.0031853955861839284,0.0018917886184738313
39.0,0.6443454791472362,0.9954094351974572,142.77744,142.77744,1.0,0.3357554613880427,0.11486656596173213,2.3449042941194875,0.26773035545886287,0.6987520981058519,0.5631150177211949,0.30402403734514755,0.20429882794351148,0.32625888901399697,0.6701956143280403,0.22677440202337973,1.9910652204164965,0.28013970853908227,0.28941254563557917,0.5608365535736084,0.32582332155827975,0.20685588460031393,0.11389601892395189,0.003457540574089369,0.5381402730454283,0.003482407239712937,0.0034503414710306507,0.0022152247647258694
40.0,0.6407667625223891,0.768749399606427,146.4384,146.4384,1.0,0.3362628019296509,0.11486656596173213,2.3537116488646124,0.26859948012995466,0.698105101368158,0.5722444705582578,0.3031758010612326,0.20623352145584695,0.32766011931388556,0.669392223526417,0.22616159965806604,1.9856848535599265,0.27920425630349294,0.28678858314817984,0.5854238271713257,0.3270004486938963,0.20911094795549337,0.11389601892395189,0.0034576421989529213,0.5436584946619405,0.0033601769841171297,0.003562461650988438,0.002021837617957755
41.0,0.645179379138245,1.0212674006986164,150.09936,150.09936,1.0,0.338641187320454,0.11486656596173213,2.37048456770419,0.2708526372567476,0.6992470439364356,0.5388186222799536,0.3093802963411507,0.19774658376686194,0.3178389853978866,0.6680404593320208,0.22642537188854192,1.9880007574252936,0.2826631509558339,0.289223211544366,0.5287657380104065,0.31733551515991243,0.20029179037036637,0.11389601892395189,0.0033702161124015166,0.5357653952196415,0.0033102178691751245,0.003441055173518207,0.0020098789371094388
42.0,0.6411257514398591,0.8401040086328002,153.76032,153.76032,1.0,0.33985345638613523,0.11486656596173213,2.347391637944189,0.2683023173302434,0.699192053417673,0.5689258840730392,0.29701736095432474,0.21725160015574385,0.3457537804704913,0.6683867238044878,0.22731351575965716,1.995798605668859,0.2766166976693292,0.2902293967714528,0.5893910527229309,0.34541046245705054,0.22005029705310114,0.11389601892395189,0.003273694257184479,0.5255407275326434,0.003167837840544284,0.0033897629221545504,0.0016979204605873316
43.0,0.6407428371915855,0.7821195978689236,157.42128,157.42128,1.0,0.3368484335228133,0.11486656596173213,2.3705755852547017,0.2711170316418641,0.7005623674308139,0.5643498588743556,0.30300256891391897,0.21050264052298906,0.3336911193209569,0.6689496671107332,0.22555788380725733,1.9803842657385753,0.27977441114674334,0.28896508728179554,0.574354350566864,0.3332385634675804,0.21376658790895695,0.11389601892395189,0.0032408607786175835,0.5261398493639717,0.0030781067048799102,0.0034052774766554846,0.002155473951906459
44.0,0.6443309820481675,0.9175510401408502,161.08224,161.08224,1.0,0.33952430262708566,0.11486656596173213,2.367256248238859,0.2705218599431701,0.7006984823843063,0.5522804802268639,0.3048088165876474,0.2052502399296979,0.326169249585718,0.6677983302101094,0.22623671588936647,1.9863443694236953,0.280565371024735,0.2890881913303438,0.5556613802909851,0.3258525837208864,0.20878939752904016,0.11389601892395189,0.0033835959014885744,0.5564061917102663,0.003150861091175473,0.0036216467838594744,0.0017900859853432654
45.0,0.6425373369887549,0.9442739423136389,164.7432,164.7432,1.0,0.3402816541856118,0.11486656596173213,2.3913511762446635,0.2733117070160885,0.7034016996168206,0.5704926897425577,0.3042397968002814,0.2096891487143703,0.33466927404914043,0.6664724178863018,0.22371085827153203,1.9641674958007378,0.2770101925254813,0.28434169043687135,0.5578396916389465,0.33424465289335015,0.21313163015769698,0.11389601892395189,0.003170085395741068,0.5264590596452763,0.0030138095271175724,0.0033379548965864455,0.001639005527243235
46.0,0.6391037870382671,0.8243158288685339,168.40416,168.40416,1.0,0.34297473390011457,0.11486656596173213,2.4091063239216495,0.27529623991643887,0.7046694049309737,0.5485097708176795,0.30717836081395744,0.20337871488917825,0.32292546186228493,0.6669331961059152,0.2252129173509525,1.9773554815934933,0.27842227378190254,0.2891101831031159,0.5741671323776245,0.32232109188165037,0.2073138847643233,0.11389601892395189,0.003277027745326652,0.5497962526169431,0.0029386662764438964,0.003617156166053548,0.002012892981060064
47.0,0.6475977199096463,1.0371159425862593,172.06512,172.06512,1.0,0.3413198243981607,0.11486656596173213,2.4157198283523487,0.27619413336901777,0.7058431398853932,0.5413672188231262,0.3156066878550209,0.20145636721998122,0.32237293034480563,0.6655319368738483,0.22497518234350625,1.9752681829355394,0.2827238024873784,0.2874743326488707,0.5566025376319885,0.3214667196084121,0.2052804526387744,0.11389601892395189,0.003518592634732167,0.5974931154087244,0.0031518456428143724,0.0038919722143283333,0.0020265934911426722
48.0,0.6469816792289361,0.939796655720559,175.72608,175.72608,1.0,0.3435327537718867,0.11486656596173213,2.4266480784892304,0.27740755398898614,0.7048637604074315,0.5912333253212085,0.30819998775945723,0.2068233037737526,0.32720304197375727,0.664516899568595,0.2228050991073411,1.956214986373734,0.27816194512603165,0.28865001580777744,0.5834821462631226,0.32635447259669315,0.21116971242697202,0.11389601892395189,0.0034081108477471995,0.5862245334774343,0.0030266930323518642,0.0037972149080642173,0.0020705260856344904
49.0,0.6488050799241868,1.2161240402596214,179.38704,179.38704,1.0,0.3453488311395344,0.11486656596173213,2.436387865050158,0.27870741189018844,0.7070283321397164,0.591218362497644,0.30441555831741063,0.2111084971478425,0.3353389829325922,0.6657516150265931,0.22188221571330802,1.9481121272681028,0.2762142779528415,0.28777641277641275,0.5750535130500793,0.3344372239642003,0.2151241289354304,0.11389601892395189,0.003483923785405502,0.6072175203480583,0.003153500035421011,0.003834748106258992,0.001539177032035467
50.0,0.6429518800956652,0.9503296445872751,183.048,183.048,1.0,0.3447690723787668,0.11486656596173213,2.4095681883489894,0.27655051387386953,0.7072200385230536,0.566285458493749,0.3086450381744789,0.20546393495616505,0.3272867226768716,0.666639978165962,0.22481272137624522,1.9738417856935997,0.27959958577839145,0.2899786780383795,0.5472888350486755,0.32612012262894896,0.20917355890048112,0.11389601892395189,0.0032133168657078703,0.5662309867202566,0.0028767657108320246,0.0035692003104585645,0.001572464359051071
51.0,0.6435797925203621,0.9545409643624498,186.70896,186.70896,1.0,0.3429115186541516,0.11486656596173213,2.4272856049624605,0.27836350944783356,0.7077138585604446,0.5568871860320176,0.30720994248568806,0.20778160082175195,0.3315261888058907,0.6664710625455138,0.22479627396295715,1.973697378422446,0.27774602811749916,0.2862507221259387,0.5498380064964294,0.33026577072934565,0.2114823718114159,0.11389601892395189,0.003067712668283308,0.5467053809588833,0.0026986472663950833,0.0034580894477804322,0.0015071155349130408
52.0,0.6432583851429996,1.1496090566922923,190.36992,190.36992,1.0,0.34489371998556556,0.11486656596173213,2.441431951406979,0.2801090020069843,0.7096237706431533,0.5636279144871151,0.31246071729434993,0.19918960050758183,0.31577980493111885,0.665556809887201,0.2225341749255348,1.95383628881814,0.2816284165609503,0.28590804285908045,0.5398832559585571,0.3146310525687251,0.20352464067047618,0.11389601892395189,0.003146673255560969,0.5678346729255281,0.002723465007522506,0.003593459709917813,0.0017511260261415073
53.0,0.6422552514601401,1.1219442238214297,194.03088,194.03088,1.0,0.34904198627882593,0.11486656596173213,2.4612786261462847,0.2828274330126787,0.711427117915524,0.5867811313624917,0.3097053570001278,0.2079031328710121,0.33059097018302963,0.6625973730784844,0.21924083514376064,1.9249209692759082,0.27824175824175823,0.2854068594485541,0.5463837385177612,0.32965283487583663,0.212698899075427,0.11389601892395189,0.003154684297537474,0.5773358122023637,0.0027314133060496295,0.0036075202587790107,0.0016210968836778616
54.0,0.6393990683799583,1.2470803296298796,197.69184,197.69184,1.0,0.34656198937154786,0.11486656596173213,2.4574078027592603,0.2823124839556379,0.7117135784298474,0.5747197947116927,0.31654954556833004,0.1979060676454427,0.3145765482282974,0.6625043565421722,0.22317839833734932,1.959492530519131,0.2834037417018708,0.28599925196359555,0.5082560181617737,0.31331430371488683,0.20272387670556735,0.11389601892395189,0.0031876063074464224,0.5907223483591224,0.0027756132086478856,0.0036357084647335646,0.0014646414358303298
55.0,0.6493978295357341,1.6096603378252001,201.3528,201.3528,1.0,0.34719008780760524,0.11486656596173213,2.467881423033323,0.28372161498113774,0.7107014326899495,0.5792096304160441,0.31138803730836145,0.2032874698244105,0.3247953427374955,0.6614619990804765,0.2197609019643171,1.9294871237865738,0.2773604530220733,0.2838660578386606,0.5197324156761169,0.32378879030347557,0.2078627445446014,0.11389601892395189,0.0033600171826155523,0.6302215152645658,0.0029082841841247403,0.0038577707334159616,0.0013658351004439072
