round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc,fed_auprc_lift,fed_prevalence,fed_ece,fed_brier,fed_f1_best_threshold,fed_auroc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.6695118085925064,4.691317599334483,186.70896,186.70896,1.0,0.37707669529151716,0.32838435586999676,2.922201476912118,0.11450333627093039,0.3129685351643171,0.19688427036251066,0.5984030711205108,0.7431690543670418,0.3232235850221766,0.6452809618943929,0.216304174065208,1.8991372666821111,0.2652291105121294,0.27392947103274556,0.5714298486709595,0.31681873241303915,0.21081163361242544,0.11389601892395189,0.0019460891346316461,1.7345086438763246,0.0009613950638419007,0.0029942048838268757,0.004251518481074827
52.0,0.665569385486307,4.088261747494437,190.36992,190.36992,1.0,0.375274000718685,0.3270022379924334,2.9134745952274623,0.11450333627093039,0.33145636504435877,0.20854947280728264,0.6004984418154664,0.7428479390791616,0.31818858422882224,0.6470293138627419,0.21976668871036356,1.9295379310588658,0.2652337017134746,0.27561172358160796,0.5547792911529541,0.334359576061089,0.22192929188724345,0.11389601892395189,0.001857841235122863,1.6929138160958246,0.0009030712268349317,0.002871282697168499,0.004159139022287116
53.0,0.665748203538725,3.5538754919185833,194.03088,194.03088,1.0,0.37615529923962077,0.3277030676698174,2.906889209527671,0.11450333627093039,0.3168483002007063,0.20050650858517347,0.5711507630538808,0.7459227254510787,0.32592522951383474,0.6434423668185669,0.21734672356568813,1.9082907867992298,0.2610336513261348,0.27622545106179147,0.5818524360656738,0.3205894491196634,0.21465446841443742,0.11389601892395189,0.0018961383837439853,1.7647088440062362,0.000854921516121414,0.0029994579071120652,0.004542170265032786
54.0,0.6875738323311207,5.643458815375918,197.69184,197.69184,1.0,0.38332593260435865,0.32773359995587287,2.9078049051311874,0.11450333627093039,0.3121149551730487,0.19558088410163527,0.5681298751420133,0.7478816349321727,0.3326391405826183,0.6436767905771087,0.21764054555826906,1.9108705257168572,0.268185406563663,0.2733644859813084,0.5492514967918396,0.3153627525172883,0.20955139607831832,0.11389601892395189,0.001869398467080636,1.779875508054829,0.0008902595796605355,0.0029039446317007203,0.004227844746878136
55.0,0.6653348561877943,3.848784864787582,201.3528,201.3528,1.0,0.3805814643697871,0.33047312812554613,2.93527974530631,0.11450333627093039,0.31154152892385967,0.19519141144468302,0.5718889291304777,0.7483994511057183,0.32809721978439177,0.6422020919534471,0.2136257276490895,1.8756206728500924,0.2627721012883163,0.2737446197991392,0.5462148189544678,0.31480541840810305,0.20932192109024883,0.11389601892395189,0.0018150080489146671,1.7648773958771926,0.0008448787459763102,0.00284149954027387,0.0038744636861637242
56.0,0.6720294270426634,4.678246861721059,205.01376,205.01376,1.0,0.3833221065297406,0.3287659100099256,2.920434913238299,0.11450333627093039,0.3136579455743825,0.19760948266773107,0.5895234646457848,0.7483413568552033,0.3273835765462348,0.6438274090969168,0.21550273735103415,1.8921007019123717,0.26449314476951313,0.27368706009745536,0.544510006904602,0.31774296579110556,0.21220802522174853,0.11389601892395189,0.0016758517010121315,1.6641243302638031,0.0007813350838832758,0.0026200445718238432,0.0034529645695842584
57.0,0.6800613107160941,4.882681868664286,208.67472,208.67472,1.0,0.384407400200484,0.3322601121038823,2.9508469212317903,0.11450333627093039,0.31435719307154025,0.19739666576407847,0.5826109031218359,0.7490269124540113,0.32557371074069225,0.6432704393297006,0.21618122878991852,1.898057814771052,0.26398790235472025,0.2723342939481268,0.5570138692855835,0.31762288059869315,0.2115844731727042,0.11389601892395189,0.0016305685826943786,1.6527130771246448,0.0007741193779244098,0.0025313731303772003,0.0036057872195508246
58.0,0.6830608241360574,5.159287902629469,212.33568,212.33568,1.0,0.3809995761850662,0.33179683227782497,2.931502931995538,0.11450333627093039,0.32276567253463523,0.20233485967284162,0.5881659866099722,0.7485688408802025,0.3212114466819639,0.6446330211514986,0.21686612708484632,1.904071179429435,0.2652785007808433,0.27446033081020466,0.5586748719215393,0.3257319923531776,0.2165311822438816,0.11389601892395189,0.00155508301875717,1.6076967329245235,0.0007455642771027852,0.0024106698419211823,0.003009435749286343
59.0,0.6786360847356981,4.468139872298934,215.99664,215.99664,1.0,0.3825538247752847,0.332605927848806,2.9477052234182155,0.11450333627093039,0.3191119633229151,0.20039187840597175,0.6046283479944579,0.749139952454121,0.3272911815348046,0.6418078383775185,0.21459937754720668,1.8841692587209233,0.2610247795044099,0.2688172043010753,0.5957596302032471,0.3227369360463233,0.2152129462184131,0.11389601892395189,0.0015248675835692511,1.6063127284396614,0.0007196828531121351,0.0023717781585749598,0.004115477033906653
60.0,0.6763769001216702,5.118633897530473,219.6576,219.6576,1.0,0.38363292040521374,0.3382581195640254,3.0062227985613306,0.11450333627093039,0.306560230532282,0.191820784127315,0.5694353632140217,0.7529331919372472,0.3372700310286283,0.6418255958517336,0.21483043202191454,1.8861979027147238,0.2628741828191306,0.26956654924184414,0.5568400621414185,0.3104327803032671,0.20691645894461105,0.11389601892395189,0.0015503576261301304,1.6659796576950612,0.0007281702878463394,0.0024136686358601717,0.00338959014009002
